#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8 fe9
1.4915e+03 4.3521e-21 8.0436e-12 1.6946e-04 9.4264e-01 5.7186e-02 1.7318e-08 5.3811e-21 2.0738e-40 0.0000e+00 0.0000e+00
1.5852e+03 3.3640e-21 6.3327e-12 1.4302e-04 9.2677e-01 7.3082e-02 3.1955e-08 1.6168e-20 1.1560e-39 0.0000e+00 0.0000e+00
1.6847e+03 2.5637e-21 4.9480e-12 1.2024e-04 9.0742e-01 9.2463e-02 5.7725e-08 4.6745e-20 6.0559e-39 0.0000e+00 0.0000e+00
1.7904e+03 1.9159e-21 3.8293e-12 1.0070e-04 8.8452e-01 1.1538e-01 1.0106e-07 1.2749e-19 2.8830e-38 0.0000e+00 0.0000e+00
1.9028e+03 1.4229e-21 2.9819e-12 8.5143e-05 8.6056e-01 1.3935e-01 1.6300e-07 2.9853e-19 1.0730e-37 0.0000e+00 0.0000e+00
2.0223e+03 1.1759e-21 2.5381e-12 7.6325e-05 8.4325e-01 1.5667e-01 2.2033e-07 5.1176e-19 2.4721e-37 0.0000e+00 0.0000e+00
2.1493e+03 1.0918e-21 2.4026e-12 7.3880e-05 8.3876e-01 1.6117e-01 2.3585e-07 5.7409e-19 2.9286e-37 0.0000e+00 0.0000e+00
2.2843e+03 1.2045e-21 2.6464e-12 7.9553e-05 8.5231e-01 1.4761e-01 1.8625e-07 3.7161e-19 1.4707e-37 0.0000e+00 0.0000e+00
2.4277e+03 1.6154e-21 3.4869e-12 9.7419e-05 8.8474e-01 1.1517e-01 9.7284e-08 1.1383e-19 2.2884e-38 0.0000e+00 0.0000e+00
2.5802e+03 2.8558e-21 5.8910e-12 1.4154e-04 9.3006e-01 6.9803e-02 2.7338e-08 1.1557e-20 6.4034e-40 0.0000e+00 0.0000e+00
2.7422e+03 6.7060e-21 1.2855e-11 2.4353e-04 9.6874e-01 3.1013e-02 3.7079e-09 3.2615e-22 2.4803e-42 0.0000e+00 0.0000e+00
2.9144e+03 2.0898e-20 3.6286e-11 4.9503e-04 9.8968e-01 9.8220e-03 2.3022e-10 2.3460e-24 1.4013e-45 0.0000e+00 0.0000e+00
3.0973e+03 7.8401e-20 1.2287e-10 1.1372e-03 9.9648e-01 2.3863e-03 7.7070e-12 5.6767e-27 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 2.3246e-19 3.5817e-10 2.4239e-03 9.9697e-01 6.0470e-04 2.7905e-13 1.5159e-29 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 8.2360e-19 1.1661e-09 5.4162e-03 9.9444e-01 1.4632e-04 9.3637e-15 3.6901e-32 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 8.3842e-18 8.4290e-09 1.9049e-02 9.8093e-01 1.8253e-05 7.1833e-17 7.5292e-36 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 1.8522e-16 1.3144e-07 1.1235e-01 8.8765e-01 6.6256e-07 3.1776e-20 1.0091e-41 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 8.5263e-16 7.0058e-07 3.5700e-01 6.4300e-01 2.5002e-08 1.7330e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 2.8659e-15 2.3150e-06 6.7879e-01 3.2120e-01 9.5419e-10 1.7615e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 1.0538e-14 6.5355e-06 9.0257e-01 9.7425e-02 2.0624e-11 1.0179e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 3.5373e-14 1.5780e-05 9.7681e-01 2.3172e-02 3.3781e-13 4.3610e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 1.1022e-13 3.5459e-05 9.9471e-01 5.2510e-03 5.2814e-15 1.7834e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 3.2208e-13 7.6059e-05 9.9870e-01 1.2256e-03 8.9609e-17 8.4439e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 9.5950e-13 1.6437e-04 9.9956e-01 2.7970e-04 1.4264e-18 3.5453e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 3.0330e-12 3.7268e-04 9.9957e-01 5.6579e-05 1.5755e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 9.6037e-12 8.5196e-04 9.9914e-01 1.0943e-05 1.4917e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 3.7192e-11 2.2056e-03 9.9779e-01 1.7038e-06 7.8361e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.7844e-10 6.5063e-03 9.9349e-01 2.1055e-07 2.2129e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.2156e-09 2.4152e-02 9.7585e-01 1.6162e-08 1.6875e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 1.3056e-08 1.2076e-01 8.7924e-01 5.1830e-10 1.2439e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.5168e-07 5.4693e-01 4.5307e-01 3.6175e-12 3.2516e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 6.7609e-07 9.1617e-01 8.3833e-02 8.7396e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.7725e-06 9.8711e-01 1.2886e-02 2.9960e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 3.6842e-06 9.9759e-01 2.4037e-03 1.8748e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 6.9466e-06 9.9947e-01 5.1871e-04 1.7706e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.2756e-05 9.9986e-01 1.2891e-04 2.7275e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 2.0766e-05 9.9994e-01 4.2970e-05 1.0272e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 3.2981e-05 9.9995e-01 1.6921e-05 6.9368e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 5.9040e-05 9.9993e-01 6.2004e-06 4.4136e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 9.6096e-05 9.9990e-01 2.6385e-06 4.1691e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.3817e-04 9.9986e-01 1.3175e-06 5.7782e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.7824e-04 9.9982e-01 7.6166e-07 1.1483e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 2.1115e-04 9.9979e-01 4.7854e-07 2.6853e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 2.0152e-04 9.9980e-01 3.8796e-07 1.1198e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.8597e-04 9.9981e-01 3.5289e-07 6.7916e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.8214e-04 9.9982e-01 2.7956e-07 2.7173e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.9728e-04 9.9980e-01 1.6160e-07 3.9570e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 2.2369e-04 9.9978e-01 8.5786e-08 4.5306e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 2.7276e-04 9.9973e-01 4.0406e-08 3.7578e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 3.4971e-04 9.9965e-01 1.7220e-08 2.3356e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 4.3254e-04 9.9957e-01 7.9846e-09 1.8727e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 5.5874e-04 9.9944e-01 3.5991e-09 1.4580e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 7.3772e-04 9.9926e-01 1.6064e-09 1.1371e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 9.3439e-04 9.9907e-01 7.2343e-10 8.5227e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 9.9929e-04 9.9900e-01 4.4118e-10 1.4850e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 9.8166e-04 9.9902e-01 3.3655e-10 5.1786e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 9.9264e-04 9.9901e-01 2.4242e-10 1.5312e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0187e-03 9.9898e-01 1.5639e-10 3.0660e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 8.9946e-04 9.9910e-01 1.2416e-10 1.0286e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 8.6272e-04 9.9914e-01 8.1527e-11 1.9478e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.1174e-03 9.9888e-01 2.5690e-11 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 8.9904e-04 9.9910e-01 1.3104e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 4.6781e-04 9.9953e-01 1.2326e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.9317e-04 9.9971e-01 1.1504e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.7808e-04 9.9982e-01 1.5447e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.7814e-04 9.9982e-01 7.2397e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 2.0689e-04 9.9979e-01 2.2697e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.2341e-04 9.9978e-01 7.8126e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 3.2632e-04 9.9967e-01 1.5649e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 5.1675e-04 9.9948e-01 3.6749e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 4.7373e-04 9.9953e-01 2.9936e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 6.1735e-04 9.9938e-01 1.0915e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 7.1839e-04 9.9928e-01 4.7966e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 4.7547e-04 9.9952e-01 6.6577e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 3.1756e-04 9.9968e-01 9.5081e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 5.3469e-04 9.9947e-01 2.1311e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 5.3052e-04 9.9947e-01 1.4161e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 3.5552e-04 9.9964e-01 2.0926e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.5323e-04 9.9975e-01 2.7501e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.3026e-04 9.9987e-01 7.1136e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 8.1340e-05 9.9992e-01 1.2573e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 5.3202e-05 9.9995e-01 2.0591e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 5.4068e-05 9.9995e-01 1.3006e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 5.6568e-05 9.9994e-01 7.7540e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 5.4561e-05 9.9995e-01 5.5321e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.1837e-04 9.9988e-01 7.4338e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.1355e-04 9.9989e-01 5.4263e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.7006e-04 9.9983e-01 1.6165e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.3529e-04 9.9986e-01 1.7342e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.3882e-04 9.9986e-01 1.1208e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 3.0116e-04 9.9970e-01 1.6193e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 3.1848e-04 9.9968e-01 1.0017e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 4.6951e-04 9.9953e-01 3.2114e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 6.0447e-04 9.9940e-01 1.3709e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.6697e-04 9.9973e-01 5.0967e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 4.5828e-04 9.9954e-01 1.2738e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 4.7249e-04 9.9953e-01 9.0910e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 3.9513e-04 9.9960e-01 1.0180e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 3.3858e-04 9.9966e-01 1.2449e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 8.6070e-04 9.9914e-01 1.8196e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0950e-03 9.9891e-01 1.0818e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 9.0165e-04 9.9910e-01 1.5860e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 8.2619e-04 9.9917e-01 1.8713e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 3.3112e-04 9.9967e-01 4.6875e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 19.1155
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8 fe9
4.2577e+02 7.1550e-26 9.1999e-15 7.8305e-06 7.5051e-01 2.4948e-01 1.3977e-07 2.3091e-20 1.2212e-40 0.0000e+00 0.0000e+00
8.5779e+02 4.4899e-20 7.1388e-11 7.7527e-04 9.9450e-01 4.7235e-03 4.0207e-11 1.0830e-25 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 2.8636e-20 4.8081e-11 5.9751e-04 9.9219e-01 7.2161e-03 1.1015e-10 6.3815e-25 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 2.2047e-20 3.8193e-11 5.1316e-04 9.9026e-01 9.2308e-03 1.9806e-10 1.7937e-24 1.4013e-45 0.0000e+00 0.0000e+00
9.7304e+02 1.7663e-20 3.1433e-11 4.5115e-04 9.8820e-01 1.1351e-02 3.2429e-10 4.2751e-24 2.8026e-45 0.0000e+00 0.0000e+00
1.0350e+03 1.4897e-20 2.7050e-11 4.0835e-04 9.8628e-01 1.3314e-02 4.7486e-10 8.3754e-24 8.4078e-45 0.0000e+00 0.0000e+00
1.1000e+03 1.2282e-20 2.2826e-11 3.6484e-04 9.8372e-01 1.5920e-02 7.2821e-10 1.7801e-23 2.6625e-44 0.0000e+00 0.0000e+00
1.1690e+03 1.0291e-20 1.9553e-11 3.2931e-04 9.8098e-01 1.8693e-02 1.0694e-09 3.5041e-23 7.5670e-44 0.0000e+00 0.0000e+00
1.2425e+03 8.5855e-21 1.6577e-11 2.9417e-04 9.7729e-01 2.2413e-02 1.6590e-09 7.6419e-23 2.5364e-43 0.0000e+00 0.0000e+00
1.3205e+03 7.7067e-21 1.4680e-11 2.6758e-04 9.7313e-01 2.6604e-02 2.5455e-09 1.6633e-22 8.6600e-43 0.0000e+00 0.0000e+00
1.4033e+03 6.9832e-21 1.3035e-11 2.4304e-04 9.6801e-01 3.1744e-02 3.9728e-09 3.7504e-22 3.1445e-42 0.0000e+00 0.0000e+00
1.4915e+03 6.0546e-21 1.1226e-11 2.1713e-04 9.6136e-01 3.8425e-02 6.3994e-09 8.8901e-22 1.2233e-41 0.0000e+00 0.0000e+00
1.5852e+03 4.8646e-21 9.1566e-12 1.8815e-04 9.5192e-01 4.7890e-02 1.1010e-08 2.3471e-21 5.5601e-41 0.0000e+00 0.0000e+00
1.6847e+03 3.9206e-21 7.5295e-12 1.6428e-04 9.4142e-01 5.8419e-02 1.7975e-08 5.6307e-21 2.1694e-40 0.0000e+00 0.0000e+00
1.7904e+03 3.0710e-21 6.0863e-12 1.4229e-04 9.2871e-01 7.1145e-02 2.9192e-08 1.3321e-20 8.2287e-40 0.0000e+00 0.0000e+00
1.9028e+03 2.3958e-21 4.9610e-12 1.2467e-04 9.1594e-01 8.3936e-02 4.3673e-08 2.7016e-20 2.4324e-39 0.0000e+00 0.0000e+00
2.0223e+03 2.0982e-21 4.4533e-12 1.1631e-04 9.0865e-01 9.1235e-02 5.3530e-08 3.8590e-20 4.1965e-39 0.0000e+00 0.0000e+00
2.1493e+03 2.0218e-21 4.3583e-12 1.1530e-04 9.0843e-01 9.1456e-02 5.3505e-08 3.8217e-20 4.0893e-39 0.0000e+00 0.0000e+00
2.2843e+03 2.3304e-21 4.9838e-12 1.2706e-04 9.1992e-01 7.9950e-02 3.8028e-08 2.0618e-20 1.5544e-39 0.0000e+00 0.0000e+00
2.4277e+03 3.2759e-21 6.8223e-12 1.5862e-04 9.4154e-01 5.8301e-02 1.7271e-08 4.9996e-21 1.7026e-40 0.0000e+00 0.0000e+00
2.5802e+03 5.8810e-21 1.1628e-11 2.2949e-04 9.6632e-01 3.3447e-02 4.4114e-09 4.3810e-22 3.8564e-42 0.0000e+00 0.0000e+00
2.7422e+03 1.3701e-20 2.5117e-11 3.8866e-04 9.8520e-01 1.4409e-02 5.7382e-10 1.1698e-23 1.4013e-44 0.0000e+00 0.0000e+00
2.9144e+03 4.1324e-20 6.8825e-11 7.7058e-04 9.9463e-01 4.5982e-03 3.6927e-11 9.0538e-26 0.0000e+00 0.0000e+00 0.0000e+00
3.0973e+03 1.4882e-19 2.2478e-10 1.7237e-03 9.9713e-01 1.1506e-03 1.3360e-12 2.5226e-28 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 4.3497e-19 6.4713e-10 3.6390e-03 9.9607e-01 2.9388e-04 4.9447e-14 7.0152e-31 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 1.5588e-18 2.1301e-09 8.1835e-03 9.9175e-01 6.9654e-05 1.5846e-15 1.5767e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 1.7301e-17 1.6697e-08 3.0321e-02 9.6967e-01 7.6738e-06 9.1511e-18 1.9576e-37 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 3.8747e-16 2.6655e-07 1.7904e-01 8.2096e-01 2.2437e-07 2.6330e-21 1.2752e-43 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 1.6998e-15 1.3317e-06 5.1050e-01 4.8950e-01 5.8957e-09 7.9596e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 5.0735e-15 3.7786e-06 8.0520e-01 1.9479e-01 1.6862e-10 5.6408e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 1.6694e-14 9.3928e-06 9.4627e-01 5.3721e-02 3.5177e-12 3.4455e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 5.2843e-14 2.1421e-05 9.8711e-01 1.2865e-02 6.2574e-14 1.7818e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 1.5700e-13 4.6360e-05 9.9690e-01 3.0523e-03 1.1216e-15 9.4524e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 4.3999e-13 9.6441e-05 9.9915e-01 7.4944e-04 2.1874e-17 5.7984e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 1.2829e-12 2.0523e-04 9.9962e-01 1.7537e-04 3.7180e-19 2.8026e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 4.0594e-12 4.6590e-04 9.9950e-01 3.5210e-05 3.9988e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 1.2636e-11 1.0516e-03 9.9894e-01 6.9672e-06 4.0286e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 4.8761e-11 2.7068e-03 9.9729e-01 1.1006e-06 2.2130e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 2.3174e-10 7.9150e-03 9.9208e-01 1.3824e-07 6.5641e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.5502e-09 2.8976e-02 9.7102e-01 1.0767e-08 5.2405e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 1.8551e-08 1.5454e-01 8.4546e-01 2.7429e-10 2.1417e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
