#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8 fe9
5.3682e+04 1.3922e-04 9.9986e-01 4.0655e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.3136e-04 9.9987e-01 3.0794e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.9541e-04 9.9980e-01 9.3631e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 2.1211e-04 9.9979e-01 5.4085e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 4.2561e-04 9.9957e-01 9.1568e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 4.8671e-04 9.9951e-01 4.8424e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 3.9605e-04 9.9960e-01 5.1107e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 7.2667e-04 9.9927e-01 1.0719e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 5.1490e-04 9.9949e-01 1.5451e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 5.1712e-04 9.9948e-01 1.1312e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 5.0860e-04 9.9949e-01 8.8742e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 3.7346e-04 9.9963e-01 1.2899e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 3.9843e-04 9.9960e-01 1.0164e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 3.1691e-04 9.9968e-01 1.5298e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 5.0033e-04 9.9950e-01 5.9075e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 6.8831e-04 9.9931e-01 3.0881e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 9.9183e-04 9.9901e-01 1.4665e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 3.9610e-04 9.9960e-01 3.7032e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 18.3440
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8 fe9
4.2577e+02 6.5646e-26 7.7544e-15 6.5408e-06 6.9765e-01 3.0235e-01 2.5626e-07 7.6000e-20 8.6906e-40 0.0000e+00 0.0000e+00
8.5779e+02 3.8666e-20 5.7891e-11 6.4952e-04 9.9253e-01 6.8175e-03 1.0072e-10 5.8084e-25 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 2.3792e-20 3.7769e-11 4.8979e-04 9.8876e-01 1.0751e-02 2.9826e-10 3.9308e-24 2.8026e-45 0.0000e+00 0.0000e+00
9.1772e+02 1.7776e-20 2.9212e-11 4.1300e-04 9.8546e-01 1.4123e-02 5.7246e-10 1.2409e-23 1.6816e-44 0.0000e+00 0.0000e+00
9.7304e+02 1.4179e-20 2.3940e-11 3.6184e-04 9.8223e-01 1.7410e-02 9.4480e-10 3.0031e-23 6.4460e-44 0.0000e+00 0.0000e+00
1.0350e+03 1.1293e-20 1.9580e-11 3.1637e-04 9.7818e-01 2.1501e-02 1.5684e-09 7.3515e-23 2.5644e-43 0.0000e+00 0.0000e+00
1.1000e+03 8.8255e-21 1.5750e-11 2.7348e-04 9.7278e-01 2.6944e-02 2.7008e-09 1.9214e-22 1.1365e-42 0.0000e+00 0.0000e+00
1.1690e+03 6.9613e-21 1.2780e-11 2.3775e-04 9.6643e-01 3.3336e-02 4.5169e-09 4.7713e-22 4.6397e-42 0.0000e+00 0.0000e+00
1.2425e+03 5.5626e-21 1.0420e-11 2.0652e-04 9.5842e-01 4.1374e-02 7.6584e-09 1.2219e-21 2.0013e-41 0.0000e+00 0.0000e+00
1.3205e+03 4.7457e-21 8.8134e-12 1.8176e-04 9.4874e-01 5.1074e-02 1.3011e-08 3.1986e-21 9.1258e-41 0.0000e+00 0.0000e+00
1.4033e+03 4.0150e-21 7.3558e-12 1.5790e-04 9.3571e-01 6.4136e-02 2.3217e-08 9.1973e-21 4.8469e-40 0.0000e+00 0.0000e+00
1.4915e+03 3.2090e-21 5.8840e-12 1.3364e-04 9.1772e-01 8.2150e-02 4.3558e-08 2.8822e-20 2.9256e-39 0.0000e+00 0.0000e+00
1.5852e+03 2.3588e-21 4.4220e-12 1.0885e-04 8.9186e-01 1.0803e-01 8.7493e-08 1.0155e-19 2.1016e-38 0.0000e+00 0.0000e+00
1.6847e+03 1.7152e-21 3.3063e-12 8.8361e-05 8.6049e-01 1.3942e-01 1.6924e-07 3.3533e-19 1.3642e-37 0.0000e+00 0.0000e+00
1.7904e+03 1.2308e-21 2.4612e-12 7.1636e-05 8.2440e-01 1.7553e-01 3.1021e-07 1.0060e-18 7.6067e-37 0.0000e+00 0.0000e+00
1.9028e+03 8.7422e-22 1.8363e-12 5.8424e-05 7.8626e-01 2.1368e-01 5.2453e-07 2.6023e-18 3.3428e-36 0.0000e+00 0.0000e+00
2.0223e+03 6.8491e-22 1.4863e-12 5.0282e-05 7.5563e-01 2.4431e-01 7.5864e-07 5.1063e-18 9.6015e-36 0.0000e+00 0.0000e+00
2.1493e+03 6.0186e-22 1.3375e-12 4.6823e-05 7.4142e-01 2.5853e-01 8.8550e-07 6.7455e-18 1.4761e-35 0.0000e+00 0.0000e+00
2.2843e+03 6.3706e-22 1.4211e-12 4.9246e-05 7.5367e-01 2.4628e-01 7.6723e-07 5.1376e-18 9.5236e-36 0.0000e+00 0.0000e+00
2.4277e+03 8.1590e-22 1.8036e-12 5.9191e-05 7.9411e-01 2.0583e-01 4.6174e-07 1.9938e-18 2.1140e-36 0.0000e+00 0.0000e+00
2.5802e+03 1.3921e-21 2.9738e-12 8.5796e-05 8.6337e-01 1.3654e-01 1.5312e-07 2.6322e-19 8.6785e-38 0.0000e+00 0.0000e+00
2.7422e+03 3.2658e-21 6.5302e-12 1.5061e-04 9.3493e-01 6.4915e-02 2.3051e-08 8.6346e-21 4.1343e-40 0.0000e+00 0.0000e+00
2.9144e+03 1.0588e-20 1.9142e-11 3.1713e-04 9.7895e-01 2.0729e-02 1.4082e-09 5.9124e-23 1.7796e-43 0.0000e+00 0.0000e+00
3.0973e+03 4.1401e-20 6.7270e-11 7.4993e-04 9.9432e-01 4.9274e-03 4.4147e-11 1.2645e-25 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 1.2704e-19 2.0215e-10 1.6340e-03 9.9715e-01 1.2152e-03 1.4917e-12 2.9814e-28 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 4.5625e-19 6.6581e-10 3.6832e-03 9.9602e-01 2.9210e-04 4.9124e-14 7.0113e-31 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 4.3009e-18 4.4843e-09 1.2378e-02 9.8758e-01 4.0239e-05 4.7362e-16 2.1343e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 9.1997e-17 6.7253e-08 7.1629e-02 9.2837e-01 1.7188e-06 2.9434e-19 5.1124e-40 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 4.1498e-16 3.5414e-07 2.3496e-01 7.6504e-01 8.9473e-08 2.8937e-22 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.5677e-15 1.3460e-06 5.2882e-01 4.7118e-01 4.5188e-09 4.2581e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 6.5582e-15 4.4371e-06 8.3145e-01 1.6854e-01 1.1313e-10 2.7493e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 2.3614e-14 1.1556e-05 9.5872e-01 4.1271e-02 1.7916e-12 1.0401e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 7.7676e-14 2.7163e-05 9.9101e-01 8.9661e-03 2.4382e-14 3.2445e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 2.3769e-13 6.0289e-05 9.9796e-01 1.9830e-03 3.5618e-16 1.1616e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 7.1908e-13 1.3180e-04 9.9942e-01 4.4452e-04 5.4108e-18 4.4814e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 2.2834e-12 2.9971e-04 9.9961e-01 8.9876e-05 6.0014e-20 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 7.4384e-12 6.9889e-04 9.9928e-01 1.6793e-05 5.1768e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 2.8826e-11 1.8155e-03 9.9818e-01 2.5896e-06 2.6389e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.4060e-10 5.4295e-03 9.9457e-01 3.1156e-07 6.8909e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 9.6243e-10 2.0254e-02 9.7975e-01 2.3911e-08 5.2268e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 9.4764e-09 9.6087e-02 9.0391e-01 9.1297e-10 6.0451e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.2602e-07 4.8879e-01 5.1121e-01 6.8048e-12 1.6287e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 6.0244e-07 8.9449e-01 1.0551e-01 1.8840e-14 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.6412e-06 9.8408e-01 1.5921e-02 5.8742e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 3.4555e-06 9.9707e-01 2.9243e-03 3.5096e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 6.2777e-06 9.9931e-01 6.8151e-04 4.1424e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.1616e-05 9.9982e-01 1.6598e-04 5.9936e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.9623e-05 9.9993e-01 5.1205e-05 1.7998e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 3.3147e-05 9.9995e-01 1.7799e-05 8.4698e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 5.8082e-05 9.9994e-01 6.8060e-06 6.0932e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 9.2730e-05 9.9990e-01 3.0104e-06 6.4365e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.3525e-04 9.9986e-01 1.4610e-06 8.2177e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.8263e-04 9.9982e-01 7.7047e-07 1.2521e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 2.0354e-04 9.9980e-01 5.4752e-07 4.1822e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.9792e-04 9.9980e-01 4.2747e-07 1.5638e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.9924e-04 9.9980e-01 3.2621e-07 5.7046e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 2.1683e-04 9.9978e-01 2.0882e-07 1.2312e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 2.0809e-04 9.9979e-01 1.5416e-07 3.6408e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 2.0895e-04 9.9979e-01 1.0459e-07 8.4822e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 2.8591e-04 9.9971e-01 3.9048e-08 3.5908e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 3.5269e-04 9.9965e-01 1.7986e-08 2.7944e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 4.4207e-04 9.9956e-01 8.1206e-09 2.0747e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 6.0629e-04 9.9939e-01 3.2481e-09 1.1443e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 7.8036e-04 9.9922e-01 1.5255e-09 1.0340e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 9.0701e-04 9.9909e-01 8.1548e-10 1.2704e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 9.9549e-04 9.9900e-01 4.7228e-10 1.9074e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0398e-03 9.9896e-01 3.1869e-10 4.6698e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0915e-03 9.9891e-01 2.1291e-10 1.1107e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 9.6186e-04 9.9904e-01 1.8662e-10 5.3936e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0834e-03 9.9892e-01 9.0501e-11 4.3440e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 9.8656e-04 9.9901e-01 6.5897e-11 1.1070e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.2341e-03 9.9877e-01 2.2303e-11 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.1543e-03 9.9885e-01 8.3169e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 4.8303e-04 9.9952e-01 1.2244e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.9515e-04 9.9970e-01 1.2128e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.2323e-04 9.9978e-01 8.9987e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.0408e-04 9.9980e-01 5.4186e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 2.7885e-04 9.9972e-01 1.1838e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 3.2046e-04 9.9968e-01 3.6853e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 7.1109e-04 9.9929e-01 3.2703e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 5.1900e-04 9.9948e-01 3.8761e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 5.1545e-04 9.9948e-01 2.6778e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 4.0192e-04 9.9960e-01 2.7977e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 3.2524e-04 9.9967e-01 2.5751e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0576e-03 9.9894e-01 1.4075e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.1355e-03 9.9886e-01 7.6775e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 2.6609e-04 9.9973e-01 9.3698e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 4.2401e-04 9.9958e-01 2.3683e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 2.8202e-04 9.9972e-01 3.5616e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.2239e-04 9.9978e-01 3.8124e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 2.1702e-04 9.9978e-01 2.6541e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 5.5187e-05 9.9994e-01 3.1125e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 8.3628e-05 9.9992e-01 8.3146e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 6.7536e-05 9.9993e-01 8.6104e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 9.6036e-05 9.9990e-01 2.7287e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.1082e-04 9.9989e-01 1.3550e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.1264e-04 9.9989e-01 8.7497e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0135e-04 9.9990e-01 7.2742e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.4674e-04 9.9985e-01 2.3149e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.4109e-04 9.9986e-01 1.6953e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.1714e-04 9.9988e-01 1.6789e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 3.0776e-04 9.9969e-01 1.6492e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 4.8597e-04 9.9951e-01 4.5665e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 4.3946e-04 9.9956e-01 3.9003e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 4.5658e-04 9.9954e-01 2.5603e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.8942e-04 9.9981e-01 1.0787e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 4.2724e-04 9.9957e-01 1.5597e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 5.9551e-04 9.9940e-01 6.0785e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 7.6933e-04 9.9923e-01 2.8428e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.1995e-03 9.9880e-01 1.0437e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.2380e-03 9.9876e-01 9.3136e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.7314e-03 9.9827e-01 4.5679e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 2.2694e-03 9.9773e-01 2.6200e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 2.8497e-03 9.9715e-01 1.6337e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.1790e-03 9.9882e-01 3.8871e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 18.7257
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8 fe9
4.2577e+02 7.0469e-26 8.6694e-15 7.3020e-06 7.2911e-01 2.7089e-01 1.8120e-07 3.8564e-20 2.8534e-40 0.0000e+00 0.0000e+00
8.5779e+02 4.0229e-20 6.2334e-11 6.9539e-04 9.9344e-01 5.8668e-03 6.8865e-11 2.8818e-25 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 2.5774e-20 4.2145e-11 5.3709e-04 9.9055e-01 8.9158e-03 1.8652e-10 1.6655e-24 1.4013e-45 0.0000e+00 0.0000e+00
9.1772e+02 1.9019e-20 3.2246e-11 4.4982e-04 9.8769e-01 1.1858e-02 3.6842e-10 5.5270e-24 4.2039e-45 0.0000e+00 0.0000e+00
9.7304e+02 1.5535e-20 2.6990e-11 3.9978e-04 9.8529e-01 1.4309e-02 5.7721e-10 1.2196e-23 1.5414e-44 0.0000e+00 0.0000e+00
1.0350e+03 1.2696e-20 2.2586e-11 3.5506e-04 9.8237e-01 1.7272e-02 9.0597e-10 2.7022e-23 5.3249e-44 0.0000e+00 0.0000e+00
1.1000e+03 1.0241e-20 1.8690e-11 3.1297e-04 9.7864e-01 2.1051e-02 1.4567e-09 6.2496e-23 1.9198e-43 0.0000e+00 0.0000e+00
1.1690e+03 8.2635e-21 1.5481e-11 2.7606e-04 9.7417e-01 2.5558e-02 2.3221e-09 1.4236e-22 6.8664e-43 0.0000e+00 0.0000e+00
1.2425e+03 6.7521e-21 1.2880e-11 2.4333e-04 9.6859e-01 3.1169e-02 3.7618e-09 3.3570e-22 2.6036e-42 0.0000e+00 0.0000e+00
1.3205e+03 5.9712e-21 1.1253e-11 2.1915e-04 9.6238e-01 3.7398e-02 5.9408e-09 7.7019e-22 9.6592e-42 0.0000e+00 0.0000e+00
1.4033e+03 5.2378e-21 9.7046e-12 1.9497e-04 9.5405e-01 4.5759e-02 9.8927e-09 1.9522e-21 4.2081e-41 0.0000e+00 0.0000e+00
