#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8
1.002576e+03 2.361171e+03 2.531105e+06 6.091954e-01 3.908046e-01 1.789819e-21 3.054187e-73 5.008210e-164 2.660099e-298 0.000000e+00 0.000000e+00 0.000000e+00 
1.065938e+03 2.360714e+03 2.670569e+06 5.871711e-01 4.128289e-01 2.516447e-21 7.697368e-73 3.273026e-163 6.792763e-297 0.000000e+00 0.000000e+00 0.000000e+00 
1.133306e+03 2.357384e+03 2.716634e+06 5.799012e-01 4.200988e-01 2.833608e-21 1.056013e-72 6.210873e-163 2.042834e-296 0.000000e+00 0.000000e+00 0.000000e+00 
1.204932e+03 2.361827e+03 2.706253e+06 5.801653e-01 4.198347e-01 2.809917e-21 1.036364e-72 5.950413e-163 1.900826e-296 0.000000e+00 0.000000e+00 0.000000e+00 
1.281084e+03 2.380627e+03 2.904702e+06 5.406780e-01 4.593220e-01 4.983051e-21 4.745763e-72 1.281356e-161 3.728814e-294 0.000000e+00 0.000000e+00 0.000000e+00 
1.362050e+03 2.400793e+03 2.990125e+06 4.771863e-01 5.228137e-01 1.083650e-20 3.536122e-71 6.825095e-160 3.212928e-291 0.000000e+00 0.000000e+00 0.000000e+00 
1.448132e+03 2.422671e+03 3.074024e+06 3.897550e-01 6.102450e-01 3.073497e-20 5.322940e-70 1.458797e-157 2.939866e-287 0.000000e+00 0.000000e+00 0.000000e+00 
1.539655e+03 2.447413e+03 3.181974e+06 3.139241e-01 6.860759e-01 7.949367e-20 6.734177e-69 2.306329e-155 1.658228e-283 0.000000e+00 0.000000e+00 0.000000e+00 
1.636962e+03 2.463011e+03 3.114917e+06 2.558984e-01 7.441016e-01 1.663642e-19 4.688445e-68 1.067756e-153 1.094979e-280 0.000000e+00 0.000000e+00 0.000000e+00 
1.740419e+03 2.489618e+03 2.955811e+06 1.972843e-01 8.027157e-01 3.726038e-19 3.897764e-67 6.829073e-152 1.222045e-277 0.000000e+00 0.000000e+00 0.000000e+00 
1.850415e+03 2.509813e+03 2.720558e+06 1.611479e-01 8.388521e-01 6.291391e-19 1.479029e-66 8.885210e-151 8.774834e-276 0.000000e+00 0.000000e+00 0.000000e+00 
1.967362e+03 2.527957e+03 2.721831e+06 1.301115e-01 8.698885e-01 1.174721e-18 8.327138e-66 2.847584e-149 3.256506e-273 0.000000e+00 0.000000e+00 0.000000e+00 
2.091700e+03 2.550600e+03 2.831473e+06 1.060762e-01 8.939238e-01 2.245108e-18 5.242019e-65 1.215242e-147 2.070031e-270 0.000000e+00 0.000000e+00 0.000000e+00 
2.223897e+03 2.569197e+03 2.864822e+06 9.284800e-02 9.071520e-01 3.256078e-18 1.492962e-64 9.995734e-147 7.720745e-269 0.000000e+00 0.000000e+00 0.000000e+00 
2.364448e+03 2.592386e+03 3.096550e+06 7.798618e-02 9.220138e-01 5.863771e-18 8.232971e-64 3.415597e-145 3.553801e-266 0.000000e+00 0.000000e+00 0.000000e+00 
2.513883e+03 2.595068e+03 3.005515e+06 7.222072e-02 9.277793e-01 6.870435e-18 1.252367e-63 7.708953e-145 1.382202e-265 0.000000e+00 0.000000e+00 0.000000e+00 
2.672762e+03 2.588601e+03 2.710344e+06 7.002594e-02 9.299741e-01 6.446832e-18 9.559096e-64 4.001482e-145 4.001482e-266 0.000000e+00 0.000000e+00 0.000000e+00 
2.841682e+03 2.572669e+03 2.188676e+06 7.172996e-02 9.282700e-01 4.514768e-18 2.853376e-64 2.747890e-146 3.164557e-268 0.000000e+00 0.000000e+00 0.000000e+00 
3.021278e+03 2.545764e+03 1.581025e+06 7.694756e-02 9.230524e-01 2.387205e-18 3.541020e-65 2.856688e-148 8.673510e-272 0.000000e+00 0.000000e+00 0.000000e+00 
3.212225e+03 2.505282e+03 1.055511e+06 7.933929e-02 9.206607e-01 1.257785e-18 4.034660e-66 2.288113e-150 1.394530e-275 0.000000e+00 0.000000e+00 0.000000e+00 
3.415240e+03 2.469465e+03 7.008365e+05 8.702496e-02 9.129750e-01 5.509332e-19 2.720935e-67 6.341354e-153 3.642905e-280 0.000000e+00 0.000000e+00 0.000000e+00 
3.631085e+03 2.448745e+03 6.181691e+05 1.050254e-01 8.949746e-01 2.783738e-19 3.613778e-68 9.373235e-155 2.320723e-283 0.000000e+00 0.000000e+00 0.000000e+00 
3.860572e+03 2.422683e+03 5.346948e+05 1.258372e-01 8.741628e-01 1.364117e-19 4.335566e-69 1.110328e-156 9.975326e-287 0.000000e+00 0.000000e+00 0.000000e+00 
4.104562e+03 2.368464e+03 2.656605e+05 1.316932e-01 8.683068e-01 4.500724e-20 1.013025e-70 2.626628e-160 2.720695e-293 0.000000e+00 0.000000e+00 0.000000e+00 
4.363973e+03 2.328780e+03 2.141152e+05 1.612903e-01 8.387097e-01 1.846774e-20 6.983871e-72 9.596774e-163 1.435484e-297 0.000000e+00 0.000000e+00 0.000000e+00 
4.639779e+03 2.300085e+03 2.017136e+05 2.413295e-01 7.586705e-01 4.544798e-21 1.459538e-73 3.937861e-166 2.254335e-303 0.000000e+00 0.000000e+00 0.000000e+00 
4.933016e+03 2.272493e+03 2.031138e+05 3.255512e-01 6.744488e-01 1.504540e-21 7.717250e-75 1.154345e-168 1.121920e-307 0.000000e+00 0.000000e+00 0.000000e+00 
5.244785e+03 2.234636e+03 1.990710e+05 4.298030e-01 5.701970e-01 4.298030e-22 2.875616e-76 1.681034e-171 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.576259e+03 2.205859e+03 1.881632e+05 5.545906e-01 4.454094e-01 9.367246e-23 5.545906e-78 6.761787e-175 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.928682e+03 2.171081e+03 1.752477e+05 6.778567e-01 3.221433e-01 1.736604e-23 7.746934e-80 1.504196e-178 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.303378e+03 2.138948e+03 1.550674e+05 7.741935e-01 2.258065e-01 3.240143e-24 1.096774e-81 3.383513e-182 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.701756e+03 2.104230e+03 1.319069e+05 8.549874e-01 1.450126e-01 4.526404e-25 7.761945e-84 1.944677e-186 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.125310e+03 2.071011e+03 1.143766e+05 8.944282e-01 1.055718e-01 1.124145e-25 2.326491e-85 1.886608e-189 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.575635e+03 2.036517e+03 9.693684e+04 9.339165e-01 6.608346e-02 1.655042e-26 1.974229e-87 1.607755e-193 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.054419e+03 1.996548e+03 7.803583e+04 9.647898e-01 3.521018e-02 1.324647e-27 3.893284e-90 7.895145e-199 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.563463e+03 1.964170e+03 6.044015e+04 9.768820e-01 2.311796e-02 2.167161e-28 3.864849e-92 7.966805e-203 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.105475e+03 1.884991e+03 3.285390e+04 9.915865e-01 8.413462e-03 2.901786e-30 6.567651e-97 2.502576e-212 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.611971e+03 1.834119e+03 2.048907e+04 9.948797e-01 5.120314e-03 2.725970e-31 1.280079e-99 8.025363e-218 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.001075e+04 1.794030e+03 1.244110e+04 9.972533e-01 2.746672e-03 1.631101e-32 8.400592e-103 3.118529e-224 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.035413e+04 1.770708e+03 8.170167e+03 9.977932e-01 2.206772e-03 4.306765e-33 1.957620e-104 1.222030e-227 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.071873e+04 1.725256e+03 4.279033e+03 9.983970e-01 1.603004e-03 5.886962e-34 6.841605e-107 8.790667e-233 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.109526e+04 1.725985e+03 3.048603e+03 9.979326e-01 2.067402e-03 8.691671e-34 9.764717e-107 9.728949e-233 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.142152e+04 1.713509e+03 2.286781e+03 9.982894e-01 1.710637e-03 3.055066e-34 5.417852e-108 2.468132e-235 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.165575e+04 1.801158e+03 5.060694e+03 9.927858e-01 7.214243e-03 1.257529e-31 2.210603e-101 3.395327e-222 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.180634e+04 1.812729e+03 5.530835e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.190922e+04 1.833861e+03 6.371961e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.198841e+04 1.875559e+03 8.003960e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.205647e+04 1.916582e+03 9.410349e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.212064e+04 1.947089e+03 1.021812e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.218540e+04 1.974030e+03 1.073448e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.225395e+04 1.991700e+03 1.112823e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.233084e+04 1.968692e+03 1.161847e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.244353e+04 1.969348e+03 1.246645e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.267901e+04 2.124612e+03 1.449734e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.305675e+04 2.179376e+03 1.582518e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.350389e+04 2.241509e+03 2.063404e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.398480e+04 2.297679e+03 2.411824e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.448732e+04 2.355727e+03 2.548459e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.499069e+04 2.409542e+03 2.498044e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.547181e+04 2.540565e+03 2.435699e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.592644e+04 3.093938e+03 2.315873e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.636833e+04 3.035127e+03 1.579802e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.680466e+04 2.910463e+03 4.135956e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723140e+04 2.911527e+03 5.210919e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.765772e+04 3.678061e+03 5.034677e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.812132e+04 2.924820e+03 7.128572e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.871331e+04 3.770960e+03 2.557109e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.961604e+04 3.062056e+03 2.325916e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.081222e+04 3.241612e+03 4.361197e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.212756e+04 3.461723e+03 6.000046e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.352604e+04 3.536494e+03 3.439659e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.501290e+04 3.587262e+03 2.081341e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.659373e+04 3.654908e+03 1.111398e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.827472e+04 3.771142e+03 5.873097e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.003347e+04 3.934196e+03 3.627185e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.173513e+04 4.214889e+03 2.514532e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.324450e+04 5.537546e+03 1.783042e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.456401e+04 7.226483e+03 1.814769e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.575519e+04 7.289460e+03 1.130165e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.688039e+04 7.128383e+03 6.980245e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.798804e+04 5.510450e+03 4.740240e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.910117e+04 5.760890e+03 1.876718e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.022485e+04 5.875519e+03 1.250936e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.136251e+04 6.118551e+03 9.058721e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.251989e+04 7.395076e+03 8.422030e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.370225e+04 5.504215e+03 7.139137e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.491318e+04 1.011629e+04 3.710625e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.615537e+04 7.268562e+03 1.829312e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.743001e+04 6.961441e+03 1.933308e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.873699e+04 7.976125e+03 1.091103e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.007561e+04 8.710655e+03 7.301227e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.144454e+04 9.077930e+03 4.908139e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.284239e+04 7.759390e+03 4.124960e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.426701e+04 8.365656e+03 2.759874e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.571625e+04 8.723762e+03 1.860690e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.718639e+04 9.040187e+03 1.264305e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.867295e+04 9.357060e+03 8.608773e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.016784e+04 9.564165e+03 5.946937e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.166111e+04 8.785746e+03 4.485153e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.313735e+04 8.454295e+03 3.613422e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.457821e+04 8.690823e+03 2.604257e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.596028e+04 8.967640e+03 1.929265e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.725801e+04 9.278833e+03 1.490553e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.844609e+04 9.794674e+03 8.706722e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.926341e+04 9.874458e+03 7.862295e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.964660e+04 9.937160e+03 7.345307e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.983908e+04 9.970641e+03 7.109097e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.993554e+04 1.000806e+04 6.869700e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.998302e+04 1.045004e+04 4.813518e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999912e+04 1.050584e+04 4.577224e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 1.382611e+02 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8
4.242332e+02 2.316948e+03 1.793368e+06 6.620278e-01 3.379722e-01 5.487078e-22 1.011928e-74 4.035785e-167 9.860835e-304 0.000000e+00 0.000000e+00 0.000000e+00 
8.515108e+02 2.304678e+03 2.380175e+06 7.786484e-01 2.213516e-01 1.322233e-22 4.877571e-76 1.792360e-169 1.694417e-307 0.000000e+00 0.000000e+00 0.000000e+00 
8.638199e+02 2.304501e+03 2.183052e+06 7.373096e-01 2.626904e-01 2.385787e-22 1.776650e-75 1.890863e-168 7.766497e-306 0.000000e+00 0.000000e+00 0.000000e+00 
8.922215e+02 2.300426e+03 1.946049e+06 7.275405e-01 2.724595e-01 2.371134e-22 1.468336e-75 1.094256e-168 2.592047e-306 0.000000e+00 0.000000e+00 0.000000e+00 
9.416122e+02 2.291180e+03 1.713494e+06 6.966292e-01 3.033708e-01 3.202247e-22 2.565543e-75 2.640449e-168 9.382022e-306 0.000000e+00 0.000000e+00 0.000000e+00 
1.002576e+03 2.299221e+03 1.764955e+06 6.941392e-01 3.058608e-01 3.461538e-22 3.205128e-75 4.249084e-168 2.179487e-305 0.000000e+00 0.000000e+00 0.000000e+00 
1.065938e+03 2.296975e+03 1.707138e+06 7.032967e-01 2.967033e-01 2.875458e-22 1.941392e-75 1.540293e-168 3.772894e-306 0.000000e+00 0.000000e+00 0.000000e+00 
1.133306e+03 2.296406e+03 1.647269e+06 7.132353e-01 2.867647e-01 2.371324e-22 1.148897e-75 5.275735e-169 5.919118e-307 0.000000e+00 0.000000e+00 0.000000e+00 
1.204932e+03 2.302294e+03 1.751605e+06 6.937269e-01 3.062731e-01 3.413284e-22 3.081181e-75 3.892989e-168 1.863469e-305 0.000000e+00 0.000000e+00 0.000000e+00 
1.281084e+03 2.314634e+03 1.894195e+06 6.616257e-01 3.383743e-01 5.973535e-22 1.349716e-74 7.655955e-167 3.137996e-303 0.000000e+00 0.000000e+00 0.000000e+00 
1.362050e+03 2.334670e+03 1.956845e+06 6.114650e-01 3.885350e-01 1.218684e-21 8.237792e-74 2.696391e-165 1.320594e-300 0.000000e+00 0.000000e+00 0.000000e+00 
1.448132e+03 2.356822e+03 2.067336e+06 5.260546e-01 4.739454e-01 3.647643e-21 1.369727e-72 6.972705e-163 1.687345e-296 0.000000e+00 0.000000e+00 0.000000e+00 
1.539655e+03 2.383346e+03 2.131387e+06 4.576271e-01 5.423729e-01 8.418079e-21 1.200565e-71 5.112994e-161 2.494350e-293 0.000000e+00 0.000000e+00 0.000000e+00 
1.636962e+03 2.396472e+03 2.080950e+06 3.918919e-01 6.081081e-01 1.729730e-20 7.432432e-71 1.793919e-159 1.000000e-290 0.000000e+00 0.000000e+00 0.000000e+00 
1.740419e+03 2.424593e+03 2.014165e+06 2.987941e-01 7.012059e-01 5.180884e-20 1.277356e-69 4.778919e-157 1.246092e-286 0.000000e+00 0.000000e+00 0.000000e+00 
1.850415e+03 2.445104e+03 1.935270e+06 2.203806e-01 7.796194e-01 1.436464e-19 1.878453e-68 9.576427e-155 9.821977e-283 0.000000e+00 0.000000e+00 0.000000e+00 
1.967362e+03 2.469682e+03 1.933443e+06 1.710963e-01 8.289037e-01 3.247508e-19 1.727575e-67 8.073090e-153 1.885382e-279 0.000000e+00 0.000000e+00 0.000000e+00 
2.091700e+03 2.494988e+03 1.889339e+06 1.425287e-01 8.574713e-01 5.402299e-19 6.793103e-67 1.229885e-151 1.896552e-277 0.000000e+00 0.000000e+00 0.000000e+00 
2.223897e+03 2.518478e+03 1.990959e+06 1.176004e-01 8.823996e-01 1.025234e-18 4.189811e-66 5.030947e-150 1.155372e-274 0.000000e+00 0.000000e+00 0.000000e+00 
2.364448e+03 2.545586e+03 2.151443e+06 9.731396e-02 9.026860e-01 1.937472e-18 2.642008e-65 2.245707e-148 8.322325e-272 0.000000e+00 0.000000e+00 0.000000e+00 
2.513883e+03 2.550066e+03 2.110538e+06 8.898944e-02 9.110106e-01 2.416290e-18 4.826546e-65 7.330317e-148 6.153846e-271 0.000000e+00 0.000000e+00 0.000000e+00 
