#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8 mn9
1.1784e+04 2.7183e-05 9.9896e-01 1.0100e-03 3.2321e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 4.6896e-05 9.9965e-01 3.0651e-04 6.8357e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 8.5099e-05 9.9984e-01 7.9011e-05 8.1348e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.1593e-04 9.9985e-01 3.0587e-05 2.8770e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.5680e-04 9.9983e-01 1.2586e-05 1.3022e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 2.4953e-04 9.9975e-01 3.6164e-06 1.8534e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 3.9424e-04 9.9960e-01 9.3758e-07 1.6857e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 7.3099e-04 9.9927e-01 1.7740e-07 5.8122e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.2622e-03 9.9874e-01 4.0235e-08 3.7034e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 2.1266e-03 9.9787e-01 9.5501e-09 2.7236e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 3.2052e-03 9.9679e-01 2.8583e-09 4.1802e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 4.5527e-03 9.9545e-01 1.0184e-09 1.1771e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 7.7569e-03 9.9224e-01 2.5234e-10 1.1210e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 8.8713e-03 9.9113e-01 1.3391e-10 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.1722e-02 9.8828e-01 4.9889e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.1034e-02 9.8897e-01 4.0923e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 9.4550e-03 9.9054e-01 4.1090e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.1589e-02 9.8841e-01 1.7456e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0875e-02 9.8913e-01 1.1958e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.2707e-02 9.8729e-01 4.9686e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.5465e-02 9.8453e-01 1.6633e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.7924e-02 9.8208e-01 3.6390e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 8.9134e-03 9.9109e-01 3.3511e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.2847e-02 9.8715e-01 4.1492e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 8.6212e-03 9.9138e-01 3.3615e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 5.5086e-03 9.9449e-01 4.2401e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.8665e-02 9.8134e-01 1.3451e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.7931e-02 9.8207e-01 6.2364e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 5.0959e-02 9.4904e-01 2.4756e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 2.8069e-03 9.9719e-01 1.0472e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0227e-01 8.9773e-01 1.6344e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.7721e-04 9.9982e-01 1.4602e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 3.9426e-06 1.0000e+00 1.8980e-07 6.9927e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 8.5389e-06 9.9999e-01 2.3683e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 5.7646e-06 9.9999e-01 5.8528e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0926e-01 8.9074e-01 1.0311e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 4.0884e-02 9.5912e-01 8.1653e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 7.5048e-02 9.2495e-01 1.1403e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.4799e-02 9.7520e-01 1.0854e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 3.3547e-02 9.6645e-01 3.4379e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.5478e-10 2.4967e-01 7.5033e-01 1.6265e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 2.1716e-12 1.8173e-02 9.8183e-01 6.3006e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.9596e-01 8.0404e-01 7.6747e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 4.7424e-01 5.2576e-01 1.1541e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 5.5166e-01 4.4834e-01 2.8439e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 6.6136e-01 3.3864e-01 4.2442e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 8.0104e-01 1.9896e-01 2.6902e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 5.2666e-01 4.7334e-01 1.0641e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 8.5360e-01 1.4640e-01 3.5086e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 8.5988e-01 1.4012e-01 1.9666e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 9.3163e-01 6.8369e-02 1.0395e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 6.4219e-01 3.5781e-01 4.4987e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 6.1376e-01 3.8624e-01 4.4786e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.4635e-03 9.9854e-01 1.0866e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 4.7671e-02 9.5233e-01 2.8643e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 7.6358e-01 2.3642e-01 1.6141e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 7.5452e-01 2.4548e-01 1.4023e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.9889e-01 8.0111e-01 2.1136e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 9.9441e-05 9.9990e-01 8.1958e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 2.7788e-05 9.9997e-01 1.0930e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.1077e-04 9.9979e-01 1.5663e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 2.8607e-01 7.1393e-01 4.5251e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.8978e-01 8.1022e-01 1.9600e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0126e-01 8.9874e-01 4.7927e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 6.4159
#NVEL: 115
#vel_mid[km/s] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8 mn9
4.2577e+02 2.0028e-24 3.4541e-14 5.1973e-06 3.1363e-01 6.8636e-01 1.1381e-05 1.9784e-16 1.7700e-32 0.0000e+00 0.0000e+00
8.5779e+02 1.0685e-18 2.7235e-10 6.9010e-04 9.3583e-01 6.3476e-02 4.6775e-08 5.3357e-20 4.7243e-37 0.0000e+00 0.0000e+00
8.7843e+02 2.9792e-19 9.0525e-11 3.1774e-04 8.3798e-01 1.6170e-01 5.1844e-07 4.0739e-18 4.0345e-34 0.0000e+00 0.0000e+00
9.1772e+02 2.7737e-20 1.0933e-11 6.3338e-05 4.8501e-01 5.1491e-01 1.8481e-05 3.5038e-15 1.8834e-29 0.0000e+00 0.0000e+00
9.7304e+02 2.7531e-21 1.3279e-12 1.1283e-05 1.9785e-01 8.0195e-01 1.9318e-04 4.5216e-13 5.7151e-26 0.0000e+00 0.0000e+00
1.0350e+03 7.0957e-22 3.8546e-13 4.0327e-06 1.0925e-01 8.9017e-01 5.7557e-04 4.9410e-12 3.1867e-24 0.0000e+00 0.0000e+00
1.1000e+03 2.8280e-22 1.6716e-13 2.0113e-06 7.2358e-02 9.2651e-01 1.1317e-03 2.2392e-11 4.1075e-23 0.0000e+00 0.0000e+00
1.1690e+03 1.1276e-22 7.2762e-14 1.0070e-06 4.7813e-02 9.5004e-01 2.1489e-03 9.5272e-11 4.7921e-22 1.4013e-45 0.0000e+00
1.2425e+03 3.1965e-23 2.3191e-14 3.8718e-07 2.6763e-02 9.6815e-01 5.0842e-03 6.8035e-10 1.3634e-20 4.2319e-43 0.0000e+00
1.3205e+03 6.4317e-24 5.3397e-15 1.1172e-07 1.2404e-02 9.7230e-01 1.5297e-02 8.6967e-09 1.0717e-18 6.4213e-40 0.0000e+00
1.4033e+03 8.4665e-25 8.3615e-16 2.3188e-08 4.6096e-03 9.3825e-01 5.7135e-02 1.9332e-07 2.2353e-16 5.1308e-36 0.0000e+00
1.4915e+03 9.0595e-26 1.0817e-16 4.0396e-09 1.4640e-03 8.0065e-01 1.9789e-01 4.2367e-06 4.9575e-14 4.9166e-32 0.0000e+00
1.5852e+03 9.8951e-27 1.3962e-17 6.7677e-10 4.1306e-04 5.3957e-01 4.5996e-01 5.0417e-05 4.5839e-12 1.2839e-28 0.0000e+00
1.6847e+03 8.5404e-28 1.4149e-18 8.8090e-11 8.7809e-05 2.6356e-01 7.3597e-01 3.8665e-04 2.5167e-10 1.7485e-25 1.4013e-45
1.7904e+03 5.6839e-29 1.1329e-19 9.2479e-12 1.4984e-05 1.0153e-01 8.9632e-01 2.1352e-03 9.2068e-09 1.3741e-22 3.9894e-41
1.9028e+03 3.1129e-30 7.7444e-21 8.5835e-13 2.2822e-06 3.4847e-02 9.5520e-01 9.9517e-03 2.6860e-07 7.6589e-20 6.3322e-37
2.0223e+03 1.7954e-31 5.5498e-22 8.3186e-14 3.5275e-07 1.1699e-02 9.4778e-01 4.0515e-02 6.3132e-06 3.0205e-17 6.1293e-33
2.1493e+03 9.9766e-33 3.8149e-23 7.7368e-15 5.1276e-08 3.6259e-03 8.5059e-01 1.4566e-01 1.2716e-04 9.7730e-15 4.6296e-29
2.2843e+03 6.6925e-34 3.0477e-24 8.0318e-16 7.7322e-09 1.0547e-03 6.2974e-01 3.6773e-01 1.4769e-03 1.3453e-12 1.0550e-25
2.4277e+03 5.6952e-35 3.0138e-25 9.9589e-17 1.2968e-09 3.0147e-04 3.8434e-01 6.0698e-01 8.3770e-03 5.6198e-11 4.2419e-23
2.5802e+03 8.4542e-36 5.0548e-26 1.9922e-17 3.2315e-10 1.0930e-04 2.3606e-01 7.4006e-01 2.3772e-02 6.1802e-10 2.1604e-21
2.7422e+03 3.6108e-36 2.3278e-26 1.0074e-17 1.8175e-10 7.1915e-05 1.9096e-01 7.7504e-01 3.3932e-02 1.4190e-09 8.4527e-21
2.9144e+03 6.8180e-36 4.4349e-26 1.8789e-17 3.2470e-10 1.1312e-04 2.4341e-01 7.3454e-01 2.1941e-02 4.7477e-10 1.3289e-21
3.0973e+03 8.1181e-35 4.9219e-25 1.7719e-16 2.3954e-09 4.9690e-04 4.8767e-01 5.0788e-01 3.9527e-03 9.0813e-12 1.9707e-24
3.2918e+03 3.7828e-33 2.0232e-23 5.5311e-15 4.6743e-08 3.7170e-03 8.6674e-01 1.2946e-01 8.6153e-05 3.3038e-15 6.7202e-30
3.4986e+03 3.6404e-31 1.4980e-21 2.7005e-13 1.1266e-06 2.5353e-02 9.6168e-01 1.2963e-02 4.2197e-07 1.1658e-19 8.6366e-37
3.7182e+03 1.1771e-28 3.0671e-19 2.9776e-11 4.5261e-05 2.0050e-01 7.9888e-01 5.7756e-04 4.9798e-10 4.0720e-25 4.2039e-45
3.9517e+03 1.1273e-25 1.6694e-16 7.1389e-09 2.3669e-03 8.8708e-01 1.1055e-01 8.5770e-07 2.5649e-15 2.2086e-34 0.0000e+00
4.1999e+03 3.5683e-23 4.0645e-14 8.9879e-07 5.2535e-02 9.4608e-01 1.3880e-03 2.7816e-11 4.3157e-23 0.0000e+00 0.0000e+00
4.4636e+03 2.6566e-21 2.3919e-12 2.9326e-05 3.9625e-01 6.0369e-01 2.4725e-05 4.1754e-15 1.5389e-29 0.0000e+00 0.0000e+00
4.7438e+03 6.0542e-20 3.9637e-11 2.5524e-04 8.5895e-01 1.4080e-01 2.4339e-07 6.3071e-19 1.2263e-35 0.0000e+00 0.0000e+00
5.0416e+03 4.2726e-19 2.2403e-10 8.7490e-04 9.7233e-01 2.6796e-02 3.6493e-09 3.2811e-22 9.3289e-41 0.0000e+00 0.0000e+00
5.3582e+03 1.8861e-18 8.3531e-10 2.1835e-03 9.9134e-01 6.4814e-03 1.1342e-10 6.7475e-25 7.0065e-45 0.0000e+00 0.0000e+00
5.6947e+03 5.9817e-18 2.3427e-09 4.4703e-03 9.9348e-01 2.0543e-03 6.9334e-12 4.6562e-27 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 1.7364e-17 6.0629e-09 8.6296e-03 9.9066e-01 7.0995e-04 5.2778e-13 4.7783e-29 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 5.0470e-17 1.5932e-08 1.6935e-02 9.8283e-01 2.3367e-04 3.5668e-14 3.9426e-31 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 1.7260e-16 4.8902e-08 3.7076e-02 9.6286e-01 6.2144e-05 1.4548e-15 1.3283e-33 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 9.7294e-16 2.3074e-07 1.0674e-01 8.9325e-01 9.4286e-06 1.6586e-17 4.8963e-37 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.0222e-14 1.8519e-06 4.0309e-01 5.9691e-01 3.9989e-07 1.3694e-20 2.1832e-42 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.0811e-13 1.2857e-05 8.9981e-01 1.0018e-01 1.1329e-09 1.1556e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 1.0174e-12 6.4529e-05 9.9604e-01 3.8919e-03 2.4435e-13 1.5950e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 8.6892e-12 2.9021e-04 9.9957e-01 1.3883e-04 5.1084e-17 2.3216e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 6.1835e-11 1.1570e-03 9.9884e-01 5.9679e-06 1.7214e-20 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 3.7781e-10 4.1308e-03 9.9587e-01 3.2016e-07 1.0281e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.9487e-09 1.3173e-02 9.8683e-01 2.0862e-08 1.0052e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.1463e-08 4.5128e-02 9.5487e-01 1.0992e-09 6.0459e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 9.5798e-08 1.8291e-01 8.1709e-01 2.9655e-11 8.4730e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 7.2570e-07 5.7954e-01 4.2046e-01 2.8354e-13 1.9234e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 3.0039e-06 9.0987e-01 9.0125e-02 7.9885e-16 7.7071e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 7.3945e-06 9.8349e-01 1.6503e-02 2.8095e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.4602e-05 9.9630e-01 3.6825e-03 2.0101e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 2.6586e-05 9.9898e-01 9.9210e-04 2.8471e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 4.6959e-05 9.9967e-01 2.8683e-04 5.1654e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 7.9449e-05 9.9984e-01 8.5427e-05 9.7132e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0870e-04 9.9986e-01 3.2782e-05 3.3416e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.4838e-04 9.9984e-01 1.3243e-05 1.4274e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 2.3210e-04 9.9976e-01 3.9444e-06 2.2769e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 3.8197e-04 9.9962e-01 9.3950e-07 1.5842e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 6.5408e-04 9.9935e-01 2.0936e-07 9.1388e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0037e-03 9.9900e-01 6.0512e-08 1.2465e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.6672e-03 9.9833e-01 1.4819e-08 1.0119e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 2.6144e-03 9.9739e-01 4.0988e-09 1.2138e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 3.8753e-03 9.9612e-01 1.3399e-09 2.6120e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 5.4663e-03 9.9453e-01 4.9840e-10 8.6881e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 7.6089e-03 9.9239e-01 1.7453e-10 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 7.7171e-03 9.9228e-01 1.1526e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 9.8865e-03 9.9011e-01 4.8664e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0677e-02 9.8932e-01 2.9613e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0242e-02 9.8976e-01 2.1392e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 8.4656e-03 9.9153e-01 1.9233e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 9.1675e-03 9.9083e-01 9.4216e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.1196e-02 9.8880e-01 3.1370e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 8.1278e-03 9.9187e-01 1.8759e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0120e-02 9.8988e-01 2.3907e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.4362e-02 9.8564e-01 3.0446e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 6.2773e-03 9.9372e-01 6.2890e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 4.7851e-03 9.9521e-01 5.3932e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 3.0401e-03 9.9696e-01 6.9317e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 7.7604e-04 9.9922e-01 5.3570e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 9.5833e-03 9.9042e-01 1.1022e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.3725e-02 9.8628e-01 2.9634e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
