#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
16593.12 1.66e-06 6.79e-01 3.21e-01 7.66e-15 1.87e-29 2.38e-26 6.19e-33 
16691.99 1.77e-06 7.56e-01 2.44e-01 1.98e-15 1.30e-28 2.27e-24 7.88e-33 
16788.59 1.78e-06 8.40e-01 1.60e-01 2.88e-16 2.27e-29 1.65e-25 9.47e-33 
16888.37 1.94e-06 8.25e-01 1.75e-01 1.11e-15 2.23e-29 3.07e-26 1.12e-32 
16998.79 1.56e-06 5.40e-01 4.60e-01 1.47e-15 4.86e-28 1.23e-23 1.34e-32 
17146.37 1.57e-06 7.55e-01 2.45e-01 1.52e-15 1.82e-27 9.03e-23 1.63e-32 
17415.23 2.23e-06 8.58e-01 1.42e-01 7.72e-17 5.62e-29 3.79e-25 2.09e-32 
17888.12 2.10e-06 7.43e-01 2.57e-01 1.02e-16 5.63e-28 1.87e-23 2.87e-32 
18532.37 1.51e-06 9.13e-01 8.68e-02 8.62e-18 1.67e-28 6.44e-25 3.44e-32 
19260.76 1.40e-06 9.22e-01 7.76e-02 7.47e-19 4.52e-28 7.81e-24 4.03e-32 
20034.10 1.18e-06 9.10e-01 8.98e-02 3.71e-19 2.87e-27 4.03e-23 4.90e-32 
20838.00 2.49e-06 9.10e-01 9.03e-02 1.76e-19 2.05e-28 4.72e-26 5.68e-32 
21647.97 1.19e-06 9.96e-01 3.73e-03 3.51e-23 1.80e-31 4.55e-27 5.91e-32 
22447.94 1.05e-06 9.48e-01 5.25e-02 6.47e-21 3.01e-26 1.60e-19 6.61e-32 
23245.88 1.13e-06 9.95e-01 4.82e-03 3.17e-23 1.20e-29 1.01e-26 7.65e-32 
24052.47 1.09e-06 9.99e-01 7.54e-04 4.09e-24 1.31e-30 6.60e-28 8.97e-32 
24867.72 1.18e-06 9.96e-01 4.48e-03 4.65e-22 3.30e-27 5.24e-23 1.09e-31 
25698.86 1.33e-06 9.99e-01 9.49e-04 8.08e-24 3.01e-30 2.86e-26 1.43e-31 
26587.16 1.56e-06 1.00e+00 1.72e-04 1.41e-22 5.80e-29 1.39e-24 2.15e-31 
27637.54 2.02e-06 1.00e+00 2.69e-05 9.36e-23 8.67e-31 3.99e-31 3.99e-31 
28986.97 4.12e-06 9.58e-01 4.15e-02 3.37e-20 3.53e-27 1.67e-23 9.90e-31 
#TIME: 19.60 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 3.46e-19 2.51e-11 1.17e-04 6.63e-01 3.36e-01 3.20e-06 4.65e-25 
999.11 3.50e-19 2.78e-11 1.25e-04 6.82e-01 3.18e-01 2.96e-06 2.04e-25 
1267.34 3.73e-19 2.95e-11 1.30e-04 6.87e-01 3.13e-01 2.67e-06 1.70e-25 
1514.05 4.98e-19 3.70e-11 1.51e-04 7.16e-01 2.84e-01 2.45e-06 1.45e-25 
1808.80 4.25e-19 3.16e-11 1.35e-04 6.94e-01 3.06e-01 2.38e-06 1.52e-25 
1919.29 4.68e-19 3.48e-11 1.46e-04 7.12e-01 2.88e-01 5.63e-06 3.81e-25 
2160.92 4.41e-19 3.26e-11 1.40e-04 7.04e-01 2.96e-01 2.48e-06 9.63e-26 
2292.92 4.24e-19 3.19e-11 1.43e-04 7.17e-01 2.83e-01 2.02e-06 8.28e-26 
2432.98 4.05e-19 3.11e-11 1.45e-04 7.22e-01 2.78e-01 1.58e-06 4.74e-26 
2581.60 4.02e-19 3.11e-11 1.48e-04 7.26e-01 2.74e-01 1.87e-06 6.63e-26 
2739.29 4.61e-19 3.49e-11 1.64e-04 7.49e-01 2.51e-01 1.85e-06 3.15e-26 
2906.62 5.51e-19 4.12e-11 1.90e-04 7.84e-01 2.16e-01 6.97e-07 8.82e-27 
3084.17 5.59e-19 4.35e-11 2.06e-04 8.06e-01 1.94e-01 4.99e-07 4.50e-27 
3272.56 5.57e-19 4.69e-11 2.27e-04 8.30e-01 1.70e-01 3.23e-07 1.09e-27 
3472.46 5.87e-19 5.25e-11 2.58e-04 8.61e-01 1.39e-01 7.08e-07 1.28e-27 
3684.57 6.40e-19 6.13e-11 3.04e-04 8.92e-01 1.08e-01 9.24e-08 7.83e-29 
3909.64 6.38e-19 6.93e-11 3.52e-04 9.17e-01 8.28e-02 4.23e-08 6.65e-30 
4148.46 8.31e-19 9.12e-11 4.48e-04 9.40e-01 5.91e-02 1.75e-08 4.45e-31 
4401.86 1.50e-18 1.52e-10 6.35e-04 9.64e-01 3.57e-02 5.15e-09 3.24e-32 
4670.75 2.58e-18 2.48e-10 9.01e-04 9.79e-01 2.00e-02 1.33e-09 5.39e-33 
4956.05 3.17e-18 3.16e-10 1.12e-03 9.85e-01 1.43e-02 5.02e-10 5.47e-34 
5258.79 3.65e-18 3.85e-10 1.35e-03 9.89e-01 9.90e-03 1.98e-10 5.27e-34 
5580.02 6.11e-18 6.23e-10 1.94e-03 9.93e-01 4.83e-03 3.72e-11 3.48e-34 
5920.87 1.09e-17 1.04e-09 2.83e-03 9.94e-01 3.10e-03 9.01e-12 3.43e-34 
6282.54 2.11e-17 1.89e-09 4.39e-03 9.94e-01 1.59e-03 1.58e-12 2.31e-34 
6666.30 4.60e-17 3.94e-09 7.41e-03 9.92e-01 7.50e-04 2.22e-13 1.90e-34 
7073.50 1.19e-16 9.71e-09 1.40e-02 9.86e-01 2.05e-04 1.19e-14 6.68e-35 
7505.58 3.04e-16 2.50e-08 2.77e-02 9.72e-01 7.64e-05 7.57e-16 7.40e-35 
7964.05 1.07e-15 8.54e-08 6.68e-02 9.33e-01 5.17e-05 9.91e-17 2.02e-34 
8450.53 5.83e-15 4.14e-07 1.94e-01 8.06e-01 7.33e-07 3.56e-20 7.10e-36 
8966.72 3.28e-14 1.97e-06 5.03e-01 4.97e-01 4.58e-08 8.12e-23 1.26e-36 
9514.44 1.76e-13 7.94e-06 8.75e-01 1.25e-01 4.42e-10 5.76e-27 1.50e-36 
10095.62 8.40e-13 2.52e-05 9.84e-01 1.61e-02 1.09e-12 9.58e-29 1.92e-36 
10712.30 3.50e-12 7.24e-05 9.98e-01 1.55e-03 1.88e-15 1.20e-28 2.81e-36 
11366.65 1.38e-11 2.06e-04 1.00e+00 1.04e-04 1.04e-18 2.72e-29 4.86e-36 
12061.10 4.95e-11 5.51e-04 9.99e-01 7.32e-06 9.66e-22 2.50e-28 9.63e-36 
12793.43 1.75e-10 1.44e-03 9.99e-01 5.37e-07 1.12e-24 6.72e-28 1.89e-35 
13528.61 5.61e-10 3.42e-03 9.97e-01 6.25e-08 3.04e-27 3.36e-28 3.65e-35 
14194.74 1.65e-09 7.91e-03 9.92e-01 5.72e-08 1.19e-28 1.94e-26 7.43e-35 
14757.77 3.44e-09 1.41e-02 9.86e-01 3.19e-10 1.29e-29 2.67e-26 1.56e-34 
15240.48 1.19e-08 3.49e-02 9.65e-01 3.44e-10 6.02e-29 9.28e-26 2.99e-34 
15646.99 5.86e-08 9.58e-02 9.04e-01 2.91e-11 7.99e-30 1.62e-27 5.37e-34 
15960.30 3.85e-07 2.99e-01 7.01e-01 4.32e-13 1.12e-29 4.80e-26 8.38e-34 
16187.41 1.22e-06 5.91e-01 4.09e-01 2.71e-14 6.08e-30 6.14e-26 1.53e-33 
16354.17 1.72e-06 7.14e-01 2.86e-01 4.61e-15 1.31e-29 4.42e-25 2.74e-33 
16484.18 2.02e-06 7.36e-01 2.64e-01 4.51e-15 5.43e-29 1.90e-25 4.57e-33 
16593.12 1.93e-06 8.37e-01 1.63e-01 4.28e-16 3.62e-30 3.39e-26 6.61e-33 
16691.99 2.01e-06 8.25e-01 1.75e-01 3.39e-16 1.51e-29 2.65e-26 8.41e-33 
16788.59 1.49e-06 6.31e-01 3.69e-01 1.23e-15 4.52e-28 5.78e-24 1.01e-32 
16888.37 1.75e-06 8.15e-01 1.85e-01 3.20e-16 4.48e-29 8.47e-25 1.20e-32 
16998.79 1.94e-06 7.50e-01 2.50e-01 6.63e-16 4.38e-29 3.97e-26 1.43e-32 
17146.37 2.16e-06 8.83e-01 1.17e-01 4.32e-17 5.16e-30 1.74e-27 1.74e-32 
17415.23 2.33e-06 8.52e-01 1.48e-01 5.40e-17 1.14e-28 1.69e-24 2.22e-32 
17888.12 2.59e-06 8.66e-01 1.34e-01 2.27e-17 4.43e-29 1.01e-25 3.06e-32 
18532.37 2.75e-06 8.38e-01 1.62e-01 4.88e-18 8.61e-29 9.20e-25 3.66e-32 
19260.76 1.53e-06 9.58e-01 4.16e-02 1.38e-19 7.17e-29 8.82e-25 4.29e-32 
20034.10 1.32e-06 9.78e-01 2.19e-02 1.04e-20 1.56e-29 5.44e-26 5.21e-32 
20838.00 1.27e-06 9.92e-01 8.09e-03 5.54e-22 1.91e-30 1.49e-25 6.04e-32 
21647.97 1.20e-06 9.64e-01 3.56e-02 8.52e-21 2.29e-25 2.67e-17 6.28e-32 
22447.94 1.14e-06 9.81e-01 1.86e-02 2.02e-21 1.84e-28 1.88e-25 7.03e-32 
23245.88 1.05e-06 9.81e-01 1.90e-02 4.43e-22 6.90e-27 2.67e-20 8.13e-32 
24052.47 1.11e-06 9.91e-01 8.54e-03 1.02e-21 3.22e-26 1.65e-18 9.54e-32 
24867.72 4.06e-06 8.14e-01 1.86e-01 6.57e-21 4.10e-27 2.80e-23 1.16e-31 
25698.86 1.48e-06 1.00e+00 1.24e-04 2.45e-23 5.07e-28 2.39e-20 1.52e-31 
26587.16 1.67e-06 1.00e+00 3.20e-05 6.03e-23 4.98e-31 2.29e-31 2.29e-31 
27637.54 2.13e-06 1.00e+00 1.65e-05 4.49e-22 9.21e-31 4.24e-31 4.24e-31 
28986.97 3.68e-06 1.00e+00 1.54e-05 8.40e-25 2.28e-30 1.17e-26 1.05e-30 
#TIME: 20.01 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 5.01e-19 3.96e-11 1.68e-04 7.49e-01 2.51e-01 1.35e-06 2.39e-26 
999.11 5.89e-19 4.99e-11 1.98e-04 7.84e-01 2.16e-01 8.97e-07 1.76e-26 
1267.34 6.37e-19 5.43e-11 2.09e-04 7.92e-01 2.08e-01 7.94e-07 1.36e-26 
1514.05 8.25e-19 6.40e-11 2.33e-04 8.12e-01 1.88e-01 6.19e-07 6.99e-27 
1808.80 7.23e-19 5.91e-11 2.21e-04 8.00e-01 2.00e-01 6.90e-07 9.21e-27 
1919.29 7.88e-19 6.19e-11 2.30e-04 8.06e-01 1.94e-01 6.03e-07 7.16e-27 
2160.92 7.77e-19 6.01e-11 2.28e-04 8.08e-01 1.91e-01 5.69e-07 5.57e-27 
2292.92 7.38e-19 5.80e-11 2.28e-04 8.14e-01 1.86e-01 5.16e-07 4.31e-27 
2432.98 6.62e-19 5.23e-11 2.16e-04 8.03e-01 1.97e-01 6.43e-07 7.55e-27 
2581.60 7.25e-19 5.63e-11 2.34e-04 8.22e-01 1.78e-01 1.35e-06 7.06e-27 
2739.29 8.01e-19 5.95e-11 2.49e-04 8.33e-01 1.67e-01 3.34e-07 1.69e-27 
2906.62 9.79e-19 7.13e-11 2.92e-04 8.65e-01 1.34e-01 1.92e-07 4.50e-28 
3084.17 1.01e-18 7.52e-11 3.14e-04 8.80e-01 1.19e-01 1.37e-07 1.75e-28 
3272.56 9.77e-19 7.84e-11 3.38e-04 8.94e-01 1.05e-01 9.15e-08 5.05e-29 
3472.46 1.01e-18 8.75e-11 3.81e-04 9.14e-01 8.52e-02 5.10e-08 1.85e-29 
3684.57 1.09e-18 1.02e-10 4.46e-04 9.34e-01 6.54e-02 2.47e-08 3.77e-30 
3909.64 1.11e-18 1.16e-10 5.23e-04 9.51e-01 4.86e-02 1.08e-08 1.82e-31 
4148.46 1.40e-18 1.53e-10 6.57e-04 9.69e-01 3.06e-02 3.70e-09 6.07e-32 
4401.86 2.50e-18 2.49e-10 9.14e-04 9.79e-01 2.06e-02 1.28e-09 2.03e-33 
4670.75 4.21e-18 3.92e-10 1.26e-03 9.87e-01 1.17e-02 3.48e-10 5.55e-34 
4956.05 5.18e-18 5.09e-10 1.58e-03 9.91e-01 7.48e-03 1.15e-10 3.51e-34 
5258.79 6.08e-18 6.28e-10 1.92e-03 9.92e-01 5.79e-03 4.68e-11 3.43e-34 
5580.02 1.03e-17 1.02e-09 2.77e-03 9.94e-01 2.98e-03 9.47e-12 2.97e-34 
5920.87 1.86e-17 1.73e-09 4.10e-03 9.94e-01 1.57e-03 1.89e-12 1.96e-34 
6282.54 3.52e-17 3.13e-09 6.31e-03 9.93e-01 1.09e-03 4.58e-13 2.11e-34 
6666.30 7.79e-17 6.50e-09 1.06e-02 9.89e-01 4.83e-04 5.63e-14 1.24e-34 
7073.50 2.03e-16 1.63e-08 2.06e-02 9.79e-01 1.42e-04 3.59e-15 8.46e-35 
7505.58 5.23e-16 4.20e-08 4.06e-02 9.59e-01 4.98e-05 1.99e-16 4.46e-35 
7964.05 1.91e-15 1.48e-07 9.97e-02 9.00e-01 3.01e-06 9.05e-19 1.22e-36 
8450.53 1.04e-14 7.05e-07 2.77e-01 7.23e-01 1.24e-06 1.64e-20 1.57e-35 
8966.72 5.36e-14 3.01e-06 6.21e-01 3.79e-01 1.42e-08 6.50e-24 1.35e-36 
9514.44 2.54e-13 1.05e-05 9.24e-01 7.60e-02 1.64e-10 6.67e-28 1.61e-36 
10095.62 1.09e-12 3.07e-05 9.90e-01 9.60e-03 2.56e-13 7.62e-29 2.06e-36 
10712.30 4.38e-12 8.61e-05 9.99e-01 7.17e-04 3.25e-16 6.67e-29 3.01e-36 
11366.65 1.75e-11 2.48e-04 1.00e+00 5.97e-05 3.24e-19 1.80e-28 5.21e-36 
12061.10 6.40e-11 6.75e-04 9.99e-01 4.50e-06 2.39e-22 2.61e-28 1.03e-35 
12793.43 2.14e-10 1.67e-03 9.98e-01 6.82e-07 1.01e-24 1.73e-27 2.02e-35 
13528.61 6.74e-10 3.90e-03 9.96e-01 8.32e-08 1.78e-27 2.03e-27 3.91e-35 
14194.74 1.95e-09 8.90e-03 9.91e-01 3.07e-07 2.47e-28 1.44e-26 7.95e-35 
14757.77 4.15e-09 1.59e-02 9.84e-01 3.10e-10 2.22e-29 2.64e-26 1.67e-34 
15240.48 1.38e-08 3.71e-02 9.63e-01 6.24e-11 5.00e-30 2.04e-27 3.20e-34 
15646.99 7.34e-08 1.10e-01 8.90e-01 1.17e-11 9.61e-30 3.46e-26 5.75e-34 
15960.30 5.88e-07 4.10e-01 5.90e-01 1.61e-13 5.87e-30 1.34e-26 8.96e-34 
16187.41 1.19e-06 5.11e-01 4.89e-01 2.64e-14 1.63e-29 9.21e-26 1.64e-33 
16354.17 2.01e-06 8.12e-01 1.88e-01 8.39e-16 5.14e-30 2.54e-26 2.93e-33 
16484.18 2.17e-06 8.28e-01 1.72e-01 5.65e-16 5.22e-30 1.10e-26 4.88e-33 
16593.12 2.32e-06 8.53e-01 1.47e-01 3.57e-16 4.53e-29 2.14e-24 7.05e-33 
16691.99 2.06e-06 8.17e-01 1.83e-01 8.31e-16 2.00e-28 3.30e-24 8.97e-33 
16788.59 2.42e-06 7.70e-01 2.30e-01 1.27e-15 8.64e-29 5.08e-26 1.08e-32 
16888.37 2.39e-06 8.82e-01 1.18e-01 1.23e-16 4.53e-29 3.94e-25 1.28e-32 
16998.79 1.85e-06 8.83e-01 1.17e-01 3.91e-17 9.67e-30 1.39e-25 1.53e-32 
17146.37 2.75e-06 8.98e-01 1.02e-01 2.92e-17 7.80e-29 8.78e-24 1.85e-32 
17415.23 2.34e-06 9.24e-01 7.56e-02 1.18e-17 3.52e-29 3.10e-25 2.36e-32 
17888.12 2.23e-06 7.39e-01 2.61e-01 3.25e-17 2.68e-28 8.83e-24 3.25e-32 
18532.37 2.90e-06 9.39e-01 6.08e-02 8.40e-19 3.92e-29 1.00e-24 3.89e-32 
19260.76 3.92e-06 9.28e-01 7.17e-02 7.07e-17 9.40e-26 3.16e-21 4.56e-32 
20034.10 1.88e-06 9.28e-01 7.24e-02 5.54e-19 3.09e-26 1.54e-20 5.54e-32 
20838.00 1.26e-06 9.85e-01 1.54e-02 1.34e-21 1.69e-27 1.60e-20 6.42e-32 
21647.97 1.28e-06 9.95e-01 4.58e-03 8.49e-23 6.37e-30 6.59e-28 6.68e-32 
22447.94 1.20e-06 9.91e-01 9.03e-03 2.32e-22 9.15e-29 1.70e-23 7.47e-32 
23245.88 1.18e-06 9.95e-01 4.77e-03 2.43e-23 2.89e-29 2.14e-25 8.65e-32 
24052.47 1.26e-06 9.95e-01 5.01e-03 6.03e-23 2.80e-29 6.39e-26 1.01e-31 
24867.72 1.49e-06 1.00e+00 1.32e-04 9.99e-26 2.69e-31 4.12e-29 1.23e-31 
25698.86 1.63e-06 1.00e+00 7.07e-05 1.19e-22 5.23e-28 1.65e-22 1.61e-31 
26587.16 2.34e-06 9.93e-01 7.44e-03 7.17e-20 4.07e-25 1.91e-16 2.43e-31 
27637.54 2.41e-06 1.00e+00 1.05e-05 5.46e-22 9.78e-31 4.51e-31 4.51e-31 
28986.97 3.71e-06 1.00e+00 5.93e-06 1.11e-21 2.42e-30 1.12e-30 1.12e-30 
#TIME: 20.42 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 7.71e-19 7.00e-11 2.57e-04 8.30e-01 1.70e-01 4.18e-07 1.67e-27 
999.11 1.02e-18 8.40e-11 2.98e-04 8.64e-01 1.36e-01 2.61e-07 1.27e-27 
1267.34 1.14e-18 9.26e-11 3.18e-04 8.71e-01 1.29e-01 2.24e-07 4.37e-28 
1514.05 1.38e-18 1.05e-10 3.41e-04 8.77e-01 1.22e-01 1.94e-07 5.28e-28 
1808.80 1.33e-18 1.04e-10 3.44e-04 8.81e-01 1.19e-01 1.77e-07 4.83e-28 
1919.29 1.39e-18 1.08e-10 3.54e-04 8.83e-01 1.17e-01 1.63e-07 4.20e-28 
2160.92 1.43e-18 1.06e-10 3.56e-04 8.84e-01 1.16e-01 6.51e-07 1.04e-27 
2292.92 1.33e-18 1.00e-10 3.50e-04 8.85e-01 1.15e-01 1.40e-07 2.28e-28 
2432.98 1.23e-18 9.50e-11 3.44e-04 8.88e-01 1.12e-01 1.31e-07 1.35e-28 
2581.60 1.30e-18 9.73e-11 3.58e-04 8.93e-01 1.06e-01 1.09e-07 1.61e-28 
2739.29 1.40e-18 1.03e-10 3.78e-04 8.99e-01 1.01e-01 8.87e-08 1.19e-28 
2906.62 1.67e-18 1.19e-10 4.28e-04 9.16e-01 8.40e-02 5.41e-08 2.36e-29 
3084.17 1.74e-18 1.27e-10 4.65e-04 9.26e-01 7.37e-02 3.65e-08 9.97e-30 
3272.56 1.70e-18 1.30e-10 4.95e-04 9.35e-01 6.43e-02 2.49e-08 4.27e-30 
3472.46 1.82e-18 1.50e-10 5.73e-04 9.51e-01 4.80e-02 1.20e-08 4.94e-31 
3684.57 1.91e-18 1.69e-10 6.53e-04 9.63e-01 3.59e-02 5.71e-09 2.10e-31 
3909.64 1.86e-18 1.88e-10 7.48e-04 9.72e-01 2.77e-02 2.68e-09 8.27e-33 
4148.46 2.40e-18 2.51e-10 9.47e-04 9.80e-01 1.88e-02 9.60e-10 1.44e-33 
4401.86 4.13e-18 3.96e-10 1.28e-03 9.89e-01 1.01e-02 2.78e-10 4.96e-34 
4670.75 6.88e-18 6.27e-10 1.77e-03 9.91e-01 6.91e-03 8.98e-11 3.66e-34 
4956.05 8.80e-18 8.37e-10 2.27e-03 9.94e-01 4.19e-03 2.58e-11 2.69e-34 
5258.79 1.03e-17 1.04e-09 2.76e-03 9.94e-01 3.02e-03 1.01e-11 2.52e-34 
5580.02 1.77e-17 1.70e-09 3.99e-03 9.94e-01 1.90e-03 2.64e-12 2.55e-34 
5920.87 3.19e-17 2.90e-09 5.93e-03 9.93e-01 7.54e-04 3.52e-13 1.36e-34 
6282.54 6.15e-17 5.24e-09 9.16e-03 9.91e-01 3.09e-04 4.79e-14 5.96e-35 
6666.30 1.35e-16 1.10e-08 1.56e-02 9.84e-01 2.51e-04 1.21e-14 8.27e-35 
7073.50 3.41e-16 2.72e-08 2.96e-02 9.70e-01 5.63e-05 4.87e-16 3.03e-35 
7505.58 8.95e-16 7.07e-08 5.91e-02 9.41e-01 1.14e-04 4.23e-16 2.86e-34 
7964.05 3.37e-15 2.53e-07 1.44e-01 8.56e-01 1.67e-05 4.99e-18 3.73e-34 
8450.53 1.84e-14 1.19e-06 3.84e-01 6.16e-01 1.18e-07 7.44e-22 1.34e-36 
8966.72 8.67e-14 4.49e-06 7.48e-01 2.52e-01 3.44e-09 2.87e-25 1.45e-36 
9514.44 3.48e-13 1.33e-05 9.50e-01 4.98e-02 3.33e-11 9.88e-29 1.72e-36 
10095.62 1.47e-12 3.85e-05 9.95e-01 5.09e-03 4.53e-14 6.02e-29 2.21e-36 
10712.30 5.58e-12 1.04e-04 9.99e-01 5.32e-04 1.21e-16 1.52e-28 3.23e-36 
11366.65 2.19e-11 2.94e-04 1.00e+00 3.77e-05 1.11e-19 2.12e-28 5.58e-36 
12061.10 7.84e-11 7.84e-04 9.99e-01 2.04e-06 4.73e-23 2.23e-28 1.11e-35 
12793.43 2.68e-10 1.98e-03 9.98e-01 2.00e-05 4.94e-21 1.00e-23 4.63e-35 
13528.61 9.08e-10 4.98e-03 9.95e-01 1.24e-08 6.17e-29 1.29e-28 4.19e-35 
14194.74 2.31e-09 1.01e-02 9.90e-01 1.33e-09 2.54e-31 7.77e-30 8.51e-35 
14757.77 4.94e-09 1.77e-02 9.82e-01 1.35e-10 9.78e-30 7.17e-27 1.79e-34 
15240.48 1.87e-08 4.95e-02 9.51e-01 2.28e-11 1.07e-29 5.89e-26 3.43e-34 
15646.99 9.53e-08 1.35e-01 8.65e-01 1.28e-12 2.70e-30 8.89e-27 6.15e-34 
15960.30 6.38e-07 4.05e-01 5.95e-01 7.64e-14 7.16e-30 3.27e-26 9.58e-34 
16187.41 1.66e-06 7.26e-01 2.74e-01 2.77e-15 1.92e-30 4.72e-27 1.75e-33 
16354.17 2.44e-06 8.21e-01 1.79e-01 1.12e-15 3.23e-29 4.00e-25 3.13e-33 
16484.18 2.31e-06 8.36e-01 1.64e-01 4.10e-16 3.41e-29 8.18e-25 5.21e-33 
16593.12 2.00e-06 8.00e-01 2.00e-01 8.25e-16 1.76e-28 8.44e-25 7.52e-33 
16691.99 1.65e-06 7.22e-01 2.78e-01 1.79e-15 2.41e-28 3.91e-25 9.57e-33 
16788.59 2.51e-06 8.71e-01 1.29e-01 1.20e-16 8.78e-30 3.40e-26 1.15e-32 
16888.37 2.55e-06 8.95e-01 1.05e-01 4.06e-17 1.97e-29 1.89e-25 1.36e-32 
16998.79 1.84e-06 8.74e-01 1.26e-01 3.45e-17 1.38e-28 1.03e-23 1.63e-32 
17146.37 1.77e-06 8.56e-01 1.44e-01 3.67e-17 2.08e-28 2.61e-24 1.97e-32 
17415.23 1.94e-06 9.29e-01 7.14e-02 4.17e-18 8.34e-29 3.33e-24 2.52e-32 
17888.12 1.54e-06 8.94e-01 1.06e-01 3.85e-18 4.12e-29 4.45e-25 3.46e-32 
18532.37 1.58e-06 9.76e-01 2.36e-02 3.39e-20 1.84e-29 2.22e-24 4.14e-32 
19260.76 1.46e-06 9.62e-01 3.79e-02 8.30e-20 6.75e-31 5.45e-29 4.85e-32 
20034.10 1.33e-06 9.92e-01 7.95e-03 4.21e-22 3.93e-31 1.65e-28 5.89e-32 
20838.00 1.32e-06 9.96e-01 3.74e-03 3.65e-23 1.20e-29 1.45e-25 6.83e-32 
21647.97 3.94e-06 8.93e-01 1.07e-01 1.34e-20 3.61e-26 4.56e-20 7.10e-32 
22447.94 1.33e-06 9.99e-01 9.79e-04 5.69e-24 6.94e-30 2.88e-24 7.95e-32 
23245.88 1.39e-06 1.00e+00 4.14e-04 6.54e-24 4.75e-29 9.39e-23 9.20e-32 
24052.47 1.32e-06 1.00e+00 2.93e-04 6.31e-24 1.85e-29 5.43e-23 1.08e-31 
24867.72 1.40e-06 9.95e-01 4.75e-03 5.31e-21 4.95e-23 2.06e-14 1.31e-31 
25698.86 1.53e-06 1.00e+00 3.81e-04 1.20e-21 1.33e-26 4.26e-21 1.72e-31 
26587.16 5.08e-06 8.20e-01 1.80e-01 2.42e-21 3.27e-29 6.03e-27 2.58e-31 
27637.54 2.35e-06 1.00e+00 1.08e-05 9.49e-22 1.04e-30 4.80e-31 4.80e-31 
28986.97 4.23e-06 1.00e+00 2.93e-06 1.70e-21 2.57e-30 1.19e-30 1.19e-30 
#TIME: 20.85 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 1.38e-18 1.28e-10 4.06e-04 9.09e-01 9.10e-02 9.15e-08 8.42e-29 
999.11 1.62e-18 1.37e-10 4.29e-04 9.11e-01 8.84e-02 7.98e-08 4.12e-29 
1267.34 1.80e-18 1.58e-10 4.68e-04 9.22e-01 7.72e-02 5.91e-08 2.76e-29 
1514.05 2.16e-18 1.76e-10 4.99e-04 9.26e-01 7.39e-02 8.50e-08 4.94e-29 
1808.80 2.14e-18 1.74e-10 5.03e-04 9.29e-01 7.07e-02 4.74e-08 2.25e-29 
1919.29 2.43e-18 1.93e-10 5.42e-04 9.33e-01 6.62e-02 3.73e-08 7.83e-30 
2160.92 2.34e-18 1.82e-10 5.30e-04 9.30e-01 6.90e-02 3.90e-08 1.42e-29 
2292.92 2.26e-18 1.72e-10 5.23e-04 9.34e-01 6.58e-02 3.51e-08 8.16e-30 
2432.98 2.19e-18 1.68e-10 5.26e-04 9.39e-01 6.03e-02 2.85e-08 3.47e-30 
2581.60 2.29e-18 1.69e-10 5.40e-04 9.39e-01 6.05e-02 2.56e-08 8.40e-30 
2739.29 2.62e-18 1.84e-10 5.85e-04 9.47e-01 5.29e-02 1.83e-08 1.24e-30 
2906.62 3.03e-18 2.06e-10 6.49e-04 9.54e-01 4.54e-02 1.22e-08 1.45e-30 
3084.17 3.12e-18 2.15e-10 6.92e-04 9.60e-01 3.91e-02 8.19e-09 2.88e-31 
3272.56 3.03e-18 2.21e-10 7.35e-04 9.67e-01 3.27e-02 5.14e-09 7.81e-32 
3472.46 3.13e-18 2.45e-10 8.27e-04 9.72e-01 2.69e-02 2.89e-09 6.18e-32 
3684.57 3.35e-18 2.83e-10 9.54e-04 9.79e-01 2.04e-02 1.35e-09 3.34e-33 
