#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 7.19e-22 2.82e-15 9.89e-09 8.14e-04 4.27e-01 5.72e-01 2.02e-08 
999.11 4.83e-23 2.34e-16 1.04e-09 1.46e-04 1.86e-01 8.14e-01 2.63e-07 
1267.34 3.24e-24 1.89e-17 1.03e-10 2.39e-05 7.06e-02 9.29e-01 2.57e-06 
1514.05 6.30e-25 3.81e-18 2.33e-11 7.36e-06 3.62e-02 9.64e-01 9.65e-06 
1808.80 1.06e-25 7.43e-19 5.40e-12 2.36e-06 1.89e-02 9.81e-01 3.34e-05 
1919.29 2.03e-26 1.59e-19 1.29e-12 7.70e-07 9.93e-03 9.90e-01 9.83e-05 
2160.92 5.48e-27 4.67e-20 4.30e-13 3.31e-07 6.13e-03 9.94e-01 2.24e-04 
2292.92 1.66e-27 1.71e-20 1.79e-13 1.75e-07 4.25e-03 9.95e-01 3.18e-04 
2432.98 3.43e-28 4.37e-21 5.20e-14 6.93e-08 2.53e-03 9.97e-01 7.16e-04 
2581.60 1.76e-28 2.45e-21 3.14e-14 4.76e-08 2.05e-03 9.97e-01 1.11e-03 
2739.29 9.28e-29 1.27e-21 1.74e-14 3.10e-08 1.62e-03 9.97e-01 1.50e-03 
2906.62 7.18e-29 1.05e-21 1.52e-14 2.86e-08 1.55e-03 9.97e-01 1.52e-03 
3084.17 5.21e-29 8.31e-22 1.31e-14 2.64e-08 1.50e-03 9.97e-01 1.45e-03 
3272.56 3.64e-29 6.66e-22 1.15e-14 2.52e-08 1.50e-03 9.97e-01 1.27e-03 
3472.46 2.89e-29 6.02e-22 1.14e-14 2.63e-08 1.57e-03 9.97e-01 1.02e-03 
3684.57 2.41e-29 5.88e-22 1.21e-14 2.95e-08 1.73e-03 9.98e-01 7.43e-04 
3909.64 1.73e-29 5.03e-22 1.17e-14 3.13e-08 1.87e-03 9.98e-01 5.31e-04 
4148.46 1.61e-29 5.21e-22 1.27e-14 3.48e-08 2.07e-03 9.98e-01 4.23e-04 
4401.86 3.18e-29 9.31e-22 2.13e-14 5.25e-08 2.64e-03 9.97e-01 2.65e-04 
4670.75 5.16e-29 1.49e-21 3.30e-14 7.50e-08 3.27e-03 9.97e-01 1.84e-04 
4956.05 4.98e-29 1.65e-21 3.87e-14 8.97e-08 3.71e-03 9.96e-01 1.29e-04 
5258.79 4.70e-29 1.64e-21 4.20e-14 1.01e-07 4.08e-03 9.96e-01 9.23e-05 
5580.02 6.60e-29 2.51e-21 6.54e-14 1.48e-07 5.13e-03 9.95e-01 5.99e-05 
5920.87 1.06e-28 4.34e-21 1.14e-13 2.40e-07 6.92e-03 9.93e-01 2.94e-05 
6282.54 1.80e-28 7.48e-21 1.98e-13 3.87e-07 9.28e-03 9.91e-01 1.56e-05 
6666.30 3.98e-28 1.73e-20 4.41e-13 7.57e-07 1.40e-02 9.86e-01 7.10e-06 
7073.50 1.15e-27 4.91e-20 1.19e-12 1.71e-06 2.29e-02 9.77e-01 2.53e-06 
7505.58 3.83e-27 1.70e-19 3.91e-12 4.59e-06 4.21e-02 9.58e-01 6.97e-07 
7964.05 1.98e-26 8.83e-19 1.84e-11 1.61e-05 8.98e-02 9.10e-01 1.37e-07 
8450.53 2.18e-25 9.78e-18 1.65e-10 9.05e-05 2.35e-01 7.65e-01 1.26e-08 
8966.72 2.97e-24 1.20e-16 1.61e-09 5.17e-04 5.36e-01 4.63e-01 5.41e-10 
9514.44 5.86e-23 2.10e-15 2.04e-08 3.07e-03 8.72e-01 1.25e-01 4.57e-12 
10095.62 2.67e-21 7.47e-14 4.48e-07 2.22e-02 9.67e-01 1.05e-02 1.73e-15 
10712.30 2.68e-19 6.16e-12 1.92e-05 2.17e-01 7.83e-01 2.76e-04 4.33e-20 
11366.65 2.13e-17 3.93e-10 5.68e-04 8.90e-01 1.09e-01 2.09e-07 2.31e-27 
12061.10 7.26e-16 1.12e-08 6.46e-03 9.91e-01 2.90e-03 2.20e-11 4.76e-35 
12793.43 4.41e-14 5.18e-07 9.56e-02 9.04e-01 1.84e-05 1.85e-16 5.18e-36 
13528.61 1.54e-12 1.39e-05 7.03e-01 2.97e-01 3.27e-08 1.87e-22 8.43e-37 
14194.74 1.22e-11 7.53e-05 9.80e-01 1.99e-02 1.63e-11 8.11e-29 1.51e-36 
14757.77 4.25e-11 2.04e-04 9.98e-01 2.25e-03 2.60e-14 8.27e-29 3.20e-36 
15240.48 1.66e-10 5.35e-04 9.99e-01 5.73e-04 4.81e-16 1.04e-28 6.18e-36 
15646.99 9.63e-10 1.69e-03 9.98e-01 2.36e-05 2.12e-19 8.58e-29 1.12e-35 
15960.30 7.03e-09 5.84e-03 9.94e-01 2.47e-06 8.59e-22 5.87e-29 1.77e-35 
16187.41 2.70e-08 1.39e-02 9.86e-01 4.47e-07 8.67e-24 1.46e-28 3.29e-35 
16354.17 6.50e-08 2.63e-02 9.74e-01 1.52e-07 4.86e-25 2.72e-28 6.03e-35 
16484.18 1.03e-07 3.71e-02 9.63e-01 5.63e-08 4.61e-26 8.08e-28 1.03e-34 
16593.12 1.32e-07 4.66e-02 9.53e-01 2.56e-08 5.22e-27 1.21e-27 1.52e-34 
16691.99 1.67e-07 5.86e-02 9.41e-01 9.20e-09 4.46e-28 1.53e-28 1.96e-34 
16788.59 2.61e-07 8.32e-02 9.17e-01 5.35e-09 9.09e-29 1.01e-28 2.38e-34 
16888.37 3.03e-07 9.39e-02 9.06e-01 2.78e-09 1.57e-29 2.62e-27 2.85e-34 
16998.79 4.56e-07 1.26e-01 8.74e-01 7.74e-10 9.29e-31 1.22e-29 3.47e-34 
17146.37 5.87e-07 1.56e-01 8.44e-01 5.77e-10 2.66e-30 1.40e-27 4.29e-34 
17415.23 1.51e-06 3.17e-01 6.83e-01 7.74e-11 2.52e-30 1.73e-27 5.61e-34 
17888.12 3.22e-06 5.23e-01 4.77e-01 2.95e-12 3.57e-30 4.81e-27 7.96e-34 
18532.37 7.06e-06 7.97e-01 2.03e-01 6.41e-14 1.50e-30 3.22e-27 9.69e-34 
19260.76 1.12e-05 9.43e-01 5.74e-02 3.81e-16 2.05e-31 3.04e-28 1.14e-33 
20034.10 1.17e-05 9.81e-01 1.85e-02 5.76e-18 5.27e-32 2.14e-29 1.39e-33 
20838.00 1.23e-05 9.91e-01 9.06e-03 2.71e-19 3.02e-31 1.19e-27 1.61e-33 
21647.97 1.39e-05 9.95e-01 4.67e-03 2.36e-20 7.10e-31 1.35e-27 1.68e-33 
22447.94 1.26e-05 9.97e-01 3.48e-03 3.87e-21 3.58e-30 6.72e-27 1.87e-33 
23245.88 1.45e-05 9.94e-01 6.34e-03 4.65e-21 1.34e-28 3.18e-25 2.17e-33 
24052.47 1.44e-05 1.00e+00 2.67e-04 3.34e-24 5.68e-33 2.54e-33 2.54e-33 
24867.72 2.18e-05 1.00e+00 1.03e-04 3.02e-25 3.38e-31 2.62e-24 3.08e-33 
25698.86 2.27e-05 1.00e+00 4.43e-05 4.26e-26 8.98e-33 4.04e-33 4.04e-33 
26587.16 2.53e-05 1.00e+00 4.91e-05 5.48e-25 8.22e-31 8.40e-24 6.09e-33 
27637.54 2.11e-05 1.00e+00 3.22e-05 4.03e-25 2.50e-32 1.13e-32 1.13e-32 
28986.97 2.52e-05 1.00e+00 1.09e-05 2.74e-24 6.17e-32 2.81e-32 2.81e-32 
#TIME: 5.98 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 4.49e-22 1.96e-15 7.35e-09 6.56e-04 3.86e-01 6.14e-01 3.24e-08 
999.11 3.60e-23 1.86e-16 8.71e-10 1.31e-04 1.78e-01 8.22e-01 2.79e-07 
1267.34 2.90e-24 1.74e-17 9.86e-11 2.40e-05 7.23e-02 9.28e-01 2.40e-06 
1514.05 5.74e-25 3.77e-18 2.38e-11 7.66e-06 3.76e-02 9.62e-01 9.21e-06 
1808.80 1.08e-25 7.93e-19 5.90e-12 2.60e-06 2.03e-02 9.80e-01 2.73e-05 
1919.29 2.21e-26 1.83e-19 1.52e-12 9.04e-07 1.11e-02 9.89e-01 7.59e-05 
2160.92 5.98e-27 5.34e-20 5.02e-13 3.86e-07 6.80e-03 9.93e-01 1.72e-04 
2292.92 1.92e-27 2.11e-20 2.25e-13 2.14e-07 4.83e-03 9.95e-01 2.67e-04 
2432.98 4.60e-28 6.40e-21 7.69e-14 9.65e-08 3.10e-03 9.96e-01 5.06e-04 
2581.60 2.37e-28 3.37e-21 4.37e-14 6.36e-08 2.45e-03 9.97e-01 6.94e-04 
2739.29 1.07e-28 1.55e-21 2.15e-14 3.78e-08 1.85e-03 9.97e-01 1.12e-03 
2906.62 8.31e-29 1.27e-21 1.87e-14 3.47e-08 1.76e-03 9.97e-01 1.12e-03 
3084.17 5.92e-29 1.00e-21 1.60e-14 3.18e-08 1.70e-03 9.97e-01 1.09e-03 
3272.56 4.19e-29 7.92e-22 1.39e-14 3.02e-08 1.68e-03 9.97e-01 9.57e-04 
3472.46 3.39e-29 7.20e-22 1.38e-14 3.16e-08 1.77e-03 9.97e-01 7.59e-04 
3684.57 2.99e-29 7.21e-22 1.50e-14 3.61e-08 1.98e-03 9.97e-01 5.33e-04 
3909.64 2.11e-29 6.07e-22 1.44e-14 3.79e-08 2.12e-03 9.97e-01 3.95e-04 
4148.46 2.00e-29 6.46e-22 1.60e-14 4.30e-08 2.37e-03 9.97e-01 3.04e-04 
4401.86 3.76e-29 1.16e-21 2.68e-14 6.45e-08 3.02e-03 9.97e-01 2.07e-04 
4670.75 6.18e-29 1.94e-21 4.32e-14 9.53e-08 3.81e-03 9.96e-01 1.33e-04 
4956.05 6.19e-29 2.08e-21 4.96e-14 1.12e-07 4.28e-03 9.96e-01 9.12e-05 
5258.79 5.65e-29 2.08e-21 5.40e-14 1.27e-07 4.71e-03 9.95e-01 7.10e-05 
5580.02 8.44e-29 3.41e-21 8.99e-14 1.96e-07 6.13e-03 9.94e-01 3.90e-05 
5920.87 1.38e-28 5.59e-21 1.49e-13 3.06e-07 8.07e-03 9.92e-01 2.02e-05 
6282.54 2.34e-28 1.03e-20 2.75e-13 5.16e-07 1.11e-02 9.89e-01 1.05e-05 
6666.30 5.41e-28 2.33e-20 6.00e-13 9.91e-07 1.66e-02 9.83e-01 4.55e-06 
7073.50 1.56e-27 7.22e-20 1.74e-12 2.37e-06 2.81e-02 9.72e-01 1.61e-06 
7505.58 5.23e-27 2.44e-19 5.63e-12 6.26e-06 5.12e-02 9.49e-01 4.49e-07 
7964.05 2.72e-26 1.32e-18 2.73e-11 2.24e-05 1.09e-01 8.91e-01 8.44e-08 
8450.53 3.36e-25 1.49e-17 2.50e-10 1.28e-04 2.84e-01 7.16e-01 6.71e-09 
8966.72 4.13e-24 1.81e-16 2.38e-09 6.96e-04 6.03e-01 3.96e-01 2.69e-10 
9514.44 7.99e-23 3.00e-15 2.86e-08 3.88e-03 9.01e-01 9.47e-02 2.34e-12 
10095.62 3.72e-21 1.06e-13 6.21e-07 2.75e-02 9.65e-01 7.64e-03 7.33e-16 
10712.30 4.00e-19 9.28e-12 2.79e-05 2.70e-01 7.30e-01 1.56e-04 1.09e-20 
11366.65 2.66e-17 5.08e-10 7.06e-04 9.16e-01 8.32e-02 1.01e-07 5.03e-28 
12061.10 8.94e-16 1.40e-08 7.69e-03 9.90e-01 1.90e-03 8.92e-12 3.38e-35 
12793.43 5.52e-14 6.57e-07 1.15e-01 8.85e-01 2.28e-05 1.44e-16 1.08e-35 
13528.61 1.70e-12 1.56e-05 7.43e-01 2.57e-01 1.97e-08 5.89e-23 7.90e-37 
14194.74 1.25e-11 7.85e-05 9.83e-01 1.66e-02 6.25e-12 2.93e-29 1.61e-36 
14757.77 4.41e-11 2.15e-04 9.98e-01 1.76e-03 1.41e-14 4.33e-29 3.41e-36 
15240.48 1.68e-10 5.43e-04 9.99e-01 2.39e-04 6.48e-17 1.52e-29 6.58e-36 
15646.99 1.00e-09 1.76e-03 9.98e-01 1.83e-05 1.08e-19 6.27e-29 1.19e-35 
15960.30 7.36e-09 6.16e-03 9.94e-01 2.32e-06 5.50e-22 6.49e-29 1.88e-35 
16187.41 3.00e-08 1.55e-02 9.84e-01 3.04e-07 4.85e-24 7.32e-29 3.50e-35 
16354.17 6.54e-08 2.65e-02 9.74e-01 2.28e-07 4.89e-25 2.05e-28 6.43e-35 
16484.18 8.88e-08 3.39e-02 9.66e-01 3.60e-08 2.05e-26 1.56e-28 1.10e-34 
16593.12 1.33e-07 4.83e-02 9.52e-01 1.36e-08 1.75e-27 1.79e-28 1.62e-34 
16691.99 1.32e-07 4.98e-02 9.50e-01 1.02e-08 5.13e-28 8.48e-28 2.09e-34 
16788.59 2.34e-07 8.19e-02 9.18e-01 6.68e-09 1.70e-28 1.68e-27 2.53e-34 
16888.37 2.92e-07 9.78e-02 9.02e-01 4.50e-09 3.29e-29 2.26e-27 3.04e-34 
16998.79 5.00e-07 1.51e-01 8.49e-01 1.07e-09 4.23e-30 5.85e-27 3.69e-34 
17146.37 5.99e-07 1.69e-01 8.31e-01 3.28e-10 1.30e-30 7.99e-28 4.56e-34 
17415.23 1.34e-06 3.18e-01 6.82e-01 4.37e-11 1.00e-30 8.24e-28 5.97e-34 
17888.12 2.95e-06 5.08e-01 4.92e-01 3.20e-12 2.25e-30 1.80e-27 8.47e-34 
18532.37 7.01e-06 8.15e-01 1.85e-01 3.15e-14 5.85e-31 1.27e-27 1.03e-33 
19260.76 1.11e-05 9.19e-01 8.06e-02 1.26e-14 3.58e-29 6.92e-25 1.21e-33 
20034.10 1.33e-05 9.65e-01 3.53e-02 3.40e-16 2.37e-29 2.61e-24 1.48e-33 
20838.00 1.22e-05 9.92e-01 7.63e-03 5.96e-19 6.59e-31 2.45e-26 1.71e-33 
21647.97 1.44e-05 9.90e-01 9.95e-03 1.28e-19 6.58e-30 1.34e-25 1.78e-33 
22447.94 1.55e-05 9.99e-01 8.72e-04 3.29e-22 4.48e-33 6.31e-30 1.99e-33 
23245.88 1.46e-05 1.00e+00 4.57e-04 3.52e-23 5.17e-33 2.30e-33 2.30e-33 
24052.47 1.53e-05 1.00e+00 2.30e-04 2.50e-24 6.04e-33 2.70e-33 2.70e-33 
24867.72 2.08e-05 1.00e+00 8.43e-05 1.32e-25 5.11e-32 8.95e-27 3.27e-33 
25698.86 2.24e-05 1.00e+00 4.12e-05 1.35e-25 9.55e-33 4.30e-33 4.30e-33 
26587.16 2.00e-05 1.00e+00 4.11e-05 1.91e-25 1.43e-32 6.48e-33 6.48e-33 
27637.54 2.25e-05 1.00e+00 2.03e-05 3.73e-25 2.65e-32 1.20e-32 1.20e-32 
28986.97 4.97e-05 1.00e+00 1.83e-04 1.73e-23 3.35e-28 3.34e-21 2.99e-32 
#TIME: 6.10 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 3.17e-22 1.56e-15 6.16e-09 5.93e-04 3.74e-01 6.25e-01 2.97e-08 
999.11 2.80e-23 1.56e-16 7.67e-10 1.22e-04 1.74e-01 8.26e-01 8.55e-07 
1267.34 2.55e-24 1.69e-17 9.87e-11 2.46e-05 7.42e-02 9.26e-01 1.86e-06 
1514.05 5.49e-25 3.80e-18 2.47e-11 8.17e-06 3.96e-02 9.60e-01 6.90e-06 
1808.80 1.09e-25 8.61e-19 6.58e-12 2.92e-06 2.20e-02 9.78e-01 2.15e-05 
1919.29 2.38e-26 2.07e-19 1.76e-12 1.04e-06 1.22e-02 9.88e-01 5.94e-05 
2160.92 6.65e-27 6.34e-20 6.07e-13 4.61e-07 7.63e-03 9.92e-01 1.34e-04 
2292.92 2.24e-27 2.44e-20 2.66e-13 2.52e-07 5.38e-03 9.94e-01 1.97e-04 
2432.98 6.11e-28 8.69e-21 1.06e-13 1.28e-07 3.68e-03 9.96e-01 3.27e-04 
2581.60 3.11e-28 4.64e-21 6.12e-14 8.52e-08 2.94e-03 9.97e-01 4.76e-04 
2739.29 1.57e-28 2.40e-21 3.37e-14 5.43e-08 2.29e-03 9.97e-01 7.45e-04 
2906.62 9.68e-29 1.48e-21 2.21e-14 4.07e-08 1.97e-03 9.97e-01 8.56e-04 
3084.17 6.98e-29 1.18e-21 1.91e-14 3.78e-08 1.91e-03 9.97e-01 8.16e-04 
3272.56 5.04e-29 9.76e-22 1.74e-14 3.69e-08 1.92e-03 9.97e-01 7.15e-04 
3472.46 3.98e-29 8.59e-22 1.67e-14 3.79e-08 2.00e-03 9.97e-01 5.89e-04 
3684.57 3.51e-29 8.74e-22 1.85e-14 4.38e-08 2.24e-03 9.97e-01 4.15e-04 
3909.64 2.50e-29 7.65e-22 1.84e-14 4.71e-08 2.44e-03 9.97e-01 3.06e-04 
4148.46 2.40e-29 8.05e-22 2.02e-14 5.31e-08 2.72e-03 9.97e-01 2.29e-04 
4401.86 4.50e-29 1.46e-21 3.44e-14 8.07e-08 3.49e-03 9.96e-01 1.49e-04 
4670.75 7.78e-29 2.44e-21 5.53e-14 1.19e-07 4.41e-03 9.95e-01 9.22e-05 
4956.05 7.74e-29 2.58e-21 6.27e-14 1.39e-07 4.92e-03 9.95e-01 6.72e-05 
5258.79 7.45e-29 2.89e-21 7.59e-14 1.69e-07 5.62e-03 9.94e-01 4.73e-05 
5580.02 1.08e-28 4.53e-21 1.21e-13 2.56e-07 7.24e-03 9.93e-01 2.61e-05 
5920.87 1.80e-28 7.65e-21 2.06e-13 4.05e-07 9.60e-03 9.90e-01 1.50e-05 
6282.54 3.06e-28 1.40e-20 3.78e-13 6.84e-07 1.33e-02 9.87e-01 7.01e-06 
6666.30 7.22e-28 3.25e-20 8.44e-13 1.33e-06 1.99e-02 9.80e-01 3.14e-06 
7073.50 2.25e-27 1.01e-19 2.46e-12 3.19e-06 3.40e-02 9.66e-01 1.01e-06 
7505.58 7.30e-27 3.47e-19 8.02e-12 8.46e-06 6.18e-02 9.38e-01 2.84e-07 
7964.05 4.15e-26 2.00e-18 4.12e-11 3.16e-05 1.35e-01 8.65e-01 4.80e-08 
8450.53 4.75e-25 2.22e-17 3.68e-10 1.74e-04 3.33e-01 6.67e-01 3.99e-09 
8966.72 6.13e-24 2.64e-16 3.45e-09 9.27e-04 6.68e-01 3.31e-01 1.25e-10 
9514.44 1.16e-22 4.18e-15 3.96e-08 4.88e-03 9.24e-01 7.13e-02 6.39e-13 
10095.62 5.22e-21 1.53e-13 8.73e-07 3.45e-02 9.60e-01 5.63e-03 1.72e-15 
10712.30 5.89e-19 1.40e-11 4.06e-05 3.36e-01 6.64e-01 8.50e-05 2.47e-21 
11366.65 3.27e-17 6.35e-10 8.48e-04 9.35e-01 6.44e-02 5.04e-08 6.24e-29 
12061.10 1.07e-15 1.72e-08 9.00e-03 9.89e-01 1.54e-03 4.73e-12 4.16e-35 
12793.43 6.56e-14 8.02e-07 1.33e-01 8.67e-01 1.74e-05 7.95e-17 7.60e-36 
13528.61 1.87e-12 1.74e-05 7.78e-01 2.22e-01 1.04e-08 1.82e-23 8.42e-37 
14194.74 1.31e-11 8.33e-05 9.85e-01 1.50e-02 4.59e-12 4.12e-29 1.72e-36 
14757.77 4.56e-11 2.25e-04 9.98e-01 1.86e-03 1.51e-14 9.30e-29 3.63e-36 
15240.48 1.77e-10 5.93e-04 9.99e-01 1.30e-04 1.62e-17 3.10e-29 7.02e-36 
15646.99 9.41e-10 1.73e-03 9.98e-01 1.74e-05 9.71e-20 1.24e-28 1.27e-35 
15960.30 7.38e-09 6.30e-03 9.94e-01 1.99e-06 4.19e-22 8.48e-29 2.01e-35 
16187.41 2.56e-08 1.41e-02 9.86e-01 5.30e-05 1.60e-19 4.86e-24 4.93e-35 
16354.17 6.88e-08 2.77e-02 9.72e-01 7.71e-08 1.22e-25 5.51e-29 6.85e-35 
16484.18 1.01e-07 3.86e-02 9.61e-01 1.78e-07 1.85e-25 3.45e-27 1.17e-34 
16593.12 1.62e-07 5.94e-02 9.41e-01 1.33e-08 1.11e-27 3.71e-28 1.73e-34 
16691.99 1.45e-07 5.61e-02 9.44e-01 1.11e-08 7.21e-28 1.16e-27 2.22e-34 
16788.59 2.49e-07 8.66e-02 9.13e-01 7.94e-09 1.55e-28 8.94e-28 2.70e-34 
16888.37 3.18e-07 1.06e-01 8.94e-01 3.82e-09 2.89e-29 1.04e-27 3.23e-34 
16998.79 3.74e-07 1.13e-01 8.87e-01 1.25e-09 4.06e-30 1.37e-27 3.93e-34 
17146.37 6.91e-07 1.88e-01 8.12e-01 3.09e-10 2.54e-30 3.42e-27 4.86e-34 
17415.23 1.07e-06 2.58e-01 7.42e-01 6.83e-11 3.93e-30 8.93e-27 6.35e-34 
17888.12 2.70e-06 5.13e-01 4.87e-01 3.51e-12 2.56e-30 3.71e-27 9.01e-34 
18532.37 6.36e-06 8.10e-01 1.90e-01 1.15e-13 5.49e-30 3.53e-26 1.10e-33 
19260.76 9.44e-06 9.21e-01 7.88e-02 1.43e-15 1.76e-31 2.41e-29 1.29e-33 
20034.10 1.14e-05 9.66e-01 3.44e-02 2.97e-17 5.53e-32 1.69e-29 1.57e-33 
20838.00 1.12e-05 9.93e-01 6.49e-03 1.97e-19 1.95e-31 3.72e-27 1.82e-33 
21647.97 1.94e-05 9.84e-01 1.64e-02 6.83e-19 4.27e-30 6.51e-27 1.89e-33 
22447.94 1.32e-05 9.99e-01 1.09e-03 4.57e-22 3.67e-31 1.97e-24 2.12e-33 
23245.88 1.78e-05 9.93e-01 6.93e-03 1.41e-20 1.71e-29 7.92e-23 2.45e-33 
24052.47 1.47e-05 1.00e+00 3.23e-04 4.88e-24 5.40e-31 4.24e-24 2.87e-33 
24867.72 1.60e-05 1.00e+00 2.80e-04 1.13e-24 5.72e-30 7.16e-24 3.48e-33 
25698.86 1.59e-05 1.00e+00 7.72e-05 3.51e-25 1.02e-32 4.57e-33 4.57e-33 
26587.16 1.76e-05 1.00e+00 2.24e-04 1.55e-24 2.61e-29 3.10e-22 6.89e-33 
27637.54 2.31e-05 1.00e+00 1.02e-05 3.53e-25 2.82e-32 1.28e-32 1.28e-32 
28986.97 2.59e-05 1.00e+00 2.46e-06 3.34e-26 6.97e-32 3.18e-32 3.18e-32 
#TIME: 6.23 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 2.53e-22 1.33e-15 5.54e-09 5.64e-04 3.74e-01 6.26e-01 2.72e-08 
999.11 2.19e-23 1.33e-16 6.83e-10 1.14e-04 1.71e-01 8.29e-01 2.66e-07 
1267.34 2.43e-24 1.64e-17 9.90e-11 2.56e-05 7.75e-02 9.22e-01 1.48e-06 
1514.05 5.21e-25 3.79e-18 2.55e-11 8.61e-06 4.14e-02 9.59e-01 6.00e-06 
1808.80 1.13e-25 9.35e-19 7.32e-12 3.28e-06 2.39e-02 9.76e-01 1.65e-05 
1919.29 2.74e-26 2.64e-19 2.27e-12 1.31e-06 1.41e-02 9.86e-01 4.17e-05 
2160.92 7.27e-27 7.20e-20 7.09e-13 5.37e-07 8.46e-03 9.91e-01 9.89e-05 
2292.92 2.57e-27 2.99e-20 3.30e-13 3.04e-07 6.10e-03 9.94e-01 1.61e-04 
2432.98 8.39e-28 1.16e-20 1.43e-13 1.66e-07 4.34e-03 9.95e-01 2.31e-04 
2581.60 3.96e-28 6.28e-21 8.39e-14 1.12e-07 3.49e-03 9.96e-01 3.26e-04 
2739.29 2.10e-28 3.44e-21 4.88e-14 7.47e-08 2.79e-03 9.97e-01 4.88e-04 
2906.62 1.10e-28 1.76e-21 2.67e-14 4.86e-08 2.22e-03 9.97e-01 6.90e-04 
3084.17 8.06e-29 1.43e-21 2.35e-14 4.56e-08 2.16e-03 9.97e-01 6.43e-04 
3272.56 6.02e-29 1.22e-21 2.20e-14 4.57e-08 2.21e-03 9.97e-01 5.38e-04 
3472.46 4.69e-29 1.07e-21 2.11e-14 4.67e-08 2.29e-03 9.97e-01 4.50e-04 
3684.57 4.09e-29 1.06e-21 2.29e-14 5.31e-08 2.55e-03 9.97e-01 3.17e-04 
3909.64 2.93e-29 8.62e-22 2.11e-14 5.44e-08 2.71e-03 9.97e-01 2.28e-04 
4148.46 2.91e-29 1.03e-21 2.62e-14 6.70e-08 3.16e-03 9.97e-01 1.67e-04 
4401.86 5.51e-29 1.87e-21 4.45e-14 1.02e-07 4.04e-03 9.96e-01 1.06e-04 
4670.75 9.47e-29 2.98e-21 6.86e-14 1.45e-07 5.01e-03 9.95e-01 6.98e-05 
4956.05 9.98e-29 3.59e-21 8.79e-14 1.85e-07 5.85e-03 9.94e-01 4.89e-05 
5258.79 9.36e-29 3.94e-21 1.04e-13 2.24e-07 6.69e-03 9.93e-01 3.19e-05 
5580.02 1.42e-28 5.94e-21 1.61e-13 3.30e-07 8.51e-03 9.91e-01 1.80e-05 
5920.87 2.31e-28 1.04e-20 2.83e-13 5.35e-07 1.15e-02 9.89e-01 9.66e-06 
6282.54 4.11e-28 1.87e-20 5.10e-13 8.90e-07 1.57e-02 9.84e-01 4.85e-06 
6666.30 9.64e-28 4.67e-20 1.21e-12 1.81e-06 2.43e-02 9.76e-01 2.05e-06 
7073.50 3.03e-27 1.43e-19 3.48e-12 4.28e-06 4.10e-02 9.59e-01 7.03e-07 
7505.58 1.02e-26 4.91e-19 1.14e-11 1.14e-05 7.43e-02 9.26e-01 1.88e-07 
7964.05 5.98e-26 3.00e-18 6.13e-11 4.39e-05 1.63e-01 8.37e-01 2.91e-08 
8450.53 6.97e-25 3.48e-17 5.70e-10 2.48e-04 3.97e-01 6.02e-01 1.99e-09 
8966.72 8.50e-24 3.78e-16 4.87e-09 1.20e-03 7.25e-01 2.74e-01 5.84e-11 
9514.44 1.54e-22 5.85e-15 5.41e-08 6.02e-03 9.38e-01 5.60e-02 2.72e-13 
10095.62 7.51e-21 2.24e-13 1.24e-06 4.36e-02 9.53e-01 3.76e-03 3.99e-16 
10712.30 8.40e-19 2.03e-11 5.69e-05 4.04e-01 5.96e-01 5.40e-05 7.42e-22 
11366.65 4.08e-17 8.11e-10 1.04e-03 9.53e-01 4.58e-02 2.20e-08 2.12e-29 
12061.10 1.30e-15 2.13e-08 1.06e-02 9.88e-01 1.18e-03 2.32e-12 3.47e-35 
12793.43 7.97e-14 9.98e-07 1.56e-01 8.44e-01 5.53e-06 1.23e-17 1.91e-36 
