#NTIMES:    67
#NSTAGES:     5
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           ca0           ca1           ca2           ca3           ca4
    7.224056E+03   1.0000E-099   5.2494E-017   1.5039E-011   2.1297E-005   9.9998E-001
    7.677661E+03   1.0000E-099   1.1831E-016   2.8982E-011   3.1219E-005   9.9997E-001
    8.159748E+03   1.0000E-099   3.5188E-016   7.0648E-011   5.2317E-005   9.9995E-001
    8.672106E+03   1.0000E-099   3.6624E-015   5.1558E-010   1.6801E-004   9.9983E-001
    9.216636E+03   1.0000E-099   1.3842E-012   1.0084E-007   3.5018E-003   9.9650E-001
    9.793140E+03   1.0000E-099   7.0108E-008   2.5913E-003   6.7696E-001   3.2045E-001
    1.026683E+04   1.0000E-099   2.5666E-005   6.4827E-001   3.5165E-001   5.0077E-005
    1.070804E+04   1.0000E-099   6.7118E-005   9.9971E-001   2.2068E-004   1.1052E-012
    1.120152E+04   1.0000E-099   7.0810E-004   9.9929E-001   6.3517E-011   8.9630E-028
    1.159423E+04   1.0000E-099   7.3438E-003   9.9266E-001   5.4068E-015   4.1482E-037
    1.180243E+04   1.0000E-099   1.5988E-002   9.8401E-001   5.1591E-016   2.0533E-039
    1.192916E+04   1.0000E-099   3.1153E-002   9.6885E-001   1.5649E-017   6.2780E-043
    1.202084E+04   1.0000E-099   6.4092E-002   9.3591E-001   1.3993E-019   1.0773E-047
    1.209768E+04   1.0000E-099   1.0860E-001   8.9140E-001   2.7763E-021   1.3610E-051
    1.216841E+04   1.0000E-099   1.5345E-001   8.4655E-001   1.6883E-022   2.0406E-052
    1.223949E+04   1.0000E-099   2.2027E-001   7.7973E-001   8.3308E-024   2.3106E-052
    1.231406E+04   1.0000E-099   3.0809E-001   6.9191E-001   4.1191E-025   2.5154E-052
    1.239842E+04   1.0000E-099   3.9805E-001   6.0195E-001   3.0900E-026   2.5490E-052
    1.256481E+04   1.0000E-099   4.9190E-001   5.0810E-001   2.0084E-027   2.4729E-052
    1.321135E+04   1.0000E-099   3.5241E-001   6.4759E-001   6.8228E-027   3.2280E-052
    1.378971E+04   1.0000E-099   2.1956E-001   7.8044E-001   6.8575E-026   3.6425E-052
    1.426236E+04   1.0000E-099   2.0236E-001   7.9764E-001   4.1947E-026   4.0806E-052
    1.471893E+04   1.0000E-099   2.5044E-001   7.4956E-001   3.6282E-027   4.7206E-052
    1.520339E+04   1.0000E-099   3.6026E-001   6.3974E-001   1.4066E-028   5.0329E-052
    1.569984E+04   1.0000E-099   5.6511E-001   4.3489E-001   1.3466E-030   4.2563E-052
    1.625603E+04   1.0000E-099   7.7297E-001   2.2703E-001   3.1810E-033   2.5171E-052
    1.692188E+04   1.0000E-099   9.1109E-001   8.8908E-002   6.8425E-036   1.2964E-052
    1.755155E+04   1.0000E-099   9.5958E-001   4.0421E-002   4.8545E-038   8.5440E-053
    1.815678E+04   1.0000E-099   9.7589E-001   2.4111E-002   1.2124E-039   6.8169E-053
    1.877630E+04   1.0000E-099   9.8466E-001   1.5340E-002   8.8886E-041   5.7017E-053
    1.943029E+04   1.0000E-099   9.9023E-001   9.7715E-003   3.8761E-041   4.7879E-053
    2.010428E+04   1.0000E-099   9.9047E-001   9.5284E-003   1.4081E-040   4.2752E-053
    2.090850E+04   1.0000E-099   9.8996E-001   1.0038E-002   6.6133E-040   3.9141E-053
    2.182676E+04   1.0000E-099   9.9076E-001   9.2394E-003   1.3762E-039   3.6456E-053
    2.283367E+04   1.0000E-099   9.8835E-001   1.1651E-002   5.0632E-039   3.6394E-053
    2.394324E+04   1.0000E-099   9.8624E-001   1.3765E-002   1.1389E-038   3.7065E-053
    2.516734E+04   1.0000E-099   9.8101E-001   1.8987E-002   2.8245E-038   4.0279E-053
    2.638649E+04   1.0000E-099   9.8063E-001   1.9366E-002   3.2931E-038   4.0732E-053
