#NTIMES: 50
#NSTAGES: 4
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL: 115
#vel_mid[km/s] c0 c1 c2 c3
45683.04 7.4781e-10 6.3925e-04 8.3081e-02 9.1628e-01
46941.68 6.3778e-10 3.6540e-04 6.3613e-02 9.3602e-01
48230.81 7.9381e-10 2.0813e-04 4.8460e-02 9.5133e-01
49550.29 4.2483e-09 1.1806e-04 3.6803e-02 9.6308e-01
50899.37 2.4008e-10 6.7390e-05 2.7919e-02 9.7201e-01
52276.86 4.4504e-11 3.8333e-05 2.1171e-02 9.7879e-01
53681.16 1.0690e-11 2.1733e-05 1.6044e-02 9.8393e-01
55110.21 4.6156e-12 1.2438e-05 1.2172e-02 9.8782e-01
56561.17 1.6887e-12 7.1290e-06 9.2501e-03 9.9074e-01
58030.00 4.5380e-13 4.1217e-06 7.0515e-03 9.9294e-01
59510.42 4.0895e-13 2.4011e-06 5.3940e-03 9.9460e-01
60993.45 2.4517e-12 1.4172e-06 4.1543e-03 9.9584e-01
62466.44 3.0120e-12 8.4663e-07 3.2201e-03 9.9678e-01
63912.69 1.0783e-12 5.3658e-07 2.5222e-03 9.9748e-01
65311.62 7.7399e-13 3.3789e-07 2.0019e-03 9.9800e-01
66639.26 3.4955e-13 2.1157e-07 1.6177e-03 9.9838e-01
67870.77 2.8362e-13 1.4276e-07 1.3297e-03 9.9867e-01
68864.47 1.9835e-13 9.9513e-08 1.1109e-03 9.9889e-01
69459.55 1.6048e-13 8.6231e-08 1.0339e-03 9.9897e-01
69744.99 1.4267e-13 8.0132e-08 9.9663e-04 9.9900e-01
69888.26 1.3501e-13 7.7290e-08 9.7869e-04 9.9902e-01
69959.62 1.3129e-13 7.5875e-08 9.6984e-04 9.9903e-01
69991.15 1.2957e-13 7.5152e-08 9.6550e-04 9.9903e-01
69999.53 1.3018e-13 7.5177e-08 9.6566e-04 9.9903e-01
#TIME: 202.03
#NVEL: 115
#vel_mid[km/s] c0 c1 c2 c3
425.78 1.2139e-02 9.4542e-01 4.2287e-02 1.5098e-04
857.79 2.1218e-03 9.4636e-01 5.1361e-02 1.6073e-04
878.44 1.7096e-03 9.4673e-01 5.1355e-02 2.1019e-04
917.72 1.3737e-03 9.4640e-01 5.2011e-02 2.1521e-04
973.04 7.7094e-03 9.4804e-01 4.4091e-02 1.6030e-04
1034.98 4.5528e-03 9.5071e-01 4.4584e-02 1.5683e-04
1099.97 2.5054e-03 9.5852e-01 3.8856e-02 1.2187e-04
1169.04 9.1161e-04 9.4321e-01 5.5635e-02 2.4562e-04
1242.44 9.2962e-04 9.4359e-01 5.5245e-02 2.3752e-04
1320.45 1.3790e-03 9.4845e-01 4.9967e-02 2.0303e-04
1403.37 3.7981e-03 9.5643e-01 3.9642e-02 1.2830e-04
1491.49 5.9774e-03 9.5531e-01 3.8587e-02 1.2146e-04
1585.14 6.2302e-03 9.5498e-01 3.8664e-02 1.2077e-04
1684.67 8.3463e-03 9.5384e-01 3.7694e-02 1.1673e-04
1790.45 5.2039e-03 9.5627e-01 3.8405e-02 1.1969e-04
1902.87 4.9228e-03 9.5393e-01 4.1006e-02 1.3655e-04
2022.36 9.4501e-03 9.4746e-01 4.2942e-02 1.5293e-04
2149.34 1.3730e-03 9.5801e-01 4.0482e-02 1.3022e-04
2284.30 1.1847e-03 9.5463e-01 4.4034e-02 1.4991e-04
2427.74 1.0781e-03 9.5090e-01 4.7843e-02 1.7537e-04
2580.18 1.1743e-03 9.4613e-01 5.2486e-02 2.0645e-04
2742.19 1.1813e-03 9.4090e-01 5.7681e-02 2.4077e-04
2914.37 1.2333e-03 9.3481e-01 6.3679e-02 2.7581e-04
3097.37 1.3962e-03 9.2750e-01 7.0803e-02 3.0335e-04
3291.85 1.5512e-03 9.1103e-01 8.7053e-02 3.7076e-04
3498.55 2.3544e-03 9.0496e-01 9.2330e-02 3.5705e-04
3718.23 1.9159e-02 9.0880e-01 7.1833e-02 2.0871e-04
3951.70 1.0477e-01 8.4094e-01 5.4156e-02 1.3347e-04
4199.83 8.7217e-02 8.3973e-01 7.2829e-02 2.2482e-04
4463.54 1.0021e-01 8.2917e-01 7.0369e-02 2.5038e-04
4743.81 1.3747e-01 8.0425e-01 5.8064e-02 2.1774e-04
5041.68 1.5914e-01 7.9207e-01 4.8610e-02 1.8050e-04
5358.25 1.7404e-01 7.8287e-01 4.2934e-02 1.5890e-04
5694.70 1.7571e-01 7.8231e-01 4.1822e-02 1.5335e-04
6052.28 1.8432e-01 7.7679e-01 3.8749e-02 1.3816e-04
6432.31 1.8946e-01 7.7271e-01 3.7688e-02 1.3285e-04
6836.20 1.9271e-01 7.6961e-01 3.7541e-02 1.3575e-04
7265.45 2.0842e-01 7.5676e-01 3.4700e-02 1.1790e-04
7721.65 2.1702e-01 7.4882e-01 3.4044e-02 1.1142e-04
8206.56 2.2823e-01 7.3950e-01 3.2165e-02 1.0343e-04
8717.73 2.3695e-01 7.3082e-01 3.2134e-02 9.9254e-05
9214.74 2.5443e-01 7.1512e-01 3.0365e-02 8.6234e-05
9629.11 2.6225e-01 7.0735e-01 3.0330e-02 7.4631e-05
9954.11 2.7784e-01 6.9081e-01 3.1278e-02 7.5920e-05
10245.64 2.3994e-01 7.2062e-01 3.9348e-02 9.1979e-05
10541.49 2.1738e-01 7.3338e-01 4.9138e-02 1.0278e-04
10839.94 2.3533e-01 7.1864e-01 4.5952e-02 8.3469e-05
11119.11 2.5857e-01 7.0296e-01 3.8417e-02 5.8829e-05
11355.83 2.6263e-01 7.0828e-01 2.9044e-02 3.7569e-05
11539.81 2.5362e-01 7.2390e-01 2.2461e-02 2.2289e-05
11677.16 2.9722e-01 6.8522e-01 1.7539e-02 1.5409e-05
11784.05 2.6612e-01 7.1796e-01 1.5909e-02 1.3040e-05
11875.85 2.4386e-01 7.4018e-01 1.5946e-02 1.3610e-05
11963.37 2.1035e-01 7.6991e-01 1.9730e-02 1.7501e-05
12055.39 1.4242e-01 8.3169e-01 2.5866e-02 2.5360e-05
12170.41 2.2325e-01 7.4008e-01 3.6625e-02 4.0691e-05
12360.89 8.3055e-03 9.2655e-01 6.5065e-02 7.6591e-05
12670.46 8.2466e-04 8.8730e-01 1.1172e-01 1.5840e-04
13075.34 4.3439e-04 8.5443e-01 1.4489e-01 2.4587e-04
13530.52 4.1060e-04 7.7837e-01 2.2079e-01 4.2829e-04
14012.75 2.8891e-04 7.3977e-01 2.5933e-01 6.0698e-04
14508.81 1.7040e-04 6.3777e-01 3.6113e-01 9.2445e-04
15002.30 2.4011e-04 7.4943e-01 2.4958e-01 7.4444e-04
15475.29 3.3749e-04 7.9007e-01 2.0894e-01 6.4767e-04
15923.68 3.0832e-04 8.1128e-01 1.8776e-01 6.5120e-04
16355.64 2.4738e-04 8.4397e-01 1.5519e-01 5.9346e-04
16776.27 2.4383e-04 8.3545e-01 1.6372e-01 5.8352e-04
17183.14 3.4303e-04 8.6730e-01 1.3190e-01 4.5792e-04
17580.45 4.4679e-04 8.9837e-01 1.0083e-01 3.4830e-04
17990.34 3.6592e-04 8.9751e-01 1.0170e-01 4.2764e-04
18458.06 3.5714e-04 8.7536e-01 1.2373e-01 5.5089e-04
19084.69 3.9933e-04 8.7802e-01 1.2095e-01 6.2831e-04
19999.79 3.1329e-04 7.7501e-01 2.2290e-01 1.7844e-03
21193.46 1.8836e-04 7.7419e-01 2.2243e-01 3.1829e-03
22528.72 9.1695e-05 6.7781e-01 3.1440e-01 7.7028e-03
23943.32 4.7824e-05 5.4619e-01 4.3772e-01 1.6039e-02
25446.74 1.7717e-05 2.6843e-01 6.9898e-01 3.2571e-02
27044.57 1.2676e-06 2.3528e-02 9.1247e-01 6.3996e-02
28744.18 1.8347e-06 5.2932e-02 8.3970e-01 1.0737e-01
30520.16 3.9304e-06 1.1643e-01 7.0912e-01 1.7445e-01
32243.50 2.2037e-06 1.3387e-01 6.2524e-01 2.4089e-01
33773.01 1.1980e-06 1.0255e-01 6.0424e-01 2.9321e-01
35108.48 6.6415e-07 6.8823e-02 5.5791e-01 3.7327e-01
36326.30 5.0663e-07 4.1674e-02 4.8657e-01 4.7176e-01
37486.70 4.0775e-07 2.4547e-02 4.0658e-01 5.6887e-01
38628.25 1.9169e-07 1.4769e-02 3.3483e-01 6.5040e-01
39768.62 6.4546e-08 8.8540e-03 2.7313e-01 7.1802e-01
40915.31 1.9669e-08 5.7390e-03 2.2742e-01 7.6685e-01
42074.51 9.0479e-10 3.0277e-04 1.8154e-01 8.1815e-01
43252.44 3.6151e-10 1.1946e-04 1.4241e-01 8.5747e-01
44454.05 1.0609e-10 7.0702e-05 1.1072e-01 8.8921e-01
45683.04 6.0257e-10 6.7341e-04 8.5294e-02 9.1403e-01
46941.68 2.5480e-10 3.8582e-04 6.5359e-02 9.3426e-01
48230.81 1.6175e-10 2.2093e-04 4.9878e-02 9.4990e-01
49550.29 9.5877e-11 1.2522e-04 3.7906e-02 9.6197e-01
50899.37 1.9886e-10 7.1089e-05 2.8732e-02 9.7120e-01
52276.86 1.6552e-09 4.0528e-05 2.1771e-02 9.7819e-01
53681.16 4.2509e-11 2.2953e-05 1.6481e-02 9.8350e-01
55110.21 8.9649e-12 1.3275e-05 1.2509e-02 9.8748e-01
56561.17 3.0670e-12 7.5418e-06 9.5086e-03 9.9048e-01
58030.00 9.4026e-13 4.3568e-06 7.2461e-03 9.9275e-01
59510.42 6.3939e-13 2.5366e-06 5.5423e-03 9.9446e-01
60993.45 1.2997e-13 1.4942e-06 4.2637e-03 9.9573e-01
62466.44 8.1076e-14 8.9256e-07 3.3034e-03 9.9670e-01
63912.69 1.8719e-13 5.4642e-07 2.5879e-03 9.9741e-01
65311.62 9.0320e-13 3.4147e-07 2.0513e-03 9.9795e-01
66639.26 2.2065e-13 2.3164e-07 1.6536e-03 9.9835e-01
67870.77 2.8702e-13 1.4933e-07 1.3593e-03 9.9864e-01
68864.47 1.5503e-13 1.0415e-07 1.1353e-03 9.9886e-01
69459.55 1.7017e-13 9.0244e-08 1.0565e-03 9.9894e-01
69744.99 1.2797e-13 8.3890e-08 1.0186e-03 9.9898e-01
69888.26 1.4370e-13 8.0850e-08 9.9985e-04 9.9900e-01
69959.62 1.3973e-13 7.9366e-08 9.9075e-04 9.9901e-01
69991.15 1.3774e-13 7.8608e-08 9.8637e-04 9.9901e-01
69999.53 1.3775e-13 7.8635e-08 9.8653e-04 9.9901e-01
#TIME: 204.93
#NVEL: 115
#vel_mid[km/s] c0 c1 c2 c3
425.78 4.6002e-03 9.5318e-01 4.2079e-02 1.4468e-04
857.79 3.9336e-03 9.5727e-01 3.8668e-02 1.2385e-04
878.44 8.9938e-03 9.4809e-01 4.2764e-02 1.5266e-04
917.72 1.3217e-02 9.4142e-01 4.5207e-02 1.5759e-04
973.04 3.7347e-03 9.5238e-01 4.3736e-02 1.5300e-04
1034.98 4.5778e-03 9.5253e-01 4.2738e-02 1.5042e-04
1099.97 1.0669e-03 9.4366e-01 5.5030e-02 2.3868e-04
1169.04 1.1878e-02 9.4493e-01 4.3039e-02 1.5376e-04
1242.44 2.6527e-02 9.3189e-01 4.1439e-02 1.4907e-04
1320.45 1.2176e-02 9.4502e-01 4.2656e-02 1.5224e-04
1403.37 4.9105e-03 9.5594e-01 3.9025e-02 1.2289e-04
1491.49 6.3646e-03 9.5643e-01 3.7090e-02 1.1239e-04
1585.14 9.6813e-03 9.5202e-01 3.8178e-02 1.1752e-04
1684.67 6.0675e-03 9.5714e-01 3.6686e-02 1.0923e-04
1790.45 5.5548e-03 9.5672e-01 3.7607e-02 1.1509e-04
1902.87 4.9383e-03 9.5484e-01 4.0090e-02 1.2946e-04
2022.36 4.7505e-03 9.5249e-01 4.2615e-02 1.4679e-04
2149.34 1.2247e-03 9.5878e-01 3.9869e-02 1.2710e-04
2284.30 1.0999e-03 9.5557e-01 4.3181e-02 1.4730e-04
2427.74 1.0204e-03 9.5163e-01 4.7174e-02 1.7379e-04
2580.18 1.1261e-03 9.4658e-01 5.2089e-02 2.0557e-04
2742.19 1.2044e-03 9.4124e-01 5.7321e-02 2.3805e-04
2914.37 1.2091e-03 9.3458e-01 6.3933e-02 2.7760e-04
3097.37 1.3741e-03 9.2830e-01 7.0026e-02 3.0192e-04
3291.85 1.6178e-03 9.1244e-01 8.5572e-02 3.6666e-04
3498.55 2.2182e-03 9.0702e-01 9.0408e-02 3.5044e-04
3718.23 1.8721e-02 9.1161e-01 6.9470e-02 2.0128e-04
3951.70 1.1029e-01 8.3581e-01 5.3768e-02 1.3206e-04
4199.83 8.6824e-02 8.4312e-01 6.9841e-02 2.1624e-04
4463.54 1.0425e-01 8.2507e-01 7.0424e-02 2.5454e-04
4743.81 1.4056e-01 8.0306e-01 5.6166e-02 2.1290e-04
5041.68 1.5960e-01 7.9230e-01 4.7919e-02 1.7697e-04
5358.25 1.7582e-01 7.8225e-01 4.1782e-02 1.5288e-04
5694.70 1.7802e-01 7.7973e-01 4.2097e-02 1.5412e-04
6052.28 1.8119e-01 7.7884e-01 3.9822e-02 1.4659e-04
6432.31 1.9034e-01 7.7193e-01 3.7598e-02 1.3318e-04
6836.20 1.9843e-01 7.6483e-01 3.6608e-02 1.2896e-04
7265.45 2.0317e-01 7.6077e-01 3.5929e-02 1.2536e-04
7721.65 2.2079e-01 7.4522e-01 3.3878e-02 1.1136e-04
8206.56 2.2245e-01 7.4407e-01 3.3368e-02 1.1048e-04
8717.73 2.3314e-01 7.3460e-01 3.2161e-02 1.0017e-04
9214.74 2.5750e-01 7.1294e-01 2.9480e-02 8.1762e-05
9629.11 2.7021e-01 7.0023e-01 2.9491e-02 7.4526e-05
9954.11 2.6604e-01 6.9954e-01 3.4340e-02 8.4346e-05
10245.64 2.5516e-01 7.1025e-01 3.4516e-02 8.0785e-05
10541.49 2.1775e-01 7.3714e-01 4.5015e-02 9.6208e-05
10839.94 2.5944e-01 7.0609e-01 3.4412e-02 6.2208e-05
11119.11 2.7920e-01 6.8312e-01 3.7619e-02 5.7455e-05
11355.83 2.7286e-01 6.9975e-01 2.7359e-02 3.4596e-05
11539.81 2.5730e-01 7.2029e-01 2.2387e-02 2.2432e-05
11677.16 2.7924e-01 7.0476e-01 1.5990e-02 1.4011e-05
11784.05 2.7828e-01 7.0567e-01 1.6037e-02 1.3926e-05
11875.85 2.5412e-01 7.3125e-01 1.4619e-02 1.2419e-05
11963.37 2.2422e-01 7.5826e-01 1.7507e-02 1.4795e-05
12055.39 1.5170e-01 8.2577e-01 2.2503e-02 2.2255e-05
12170.41 2.0472e-01 7.6609e-01 2.9160e-02 3.2201e-05
12360.89 6.8333e-03 9.3210e-01 6.0995e-02 6.9939e-05
12670.46 9.3472e-04 8.9151e-01 1.0740e-01 1.5056e-04
13075.34 4.4291e-04 8.5143e-01 1.4788e-01 2.4520e-04
13530.52 3.4909e-04 7.8919e-01 2.1004e-01 4.2390e-04
14012.75 2.8637e-04 7.2327e-01 2.7580e-01 6.4441e-04
14508.81 2.4338e-04 6.7547e-01 3.2342e-01 8.6789e-04
15002.30 1.8594e-04 6.6724e-01 3.3165e-01 9.2523e-04
15475.29 2.5185e-04 7.9742e-01 2.0172e-01 6.0543e-04
15923.68 2.1748e-04 7.8303e-01 2.1605e-01 7.0693e-04
16355.64 2.5232e-04 8.2245e-01 1.7669e-01 6.0133e-04
16776.27 3.1965e-04 8.4228e-01 1.5687e-01 5.3272e-04
17183.14 3.3802e-04 8.8882e-01 1.1045e-01 3.9188e-04
17580.45 2.9012e-04 8.7694e-01 1.2235e-01 4.2019e-04
17990.34 3.7063e-04 8.6305e-01 1.3610e-01 4.8525e-04
18458.06 2.6037e-04 8.9914e-01 1.0015e-01 4.5595e-04
19084.69 3.3970e-04 8.8047e-01 1.1858e-01 6.1486e-04
19999.79 3.1320e-04 8.1156e-01 1.8672e-01 1.4043e-03
21193.46 2.1834e-04 7.8980e-01 2.0649e-01 3.4996e-03
22528.72 8.0128e-05 6.7050e-01 3.2194e-01 7.4802e-03
23943.32 3.2577e-05 3.5517e-01 6.2425e-01 2.0546e-02
25446.74 1.2207e-05 1.1513e-01 8.4959e-01 3.5267e-02
27044.57 1.7071e-06 2.9284e-02 9.0646e-01 6.4257e-02
28744.18 9.8520e-06 2.9287e-01 6.1532e-01 9.1796e-02
30520.16 1.0297e-06 3.6213e-02 7.8243e-01 1.8136e-01
32243.50 3.2722e-07 1.6694e-02 7.3437e-01 2.4893e-01
33773.01 4.8078e-07 3.6384e-02 6.7487e-01 2.8874e-01
35108.48 7.0242e-07 7.0079e-02 5.6150e-01 3.6842e-01
36326.30 3.8102e-07 4.3012e-02 4.9075e-01 4.6624e-01
37486.70 1.6177e-07 2.5254e-02 4.1188e-01 5.6286e-01
38628.25 1.0108e-07 1.5093e-02 3.4033e-01 6.4457e-01
39768.62 1.1263e-07 9.2981e-03 2.7834e-01 7.1236e-01
40915.31 4.4790e-08 6.0469e-03 2.3207e-01 7.6189e-01
42074.51 1.6096e-08 3.6056e-03 1.8521e-01 8.1119e-01
43252.44 5.0698e-09 2.1208e-03 1.4574e-01 8.5214e-01
44454.05 1.7585e-09 7.7342e-04 1.1364e-01 8.8559e-01
45683.04 5.0895e-11 4.1434e-05 8.7748e-02 9.1221e-01
46941.68 2.2273e-11 2.3713e-05 6.7295e-02 9.3268e-01
48230.81 1.5865e-11 2.6953e-05 5.1318e-02 9.4866e-01
49550.29 5.4862e-11 1.3262e-04 3.9006e-02 9.6086e-01
50899.37 2.8155e-11 7.5293e-05 2.9580e-02 9.7034e-01
52276.86 1.8612e-11 4.2732e-05 2.2412e-02 9.7755e-01
53681.16 2.3549e-11 2.4540e-05 1.6978e-02 9.8300e-01
55110.21 1.8428e-10 1.3905e-05 1.2865e-02 9.8712e-01
56561.17 7.0431e-12 7.9749e-06 9.7693e-03 9.9022e-01
58030.00 1.7334e-12 4.5994e-06 7.4436e-03 9.9255e-01
59510.42 9.0067e-13 2.6790e-06 5.6924e-03 9.9430e-01
60993.45 3.8064e-13 1.5783e-06 4.3796e-03 9.9562e-01
62466.44 1.7581e-13 9.4243e-07 3.3888e-03 9.9661e-01
63912.69 3.5845e-14 5.7534e-07 2.6534e-03 9.9735e-01
65311.62 1.6959e-14 3.5992e-07 2.1024e-03 9.9790e-01
66639.26 2.1401e-14 2.3375e-07 1.6957e-03 9.9830e-01
67870.77 2.0321e-13 1.5702e-07 1.3925e-03 9.9861e-01
68864.47 4.7857e-13 1.0935e-07 1.1618e-03 9.9884e-01
69459.55 1.7908e-13 9.4652e-08 1.0805e-03 9.9892e-01
69744.99 8.7497e-14 8.7859e-08 1.0410e-03 9.9896e-01
69888.26 8.2318e-14 8.4675e-08 1.0218e-03 9.9898e-01
69959.62 7.9883e-14 8.3117e-08 1.0125e-03 9.9899e-01
69991.15 7.8668e-14 8.2321e-08 1.0079e-03 9.9899e-01
69999.53 1.4415e-13 8.2333e-08 1.0080e-03 9.9899e-01
#TIME: 207.87
#NVEL: 115
#vel_mid[km/s] c0 c1 c2 c3
425.78 5.2353e-03 9.5477e-01 3.9858e-02 1.3449e-04
857.79 5.8414e-03 9.4909e-01 4.4922e-02 1.4593e-04
878.44 4.3079e-03 9.5229e-01 4.3236e-02 1.6172e-04
917.72 5.4824e-03 9.5182e-01 4.2554e-02 1.4335e-04
973.04 9.9228e-03 9.4982e-01 4.0116e-02 1.3776e-04
1034.98 1.9342e-03 9.5738e-01 4.0555e-02 1.3475e-04
1099.97 9.4887e-03 9.4624e-01 4.4109e-02 1.6089e-04
1169.04 7.3056e-03 9.4852e-01 4.4016e-02 1.5586e-04
1242.44 5.4551e-03 9.5354e-01 4.0867e-02 1.3380e-04
1320.45 5.3054e-03 9.5303e-01 4.1521e-02 1.4318e-04
1403.37 5.2951e-03 9.5716e-01 3.7428e-02 1.1501e-04
1491.49 5.7959e-03 9.5750e-01 3.6601e-02 1.0796e-04
1585.14 7.4815e-03 9.5560e-01 3.6810e-02 1.1160e-04
1684.67 6.7853e-03 9.5679e-01 3.6322e-02 1.0516e-04
1790.45 5.1152e-03 9.5804e-01 3.6732e-02 1.0986e-04
