#NTIMES: 200
#NSTAGES: 5
#TIMES[d]: 1.31352774879 1.34086478482 1.36877075709 1.39725750625 1.4263371194 1.45602193516 1.48632454897 1.51725781839 1.54883486857 1.58106909784 1.61397418335 1.6475640869 1.68185306088 1.71685565429 1.75258671891 1.78906141564 1.82629522088 1.86430393314 1.90310367972 1.94271092358 1.98314247027 2.02441547513 2.06654745052 2.10955627325 2.15346019222 2.19827783609 2.24402822123 2.29073075979 2.3384052679 2.38707197411 2.43675152798 2.48746500882 2.53923393462 2.59208027122 2.64602644162 2.70109533547 2.7573103188 2.81469524393 2.87327445961 2.9330728213 2.99411570179 3.0564290019 3.1200391615 3.18497317073 3.25125858145 3.31892351891 3.38799669372 3.458507414 3.53048559784 3.60396178597 3.67896715474 3.75553352933 3.83369339728 3.91347992225 3.99492695808 4.07806906321 4.16294151528 4.24958032614 4.33802225711 4.42830483457 4.52046636593 4.61454595581 4.71058352271 4.80861981588 4.90869643266 5.01085583611 5.11514137302 5.2215972923 5.33026876379 5.44120189738 5.55444376261 5.67004240861 5.78804688453 5.90850726031 6.03147464794 6.15700122315 6.28514024756 6.41594609124 6.54947425584 6.68578139809 6.82492535384 6.96696516263 7.11196109274 7.25997466672 7.41106868754 7.56530726521 7.72275584402 7.88348123025 8.04755162055 8.21503663089 8.38600732606 8.56053624988 8.73869745591 8.92056653893 9.10622066697 9.2957386141 9.48920079382 9.68668929318 9.88828790763 10.0940821766 10.3041594196 10.5186087737 10.7375212308 10.9609896768 11.1891089304 11.421975784 11.6596890442 11.902349574 12.1500603357 12.4029264342 12.661055162 12.9245560446 13.1935408868 13.4681238204 13.7484213523 14.0345524144 14.3266384136 14.6248032836 14.9291735374 15.2398783209 15.5570494679 15.8808215559 16.211331963 16.5487209267 16.8931316029 17.244710127 17.6036056756 17.9699705301 18.3439601411 18.7257331944 19.1154516784 19.5132809528 19.9193898187 20.3339505904 20.7571391682 21.1891351133 21.630121724 22.0802861133 22.5398192884 23.0089162317 23.4877759837 23.9766017271 24.4756008733 24.9849851505 25.5049706931 26.0357781339 26.5776326973 27.1307642952 27.6954076244 28.271802266 28.8601927875 29.4608288462 30.0739652952 30.6998622917 31.3387854071 31.9910057402 32.6568000314 33.3364507809 34.0302463683 34.7384811748 35.4614557083 36.1994767308 36.9528573888 37.7219173456 38.5069829176 39.3083872125 40.1264702705 40.9615792085 41.8140683681 42.6842994648 43.5726417426 44.4794721299 45.4051753997 46.3501443331 47.3147798855 48.299491357 49.3046965661 50.3308220268 51.3783031297 52.4475843269 53.53911932 54.6533712535 55.7908129104 56.9519269135 58.1372059297 59.3471528795 60.5822811498 61.8431148124 63.1301888459 64.4440493627 65.7852538411 67.1543713615 68.5519828478 69.9786813143 71.4350721169 72.9217732101 74.4394154093 75.9886426585 77.5701123031 79.1844953693
#
#TIME: 1.31352774879
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] c0 c1 c2 c3 c4
1.1876e+04 2.4925e+03 1.7366e+06 1.0000e+00 3.2673e-09 5.3249e-44 0.0000e+00 0.0000e+00
1.1964e+04 2.4779e+03 1.5099e+06 1.0000e+00 2.6495e-09 2.3822e-44 0.0000e+00 0.0000e+00
1.2056e+04 2.4624e+03 1.1699e+06 1.0000e+00 2.4689e-09 1.4013e-44 0.0000e+00 0.0000e+00
1.2170e+04 2.4429e+03 9.0926e+05 1.0000e+00 2.0599e-09 5.6052e-45 0.0000e+00 0.0000e+00
1.2360e+04 2.4191e+03 6.8544e+05 1.0000e+00 1.5499e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.2670e+04 2.4022e+03 5.1309e+05 1.0000e+00 1.3281e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.3075e+04 2.3983e+03 4.1818e+05 1.0000e+00 1.4061e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.3530e+04 2.4050e+03 3.6990e+05 1.0000e+00 1.8395e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.4013e+04 2.4055e+03 3.1066e+05 1.0000e+00 2.2053e-09 2.8026e-45 0.0000e+00 0.0000e+00
1.4509e+04 2.4039e+03 2.5542e+05 1.0000e+00 2.5898e-09 2.8026e-45 0.0000e+00 0.0000e+00
1.5002e+04 2.3960e+03 2.1039e+05 1.0000e+00 2.7802e-09 2.8026e-45 0.0000e+00 0.0000e+00
1.5476e+04 2.3890e+03 1.7370e+05 1.0000e+00 2.8594e-09 2.8026e-45 0.0000e+00 0.0000e+00
1.5924e+04 2.3796e+03 1.3186e+05 1.0000e+00 2.8459e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.6356e+04 2.3747e+03 1.0064e+05 1.0000e+00 3.2784e-09 2.8026e-45 0.0000e+00 0.0000e+00
1.6776e+04 2.3690e+03 8.0266e+04 1.0000e+00 3.8047e-09 2.8026e-45 0.0000e+00 0.0000e+00
1.7184e+04 2.3700e+03 6.3837e+04 1.0000e+00 4.4018e-09 2.8026e-45 0.0000e+00 0.0000e+00
1.7580e+04 2.3637e+03 4.6537e+04 1.0000e+00 4.7504e-09 2.8026e-45 0.0000e+00 0.0000e+00
1.7990e+04 2.3565e+03 3.2624e+04 1.0000e+00 6.6622e-09 5.6052e-45 0.0000e+00 0.0000e+00
1.8458e+04 2.3404e+03 2.0814e+04 1.0000e+00 6.5730e-09 2.8026e-45 0.0000e+00 0.0000e+00
1.9085e+04 2.3178e+03 1.1578e+04 1.0000e+00 5.7845e-09 1.4013e-45 0.0000e+00 0.0000e+00
2.0000e+04 2.2516e+03 3.8033e+03 1.0000e+00 3.6346e-09 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 2.2018e+03 9.1414e+02 1.0000e+00 4.7749e-09 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.1600e+03 2.4267e+02 1.0000e+00 2.1834e-09 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.0974e+03 8.4476e+01 1.0000e+00 2.2442e-09 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.0519e+03 3.7729e+01 1.0000e+00 1.2666e-09 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.9884e+03 1.6684e+01 1.0000e+00 5.3388e-10 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.9592e+03 7.1040e+00 1.0000e+00 3.0399e-10 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.9319e+03 3.0650e+00 1.0000e+00 1.2807e-10 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.8881e+03 1.9798e+00 1.0000e+00 1.2476e-10 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.8695e+03 1.2684e+00 1.0000e+00 7.8436e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.8652e+03 7.8087e-01 1.0000e+00 5.8508e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.8451e+03 5.2830e-01 1.0000e+00 8.4548e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.8251e+03 3.1501e-01 1.0000e+00 6.5274e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.8130e+03 1.9557e-01 1.0000e+00 5.0471e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.8009e+03 1.3035e-01 1.0000e+00 4.8855e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.7728e+03 9.4486e-02 1.0000e+00 7.1267e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.7772e+03 6.5882e-02 1.0000e+00 8.4038e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.7777e+03 3.6996e-02 1.0000e+00 2.8235e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.7744e+03 2.9707e-02 1.0000e+00 7.0588e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.7613e+03 1.8384e-02 1.0000e+00 3.8642e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.7644e+03 1.0877e-02 1.0000e+00 1.6901e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.7332e+03 1.0112e-02 1.0000e+00 1.2061e-10 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.7208e+03 5.9136e-03 1.0000e+00 3.9094e-11 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.6987e+03 4.1950e-03 1.0000e+00 4.9638e-11 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.6728e+03 2.2494e-03 1.0000e+00 1.0429e-11 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.7587e+03 3.0457e-03 1.0000e+00 6.6780e-09 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.6550e+03 1.1570e-03 1.0000e+00 1.5792e-11 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.6491e+03 7.7465e-04 1.0000e+00 1.2480e-11 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.6653e+03 5.9458e-04 1.0000e+00 2.4204e-11 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.6520e+03 4.9639e-04 1.0000e+00 1.2992e-10 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.6605e+03 2.7609e-04 1.0000e+00 1.5378e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.6605e+03 2.2127e-04 1.0000e+00 4.2196e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.6531e+03 1.8210e-04 1.0000e+00 1.9461e-10 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.6252e+03 1.2161e-04 1.0000e+00 6.7997e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.6697e+03 9.9389e-05 1.0000e+00 2.0397e-10 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.6841e+03 7.3805e-05 1.0000e+00 1.4004e-10 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.6623e+03 5.0880e-05 1.0000e+00 2.9489e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.6431e+03 4.9914e-05 1.0000e+00 7.7201e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.6307e+03 4.7501e-05 1.0000e+00 7.6236e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.6179e+03 4.3785e-05 1.0000e+00 4.3874e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.6124e+03 4.3281e-05 1.0000e+00 4.2149e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.6119e+03 4.0383e-05 1.0000e+00 2.2481e-11 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.6145e+03 1.7694e-05 1.0000e+00 4.2296e-11 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 54.6533712535
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] c0 c1 c2 c3 c4
4.2577e+02 5.3743e+03 5.7290e+06 3.5134e-05 9.9996e-01 1.6339e-07 1.1732e-33 0.0000e+00
8.5779e+02 5.0818e+03 3.0953e+08 4.8506e-02 9.5149e-01 2.8799e-12 0.0000e+00 0.0000e+00
8.7843e+02 4.9695e+03 3.0916e+08 8.9495e-02 9.1051e-01 6.9171e-13 0.0000e+00 0.0000e+00
9.1772e+02 4.9168e+03 3.0918e+08 1.1022e-01 8.8978e-01 4.1545e-13 0.0000e+00 0.0000e+00
9.7304e+02 4.8925e+03 3.0897e+08 1.2444e-01 8.7556e-01 3.0592e-13 0.0000e+00 0.0000e+00
1.0350e+03 4.8828e+03 3.0902e+08 1.3089e-01 8.6911e-01 2.6882e-13 0.0000e+00 0.0000e+00
1.1000e+03 4.8731e+03 3.0881e+08 1.3656e-01 8.6344e-01 2.4077e-13 0.0000e+00 0.0000e+00
1.1690e+03 4.8717e+03 3.0818e+08 1.3683e-01 8.6317e-01 2.3899e-13 0.0000e+00 0.0000e+00
1.2425e+03 4.8700e+03 3.1058e+08 1.4110e-01 8.5890e-01 2.2249e-13 0.0000e+00 0.0000e+00
1.3205e+03 4.8774e+03 3.2349e+08 1.4174e-01 8.5826e-01 2.2997e-13 0.0000e+00 0.0000e+00
1.4033e+03 4.8928e+03 3.3993e+08 1.3795e-01 8.6205e-01 2.6075e-13 0.0000e+00 0.0000e+00
1.4915e+03 4.9157e+03 3.5248e+08 1.2950e-01 8.7050e-01 3.1955e-13 0.0000e+00 0.0000e+00
1.5852e+03 4.9366e+03 3.5787e+08 1.1812e-01 8.8188e-01 4.1056e-13 0.0000e+00 0.0000e+00
1.6847e+03 4.9530e+03 3.6003e+08 1.1014e-01 8.8986e-01 4.9247e-13 0.0000e+00 0.0000e+00
1.7904e+03 4.9774e+03 3.5731e+08 9.9001e-02 9.0100e-01 6.3523e-13 0.0000e+00 0.0000e+00
1.9028e+03 4.9966e+03 3.4767e+08 8.9302e-02 9.1070e-01 7.9155e-13 0.0000e+00 0.0000e+00
2.0223e+03 5.0154e+03 3.4133e+08 8.1113e-02 9.1889e-01 9.7635e-13 0.0000e+00 0.0000e+00
2.1493e+03 5.0269e+03 3.3395e+08 7.4625e-02 9.2538e-01 1.1608e-12 0.0000e+00 0.0000e+00
2.2843e+03 5.0342e+03 3.2791e+08 7.1939e-02 9.2806e-01 1.2400e-12 0.0000e+00 0.0000e+00
2.4277e+03 5.0242e+03 3.1868e+08 7.2335e-02 9.2766e-01 1.1862e-12 0.0000e+00 0.0000e+00
2.5802e+03 4.9960e+03 3.0545e+08 8.1330e-02 9.1867e-01 8.5821e-13 0.0000e+00 0.0000e+00
2.7422e+03 4.9431e+03 2.8555e+08 1.0087e-01 8.9913e-01 4.7365e-13 0.0000e+00 0.0000e+00
2.9144e+03 4.8604e+03 2.5787e+08 1.3782e-01 8.6218e-01 1.9258e-13 0.0000e+00 0.0000e+00
3.0973e+03 4.7583e+03 2.2064e+08 2.0738e-01 7.9262e-01 5.2789e-14 0.0000e+00 0.0000e+00
3.2918e+03 4.6431e+03 1.6897e+08 2.8959e-01 7.1041e-01 1.3831e-14 0.0000e+00 0.0000e+00
3.4986e+03 4.5416e+03 1.3927e+08 3.9444e-01 6.0556e-01 3.5423e-15 0.0000e+00 0.0000e+00
3.7182e+03 4.4346e+03 1.4739e+08 5.8637e-01 4.1363e-01 4.9948e-16 0.0000e+00 0.0000e+00
3.9517e+03 4.3055e+03 1.5196e+08 7.8793e-01 2.1207e-01 3.4658e-17 0.0000e+00 0.0000e+00
4.1999e+03 4.1822e+03 1.0135e+08 8.6378e-01 1.3622e-01 4.5865e-18 0.0000e+00 0.0000e+00
4.4636e+03 4.0806e+03 8.1941e+07 9.1863e-01 8.1368e-02 6.3874e-19 0.0000e+00 0.0000e+00
4.7438e+03 3.9782e+03 7.7691e+07 9.6267e-01 3.7331e-02 4.8143e-20 0.0000e+00 0.0000e+00
5.0416e+03 3.8750e+03 7.3097e+07 9.8365e-01 1.6353e-02 3.2823e-21 0.0000e+00 0.0000e+00
5.3582e+03 3.7646e+03 6.6978e+07 9.9322e-01 6.7844e-03 1.8785e-22 0.0000e+00 0.0000e+00
5.6947e+03 3.6526e+03 6.0530e+07 9.9741e-01 2.5855e-03 8.2078e-24 0.0000e+00 0.0000e+00
6.0522e+03 3.5310e+03 5.4642e+07 9.9916e-01 8.3989e-04 2.1847e-25 0.0000e+00 0.0000e+00
6.4323e+03 3.4004e+03 4.6651e+07 9.9976e-01 2.4020e-04 3.6730e-27 0.0000e+00 0.0000e+00
6.8362e+03 3.2686e+03 3.6048e+07 9.9994e-01 6.4890e-05 4.6147e-29 0.0000e+00 0.0000e+00
7.2654e+03 3.1403e+03 2.4890e+07 9.9998e-01 1.7136e-05 4.7480e-31 0.0000e+00 0.0000e+00
7.7216e+03 3.0254e+03 1.5841e+07 9.9999e-01 5.0609e-06 6.3077e-33 0.0000e+00 0.0000e+00
8.2065e+03 2.9186e+03 9.6155e+06 1.0000e+00 1.6452e-06 1.0699e-34 0.0000e+00 0.0000e+00
8.7177e+03 2.8151e+03 5.4305e+06 1.0000e+00 5.3368e-07 1.6581e-36 0.0000e+00 0.0000e+00
9.2147e+03 2.7224e+03 3.1979e+06 1.0000e+00 1.8329e-07 3.2141e-38 0.0000e+00 0.0000e+00
9.6291e+03 2.6507e+03 2.0654e+06 1.0000e+00 7.4106e-08 1.1510e-39 0.0000e+00 0.0000e+00
9.9539e+03 2.6031e+03 1.5030e+06 1.0000e+00 4.3076e-08 1.4690e-40 0.0000e+00 0.0000e+00
1.0246e+04 2.5679e+03 1.1216e+06 1.0000e+00 2.8101e-08 2.7674e-41 0.0000e+00 0.0000e+00
1.0542e+04 2.5403e+03 9.2116e+05 1.0000e+00 1.9110e-08 6.6183e-42 0.0000e+00 0.0000e+00
1.0840e+04 2.5157e+03 8.8236e+05 1.0000e+00 1.2148e-08 1.5246e-42 0.0000e+00 0.0000e+00
1.1119e+04 2.5014e+03 9.2642e+05 1.0000e+00 8.4123e-09 5.1007e-43 0.0000e+00 0.0000e+00
1.1356e+04 2.4934e+03 1.0442e+06 1.0000e+00 5.9869e-09 2.0039e-43 0.0000e+00 0.0000e+00
1.1540e+04 2.4862e+03 1.2650e+06 1.0000e+00 4.1477e-09 7.8473e-44 0.0000e+00 0.0000e+00
1.1677e+04 2.4819e+03 1.4511e+06 1.0000e+00 3.2785e-09 4.4842e-44 0.0000e+00 0.0000e+00
1.1784e+04 2.4766e+03 1.5105e+06 1.0000e+00 2.7063e-09 2.5223e-44 0.0000e+00 0.0000e+00
1.1876e+04 2.4694e+03 1.4727e+06 1.0000e+00 2.3577e-09 1.5414e-44 0.0000e+00 0.0000e+00
1.1964e+04 2.4572e+03 1.2904e+06 1.0000e+00 1.9569e-09 7.0065e-45 0.0000e+00 0.0000e+00
1.2056e+04 2.4387e+03 9.9585e+05 1.0000e+00 1.8014e-09 4.2039e-45 0.0000e+00 0.0000e+00
1.2170e+04 2.4222e+03 7.7378e+05 1.0000e+00 1.5002e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.2360e+04 2.3996e+03 5.8763e+05 1.0000e+00 1.1508e-09 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 2.3873e+03 4.4604e+05 1.0000e+00 1.0253e-09 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 2.3842e+03 3.6892e+05 1.0000e+00 1.1336e-09 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 2.3908e+03 3.2729e+05 1.0000e+00 1.4941e-09 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 2.3881e+03 2.7533e+05 1.0000e+00 1.7952e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.4509e+04 2.3894e+03 2.2652e+05 1.0000e+00 2.1029e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.5002e+04 2.3848e+03 1.8396e+05 1.0000e+00 2.1515e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.5476e+04 2.3793e+03 1.5209e+05 1.0000e+00 2.2124e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.5924e+04 2.3680e+03 1.1717e+05 1.0000e+00 2.2962e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.6356e+04 2.3647e+03 8.9915e+04 1.0000e+00 2.6645e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.6776e+04 2.3605e+03 7.1047e+04 1.0000e+00 2.9477e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.7184e+04 2.3609e+03 5.7946e+04 1.0000e+00 3.6985e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.7580e+04 2.3608e+03 4.3037e+04 1.0000e+00 4.2792e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.7990e+04 2.3449e+03 2.9545e+04 1.0000e+00 5.2448e-09 2.8026e-45 0.0000e+00 0.0000e+00
1.8458e+04 2.3272e+03 1.9108e+04 1.0000e+00 5.4789e-09 1.4013e-45 0.0000e+00 0.0000e+00
1.9085e+04 2.2922e+03 1.0857e+04 1.0000e+00 5.5213e-09 1.4013e-45 0.0000e+00 0.0000e+00
2.0000e+04 2.2402e+03 3.5192e+03 1.0000e+00 3.1088e-09 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 2.1872e+03 8.3459e+02 1.0000e+00 3.4131e-09 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.1343e+03 2.4179e+02 1.0000e+00 3.6310e-09 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.0980e+03 7.7303e+01 1.0000e+00 1.7874e-09 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.0282e+03 3.4177e+01 1.0000e+00 9.8272e-10 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.9925e+03 1.4053e+01 1.0000e+00 2.9814e-10 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.9458e+03 6.4055e+00 1.0000e+00 2.4046e-10 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.9288e+03 3.1369e+00 1.0000e+00 1.8730e-10 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.8858e+03 1.6577e+00 1.0000e+00 7.1508e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.8680e+03 1.0996e+00 1.0000e+00 5.3300e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.8302e+03 7.5733e-01 1.0000e+00 6.5675e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.8273e+03 4.4900e-01 1.0000e+00 5.0708e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.8102e+03 2.6694e-01 1.0000e+00 3.8664e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.7972e+03 1.7310e-01 1.0000e+00 3.6700e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.7985e+03 1.1438e-01 1.0000e+00 3.3758e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.7979e+03 6.7713e-02 1.0000e+00 1.7698e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.8033e+03 5.1068e-02 1.0000e+00 2.8197e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.7777e+03 3.7222e-02 1.0000e+00 3.9527e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.7643e+03 2.6392e-02 1.0000e+00 4.8528e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.8649e+03 1.7582e-02 1.0000e+00 4.1685e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.7590e+03 1.2882e-02 1.0000e+00 6.5011e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.7673e+03 7.7180e-03 1.0000e+00 2.7792e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.7268e+03 5.1635e-03 1.0000e+00 2.3908e-11 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.7178e+03 3.2411e-03 1.0000e+00 1.3911e-11 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.6996e+03 1.9634e-03 1.0000e+00 6.8316e-12 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.6914e+03 2.2386e-03 1.0000e+00 2.9260e-10 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.6723e+03 9.2993e-04 1.0000e+00 6.1323e-12 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.6483e+03 6.5597e-04 1.0000e+00 6.5112e-12 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.6553e+03 5.3621e-04 1.0000e+00 1.7428e-11 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.6251e+03 3.6218e-04 1.0000e+00 1.3592e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.6581e+03 2.7930e-04 1.0000e+00 2.6615e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.6488e+03 2.0522e-04 1.0000e+00 3.6196e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.6338e+03 1.4718e-04 1.0000e+00 3.5262e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.6257e+03 9.6639e-05 1.0000e+00 1.3465e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.6156e+03 9.0177e-05 1.0000e+00 1.2824e-10 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.6354e+03 7.4029e-05 1.0000e+00 3.0822e-10 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.6021e+03 5.5028e-05 1.0000e+00 1.4740e-10 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.6031e+03 4.6543e-05 1.0000e+00 6.8307e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.5970e+03 4.2393e-05 1.0000e+00 4.0533e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.5877e+03 3.8866e-05 1.0000e+00 2.3197e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.6005e+03 3.7597e-05 1.0000e+00 1.8129e-11 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.6005e+03 3.7157e-05 1.0000e+00 1.7804e-11 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.5608e+03 1.6760e-05 1.0000e+00 4.5205e-11 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 55.7908129104
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] c0 c1 c2 c3 c4
4.2577e+02 4.9297e+03 3.7773e+06 2.1622e-04 9.9978e-01 2.2848e-09 2.8494e-39 0.0000e+00
8.5779e+02 4.9282e+03 2.9078e+08 6.8227e-02 9.3177e-01 1.2292e-12 0.0000e+00 0.0000e+00
8.7843e+02 4.8595e+03 2.9055e+08 1.1909e-01 8.8091e-01 3.1951e-13 0.0000e+00 0.0000e+00
9.1772e+02 4.8206e+03 2.9057e+08 1.5397e-01 8.4603e-01 1.6411e-13 0.0000e+00 0.0000e+00
9.7304e+02 4.8099e+03 2.9039e+08 1.7292e-01 8.2708e-01 1.1972e-13 0.0000e+00 0.0000e+00
1.0350e+03 4.8007e+03 2.9044e+08 1.8114e-01 8.1886e-01 1.0527e-13 0.0000e+00 0.0000e+00
1.1000e+03 4.7976e+03 2.9025e+08 1.8952e-01 8.1048e-01 9.2634e-14 0.0000e+00 0.0000e+00
1.1690e+03 4.7921e+03 2.8965e+08 1.9040e-01 8.0960e-01 9.1216e-14 0.0000e+00 0.0000e+00
1.2425e+03 4.7948e+03 2.9192e+08 1.9318e-01 8.0682e-01 8.8287e-14 0.0000e+00 0.0000e+00
1.3205e+03 4.8086e+03 3.0405e+08 1.9278e-01 8.0722e-01 9.2905e-14 0.0000e+00 0.0000e+00
1.4033e+03 4.8244e+03 3.1950e+08 1.8677e-01 8.1323e-01 1.0734e-13 0.0000e+00 0.0000e+00
1.4915e+03 4.8506e+03 3.3128e+08 1.7276e-01 8.2724e-01 1.3885e-13 0.0000e+00 0.0000e+00
1.5852e+03 4.8673e+03 3.3633e+08 1.5844e-01 8.4156e-01 1.7866e-13 0.0000e+00 0.0000e+00
1.6847e+03 4.8888e+03 3.3835e+08 1.4726e-01 8.5274e-01 2.1859e-13 0.0000e+00 0.0000e+00
1.7904e+03 4.9150e+03 3.3576e+08 1.3000e-01 8.7000e-01 2.9986e-13 0.0000e+00 0.0000e+00
