#NTIMES: 145 
#NSTAGES: 3 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
28986.97 9.99e-01 1.37e-03 9.23e-26 
#TIME: 17.34 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 2.61e-12 6.62e-04 9.99e-01 
999.11 2.56e-12 6.51e-04 9.99e-01 
1267.34 2.51e-12 6.39e-04 9.99e-01 
1514.05 2.76e-12 6.74e-04 9.99e-01 
1808.80 2.46e-12 6.35e-04 9.99e-01 
1919.29 2.43e-12 6.30e-04 9.99e-01 
2160.92 2.19e-12 5.84e-04 9.99e-01 
2292.92 2.06e-12 5.73e-04 9.99e-01 
2432.98 1.75e-12 5.15e-04 9.99e-01 
2581.60 1.82e-12 5.34e-04 9.99e-01 
2739.29 1.92e-12 5.64e-04 9.99e-01 
2906.62 2.14e-12 6.16e-04 9.99e-01 
3084.17 2.25e-12 6.63e-04 9.99e-01 
3272.56 2.25e-12 6.88e-04 9.99e-01 
3472.46 2.56e-12 7.93e-04 9.99e-01 
3684.57 2.91e-12 9.09e-04 9.99e-01 
3909.64 3.43e-12 1.10e-03 9.99e-01 
4148.46 4.65e-12 1.43e-03 9.99e-01 
4401.86 7.84e-12 2.06e-03 9.98e-01 
4670.75 1.27e-11 2.96e-03 9.97e-01 
4956.05 1.62e-11 3.71e-03 9.96e-01 
5258.79 2.05e-11 4.70e-03 9.95e-01 
5580.02 3.46e-11 7.10e-03 9.93e-01 
5920.87 6.62e-11 1.19e-02 9.88e-01 
6282.54 1.24e-10 1.90e-02 9.81e-01 
6666.30 2.71e-10 3.36e-02 9.66e-01 
7073.50 7.03e-10 6.74e-02 9.33e-01 
7505.58 1.85e-09 1.38e-01 8.62e-01 
7964.05 5.82e-09 3.03e-01 6.97e-01 
8450.53 1.87e-08 6.08e-01 3.92e-01 
8966.72 4.47e-08 8.73e-01 1.27e-01 
9514.44 1.03e-07 9.78e-01 2.20e-02 
10095.62 2.90e-07 9.99e-01 1.43e-03 
10712.30 9.35e-07 1.00e+00 4.98e-05 
11366.65 2.99e-06 1.00e+00 3.55e-06 
12061.10 8.92e-06 1.00e+00 2.16e-08 
12793.43 2.68e-05 1.00e+00 9.23e-10 
13528.61 6.52e-05 1.00e+00 4.66e-11 
14194.74 1.43e-04 1.00e+00 2.91e-12 
14757.77 2.92e-04 1.00e+00 3.20e-13 
15240.48 6.73e-04 9.99e-01 3.53e-14 
15646.99 1.98e-03 9.98e-01 3.03e-15 
15960.30 6.04e-03 9.94e-01 2.97e-16 
16187.41 2.18e-02 9.78e-01 4.70e-17 
16354.17 3.94e-02 9.61e-01 9.44e-18 
16484.18 8.02e-02 9.20e-01 2.96e-18 
16593.12 6.88e-02 9.31e-01 1.64e-18 
16691.99 4.55e-02 9.55e-01 1.05e-18 
16788.59 3.96e-02 9.60e-01 6.46e-19 
16888.37 9.42e-02 9.06e-01 3.13e-19 
16998.79 1.82e-01 8.18e-01 1.15e-19 
17146.37 2.00e-01 8.00e-01 5.21e-20 
17415.23 1.49e-01 8.51e-01 2.32e-20 
17888.12 1.07e-01 8.93e-01 7.18e-21 
18532.37 5.41e-01 4.59e-01 2.02e-22 
19260.76 6.66e-01 3.34e-01 1.58e-23 
20034.10 6.39e-01 3.61e-01 2.21e-24 
20838.00 8.22e-01 1.78e-01 2.05e-25 
21647.97 8.77e-01 1.23e-01 1.86e-26 
22447.94 9.17e-01 8.35e-02 4.36e-27 
23245.88 9.41e-01 5.93e-02 5.63e-27 
24052.47 9.61e-01 3.91e-02 9.80e-27 
24867.72 9.76e-01 2.42e-02 1.62e-26 
25698.86 9.86e-01 1.36e-02 2.53e-26 
26587.16 9.93e-01 7.03e-03 3.60e-26 
27637.54 9.96e-01 3.66e-03 7.41e-26 
28986.97 9.99e-01 1.26e-03 1.28e-25 
#TIME: 17.70 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 3.20e-12 7.83e-04 9.99e-01 
999.11 3.24e-12 7.88e-04 9.99e-01 
1267.34 3.29e-12 7.93e-04 9.99e-01 
1514.05 3.61e-12 8.39e-04 9.99e-01 
1808.80 3.33e-12 8.09e-04 9.99e-01 
1919.29 3.38e-12 8.20e-04 9.99e-01 
2160.92 3.10e-12 7.75e-04 9.99e-01 
2292.92 2.94e-12 7.64e-04 9.99e-01 
2432.98 2.54e-12 6.88e-04 9.99e-01 
2581.60 2.69e-12 7.32e-04 9.99e-01 
2739.29 2.69e-12 7.37e-04 9.99e-01 
2906.62 3.08e-12 8.26e-04 9.99e-01 
3084.17 3.31e-12 8.98e-04 9.99e-01 
3272.56 3.19e-12 9.03e-04 9.99e-01 
3472.46 3.67e-12 1.05e-03 9.99e-01 
3684.57 4.50e-12 1.29e-03 9.99e-01 
3909.64 5.26e-12 1.55e-03 9.98e-01 
4148.46 7.14e-12 2.00e-03 9.98e-01 
4401.86 1.23e-11 2.93e-03 9.97e-01 
4670.75 1.98e-11 4.16e-03 9.96e-01 
4956.05 2.67e-11 5.47e-03 9.95e-01 
5258.79 3.38e-11 6.94e-03 9.93e-01 
5580.02 5.96e-11 1.09e-02 9.89e-01 
5920.87 1.05e-10 1.68e-02 9.83e-01 
6282.54 2.02e-10 2.75e-02 9.73e-01 
6666.30 4.39e-10 4.82e-02 9.52e-01 
7073.50 1.11e-09 9.37e-02 9.06e-01 
7505.58 2.83e-09 1.85e-01 8.15e-01 
7964.05 8.79e-09 3.99e-01 6.01e-01 
8450.53 2.49e-08 7.08e-01 2.92e-01 
8966.72 5.46e-08 9.15e-01 8.45e-02 
9514.44 1.22e-07 9.86e-01 1.40e-02 
10095.62 3.54e-07 9.99e-01 9.38e-04 
10712.30 1.11e-06 1.00e+00 2.92e-05 
11366.65 3.57e-06 1.00e+00 3.55e-07 
12061.10 1.06e-05 1.00e+00 1.28e-08 
12793.43 2.94e-05 1.00e+00 5.85e-10 
13528.61 7.85e-05 1.00e+00 2.75e-11 
14194.74 1.85e-04 1.00e+00 1.67e-12 
14757.77 2.68e-04 1.00e+00 1.79e-13 
15240.48 7.93e-04 9.99e-01 1.84e-14 
15646.99 2.60e-03 9.97e-01 1.80e-15 
15960.30 1.21e-02 9.88e-01 1.45e-16 
16187.41 2.89e-02 9.71e-01 2.04e-17 
16354.17 5.06e-02 9.49e-01 4.63e-18 
16484.18 6.86e-02 9.31e-01 1.93e-18 
16593.12 5.66e-02 9.43e-01 1.19e-18 
16691.99 1.50e-01 8.50e-01 3.64e-19 
16788.59 1.73e-01 8.27e-01 2.19e-19 
16888.37 5.49e-02 9.45e-01 3.19e-19 
16998.79 1.78e-01 8.22e-01 5.85e-20 
17146.37 1.66e-01 8.34e-01 4.05e-20 
17415.23 7.02e-02 9.30e-01 3.32e-20 
17888.12 1.36e-01 8.64e-01 3.81e-21 
18532.37 3.77e-01 6.23e-01 1.40e-22 
19260.76 3.15e-01 6.85e-01 3.60e-23 
20034.10 7.86e-01 2.14e-01 7.09e-25 
20838.00 8.47e-01 1.53e-01 8.22e-26 
21647.97 8.98e-01 1.02e-01 1.06e-26 
22447.94 3.56e-01 6.44e-01 8.39e-26 
23245.88 6.23e-01 3.77e-01 2.55e-26 
24052.47 7.00e-01 3.00e-01 5.30e-26 
24867.72 9.80e-01 2.04e-02 1.80e-26 
25698.86 9.89e-01 1.13e-02 2.69e-26 
26587.16 9.94e-01 5.82e-03 4.08e-26 
27637.54 9.97e-01 3.02e-03 7.44e-26 
28986.97 9.99e-01 1.25e-03 1.80e-25 
#TIME: 18.06 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 3.95e-12 9.21e-04 9.99e-01 
999.11 4.17e-12 9.59e-04 9.99e-01 
1267.34 4.43e-12 1.00e-03 9.99e-01 
1514.05 4.98e-12 1.08e-03 9.99e-01 
1808.80 4.68e-12 1.06e-03 9.99e-01 
1919.29 4.87e-12 1.09e-03 9.99e-01 
2160.92 4.57e-12 1.06e-03 9.99e-01 
2292.92 4.44e-12 1.06e-03 9.99e-01 
2432.98 4.18e-12 1.04e-03 9.99e-01 
2581.60 4.11e-12 1.04e-03 9.99e-01 
2739.29 4.13e-12 1.04e-03 9.99e-01 
2906.62 4.64e-12 1.14e-03 9.99e-01 
3084.17 4.75e-12 1.19e-03 9.99e-01 
3272.56 4.81e-12 1.25e-03 9.99e-01 
3472.46 5.74e-12 1.50e-03 9.98e-01 
3684.57 6.92e-12 1.81e-03 9.98e-01 
3909.64 8.20e-12 2.19e-03 9.98e-01 
4148.46 1.16e-11 2.92e-03 9.97e-01 
4401.86 1.91e-11 4.10e-03 9.96e-01 
4670.75 3.23e-11 6.09e-03 9.94e-01 
4956.05 4.33e-11 7.96e-03 9.92e-01 
5258.79 5.72e-11 1.05e-02 9.90e-01 
5580.02 9.68e-11 1.57e-02 9.84e-01 
5920.87 1.77e-10 2.48e-02 9.75e-01 
6282.54 3.20e-10 3.85e-02 9.62e-01 
6666.30 7.20e-10 6.93e-02 9.31e-01 
7073.50 1.86e-09 1.38e-01 8.62e-01 
7505.58 4.63e-09 2.62e-01 7.38e-01 
7964.05 1.28e-08 5.07e-01 4.93e-01 
8450.53 3.21e-08 7.88e-01 2.12e-01 
8966.72 6.57e-08 9.43e-01 5.68e-02 
9514.44 1.48e-07 9.93e-01 6.65e-03 
10095.62 4.30e-07 1.00e+00 4.28e-04 
10712.30 1.34e-06 1.00e+00 1.03e-05 
11366.65 4.17e-06 1.00e+00 2.07e-07 
12061.10 1.30e-05 1.00e+00 7.47e-09 
12793.43 3.48e-05 1.00e+00 3.32e-10 
13528.61 8.24e-05 1.00e+00 1.52e-11 
14194.74 2.43e-04 1.00e+00 9.23e-13 
14757.77 3.80e-04 1.00e+00 1.02e-13 
15240.48 9.21e-04 9.99e-01 1.01e-14 
15646.99 3.40e-03 9.97e-01 9.63e-16 
15960.30 9.96e-03 9.90e-01 8.67e-17 
16187.41 4.19e-02 9.58e-01 8.54e-18 
16354.17 6.88e-02 9.31e-01 2.13e-18 
16484.18 7.70e-02 9.23e-01 8.97e-19 
16593.12 1.25e-01 8.75e-01 3.78e-19 
16691.99 1.78e-01 8.22e-01 1.61e-19 
16788.59 2.33e-01 7.67e-01 9.59e-20 
16888.37 9.18e-02 9.08e-01 9.88e-20 
16998.79 1.53e-01 8.47e-01 3.22e-20 
17146.37 3.20e-01 6.80e-01 1.31e-20 
17415.23 9.08e-02 9.09e-01 9.86e-21 
17888.12 1.89e-01 8.11e-01 1.07e-21 
18532.37 3.62e-01 6.38e-01 1.19e-22 
19260.76 7.34e-01 2.66e-01 4.37e-24 
20034.10 8.10e-01 1.90e-01 3.68e-25 
20838.00 8.65e-01 1.35e-01 4.25e-26 
21647.97 9.11e-01 8.92e-02 5.20e-27 
22447.94 9.39e-01 6.07e-02 8.85e-28 
23245.88 9.57e-01 4.26e-02 9.61e-28 
24052.47 9.72e-01 2.75e-02 1.33e-27 
24867.72 9.83e-01 1.67e-02 1.94e-26 
25698.86 9.90e-01 9.54e-03 3.14e-26 
26587.16 9.95e-01 5.02e-03 5.18e-26 
27637.54 9.98e-01 2.36e-03 7.96e-26 
28986.97 9.99e-01 8.94e-04 1.32e-25 
#TIME: 18.44 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 5.74e-12 1.24e-03 9.99e-01 
999.11 5.92e-12 1.28e-03 9.99e-01 
1267.34 6.22e-12 1.32e-03 9.99e-01 
1514.05 7.05e-12 1.43e-03 9.99e-01 
1808.80 6.39e-12 1.34e-03 9.99e-01 
1919.29 6.94e-12 1.44e-03 9.99e-01 
2160.92 6.81e-12 1.45e-03 9.99e-01 
2292.92 6.75e-12 1.48e-03 9.99e-01 
2432.98 6.35e-12 1.44e-03 9.99e-01 
2581.60 6.41e-12 1.47e-03 9.99e-01 
2739.29 6.56e-12 1.50e-03 9.99e-01 
2906.62 7.65e-12 1.70e-03 9.98e-01 
3084.17 7.63e-12 1.73e-03 9.98e-01 
3272.56 7.93e-12 1.86e-03 9.98e-01 
3472.46 8.88e-12 2.10e-03 9.98e-01 
3684.57 1.13e-11 2.67e-03 9.97e-01 
3909.64 1.31e-11 3.17e-03 9.97e-01 
4148.46 1.82e-11 4.14e-03 9.96e-01 
4401.86 3.17e-11 6.10e-03 9.94e-01 
4670.75 5.32e-11 8.94e-03 9.91e-01 
4956.05 7.18e-11 1.18e-02 9.88e-01 
5258.79 9.37e-11 1.52e-02 9.85e-01 
5580.02 1.64e-10 2.34e-02 9.77e-01 
5920.87 2.89e-10 3.55e-02 9.64e-01 
6282.54 5.40e-10 5.67e-02 9.43e-01 
6666.30 1.16e-09 9.84e-02 9.02e-01 
7073.50 2.87e-09 1.86e-01 8.14e-01 
7505.58 7.10e-09 3.50e-01 6.50e-01 
7964.05 1.78e-08 6.11e-01 3.89e-01 
8450.53 4.07e-08 8.60e-01 1.40e-01 
8966.72 7.97e-08 9.67e-01 3.34e-02 
9514.44 1.80e-07 9.96e-01 4.28e-03 
10095.62 5.30e-07 1.00e+00 3.29e-04 
10712.30 1.62e-06 1.00e+00 6.08e-06 
11366.65 4.86e-06 1.00e+00 1.18e-07 
12061.10 1.57e-05 1.00e+00 4.29e-09 
12793.43 4.24e-05 1.00e+00 1.90e-10 
13528.61 1.04e-04 1.00e+00 8.61e-12 
14194.74 3.02e-04 1.00e+00 5.14e-13 
14757.77 4.89e-04 1.00e+00 5.17e-14 
15240.48 1.03e-03 9.99e-01 5.36e-15 
15646.99 3.88e-03 9.96e-01 4.88e-16 
15960.30 1.40e-02 9.86e-01 4.21e-17 
16187.41 4.00e-02 9.60e-01 4.06e-18 
16354.17 7.65e-02 9.23e-01 1.13e-18 
16484.18 8.55e-02 9.14e-01 3.46e-19 
16593.12 8.39e-02 9.16e-01 2.62e-19 
16691.99 2.46e-01 7.54e-01 8.57e-20 
16788.59 1.56e-01 8.44e-01 4.61e-20 
16888.37 1.36e-01 8.64e-01 3.03e-20 
16998.79 2.87e-01 7.13e-01 1.46e-20 
17146.37 3.80e-01 6.20e-01 5.77e-21 
17415.23 2.31e-01 7.69e-01 2.65e-21 
17888.12 5.00e-01 5.00e-01 2.95e-22 
18532.37 5.77e-01 4.23e-01 3.44e-23 
19260.76 3.75e-01 6.25e-01 7.37e-24 
20034.10 8.36e-01 1.64e-01 2.15e-25 
20838.00 8.86e-01 1.14e-01 1.96e-26 
21647.97 7.79e-01 2.21e-01 1.20e-26 
22447.94 9.50e-01 4.95e-02 3.87e-27 
23245.88 9.66e-01 3.44e-02 7.25e-27 
24052.47 9.78e-01 2.24e-02 1.33e-26 
24867.72 9.86e-01 1.37e-02 2.18e-26 
25698.86 9.92e-01 7.69e-03 3.31e-26 
26587.16 9.96e-01 4.25e-03 5.68e-26 
27637.54 9.98e-01 2.09e-03 1.04e-25 
28986.97 9.99e-01 8.73e-04 2.39e-25 
#TIME: 18.82 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 9.28e-12 1.84e-03 9.98e-01 
999.11 9.23e-12 1.84e-03 9.98e-01 
1267.34 9.76e-12 1.91e-03 9.98e-01 
1514.05 1.07e-11 1.99e-03 9.98e-01 
1808.80 9.40e-12 1.81e-03 9.98e-01 
1919.29 1.03e-11 1.95e-03 9.98e-01 
2160.92 1.05e-11 2.03e-03 9.98e-01 
2292.92 1.05e-11 2.09e-03 9.98e-01 
2432.98 1.00e-11 2.05e-03 9.98e-01 
2581.60 9.99e-12 2.08e-03 9.98e-01 
2739.29 1.06e-11 2.20e-03 9.98e-01 
2906.62 1.24e-11 2.48e-03 9.98e-01 
3084.17 1.24e-11 2.54e-03 9.97e-01 
3272.56 1.32e-11 2.78e-03 9.97e-01 
3472.46 1.52e-11 3.22e-03 9.97e-01 
3684.57 1.87e-11 3.94e-03 9.96e-01 
3909.64 2.19e-11 4.72e-03 9.95e-01 
4148.46 2.96e-11 6.01e-03 9.94e-01 
4401.86 5.17e-11 8.89e-03 9.91e-01 
4670.75 9.14e-11 1.37e-02 9.86e-01 
4956.05 1.19e-10 1.73e-02 9.83e-01 
5258.79 1.56e-10 2.23e-02 9.78e-01 
5580.02 2.72e-10 3.41e-02 9.66e-01 
5920.87 4.91e-10 5.29e-02 9.47e-01 
6282.54 9.12e-10 8.34e-02 9.17e-01 
6666.30 1.96e-09 1.44e-01 8.56e-01 
7073.50 4.60e-09 2.59e-01 7.41e-01 
7505.58 1.06e-08 4.53e-01 5.47e-01 
7964.05 2.41e-08 7.17e-01 2.83e-01 
8450.53 4.99e-08 9.06e-01 9.36e-02 
8966.72 9.59e-08 9.80e-01 2.04e-02 
9514.44 2.23e-07 9.98e-01 2.45e-03 
10095.62 6.47e-07 1.00e+00 1.69e-04 
10712.30 2.00e-06 1.00e+00 4.81e-06 
11366.65 5.83e-06 1.00e+00 6.54e-08 
12061.10 1.74e-05 1.00e+00 2.57e-09 
12793.43 4.81e-05 1.00e+00 1.08e-10 
13528.61 1.29e-04 1.00e+00 4.95e-12 
14194.74 2.91e-04 1.00e+00 3.12e-13 
14757.77 4.51e-04 1.00e+00 2.94e-14 
15240.48 6.89e-04 9.99e-01 3.05e-15 
15646.99 3.70e-03 9.96e-01 2.30e-16 
15960.30 1.49e-02 9.85e-01 1.75e-17 
16187.41 4.20e-02 9.58e-01 2.24e-18 
16354.17 1.25e-01 8.75e-01 3.92e-19 
16484.18 1.57e-01 8.43e-01 1.39e-19 
16593.12 7.82e-02 9.22e-01 1.53e-19 
16691.99 2.99e-01 7.01e-01 3.32e-20 
16788.59 2.47e-01 7.53e-01 1.66e-20 
16888.37 1.69e-01 8.31e-01 1.93e-20 
16998.79 2.28e-01 7.72e-01 6.16e-21 
17146.37 3.59e-01 6.41e-01 2.39e-21 
17415.23 2.40e-01 7.60e-01 1.48e-21 
17888.12 5.97e-01 4.03e-01 1.03e-22 
18532.37 7.08e-01 2.92e-01 1.07e-23 
19260.76 7.96e-01 2.04e-01 1.09e-24 
20034.10 8.56e-01 1.44e-01 1.10e-25 
20838.00 3.35e-01 6.65e-01 3.57e-25 
21647.97 9.37e-01 6.34e-02 1.66e-27 
22447.94 9.58e-01 4.16e-02 4.40e-27 
23245.88 9.72e-01 2.80e-02 8.23e-27 
24052.47 9.82e-01 1.76e-02 1.42e-26 
24867.72 9.90e-01 1.03e-02 2.22e-26 
25698.86 9.94e-01 5.61e-03 3.20e-26 
26587.16 9.97e-01 3.07e-03 5.12e-26 
27637.54 9.99e-01 1.27e-03 6.31e-26 
28986.97 9.66e-01 3.42e-02 6.26e-24 
#TIME: 19.21 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 1.44e-11 2.63e-03 9.97e-01 
999.11 1.39e-11 2.55e-03 9.97e-01 
1267.34 1.48e-11 2.64e-03 9.97e-01 
1514.05 1.71e-11 2.86e-03 9.97e-01 
1808.80 1.55e-11 2.69e-03 9.97e-01 
1919.29 1.65e-11 2.82e-03 9.97e-01 
2160.92 1.63e-11 2.83e-03 9.97e-01 
2292.92 1.61e-11 2.88e-03 9.97e-01 
2432.98 1.59e-11 2.91e-03 9.97e-01 
2581.60 1.57e-11 2.94e-03 9.97e-01 
2739.29 1.74e-11 3.20e-03 9.97e-01 
2906.62 2.06e-11 3.68e-03 9.96e-01 
3084.17 2.19e-11 3.97e-03 9.96e-01 
3272.56 2.22e-11 4.16e-03 9.96e-01 
3472.46 2.58e-11 4.84e-03 9.95e-01 
3684.57 3.14e-11 5.86e-03 9.94e-01 
3909.64 3.65e-11 6.97e-03 9.93e-01 
4148.46 4.85e-11 8.77e-03 9.91e-01 
4401.86 8.98e-11 1.37e-02 9.86e-01 
4670.75 1.47e-10 1.95e-02 9.81e-01 
4956.05 2.02e-10 2.57e-02 9.74e-01 
5258.79 2.57e-10 3.23e-02 9.68e-01 
5580.02 4.51e-10 4.95e-02 9.50e-01 
5920.87 7.92e-10 7.49e-02 9.25e-01 
6282.54 1.51e-09 1.20e-01 8.80e-01 
6666.30 3.19e-09 2.03e-01 7.97e-01 
7073.50 7.35e-09 3.57e-01 6.43e-01 
7505.58 1.55e-08 5.73e-01 4.27e-01 
7964.05 3.14e-08 8.00e-01 2.00e-01 
8450.53 6.09e-08 9.40e-01 5.98e-02 
8966.72 1.17e-07 9.88e-01 1.22e-02 
9514.44 2.75e-07 9.99e-01 1.31e-03 
10095.62 7.96e-07 1.00e+00 6.57e-05 
10712.30 2.40e-06 1.00e+00 1.01e-06 
11366.65 7.46e-06 1.00e+00 3.63e-08 
12061.10 2.09e-05 1.00e+00 1.44e-09 
12793.43 5.86e-05 1.00e+00 6.10e-11 
13528.61 1.50e-04 1.00e+00 2.89e-12 
14194.74 3.07e-04 1.00e+00 1.63e-13 
14757.77 7.11e-04 9.99e-01 1.51e-14 
15240.48 1.26e-03 9.99e-01 1.47e-15 
15646.99 4.74e-03 9.95e-01 1.07e-16 
15960.30 1.71e-02 9.83e-01 8.26e-18 
16187.41 6.33e-02 9.37e-01 9.28e-19 
16354.17 2.14e-01 7.86e-01 1.88e-19 
16484.18 3.01e-01 6.99e-01 5.53e-20 
16593.12 2.31e-01 7.69e-01 3.25e-20 
16691.99 2.82e-01 7.18e-01 1.50e-20 
16788.59 3.86e-01 6.14e-01 7.99e-21 
16888.37 3.16e-01 6.84e-01 5.29e-21 
16998.79 1.09e-01 8.91e-01 6.55e-21 
17146.37 4.96e-01 5.04e-01 1.07e-21 
17415.23 3.50e-01 6.50e-01 5.57e-22 
17888.12 2.65e-01 7.35e-01 1.38e-22 
18532.37 7.45e-01 2.55e-01 5.01e-24 
19260.76 8.27e-01 1.73e-01 4.05e-25 
20034.10 8.79e-01 1.21e-01 4.04e-26 
20838.00 4.84e-01 5.16e-01 8.35e-26 
21647.97 9.50e-01 5.01e-02 2.66e-27 
22447.94 9.67e-01 3.29e-02 4.62e-27 
23245.88 9.78e-01 2.19e-02 8.83e-27 
24052.47 9.86e-01 1.37e-02 1.58e-26 
24867.72 9.92e-01 8.22e-03 2.58e-26 
25698.86 9.95e-01 4.68e-03 4.18e-26 
26587.16 9.97e-01 2.53e-03 6.71e-26 
27637.54 9.99e-01 1.29e-03 1.53e-25 
28986.97 1.00e+00 3.28e-04 1.77e-27 
#TIME: 19.60 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 2.17e-11 3.65e-03 9.96e-01 
999.11 2.25e-11 3.70e-03 9.96e-01 
1267.34 2.36e-11 3.80e-03 9.96e-01 
1514.05 2.95e-11 4.39e-03 9.96e-01 
1808.80 2.57e-11 3.98e-03 9.96e-01 
1919.29 2.81e-11 4.27e-03 9.96e-01 
2160.92 2.67e-11 4.12e-03 9.96e-01 
2292.92 2.61e-11 4.16e-03 9.96e-01 
2432.98 2.57e-11 4.21e-03 9.96e-01 
2581.60 2.60e-11 4.32e-03 9.96e-01 
2739.29 2.87e-11 4.67e-03 9.95e-01 
2906.62 3.35e-11 5.31e-03 9.95e-01 
3084.17 3.56e-11 5.74e-03 9.94e-01 
3272.56 3.85e-11 6.32e-03 9.94e-01 
3472.46 4.42e-11 7.29e-03 9.93e-01 
3684.57 5.27e-11 8.69e-03 9.91e-01 
3909.64 6.26e-11 1.05e-02 9.90e-01 
4148.46 8.42e-11 1.35e-02 9.87e-01 
4401.86 1.48e-10 2.00e-02 9.80e-01 
4670.75 2.48e-10 2.89e-02 9.71e-01 
4956.05 3.40e-10 3.80e-02 9.62e-01 
5258.79 4.35e-10 4.76e-02 9.52e-01 
5580.02 7.58e-10 7.24e-02 9.28e-01 
5920.87 1.36e-09 1.11e-01 8.89e-01 
6282.54 2.53e-09 1.74e-01 8.26e-01 
6666.30 5.25e-09 2.87e-01 7.13e-01 
7073.50 1.12e-08 4.66e-01 5.34e-01 
7505.58 2.12e-08 6.72e-01 3.28e-01 
7964.05 3.95e-08 8.66e-01 1.34e-01 
8450.53 7.48e-08 9.64e-01 3.59e-02 
8966.72 1.45e-07 9.93e-01 6.70e-03 
9514.44 3.41e-07 9.99e-01 5.57e-04 
10095.62 9.82e-07 1.00e+00 1.43e-05 
10712.30 2.91e-06 1.00e+00 4.72e-07 
11366.65 8.80e-06 1.00e+00 2.00e-08 
12061.10 2.46e-05 1.00e+00 8.10e-10 
12793.43 6.77e-05 1.00e+00 3.50e-11 
13528.61 1.66e-04 1.00e+00 1.63e-12 
14194.74 4.15e-04 1.00e+00 8.61e-14 
14757.77 7.94e-04 9.99e-01 8.09e-15 
15240.48 1.37e-03 9.99e-01 6.11e-16 
15646.99 6.54e-03 9.93e-01 5.43e-17 
15960.30 3.39e-02 9.66e-01 3.43e-18 
16187.41 1.03e-01 8.97e-01 3.62e-19 
16354.17 2.50e-01 7.50e-01 6.63e-20 
16484.18 2.00e-01 8.00e-01 3.56e-20 
16593.12 3.64e-01 6.36e-01 1.30e-20 
16691.99 3.32e-01 6.68e-01 6.69e-21 
16788.59 3.04e-01 6.96e-01 5.54e-21 
16888.37 4.73e-01 5.27e-01 2.03e-21 
16998.79 2.96e-01 7.04e-01 1.88e-21 
17146.37 3.92e-01 6.08e-01 7.10e-22 
17415.23 3.55e-01 6.45e-01 2.15e-22 
17888.12 2.95e-01 7.05e-01 3.28e-23 
18532.37 3.27e-01 6.73e-01 1.29e-23 
19260.76 8.39e-01 1.61e-01 1.93e-25 
20034.10 9.00e-01 1.00e-01 1.81e-26 
20838.00 9.34e-01 6.56e-02 1.83e-27 
21647.97 9.59e-01 4.07e-02 2.99e-27 
22447.94 9.74e-01 2.65e-02 5.26e-27 
23245.88 9.83e-01 1.74e-02 9.98e-27 
24052.47 9.89e-01 1.10e-02 1.80e-26 
24867.72 9.72e-02 9.03e-01 9.48e-25 
25698.86 9.96e-01 3.54e-03 4.32e-26 
26587.16 9.98e-01 1.93e-03 7.04e-26 
27637.54 9.99e-01 9.71e-04 1.28e-25 
28986.97 1.00e+00 4.01e-04 4.22e-25 
#TIME: 20.01 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 3.06e-11 4.70e-03 9.95e-01 
999.11 3.72e-11 5.45e-03 9.95e-01 
1267.34 4.05e-11 5.74e-03 9.94e-01 
1514.05 4.77e-11 6.36e-03 9.94e-01 
1808.80 4.40e-11 6.03e-03 9.94e-01 
1919.29 4.73e-11 6.38e-03 9.94e-01 
2160.92 4.63e-11 6.31e-03 9.94e-01 
2292.92 4.39e-11 6.15e-03 9.94e-01 
2432.98 4.15e-11 6.03e-03 9.94e-01 
2581.60 4.42e-11 6.39e-03 9.94e-01 
2739.29 4.76e-11 6.84e-03 9.93e-01 
2906.62 5.74e-11 7.97e-03 9.92e-01 
