#NTIMES: 145 
#NSTAGES: 3 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
5920.87 3.58e-15 1.23e-06 1.00e+00 
6282.54 3.58e-15 1.31e-06 1.00e+00 
6666.30 3.75e-15 1.38e-06 1.00e+00 
7073.50 4.20e-15 1.57e-06 1.00e+00 
7505.58 4.57e-15 1.80e-06 1.00e+00 
7964.05 6.30e-15 2.58e-06 1.00e+00 
8450.53 9.95e-15 3.82e-06 1.00e+00 
8966.72 1.73e-14 6.17e-06 1.00e+00 
9514.44 3.99e-14 1.23e-05 1.00e+00 
10095.62 1.60e-13 3.67e-05 1.00e+00 
10712.30 1.08e-12 1.61e-04 1.00e+00 
11366.65 1.28e-11 1.02e-03 9.99e-01 
12061.10 4.81e-10 1.67e-02 9.83e-01 
12793.43 2.15e-08 2.66e-01 7.34e-01 
13528.61 2.94e-07 9.41e-01 5.88e-02 
14194.74 1.18e-06 9.99e-01 1.45e-03 
14757.77 3.69e-06 1.00e+00 6.30e-05 
15240.48 1.12e-05 1.00e+00 1.41e-06 
15646.99 3.58e-05 1.00e+00 1.04e-07 
15960.30 1.38e-04 1.00e+00 5.75e-09 
16187.41 3.43e-04 1.00e+00 8.21e-10 
16354.17 8.68e-04 9.99e-01 9.32e-11 
16484.18 1.11e-03 9.99e-01 3.52e-11 
16593.12 1.46e-03 9.99e-01 1.54e-11 
16691.99 2.09e-03 9.98e-01 3.92e-12 
16788.59 3.42e-03 9.97e-01 1.50e-12 
16888.37 4.57e-03 9.95e-01 6.61e-13 
16998.79 6.31e-03 9.94e-01 1.87e-13 
17146.37 1.02e-02 9.90e-01 4.47e-14 
17415.23 2.11e-02 9.79e-01 6.85e-15 
17888.12 6.02e-02 9.40e-01 2.78e-16 
18532.37 2.44e-01 7.56e-01 2.39e-18 
19260.76 5.17e-01 4.83e-01 3.09e-20 
20034.10 8.01e-01 1.99e-01 2.45e-22 
20838.00 8.30e-01 1.70e-01 9.44e-24 
21647.97 9.64e-01 3.55e-02 7.34e-26 
22447.94 9.84e-01 1.65e-02 2.34e-27 
23245.88 9.93e-01 6.84e-03 6.18e-29 
24052.47 9.97e-01 3.11e-03 3.08e-30 
24867.72 9.98e-01 1.86e-03 7.71e-30 
25698.86 9.99e-01 8.25e-04 1.03e-29 
26587.16 9.99e-01 6.67e-04 3.57e-29 
27637.54 1.00e+00 2.67e-04 6.29e-29 
28986.97 1.00e+00 1.23e-04 1.54e-28 
#TIME: 4.68 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 5.11e-12 1.43e-04 1.00e+00 
999.11 1.33e-12 5.18e-05 1.00e+00 
1267.34 4.60e-13 2.25e-05 1.00e+00 
1514.05 2.27e-13 1.25e-05 1.00e+00 
1808.80 1.18e-13 7.69e-06 1.00e+00 
1919.29 7.03e-14 4.99e-06 1.00e+00 
2160.92 4.39e-14 3.59e-06 1.00e+00 
2292.92 2.19e-14 2.06e-06 1.00e+00 
2432.98 1.66e-14 1.75e-06 1.00e+00 
2581.60 1.37e-14 1.60e-06 1.00e+00 
2739.29 1.18e-14 1.46e-06 1.00e+00 
2906.62 1.04e-14 1.40e-06 1.00e+00 
3084.17 8.82e-15 1.31e-06 1.00e+00 
3272.56 7.11e-15 1.21e-06 1.00e+00 
3472.46 6.02e-15 1.15e-06 1.00e+00 
3684.57 4.98e-15 1.08e-06 1.00e+00 
3909.64 3.73e-15 9.70e-07 1.00e+00 
4148.46 3.34e-15 9.49e-07 1.00e+00 
4401.86 3.87e-15 1.06e-06 1.00e+00 
4670.75 4.36e-15 1.17e-06 1.00e+00 
4956.05 3.98e-15 1.16e-06 1.00e+00 
5258.79 3.49e-15 1.14e-06 1.00e+00 
5580.02 3.50e-15 1.19e-06 1.00e+00 
5920.87 3.54e-15 1.26e-06 1.00e+00 
6282.54 3.41e-15 1.28e-06 1.00e+00 
6666.30 3.70e-15 1.41e-06 1.00e+00 
7073.50 4.19e-15 1.63e-06 1.00e+00 
7505.58 4.88e-15 2.01e-06 1.00e+00 
7964.05 6.52e-15 2.73e-06 1.00e+00 
8450.53 1.05e-14 4.14e-06 1.00e+00 
8966.72 1.82e-14 6.64e-06 1.00e+00 
9514.44 4.34e-14 1.35e-05 1.00e+00 
10095.62 1.82e-13 4.17e-05 1.00e+00 
10712.30 1.30e-12 1.89e-04 1.00e+00 
11366.65 1.63e-11 1.25e-03 9.99e-01 
12061.10 6.51e-10 2.17e-02 9.78e-01 
12793.43 2.68e-08 3.13e-01 6.87e-01 
13528.61 3.16e-07 9.51e-01 4.94e-02 
14194.74 1.25e-06 9.99e-01 1.10e-03 
14757.77 3.94e-06 1.00e+00 9.13e-05 
15240.48 1.15e-05 1.00e+00 1.51e-06 
15646.99 3.68e-05 1.00e+00 8.14e-08 
15960.30 1.39e-04 1.00e+00 5.29e-09 
16187.41 3.83e-04 1.00e+00 6.70e-10 
16354.17 9.00e-04 9.99e-01 8.03e-11 
16484.18 1.26e-03 9.99e-01 2.98e-11 
16593.12 1.55e-03 9.98e-01 1.08e-11 
16691.99 2.04e-03 9.98e-01 5.10e-12 
16788.59 3.25e-03 9.97e-01 1.61e-12 
16888.37 3.36e-03 9.97e-01 6.81e-13 
16998.79 6.42e-03 9.94e-01 2.06e-13 
17146.37 9.23e-03 9.91e-01 6.08e-14 
17415.23 2.11e-02 9.79e-01 7.40e-15 
17888.12 6.77e-02 9.32e-01 1.97e-16 
18532.37 2.28e-01 7.72e-01 2.60e-18 
19260.76 5.03e-01 4.97e-01 2.36e-20 
20034.10 7.54e-01 2.46e-01 2.95e-22 
20838.00 9.11e-01 8.91e-02 3.49e-24 
21647.97 9.61e-01 3.94e-02 9.23e-26 
22447.94 9.83e-01 1.67e-02 1.90e-27 
23245.88 9.92e-01 8.02e-03 6.96e-29 
24052.47 9.95e-01 5.03e-03 1.30e-29 
24867.72 9.98e-01 2.29e-03 9.70e-30 
25698.86 9.99e-01 9.70e-04 1.22e-29 
26587.16 9.99e-01 6.08e-04 2.29e-29 
27637.54 1.00e+00 2.85e-04 5.93e-29 
28986.97 1.00e+00 1.53e-04 1.99e-28 
#TIME: 4.77 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 4.20e-12 1.30e-04 1.00e+00 
999.11 1.11e-12 4.69e-05 1.00e+00 
1267.34 4.07e-13 2.14e-05 1.00e+00 
1514.05 2.08e-13 1.23e-05 1.00e+00 
1808.80 1.12e-13 7.66e-06 1.00e+00 
1919.29 6.69e-14 5.01e-06 1.00e+00 
2160.92 4.25e-14 3.63e-06 1.00e+00 
2292.92 2.10e-14 2.08e-06 1.00e+00 
2432.98 1.64e-14 1.82e-06 1.00e+00 
2581.60 1.34e-14 1.62e-06 1.00e+00 
2739.29 1.17e-14 1.52e-06 1.00e+00 
2906.62 1.02e-14 1.42e-06 1.00e+00 
3084.17 8.69e-15 1.34e-06 1.00e+00 
3272.56 7.00e-15 1.23e-06 1.00e+00 
3472.46 5.92e-15 1.18e-06 1.00e+00 
3684.57 4.90e-15 1.11e-06 1.00e+00 
3909.64 3.68e-15 9.96e-07 1.00e+00 
4148.46 3.28e-15 9.72e-07 1.00e+00 
4401.86 3.84e-15 1.08e-06 1.00e+00 
4670.75 4.31e-15 1.20e-06 1.00e+00 
4956.05 3.93e-15 1.20e-06 1.00e+00 
5258.79 3.45e-15 1.17e-06 1.00e+00 
5580.02 3.46e-15 1.22e-06 1.00e+00 
5920.87 3.52e-15 1.31e-06 1.00e+00 
6282.54 3.40e-15 1.32e-06 1.00e+00 
6666.30 3.70e-15 1.46e-06 1.00e+00 
7073.50 4.19e-15 1.70e-06 1.00e+00 
7505.58 5.00e-15 2.14e-06 1.00e+00 
7964.05 6.72e-15 2.90e-06 1.00e+00 
8450.53 1.09e-14 4.43e-06 1.00e+00 
8966.72 1.93e-14 7.15e-06 1.00e+00 
9514.44 4.78e-14 1.51e-05 1.00e+00 
10095.62 2.08e-13 4.75e-05 1.00e+00 
10712.30 1.54e-12 2.20e-04 1.00e+00 
11366.65 2.12e-11 1.56e-03 9.98e-01 
12061.10 7.96e-10 2.56e-02 9.74e-01 
12793.43 3.22e-08 3.57e-01 6.43e-01 
13528.61 3.37e-07 9.62e-01 3.81e-02 
14194.74 1.33e-06 9.99e-01 7.98e-04 
14757.77 4.06e-06 1.00e+00 6.31e-05 
15240.48 1.23e-05 1.00e+00 1.62e-06 
15646.99 3.89e-05 1.00e+00 6.73e-08 
15960.30 1.40e-04 1.00e+00 4.61e-09 
16187.41 3.70e-04 1.00e+00 5.91e-10 
16354.17 7.64e-04 9.99e-01 9.53e-11 
16484.18 1.33e-03 9.99e-01 2.15e-11 
16593.12 1.64e-03 9.98e-01 1.03e-11 
16691.99 1.95e-03 9.98e-01 4.86e-12 
16788.59 3.67e-03 9.96e-01 1.16e-12 
16888.37 3.77e-03 9.96e-01 6.36e-13 
16998.79 6.04e-03 9.94e-01 2.03e-13 
17146.37 8.44e-03 9.92e-01 5.62e-14 
17415.23 1.77e-02 9.82e-01 8.44e-15 
17888.12 5.33e-02 9.47e-01 2.32e-16 
18532.37 2.39e-01 7.61e-01 2.48e-18 
19260.76 5.83e-01 4.17e-01 1.54e-20 
20034.10 7.50e-01 2.50e-01 2.42e-22 
20838.00 9.08e-01 9.25e-02 4.17e-24 
21647.97 9.60e-01 4.04e-02 1.14e-25 
22447.94 9.81e-01 1.91e-02 3.18e-27 
23245.88 9.90e-01 1.02e-02 1.86e-28 
24052.47 9.94e-01 5.68e-03 1.45e-29 
24867.72 9.98e-01 2.38e-03 8.68e-30 
25698.86 9.99e-01 1.21e-03 1.65e-29 
26587.16 9.99e-01 6.58e-04 3.04e-29 
27637.54 1.00e+00 3.73e-04 8.32e-29 
28986.97 1.00e+00 1.85e-04 2.20e-28 
#TIME: 4.87 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 3.35e-12 1.18e-04 1.00e+00 
999.11 9.43e-13 4.27e-05 1.00e+00 
1267.34 3.67e-13 2.04e-05 1.00e+00 
1514.05 1.97e-13 1.23e-05 1.00e+00 
1808.80 1.04e-13 7.57e-06 1.00e+00 
1919.29 6.32e-14 5.01e-06 1.00e+00 
2160.92 4.05e-14 3.60e-06 1.00e+00 
2292.92 2.00e-14 2.06e-06 1.00e+00 
2432.98 1.54e-14 1.79e-06 1.00e+00 
2581.60 1.29e-14 1.64e-06 1.00e+00 
2739.29 1.13e-14 1.52e-06 1.00e+00 
2906.62 9.90e-15 1.44e-06 1.00e+00 
3084.17 8.53e-15 1.36e-06 1.00e+00 
3272.56 6.86e-15 1.25e-06 1.00e+00 
3472.46 5.86e-15 1.20e-06 1.00e+00 
3684.57 4.80e-15 1.12e-06 1.00e+00 
3909.64 3.62e-15 1.02e-06 1.00e+00 
4148.46 3.22e-15 9.89e-07 1.00e+00 
4401.86 3.79e-15 1.11e-06 1.00e+00 
4670.75 4.25e-15 1.23e-06 1.00e+00 
4956.05 3.90e-15 1.24e-06 1.00e+00 
5258.79 3.43e-15 1.20e-06 1.00e+00 
5580.02 3.43e-15 1.27e-06 1.00e+00 
5920.87 3.33e-15 1.27e-06 1.00e+00 
6282.54 3.36e-15 1.35e-06 1.00e+00 
6666.30 3.66e-15 1.51e-06 1.00e+00 
7073.50 4.45e-15 1.86e-06 1.00e+00 
7505.58 5.24e-15 2.33e-06 1.00e+00 
7964.05 6.94e-15 3.09e-06 1.00e+00 
8450.53 1.15e-14 4.75e-06 1.00e+00 
8966.72 2.05e-14 7.71e-06 1.00e+00 
9514.44 5.34e-14 1.68e-05 1.00e+00 
10095.62 2.37e-13 5.40e-05 1.00e+00 
10712.30 1.83e-12 2.56e-04 1.00e+00 
11366.65 2.81e-11 1.99e-03 9.98e-01 
12061.10 1.03e-09 3.18e-02 9.68e-01 
12793.43 3.96e-08 4.13e-01 5.87e-01 
13528.61 3.58e-07 9.69e-01 3.10e-02 
14194.74 1.40e-06 9.99e-01 6.23e-04 
14757.77 4.36e-06 1.00e+00 2.47e-05 
15240.48 1.25e-05 1.00e+00 8.02e-07 
15646.99 4.08e-05 1.00e+00 5.65e-08 
15960.30 1.51e-04 1.00e+00 3.83e-09 
16187.41 3.88e-04 1.00e+00 4.63e-10 
16354.17 9.01e-04 9.99e-01 6.39e-11 
16484.18 1.26e-03 9.99e-01 2.36e-11 
16593.12 1.52e-03 9.98e-01 9.40e-12 
16691.99 2.03e-03 9.98e-01 2.93e-12 
16788.59 3.31e-03 9.97e-01 1.30e-12 
16888.37 4.83e-03 9.95e-01 4.65e-13 
16998.79 5.92e-03 9.94e-01 2.02e-13 
17146.37 7.75e-03 9.92e-01 7.69e-14 
17415.23 1.88e-02 9.81e-01 8.24e-15 
17888.12 6.28e-02 9.37e-01 2.21e-16 
18532.37 2.02e-01 7.98e-01 2.61e-18 
19260.76 5.01e-01 4.99e-01 3.02e-20 
20034.10 7.85e-01 2.15e-01 2.38e-22 
20838.00 9.07e-01 9.26e-02 3.15e-24 
21647.97 9.45e-01 5.49e-02 1.57e-25 
22447.94 9.78e-01 2.16e-02 4.36e-27 
23245.88 9.89e-01 1.13e-02 2.59e-28 
24052.47 9.95e-01 4.93e-03 1.09e-29 
24867.72 9.97e-01 2.61e-03 1.11e-29 
25698.86 9.98e-01 1.55e-03 2.14e-29 
26587.16 9.99e-01 8.67e-04 4.06e-29 
27637.54 1.00e+00 3.66e-04 5.90e-29 
28986.97 1.00e+00 1.44e-04 1.02e-28 
#TIME: 4.97 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 2.64e-12 1.01e-04 1.00e+00 
999.11 8.10e-13 3.96e-05 1.00e+00 
1267.34 3.26e-13 1.94e-05 1.00e+00 
1514.05 1.83e-13 1.20e-05 1.00e+00 
1808.80 9.99e-14 7.62e-06 1.00e+00 
1919.29 6.20e-14 5.14e-06 1.00e+00 
2160.92 3.88e-14 3.64e-06 1.00e+00 
2292.92 1.92e-14 2.09e-06 1.00e+00 
2432.98 1.52e-14 1.83e-06 1.00e+00 
2581.60 1.25e-14 1.65e-06 1.00e+00 
2739.29 1.11e-14 1.57e-06 1.00e+00 
2906.62 9.70e-15 1.47e-06 1.00e+00 
3084.17 8.32e-15 1.39e-06 1.00e+00 
3272.56 6.75e-15 1.28e-06 1.00e+00 
3472.46 5.80e-15 1.23e-06 1.00e+00 
3684.57 4.73e-15 1.15e-06 1.00e+00 
3909.64 3.58e-15 1.04e-06 1.00e+00 
4148.46 3.20e-15 1.02e-06 1.00e+00 
4401.86 3.75e-15 1.14e-06 1.00e+00 
4670.75 4.22e-15 1.27e-06 1.00e+00 
4956.05 3.84e-15 1.26e-06 1.00e+00 
5258.79 3.26e-15 1.17e-06 1.00e+00 
5580.02 3.24e-15 1.23e-06 1.00e+00 
5920.87 3.31e-15 1.31e-06 1.00e+00 
6282.54 3.33e-15 1.39e-06 1.00e+00 
6666.30 3.66e-15 1.57e-06 1.00e+00 
7073.50 4.53e-15 1.97e-06 1.00e+00 
7505.58 5.36e-15 2.43e-06 1.00e+00 
7964.05 7.15e-15 3.25e-06 1.00e+00 
8450.53 1.20e-14 5.05e-06 1.00e+00 
8966.72 2.19e-14 8.38e-06 1.00e+00 
9514.44 5.84e-14 1.86e-05 1.00e+00 
10095.62 2.76e-13 6.20e-05 1.00e+00 
10712.30 2.22e-12 3.04e-04 1.00e+00 
11366.65 3.68e-11 2.52e-03 9.97e-01 
12061.10 1.37e-09 4.01e-02 9.60e-01 
12793.43 4.93e-08 4.80e-01 5.20e-01 
13528.61 3.77e-07 9.73e-01 2.71e-02 
14194.74 1.48e-06 1.00e+00 4.84e-04 
14757.77 4.50e-06 1.00e+00 2.20e-05 
15240.48 1.33e-05 1.00e+00 6.87e-07 
15646.99 4.27e-05 1.00e+00 4.63e-08 
15960.30 1.43e-04 1.00e+00 3.68e-09 
16187.41 3.92e-04 1.00e+00 4.17e-10 
16354.17 8.17e-04 9.99e-01 7.70e-11 
16484.18 1.23e-03 9.99e-01 2.46e-11 
16593.12 1.53e-03 9.98e-01 9.10e-12 
16691.99 2.42e-03 9.98e-01 2.73e-12 
16788.59 2.86e-03 9.97e-01 1.59e-12 
16888.37 4.59e-03 9.95e-01 4.08e-13 
16998.79 5.21e-03 9.95e-01 2.33e-13 
17146.37 7.75e-03 9.92e-01 6.55e-14 
17415.23 1.84e-02 9.82e-01 6.71e-15 
17888.12 5.22e-02 9.48e-01 2.28e-16 
18532.37 2.16e-01 7.84e-01 2.61e-18 
19260.76 4.35e-01 5.65e-01 2.55e-20 
20034.10 7.07e-01 2.93e-01 4.34e-22 
20838.00 8.97e-01 1.03e-01 6.55e-24 
21647.97 9.51e-01 4.93e-02 1.77e-25 
22447.94 9.75e-01 2.47e-02 8.41e-27 
23245.88 9.88e-01 1.19e-02 3.06e-28 
24052.47 9.94e-01 6.15e-03 1.94e-29 
24867.72 9.97e-01 2.80e-03 1.33e-29 
25698.86 9.98e-01 1.53e-03 1.83e-29 
26587.16 9.99e-01 8.50e-04 3.53e-29 
27637.54 1.00e+00 4.29e-04 9.31e-29 
28986.97 1.00e+00 2.25e-04 3.37e-28 
#TIME: 5.08 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 2.18e-12 9.26e-05 1.00e+00 
999.11 7.14e-13 3.73e-05 1.00e+00 
1267.34 2.98e-13 1.88e-05 1.00e+00 
1514.05 1.69e-13 1.17e-05 1.00e+00 
1808.80 9.60e-14 7.72e-06 1.00e+00 
1919.29 5.92e-14 5.14e-06 1.00e+00 
2160.92 3.70e-14 3.65e-06 1.00e+00 
2292.92 1.83e-14 2.08e-06 1.00e+00 
2432.98 1.44e-14 1.82e-06 1.00e+00 
2581.60 1.22e-14 1.68e-06 1.00e+00 
2739.29 1.07e-14 1.57e-06 1.00e+00 
2906.62 9.48e-15 1.49e-06 1.00e+00 
3084.17 8.21e-15 1.43e-06 1.00e+00 
3272.56 6.67e-15 1.31e-06 1.00e+00 
3472.46 5.65e-15 1.25e-06 1.00e+00 
3684.57 4.68e-15 1.18e-06 1.00e+00 
3909.64 3.54e-15 1.07e-06 1.00e+00 
4148.46 3.18e-15 1.05e-06 1.00e+00 
4401.86 3.56e-15 1.12e-06 1.00e+00 
4670.75 3.99e-15 1.23e-06 1.00e+00 
4956.05 3.64e-15 1.22e-06 1.00e+00 
5258.79 3.23e-15 1.21e-06 1.00e+00 
5580.02 3.24e-15 1.28e-06 1.00e+00 
5920.87 3.27e-15 1.35e-06 1.00e+00 
6282.54 3.31e-15 1.44e-06 1.00e+00 
6666.30 3.66e-15 1.62e-06 1.00e+00 
7073.50 4.61e-15 2.08e-06 1.00e+00 
7505.58 5.47e-15 2.56e-06 1.00e+00 
7964.05 7.35e-15 3.43e-06 1.00e+00 
8450.53 1.26e-14 5.44e-06 1.00e+00 
8966.72 2.37e-14 9.21e-06 1.00e+00 
9514.44 6.56e-14 2.10e-05 1.00e+00 
10095.62 3.13e-13 7.00e-05 1.00e+00 
10712.30 2.60e-12 3.48e-04 1.00e+00 
11366.65 4.67e-11 3.08e-03 9.97e-01 
12061.10 1.72e-09 4.82e-02 9.52e-01 
12793.43 5.84e-08 5.38e-01 4.62e-01 
13528.61 4.02e-07 9.78e-01 2.16e-02 
14194.74 1.57e-06 9.99e-01 6.20e-04 
14757.77 4.54e-06 1.00e+00 1.98e-05 
15240.48 1.33e-05 1.00e+00 5.56e-07 
15646.99 4.36e-05 1.00e+00 3.91e-08 
15960.30 1.53e-04 1.00e+00 2.78e-09 
16187.41 4.53e-04 1.00e+00 2.81e-10 
16354.17 8.96e-04 9.99e-01 5.46e-11 
16484.18 1.20e-03 9.99e-01 1.91e-11 
16593.12 1.71e-03 9.98e-01 7.18e-12 
16691.99 1.96e-03 9.98e-01 3.26e-12 
16788.59 3.07e-03 9.97e-01 1.21e-12 
16888.37 4.33e-03 9.96e-01 4.91e-13 
16998.79 5.39e-03 9.95e-01 2.42e-13 
17146.37 9.95e-03 9.90e-01 5.24e-14 
17415.23 2.01e-02 9.80e-01 6.84e-15 
17888.12 4.37e-02 9.56e-01 2.45e-16 
18532.37 1.99e-01 8.01e-01 2.89e-18 
19260.76 4.91e-01 5.09e-01 2.39e-20 
20034.10 7.34e-01 2.66e-01 4.18e-22 
20838.00 8.88e-01 1.12e-01 6.74e-24 
21647.97 9.44e-01 5.61e-02 2.37e-25 
22447.94 9.74e-01 2.59e-02 8.34e-27 
23245.88 9.86e-01 1.43e-02 5.73e-28 
24052.47 9.93e-01 6.62e-03 3.47e-29 
24867.72 9.97e-01 3.34e-03 1.61e-29 
25698.86 9.98e-01 1.96e-03 2.57e-29 
26587.16 9.99e-01 9.96e-04 4.20e-29 
27637.54 9.99e-01 5.11e-04 1.01e-28 
28986.97 1.00e+00 2.25e-04 2.41e-28 
#TIME: 5.18 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 1.95e-12 8.69e-05 1.00e+00 
999.11 6.27e-13 3.52e-05 1.00e+00 
1267.34 2.70e-13 1.82e-05 1.00e+00 
1514.05 1.57e-13 1.16e-05 1.00e+00 
1808.80 9.27e-14 7.82e-06 1.00e+00 
1919.29 5.64e-14 5.17e-06 1.00e+00 
2160.92 3.66e-14 3.76e-06 1.00e+00 
2292.92 1.76e-14 2.09e-06 1.00e+00 
2432.98 1.41e-14 1.85e-06 1.00e+00 
2581.60 1.20e-14 1.71e-06 1.00e+00 
2739.29 1.05e-14 1.60e-06 1.00e+00 
2906.62 9.30e-15 1.53e-06 1.00e+00 
3084.17 8.10e-15 1.47e-06 1.00e+00 
3272.56 6.54e-15 1.34e-06 1.00e+00 
3472.46 5.53e-15 1.27e-06 1.00e+00 
3684.57 4.61e-15 1.21e-06 1.00e+00 
3909.64 3.51e-15 1.10e-06 1.00e+00 
4148.46 3.16e-15 1.09e-06 1.00e+00 
4401.86 3.53e-15 1.16e-06 1.00e+00 
4670.75 3.98e-15 1.28e-06 1.00e+00 
4956.05 3.62e-15 1.27e-06 1.00e+00 
5258.79 3.17e-15 1.25e-06 1.00e+00 
5580.02 3.19e-15 1.30e-06 1.00e+00 
5920.87 3.24e-15 1.39e-06 1.00e+00 
6282.54 3.30e-15 1.50e-06 1.00e+00 
6666.30 3.88e-15 1.78e-06 1.00e+00 
7073.50 4.78e-15 2.24e-06 1.00e+00 
7505.58 5.60e-15 2.71e-06 1.00e+00 
7964.05 7.67e-15 3.69e-06 1.00e+00 
8450.53 1.33e-14 5.91e-06 1.00e+00 
8966.72 2.61e-14 1.02e-05 1.00e+00 
9514.44 7.31e-14 2.34e-05 1.00e+00 
10095.62 3.62e-13 8.04e-05 1.00e+00 
10712.30 3.10e-12 4.06e-04 1.00e+00 
11366.65 5.87e-11 3.73e-03 9.96e-01 
12061.10 2.24e-09 5.95e-02 9.41e-01 
12793.43 6.78e-08 5.91e-01 4.09e-01 
13528.61 4.23e-07 9.83e-01 1.67e-02 
14194.74 1.64e-06 1.00e+00 3.97e-04 
14757.77 4.89e-06 1.00e+00 1.91e-05 
15240.48 1.43e-05 1.00e+00 4.48e-07 
15646.99 4.42e-05 1.00e+00 3.37e-08 
15960.30 1.54e-04 1.00e+00 2.32e-09 
16187.41 4.57e-04 1.00e+00 2.57e-10 
16354.17 8.51e-04 9.99e-01 4.77e-11 
16484.18 1.51e-03 9.98e-01 1.29e-11 
16593.12 1.64e-03 9.98e-01 6.78e-12 
16691.99 2.12e-03 9.98e-01 2.76e-12 
16788.59 2.54e-03 9.97e-01 1.11e-12 
16888.37 3.89e-03 9.96e-01 3.34e-13 
16998.79 5.76e-03 9.94e-01 2.35e-13 
17146.37 8.73e-03 9.91e-01 5.54e-14 
17415.23 1.43e-02 9.86e-01 7.71e-15 
17888.12 4.60e-02 9.54e-01 3.36e-16 
18532.37 1.44e-01 8.56e-01 5.70e-18 
19260.76 4.60e-01 5.40e-01 4.10e-20 
20034.10 6.18e-01 3.82e-01 8.96e-22 
20838.00 8.80e-01 1.20e-01 9.50e-24 
21647.97 9.46e-01 5.39e-02 3.82e-25 
22447.94 9.73e-01 2.72e-02 8.45e-27 
23245.88 9.85e-01 1.51e-02 6.38e-28 
24052.47 9.92e-01 7.60e-03 3.72e-29 
24867.72 9.96e-01 3.75e-03 1.60e-29 
25698.86 9.98e-01 2.03e-03 2.46e-29 
26587.16 9.99e-01 1.06e-03 4.68e-29 
27637.54 9.99e-01 5.45e-04 9.31e-29 
28986.97 1.00e+00 3.01e-04 3.54e-28 
#TIME: 5.29 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 1.62e-12 7.74e-05 1.00e+00 
999.11 5.60e-13 3.35e-05 1.00e+00 
1267.34 2.47e-13 1.77e-05 1.00e+00 
1514.05 1.49e-13 1.15e-05 1.00e+00 
1808.80 8.74e-14 7.71e-06 1.00e+00 
1919.29 5.39e-14 5.20e-06 1.00e+00 
2160.92 3.54e-14 3.81e-06 1.00e+00 
2292.92 1.94e-14 2.57e-06 1.00e+00 
2432.98 1.35e-14 1.84e-06 1.00e+00 
2581.60 1.17e-14 1.74e-06 1.00e+00 
2739.29 1.01e-14 1.61e-06 1.00e+00 
2906.62 9.09e-15 1.55e-06 1.00e+00 
3084.17 7.93e-15 1.48e-06 1.00e+00 
3272.56 6.42e-15 1.38e-06 1.00e+00 
3472.46 5.44e-15 1.31e-06 1.00e+00 
3684.57 4.53e-15 1.24e-06 1.00e+00 
3909.64 3.48e-15 1.14e-06 1.00e+00 
4148.46 3.15e-15 1.12e-06 1.00e+00 
4401.86 3.48e-15 1.18e-06 1.00e+00 
4670.75 3.93e-15 1.31e-06 1.00e+00 
4956.05 3.57e-15 1.31e-06 1.00e+00 
5258.79 3.16e-15 1.29e-06 1.00e+00 
5580.02 3.16e-15 1.34e-06 1.00e+00 
5920.87 3.23e-15 1.44e-06 1.00e+00 
6282.54 3.29e-15 1.53e-06 1.00e+00 
6666.30 3.95e-15 1.89e-06 1.00e+00 
7073.50 4.88e-15 2.34e-06 1.00e+00 
7505.58 5.76e-15 2.87e-06 1.00e+00 
7964.05 7.99e-15 3.95e-06 1.00e+00 
8450.53 1.42e-14 6.35e-06 1.00e+00 
8966.72 2.83e-14 1.12e-05 1.00e+00 
9514.44 8.14e-14 2.62e-05 1.00e+00 
10095.62 4.21e-13 9.24e-05 1.00e+00 
10712.30 3.74e-12 4.77e-04 1.00e+00 
11366.65 7.52e-11 4.58e-03 9.95e-01 
12061.10 2.85e-09 7.18e-02 9.28e-01 
12793.43 7.79e-08 6.40e-01 3.60e-01 
