#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ti0 ti1 ti2 ti3 ti4 ti5 ti6 ti7 ti8 ti9
1.9085e+04 6.2066e-05 9.9994e-01 9.8945e-08 9.5447e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 6.7217e-05 9.9993e-01 2.9065e-08 7.5004e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 5.0319e-05 9.9995e-01 1.2594e-08 1.3342e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.6562e-05 9.9997e-01 1.4493e-08 6.2208e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 8.7213e-06 9.9999e-01 5.6159e-08 1.5464e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.3176e-05 9.9999e-01 1.2199e-08 7.0766e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.1938e-05 9.9999e-01 7.7547e-09 9.0103e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.4014e-05 9.9999e-01 2.6372e-09 1.5414e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.1009e-05 9.9999e-01 2.1468e-09 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 7.4390e-05 9.9993e-01 3.1565e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 2.5165e-05 9.9997e-01 1.8992e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 2.4055e-05 9.9998e-01 1.3434e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0587e-04 9.9989e-01 4.2705e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 6.3185e-05 9.9994e-01 7.5229e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 3.5442e-05 9.9996e-01 1.5459e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 2.2073e-05 9.9998e-01 2.6223e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 2.8945e-05 9.9997e-01 1.0290e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 5.3915e-06 9.9999e-01 1.8782e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.3254e-05 9.9999e-01 2.2019e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 5.2778e-06 9.9999e-01 9.0639e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 2.5761e-06 1.0000e+00 2.4973e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 5.3985e-06 9.9999e-01 4.0425e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 2.7636e-06 1.0000e+00 1.0180e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 5.2515e-06 9.9999e-01 1.9983e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 4.8556e-06 1.0000e+00 1.5984e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 3.5945e-06 1.0000e+00 1.9723e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 4.2471e-06 1.0000e+00 9.8317e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 4.2953e-06 1.0000e+00 6.6512e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.6154e-06 1.0000e+00 3.0929e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 3.2341e-06 1.0000e+00 5.6024e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 9.8329e-06 9.9999e-01 4.4375e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 5.3302e-06 9.9999e-01 1.0479e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 8.2438e-06 9.9999e-01 3.1691e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 9.9225e-06 9.9999e-01 1.5867e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 4.4878e-06 1.0000e+00 5.5847e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 2.6304e-06 1.0000e+00 1.1940e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 5.0773e-06 9.9999e-01 2.5442e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 2.0233e-05 9.9998e-01 1.2745e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 7.4235e-06 9.9999e-01 8.6129e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 4.8854e-06 1.0000e+00 1.8772e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 3.7839e-06 1.0000e+00 2.9982e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 4.5060e-06 1.0000e+00 2.1116e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 4.0101e-06 1.0000e+00 2.6292e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.4477e-06 1.0000e+00 8.1383e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 10.5186
#NVEL: 115
#vel_mid[km/s] ti0 ti1 ti2 ti3 ti4 ti5 ti6 ti7 ti8 ti9
4.2577e+02 2.0027e-26 5.0219e-16 3.1270e-07 4.3459e-02 9.5654e-01 2.4785e-12 2.4604e-29 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 4.4537e-20 1.5536e-11 1.6346e-04 5.5893e-01 4.4091e-01 1.6185e-13 3.7599e-31 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 2.1948e-20 8.1324e-12 9.8051e-05 4.4849e-01 5.5141e-01 5.5241e-13 4.2971e-30 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 1.0095e-20 3.9756e-12 5.4998e-05 3.3953e-01 6.6041e-01 1.8759e-12 5.1200e-29 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 3.7759e-21 1.5964e-12 2.5917e-05 2.2886e-01 7.7111e-01 7.6812e-12 9.5112e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 1.3351e-21 6.0367e-13 1.1443e-05 1.4507e-01 8.5492e-01 3.0890e-11 1.8106e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 4.3714e-22 2.1123e-13 4.6725e-06 8.6318e-02 9.1368e-01 1.2876e-10 3.9063e-25 8.4078e-45 0.0000e+00 0.0000e+00
1.1690e+03 1.2434e-22 6.4604e-14 1.6836e-06 4.7098e-02 9.5290e-01 6.1024e-10 1.1538e-23 2.2659e-42 0.0000e+00 0.0000e+00
1.2425e+03 3.3396e-23 1.8686e-14 5.7235e-07 2.4593e-02 9.7541e-01 3.0443e-09 3.9101e-22 7.3659e-40 0.0000e+00 0.0000e+00
1.3205e+03 9.1958e-24 5.4814e-15 1.9383e-07 1.2708e-02 9.8729e-01 1.5393e-08 1.3892e-20 2.6221e-37 0.0000e+00 0.0000e+00
1.4033e+03 2.4451e-24 1.5726e-15 6.4362e-08 6.4840e-03 9.9352e-01 7.8076e-08 4.9975e-19 9.5485e-35 0.0000e+00 0.0000e+00
1.4915e+03 6.1910e-25 4.4108e-16 2.1180e-08 3.3036e-03 9.9670e-01 3.8187e-07 1.6571e-17 3.0273e-32 0.0000e+00 0.0000e+00
1.5852e+03 1.4089e-25 1.1497e-16 6.6290e-09 1.6414e-03 9.9836e-01 1.9026e-06 5.7010e-16 1.0129e-29 0.0000e+00 0.0000e+00
1.6847e+03 3.0910e-26 2.9379e-17 2.0471e-09 8.1042e-04 9.9918e-01 9.4739e-06 1.9561e-14 3.3663e-27 9.8091e-45 0.0000e+00
1.7904e+03 6.3957e-27 7.2084e-18 6.1226e-10 3.9301e-04 9.9956e-01 4.8610e-05 7.1577e-13 1.2410e-24 5.6210e-41 0.0000e+00
1.9028e+03 1.2826e-27 1.7354e-18 1.8028e-10 1.8878e-04 9.9956e-01 2.5398e-04 2.7240e-11 4.8770e-22 3.5554e-37 0.0000e+00
2.0223e+03 3.1533e-28 4.9610e-19 6.0519e-11 9.7418e-05 9.9873e-01 1.1683e-03 7.8789e-10 1.2319e-19 1.1883e-33 0.0000e+00
2.1493e+03 9.6089e-29 1.7253e-19 2.4109e-11 5.5649e-05 9.9572e-01 4.2277e-03 1.3459e-08 1.3113e-17 1.1178e-30 0.0000e+00
2.2843e+03 3.6737e-29 7.3796e-20 1.1542e-11 3.5480e-05 9.8833e-01 1.1631e-02 1.2615e-07 5.2112e-16 2.4775e-28 1.4013e-44
2.4277e+03 1.7846e-29 3.9363e-20 6.7563e-12 2.5586e-05 9.7670e-01 2.3274e-02 5.8749e-07 6.5494e-15 1.0110e-26 2.1314e-42
2.5802e+03 1.2029e-29 2.8183e-20 5.1365e-12 2.1701e-05 9.6806e-01 3.1921e-02 1.1843e-06 2.0688e-14 5.4204e-26 2.0626e-41
2.7422e+03 1.1921e-29 2.8564e-20 5.3250e-12 2.2413e-05 9.7154e-01 2.8436e-02 9.0667e-07 1.3153e-14 2.7419e-26 8.0308e-42
2.9144e+03 2.0058e-29 4.6704e-20 8.4672e-12 3.0298e-05 9.8621e-01 1.3755e-02 1.7769e-07 8.7895e-16 5.0375e-28 3.5032e-44
3.0973e+03 6.1309e-29 1.3299e-19 2.2421e-11 5.6234e-05 9.9697e-01 2.9767e-03 5.8926e-09 3.1347e-18 1.2391e-31 0.0000e+00
3.2918e+03 2.8313e-28 5.7735e-19 9.0188e-11 1.3600e-04 9.9956e-01 3.0695e-04 3.7848e-11 7.3916e-22 5.4991e-37 0.0000e+00
3.4986e+03 2.3072e-27 3.9738e-18 5.0554e-10 3.9133e-04 9.9958e-01 2.4443e-05 1.4090e-13 7.3564e-26 7.1746e-43 0.0000e+00
3.7182e+03 4.7674e-26 5.6372e-17 4.6210e-09 1.4426e-03 9.9856e-01 1.4699e-06 2.9559e-16 3.0427e-30 0.0000e+00 0.0000e+00
3.9517e+03 7.3335e-24 5.6124e-15 2.4029e-07 1.5501e-02 9.8450e-01 6.2629e-09 1.7903e-21 8.2246e-39 0.0000e+00 0.0000e+00
4.1999e+03 4.9779e-22 3.8807e-13 1.1218e-05 1.6297e-01 8.3702e-01 9.5956e-12 1.2341e-27 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 4.4067e-21 3.6422e-12 8.1426e-05 4.7765e-01 5.2227e-01 1.2181e-13 1.3522e-31 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 2.6870e-20 2.0384e-11 3.1770e-04 7.8391e-01 2.1577e-01 1.9559e-15 4.2650e-35 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 1.8694e-19 1.2128e-10 1.1446e-03 9.5101e-01 4.7841e-02 8.6980e-18 1.6974e-39 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 1.4527e-18 7.9733e-10 4.1865e-03 9.8889e-01 6.9194e-03 1.3418e-20 1.1210e-44 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 1.6000e-17 7.4379e-09 1.9272e-02 9.8013e-01 5.9953e-04 4.0729e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 2.1157e-16 8.4104e-08 9.9541e-02 9.0042e-01 3.4555e-05 3.6478e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 2.3665e-15 7.8677e-07 4.0493e-01 5.9507e-01 1.2340e-06 1.4402e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 1.4597e-14 3.7758e-06 8.0954e-01 1.9046e-01 2.1535e-08 3.0827e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 5.4614e-14 1.0676e-05 9.6210e-01 3.7891e-02 2.5306e-10 5.4875e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.9420e-13 2.7745e-05 9.9416e-01 5.8132e-03 1.8855e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 7.7911e-13 7.8417e-05 9.9926e-01 6.6070e-04 6.5887e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 4.2105e-12 2.7233e-04 9.9968e-01 4.6947e-05 6.7630e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 3.4465e-11 1.1986e-03 9.9880e-01 2.2218e-06 2.5497e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 3.0908e-10 5.5599e-03 9.9444e-01 9.0840e-08 6.5271e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 2.2469e-09 2.3024e-02 9.7698e-01 3.9035e-09 1.7955e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.6529e-08 9.4315e-02 9.0569e-01 1.3919e-10 3.2912e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.2320e-07 3.4782e-01 6.5218e-01 3.0577e-12 2.6821e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 4.7298e-07 7.0420e-01 2.9580e-01 5.5218e-14 2.7179e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.0829e-06 9.0422e-01 9.5783e-02 8.8823e-16 3.5032e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 2.0733e-06 9.6957e-01 3.0426e-02 2.2748e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 4.0929e-06 9.9035e-01 9.6429e-03 7.8410e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 7.1544e-06 9.9635e-01 3.6421e-03 4.6205e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.0630e-05 9.9826e-01 1.7286e-03 5.0203e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.4755e-05 9.9911e-01 8.7354e-04 6.1438e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.8749e-05 9.9950e-01 4.8183e-04 8.9561e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 2.0552e-05 9.9968e-01 2.9888e-04 1.5505e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 2.1046e-05 9.9976e-01 2.2226e-04 4.8767e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 2.5377e-05 9.9986e-01 1.1737e-04 5.3354e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 2.8791e-05 9.9991e-01 6.3059e-05 5.5123e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 3.2312e-05 9.9993e-01 3.5034e-05 6.3766e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 3.7503e-05 9.9994e-01 1.8754e-05 6.7914e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 4.3002e-05 9.9995e-01 1.0291e-05 7.7986e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 4.6861e-05 9.9995e-01 6.2982e-06 1.2563e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 4.8622e-05 9.9995e-01 4.4739e-06 3.3565e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 5.4365e-05 9.9994e-01 2.8340e-06 6.5617e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 5.7215e-05 9.9994e-01 1.8815e-06 1.3692e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 6.0885e-05 9.9994e-01 1.1833e-06 2.3422e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 5.3903e-05 9.9994e-01 1.1198e-06 1.4501e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 5.9877e-05 9.9994e-01 6.8124e-07 2.3676e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 5.7269e-05 9.9994e-01 5.1361e-07 6.7972e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 5.7710e-05 9.9994e-01 3.1878e-07 9.8218e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 5.0148e-05 9.9995e-01 2.5825e-07 3.0945e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 6.2155e-05 9.9994e-01 9.3132e-08 7.4730e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 6.6935e-05 9.9993e-01 2.7662e-08 6.0726e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 4.5868e-05 9.9995e-01 1.4258e-08 1.8262e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.9734e-05 9.9997e-01 1.0926e-08 2.4779e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.1783e-05 9.9999e-01 2.7883e-08 1.6523e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 9.0591e-06 9.9999e-01 2.4835e-08 5.9313e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 8.6276e-06 9.9999e-01 1.4127e-08 5.3165e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.2912e-05 9.9999e-01 2.9249e-09 1.9618e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.6180e-05 9.9997e-01 3.6932e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.4481e-05 9.9999e-01 7.5705e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 7.9869e-05 9.9992e-01 1.8022e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 5.9583e-05 9.9994e-01 2.0969e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.3004e-05 9.9999e-01 2.6155e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.6194e-05 9.9998e-01 1.0578e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 9.2270e-06 9.9999e-01 2.0568e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.7922e-05 9.9998e-01 3.7296e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.9646e-05 9.9998e-01 2.0901e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.7357e-05 9.9998e-01 1.8026e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.4691e-05 9.9999e-01 1.6978e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.1461e-05 9.9999e-01 1.8829e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 6.1553e-06 9.9999e-01 4.3236e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 2.6437e-06 1.0000e+00 1.5310e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 5.4725e-06 9.9999e-01 2.5429e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 2.3994e-06 1.0000e+00 8.6571e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 6.5105e-06 9.9999e-01 8.5130e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 6.0524e-06 9.9999e-01 6.7424e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 6.7635e-06 9.9999e-01 3.7405e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 4.8576e-06 1.0000e+00 4.9384e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 3.6753e-06 1.0000e+00 5.9053e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 4.3202e-06 1.0000e+00 3.0067e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
