#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
3.4986e+03 1.0000e+00 3.1710e-07 1.2468e-28 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 1.0000e+00 1.0016e-07 5.3678e-30 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 1.0000e+00 2.0078e-08 6.5461e-32 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 1.0000e+00 6.8182e-09 2.4851e-33 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.0000e+00 2.1606e-09 9.0728e-35 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 1.0000e+00 4.6935e-10 1.3319e-36 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 1.0000e+00 7.9204e-11 9.3420e-39 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 1.0000e+00 1.2042e-11 4.4459e-41 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 1.0000e+00 1.8846e-12 2.0879e-43 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 1.0000e+00 2.9038e-13 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 1.0000e+00 5.1556e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 1.0000e+00 9.7279e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 1.0000e+00 1.7161e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.0000e+00 2.5280e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.0000e+00 3.2768e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 1.0000e+00 3.7379e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.0000e+00 3.5766e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.0000e+00 2.8735e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.0000e+00 3.0615e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.0000e+00 4.0685e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.0000e+00 6.4195e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.0000e+00 1.7203e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.0000e+00 1.4031e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 1.0000e+00 2.3034e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.0000e+00 3.9311e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0000e+00 8.2058e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.0000e+00 1.5214e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.0000e+00 2.4590e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.0000e+00 3.7553e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 6.2702e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 8.9034e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 1.5393e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 4.0129e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 9.8955e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 2.0222e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 2.6714e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 3.6447e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 3.9309e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 4.2020e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 4.3035e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 5.1931e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 6.1219e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 8.1067e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 7.3668e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 7.2699e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 7.3844e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 3.9694e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 1.8842e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 1.1980e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 4.7595e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 1.9795e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 4.6514e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 1.4466e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 4.1084e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 1.8153e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 4.9665e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 2.2886e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 1.3829e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 6.4543e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 5.6634e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 6.6570e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 5.1264e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 7.7706e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 6.2074e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 7.6841e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 7.7134e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 3.0060e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 3.3734e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 3.9123e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 6.2737e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 1.8812e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 1.0222e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 6.4831e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 5.8493e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 2.3195e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 2.1822e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 2.3505e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 1.4293e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 1.5137e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 3.6083e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 1.0989e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 8.6701e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 6.3689e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 4.4797e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 3.6647e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 7.4285e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 3.0647e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 2.9560e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 2.8070e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 5.8578e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 74.4394
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
4.2577e+02 9.9998e-01 2.4443e-05 1.1918e-24 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 1.0000e+00 2.3895e-07 1.0553e-28 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 1.0000e+00 2.5453e-07 1.2541e-28 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 1.0000e+00 2.6508e-07 1.4015e-28 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 1.0000e+00 2.8080e-07 1.6398e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 1.0000e+00 3.1009e-07 2.1510e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 1.0000e+00 3.3670e-07 2.6924e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 1.0000e+00 3.8931e-07 3.9976e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 1.0000e+00 4.6343e-07 6.4728e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 1.0000e+00 5.5620e-07 1.0979e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 1.0000e+00 7.2534e-07 2.3514e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 1.0000e+00 9.8930e-07 5.6368e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 1.0000e+00 1.3661e-06 1.3763e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 1.0000e+00 1.9258e-06 3.5312e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 1.0000e+00 2.6390e-06 8.3006e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 1.0000e+00 3.5129e-06 1.7766e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.0223e+03 1.0000e+00 4.5985e-06 3.6551e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.1493e+03 9.9999e-01 5.5156e-06 5.9059e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.2843e+03 9.9999e-01 5.7906e-06 6.6471e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.4277e+03 9.9999e-01 5.5628e-06 5.8235e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.5802e+03 1.0000e+00 4.4777e-06 3.1139e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.7422e+03 1.0000e+00 3.0579e-06 1.0423e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.9144e+03 1.0000e+00 1.7072e-06 1.9565e-26 0.0000e+00 0.0000e+00 0.0000e+00
3.0973e+03 1.0000e+00 7.9944e-07 2.1704e-27 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 1.0000e+00 3.7854e-07 2.2688e-28 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 1.0000e+00 1.7533e-07 2.3355e-29 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 1.0000e+00 5.2191e-08 8.5378e-31 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 1.0000e+00 9.4489e-09 7.8771e-33 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 1.0000e+00 3.0896e-09 2.6907e-34 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.0000e+00 9.6316e-10 9.3484e-36 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 1.0000e+00 1.9453e-10 1.1052e-37 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 1.0000e+00 3.3100e-11 7.6983e-40 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 1.0000e+00 5.2762e-12 4.0427e-42 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 1.0000e+00 8.3163e-13 1.9618e-44 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 1.0000e+00 1.4262e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 1.0000e+00 2.6206e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 1.0000e+00 4.8094e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 1.0000e+00 8.0075e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.0000e+00 1.2397e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.0000e+00 1.5377e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 1.0000e+00 1.6401e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.0000e+00 1.5042e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.0000e+00 1.0871e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.0000e+00 9.9384e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.0000e+00 9.8456e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.0000e+00 1.1556e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.0000e+00 1.7788e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.0000e+00 1.1329e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 1.0000e+00 2.0316e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.0000e+00 3.9513e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0000e+00 1.0818e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.0000e+00 2.9804e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.0000e+00 5.9705e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.0000e+00 1.0533e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 2.0400e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 3.3962e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 6.9148e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 2.1125e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 5.5770e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 1.2676e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 1.7953e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 2.3088e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 2.6128e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 2.8393e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 2.6918e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 3.3455e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 4.4914e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 4.5012e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 5.8386e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 5.7376e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 4.5573e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 2.1751e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 1.0901e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 6.4436e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 3.3678e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 1.4282e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 4.4877e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 1.1006e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 3.1038e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 1.7105e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 4.7198e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 1.9711e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 9.7349e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 3.9036e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 3.5850e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 4.1723e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 2.0214e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 2.5999e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 2.6636e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 2.1754e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 2.0716e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 3.6507e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 1.3807e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 2.0595e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 1.8600e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 6.2907e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 1.1956e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 4.4663e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 1.5569e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 3.1554e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 1.2649e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 2.9269e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 1.1142e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 1.3744e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 1.1211e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 9.1447e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 9.4317e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 7.0342e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 9.9666e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 4.8886e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 5.3457e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 2.1212e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 2.5862e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 2.7783e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 7.8620e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 75.9886
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
4.2577e+02 9.9999e-01 1.2200e-05 1.7052e-25 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 1.0000e+00 1.1704e-07 1.4339e-29 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 1.0000e+00 1.2845e-07 1.8487e-29 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 1.0000e+00 1.2916e-07 1.8773e-29 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 1.0000e+00 1.4662e-07 2.6535e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 1.0000e+00 1.6857e-07 3.8861e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 1.0000e+00 1.8038e-07 4.6741e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 1.0000e+00 2.1244e-07 7.2982e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 1.0000e+00 2.5001e-07 1.1454e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 1.0000e+00 3.0687e-07 2.0658e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 1.0000e+00 4.0210e-07 4.4828e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 1.0000e+00 5.7000e-07 1.1942e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 1.0000e+00 7.7387e-07 2.7839e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 1.0000e+00 1.0691e-06 6.7595e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 1.0000e+00 1.5123e-06 1.7333e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 1.0000e+00 2.0705e-06 4.0059e-26 0.0000e+00 0.0000e+00 0.0000e+00
2.0223e+03 1.0000e+00 2.6554e-06 7.7931e-26 0.0000e+00 0.0000e+00 0.0000e+00
2.1493e+03 1.0000e+00 3.1235e-06 1.1939e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.2843e+03 1.0000e+00 3.3635e-06 1.4400e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.4277e+03 1.0000e+00 3.1541e-06 1.1808e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.5802e+03 1.0000e+00 2.5498e-06 6.3860e-26 0.0000e+00 0.0000e+00 0.0000e+00
2.7422e+03 1.0000e+00 1.7086e-06 2.0279e-26 0.0000e+00 0.0000e+00 0.0000e+00
2.9144e+03 1.0000e+00 9.2764e-07 3.5212e-27 0.0000e+00 0.0000e+00 0.0000e+00
