#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
1.5476e+04 1.0000e+00 1.3373e-08 1.9542e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 6.7280e-09 2.3290e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 4.8280e-09 7.1589e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 2.9883e-09 1.5268e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 1.7078e-09 2.6141e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 1.2662e-09 8.6051e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 1.0796e-09 3.8700e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 4.9190e-10 3.0528e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 1.3441e-10 5.4003e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 3.1609e-11 4.3747e-41 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 1.7012e-11 2.6597e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 3.3992e-11 7.6973e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 3.4454e-11 4.0484e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 1.7832e-11 3.9517e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 5.7467e-12 9.8091e-45 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 3.0662e-12 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 9.6935e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 1.6009e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 1.4630e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 4.8609e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 5.9644e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 1.9437e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 1.7071e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 2.6471e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 2.5680e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 2.3646e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 6.0412e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 3.2953e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 2.4593e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 5.0975e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 3.0826e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 1.5908e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 9.6351e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 1.9243e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 4.6277e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 1.7324e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 2.3055e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 2.4890e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 2.7379e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 3.8512e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 2.0457e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 7.7112e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 4.2689e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 7.5298e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 6.1074e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 1.3185e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 3.4709e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 7.4910e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 8.8790e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 9.1115e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 7.4445e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 1.7449e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 12.6611
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
4.2577e+02 1.0432e-19 2.8510e-10 1.9726e-03 9.8332e-01 1.4704e-02 2.5202e-09
8.5779e+02 8.0091e-15 3.7798e-07 6.0544e-02 9.3882e-01 6.3299e-04 6.7888e-12
8.7843e+02 3.5169e-15 1.9197e-07 4.0758e-02 9.5808e-01 1.1578e-03 2.5811e-11
9.1772e+02 1.6283e-15 1.0136e-07 2.7967e-02 9.7001e-01 2.0247e-03 8.9656e-11
9.7304e+02 7.0073e-16 5.0108e-08 1.8403e-02 9.7788e-01 3.7205e-03 3.5038e-10
1.0350e+03 2.9047e-16 2.3837e-08 1.1793e-02 9.8118e-01 7.0303e-03 1.4695e-09
1.1000e+03 1.1553e-16 1.0870e-08 7.3409e-03 9.7898e-01 1.3677e-02 6.6376e-09
1.1690e+03 4.3509e-17 4.6943e-09 4.4009e-03 9.6811e-01 2.7488e-02 3.2662e-08
1.2425e+03 1.4999e-17 1.8524e-09 2.4726e-03 9.3946e-01 5.8067e-02 1.8475e-07
1.3205e+03 5.2180e-18 7.1757e-10 1.3460e-03 8.7979e-01 1.1886e-01 1.0247e-06
1.4033e+03 1.6131e-18 2.4695e-10 6.6166e-04 7.6484e-01 2.3450e-01 5.7392e-06
1.4915e+03 4.0052e-19 6.9546e-11 2.7386e-04 5.8001e-01 4.1969e-01 3.0445e-05
1.5852e+03 8.5038e-20 1.6954e-11 9.8026e-05 3.7593e-01 6.2384e-01 1.2842e-04
1.6847e+03 1.6263e-20 3.7263e-12 3.1288e-05 2.1327e-01 7.8626e-01 4.3975e-04
1.7904e+03 3.0991e-21 8.1597e-13 9.7433e-06 1.1403e-01 8.8471e-01 1.2513e-03
1.9028e+03 5.8060e-22 1.7725e-13 2.9887e-06 5.9129e-02 9.3765e-01 3.2178e-03
2.0223e+03 1.2988e-22 4.4886e-14 1.0199e-06 3.2098e-02 9.6064e-01 7.2604e-03
2.1493e+03 3.3517e-23 1.2954e-14 3.8331e-07 1.8288e-02 9.6689e-01 1.4821e-02
2.2843e+03 1.1435e-23 4.8116e-15 1.7463e-07 1.1581e-02 9.6250e-01 2.5919e-02
2.4277e+03 5.7164e-24 2.5578e-15 1.0592e-07 8.6546e-03 9.5484e-01 3.6504e-02
2.5802e+03 5.0041e-24 2.3022e-15 9.8340e-08 8.3197e-03 9.5368e-01 3.8001e-02
2.7422e+03 8.9695e-24 4.0749e-15 1.5803e-07 1.1074e-02 9.6211e-01 2.6819e-02
2.9144e+03 3.9978e-23 1.6938e-14 5.0199e-07 2.1903e-02 9.6670e-01 1.1393e-02
3.0973e+03 4.0704e-22 1.5325e-13 2.9317e-06 6.0927e-02 9.3618e-01 2.8941e-03
3.2918e+03 4.4450e-21 1.5594e-12 1.8822e-05 1.7459e-01 8.2483e-01 5.5998e-04
3.4986e+03 4.8430e-20 1.4832e-11 1.0611e-04 4.1876e-01 5.8105e-01 8.2945e-05
3.7182e+03 2.1180e-18 4.0804e-10 1.0227e-03 8.5738e-01 1.4159e-01 1.4289e-06
3.9517e+03 2.5392e-16 2.3811e-08 1.2298e-02 9.8162e-01 6.0836e-03 1.0030e-09
4.1999e+03 7.4513e-15 4.8989e-07 7.9908e-02 9.1978e-01 3.0935e-04 1.1654e-12
4.4636e+03 5.8411e-14 2.9193e-06 2.2773e-01 7.7223e-01 4.1301e-05 1.4401e-14
4.7438e+03 5.1773e-13 1.6211e-05 5.2512e-01 4.7486e-01 3.8268e-06 1.2222e-16
5.0416e+03 5.4284e-12 8.7271e-05 8.6457e-01 1.3534e-01 8.9853e-08 1.2429e-19
5.3582e+03 6.2577e-11 4.3794e-04 9.8271e-01 1.6856e-02 4.6931e-10 1.1939e-23
5.6947e+03 1.0796e-09 2.7601e-03 9.9614e-01 1.1007e-03 5.7764e-13 9.7602e-29
6.0522e+03 2.0676e-08 1.8390e-02 9.8155e-01 6.1897e-05 5.0619e-16 4.4864e-34
6.4323e+03 3.7307e-07 1.1220e-01 8.8779e-01 3.3264e-06 4.5719e-19 2.3888e-39
6.8362e+03 4.1981e-06 4.4402e-01 5.5598e-01 1.3642e-07 3.5828e-22 1.2612e-44
7.2654e+03 2.3714e-05 8.4449e-01 1.5549e-01 2.2520e-09 9.6471e-26 0.0000e+00
7.7216e+03 8.8613e-05 9.7746e-01 2.2454e-02 1.4932e-11 7.0973e-30 0.0000e+00
8.2065e+03 3.4366e-04 9.9755e-01 2.1044e-03 4.0499e-14 1.0654e-34 0.0000e+00
8.7177e+03 1.8172e-03 9.9807e-01 1.0881e-04 2.6130e-17 1.1027e-40 0.0000e+00
9.2147e+03 1.3236e-02 9.8676e-01 3.1766e-06 4.2505e-21 0.0000e+00 0.0000e+00
9.6291e+03 9.8690e-02 9.0131e-01 6.5325e-08 3.0950e-25 0.0000e+00 0.0000e+00
9.9539e+03 4.5585e-01 5.4415e-01 9.5638e-10 1.7486e-29 0.0000e+00 0.0000e+00
1.0246e+04 8.6177e-01 1.3823e-01 6.3444e-12 5.0755e-34 0.0000e+00 0.0000e+00
1.0542e+04 9.7240e-01 2.7596e-02 5.1479e-14 3.3672e-38 0.0000e+00 0.0000e+00
1.0840e+04 9.9488e-01 5.1175e-03 4.1596e-16 2.5069e-42 0.0000e+00 0.0000e+00
1.1119e+04 9.9874e-01 1.2595e-03 7.9452e-18 1.4013e-45 0.0000e+00 0.0000e+00
1.1356e+04 9.9963e-01 3.6549e-04 2.6397e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 9.9988e-01 1.2304e-04 1.5005e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 9.9995e-01 5.1097e-05 1.4732e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 9.9998e-01 2.1434e-05 1.3922e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 9.9999e-01 1.1364e-05 2.3731e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 9.9999e-01 5.3636e-06 2.7496e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 3.6855e-06 7.8343e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 2.4012e-06 1.9954e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 1.3929e-06 3.6442e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 8.8717e-07 7.9395e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 4.3771e-07 8.6270e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 2.1819e-07 9.8478e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 9.9129e-08 8.7156e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 5.0839e-08 1.0837e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 2.2675e-08 9.5865e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 1.2770e-08 1.6461e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 7.1658e-09 2.6461e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 4.1613e-09 4.5531e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 3.0355e-09 1.5235e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 2.5889e-09 7.8257e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 1.5559e-09 1.4482e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 5.8026e-10 6.7186e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 3.7375e-10 1.3714e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 1.0729e-10 2.7787e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 4.8342e-11 1.3451e-40 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 1.7476e-11 2.7381e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 2.1863e-11 2.1566e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 3.4390e-11 3.8550e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 2.8051e-11 1.3551e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 5.0256e-12 7.0065e-45 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 1.8097e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 2.3840e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 4.5383e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 4.8568e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 1.1965e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 1.8075e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 8.4201e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 2.4104e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 1.2380e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 2.2179e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 2.0447e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 2.0530e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 8.6976e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 3.5751e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 2.8344e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 6.3935e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 6.4553e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 1.8997e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 6.9570e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 3.2896e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 5.7533e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 3.1296e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 1.1406e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 4.3015e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 4.8613e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 1.3082e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 1.4267e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 3.7510e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 6.0178e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 2.4463e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 2.6595e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 1.7449e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 2.3613e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 5.0238e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 2.8607e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 2.8120e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 6.4283e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 12.9246
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
4.2577e+02 8.5129e-20 2.4773e-10 1.8335e-03 9.8229e-01 1.5878e-02 2.9572e-09
8.5779e+02 7.0581e-15 3.5070e-07 5.8630e-02 9.4072e-01 6.4926e-04 7.0600e-12
8.7843e+02 3.0971e-15 1.7800e-07 3.9443e-02 9.5937e-01 1.1868e-03 2.6831e-11
9.1772e+02 1.4038e-15 9.2327e-08 2.6776e-02 9.7112e-01 2.1063e-03 9.6376e-11
9.7304e+02 6.1117e-16 4.6083e-08 1.7715e-02 9.7845e-01 3.8364e-03 3.6949e-10
1.0350e+03 2.6284e-16 2.2614e-08 1.1564e-02 9.8138e-01 7.0570e-03 1.4591e-09
1.1000e+03 1.0941e-16 1.0725e-08 7.3715e-03 9.7935e-01 1.3281e-02 6.1127e-09
1.1690e+03 4.2018e-17 4.7141e-09 4.4684e-03 9.6921e-01 2.6324e-02 2.9123e-08
1.2425e+03 1.4907e-17 1.9091e-09 2.5530e-03 9.4282e-01 5.4631e-02 1.5777e-07
1.3205e+03 5.2956e-18 7.5410e-10 1.4092e-03 8.8751e-01 1.1108e-01 8.5636e-07
1.4033e+03 1.7273e-18 2.7256e-10 7.1777e-04 7.8309e-01 2.1619e-01 4.5672e-06
1.4915e+03 4.6200e-19 8.2242e-11 3.1360e-04 6.1269e-01 3.8697e-01 2.3312e-05
1.5852e+03 1.0147e-19 2.0735e-11 1.1593e-04 4.0905e-01 5.9073e-01 1.0064e-04
1.6847e+03 2.1354e-20 4.9859e-12 3.9854e-05 2.4377e-01 7.5586e-01 3.3535e-04
1.7904e+03 4.4084e-21 1.1773e-12 1.3220e-05 1.3602e-01 8.6303e-01 9.3518e-04
1.9028e+03 8.9417e-22 2.7553e-13 4.3151e-06 7.3434e-02 9.2422e-01 2.3408e-03
2.0223e+03 2.1425e-22 7.4437e-14 1.5547e-06 4.1265e-02 9.5359e-01 5.1388e-03
2.1493e+03 6.0817e-23 2.3495e-14 6.2947e-07 2.4616e-02 9.6535e-01 1.0031e-02
2.2843e+03 2.2166e-23 9.2922e-15 3.0260e-07 1.6128e-02 9.6684e-01 1.7031e-02
2.4277e+03 1.2085e-23 5.3596e-15 1.9644e-07 1.2571e-02 9.6440e-01 2.3028e-02
2.5802e+03 1.1247e-23 5.1053e-15 1.9086e-07 1.2413e-02 9.6434e-01 2.3243e-02
2.7422e+03 2.1529e-23 9.5873e-15 3.2026e-07 1.6895e-02 9.6734e-01 1.5761e-02
2.9144e+03 9.7742e-23 4.0427e-14 1.0214e-06 3.3300e-02 9.6015e-01 6.5480e-03
3.0973e+03 9.4586e-22 3.4812e-13 5.6849e-06 8.9225e-02 9.0911e-01 1.6570e-03
3.2918e+03 9.2804e-21 3.1964e-12 3.3241e-05 2.3737e-01 7.6228e-01 3.1441e-04
3.4986e+03 9.7020e-20 2.9030e-11 1.7621e-04 5.2330e-01 4.7649e-01 3.9458e-05
3.7182e+03 4.0575e-18 7.4631e-10 1.5246e-03 9.0798e-01 9.0499e-02 4.7630e-07
3.9517e+03 4.5487e-16 4.0032e-08 1.6970e-02 9.7928e-01 3.7530e-03 3.3301e-10
4.1999e+03 1.0770e-14 6.8104e-07 9.7701e-02 9.0208e-01 2.1660e-04 5.2579e-13
4.4636e+03 8.2483e-14 3.9369e-06 2.6926e-01 7.3071e-01 2.7820e-05 6.2334e-15
4.7438e+03 6.7017e-13 2.0090e-05 5.7624e-01 4.2374e-01 2.4864e-06 5.2528e-17
5.0416e+03 6.7085e-12 1.0247e-04 8.8867e-01 1.1123e-01 5.2411e-08 4.6434e-20
5.3582e+03 7.8223e-11 5.1371e-04 9.8642e-01 1.3064e-02 2.4485e-10 3.7299e-24
5.6947e+03 1.3572e-09 3.2491e-03 9.9591e-01 8.3819e-04 2.8912e-13 2.8353e-29
6.0522e+03 2.6367e-08 2.1774e-02 9.7818e-01 4.6560e-05 2.4745e-16 1.2581e-34
6.4323e+03 4.5745e-07 1.2873e-01 8.7127e-01 2.5287e-06 2.3455e-19 7.3812e-40
6.8362e+03 4.8808e-06 4.8299e-01 5.1700e-01 9.8167e-08 1.7349e-22 4.2039e-45
7.2654e+03 2.5266e-05 8.5981e-01 1.4017e-01 1.6528e-09 5.1184e-26 0.0000e+00
7.7216e+03 9.3026e-05 9.8003e-01 1.9882e-02 1.0715e-11 3.6504e-30 0.0000e+00
8.2065e+03 3.7049e-04 9.9786e-01 1.7699e-03 2.5706e-14 4.3692e-35 0.0000e+00
8.7177e+03 1.9245e-03 9.9798e-01 9.4338e-05 1.7896e-17 5.2127e-41 0.0000e+00
9.2147e+03 1.4137e-02 9.8586e-01 2.7029e-06 2.7801e-21 0.0000e+00 0.0000e+00
9.6291e+03 1.0508e-01 8.9492e-01 5.4702e-08 1.9587e-25 0.0000e+00 0.0000e+00
9.9539e+03 4.7288e-01 5.2712e-01 7.8528e-10 1.0950e-29 0.0000e+00 0.0000e+00
1.0246e+04 8.7578e-01 1.2422e-01 4.3887e-12 2.3231e-34 0.0000e+00 0.0000e+00
1.0542e+04 9.7370e-01 2.6303e-02 4.2973e-14 2.2482e-38 0.0000e+00 0.0000e+00
1.0840e+04 9.9508e-01 4.9161e-03 3.5580e-16 1.7572e-42 0.0000e+00 0.0000e+00
1.1119e+04 9.9884e-01 1.1551e-03 5.9853e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 9.9964e-01 3.6043e-04 2.4295e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 9.9987e-01 1.2894e-04 1.6313e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 9.9995e-01 4.5282e-05 1.0114e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 9.9998e-01 2.1912e-05 1.4147e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 9.9999e-01 9.4702e-06 1.3749e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 9.9999e-01 6.5119e-06 4.4853e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 3.6931e-06 7.5365e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 2.6537e-06 2.5135e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 1.4549e-06 3.9290e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 7.3533e-07 4.5303e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 3.7567e-07 5.4200e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 1.9409e-07 6.8281e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 1.2307e-07 1.5083e-29 0.0000e+00 0.0000e+00 0.0000e+00
