#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
10712.30 2.61e-06 1.00e+00 4.75e-12 4.63e-21 5.12e-30 
11366.65 3.19e-06 1.00e+00 9.20e-13 2.23e-21 9.17e-31 
12061.10 4.64e-06 1.00e+00 8.08e-13 6.07e-22 1.48e-31 
12793.43 6.41e-06 1.00e+00 7.65e-13 9.99e-23 2.29e-32 
13528.61 5.41e-06 1.00e+00 8.97e-13 3.60e-23 5.36e-33 
14194.74 7.55e-06 1.00e+00 1.01e-12 1.70e-23 2.13e-33 
14757.77 5.78e-06 1.00e+00 1.27e-12 1.05e-23 1.09e-33 
15240.48 3.20e-06 1.00e+00 1.41e-12 4.72e-24 4.38e-34 
15646.99 6.48e-06 1.00e+00 1.14e-12 1.56e-24 1.79e-34 
15960.30 1.06e-05 1.00e+00 8.76e-13 5.51e-25 8.20e-35 
16187.41 2.00e-05 1.00e+00 6.65e-13 2.28e-25 5.72e-35 
16354.17 6.47e-06 1.00e+00 9.50e-13 3.80e-25 4.92e-35 
16484.18 9.52e-06 1.00e+00 1.15e-12 2.38e-25 4.96e-35 
16593.12 3.77e-06 1.00e+00 1.52e-12 6.17e-25 5.43e-35 
16691.99 2.28e-05 1.00e+00 1.46e-12 6.94e-25 5.81e-35 
16788.59 5.72e-06 1.00e+00 1.79e-12 7.05e-25 6.00e-35 
16888.37 1.57e-05 1.00e+00 9.99e-12 3.64e-24 5.03e-34 
16998.79 7.48e-06 1.00e+00 2.70e-12 1.32e-24 6.26e-35 
17146.37 7.32e-06 1.00e+00 2.57e-12 2.16e-24 6.49e-35 
17415.23 2.27e-06 1.00e+00 3.23e-12 6.29e-24 7.03e-35 
17888.12 2.19e-06 1.00e+00 6.12e-12 3.41e-24 8.08e-35 
18532.37 1.31e-06 1.00e+00 5.78e-12 3.98e-24 8.72e-35 
19260.76 6.72e-07 1.00e+00 7.98e-12 6.24e-24 9.65e-35 
20034.10 4.49e-07 1.00e+00 1.12e-11 1.03e-23 1.15e-34 
20838.00 5.96e-07 1.00e+00 1.41e-11 1.79e-23 1.39e-34 
21647.97 6.07e-07 1.00e+00 1.65e-11 2.43e-23 1.58e-34 
22447.94 8.02e-07 1.00e+00 3.59e-11 1.05e-23 4.11e-34 
23245.88 1.06e-07 1.00e+00 3.53e-11 7.97e-23 2.54e-34 
24052.47 1.75e-07 1.00e+00 3.87e-11 2.29e-22 3.31e-34 
24867.72 1.27e-07 1.00e+00 5.19e-11 1.98e-22 4.30e-34 
25698.86 4.07e-07 1.00e+00 5.75e-10 5.28e-22 7.80e-32 
26587.16 1.38e-07 1.00e+00 6.60e-11 3.37e-22 8.68e-34 
27637.54 9.70e-08 1.00e+00 9.50e-11 1.17e-21 1.53e-33 
28986.97 2.40e-07 1.00e+00 3.63e-10 4.11e-21 4.82e-31 
#TIME: 44.46 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 2.25e-08 6.43e-01 3.57e-01 8.34e-09 1.23e-24 
999.11 2.33e-08 6.55e-01 3.45e-01 7.51e-09 1.26e-24 
1267.34 2.44e-08 6.68e-01 3.32e-01 6.72e-09 1.33e-24 
1514.05 2.74e-08 7.02e-01 2.98e-01 4.76e-09 6.25e-25 
1808.80 2.75e-08 7.15e-01 2.85e-01 1.87e-08 2.36e-24 
1919.29 2.86e-08 7.31e-01 2.69e-01 3.34e-09 3.51e-25 
2160.92 3.00e-08 7.80e-01 2.20e-01 1.81e-09 1.54e-25 
2292.92 2.94e-08 7.88e-01 2.12e-01 6.46e-09 4.83e-25 
2432.98 2.83e-08 7.98e-01 2.02e-01 1.38e-09 1.29e-25 
2581.60 2.84e-08 8.15e-01 1.85e-01 1.04e-09 8.20e-26 
2739.29 2.84e-08 8.27e-01 1.73e-01 8.26e-10 4.88e-26 
2906.62 2.99e-08 8.68e-01 1.32e-01 3.85e-10 2.35e-26 
3084.17 2.91e-08 8.83e-01 1.17e-01 2.67e-10 1.54e-26 
3272.56 2.78e-08 9.00e-01 9.97e-02 1.63e-10 7.76e-27 
3472.46 2.79e-08 9.20e-01 8.01e-02 8.86e-11 8.41e-27 
3684.57 2.62e-08 9.43e-01 5.73e-02 3.45e-11 4.27e-27 
3909.64 2.44e-08 9.57e-01 4.30e-02 1.42e-11 5.15e-27 
4148.46 2.53e-08 9.72e-01 2.80e-02 4.63e-12 1.52e-27 
4401.86 2.85e-08 9.84e-01 1.61e-02 1.20e-12 4.29e-27 
4670.75 3.34e-08 9.92e-01 7.69e-03 1.82e-13 3.34e-27 
4956.05 3.55e-08 9.96e-01 4.00e-03 3.42e-14 3.87e-27 
5258.79 3.76e-08 9.98e-01 2.01e-03 5.75e-15 9.03e-27 
5580.02 4.34e-08 9.99e-01 7.40e-04 4.10e-16 1.20e-26 
5920.87 5.04e-08 1.00e+00 2.52e-04 7.04e-17 1.44e-26 
6282.54 5.96e-08 1.00e+00 8.37e-05 4.27e-17 5.67e-26 
6666.30 7.19e-08 1.00e+00 2.55e-05 4.33e-17 2.88e-25 
7073.50 8.86e-08 1.00e+00 7.47e-06 3.63e-17 7.87e-25 
7505.58 1.11e-07 1.00e+00 1.66e-06 1.99e-17 6.33e-26 
7964.05 1.51e-07 1.00e+00 2.61e-07 7.07e-18 5.64e-27 
8450.53 2.39e-07 1.00e+00 3.52e-08 2.40e-18 1.42e-26 
8966.72 4.48e-07 1.00e+00 3.33e-09 4.61e-19 4.84e-28 
9514.44 8.47e-07 1.00e+00 2.42e-10 1.24e-19 1.29e-28 
10095.62 1.66e-06 1.00e+00 1.50e-11 2.54e-20 2.84e-29 
10712.30 2.83e-06 1.00e+00 1.19e-12 5.52e-21 5.44e-30 
11366.65 4.46e-06 1.00e+00 7.56e-13 3.34e-21 9.75e-31 
12061.10 4.30e-06 1.00e+00 7.99e-13 7.52e-22 1.58e-31 
12793.43 4.92e-06 1.00e+00 8.01e-13 1.30e-22 2.44e-32 
13528.61 6.52e-06 1.00e+00 7.77e-13 2.92e-23 5.70e-33 
14194.74 4.75e-06 1.00e+00 1.04e-12 1.92e-23 2.26e-33 
14757.77 3.87e-06 1.00e+00 1.30e-12 1.22e-23 1.15e-33 
15240.48 5.43e-06 1.00e+00 1.08e-12 3.08e-24 4.66e-34 
15646.99 4.06e-06 1.00e+00 1.18e-12 1.85e-24 1.90e-34 
15960.30 1.07e-05 1.00e+00 6.76e-13 3.95e-25 8.72e-35 
16187.41 1.94e-05 1.00e+00 7.87e-13 5.19e-25 6.08e-35 
16354.17 4.06e-06 1.00e+00 1.01e-12 4.27e-25 5.23e-35 
16484.18 1.81e-05 1.00e+00 9.61e-13 3.94e-25 5.27e-35 
16593.12 1.63e-06 1.00e+00 1.71e-12 7.18e-25 5.77e-35 
16691.99 1.47e-05 1.00e+00 1.42e-12 7.88e-25 6.18e-35 
16788.59 4.64e-06 1.00e+00 1.80e-12 9.52e-25 6.38e-35 
16888.37 1.39e-06 1.00e+00 2.45e-12 2.69e-25 6.50e-35 
16998.79 3.87e-06 1.00e+00 6.91e-12 2.61e-24 1.87e-34 
17146.37 1.39e-06 1.00e+00 2.87e-12 1.60e-24 6.90e-35 
17415.23 8.16e-07 1.00e+00 3.88e-12 2.33e-24 7.48e-35 
17888.12 3.04e-06 1.00e+00 1.78e-12 2.54e-25 8.59e-35 
18532.37 5.65e-07 1.00e+00 6.40e-12 4.78e-24 9.27e-35 
19260.76 1.11e-06 1.00e+00 4.98e-12 2.39e-24 1.03e-34 
20034.10 7.01e-07 1.00e+00 9.60e-12 7.92e-24 1.22e-34 
20838.00 1.43e-06 1.00e+00 7.12e-12 1.31e-24 1.48e-34 
21647.97 2.14e-07 1.00e+00 1.99e-11 2.70e-23 1.68e-34 
22447.94 2.36e-07 1.00e+00 2.13e-11 2.23e-23 2.08e-34 
23245.88 1.76e-07 1.00e+00 2.68e-11 4.59e-23 2.70e-34 
24052.47 1.66e-07 1.00e+00 3.85e-11 1.18e-22 3.52e-34 
24867.72 1.03e-06 1.00e+00 3.28e-11 1.88e-23 4.57e-34 
25698.86 7.24e-07 1.00e+00 2.18e-09 1.88e-22 1.34e-31 
26587.16 8.21e-08 1.00e+00 7.93e-11 7.70e-22 9.23e-34 
27637.54 9.89e-08 1.00e+00 8.41e-11 9.64e-22 1.63e-33 
28986.97 1.15e-07 1.00e+00 9.35e-11 7.10e-22 3.89e-33 
#TIME: 45.38 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 3.07e-08 7.54e-01 2.46e-01 2.57e-09 9.69e-25 
999.11 3.02e-08 7.65e-01 2.35e-01 2.18e-09 9.75e-25 
1267.34 3.42e-08 7.97e-01 2.03e-01 1.43e-09 6.81e-25 
1514.05 3.69e-08 8.24e-01 1.76e-01 9.56e-10 3.44e-25 
1808.80 3.78e-08 8.40e-01 1.60e-01 7.22e-10 4.15e-26 
1919.29 3.92e-08 8.58e-01 1.42e-01 4.90e-10 1.35e-25 
2160.92 3.82e-08 8.70e-01 1.30e-01 3.89e-10 1.31e-25 
2292.92 3.86e-08 8.89e-01 1.11e-01 2.45e-10 1.82e-26 
2432.98 3.75e-08 8.91e-01 1.09e-01 2.30e-10 5.17e-26 
2581.60 3.78e-08 9.11e-01 8.90e-02 1.29e-10 4.97e-26 
2739.29 3.87e-08 9.28e-01 7.19e-02 7.19e-11 1.79e-26 
2906.62 3.96e-08 9.46e-01 5.41e-02 3.49e-11 1.42e-26 
3084.17 3.86e-08 9.57e-01 4.26e-02 1.83e-11 6.42e-27 
3272.56 3.76e-08 9.64e-01 3.56e-02 1.09e-11 5.63e-27 
3472.46 3.61e-08 9.75e-01 2.52e-02 4.31e-12 2.62e-27 
3684.57 3.42e-08 9.82e-01 1.85e-02 1.71e-12 3.14e-27 
3909.64 3.38e-08 9.88e-01 1.17e-02 5.08e-13 2.08e-27 
4148.46 3.38e-08 9.93e-01 7.02e-03 1.32e-13 1.75e-27 
4401.86 3.83e-08 9.96e-01 3.74e-03 3.07e-14 2.13e-27 
4670.75 4.60e-08 9.98e-01 1.71e-03 4.16e-15 2.21e-27 
4956.05 4.76e-08 9.99e-01 8.30e-04 6.54e-16 4.44e-27 
5258.79 5.01e-08 1.00e+00 4.14e-04 1.32e-16 4.92e-27 
5580.02 5.66e-08 1.00e+00 1.49e-04 2.05e-17 1.89e-26 
5920.87 6.51e-08 1.00e+00 5.40e-05 2.55e-17 2.43e-25 
6282.54 7.38e-08 1.00e+00 1.83e-05 4.18e-17 1.89e-25 
6666.30 9.02e-08 1.00e+00 6.03e-06 4.93e-17 7.34e-25 
7073.50 1.12e-07 1.00e+00 1.68e-06 3.35e-17 6.91e-25 
7505.58 1.38e-07 1.00e+00 3.80e-07 1.87e-17 1.42e-25 
7964.05 1.94e-07 1.00e+00 5.91e-08 7.28e-18 5.13e-27 
8450.53 3.05e-07 1.00e+00 7.37e-09 1.98e-18 2.83e-27 
8966.72 6.30e-07 1.00e+00 6.89e-10 4.91e-19 5.15e-28 
9514.44 1.22e-06 1.00e+00 4.94e-11 1.13e-19 1.37e-28 
10095.62 1.94e-06 1.00e+00 3.75e-12 3.20e-20 3.02e-29 
10712.30 3.65e-06 1.00e+00 8.26e-13 1.62e-20 5.79e-30 
11366.65 4.81e-06 1.00e+00 7.77e-13 4.78e-21 1.04e-30 
12061.10 6.52e-06 1.00e+00 7.21e-13 6.80e-22 1.68e-31 
12793.43 5.44e-06 1.00e+00 7.12e-13 1.13e-22 2.59e-32 
13528.61 7.30e-06 1.00e+00 8.05e-13 4.09e-23 6.06e-33 
14194.74 5.40e-06 1.00e+00 9.72e-13 1.77e-23 2.41e-33 
14757.77 6.26e-06 1.00e+00 1.13e-12 1.02e-23 1.23e-33 
15240.48 7.21e-06 1.00e+00 1.19e-12 5.56e-24 4.95e-34 
15646.99 5.07e-06 1.00e+00 9.01e-13 9.74e-25 2.02e-34 
15960.30 9.04e-06 1.00e+00 9.70e-13 7.24e-25 9.28e-35 
16187.41 7.35e-06 1.00e+00 8.12e-13 4.58e-25 6.47e-35 
16354.17 1.18e-05 1.00e+00 8.15e-13 3.33e-25 5.56e-35 
16484.18 5.88e-06 1.00e+00 9.01e-13 3.80e-25 5.61e-35 
16593.12 6.55e-06 1.00e+00 1.24e-12 4.82e-25 6.14e-35 
16691.99 3.91e-06 1.00e+00 1.48e-12 8.72e-25 6.57e-35 
16788.59 4.43e-06 1.00e+00 1.56e-12 7.42e-25 6.78e-35 
16888.37 1.94e-05 1.00e+00 1.69e-12 7.74e-25 6.91e-35 
16998.79 4.99e-06 1.00e+00 2.05e-12 3.80e-25 7.08e-35 
17146.37 2.50e-06 1.00e+00 2.50e-12 1.33e-24 7.34e-35 
17415.23 1.15e-06 1.00e+00 3.52e-12 1.83e-24 7.95e-35 
17888.12 1.75e-06 1.00e+00 4.19e-12 7.71e-24 9.13e-35 
18532.37 1.01e-06 1.00e+00 5.71e-12 4.07e-24 9.86e-35 
19260.76 5.16e-07 1.00e+00 7.49e-12 8.65e-24 1.09e-34 
20034.10 2.69e-07 1.00e+00 1.22e-11 1.21e-23 1.30e-34 
20838.00 2.10e-07 1.00e+00 1.57e-11 3.43e-23 1.57e-34 
21647.97 5.95e-07 1.00e+00 1.70e-10 7.62e-23 2.09e-32 
22447.94 4.86e-07 1.00e+00 2.23e-11 3.93e-23 2.21e-34 
23245.88 2.00e-07 1.00e+00 3.04e-11 7.04e-23 2.88e-34 
24052.47 5.05e-07 8.50e-01 1.50e-01 7.34e-14 4.26e-25 
24867.72 1.45e-07 1.00e+00 6.99e-11 3.41e-22 4.86e-34 
25698.86 1.46e-07 1.00e+00 7.99e-11 9.14e-24 6.58e-34 
26587.16 5.73e-08 1.00e+00 8.76e-11 5.29e-22 9.81e-34 
27637.54 6.17e-08 1.00e+00 1.05e-10 1.19e-21 1.73e-33 
28986.97 7.32e-08 1.00e+00 1.02e-10 2.90e-21 4.14e-33 
#TIME: 46.32 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 3.75e-08 8.60e-01 1.40e-01 4.84e-10 6.05e-25 
999.11 3.96e-08 8.62e-01 1.38e-01 4.51e-10 5.42e-25 
1267.34 4.37e-08 9.00e-01 1.00e-01 4.14e-10 7.83e-25 
1514.05 4.81e-08 9.11e-01 8.87e-02 1.37e-10 1.33e-25 
1808.80 4.88e-08 9.24e-01 7.55e-02 8.87e-11 9.86e-26 
1919.29 5.12e-08 9.42e-01 5.85e-02 4.46e-11 6.89e-26 
2160.92 5.08e-08 9.46e-01 5.44e-02 3.76e-11 3.48e-26 
2292.92 5.03e-08 9.56e-01 4.37e-02 1.99e-11 2.47e-26 
2432.98 5.07e-08 9.66e-01 3.41e-02 1.11e-11 2.23e-26 
2581.60 5.00e-08 9.69e-01 3.07e-02 7.60e-12 1.34e-26 
2739.29 5.02e-08 9.75e-01 2.55e-02 4.43e-12 1.03e-26 
2906.62 5.17e-08 9.82e-01 1.80e-02 1.91e-12 3.60e-27 
3084.17 4.98e-08 9.87e-01 1.34e-02 9.10e-13 2.73e-27 
3272.56 4.78e-08 9.89e-01 1.09e-02 5.05e-13 1.48e-27 
3472.46 4.65e-08 9.93e-01 7.40e-03 1.78e-13 1.59e-27 
3684.57 4.57e-08 9.95e-01 4.70e-03 5.41e-14 1.04e-27 
3909.64 4.34e-08 9.97e-01 2.82e-03 1.33e-14 7.48e-28 
4148.46 4.51e-08 9.99e-01 1.49e-03 2.65e-15 5.60e-28 
4401.86 5.21e-08 9.99e-01 7.73e-04 8.64e-16 1.24e-27 
4670.75 6.00e-08 1.00e+00 3.61e-04 9.69e-17 1.42e-27 
4956.05 6.28e-08 1.00e+00 1.68e-04 1.66e-17 1.88e-27 
5258.79 6.33e-08 1.00e+00 8.91e-05 8.55e-18 4.66e-27 
5580.02 7.42e-08 1.00e+00 3.28e-05 1.28e-17 2.66e-25 
5920.87 8.32e-08 1.00e+00 1.19e-05 2.47e-17 6.88e-26 
6282.54 9.41e-08 1.00e+00 4.40e-06 4.49e-17 1.36e-25 
6666.30 1.10e-07 1.00e+00 1.54e-06 5.20e-17 1.87e-24 
7073.50 1.36e-07 1.00e+00 3.78e-07 3.29e-17 4.29e-26 
7505.58 1.67e-07 1.00e+00 8.58e-08 1.81e-17 1.27e-26 
7964.05 2.53e-07 1.00e+00 1.31e-08 6.87e-18 6.10e-27 
8450.53 4.29e-07 1.00e+00 1.43e-09 1.75e-18 1.83e-27 
8966.72 7.93e-07 1.00e+00 1.51e-10 5.14e-19 5.47e-28 
9514.44 1.46e-06 1.00e+00 1.14e-11 1.36e-19 1.46e-28 
10095.62 2.46e-06 1.00e+00 9.80e-13 3.24e-20 3.21e-29 
10712.30 4.30e-06 1.00e+00 7.33e-13 2.02e-20 6.15e-30 
11366.65 5.05e-06 1.00e+00 6.95e-13 3.94e-21 1.10e-30 
12061.10 5.91e-06 1.00e+00 6.86e-13 7.51e-22 1.78e-31 
12793.43 5.58e-06 1.00e+00 7.93e-13 1.70e-22 2.76e-32 
13528.61 5.87e-06 1.00e+00 7.86e-13 3.79e-23 6.45e-33 
14194.74 8.41e-06 1.00e+00 8.90e-13 1.79e-23 2.56e-33 
14757.77 6.71e-06 1.00e+00 1.04e-12 1.10e-23 1.30e-33 
15240.48 6.86e-06 1.00e+00 1.12e-12 4.89e-24 5.27e-34 
15646.99 1.14e-05 1.00e+00 9.47e-13 1.98e-24 2.15e-34 
15960.30 7.57e-06 1.00e+00 6.49e-13 3.44e-25 9.86e-35 
16187.41 7.77e-06 1.00e+00 8.72e-13 4.18e-25 6.88e-35 
16354.17 1.11e-05 1.00e+00 7.99e-13 4.12e-25 5.91e-35 
16484.18 4.98e-06 1.00e+00 1.04e-12 5.76e-25 5.96e-35 
16593.12 1.63e-05 1.00e+00 1.08e-12 1.75e-25 6.53e-35 
16691.99 1.61e-06 1.00e+00 1.67e-12 8.56e-25 6.99e-35 
16788.59 1.16e-05 1.00e+00 1.46e-12 9.49e-25 7.21e-35 
16888.37 4.03e-06 1.00e+00 1.83e-12 1.24e-24 7.35e-35 
16998.79 7.39e-06 1.00e+00 1.97e-12 1.28e-24 7.53e-35 
17146.37 2.78e-06 1.00e+00 2.13e-12 1.16e-24 7.81e-35 
17415.23 1.72e-06 1.00e+00 3.05e-12 1.74e-24 8.45e-35 
17888.12 8.51e-07 1.00e+00 4.65e-12 3.74e-24 9.71e-35 
18532.37 1.50e-06 1.00e+00 5.10e-12 4.23e-24 1.05e-34 
19260.76 6.15e-07 1.00e+00 7.80e-12 6.15e-24 1.16e-34 
20034.10 6.36e-07 1.00e+00 1.29e-11 1.02e-23 1.38e-34 
20838.00 5.56e-07 1.00e+00 1.14e-11 1.16e-23 1.67e-34 
21647.97 5.78e-07 1.00e+00 2.37e-08 3.14e-21 1.90e-29 
22447.94 4.26e-07 1.00e+00 1.95e-11 3.45e-23 2.35e-34 
23245.88 1.09e-06 1.00e+00 2.44e-11 5.79e-23 3.06e-34 
24052.47 8.42e-08 1.00e+00 7.79e-11 5.69e-32 3.97e-34 
24867.72 1.34e-07 1.00e+00 7.47e-11 1.77e-22 5.17e-34 
25698.86 1.83e-07 1.00e+00 8.48e-11 2.74e-22 7.00e-34 
26587.16 3.16e-07 1.00e+00 6.20e-11 4.63e-22 1.04e-33 
27637.54 1.01e-07 1.00e+00 1.26e-10 3.01e-21 1.84e-33 
28986.97 1.64e-07 1.00e+00 6.33e-10 7.21e-21 1.61e-30 
#TIME: 47.28 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 4.70e-08 9.21e-01 7.91e-02 9.38e-11 3.67e-25 
999.11 5.13e-08 9.41e-01 5.86e-02 4.30e-11 1.47e-25 
1267.34 5.41e-08 9.52e-01 4.76e-02 2.46e-11 1.03e-25 
1514.05 6.16e-08 9.67e-01 3.28e-02 1.01e-11 5.70e-26 
1808.80 6.32e-08 9.73e-01 2.70e-02 5.94e-12 2.85e-26 
1919.29 6.87e-08 9.79e-01 2.07e-02 3.17e-12 3.09e-26 
2160.92 6.55e-08 9.83e-01 1.66e-02 1.73e-12 1.15e-26 
2292.92 6.60e-08 9.86e-01 1.40e-02 1.03e-12 7.21e-27 
2432.98 6.68e-08 9.89e-01 1.09e-02 6.20e-13 2.64e-26 
2581.60 6.59e-08 9.90e-01 9.81e-03 3.55e-11 6.73e-25 
2739.29 6.77e-08 9.93e-01 6.69e-03 1.69e-13 3.86e-27 
2906.62 6.70e-08 9.95e-01 4.94e-03 7.08e-14 2.26e-27 
3084.17 6.65e-08 9.96e-01 3.56e-03 2.95e-14 1.42e-27 
3272.56 6.16e-08 9.97e-01 2.75e-03 1.49e-14 1.11e-27 
3472.46 6.26e-08 9.98e-01 1.70e-03 4.65e-15 5.43e-28 
3684.57 5.87e-08 9.99e-01 1.00e-03 1.25e-15 3.51e-28 
3909.64 5.73e-08 9.99e-01 6.25e-04 2.90e-16 4.67e-28 
4148.46 5.79e-08 1.00e+00 3.51e-04 9.86e-17 5.95e-28 
4401.86 6.67e-08 1.00e+00 1.80e-04 1.37e-17 7.91e-28 
4670.75 7.70e-08 1.00e+00 8.42e-05 4.30e-18 1.14e-27 
4956.05 7.90e-08 1.00e+00 4.19e-05 3.63e-18 1.03e-26 
5258.79 7.80e-08 1.00e+00 2.17e-05 6.91e-18 7.37e-26 
5580.02 8.83e-08 1.00e+00 8.38e-06 1.43e-17 2.51e-25 
5920.87 9.85e-08 1.00e+00 3.28e-06 3.03e-17 1.26e-25 
6282.54 1.10e-07 1.00e+00 1.11e-06 4.64e-17 2.01e-25 
6666.30 1.25e-07 1.00e+00 3.81e-07 4.97e-17 1.09e-25 
7073.50 1.63e-07 1.00e+00 1.00e-07 3.81e-17 1.04e-25 
7505.58 2.05e-07 1.00e+00 2.65e-08 2.45e-17 2.06e-25 
7964.05 3.08e-07 1.00e+00 3.55e-09 8.46e-18 1.62e-26 
8450.53 5.39e-07 1.00e+00 3.09e-10 1.91e-18 1.95e-27 
8966.72 1.03e-06 1.00e+00 2.94e-11 4.46e-19 5.82e-28 
9514.44 1.90e-06 1.00e+00 2.51e-12 1.37e-19 1.55e-28 
10095.62 3.57e-06 1.00e+00 8.38e-13 1.01e-19 3.41e-29 
10712.30 4.28e-06 1.00e+00 7.19e-13 2.22e-20 6.54e-30 
11366.65 4.31e-06 1.00e+00 7.42e-13 5.15e-21 1.17e-30 
12061.10 6.12e-06 1.00e+00 7.00e-13 8.92e-22 1.90e-31 
12793.43 5.67e-06 1.00e+00 7.51e-13 1.47e-22 2.93e-32 
13528.61 1.04e-05 1.00e+00 6.68e-13 2.79e-23 6.86e-33 
14194.74 6.80e-06 1.00e+00 7.77e-13 1.46e-23 2.72e-33 
14757.77 7.87e-06 1.00e+00 9.67e-13 9.24e-24 1.39e-33 
15240.48 5.09e-06 1.00e+00 1.14e-12 5.47e-24 5.60e-34 
15646.99 4.46e-06 1.00e+00 1.05e-12 2.13e-24 2.29e-34 
15960.30 7.92e-06 1.00e+00 2.20e-11 1.81e-23 2.14e-32 
16187.41 7.99e-06 1.00e+00 7.56e-13 4.07e-25 7.31e-35 
16354.17 7.16e-06 1.00e+00 8.20e-13 4.43e-25 6.29e-35 
16484.18 1.58e-05 1.00e+00 8.81e-13 4.34e-25 6.34e-35 
16593.12 1.62e-05 1.00e+00 1.07e-12 6.89e-25 6.94e-35 
16691.99 2.14e-06 1.00e+00 1.72e-12 9.04e-25 7.43e-35 
16788.59 4.77e-06 1.00e+00 1.30e-12 7.73e-25 7.67e-35 
16888.37 1.03e-05 1.00e+00 1.37e-12 7.59e-25 7.82e-35 
16998.79 6.04e-06 1.00e+00 3.76e-12 2.17e-24 8.01e-35 
17146.37 1.18e-06 1.00e+00 2.45e-12 1.59e-24 8.30e-35 
17415.23 1.55e-06 1.00e+00 2.29e-11 1.37e-23 1.63e-33 
17888.12 1.24e-06 1.00e+00 8.68e-12 5.50e-24 1.06e-34 
18532.37 4.80e-06 1.00e+00 1.76e-11 3.92e-24 2.95e-34 
19260.76 4.11e-06 1.00e+00 5.93e-10 1.11e-22 3.91e-31 
20034.10 1.18e-06 1.00e+00 9.47e-12 7.33e-24 1.47e-34 
20838.00 4.61e-07 1.00e+00 1.35e-11 2.00e-23 1.78e-34 
21647.97 4.98e-07 1.00e+00 1.60e-11 1.66e-26 2.02e-34 
22447.94 4.67e-07 1.00e+00 1.92e-11 4.01e-23 2.50e-34 
23245.88 3.37e-07 1.00e+00 2.63e-11 7.09e-23 3.25e-34 
24052.47 1.95e-07 1.00e+00 4.62e-11 6.85e-23 4.23e-34 
24867.72 9.81e-08 1.00e+00 5.65e-11 1.41e-22 5.50e-34 
25698.86 7.90e-08 1.00e+00 6.02e-11 2.79e-22 7.44e-34 
26587.16 5.62e-08 1.00e+00 7.73e-11 9.45e-22 1.11e-33 
27637.54 6.48e-08 1.00e+00 8.57e-11 1.09e-21 1.96e-33 
28986.97 2.67e-07 1.00e+00 2.12e-09 3.23e-21 1.08e-30 
#TIME: 48.26 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 6.55e-08 9.77e-01 2.27e-02 3.64e-12 3.71e-26 
999.11 6.81e-08 9.81e-01 1.94e-02 2.49e-12 6.90e-26 
1267.34 7.52e-08 9.87e-01 1.28e-02 8.58e-13 3.90e-26 
1514.05 8.12e-08 9.91e-01 9.22e-03 3.90e-13 1.39e-26 
1808.80 8.31e-08 9.93e-01 7.09e-03 1.79e-13 7.15e-27 
1919.29 8.85e-08 9.95e-01 5.31e-03 9.57e-14 7.70e-27 
2160.92 8.79e-08 9.96e-01 4.30e-03 5.14e-14 4.31e-27 
2292.92 8.93e-08 9.97e-01 3.44e-03 3.14e-14 3.51e-27 
2432.98 8.74e-08 9.97e-01 3.12e-03 2.37e-14 1.27e-26 
2581.60 8.65e-08 9.98e-01 2.15e-03 9.73e-15 2.08e-27 
2739.29 8.53e-08 9.98e-01 1.77e-03 6.04e-15 1.58e-27 
2906.62 8.63e-08 9.99e-01 1.21e-03 2.27e-15 1.07e-27 
3084.17 8.62e-08 9.99e-01 8.49e-04 7.64e-16 1.00e-27 
3272.56 7.96e-08 9.99e-01 6.33e-04 4.73e-16 5.30e-28 
3472.46 7.82e-08 1.00e+00 4.36e-04 1.90e-16 5.59e-28 
3684.57 7.55e-08 1.00e+00 2.79e-04 4.03e-17 5.63e-28 
3909.64 7.11e-08 1.00e+00 1.44e-04 9.20e-18 4.62e-28 
