#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
7505.58 2.85e-26 1.27e-17 1.35e-09 5.44e-04 9.99e-01 
7964.05 9.72e-26 4.35e-17 3.56e-09 9.60e-04 9.99e-01 
8450.53 6.26e-25 2.70e-16 1.48e-08 2.17e-03 9.98e-01 
8966.72 4.77e-24 1.97e-15 6.77e-08 4.98e-03 9.95e-01 
9514.44 8.75e-23 3.38e-14 5.82e-07 1.59e-02 9.84e-01 
10095.62 7.18e-21 2.48e-12 1.51e-05 9.44e-02 9.06e-01 
10712.30 1.15e-18 3.85e-10 6.28e-04 5.62e-01 4.37e-01 
11366.65 1.62e-16 5.36e-08 1.46e-02 9.58e-01 2.69e-02 
12061.10 3.98e-14 1.48e-05 3.58e-01 6.42e-01 2.03e-04 
12793.43 1.55e-12 6.59e-04 9.71e-01 2.84e-02 3.68e-08 
13528.61 4.55e-11 2.08e-02 9.79e-01 1.42e-04 7.56e-14 
14194.74 7.39e-10 3.93e-01 6.07e-01 5.16e-07 2.42e-19 
14757.77 1.70e-09 9.34e-01 6.62e-02 6.75e-10 5.63e-25 
15240.48 2.09e-09 9.95e-01 4.94e-03 1.19e-12 2.69e-29 
15646.99 3.24e-09 1.00e+00 3.91e-04 3.06e-15 1.15e-34 
15960.30 5.88e-09 1.00e+00 3.25e-05 8.96e-18 4.49e-37 
16187.41 8.45e-09 1.00e+00 4.14e-06 5.90e-20 4.92e-37 
16354.17 1.02e-08 1.00e+00 7.20e-07 8.31e-22 5.97e-37 
16484.18 1.09e-08 1.00e+00 2.54e-07 4.00e-23 7.93e-37 
16593.12 1.03e-08 1.00e+00 9.43e-08 8.21e-24 1.10e-36 
16691.99 1.06e-08 1.00e+00 3.19e-08 2.45e-25 1.47e-36 
16788.59 9.27e-09 1.00e+00 2.15e-08 6.56e-26 1.91e-36 
16888.37 9.56e-09 1.00e+00 1.11e-08 1.48e-26 2.49e-36 
16998.79 1.11e-08 1.00e+00 3.59e-09 8.72e-28 3.42e-36 
17146.37 1.13e-08 1.00e+00 1.03e-09 2.07e-29 5.01e-36 
17415.23 1.19e-08 1.00e+00 1.25e-10 3.95e-31 8.78e-36 
17888.12 1.29e-08 1.00e+00 6.07e-12 6.88e-31 2.38e-35 
18532.37 1.64e-08 1.00e+00 1.15e-13 7.16e-31 6.36e-35 
19260.76 1.65e-08 1.00e+00 5.09e-15 6.56e-30 1.28e-34 
20034.10 1.85e-08 1.00e+00 1.75e-16 1.06e-29 1.49e-34 
20838.00 1.36e-08 1.00e+00 3.53e-18 9.00e-31 1.01e-34 
21647.97 1.57e-08 1.00e+00 1.98e-19 2.07e-31 6.53e-35 
22447.94 1.85e-08 1.00e+00 2.43e-20 3.28e-31 6.32e-35 
23245.88 1.68e-08 1.00e+00 1.51e-21 1.08e-32 7.90e-35 
24052.47 2.15e-08 1.00e+00 2.35e-23 1.58e-34 1.09e-34 
24867.72 2.28e-08 1.00e+00 2.20e-23 5.39e-31 1.55e-34 
25698.86 2.12e-08 1.00e+00 5.70e-25 3.24e-34 2.25e-34 
26587.16 2.10e-08 1.00e+00 1.40e-25 5.00e-34 3.51e-34 
27637.54 1.78e-08 1.00e+00 9.45e-27 8.75e-34 6.18e-34 
28986.97 1.28e-08 1.00e+00 2.94e-26 1.92e-33 1.36e-33 
#TIME: 4.49 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 6.30e-18 3.78e-10 5.07e-04 3.73e-01 6.27e-01 
999.11 6.36e-20 3.85e-12 1.97e-05 9.85e-02 9.01e-01 
1267.34 1.55e-21 9.77e-14 1.20e-06 2.28e-02 9.77e-01 
1514.05 1.17e-22 7.33e-15 1.63e-07 7.84e-03 9.92e-01 
1808.80 1.21e-23 8.16e-16 3.02e-08 3.25e-03 9.97e-01 
1919.29 2.20e-24 1.36e-16 7.17e-09 1.36e-03 9.99e-01 
2160.92 3.50e-25 2.73e-17 2.03e-09 6.87e-04 9.99e-01 
2292.92 4.38e-26 3.49e-18 3.78e-10 2.20e-04 1.00e+00 
2432.98 1.81e-26 1.69e-18 2.17e-10 1.68e-04 1.00e+00 
2581.60 9.65e-27 1.07e-18 1.52e-10 1.43e-04 1.00e+00 
2739.29 6.92e-27 8.35e-19 1.26e-10 1.34e-04 1.00e+00 
2906.62 4.21e-27 6.16e-19 9.85e-11 1.21e-04 1.00e+00 
3084.17 2.96e-27 4.99e-19 8.39e-11 1.13e-04 1.00e+00 
3272.56 2.07e-27 3.86e-19 7.03e-11 1.04e-04 1.00e+00 
3472.46 1.69e-27 3.63e-19 6.76e-11 1.02e-04 1.00e+00 
3684.57 1.40e-27 3.43e-19 6.57e-11 1.01e-04 1.00e+00 
3909.64 9.97e-28 2.99e-19 5.99e-11 9.49e-05 1.00e+00 
4148.46 1.02e-27 3.33e-19 6.58e-11 9.90e-05 1.00e+00 
4401.86 1.77e-27 5.44e-19 9.64e-11 1.22e-04 1.00e+00 
4670.75 2.75e-27 8.48e-19 1.37e-10 1.49e-04 1.00e+00 
4956.05 2.88e-27 9.44e-19 1.57e-10 1.64e-04 1.00e+00 
5258.79 2.51e-27 9.27e-19 1.61e-10 1.68e-04 1.00e+00 
5580.02 3.15e-27 1.24e-18 2.06e-10 1.96e-04 1.00e+00 
5920.87 4.15e-27 1.67e-18 2.70e-10 2.31e-04 1.00e+00 
6282.54 5.45e-27 2.31e-18 3.55e-10 2.69e-04 1.00e+00 
6666.30 8.85e-27 3.76e-18 5.28e-10 3.31e-04 1.00e+00 
7073.50 1.72e-26 7.40e-18 8.97e-10 4.39e-04 1.00e+00 
7505.58 3.60e-26 1.66e-17 1.68e-09 6.19e-04 9.99e-01 
7964.05 1.31e-25 6.10e-17 4.69e-09 1.13e-03 9.99e-01 
8450.53 8.55e-25 3.82e-16 1.96e-08 2.55e-03 9.97e-01 
8966.72 7.03e-24 2.99e-15 9.44e-08 6.03e-03 9.94e-01 
9514.44 1.37e-22 5.41e-14 8.36e-07 1.95e-02 9.81e-01 
10095.62 1.15e-20 4.14e-12 2.28e-05 1.19e-01 8.81e-01 
10712.30 1.76e-18 6.15e-10 8.80e-04 6.34e-01 3.65e-01 
11366.65 2.49e-16 8.45e-08 1.94e-02 9.61e-01 1.92e-02 
12061.10 5.44e-14 2.14e-05 4.30e-01 5.70e-01 6.82e-05 
12793.43 1.83e-12 8.08e-04 9.77e-01 2.21e-02 6.92e-09 
13528.61 5.29e-11 2.54e-02 9.74e-01 1.03e-04 3.57e-14 
14194.74 8.13e-10 4.57e-01 5.43e-01 3.33e-07 8.90e-20 
14757.77 1.63e-09 9.50e-01 4.97e-02 4.13e-10 2.15e-25 
15240.48 2.05e-09 9.96e-01 3.67e-03 6.45e-13 2.11e-30 
15646.99 3.09e-09 1.00e+00 3.27e-04 2.03e-15 5.25e-35 
15960.30 5.65e-09 1.00e+00 2.75e-05 4.75e-18 4.77e-37 
16187.41 7.89e-09 1.00e+00 4.02e-06 4.49e-20 5.23e-37 
16354.17 9.61e-09 1.00e+00 6.18e-07 4.77e-22 6.35e-37 
16484.18 1.03e-08 1.00e+00 1.99e-07 3.22e-23 8.43e-37 
16593.12 9.74e-09 1.00e+00 6.94e-08 1.85e-24 1.17e-36 
16691.99 9.28e-09 1.00e+00 3.19e-08 3.06e-25 1.56e-36 
16788.59 1.09e-08 1.00e+00 9.23e-09 1.52e-26 2.03e-36 
16888.37 9.89e-09 1.00e+00 5.86e-09 6.03e-27 2.65e-36 
16998.79 8.96e-09 1.00e+00 3.61e-09 1.22e-27 3.63e-36 
17146.37 1.09e-08 1.00e+00 5.43e-10 7.77e-30 5.33e-36 
17415.23 1.21e-08 1.00e+00 9.71e-11 4.00e-31 9.33e-36 
17888.12 1.26e-08 1.00e+00 5.28e-12 7.42e-31 2.53e-35 
18532.37 1.63e-08 1.00e+00 1.22e-13 1.28e-30 6.76e-35 
19260.76 1.72e-08 1.00e+00 4.53e-15 2.93e-30 1.36e-34 
20034.10 1.48e-08 1.00e+00 7.81e-17 5.96e-31 1.58e-34 
20838.00 1.30e-08 1.00e+00 1.87e-17 1.33e-29 1.07e-34 
21647.97 1.42e-08 1.00e+00 3.07e-19 2.17e-31 6.94e-35 
22447.94 1.60e-08 1.00e+00 4.86e-21 9.88e-35 6.72e-35 
23245.88 1.45e-08 1.00e+00 2.55e-22 1.23e-34 8.40e-35 
24052.47 2.20e-08 1.00e+00 1.02e-21 1.75e-31 1.16e-34 
24867.72 2.03e-08 1.00e+00 4.03e-23 3.66e-31 1.64e-34 
25698.86 2.10e-08 1.00e+00 2.13e-23 3.15e-29 2.40e-34 
26587.16 1.93e-08 1.00e+00 6.18e-26 5.33e-34 3.73e-34 
27637.54 1.91e-08 1.00e+00 3.91e-27 9.32e-34 6.57e-34 
28986.97 1.33e-08 1.00e+00 1.17e-26 2.04e-33 1.45e-33 
#TIME: 4.58 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 2.41e-18 1.62e-10 2.79e-04 2.91e-01 7.08e-01 
999.11 3.68e-20 2.48e-12 1.43e-05 8.30e-02 9.17e-01 
1267.34 1.07e-21 7.57e-14 9.87e-07 2.03e-02 9.80e-01 
1514.05 9.53e-23 6.33e-15 1.46e-07 7.32e-03 9.93e-01 
1808.80 1.13e-23 7.91e-16 2.98e-08 3.22e-03 9.97e-01 
1919.29 1.85e-24 1.28e-16 6.76e-09 1.28e-03 9.99e-01 
2160.92 3.83e-25 3.06e-17 2.26e-09 7.29e-04 9.99e-01 
2292.92 4.17e-26 3.68e-18 3.93e-10 2.24e-04 1.00e+00 
2432.98 1.74e-26 1.96e-18 2.39e-10 1.78e-04 1.00e+00 
2581.60 1.03e-26 1.19e-18 1.66e-10 1.51e-04 1.00e+00 
2739.29 7.06e-27 9.27e-19 1.38e-10 1.41e-04 1.00e+00 
2906.62 4.97e-27 7.16e-19 1.14e-10 1.30e-04 1.00e+00 
3084.17 3.44e-27 5.73e-19 9.63e-11 1.22e-04 1.00e+00 
3272.56 2.33e-27 4.52e-19 8.10e-11 1.12e-04 1.00e+00 
3472.46 1.94e-27 4.25e-19 7.83e-11 1.11e-04 1.00e+00 
3684.57 1.59e-27 4.01e-19 7.59e-11 1.09e-04 1.00e+00 
3909.64 1.16e-27 3.54e-19 6.99e-11 1.04e-04 1.00e+00 
4148.46 1.19e-27 4.00e-19 7.75e-11 1.09e-04 1.00e+00 
4401.86 1.99e-27 6.43e-19 1.11e-10 1.33e-04 1.00e+00 
4670.75 3.16e-27 9.89e-19 1.59e-10 1.63e-04 1.00e+00 
4956.05 3.27e-27 1.10e-18 1.80e-10 1.77e-04 1.00e+00 
5258.79 2.91e-27 1.12e-18 1.89e-10 1.85e-04 1.00e+00 
5580.02 3.71e-27 1.49e-18 2.44e-10 2.17e-04 1.00e+00 
5920.87 4.85e-27 2.01e-18 3.18e-10 2.53e-04 1.00e+00 
6282.54 6.49e-27 2.89e-18 4.28e-10 3.01e-04 1.00e+00 
6666.30 1.05e-26 4.64e-18 6.23e-10 3.61e-04 1.00e+00 
7073.50 2.08e-26 9.35e-18 1.08e-09 4.86e-04 1.00e+00 
7505.58 4.53e-26 2.14e-17 2.10e-09 7.04e-04 9.99e-01 
7964.05 1.87e-25 8.98e-17 6.45e-09 1.39e-03 9.99e-01 
8450.53 1.16e-24 5.32e-16 2.59e-08 2.98e-03 9.97e-01 
8966.72 9.95e-24 4.37e-15 1.28e-07 7.12e-03 9.93e-01 
9514.44 2.14e-22 8.78e-14 1.24e-06 2.44e-02 9.76e-01 
10095.62 1.82e-20 6.81e-12 3.33e-05 1.45e-01 8.55e-01 
10712.30 2.65e-18 9.63e-10 1.20e-03 6.93e-01 3.06e-01 
11366.65 3.64e-16 1.29e-07 2.51e-02 9.61e-01 1.34e-02 
12061.10 7.64e-14 3.16e-05 5.09e-01 4.91e-01 3.20e-05 
12793.43 2.15e-12 9.87e-04 9.83e-01 1.60e-02 3.37e-09 
13528.61 6.15e-11 3.11e-02 9.69e-01 2.43e-04 1.07e-13 
14194.74 8.91e-10 5.16e-01 4.84e-01 1.96e-07 2.74e-20 
14757.77 1.59e-09 9.56e-01 4.42e-02 2.56e-10 1.27e-25 
15240.48 1.98e-09 9.97e-01 3.25e-03 4.84e-13 5.60e-31 
15646.99 2.95e-09 1.00e+00 3.07e-04 1.69e-15 7.13e-35 
15960.30 5.60e-09 1.00e+00 2.22e-05 3.11e-18 5.07e-37 
16187.41 7.62e-09 1.00e+00 3.84e-06 4.57e-20 5.56e-37 
16354.17 9.50e-09 1.00e+00 5.40e-07 3.04e-22 6.75e-37 
16484.18 9.36e-09 1.00e+00 2.25e-07 3.58e-23 8.96e-37 
16593.12 8.36e-09 1.00e+00 9.67e-08 4.00e-24 1.24e-36 
16691.99 9.42e-09 1.00e+00 3.32e-08 3.09e-25 1.66e-36 
16788.59 9.21e-09 1.00e+00 1.41e-08 3.27e-26 2.16e-36 
16888.37 9.22e-09 1.00e+00 6.50e-09 2.65e-27 2.82e-36 
16998.79 9.89e-09 1.00e+00 2.20e-09 3.02e-28 3.86e-36 
17146.37 1.04e-08 1.00e+00 6.78e-10 2.06e-29 5.67e-36 
17415.23 1.04e-08 1.00e+00 1.18e-10 7.77e-31 9.93e-36 
17888.12 1.14e-08 1.00e+00 7.42e-12 1.70e-30 2.70e-35 
18532.37 1.46e-08 1.00e+00 1.73e-13 3.43e-30 7.19e-35 
19260.76 1.56e-08 1.00e+00 4.66e-15 2.48e-30 1.45e-34 
20034.10 1.33e-08 1.00e+00 1.26e-16 3.11e-30 1.68e-34 
20838.00 1.66e-08 1.00e+00 5.08e-18 4.82e-32 1.14e-34 
21647.97 1.42e-08 1.00e+00 3.97e-19 4.92e-31 7.38e-35 
22447.94 1.48e-08 1.00e+00 1.35e-20 2.01e-31 7.14e-35 
23245.88 1.66e-08 1.00e+00 8.48e-22 1.61e-31 8.93e-35 
24052.47 1.81e-08 1.00e+00 1.77e-22 2.10e-32 1.23e-34 
24867.72 1.84e-08 1.00e+00 1.13e-23 2.52e-34 1.75e-34 
25698.86 1.98e-08 1.00e+00 7.10e-25 3.66e-34 2.55e-34 
26587.16 1.39e-08 1.00e+00 1.24e-25 3.82e-33 3.97e-34 
27637.54 1.60e-08 1.00e+00 5.06e-27 9.90e-34 6.99e-34 
28986.97 1.28e-08 1.00e+00 9.92e-27 2.17e-33 1.54e-33 
#TIME: 4.68 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 1.85e-18 8.39e-11 1.82e-04 2.58e-01 7.42e-01 
999.11 2.61e-20 1.84e-12 1.18e-05 7.72e-02 9.23e-01 
1267.34 9.27e-22 6.54e-14 9.08e-07 1.99e-02 9.80e-01 
1514.05 8.05e-23 5.70e-15 1.36e-07 7.18e-03 9.93e-01 
1808.80 1.04e-23 7.82e-16 2.98e-08 3.23e-03 9.97e-01 
1919.29 1.84e-24 1.27e-16 6.89e-09 1.32e-03 9.99e-01 
2160.92 4.09e-25 3.39e-17 2.46e-09 7.61e-04 9.99e-01 
2292.92 4.30e-26 3.90e-18 4.15e-10 2.31e-04 1.00e+00 
2432.98 2.10e-26 2.14e-18 2.65e-10 1.87e-04 1.00e+00 
2581.60 1.11e-26 1.37e-18 1.87e-10 1.60e-04 1.00e+00 
2739.29 7.91e-27 9.88e-19 1.50e-10 1.47e-04 1.00e+00 
2906.62 5.60e-27 8.07e-19 1.28e-10 1.38e-04 1.00e+00 
3084.17 3.94e-27 6.61e-19 1.10e-10 1.31e-04 1.00e+00 
3272.56 2.65e-27 5.30e-19 9.35e-11 1.22e-04 1.00e+00 
3472.46 2.19e-27 4.93e-19 8.97e-11 1.20e-04 1.00e+00 
3684.57 1.82e-27 4.76e-19 8.82e-11 1.19e-04 1.00e+00 
3909.64 1.33e-27 4.22e-19 8.16e-11 1.14e-04 1.00e+00 
4148.46 1.39e-27 4.83e-19 9.15e-11 1.20e-04 1.00e+00 
4401.86 2.28e-27 7.71e-19 1.31e-10 1.46e-04 1.00e+00 
4670.75 3.62e-27 1.15e-18 1.83e-10 1.77e-04 1.00e+00 
4956.05 3.66e-27 1.28e-18 2.07e-10 1.92e-04 1.00e+00 
5258.79 3.40e-27 1.36e-18 2.24e-10 2.04e-04 1.00e+00 
5580.02 4.32e-27 1.77e-18 2.86e-10 2.37e-04 1.00e+00 
5920.87 5.71e-27 2.46e-18 3.78e-10 2.79e-04 1.00e+00 
6282.54 7.49e-27 3.33e-18 4.90e-10 3.20e-04 1.00e+00 
6666.30 1.25e-26 5.70e-18 7.46e-10 4.00e-04 1.00e+00 
7073.50 2.57e-26 1.20e-17 1.33e-09 5.48e-04 9.99e-01 
7505.58 6.31e-26 3.06e-17 2.80e-09 8.56e-04 9.99e-01 
7964.05 2.52e-25 1.24e-16 8.56e-09 1.64e-03 9.98e-01 
8450.53 1.62e-24 7.71e-16 3.46e-08 3.52e-03 9.96e-01 
8966.72 1.42e-23 6.43e-15 1.72e-07 8.35e-03 9.92e-01 
9514.44 3.25e-22 1.37e-13 1.75e-06 2.96e-02 9.70e-01 
10095.62 3.00e-20 1.17e-11 5.08e-05 1.82e-01 8.18e-01 
10712.30 4.08e-18 1.54e-09 1.66e-03 7.59e-01 2.40e-01 
11366.65 5.53e-16 2.05e-07 3.33e-02 9.58e-01 8.89e-03 
12061.10 9.97e-14 4.40e-05 5.85e-01 4.14e-01 1.98e-05 
12793.43 2.56e-12 1.22e-03 9.87e-01 1.19e-02 1.56e-09 
13528.61 7.25e-11 3.83e-02 9.62e-01 5.16e-05 5.16e-15 
14194.74 9.60e-10 5.77e-01 4.23e-01 1.22e-07 1.14e-20 
14757.77 1.56e-09 9.52e-01 4.83e-02 2.04e-10 2.15e-25 
15240.48 1.92e-09 9.97e-01 2.90e-03 3.39e-13 4.60e-31 
15646.99 2.94e-09 1.00e+00 2.48e-04 9.53e-16 4.11e-36 
15960.30 5.37e-09 1.00e+00 2.03e-05 2.36e-18 5.39e-37 
16187.41 7.37e-09 1.00e+00 3.16e-06 2.04e-20 5.91e-37 
16354.17 9.46e-09 1.00e+00 4.66e-07 2.16e-22 7.18e-37 
16484.18 8.86e-09 1.00e+00 1.81e-07 2.00e-23 9.53e-37 
16593.12 8.78e-09 1.00e+00 7.69e-08 2.21e-24 1.32e-36 
16691.99 8.08e-09 1.00e+00 4.03e-08 3.10e-25 1.77e-36 
16788.59 8.54e-09 1.00e+00 1.49e-08 3.35e-26 2.30e-36 
16888.37 8.76e-09 1.00e+00 6.76e-09 6.70e-27 3.00e-36 
16998.79 9.36e-09 1.00e+00 2.02e-09 3.22e-28 4.11e-36 
17146.37 8.99e-09 1.00e+00 6.69e-10 2.40e-29 6.02e-36 
17415.23 1.03e-08 1.00e+00 1.42e-10 1.07e-30 1.06e-35 
17888.12 1.19e-08 1.00e+00 4.67e-12 6.75e-31 2.87e-35 
18532.37 1.39e-08 1.00e+00 1.10e-13 9.41e-31 7.65e-35 
19260.76 1.51e-08 1.00e+00 2.28e-15 6.72e-31 1.54e-34 
20034.10 1.39e-08 1.00e+00 1.46e-16 3.11e-30 1.79e-34 
20838.00 1.22e-08 1.00e+00 3.70e-18 4.28e-31 1.21e-34 
21647.97 1.21e-08 1.00e+00 3.29e-19 2.70e-31 7.85e-35 
22447.94 1.39e-08 1.00e+00 6.00e-21 2.06e-32 7.59e-35 
23245.88 1.39e-08 1.00e+00 4.33e-22 2.02e-33 9.50e-35 
24052.47 1.21e-08 1.00e+00 7.44e-23 1.90e-34 1.31e-34 
24867.72 1.53e-08 1.00e+00 2.34e-23 1.48e-31 1.86e-34 
25698.86 1.98e-08 1.00e+00 1.10e-23 3.35e-30 2.71e-34 
26587.16 1.43e-08 1.00e+00 9.77e-25 3.09e-30 4.22e-34 
27637.54 1.37e-08 1.00e+00 1.64e-26 1.05e-33 7.43e-34 
28986.97 1.02e-08 1.00e+00 3.11e-26 2.31e-33 1.64e-33 
#TIME: 4.77 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 5.64e-19 3.57e-11 8.47e-05 1.55e-01 8.45e-01 
999.11 1.70e-20 1.30e-12 9.16e-06 6.78e-02 9.32e-01 
1267.34 6.75e-22 5.33e-14 7.70e-07 1.81e-02 9.82e-01 
1514.05 6.98e-23 5.39e-15 1.31e-07 7.02e-03 9.93e-01 
1808.80 9.98e-24 7.86e-16 3.01e-08 3.26e-03 9.97e-01 
1919.29 1.61e-24 1.24e-16 6.70e-09 1.28e-03 9.99e-01 
2160.92 4.21e-25 3.67e-17 2.63e-09 7.87e-04 9.99e-01 
2292.92 4.15e-26 4.19e-18 4.38e-10 2.37e-04 1.00e+00 
2432.98 1.97e-26 2.40e-18 2.86e-10 1.95e-04 1.00e+00 
2581.60 1.21e-26 1.55e-18 2.08e-10 1.70e-04 1.00e+00 
2739.29 8.07e-27 1.16e-18 1.68e-10 1.56e-04 1.00e+00 
2906.62 6.05e-27 9.20e-19 1.43e-10 1.46e-04 1.00e+00 
3084.17 4.50e-27 7.77e-19 1.27e-10 1.41e-04 1.00e+00 
3272.56 3.07e-27 6.09e-19 1.07e-10 1.31e-04 1.00e+00 
3472.46 2.47e-27 5.82e-19 1.04e-10 1.30e-04 1.00e+00 
3684.57 2.05e-27 5.65e-19 1.02e-10 1.30e-04 1.00e+00 
3909.64 1.52e-27 5.07e-19 9.57e-11 1.25e-04 1.00e+00 
4148.46 1.56e-27 5.70e-19 1.06e-10 1.31e-04 1.00e+00 
4401.86 2.69e-27 9.12e-19 1.53e-10 1.60e-04 1.00e+00 
4670.75 4.13e-27 1.37e-18 2.14e-10 1.93e-04 1.00e+00 
4956.05 4.22e-27 1.57e-18 2.45e-10 2.12e-04 1.00e+00 
5258.79 3.99e-27 1.62e-18 2.64e-10 2.25e-04 1.00e+00 
5580.02 5.02e-27 2.13e-18 3.36e-10 2.60e-04 1.00e+00 
5920.87 6.84e-27 3.10e-18 4.56e-10 3.12e-04 1.00e+00 
6282.54 8.80e-27 4.12e-18 5.77e-10 3.48e-04 1.00e+00 
6666.30 1.52e-26 7.21e-18 9.03e-10 4.44e-04 1.00e+00 
7073.50 3.21e-26 1.56e-17 1.65e-09 6.19e-04 9.99e-01 
7505.58 8.47e-26 4.26e-17 3.67e-09 1.00e-03 9.99e-01 
7964.05 3.35e-25 1.71e-16 1.11e-08 1.89e-03 9.98e-01 
8450.53 2.29e-24 1.12e-15 4.64e-08 4.15e-03 9.96e-01 
8966.72 2.05e-23 9.54e-15 2.35e-07 9.93e-03 9.90e-01 
9514.44 5.29e-22 2.29e-13 2.60e-06 3.69e-02 9.63e-01 
10095.62 4.87e-20 1.97e-11 7.64e-05 2.25e-01 7.75e-01 
10712.30 6.10e-18 2.40e-09 2.23e-03 8.10e-01 1.88e-01 
11366.65 8.65e-16 3.34e-07 4.48e-02 9.49e-01 5.72e-03 
12061.10 1.24e-13 5.80e-05 6.50e-01 3.50e-01 1.32e-05 
12793.43 2.97e-12 1.49e-03 9.91e-01 8.01e-03 6.29e-10 
13528.61 8.64e-11 4.74e-02 9.53e-01 3.64e-05 2.11e-15 
14194.74 1.01e-09 6.24e-01 3.76e-01 7.66e-08 4.13e-21 
14757.77 1.48e-09 9.56e-01 4.38e-02 1.41e-10 3.69e-26 
15240.48 1.87e-09 9.97e-01 2.61e-03 2.12e-13 2.01e-31 
15646.99 2.83e-09 1.00e+00 2.07e-04 5.66e-16 9.20e-37 
15960.30 5.12e-09 1.00e+00 1.80e-05 1.94e-18 5.73e-37 
16187.41 6.97e-09 1.00e+00 2.83e-06 1.82e-20 6.29e-37 
16354.17 8.19e-09 1.00e+00 4.87e-07 2.94e-22 7.63e-37 
16484.18 9.12e-09 1.00e+00 1.48e-07 1.60e-23 1.01e-36 
16593.12 8.36e-09 1.00e+00 7.43e-08 2.02e-24 1.41e-36 
16691.99 7.52e-09 1.00e+00 4.12e-08 2.72e-25 1.88e-36 
16788.59 8.41e-09 1.00e+00 1.14e-08 1.53e-26 2.44e-36 
16888.37 8.05e-09 1.00e+00 6.96e-09 3.92e-27 3.19e-36 
16998.79 8.68e-09 1.00e+00 2.45e-09 2.82e-28 4.37e-36 
17146.37 9.25e-09 1.00e+00 6.79e-10 1.85e-29 6.41e-36 
17415.23 9.81e-09 1.00e+00 1.73e-10 1.04e-30 1.12e-35 
17888.12 1.12e-08 1.00e+00 7.25e-12 2.58e-30 3.05e-35 
18532.37 1.35e-08 1.00e+00 1.51e-13 3.20e-30 8.13e-35 
19260.76 1.37e-08 1.00e+00 2.45e-15 2.87e-30 1.63e-34 
20034.10 1.34e-08 1.00e+00 1.60e-16 4.76e-30 1.90e-34 
20838.00 1.10e-08 1.00e+00 1.15e-17 4.93e-30 1.29e-34 
21647.97 1.23e-08 1.00e+00 1.09e-18 4.29e-30 8.35e-35 
22447.94 1.27e-08 1.00e+00 4.45e-20 2.46e-30 8.07e-35 
23245.88 1.24e-08 1.00e+00 7.93e-21 9.06e-30 1.01e-34 
24052.47 1.18e-08 1.00e+00 5.72e-23 2.02e-34 1.39e-34 
24867.72 1.61e-08 1.00e+00 1.39e-22 3.21e-30 1.98e-34 
25698.86 1.68e-08 1.00e+00 1.50e-24 4.14e-34 2.88e-34 
26587.16 1.39e-08 1.00e+00 1.44e-25 6.41e-34 4.48e-34 
27637.54 1.16e-08 1.00e+00 1.60e-26 1.12e-33 7.90e-34 
28986.97 8.76e-09 1.00e+00 6.39e-27 2.46e-33 1.74e-33 
#TIME: 4.87 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 5.47e-19 3.56e-11 9.45e-05 2.10e-01 7.89e-01 
999.11 1.22e-20 9.82e-13 7.54e-06 6.25e-02 9.37e-01 
1267.34 5.91e-22 4.75e-14 7.18e-07 1.78e-02 9.82e-01 
1514.05 6.74e-23 5.40e-15 1.31e-07 7.09e-03 9.93e-01 
1808.80 9.18e-24 7.78e-16 2.99e-08 3.25e-03 9.97e-01 
1919.29 1.65e-24 1.35e-16 7.16e-09 1.34e-03 9.99e-01 
2160.92 4.31e-25 3.80e-17 2.74e-09 8.02e-04 9.99e-01 
2292.92 4.34e-26 4.54e-18 4.71e-10 2.47e-04 1.00e+00 
2432.98 2.21e-26 2.64e-18 3.15e-10 2.06e-04 1.00e+00 
2581.60 1.26e-26 1.73e-18 2.29e-10 1.79e-04 1.00e+00 
2739.29 9.21e-27 1.32e-18 1.89e-10 1.66e-04 1.00e+00 
