#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
2906.62 8.01e-19 9.19e-10 1.54e-03 8.31e-01 1.67e-01 
3084.17 8.60e-19 1.04e-09 1.68e-03 8.42e-01 1.56e-01 
3272.56 7.96e-19 1.05e-09 1.71e-03 8.41e-01 1.58e-01 
3472.46 8.56e-19 1.25e-09 1.96e-03 8.61e-01 1.37e-01 
3684.57 8.97e-19 1.54e-09 2.33e-03 8.84e-01 1.14e-01 
3909.64 9.31e-19 1.88e-09 2.73e-03 8.94e-01 1.04e-01 
4148.46 1.26e-18 2.77e-09 3.56e-03 9.16e-01 8.05e-02 
4401.86 2.47e-18 5.28e-09 5.29e-03 9.44e-01 5.08e-02 
4670.75 4.67e-18 9.93e-09 7.73e-03 9.58e-01 3.38e-02 
4956.05 6.28e-18 1.51e-08 1.02e-02 9.67e-01 2.29e-02 
5258.79 8.04e-18 2.24e-08 1.34e-02 9.70e-01 1.68e-02 
5580.02 1.63e-17 5.05e-08 2.21e-02 9.70e-01 8.19e-03 
5920.87 3.56e-17 1.20e-07 3.72e-02 9.58e-01 4.49e-03 
6282.54 9.07e-17 3.33e-07 6.85e-02 9.29e-01 1.98e-03 
6666.30 2.95e-16 1.11e-06 1.36e-01 8.63e-01 5.86e-04 
7073.50 1.18e-15 4.40e-06 2.85e-01 7.15e-01 1.06e-04 
7505.58 4.33e-15 1.67e-05 5.33e-01 4.67e-01 2.16e-05 
7964.05 1.52e-14 6.05e-05 8.04e-01 1.95e-01 8.73e-07 
8450.53 5.35e-14 2.07e-04 9.50e-01 5.01e-02 2.47e-08 
8966.72 1.87e-13 7.06e-04 9.90e-01 9.44e-03 4.12e-10 
9514.44 9.09e-13 3.39e-03 9.95e-01 1.31e-03 3.95e-12 
10095.62 7.56e-12 2.71e-02 9.73e-01 1.74e-04 1.62e-14 
10712.30 8.47e-11 2.87e-01 7.13e-01 4.78e-07 5.99e-20 
11366.65 2.89e-10 8.87e-01 1.13e-01 8.16e-10 2.92e-25 
12061.10 3.33e-10 9.96e-01 3.92e-03 2.83e-13 1.43e-31 
12793.43 3.45e-10 1.00e+00 2.14e-04 1.83e-16 3.05e-34 
13528.61 3.76e-10 1.00e+00 1.38e-05 1.55e-19 9.88e-35 
14194.74 3.89e-10 1.00e+00 1.38e-06 4.70e-22 4.78e-35 
14757.77 3.84e-10 1.00e+00 2.24e-07 2.53e-24 3.42e-35 
15240.48 4.79e-10 1.00e+00 4.14e-08 6.38e-26 2.59e-35 
15646.99 7.44e-10 1.00e+00 5.74e-09 5.20e-28 2.06e-35 
15960.30 1.38e-09 1.00e+00 8.75e-10 1.59e-29 1.68e-35 
16187.41 1.93e-09 1.00e+00 1.57e-10 9.08e-30 1.84e-35 
16354.17 2.28e-09 1.00e+00 5.10e-11 8.27e-30 2.24e-35 
16484.18 2.33e-09 1.00e+00 2.48e-11 9.85e-30 2.97e-35 
16593.12 2.18e-09 1.00e+00 1.33e-11 1.39e-29 4.12e-35 
16691.99 2.04e-09 1.00e+00 8.19e-12 1.67e-29 5.51e-35 
16788.59 2.19e-09 1.00e+00 3.86e-12 9.90e-30 7.15e-35 
16888.37 1.95e-09 1.00e+00 1.61e-12 2.04e-29 9.34e-35 
16998.79 2.01e-09 1.00e+00 1.29e-12 2.89e-29 1.28e-34 
17146.37 2.10e-09 1.00e+00 7.96e-13 6.24e-29 1.88e-34 
17415.23 2.07e-09 1.00e+00 2.76e-13 8.79e-29 3.29e-34 
17888.12 1.90e-09 1.00e+00 4.45e-14 1.44e-28 8.93e-34 
18532.37 2.09e-09 1.00e+00 4.86e-15 3.13e-28 2.38e-33 
19260.76 2.07e-09 1.00e+00 5.18e-16 4.41e-28 4.79e-33 
20034.10 1.42e-09 1.00e+00 6.05e-17 7.34e-28 5.57e-33 
20838.00 1.34e-09 1.00e+00 1.07e-16 3.05e-27 3.79e-33 
21647.97 1.95e-09 1.00e+00 5.57e-18 1.07e-27 2.45e-33 
22447.94 1.45e-09 1.00e+00 7.80e-19 2.33e-28 2.37e-33 
23245.88 9.05e-10 1.00e+00 1.97e-19 1.40e-28 2.96e-33 
24052.47 6.15e-10 1.00e+00 5.04e-19 3.15e-26 4.08e-33 
24867.72 5.77e-10 1.00e+00 2.91e-20 1.04e-28 5.79e-33 
25698.86 1.95e-09 1.00e+00 1.58e-20 2.08e-27 8.45e-33 
26587.16 6.33e-10 1.00e+00 1.23e-22 2.84e-27 1.31e-32 
27637.54 6.73e-10 1.00e+00 1.80e-23 3.94e-28 2.31e-32 
28986.97 6.92e-10 1.00e+00 1.27e-23 7.20e-32 5.11e-32 
#TIME: 15.02 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 2.91e-18 3.08e-09 3.23e-03 9.16e-01 8.03e-02 
999.11 2.80e-18 2.91e-09 3.11e-03 9.15e-01 8.20e-02 
1267.34 2.60e-18 2.57e-09 2.84e-03 9.01e-01 9.58e-02 
1514.05 2.54e-18 2.43e-09 2.72e-03 8.96e-01 1.01e-01 
1808.80 1.93e-18 1.92e-09 2.36e-03 8.81e-01 1.17e-01 
1919.29 1.82e-18 1.82e-09 2.28e-03 8.79e-01 1.19e-01 
2160.92 1.58e-18 1.63e-09 2.15e-03 8.71e-01 1.26e-01 
2292.92 1.32e-18 1.40e-09 1.97e-03 8.60e-01 1.38e-01 
2432.98 1.13e-18 1.26e-09 1.86e-03 8.54e-01 1.45e-01 
2581.60 1.12e-18 1.28e-09 1.89e-03 8.57e-01 1.41e-01 
2739.29 1.18e-18 1.36e-09 1.97e-03 8.61e-01 1.37e-01 
2906.62 1.30e-18 1.52e-09 2.12e-03 8.71e-01 1.27e-01 
3084.17 1.34e-18 1.69e-09 2.30e-03 8.81e-01 1.17e-01 
3272.56 1.22e-18 1.72e-09 2.39e-03 8.86e-01 1.12e-01 
3472.46 1.29e-18 2.05e-09 2.73e-03 9.00e-01 9.70e-02 
3684.57 1.47e-18 2.60e-09 3.24e-03 9.10e-01 8.68e-02 
3909.64 1.52e-18 3.21e-09 3.86e-03 9.25e-01 7.10e-02 
4148.46 2.13e-18 4.91e-09 5.13e-03 9.43e-01 5.21e-02 
4401.86 4.15e-18 9.21e-09 7.44e-03 9.57e-01 3.55e-02 
4670.75 7.99e-18 1.78e-08 1.11e-02 9.68e-01 2.11e-02 
4956.05 1.08e-17 2.72e-08 1.46e-02 9.70e-01 1.49e-02 
5258.79 1.44e-17 4.19e-08 1.94e-02 9.71e-01 9.95e-03 
5580.02 2.93e-17 9.47e-08 3.21e-02 9.63e-01 4.95e-03 
5920.87 6.68e-17 2.37e-07 5.60e-02 9.41e-01 2.55e-03 
6282.54 1.73e-16 6.56e-07 1.01e-01 8.98e-01 9.34e-04 
6666.30 5.53e-16 2.12e-06 1.95e-01 8.05e-01 3.23e-04 
7073.50 2.09e-15 7.96e-06 3.80e-01 6.20e-01 7.03e-05 
7505.58 6.78e-15 2.71e-05 6.44e-01 3.56e-01 1.18e-05 
7964.05 2.13e-14 8.75e-05 8.68e-01 1.31e-01 4.72e-07 
8450.53 7.28e-14 2.90e-04 9.70e-01 3.01e-02 8.29e-09 
8966.72 2.52e-13 9.79e-04 9.92e-01 7.10e-03 2.17e-10 
9514.44 1.26e-12 4.83e-03 9.94e-01 7.57e-04 1.00e-12 
10095.62 1.08e-11 3.98e-02 9.60e-01 1.76e-05 5.39e-16 
10712.30 1.11e-10 3.83e-01 6.17e-01 2.14e-07 1.07e-20 
11366.65 3.02e-10 9.34e-01 6.64e-02 2.46e-10 2.46e-26 
12061.10 3.28e-10 9.97e-01 2.58e-03 9.11e-14 3.02e-32 
12793.43 3.40e-10 1.00e+00 1.48e-04 7.20e-17 3.24e-34 
13528.61 3.71e-10 1.00e+00 9.85e-06 7.59e-20 1.05e-34 
14194.74 3.88e-10 1.00e+00 9.57e-07 1.91e-22 5.09e-35 
14757.77 3.84e-10 1.00e+00 1.55e-07 1.71e-24 3.64e-35 
15240.48 4.83e-10 1.00e+00 2.80e-08 1.81e-26 2.75e-35 
15646.99 7.56e-10 1.00e+00 4.00e-09 3.36e-28 2.19e-35 
15960.30 1.41e-09 1.00e+00 5.90e-10 1.52e-29 1.79e-35 
16187.41 1.97e-09 1.00e+00 1.17e-10 1.14e-29 1.96e-35 
16354.17 2.34e-09 1.00e+00 3.41e-11 8.91e-30 2.38e-35 
16484.18 2.36e-09 1.00e+00 1.41e-11 9.60e-30 3.16e-35 
16593.12 2.33e-09 1.00e+00 7.03e-12 1.17e-29 4.38e-35 
16691.99 2.19e-09 1.00e+00 5.67e-12 1.83e-29 5.86e-35 
16788.59 2.13e-09 1.00e+00 2.37e-12 2.24e-29 7.61e-35 
16888.37 2.10e-09 1.00e+00 2.33e-12 5.80e-29 9.93e-35 
16998.79 2.15e-09 1.00e+00 1.07e-12 4.51e-29 1.36e-34 
17146.37 2.09e-09 1.00e+00 5.55e-13 5.15e-29 2.00e-34 
17415.23 2.10e-09 1.00e+00 1.45e-13 6.34e-29 3.50e-34 
17888.12 2.06e-09 1.00e+00 3.80e-14 2.77e-28 9.50e-34 
18532.37 2.23e-09 1.00e+00 2.58e-15 3.04e-28 2.53e-33 
19260.76 1.94e-09 1.00e+00 2.45e-15 5.80e-27 5.09e-33 
20034.10 1.36e-09 1.00e+00 3.86e-17 7.96e-28 5.92e-33 
20838.00 1.17e-09 1.00e+00 3.57e-17 2.38e-28 4.03e-33 
21647.97 9.73e-10 1.00e+00 1.84e-17 1.77e-27 2.60e-33 
22447.94 8.16e-10 1.00e+00 2.97e-19 1.73e-28 2.52e-33 
23245.88 1.47e-09 1.00e+00 1.22e-19 1.92e-28 3.15e-33 
24052.47 6.03e-10 1.00e+00 2.20e-20 4.51e-29 4.34e-33 
24867.72 5.67e-10 1.00e+00 4.41e-21 1.77e-28 6.16e-33 
25698.86 5.71e-10 1.00e+00 6.89e-22 4.90e-29 8.98e-33 
26587.16 6.01e-10 1.00e+00 1.42e-22 1.91e-27 1.40e-32 
27637.54 6.75e-10 1.00e+00 3.68e-23 7.92e-27 2.46e-32 
28986.97 7.03e-10 1.00e+00 1.45e-23 7.65e-32 5.43e-32 
#TIME: 15.33 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 3.78e-18 4.14e-09 3.87e-03 9.25e-01 7.13e-02 
999.11 3.63e-18 3.94e-09 3.77e-03 9.22e-01 7.38e-02 
1267.34 3.48e-18 3.71e-09 3.62e-03 9.24e-01 7.19e-02 
1514.05 3.58e-18 3.64e-09 3.53e-03 9.23e-01 7.38e-02 
1808.80 2.84e-18 2.96e-09 3.12e-03 9.12e-01 8.52e-02 
1919.29 2.68e-18 2.83e-09 3.06e-03 9.11e-01 8.60e-02 
2160.92 2.34e-18 2.54e-09 2.88e-03 9.06e-01 9.14e-02 
2292.92 1.98e-18 2.23e-09 2.66e-03 8.98e-01 9.98e-02 
2432.98 1.73e-18 2.02e-09 2.53e-03 8.93e-01 1.04e-01 
2581.60 1.70e-18 2.04e-09 2.57e-03 8.95e-01 1.02e-01 
2739.29 1.74e-18 2.15e-09 2.66e-03 9.00e-01 9.73e-02 
2906.62 1.95e-18 2.47e-09 2.93e-03 9.09e-01 8.80e-02 
3084.17 2.02e-18 2.75e-09 3.18e-03 9.15e-01 8.15e-02 
3272.56 1.86e-18 2.78e-09 3.25e-03 9.15e-01 8.13e-02 
3472.46 2.14e-18 3.47e-09 3.79e-03 9.25e-01 7.10e-02 
3684.57 2.32e-18 4.36e-09 4.52e-03 9.38e-01 5.78e-02 
3909.64 2.49e-18 5.56e-09 5.46e-03 9.46e-01 4.84e-02 
4148.46 3.63e-18 8.68e-09 7.29e-03 9.58e-01 3.45e-02 
4401.86 7.30e-18 1.68e-08 1.08e-02 9.67e-01 2.19e-02 
4670.75 1.42e-17 3.24e-08 1.60e-02 9.70e-01 1.40e-02 
4956.05 1.98e-17 5.16e-08 2.14e-02 9.70e-01 8.85e-03 
5258.79 2.63e-17 8.00e-08 2.87e-02 9.66e-01 5.73e-03 
5580.02 5.55e-17 1.86e-07 4.80e-02 9.49e-01 2.75e-03 
5920.87 1.29e-16 4.71e-07 8.33e-02 9.15e-01 1.29e-03 
6282.54 3.39e-16 1.32e-06 1.52e-01 8.48e-01 6.56e-04 
6666.30 1.02e-15 4.00e-06 2.73e-01 7.27e-01 2.35e-04 
7073.50 3.55e-15 1.39e-05 4.92e-01 5.08e-01 3.88e-05 
7505.58 1.02e-14 4.19e-05 7.38e-01 2.62e-01 3.11e-06 
7964.05 2.93e-14 1.24e-04 9.08e-01 9.18e-02 4.32e-07 
8450.53 9.88e-14 4.02e-04 9.77e-01 2.30e-02 3.36e-09 
8966.72 3.41e-13 1.36e-03 9.95e-01 3.69e-03 5.54e-11 
9514.44 1.71e-12 6.85e-03 9.93e-01 2.98e-04 1.20e-13 
10095.62 1.53e-11 5.82e-02 9.42e-01 9.37e-06 1.34e-16 
10712.30 1.42e-10 4.91e-01 5.09e-01 9.00e-08 2.04e-21 
11366.65 3.03e-10 9.49e-01 5.10e-02 9.78e-11 4.97e-27 
12061.10 3.23e-10 9.98e-01 2.00e-03 3.66e-14 2.61e-33 
12793.43 3.39e-10 1.00e+00 9.98e-05 2.69e-17 3.45e-34 
13528.61 3.71e-10 1.00e+00 6.74e-06 2.52e-20 1.12e-34 
14194.74 3.87e-10 1.00e+00 6.56e-07 7.89e-23 5.41e-35 
14757.77 3.88e-10 1.00e+00 1.05e-07 6.66e-25 3.87e-35 
15240.48 4.81e-10 1.00e+00 1.80e-08 6.16e-27 2.93e-35 
15646.99 7.56e-10 1.00e+00 2.75e-09 7.45e-29 2.33e-35 
15960.30 1.38e-09 1.00e+00 4.03e-10 1.55e-29 1.90e-35 
16187.41 1.96e-09 1.00e+00 8.51e-11 1.15e-29 2.08e-35 
16354.17 2.39e-09 1.00e+00 2.69e-11 1.21e-29 2.53e-35 
16484.18 2.46e-09 1.00e+00 1.02e-11 1.17e-29 3.36e-35 
16593.12 2.29e-09 1.00e+00 4.51e-12 1.63e-29 4.66e-35 
16691.99 2.21e-09 1.00e+00 4.18e-12 2.22e-29 6.23e-35 
16788.59 2.13e-09 1.00e+00 2.30e-12 3.76e-29 8.09e-35 
16888.37 2.15e-09 1.00e+00 1.42e-12 2.46e-29 1.06e-34 
16998.79 2.16e-09 1.00e+00 1.07e-12 6.13e-29 1.45e-34 
17146.37 2.14e-09 1.00e+00 3.42e-13 4.55e-29 2.12e-34 
17415.23 2.03e-09 1.00e+00 1.03e-13 7.45e-29 3.72e-34 
17888.12 2.11e-09 1.00e+00 2.80e-14 2.04e-28 1.01e-33 
18532.37 1.88e-09 1.00e+00 7.59e-15 1.88e-27 2.69e-33 
19260.76 1.71e-09 1.00e+00 4.56e-16 2.13e-28 5.42e-33 
20034.10 1.34e-09 1.00e+00 2.58e-16 1.24e-26 6.29e-33 
20838.00 1.70e-09 1.00e+00 6.06e-18 1.76e-28 4.28e-33 
21647.97 9.55e-10 1.00e+00 1.29e-18 5.51e-29 2.77e-33 
22447.94 8.07e-10 1.00e+00 3.02e-19 7.97e-28 2.68e-33 
23245.88 6.77e-10 1.00e+00 5.64e-20 4.25e-28 3.35e-33 
24052.47 7.20e-10 1.00e+00 3.81e-21 2.43e-29 4.62e-33 
24867.72 5.69e-10 1.00e+00 2.38e-21 5.81e-28 6.55e-33 
25698.86 5.82e-10 1.00e+00 5.01e-23 3.33e-30 9.55e-33 
26587.16 6.04e-10 1.00e+00 1.40e-22 2.45e-27 1.49e-32 
27637.54 6.84e-10 1.00e+00 3.76e-23 5.72e-27 2.62e-32 
28986.97 7.28e-10 1.00e+00 1.70e-23 8.13e-32 5.78e-32 
#TIME: 15.65 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 5.70e-18 6.33e-09 5.04e-03 9.43e-01 5.15e-02 
999.11 5.29e-18 5.88e-09 4.80e-03 9.40e-01 5.54e-02 
1267.34 4.94e-18 5.43e-09 4.59e-03 9.38e-01 5.78e-02 
1514.05 5.14e-18 5.44e-09 4.56e-03 9.38e-01 5.79e-02 
1808.80 4.15e-18 4.58e-09 4.14e-03 9.33e-01 6.25e-02 
1919.29 3.69e-18 4.15e-09 3.90e-03 9.29e-01 6.66e-02 
2160.92 3.29e-18 3.81e-09 3.73e-03 9.26e-01 6.98e-02 
2292.92 2.89e-18 3.49e-09 3.57e-03 9.25e-01 7.14e-02 
2432.98 2.56e-18 3.22e-09 3.43e-03 9.23e-01 7.39e-02 
2581.60 2.55e-18 3.27e-09 3.47e-03 9.22e-01 7.44e-02 
2739.29 2.59e-18 3.41e-09 3.59e-03 9.24e-01 7.22e-02 
2906.62 3.01e-18 4.01e-09 3.97e-03 9.30e-01 6.57e-02 
3084.17 3.11e-18 4.42e-09 4.28e-03 9.35e-01 6.07e-02 
3272.56 3.10e-18 4.77e-09 4.55e-03 9.39e-01 5.66e-02 
3472.46 3.32e-18 5.81e-09 5.29e-03 9.48e-01 4.64e-02 
3684.57 3.78e-18 7.46e-09 6.32e-03 9.53e-01 4.08e-02 
3909.64 4.30e-18 9.88e-09 7.77e-03 9.60e-01 3.19e-02 
4148.46 6.30e-18 1.58e-08 1.06e-02 9.67e-01 2.21e-02 
4401.86 1.29e-17 3.07e-08 1.55e-02 9.70e-01 1.42e-02 
4670.75 2.58e-17 6.16e-08 2.34e-02 9.69e-01 7.63e-03 
4956.05 3.82e-17 1.03e-07 3.26e-02 9.63e-01 4.71e-03 
5258.79 4.95e-17 1.56e-07 4.27e-02 9.54e-01 3.51e-03 
5580.02 1.07e-16 3.72e-07 7.24e-02 9.26e-01 1.43e-03 
5920.87 2.54e-16 9.49e-07 1.24e-01 8.75e-01 6.19e-04 
6282.54 6.17e-16 2.46e-06 2.13e-01 7.87e-01 2.75e-04 
6666.30 1.86e-15 7.48e-06 3.75e-01 6.25e-01 6.99e-05 
7073.50 5.71e-15 2.31e-05 6.07e-01 3.93e-01 6.01e-06 
7505.58 1.47e-14 6.24e-05 8.11e-01 1.89e-01 1.01e-06 
7964.05 4.08e-14 1.77e-04 9.45e-01 5.50e-02 3.31e-08 
8450.53 1.32e-13 5.52e-04 9.86e-01 1.32e-02 9.73e-10 
8966.72 4.71e-13 1.93e-03 9.96e-01 1.90e-03 1.24e-11 
9514.44 2.40e-12 9.89e-03 9.90e-01 2.42e-04 6.25e-14 
10095.62 2.20e-11 8.58e-02 9.14e-01 4.77e-06 1.65e-17 
10712.30 1.75e-10 6.13e-01 3.87e-01 3.49e-08 3.04e-22 
11366.65 3.05e-10 9.67e-01 3.28e-02 3.26e-11 6.81e-28 
12061.10 3.17e-10 9.99e-01 1.17e-03 1.22e-14 8.44e-34 
12793.43 3.35e-10 1.00e+00 6.86e-05 9.42e-18 3.67e-34 
13528.61 3.72e-10 1.00e+00 4.54e-06 1.02e-20 1.19e-34 
14194.74 3.88e-10 1.00e+00 4.38e-07 3.34e-23 5.75e-35 
14757.77 3.85e-10 1.00e+00 7.22e-08 3.19e-25 4.11e-35 
15240.48 4.90e-10 1.00e+00 1.21e-08 6.49e-27 3.11e-35 
15646.99 7.73e-10 1.00e+00 1.83e-09 5.42e-29 2.48e-35 
15960.30 1.42e-09 1.00e+00 2.36e-10 1.31e-29 2.02e-35 
16187.41 2.00e-09 1.00e+00 5.10e-11 9.31e-30 2.22e-35 
16354.17 2.51e-09 1.00e+00 1.29e-11 6.95e-30 2.69e-35 
16484.18 2.59e-09 1.00e+00 7.13e-12 1.19e-29 3.57e-35 
16593.12 2.45e-09 1.00e+00 2.49e-12 1.17e-29 4.95e-35 
16691.99 2.21e-09 1.00e+00 1.91e-12 1.49e-29 6.62e-35 
16788.59 2.22e-09 1.00e+00 8.66e-13 1.33e-29 8.60e-35 
16888.37 2.18e-09 1.00e+00 5.16e-13 1.75e-29 1.12e-34 
16998.79 2.16e-09 1.00e+00 3.28e-13 1.79e-29 1.54e-34 
17146.37 2.23e-09 1.00e+00 1.15e-13 2.72e-29 2.26e-34 
17415.23 2.10e-09 1.00e+00 4.26e-14 5.29e-29 3.95e-34 
17888.12 2.13e-09 1.00e+00 9.16e-15 8.58e-29 1.07e-33 
18532.37 1.90e-09 1.00e+00 1.01e-15 8.79e-29 2.87e-33 
19260.76 1.56e-09 1.00e+00 1.57e-16 5.60e-28 5.76e-33 
20034.10 1.63e-09 1.00e+00 2.50e-17 1.41e-28 6.69e-33 
20838.00 1.06e-09 1.00e+00 3.82e-18 6.69e-28 4.55e-33 
21647.97 9.28e-10 1.00e+00 5.77e-18 3.14e-27 2.94e-33 
22447.94 1.77e-09 1.00e+00 8.72e-20 9.63e-29 2.85e-33 
23245.88 6.60e-10 1.00e+00 4.61e-20 7.91e-28 3.56e-33 
24052.47 5.86e-10 1.00e+00 3.50e-21 3.39e-28 4.91e-33 
24867.72 5.60e-10 1.00e+00 1.19e-21 3.77e-28 6.96e-33 
25698.86 1.45e-09 1.00e+00 1.64e-21 2.47e-26 1.02e-32 
26587.16 6.33e-10 1.00e+00 3.36e-23 2.15e-28 1.58e-32 
27637.54 6.84e-10 1.00e+00 1.50e-23 5.80e-28 2.78e-32 
28986.97 7.44e-10 1.00e+00 1.55e-23 8.63e-32 6.14e-32 
#TIME: 15.98 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 8.52e-18 9.76e-09 6.63e-03 9.56e-01 3.72e-02 
999.11 7.88e-18 9.04e-09 6.33e-03 9.54e-01 3.97e-02 
1267.34 7.32e-18 8.35e-09 6.02e-03 9.52e-01 4.18e-02 
1514.05 7.52e-18 8.27e-09 5.91e-03 9.51e-01 4.26e-02 
1808.80 6.24e-18 7.12e-09 5.45e-03 9.48e-01 4.63e-02 
1919.29 5.52e-18 6.44e-09 5.17e-03 9.46e-01 4.90e-02 
2160.92 5.17e-18 6.12e-09 5.00e-03 9.43e-01 5.18e-02 
2292.92 4.49e-18 5.57e-09 4.78e-03 9.42e-01 5.36e-02 
2432.98 4.12e-18 5.32e-09 4.70e-03 9.41e-01 5.45e-02 
2581.60 4.09e-18 5.44e-09 4.77e-03 9.43e-01 5.25e-02 
2739.29 4.16e-18 5.62e-09 4.90e-03 9.44e-01 5.16e-02 
2906.62 4.72e-18 6.61e-09 5.43e-03 9.49e-01 4.58e-02 
3084.17 4.68e-18 7.11e-09 5.79e-03 9.54e-01 4.05e-02 
3272.56 4.83e-18 8.02e-09 6.35e-03 9.55e-01 3.83e-02 
3472.46 5.49e-18 1.01e-08 7.44e-03 9.60e-01 3.25e-02 
3684.57 6.53e-18 1.34e-08 9.10e-03 9.65e-01 2.56e-02 
3909.64 7.22e-18 1.77e-08 1.12e-02 9.69e-01 1.99e-02 
4148.46 1.09e-17 2.82e-08 1.51e-02 9.71e-01 1.40e-02 
4401.86 2.31e-17 5.75e-08 2.26e-02 9.69e-01 8.13e-03 
4670.75 4.84e-17 1.20e-07 3.49e-02 9.61e-01 4.54e-03 
4956.05 7.33e-17 2.05e-07 4.91e-02 9.48e-01 2.58e-03 
5258.79 9.84e-17 3.21e-07 6.57e-02 9.33e-01 1.67e-03 
5580.02 2.12e-16 7.55e-07 1.09e-01 8.90e-01 6.58e-04 
5920.87 4.94e-16 1.89e-06 1.84e-01 8.16e-01 3.45e-04 
6282.54 1.21e-15 4.92e-06 3.08e-01 6.92e-01 1.10e-04 
6666.30 3.26e-15 1.34e-05 4.88e-01 5.12e-01 3.38e-05 
7073.50 8.97e-15 3.72e-05 7.14e-01 2.86e-01 2.15e-06 
7505.58 2.12e-14 9.24e-05 8.76e-01 1.24e-01 1.61e-06 
7964.05 5.57e-14 2.47e-04 9.57e-01 4.23e-02 1.51e-08 
8450.53 1.81e-13 7.78e-04 9.89e-01 9.79e-03 4.38e-10 
8966.72 6.54e-13 2.77e-03 9.96e-01 1.07e-03 2.90e-12 
9514.44 3.40e-12 1.45e-02 9.85e-01 8.28e-05 6.96e-15 
10095.62 3.18e-11 1.28e-01 8.72e-01 2.34e-06 1.79e-18 
10712.30 1.96e-10 7.01e-01 2.99e-01 1.34e-08 4.61e-23 
11366.65 3.07e-10 9.83e-01 1.73e-02 8.52e-12 6.77e-29 
12061.10 3.13e-10 9.99e-01 7.65e-04 3.89e-15 8.97e-34 
12793.43 3.37e-10 1.00e+00 4.56e-05 3.80e-18 3.90e-34 
13528.61 3.70e-10 1.00e+00 3.26e-06 4.25e-21 1.26e-34 
14194.74 3.87e-10 1.00e+00 3.05e-07 9.85e-24 6.11e-35 
14757.77 3.87e-10 1.00e+00 4.89e-08 8.90e-26 4.37e-35 
15240.48 4.90e-10 1.00e+00 8.94e-09 1.45e-27 3.31e-35 
15646.99 7.76e-10 1.00e+00 1.15e-09 4.59e-29 2.64e-35 
15960.30 1.47e-09 1.00e+00 1.57e-10 1.57e-29 2.15e-35 
16187.41 2.13e-09 1.00e+00 3.20e-11 1.02e-29 2.36e-35 
16354.17 2.51e-09 1.00e+00 8.18e-12 9.41e-30 2.86e-35 
16484.18 2.68e-09 1.00e+00 3.66e-12 9.12e-30 3.80e-35 
16593.12 2.39e-09 1.00e+00 1.94e-12 1.97e-29 5.27e-35 
16691.99 2.31e-09 1.00e+00 8.79e-13 1.37e-29 7.04e-35 
16788.59 2.19e-09 1.00e+00 6.61e-13 2.97e-29 9.15e-35 
16888.37 2.26e-09 1.00e+00 5.16e-13 5.11e-29 1.19e-34 
16998.79 2.18e-09 1.00e+00 1.53e-13 2.92e-29 1.64e-34 
17146.37 2.22e-09 1.00e+00 9.53e-14 7.51e-29 2.40e-34 
17415.23 2.11e-09 1.00e+00 3.51e-14 1.23e-28 4.20e-34 
17888.12 1.91e-09 1.00e+00 6.14e-15 2.52e-28 1.14e-33 
18532.37 1.79e-09 1.00e+00 9.04e-16 7.86e-28 3.05e-33 
19260.76 1.53e-09 1.00e+00 1.75e-16 1.67e-27 6.12e-33 
20034.10 1.25e-09 1.00e+00 2.61e-17 1.88e-27 7.12e-33 
20838.00 1.76e-09 1.00e+00 5.20e-18 1.06e-27 4.84e-33 
21647.97 9.01e-10 1.00e+00 1.17e-18 2.06e-28 3.13e-33 
22447.94 2.33e-09 1.00e+00 5.76e-19 1.38e-27 3.03e-33 
23245.88 2.05e-09 1.00e+00 1.59e-19 1.21e-27 3.78e-33 
24052.47 5.67e-10 1.00e+00 7.22e-21 2.37e-27 5.22e-33 
24867.72 5.46e-10 1.00e+00 5.23e-22 2.01e-28 7.41e-33 
