#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 ca5 ca6 ca7 ca8 ca9
9.2147e+03 1.4657e-12 1.2118e-04 9.9988e-01 2.3937e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 9.7693e-12 4.6361e-04 9.9954e-01 4.8955e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 5.2024e-11 1.5687e-03 9.9843e-01 1.1072e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 3.0750e-10 5.6159e-03 9.9438e-01 1.9434e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 2.2543e-09 2.2499e-02 9.7750e-01 2.3347e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.2302e-08 7.2826e-02 9.2717e-01 5.7628e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 5.5338e-08 1.9979e-01 8.0021e-01 1.7993e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 1.8768e-07 4.0921e-01 5.9079e-01 1.4520e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 5.5575e-07 6.6061e-01 3.3939e-01 1.6389e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0934e-06 8.1167e-01 1.8833e-01 4.5339e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.7719e-06 8.9701e-01 1.0299e-01 1.3831e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 2.4922e-06 9.4057e-01 5.9423e-02 5.6052e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 3.2488e-06 9.6562e-01 3.4378e-02 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 3.1934e-06 9.7250e-01 2.7495e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 3.3030e-06 9.7921e-01 2.0788e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 3.6998e-06 9.8671e-01 1.3287e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 4.0746e-06 9.9210e-01 7.9007e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 4.2174e-06 9.9469e-01 5.3062e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 4.9156e-06 9.9708e-01 2.9143e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 5.3541e-06 9.9818e-01 1.8156e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 5.5222e-06 9.9873e-01 1.2633e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 5.7558e-06 9.9909e-01 9.0560e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 6.4606e-06 9.9941e-01 5.8068e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 6.4352e-06 9.9956e-01 4.3616e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 5.8844e-06 9.9962e-01 3.7329e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 5.9247e-06 9.9971e-01 2.7933e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 5.4949e-06 9.9975e-01 2.4413e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 5.1221e-06 9.9980e-01 1.9643e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 4.4606e-06 9.9983e-01 1.6478e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 4.4647e-06 9.9989e-01 1.0348e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 4.9297e-06 9.9995e-01 4.8258e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 4.4391e-06 9.9997e-01 2.1189e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 3.5788e-06 9.9999e-01 8.3192e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.2006e-06 9.9998e-01 2.3594e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 5.6156e-07 9.9995e-01 4.4465e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 3.8422e-07 9.9995e-01 5.1494e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 6.4484e-07 9.9999e-01 9.2926e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.8003e-07 9.9998e-01 2.3344e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 5.9579e-07 1.0000e+00 2.6941e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.8714e-06 1.0000e+00 1.9027e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.4529e-06 1.0000e+00 2.2081e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.1341e-06 1.0000e+00 2.3460e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.5768e-06 1.0000e+00 7.6837e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.2641e-06 1.0000e+00 7.4564e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 7.9657e-07 1.0000e+00 1.2049e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0718e-06 1.0000e+00 4.5208e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 2.8358e-07 1.0000e+00 4.0608e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 4.8148e-07 1.0000e+00 1.0011e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.7058e-07 1.0000e+00 5.0746e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.5307e-07 1.0000e+00 4.3119e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 9.2478e-08 1.0000e+00 7.8168e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 9.0960e-08 1.0000e+00 5.5839e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.3683e-07 1.0000e+00 1.7700e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 7.9527e-08 1.0000e+00 3.4684e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 6.8470e-08 1.0000e+00 3.2109e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 8.7622e-08 1.0000e+00 1.3931e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.1144e-07 1.0000e+00 6.1291e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.2098e-07 1.0000e+00 3.6592e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.6011e-07 1.0000e+00 1.4922e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.5263e-07 1.0000e+00 1.1532e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.2773e-07 1.0000e+00 1.1527e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 9.3626e-08 1.0000e+00 1.5033e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 8.6325e-08 1.0000e+00 1.2676e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.5732e-08 1.0000e+00 2.4229e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 3.0209e-08 1.0000e+00 5.1860e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 7.4353e-08 1.0000e+00 6.9688e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 4.6451e-08 1.0000e+00 1.3435e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0918e-07 1.0000e+00 2.0465e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.3803e-07 1.0000e+00 1.1674e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.4232e-07 1.0000e+00 1.0491e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.5198e-07 1.0000e+00 8.9134e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.4557e-07 1.0000e+00 9.6343e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.1016e-07 1.0000e+00 1.6537e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 4.6218e-08 1.0000e+00 3.8807e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 10.9610
#NVEL: 115
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 ca5 ca6 ca7 ca8 ca9
4.2577e+02 3.4930e-21 1.4629e-10 1.7166e-01 8.2819e-01 1.5649e-04 3.6311e-13 1.3090e-27 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 7.5139e-17 4.4295e-08 8.2264e-01 1.7736e-01 2.2603e-06 5.4525e-16 3.6057e-31 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 5.6754e-17 3.5605e-08 7.3427e-01 2.6572e-01 6.6907e-06 3.7858e-15 7.3480e-30 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 4.0811e-17 2.7216e-08 6.2135e-01 3.7863e-01 1.8934e-05 2.5314e-14 1.4560e-28 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 2.5949e-17 1.8536e-08 4.7357e-01 5.2638e-01 5.8141e-05 2.1011e-13 4.2458e-27 1.4013e-45 0.0000e+00 0.0000e+00
1.0350e+03 1.4532e-17 1.1131e-08 3.1865e-01 6.8117e-01 1.7865e-04 1.9149e-12 1.5309e-25 1.7096e-43 0.0000e+00 0.0000e+00
1.1000e+03 7.1967e-18 5.9114e-09 1.8927e-01 8.1019e-01 5.3348e-04 1.8233e-11 6.3257e-24 3.9501e-41 0.0000e+00 0.0000e+00
1.1690e+03 3.1791e-18 2.8084e-09 1.0050e-01 8.9793e-01 1.5705e-03 1.8403e-10 3.0385e-22 1.1865e-38 0.0000e+00 0.0000e+00
1.2425e+03 1.2942e-18 1.2298e-09 4.8944e-02 9.4643e-01 4.6254e-03 1.9855e-09 1.6981e-20 4.5920e-36 0.0000e+00 0.0000e+00
1.3205e+03 5.0512e-19 5.1133e-10 2.2268e-02 9.6388e-01 1.3849e-02 2.3350e-08 1.1341e-18 2.3780e-33 0.0000e+00 0.0000e+00
1.4033e+03 1.9218e-19 2.0897e-10 9.9426e-03 9.5069e-01 3.9368e-02 2.5398e-07 6.7583e-17 1.0537e-30 0.0000e+00 0.0000e+00
1.4915e+03 6.3761e-20 7.6784e-11 4.0772e-03 8.8683e-01 1.0909e-01 2.7807e-06 4.1874e-15 5.0291e-28 2.2421e-44 0.0000e+00
1.5852e+03 1.7640e-20 2.4244e-11 1.4668e-03 7.3121e-01 2.6730e-01 2.6750e-05 2.2422e-13 2.0276e-25 9.3619e-41 0.0000e+00
1.6847e+03 3.9545e-21 6.2732e-12 4.3363e-04 4.8621e-01 5.1316e-01 1.9397e-04 8.5850e-12 5.4916e-23 2.3884e-37 0.0000e+00
1.7904e+03 6.5019e-22 1.2093e-12 9.6219e-05 2.4512e-01 7.5370e-01 1.0858e-03 2.5555e-10 1.1659e-20 4.7979e-34 0.0000e+00
1.9028e+03 8.6078e-23 1.8989e-13 1.7457e-05 1.0067e-01 8.9446e-01 4.8515e-03 5.9597e-09 1.8975e-18 7.1719e-31 0.0000e+00
2.0223e+03 1.2423e-23 3.1581e-14 3.2409e-06 3.9666e-02 9.4273e-01 1.7602e-02 1.0144e-07 2.0007e-16 6.0620e-28 2.8026e-45
2.1493e+03 2.2034e-24 6.3225e-15 7.0853e-07 1.6667e-02 9.3221e-01 5.1125e-02 1.1342e-06 1.1007e-14 2.0508e-25 8.0631e-42
2.2843e+03 5.3528e-25 1.6924e-15 2.0293e-07 7.9961e-03 8.7904e-01 1.1296e-01 7.2696e-06 2.4875e-13 1.9454e-23 4.8430e-39
2.4277e+03 1.9087e-25 6.5320e-16 8.3041e-08 4.6598e-03 8.1037e-01 1.8495e-01 2.4321e-05 1.9345e-12 3.9398e-22 3.3472e-37
2.5802e+03 1.1639e-25 4.1913e-16 5.5608e-08 3.6477e-03 7.7208e-01 2.2424e-01 3.9598e-05 4.4453e-12 1.3344e-21 1.8539e-36
2.7422e+03 1.3663e-25 5.0199e-16 6.8440e-08 4.1810e-03 7.9582e-01 1.9997e-01 2.9159e-05 2.5888e-12 5.9189e-22 5.7234e-37
2.9144e+03 3.9234e-25 1.4097e-15 1.9331e-07 7.9453e-03 8.8172e-01 1.1033e-01 6.6175e-06 2.0274e-13 1.3701e-23 2.7089e-39
3.0973e+03 3.1053e-24 1.0441e-14 1.4077e-06 2.5609e-02 9.4560e-01 2.8792e-02 2.8707e-07 1.0334e-15 6.0022e-27 4.9045e-44
3.2918e+03 4.5565e-23 1.4327e-13 1.9053e-05 1.1153e-01 8.8472e-01 3.7273e-03 2.9954e-09 5.3539e-19 9.8361e-32 0.0000e+00
3.4986e+03 6.9517e-22 1.8823e-12 2.2253e-04 3.8727e-01 6.1218e-01 3.3351e-04 2.0282e-11 1.7095e-22 9.4054e-37 0.0000e+00
3.7182e+03 1.3425e-20 2.5373e-11 2.1152e-03 8.1312e-01 1.8476e-01 9.1203e-06 2.8225e-14 7.3327e-27 7.5810e-43 0.0000e+00
3.9517e+03 6.9576e-19 8.5867e-10 4.4092e-02 9.5100e-01 4.9032e-03 2.0930e-09 1.6506e-20 3.8630e-36 0.0000e+00 0.0000e+00
4.1999e+03 9.5161e-18 1.1882e-08 5.0184e-01 4.9812e-01 3.8592e-05 7.5840e-14 5.9863e-28 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.6884e-17 2.2548e-08 8.5353e-01 1.4647e-01 1.0234e-06 9.1455e-17 1.3398e-32 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 2.7609e-17 3.3498e-08 9.6788e-01 3.2121e-02 2.5086e-08 1.4094e-19 6.0701e-37 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 5.0353e-17 5.1629e-08 9.9576e-01 4.2356e-03 2.1822e-10 4.0336e-23 2.2617e-42 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 9.6574e-17 8.3402e-08 9.9962e-01 3.8433e-04 8.1920e-13 2.7671e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 2.0378e-16 1.4924e-07 9.9998e-01 1.8647e-05 7.1117e-16 1.5182e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 4.4263e-16 2.8199e-07 1.0000e+00 6.2077e-07 2.5359e-19 1.7798e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 1.0588e-15 5.6655e-07 1.0000e+00 1.8120e-08 6.7282e-23 1.2612e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 2.7475e-15 1.1777e-06 1.0000e+00 5.5988e-10 2.0710e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 7.1857e-15 2.4339e-06 1.0000e+00 1.9068e-11 8.0285e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 2.0413e-14 5.3360e-06 9.9999e-01 4.8640e-13 1.5849e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 6.2825e-14 1.2537e-05 9.9999e-01 7.8588e-15 1.0674e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 2.7151e-13 3.7300e-05 9.9996e-01 4.2313e-17 5.5632e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.6839e-12 1.3633e-04 9.9986e-01 1.1815e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.1325e-11 5.2570e-04 9.9947e-01 2.2522e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 6.4724e-11 1.8691e-03 9.9813e-01 3.9565e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 4.0752e-10 6.9363e-03 9.9306e-01 6.1614e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 2.9129e-09 2.7337e-02 9.7266e-01 7.5605e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.5456e-08 8.6695e-02 9.1331e-01 1.8874e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 6.7725e-08 2.3077e-01 7.6923e-01 6.1465e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 2.2354e-07 4.5591e-01 5.4409e-01 4.7772e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 5.9101e-07 6.8417e-01 3.1583e-01 7.9279e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.1522e-06 8.2873e-01 1.7127e-01 2.0701e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.7548e-06 8.9980e-01 1.0020e-01 9.7110e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 2.4317e-06 9.4097e-01 5.9031e-02 4.3440e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 3.0851e-06 9.6420e-01 3.5796e-02 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 3.1725e-06 9.7357e-01 2.6432e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 3.2758e-06 9.7996e-01 2.0032e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 3.8459e-06 9.8828e-01 1.1719e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 4.0659e-06 9.9248e-01 7.5168e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 4.4254e-06 9.9541e-01 4.5903e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 4.7558e-06 9.9706e-01 2.9386e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 5.3740e-06 9.9829e-01 1.7080e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 5.4746e-06 9.9878e-01 1.2165e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 5.7124e-06 9.9912e-01 8.7020e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 6.1425e-06 9.9939e-01 6.0508e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 6.3473e-06 9.9957e-01 4.2399e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 6.5520e-06 9.9971e-01 2.8844e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 5.8742e-06 9.9973e-01 2.6884e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 5.7637e-06 9.9978e-01 2.1108e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 5.2656e-06 9.9982e-01 1.7641e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 4.7735e-06 9.9986e-01 1.3699e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 4.3549e-06 9.9989e-01 1.0272e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
