#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.31352774879 1.34086478482 1.36877075709 1.39725750625 1.4263371194 1.45602193516 1.48632454897 1.51725781839 1.54883486857 1.58106909784 1.61397418335 1.6475640869 1.68185306088 1.71685565429 1.75258671891 1.78906141564 1.82629522088 1.86430393314 1.90310367972 1.94271092358 1.98314247027 2.02441547513 2.06654745052 2.10955627325 2.15346019222 2.19827783609 2.24402822123 2.29073075979 2.3384052679 2.38707197411 2.43675152798 2.48746500882 2.53923393462 2.59208027122 2.64602644162 2.70109533547 2.7573103188 2.81469524393 2.87327445961 2.9330728213 2.99411570179 3.0564290019 3.1200391615 3.18497317073 3.25125858145 3.31892351891 3.38799669372 3.458507414 3.53048559784 3.60396178597 3.67896715474 3.75553352933 3.83369339728 3.91347992225 3.99492695808 4.07806906321 4.16294151528 4.24958032614 4.33802225711 4.42830483457 4.52046636593 4.61454595581 4.71058352271 4.80861981588 4.90869643266 5.01085583611 5.11514137302 5.2215972923 5.33026876379 5.44120189738 5.55444376261 5.67004240861 5.78804688453 5.90850726031 6.03147464794 6.15700122315 6.28514024756 6.41594609124 6.54947425584 6.68578139809 6.82492535384 6.96696516263 7.11196109274 7.25997466672 7.41106868754 7.56530726521 7.72275584402 7.88348123025 8.04755162055 8.21503663089 8.38600732606 8.56053624988 8.73869745591 8.92056653893 9.10622066697 9.2957386141 9.48920079382 9.68668929318 9.88828790763 10.0940821766 10.3041594196 10.5186087737 10.7375212308 10.9609896768 11.1891089304 11.421975784 11.6596890442 11.902349574 12.1500603357 12.4029264342 12.661055162 12.9245560446 13.1935408868 13.4681238204 13.7484213523 14.0345524144 14.3266384136 14.6248032836 14.9291735374 15.2398783209 15.5570494679 15.8808215559 16.211331963 16.5487209267 16.8931316029 17.244710127 17.6036056756 17.9699705301 18.3439601411 18.7257331944 19.1154516784 19.5132809528 19.9193898187 20.3339505904 20.7571391682 21.1891351133 21.630121724 22.0802861133 22.5398192884 23.0089162317 23.4877759837 23.9766017271 24.4756008733 24.9849851505 25.5049706931 26.0357781339 26.5776326973 27.1307642952 27.6954076244 28.271802266 28.8601927875 29.4608288462 30.0739652952 30.6998622917 31.3387854071 31.9910057402 32.6568000314 33.3364507809 34.0302463683 34.7384811748 35.4614557083 36.1994767308 36.9528573888 37.7219173456 38.5069829176 39.3083872125 40.1264702705 40.9615792085 41.8140683681 42.6842994648 43.5726417426 44.4794721299 45.4051753997 46.3501443331 47.3147798855 48.299491357 49.3046965661 50.3308220268 51.3783031297 52.4475843269 53.53911932 54.6533712535 55.7908129104 56.9519269135 58.1372059297 59.3471528795 60.5822811498 61.8431148124 63.1301888459 64.4440493627 65.7852538411 67.1543713615 68.5519828478 69.9786813143 71.4350721169 72.9217732101 74.4394154093 75.9886426585 77.5701123031 79.1844953693
#
#TIME: 1.31352774879
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] v0 v1 v2 v3 v4 v5 v6 v7 v8 v9
5.6562e+04 2.1019e+03 9.8898e-02 4.3775e-06 1.0000e+00 1.5848e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 2.0449e+03 6.7095e-02 5.0024e-06 9.9999e-01 7.7119e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 2.0245e+03 4.5782e-02 5.2951e-06 9.9999e-01 4.4433e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.0090e+03 3.1755e-02 4.3635e-06 1.0000e+00 4.4403e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 2.0925e+03 2.3584e-02 1.6236e-07 1.0000e+00 3.4557e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.9688e+03 1.5695e-02 3.9362e-06 1.0000e+00 2.4982e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.0253e+03 1.0981e-02 9.5529e-06 9.9999e-01 2.5281e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.9978e+03 8.3925e-03 2.9854e-06 1.0000e+00 2.2204e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.9657e+03 6.3401e-03 3.6111e-06 1.0000e+00 1.0791e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.9391e+03 4.9473e-03 3.8878e-06 1.0000e+00 6.9679e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.9213e+03 4.2956e-03 9.0463e-06 9.9999e-01 9.8270e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.8814e+03 4.0860e-03 8.9492e-06 9.9999e-01 9.5025e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.8720e+03 3.9874e-03 7.1372e-06 9.9999e-01 1.4970e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.8677e+03 3.9432e-03 7.5713e-06 9.9999e-01 1.3035e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.8662e+03 3.8778e-03 8.5706e-06 9.9999e-01 9.8209e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.8672e+03 1.5985e-03 3.2964e-06 1.0000e+00 2.7617e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 13.7484213523
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] v0 v1 v2 v3 v4 v5 v6 v7 v8 v9
4.2577e+02 1.9603e+04 7.1190e+08 1.4536e-26 1.1273e-15 1.0559e-06 2.7252e-01 7.2743e-01 5.3600e-05 4.3188e-24 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 2.0235e+04 5.9019e+10 9.6091e-21 1.0389e-11 1.5996e-04 9.2194e-01 7.7901e-02 2.6408e-07 3.3931e-27 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 2.0567e+04 5.9333e+10 5.6953e-21 6.5587e-12 1.1587e-04 8.8373e-01 1.1615e-01 7.2814e-07 3.0761e-26 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 2.0831e+04 5.9713e+10 3.7205e-21 4.4998e-12 8.8514e-05 8.4260e-01 1.5731e-01 1.6080e-06 1.7539e-25 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 2.1163e+04 6.0280e+10 2.1938e-21 2.8116e-12 6.2788e-05 7.7871e-01 2.2122e-01 4.0611e-06 1.3813e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 2.1492e+04 6.1127e+10 1.2629e-21 1.7107e-12 4.3232e-05 6.9789e-01 3.0205e-01 9.9889e-06 1.0700e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 2.1837e+04 6.2236e+10 6.9062e-22 9.8875e-13 2.8309e-05 5.9925e-01 4.0069e-01 2.4369e-05 8.5856e-23 1.4013e-45 0.0000e+00 0.0000e+00
1.1690e+03 2.2258e+04 6.3732e+10 3.4009e-22 5.1648e-13 1.6902e-05 4.8113e-01 5.1879e-01 6.1688e-05 8.0843e-22 4.3440e-44 0.0000e+00 0.0000e+00
1.2425e+03 2.2722e+04 6.6380e+10 1.5297e-22 2.4493e-13 9.1534e-06 3.5652e-01 6.4331e-01 1.5838e-04 8.7558e-21 2.6078e-42 0.0000e+00 0.0000e+00
1.3205e+03 2.3270e+04 7.1741e+10 6.6400e-23 1.0940e-13 4.5793e-06 2.4436e-01 7.5523e-01 4.0297e-04 1.0616e-19 2.0094e-40 0.0000e+00 0.0000e+00
1.4033e+03 2.3886e+04 7.8272e+10 2.6231e-23 4.4491e-14 2.0878e-06 1.5491e-01 8.4407e-01 1.0188e-03 1.4004e-18 1.8775e-38 0.0000e+00 0.0000e+00
1.4915e+03 2.4561e+04 8.4017e+10 8.8217e-24 1.5788e-14 8.4950e-07 9.0518e-02 9.0688e-01 2.6052e-03 2.0292e-17 2.1168e-36 0.0000e+00 0.0000e+00
1.5852e+03 2.5244e+04 8.7512e+10 2.6996e-24 5.2464e-15 3.3009e-07 5.1092e-02 9.4253e-01 6.3770e-03 2.6820e-16 2.0458e-34 0.0000e+00 0.0000e+00
1.6847e+03 2.5907e+04 8.9513e+10 8.1827e-25 1.7510e-15 1.2934e-07 2.8828e-02 9.5653e-01 1.4643e-02 3.0257e-15 1.5057e-32 0.0000e+00 0.0000e+00
1.7904e+03 2.6527e+04 8.9786e+10 2.6047e-25 6.1945e-16 5.3582e-08 1.6776e-02 9.5266e-01 3.0562e-02 2.6291e-14 6.9998e-31 0.0000e+00 0.0000e+00
1.9028e+03 2.7074e+04 8.8046e+10 8.7697e-26 2.3399e-16 2.3670e-08 1.0133e-02 9.3227e-01 5.7594e-02 1.7164e-13 1.9621e-29 0.0000e+00 0.0000e+00
2.0223e+03 2.7556e+04 8.7037e+10 3.3782e-26 9.9340e-17 1.1455e-08 6.4140e-03 8.9587e-01 9.7716e-02 8.5997e-13 3.5035e-28 0.0000e+00 0.0000e+00
2.1493e+03 2.7958e+04 8.5781e+10 1.5174e-26 4.8522e-17 6.2382e-09 4.3441e-03 8.4949e-01 1.4616e-01 3.0500e-12 3.4193e-27 0.0000e+00 0.0000e+00
2.2843e+03 2.8243e+04 8.4991e+10 8.3515e-27 2.8378e-17 3.9446e-09 3.2176e-03 8.0394e-01 1.9284e-01 7.5591e-12 1.7751e-26 1.4013e-45 0.0000e+00
2.4277e+03 2.8352e+04 8.3581e+10 6.0613e-27 2.1426e-17 3.1210e-09 2.7632e-03 7.7849e-01 2.1874e-01 1.1446e-11 3.7634e-26 4.2039e-45 0.0000e+00
2.5802e+03 2.8228e+04 8.1487e+10 6.5354e-27 2.3307e-17 3.4071e-09 2.9511e-03 7.9124e-01 2.0581e-01 9.0682e-12 2.4253e-26 2.8026e-45 0.0000e+00
2.7422e+03 2.7813e+04 7.8192e+10 1.1445e-26 3.9774e-17 5.5388e-09 4.1166e-03 8.4552e-01 1.5036e-01 3.0691e-12 3.2985e-27 0.0000e+00 0.0000e+00
2.9144e+03 2.7082e+04 7.3561e+10 3.2424e-26 1.0617e-16 1.3315e-08 7.3588e-03 9.1310e-01 7.9539e-02 3.8884e-13 7.7064e-29 0.0000e+00 0.0000e+00
3.0973e+03 2.5986e+04 6.6600e+10 1.4758e-25 4.4600e-16 4.7681e-08 1.6720e-02 9.5562e-01 2.7657e-02 1.4809e-14 2.1428e-31 0.0000e+00 0.0000e+00
3.2918e+03 2.4659e+04 5.3899e+10 7.2187e-25 2.1563e-15 2.0198e-07 4.2294e-02 9.5067e-01 7.0323e-03 2.2435e-16 1.1358e-34 0.0000e+00 0.0000e+00
3.4986e+03 2.3182e+04 4.5560e+10 6.7631e-24 1.8448e-14 1.3276e-06 1.3374e-01 8.6518e-01 1.0771e-03 9.5263e-19 6.9151e-39 0.0000e+00 0.0000e+00
3.7182e+03 2.1479e+04 4.8014e+10 2.8068e-22 5.2141e-13 1.9389e-05 5.3412e-01 4.6583e-01 3.7041e-05 1.7200e-22 2.8026e-45 0.0000e+00 0.0000e+00
3.9517e+03 1.9636e+04 4.6276e+10 7.2278e-21 9.3937e-12 1.6275e-04 9.3192e-01 6.7917e-02 1.7066e-07 9.8224e-28 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 1.8240e+04 2.7870e+10 2.0994e-20 3.2441e-11 4.4659e-04 9.8739e-01 1.2162e-02 2.1265e-09 4.4644e-32 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.7313e+04 2.0737e+10 5.5037e-20 9.0408e-11 9.7243e-04 9.9592e-01 3.1078e-03 7.1837e-11 2.3020e-35 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 1.6459e+04 1.9025e+10 2.6590e-19 3.7883e-10 2.5809e-03 9.9678e-01 6.4262e-04 1.6026e-12 6.4161e-39 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 1.5407e+04 1.7404e+10 2.5173e-18 2.8760e-09 1.0116e-02 9.8981e-01 7.0504e-05 7.9217e-15 7.2868e-44 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 1.4229e+04 1.4844e+10 4.0447e-17 3.6226e-08 5.5832e-02 9.4416e-01 3.9134e-06 7.8822e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 1.3134e+04 1.2068e+10 6.0140e-16 4.2698e-07 2.7774e-01 7.2226e-01 1.4076e-07 3.7008e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 1.2221e+04 1.0820e+10 5.5733e-15 2.8510e-06 7.2562e-01 2.7437e-01 2.4286e-09 8.2445e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 1.1468e+04 9.9018e+09 2.5031e-14 9.1667e-06 9.4368e-01 5.6311e-02 2.5993e-11 1.3915e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 1.0774e+04 8.8825e+09 9.3803e-14 2.4387e-05 9.9126e-01 8.7162e-03 1.8588e-13 1.3146e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 1.0141e+04 7.9707e+09 3.4513e-13 6.2816e-05 9.9867e-01 1.2673e-03 1.2064e-15 1.0742e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 9.4950e+03 6.9347e+09 1.5193e-12 1.8361e-04 9.9968e-01 1.3667e-04 3.5939e-18 2.0386e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 8.8304e+03 6.0300e+09 9.3163e-12 6.6801e-04 9.9932e-01 9.5194e-06 3.4727e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 8.1532e+03 5.1404e+09 8.2525e-11 3.1159e-03 9.9688e-01 3.9514e-07 8.7519e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 7.3876e+03 4.2123e+09 1.5217e-09 2.3863e-02 9.7614e-01 5.6015e-09 1.3892e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 6.7171e+03 3.0038e+09 2.3114e-08 1.6016e-01 8.3984e-01 6.0777e-11 1.2488e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 6.1834e+03 2.3337e+09 1.9923e-07 5.8980e-01 4.1020e-01 4.3198e-13 9.6592e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 5.7772e+03 1.7665e+09 5.9802e-07 8.8847e-01 1.1153e-01 3.0459e-15 1.8217e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 5.4491e+03 1.2837e+09 1.1915e-06 9.7441e-01 2.5591e-02 2.3244e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 5.1843e+03 1.0300e+09 2.1757e-06 9.9375e-01 6.2430e-03 2.7009e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 4.9797e+03 8.8264e+08 3.6932e-06 9.9819e-01 1.8090e-03 5.7498e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 4.8496e+03 8.6108e+08 5.7892e-06 9.9929e-01 7.0067e-04 3.3179e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 4.7517e+03 9.9737e+08 9.4915e-06 9.9969e-01 2.9600e-04 2.9370e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 4.6477e+03 1.1066e+09 1.5154e-05 9.9986e-01 1.2604e-04 2.5528e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 4.5713e+03 1.1239e+09 2.1880e-05 9.9992e-01 6.0074e-05 2.8461e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 4.4884e+03 1.0643e+09 2.8817e-05 9.9994e-01 3.2114e-05 4.1710e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 4.4192e+03 9.2268e+08 3.5578e-05 9.9995e-01 1.7848e-05 6.2922e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 4.3424e+03 6.7250e+08 3.5213e-05 9.9995e-01 1.3013e-05 1.7982e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 4.2968e+03 5.1351e+08 3.6264e-05 9.9995e-01 9.1814e-06 4.8776e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 4.2096e+03 3.8609e+08 3.6098e-05 9.9996e-01 6.8340e-06 1.5281e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 4.1291e+03 2.5803e+08 3.8359e-05 9.9996e-01 3.9158e-06 1.9540e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 4.0431e+03 1.7406e+08 4.2433e-05 9.9996e-01 2.0831e-06 2.0198e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 3.9375e+03 1.2076e+08 4.9778e-05 9.9995e-01 1.0103e-06 1.6284e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 3.8558e+03 8.4171e+07 5.1164e-05 9.9995e-01 6.4730e-07 3.0255e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 3.7644e+03 5.9075e+07 5.9219e-05 9.9994e-01 3.2628e-07 2.7661e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 3.6860e+03 4.3980e+07 6.7165e-05 9.9993e-01 1.8266e-07 3.6644e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 3.6221e+03 3.3810e+07 8.1479e-05 9.9992e-01 9.1975e-08 3.6508e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 3.5646e+03 2.4139e+07 8.5245e-05 9.9991e-01 5.8141e-08 6.6666e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 3.5117e+03 1.6643e+07 8.6576e-05 9.9991e-01 3.7627e-08 1.2615e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 3.4588e+03 1.2132e+07 8.5092e-05 9.9991e-01 2.7683e-08 3.6965e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 3.4153e+03 8.8342e+06 8.5384e-05 9.9991e-01 1.9478e-08 9.4721e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 3.3619e+03 5.9238e+06 8.2672e-05 9.9992e-01 1.3494e-08 2.1361e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 3.3263e+03 3.6045e+06 7.2647e-05 9.9993e-01 1.0294e-08 5.8365e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 3.2487e+03 2.1260e+06 7.5973e-05 9.9992e-01 5.2731e-09 4.7082e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 3.1538e+03 1.1067e+06 8.4714e-05 9.9992e-01 2.0582e-09 1.4910e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 3.0282e+03 3.4976e+05 7.2765e-05 9.9993e-01 8.0192e-10 2.8727e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 2.9496e+03 7.8304e+04 4.3043e-05 9.9996e-01 4.6656e-10 1.2612e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.8928e+03 2.5170e+04 1.7763e-05 9.9998e-01 8.5907e-10 2.6625e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.8577e+03 1.0628e+04 8.6212e-06 9.9999e-01 1.5185e-09 6.1657e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.8114e+03 4.8492e+03 1.0292e-05 9.9999e-01 4.4082e-10 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 2.7439e+03 2.5754e+03 6.5705e-06 9.9999e-01 5.6356e-10 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.6114e+03 1.0200e+03 1.1005e-05 9.9999e-01 6.8333e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.5171e+03 4.7258e+02 2.2647e-05 9.9998e-01 6.3505e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 2.4271e+03 2.8839e+02 3.4868e-05 9.9997e-01 1.4735e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 2.4117e+03 1.9273e+02 5.1472e-05 9.9995e-01 4.1279e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 2.3430e+03 1.2525e+02 2.0634e-05 9.9998e-01 1.7644e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 2.3346e+03 7.3759e+01 2.8493e-05 9.9997e-01 4.9406e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 2.4178e+03 4.2808e+01 5.0967e-05 9.9995e-01 7.8551e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 2.4178e+03 2.7585e+01 2.9713e-05 9.9997e-01 1.5072e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 2.3584e+03 1.8085e+01 1.8934e-05 9.9998e-01 2.4416e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 2.3553e+03 1.1867e+01 1.5293e-05 9.9998e-01 2.3964e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 2.2886e+03 7.9140e+00 7.7357e-06 9.9999e-01 6.4530e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.2717e+03 5.2326e+00 6.8308e-06 9.9999e-01 5.2882e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 2.2488e+03 3.4543e+00 8.3227e-06 9.9999e-01 2.1862e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 2.2762e+03 2.3151e+00 4.2172e-06 1.0000e+00 5.9004e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 2.2414e+03 1.5364e+00 4.5559e-06 1.0000e+00 3.1654e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 2.2287e+03 1.0272e+00 3.2064e-06 1.0000e+00 4.2464e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 2.1845e+03 6.7997e-01 4.8681e-06 1.0000e+00 1.1030e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 2.1650e+03 4.5711e-01 2.9814e-06 1.0000e+00 1.9994e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 2.1511e+03 3.0904e-01 1.2300e-06 1.0000e+00 8.4318e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 2.1282e+03 2.0704e-01 1.3246e-06 1.0000e+00 4.5985e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 2.1145e+03 1.3737e-01 4.6017e-06 1.0000e+00 2.0623e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 2.0861e+03 9.3396e-02 3.1336e-06 1.0000e+00 3.0232e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 2.1313e+03 6.2760e-02 6.1941e-06 9.9999e-01 4.5413e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 2.0283e+03 4.2842e-02 6.3071e-06 9.9999e-01 2.8424e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.0630e+03 2.9633e-02 5.9372e-06 9.9999e-01 2.1334e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
