#NTIMES:    67
#NSTAGES:     4
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           ne0           ne1           ne2           ne3
    5.380917E+03   7.1435E-019   5.3542E-012   1.6044E-005   9.9998E-001
    5.720994E+03   6.0609E-019   4.8347E-012   1.5390E-005   9.9998E-001
    6.082565E+03   5.9595E-019   4.8340E-012   1.5600E-005   9.9998E-001
    6.466986E+03   7.9708E-019   6.1790E-012   1.8735E-005   9.9998E-001
    6.875704E+03   1.2445E-018   9.0393E-012   2.4762E-005   9.9998E-001
    7.310253E+03   2.1162E-018   1.4046E-011   3.3536E-005   9.9997E-001
    7.772265E+03   4.2207E-018   2.5404E-011   5.0437E-005   9.9995E-001
    8.263477E+03   1.1335E-017   5.8826E-011   8.7571E-005   9.9991E-001
    8.785734E+03   1.1746E-016   4.7503E-010   3.3655E-004   9.9966E-001
    9.340997E+03   6.3298E-014   1.3902E-007   1.0433E-002   9.8957E-001
    9.929841E+03   2.0790E-009   1.3694E-003   9.1644E-001   8.2189E-002
    1.041447E+04   3.4663E-006   2.4596E-001   7.5402E-001   1.8694E-005
    1.083674E+04   3.3459E-004   9.9354E-001   6.1254E-003   1.1271E-011
    1.136786E+04   4.1548E-001   5.8452E-001   2.5073E-009   2.0002E-027
    1.167027E+04   8.6836E-001   1.3164E-001   1.3867E-011   4.9379E-032
    1.185735E+04   9.5130E-001   4.8699E-002   8.2831E-013   2.0409E-034
    1.198132E+04   9.9450E-001   5.4978E-003   1.0684E-015   2.2706E-040
    1.207995E+04   9.9928E-001   7.2085E-004   2.0155E-018   4.8538E-046
    1.216774E+04   9.9978E-001   2.1770E-004   4.7158E-020   1.8309E-049
    1.225420E+04   9.9994E-001   6.3844E-005   1.0292E-021   6.1012E-053
    1.234075E+04   9.9998E-001   1.8445E-005   2.1996E-023   2.1376E-056
    1.244043E+04   9.9999E-001   6.4105E-006   8.4181E-025   5.8598E-058
    1.256653E+04   1.0000E+000   3.5241E-006   1.2631E-025   3.3436E-058
    1.291944E+04   1.0000E+000   4.4706E-006   1.9622E-025   4.2129E-058
    1.356464E+04   9.9998E-001   2.3600E-005   1.9786E-023   8.0939E-057
    1.414194E+04   9.9996E-001   4.3994E-005   9.6395E-023   1.2202E-055
    1.463678E+04   9.9997E-001   2.5063E-005   1.3773E-023   3.5722E-057
    1.515385E+04   9.9999E-001   1.4441E-005   2.3312E-024   1.2855E-057
    1.570238E+04   1.0000E+000   4.8131E-006   8.5081E-026   5.0254E-058
    1.628316E+04   1.0000E+000   4.6777E-007   6.4055E-029   6.0532E-059
    1.695591E+04   1.0000E+000   6.0607E-008   1.7670E-031   9.6319E-060
    1.773545E+04   1.0000E+000   8.9139E-009   6.4034E-034   2.0560E-060
    1.852426E+04   1.0000E+000   2.0072E-009   7.3749E-036   6.4758E-061
    1.933673E+04   1.0000E+000   7.7423E-010   3.3811E-036   3.2918E-061
    2.006825E+04   1.0000E+000   6.3604E-010   1.0180E-035   2.5533E-061
    2.082304E+04   1.0000E+000   7.4054E-010   2.9860E-035   2.6962E-061
    2.162788E+04   1.0000E+000   6.5727E-010   3.4954E-035   2.5561E-061
    2.248295E+04   1.0000E+000   1.0868E-009   9.3183E-035   3.5697E-061
    2.340334E+04   1.0000E+000   1.0320E-009   8.5572E-035   3.5802E-061
    2.427003E+04   1.0000E+000   1.5747E-009   1.6271E-034   4.6738E-061
    2.528269E+04   1.0000E+000   1.9152E-009   2.0057E-034   5.3578E-061
    2.627013E+04   1.0000E+000   1.7743E-009   1.6721E-034   5.1302E-061
    2.723040E+04   1.0000E+000   3.1685E-009   3.6758E-034   7.6655E-061
    2.827004E+04   1.0000E+000   4.1287E-009   5.0384E-034   9.3114E-061
    2.934273E+04   1.0000E+000   6.3474E-009   9.1615E-034   1.2953E-060
    3.052012E+04   1.0000E+000   9.2568E-009   1.5644E-033   1.7596E-060
    3.176086E+04   1.0000E+000   1.2128E-008   2.3097E-033   2.2186E-060
    3.295538E+04   1.0000E+000   1.3542E-008   2.6578E-033   2.4580E-060
    3.403161E+04   1.0000E+000   1.5528E-008   3.2703E-033   2.7826E-060
    3.500379E+04   1.0000E+000   1.9054E-008   4.6702E-033   3.3364E-060
    3.593430E+04   1.0000E+000   2.3366E-008   6.9002E-033   4.0049E-060
    3.686142E+04   1.0000E+000   2.7483E-008   9.7860E-033   4.6459E-060
    3.781660E+04   1.0000E+000   3.0595E-008   1.2874E-032   5.1470E-060
    3.881204E+04   1.0000E+000   3.2169E-008   1.5365E-032   5.4331E-060
    3.984228E+04   1.0000E+000   3.2684E-008   1.7204E-032   5.5736E-060
    4.090108E+04   1.0000E+000   3.2603E-008   1.8487E-032   5.6343E-060
    4.198933E+04   1.0000E+000   3.2192E-008   1.9260E-032   5.6538E-060
    4.310952E+04   1.0000E+000   3.1642E-008   1.9631E-032   5.6647E-060
    4.426353E+04   1.0000E+000   3.1118E-008   1.9781E-032   5.6978E-060
    4.545322E+04   1.0000E+000   3.0837E-008   2.0020E-032   5.7900E-060
    4.667980E+04   1.0000E+000   3.1014E-008   2.0681E-032   5.9720E-060
    4.794258E+04   1.0000E+000   3.1652E-008   2.1846E-032   6.2387E-060
    4.924062E+04   1.0000E+000   3.2647E-008   2.3445E-032   6.5694E-060
    5.057272E+04   1.0000E+000   3.3938E-008   2.5461E-032   6.9566E-060
    5.193717E+04   1.0000E+000   3.5403E-008   2.7767E-032   7.3922E-060
    5.333235E+04   1.0000E+000   3.6806E-008   3.0024E-032   7.8549E-060
    5.475676E+04   1.0000E+000   3.7928E-008   3.1860E-032   8.3326E-060
    5.620758E+04   1.0000E+000   3.8642E-008   3.3025E-032   8.8345E-060
    5.768166E+04   1.0000E+000   3.8900E-008   3.3401E-032   9.3868E-060
    5.917412E+04   1.0000E+000   3.8762E-008   3.3070E-032   1.0044E-059
    6.067730E+04   1.0000E+000   3.8268E-008   3.2101E-032   1.0858E-059
    6.217708E+04   1.0000E+000   3.7426E-008   3.0532E-032   1.1865E-059
    6.366086E+04   1.0000E+000   3.6285E-008   2.8477E-032   1.3092E-059
    6.510379E+04   1.0000E+000   3.4902E-008   2.6080E-032   1.4545E-059
    6.648389E+04   1.0000E+000   3.3429E-008   2.3611E-032   1.6239E-059
    6.776932E+04   1.0000E+000   3.1834E-008   2.1096E-032   1.8090E-059
    6.895129E+04   1.0000E+000   2.9390E-008   1.7614E-032   1.9507E-059
    6.949055E+04   1.0000E+000   2.6278E-008   1.3852E-032   1.8829E-059
    6.976176E+04   1.0000E+000   2.3333E-008   1.0824E-032   1.7398E-059
    6.989776E+04   1.0000E+000   2.0384E-008   8.2463E-033   1.5529E-059
    6.996586E+04   1.0000E+000   1.8060E-008   6.4998E-033   1.3916E-059
    6.999823E+04   1.0000E+000   1.6377E-008   5.3912E-033   1.2706E-059
    6.999993E+04   1.0000E+000   1.6197E-008   5.2797E-033   1.2574E-059
#TIME:     0.605
#NVEL: 115
#vel_mid[km/s]           ne0           ne1           ne2           ne3
    8.484664E+02   4.2205E-018   1.5032E-011   2.1604E-005   9.9998E-001
    8.543246E+02   4.2205E-018   1.5032E-011   2.1604E-005   9.9998E-001
    8.721432E+02   4.2205E-018   1.5032E-011   2.1604E-005   9.9998E-001
    9.089031E+02   4.2206E-018   1.5032E-011   2.1605E-005   9.9998E-001
    9.682894E+02   4.2211E-018   1.5033E-011   2.1606E-005   9.9998E-001
    1.029084E+03   4.2241E-018   1.5041E-011   2.1613E-005   9.9998E-001
    1.093701E+03   4.2259E-018   1.5049E-011   2.1628E-005   9.9998E-001
    1.162375E+03   4.2045E-018   1.5002E-011   2.1601E-005   9.9998E-001
    1.235362E+03   4.0521E-018   1.4594E-011   2.1203E-005   9.9998E-001
    1.312931E+03   3.2673E-018   1.2371E-011   1.8822E-005   9.9998E-001
    1.395371E+03   1.0431E-018   5.3908E-012   1.0946E-005   9.9999E-001
    1.482988E+03   4.0443E-019   2.7405E-012   7.1364E-006   9.9999E-001
    1.576106E+03   3.5024E-019   2.4760E-012   6.7069E-006   9.9999E-001
    1.675071E+03   2.0059E-019   1.6756E-012   5.3110E-006   9.9999E-001
    1.780251E+03   9.4735E-020   9.9567E-013   3.9367E-006   1.0000E+000
    1.892034E+03   5.1577E-020   6.5730E-013   3.1445E-006   1.0000E+000
    2.010837E+03   2.6441E-020   4.1572E-013   2.4548E-006   1.0000E+000
    2.137099E+03   1.3649E-020   2.6527E-013   1.9444E-006   1.0000E+000
    2.271289E+03   6.8896E-021   1.6677E-013   1.5366E-006   1.0000E+000
    2.413905E+03   3.6445E-021   1.0847E-013   1.2422E-006   1.0000E+000
    2.565477E+03   2.2614E-021   7.8648E-014   1.0621E-006   1.0000E+000
    2.726565E+03   1.6463E-021   6.3564E-014   9.5681E-007   1.0000E+000
    2.897769E+03   1.4720E-021   5.9056E-014   9.2018E-007   1.0000E+000
    3.079722E+03   1.6326E-021   6.3547E-014   9.4978E-007   1.0000E+000
    3.273101E+03   2.7227E-021   9.0263E-014   1.1325E-006   1.0000E+000
    3.478622E+03   6.8522E-021   1.7234E-013   1.6338E-006   1.0000E+000
    3.697048E+03   3.3405E-020   5.1273E-013   3.0112E-006   1.0000E+000
    3.929188E+03   9.9803E-020   1.0671E-012   4.3693E-006   1.0000E+000
    4.175906E+03   5.9641E-019   4.4482E-012   1.3419E-005   9.9999E-001
    4.438115E+03   1.7688E-018   1.0913E-011   2.5938E-005   9.9997E-001
    4.716788E+03   1.8897E-018   1.1914E-011   2.8360E-005   9.9997E-001
    5.012959E+03   1.2890E-018   9.0147E-012   2.4075E-005   9.9998E-001
    5.327727E+03   8.5613E-019   6.6710E-012   2.0099E-005   9.9998E-001
    5.662260E+03   7.0589E-019   5.8963E-012   1.9002E-005   9.9998E-001
    6.017798E+03   6.7464E-019   5.7827E-012   1.9035E-005   9.9998E-001
    6.395661E+03   8.7744E-019   7.2723E-012   2.2557E-005   9.9998E-001
    6.797251E+03   1.3684E-018   1.0746E-011   2.9941E-005   9.9997E-001
    7.224056E+03   2.3580E-018   1.7093E-011   4.1111E-005   9.9996E-001
    7.677661E+03   4.6856E-018   3.1226E-011   6.1888E-005   9.9994E-001
    8.159748E+03   1.2215E-017   7.1598E-011   1.0610E-004   9.9989E-001
    8.672106E+03   9.3841E-017   4.5528E-010   3.4692E-004   9.9965E-001
    9.216636E+03   2.0403E-014   6.0181E-008   6.6743E-003   9.9333E-001
    9.793140E+03   3.8181E-010   4.0991E-004   7.4213E-001   2.5746E-001
    1.026683E+04   5.0475E-007   7.8086E-002   9.2176E-001   1.5673E-004
    1.070804E+04   1.5520E-004   9.7901E-001   2.0836E-002   2.2713E-010
    1.120152E+04   9.8544E-002   9.0146E-001   9.6248E-008   8.7631E-024
    1.159423E+04   8.8896E-001   1.1104E-001   5.6503E-012   5.2647E-033
    1.180243E+04   9.6391E-001   3.6092E-002   2.5988E-013   1.4462E-035
    1.192916E+04   9.9109E-001   8.9076E-003   3.9667E-015   2.8685E-039
    1.202084E+04   9.9850E-001   1.4961E-003   1.6471E-017   3.2653E-044
    1.209768E+04   9.9964E-001   3.5529E-004   1.8634E-019   2.7616E-048
    1.216841E+04   9.9987E-001   1.2943E-004   7.8530E-021   3.5809E-051
    1.223949E+04   9.9996E-001   4.3581E-005   2.6482E-022   2.9820E-054
    1.231406E+04   9.9999E-001   1.4734E-005   9.2161E-024   3.8250E-057
    1.239842E+04   9.9999E-001   5.8418E-006   5.2959E-025   5.1551E-058
    1.256481E+04   1.0000E+000   2.2791E-006   2.7634E-026   2.2156E-058
    1.321135E+04   1.0000E+000   4.4906E-006   1.3105E-025   4.1927E-058
    1.378971E+04   9.9999E-001   1.2630E-005   2.1262E-024   1.0746E-057
    1.426236E+04   9.9999E-001   1.1915E-005   1.4074E-024   1.0104E-057
    1.471893E+04   9.9999E-001   5.2423E-006   9.8109E-026   5.0646E-058
    1.520339E+04   1.0000E+000   1.5923E-006   2.8978E-027   1.8277E-058
    1.569984E+04   1.0000E+000   2.8210E-007   3.6022E-029   3.8313E-059
    1.625603E+04   1.0000E+000   3.4869E-008   5.6705E-032   5.5233E-060
    1.692188E+04   1.0000E+000   3.8351E-009   1.4775E-034   8.7433E-061
    1.755155E+04   1.0000E+000   6.2873E-010   1.6757E-036   2.3236E-061
    1.815678E+04   1.0000E+000   1.7228E-010   5.0979E-038   9.3480E-062
    1.877630E+04   1.0000E+000   6.0735E-011   7.4751E-039   4.6527E-062
    1.943029E+04   1.0000E+000   2.7366E-011   9.9865E-039   2.8878E-062
    2.010428E+04   1.0000E+000   2.6908E-011   4.6837E-038   2.6252E-062
    2.090850E+04   1.0000E+000   3.7074E-011   2.1465E-037   3.1534E-062
    2.182676E+04   1.0000E+000   4.1997E-011   3.8402E-037   3.6004E-062
    2.283367E+04   1.0000E+000   8.4046E-011   1.2263E-036   5.6793E-062
    2.394324E+04   1.0000E+000   1.3348E-010   2.2586E-036   7.7440E-062
    2.516734E+04   1.0000E+000   2.5169E-010   4.8870E-036   1.1517E-061
    2.638649E+04   1.0000E+000   2.7591E-010   4.9983E-036   1.2477E-061
    2.758311E+04   1.0000E+000   7.3346E-010   1.7285E-035   2.3948E-061
    2.884269E+04   1.0000E+000   1.3489E-009   3.7602E-035   3.7127E-061
    3.014497E+04   1.0000E+000   2.7875E-009   1.0302E-034   6.4500E-061
    3.148085E+04   1.0000E+000   4.7233E-009   2.1790E-034   9.8569E-061
    3.276289E+04   1.0000E+000   6.1374E-009   3.2079E-034   1.2280E-060
    3.391810E+04   1.0000E+000   7.8880E-009   4.7556E-034   1.5187E-060
    3.495083E+04   1.0000E+000   1.1106E-008   8.7708E-034   2.0296E-060
    3.592850E+04   1.0000E+000   1.5633E-008   1.7292E-033   2.7211E-060
    3.688885E+04   1.0000E+000   2.0598E-008   3.2399E-033   3.4560E-060
    3.786912E+04   1.0000E+000   2.4951E-008   5.4481E-033   4.0877E-060
    3.888044E+04   1.0000E+000   2.7804E-008   7.9299E-033   4.5024E-060
    3.991994E+04   1.0000E+000   2.9453E-008   1.0443E-032   4.7509E-060
    4.098383E+04   1.0000E+000   3.0280E-008   1.2782E-032   4.8922E-060
    4.207443E+04   1.0000E+000   3.0550E-008   1.4725E-032   4.9699E-060
    4.319619E+04   1.0000E+000   3.0496E-008   1.6194E-032   5.0288E-060
    4.435339E+04   1.0000E+000   3.0331E-008   1.7273E-032   5.1140E-060
    4.555005E+04   1.0000E+000   3.0318E-008   1.8244E-032   5.2726E-060
    4.678738E+04   1.0000E+000   3.0697E-008   1.9454E-032   5.5361E-060
    4.806468E+04   1.0000E+000   3.1487E-008   2.1028E-032   5.8930E-060
    4.937985E+04   1.0000E+000   3.2600E-008   2.2945E-032   6.3137E-060
    5.073002E+04   1.0000E+000   3.3983E-008   2.5207E-032   6.7821E-060
    5.211198E+04   1.0000E+000   3.5504E-008   2.7686E-032   7.2843E-060
    5.352349E+04   1.0000E+000   3.6919E-008   3.0030E-032   7.7980E-060
    5.496004E+04   1.0000E+000   3.8015E-008   3.1876E-032   8.3140E-060
    5.642085E+04   1.0000E+000   3.8681E-008   3.2995E-032   8.8473E-060
    5.789881E+04   1.0000E+000   3.8886E-008   3.3305E-032   9.4290E-060
    5.939226E+04   1.0000E+000   3.8700E-008   3.2906E-032   1.0118E-059
    6.088737E+04   1.0000E+000   3.8162E-008   3.1874E-032   1.0962E-059
    6.237825E+04   1.0000E+000   3.7283E-008   3.0253E-032   1.1998E-059
    6.383998E+04   1.0000E+000   3.6123E-008   2.8180E-032   1.3244E-059
    6.526223E+04   1.0000E+000   3.4738E-008   2.5793E-032   1.4713E-059
    6.660986E+04   1.0000E+000   3.3285E-008   2.3371E-032   1.6402E-059
    6.786444E+04   1.0000E+000   3.1686E-008   2.0868E-032   1.8220E-059
    6.899777E+04   1.0000E+000   2.9172E-008   1.7330E-032   1.9484E-059
    6.951321E+04   1.0000E+000   2.6072E-008   1.3624E-032   1.8740E-059
    6.977237E+04   1.0000E+000   2.3135E-008   1.0637E-032   1.7276E-059
    6.990232E+04   1.0000E+000   2.0245E-008   8.1343E-033   1.5432E-059
    6.996738E+04   1.0000E+000   1.7991E-008   6.4511E-033   1.3865E-059
    6.999830E+04   1.0000E+000   1.6369E-008   5.3856E-033   1.2698E-059
    6.999993E+04   1.0000E+000   1.6196E-008   5.2789E-033   1.2572E-059
#TIME:     0.733
#NVEL: 115
#vel_mid[km/s]           ne0           ne1           ne2           ne3
    8.484664E+02   4.1123E-018   1.6763E-011   2.7455E-005   9.9997E-001
    8.528610E+02   4.1123E-018   1.6763E-011   2.7455E-005   9.9997E-001
    8.661820E+02   4.1124E-018   1.6763E-011   2.7455E-005   9.9997E-001
    8.934513E+02   4.1126E-018   1.6763E-011   2.7456E-005   9.9997E-001
    9.472405E+02   4.1133E-018   1.6766E-011   2.7458E-005   9.9997E-001
    1.007109E+03   4.1158E-018   1.6773E-011   2.7466E-005   9.9997E-001
    1.070759E+03   4.1174E-018   1.6781E-011   2.7480E-005   9.9997E-001
    1.138432E+03   4.0763E-018   1.6667E-011   2.7382E-005   9.9997E-001
    1.210381E+03   3.8674E-018   1.6015E-011   2.6673E-005   9.9997E-001
    1.286878E+03   2.9886E-018   1.3096E-011   2.3181E-005   9.9998E-001
    1.368209E+03   1.1486E-018   6.3586E-012   1.4232E-005   9.9999E-001
    1.454681E+03   4.2240E-019   3.0388E-012   8.7002E-006   9.9999E-001
    1.546618E+03   2.8101E-019   2.2631E-012   7.1909E-006   9.9999E-001
    1.644365E+03   1.7023E-019   1.5816E-012   5.7356E-006   9.9999E-001
    1.748290E+03   8.0323E-020   9.3000E-013   4.1389E-006   1.0000E+000
    1.858783E+03   4.0542E-020   5.7895E-013   3.1485E-006   1.0000E+000
    1.976259E+03   2.0162E-020   3.5674E-013   2.3838E-006   1.0000E+000
    2.101160E+03   9.9424E-021   2.1953E-013   1.8231E-006   1.0000E+000
    2.233954E+03   4.7655E-021   1.3273E-013   1.3901E-006   1.0000E+000
    2.375142E+03   2.3989E-021   8.3203E-014   1.0896E-006   1.0000E+000
    2.525252E+03   1.3932E-021   5.7582E-014   9.0336E-007   1.0000E+000
    2.684850E+03   9.6276E-022   4.4891E-014   7.9722E-007   1.0000E+000
    2.854534E+03   8.3245E-022   4.0784E-014   7.5998E-007   1.0000E+000
    3.034942E+03   8.8702E-022   4.2777E-014   7.8027E-007   1.0000E+000
    3.226752E+03   1.4393E-021   5.9822E-014   9.3546E-007   1.0000E+000
    3.430685E+03   3.0414E-021   1.0232E-013   1.3087E-006   1.0000E+000
    3.647506E+03   1.8076E-020   3.5474E-013   2.7218E-006   1.0000E+000
    3.878031E+03   7.2680E-020   9.1367E-013   4.5264E-006   1.0000E+000
    4.123125E+03   3.0953E-019   3.0230E-012   1.1843E-005   9.9999E-001
    4.383709E+03   1.8954E-018   1.4031E-011   3.5703E-005   9.9996E-001
    4.660762E+03   2.7131E-018   1.9806E-011   4.6136E-005   9.9995E-001
    4.955325E+03   2.1589E-018   1.6916E-011   4.2464E-005   9.9996E-001
    5.268505E+03   1.4301E-018   1.2368E-011   3.5243E-005   9.9996E-001
    5.601477E+03   1.1437E-018   1.0676E-011   3.2794E-005   9.9997E-001
    5.955494E+03   1.0753E-018   1.0387E-011   3.2691E-005   9.9997E-001
    6.331885E+03   1.3862E-018   1.3165E-011   3.8730E-005   9.9996E-001
    6.732064E+03   2.2328E-018   2.0524E-011   5.2777E-005   9.9995E-001
    7.157534E+03   4.0980E-018   3.5410E-011   7.5705E-005   9.9992E-001
    7.609895E+03   8.7653E-018   7.1139E-011   1.1949E-004   9.9988E-001
    8.090845E+03   2.4738E-017   1.8092E-010   2.1521E-004   9.9978E-001
    8.602191E+03   2.0183E-016   1.2896E-009   7.3400E-004   9.9927E-001
    9.145855E+03   3.8643E-014   1.6188E-007   1.3326E-002   9.8667E-001
    9.716757E+03   3.5918E-010   5.2563E-004   8.2124E-001   1.7824E-001
    1.017136E+04   3.7097E-007   7.5357E-002   9.2451E-001   1.2923E-004
    1.058976E+04   1.0346E-004   9.7203E-001   2.7866E-002   3.6596E-010
    1.103681E+04   2.7331E-002   9.7267E-001   7.9108E-007   1.1801E-021
    1.143091E+04   8.4901E-001   1.5099E-001   7.5489E-012   4.5136E-033
    1.169743E+04   9.8092E-001   1.9077E-002   2.2816E-014   5.6832E-038
    1.185375E+04   9.9398E-001   6.0228E-003   8.1668E-016   7.2006E-041
    1.195751E+04   9.9838E-001   1.6218E-003   1.5562E-017   2.0909E-044
    1.203767E+04   9.9965E-001   3.5394E-004   1.3599E-019   1.0353E-048
    1.210835E+04   9.9991E-001   8.8282E-005   1.7547E-021   1.1234E-052
    1.217533E+04   9.9997E-001   2.6743E-005   4.2243E-023   4.7529E-056
    1.224092E+04   9.9999E-001   9.9833E-006   1.9883E-024   8.4729E-058
    1.231061E+04   1.0000E+000   4.3365E-006   1.5133E-025   3.7466E-058
    1.238832E+04   1.0000E+000   2.1257E-006   1.6782E-026   1.9861E-058
    1.249177E+04   1.0000E+000   1.0588E-006   1.9403E-027   1.0539E-058
    1.273320E+04   1.0000E+000   4.0432E-007   9.4249E-029   4.3250E-059
    1.314431E+04   1.0000E+000   1.6886E-007   6.1520E-030   1.9228E-059
    1.356973E+04   1.0000E+000   7.0836E-008   1.7551E-030   8.5375E-060
    1.397745E+04   1.0000E+000   2.2061E-008   8.2594E-031   2.8205E-060
    1.437971E+04   1.0000E+000   5.4131E-009   1.0337E-031   7.4065E-061
    1.481384E+04   1.0000E+000   1.0379E-009   5.9502E-033   1.5635E-061
    1.527443E+04   1.0000E+000   1.5254E-010   2.4332E-034   2.6360E-062
    1.573281E+04   1.0000E+000   2.6320E-011   5.3441E-036   5.4590E-063
    1.619433E+04   1.0000E+000   6.7467E-012   7.0405E-038   1.8087E-063
    1.667669E+04   1.0000E+000   1.8570E-012   1.1627E-039   7.1377E-064
    1.717287E+04   1.0000E+000   5.7773E-013   4.7956E-041   3.5625E-064
    1.768426E+04   1.0000E+000   2.7650E-013   4.0263E-042   2.9383E-064
    1.825695E+04   1.0000E+000   2.0054E-013   5.5654E-043   3.6262E-064
    1.899553E+04   1.0000E+000   1.3242E-013   4.6739E-043   4.0995E-064
    1.999671E+04   1.0000E+000   2.0848E-013   8.3604E-042   7.2785E-064
    2.125276E+04   1.0000E+000   6.7846E-013   1.7717E-040   1.6148E-063
    2.259595E+04   1.0000E+000   1.8215E-012   9.0566E-040   3.2263E-063
    2.402403E+04   1.0000E+000   5.9864E-012   4.3714E-039   6.9049E-063
    2.554236E+04   1.0000E+000   1.7311E-011   1.5469E-038   1.3637E-062
    2.715756E+04   1.0000E+000   3.7832E-011   3.7899E-038   2.3292E-062
    2.877497E+04   1.0000E+000   1.9635E-010   3.4081E-037   7.3907E-062
    3.035869E+04   1.0000E+000   6.2855E-010   1.7843E-036   1.7883E-061
    3.187471E+04   1.0000E+000   1.3948E-009   5.9972E-036   3.3600E-061
    3.324789E+04   1.0000E+000   2.2024E-009   1.2648E-035   4.8505E-061
    3.445101E+04   1.0000E+000   3.7263E-009   3.2791E-035   7.4257E-061
    3.554577E+04   1.0000E+000   6.7426E-009   1.0886E-034   1.2076E-060
    3.658462E+04   1.0000E+000   1.1307E-008   3.5875E-034   1.8518E-060
    3.762248E+04   1.0000E+000   1.6546E-008   1.0174E-033   2.5372E-060
    3.867668E+04   1.0000E+000   2.1018E-008   2.2654E-033   3.0878E-060
    3.975213E+04   1.0000E+000   2.4298E-008   4.1039E-033   3.4739E-060
    4.084453E+04   1.0000E+000   2.6525E-008   6.4988E-033   3.7325E-060
    4.195824E+04   1.0000E+000   2.7891E-008   9.0701E-033   3.9004E-060
    4.309818E+04   1.0000E+000   2.8642E-008   1.1493E-032   4.0214E-060
    4.426979E+04   1.0000E+000   2.9042E-008   1.3578E-032   4.1483E-060
    4.547749E+04   1.0000E+000   2.9409E-008   1.5420E-032   4.3458E-060
