#NTIMES: 4
#NWAVE: 10000
#TIMES[d]: 5.0 10.0 15.0 20.0
#wavelength[Ang] flux_t0[erg/s/Ang] flux_t1[erg/s/Ang] ... flux_tn[erg/s/Ang]
1.822323E+04 1.384148E+36 6.738201E+36 1.360957E+37 1.876082E+37
1.815871E+04 1.272078E+36 6.296585E+36 1.290484E+37 1.859854E+37
1.809463E+04 1.135015E+36 5.870961E+36 1.195418E+37 1.807273E+37
1.803101E+04 9.816689E+35 5.380171E+36 1.106138E+37 1.706614E+37
1.796784E+04 8.096392E+35 4.899351E+36 1.053382E+37 1.593547E+37
1.790510E+04 6.207345E+35 4.712050E+36 1.049798E+37 1.562745E+37
1.784280E+04 4.645436E+35 4.824312E+36 1.231992E+37 1.781648E+37
1.778094E+04 3.743411E+35 5.648837E+36 1.371622E+37 1.966350E+37
1.771950E+04 4.138513E+35 6.298358E+36 1.376272E+37 1.989223E+37
1.765848E+04 5.179720E+35 6.578632E+36 1.345312E+37 1.939714E+37
1.759789E+04 6.447727E+35 6.616752E+36 1.291095E+37 1.887294E+37
1.753771E+04 7.603055E+35 6.523512E+36 1.241742E+37 1.847013E+37
1.747793E+04 7.714790E+35 6.684085E+36 1.370000E+37 1.951347E+37
1.741857E+04 6.458897E+35 7.239740E+36 1.393407E+37 1.880423E+37
1.735960E+04 6.529274E+35 7.384978E+36 1.387950E+37 1.812111E+37
1.730104E+04 7.222295E+35 7.354578E+36 1.486470E+37 1.870539E+37
1.724287E+04 7.680851E+35 8.082242E+36 1.662678E+37 2.102088E+37
1.718508E+04 8.046334E+35 8.787004E+36 1.695438E+37 2.197028E+37
1.712769E+04 9.433827E+35 9.072020E+36 1.722620E+37 2.227188E+37
1.707067E+04 1.111129E+36 9.158676E+36 1.735164E+37 2.213997E+37
1.701404E+04 1.260501E+36 9.220686E+36 1.776049E+37 2.208223E+37
1.695778E+04 1.401883E+36 9.696927E+36 1.817079E+37 2.246637E+37
1.690188E+04 1.537554E+36 1.003897E+37 1.781142E+37 2.215437E+37
1.684636E+04 1.693295E+36 1.016773E+37 1.739102E+37 2.148069E+37
1.679120E+04 1.824092E+36 1.015271E+37 1.673272E+37 2.014786E+37
1.673640E+04 1.902085E+36 1.009243E+37 1.643288E+37 1.910576E+37
1.668196E+04 1.918061E+36 1.027959E+37 1.582788E+37 1.931568E+37
1.662787E+04 1.941887E+36 1.025086E+37 1.476045E+37 1.950350E+37
1.657413E+04 2.037982E+36 9.998292E+36 1.503173E+37 1.924936E+37
1.652073E+04 2.139879E+36 9.611066E+36 1.528142E+37 1.809891E+37
1.646768E+04 2.196538E+36 9.498846E+36 1.619162E+37 1.796737E+37
1.641497E+04 2.199825E+36 9.645328E+36 1.549335E+37 1.770389E+37
1.636260E+04 2.171817E+36 9.483254E+36 1.497843E+37 1.822423E+37
1.631055E+04 2.133589E+36 9.202898E+36 1.536226E+37 2.031481E+37
1.625884E+04 2.084300E+36 9.243582E+36 1.691889E+37 2.285563E+37
1.620746E+04 2.018249E+36 9.613112E+36 1.900220E+37 2.586795E+37
1.615639E+04 1.985422E+36 1.036814E+37 2.048945E+37 2.686811E+37
1.610565E+04 2.014015E+36 1.107412E+37 2.272930E+37 2.902303E+37
1.605523E+04 2.116115E+36 1.234679E+37 2.501417E+37 3.118082E+37
1.600512E+04 2.290390E+36 1.351314E+37 2.603299E+37 3.210480E+37
1.595533E+04 2.591235E+36 1.431378E+37 2.665320E+37 3.264512E+37
1.590584E+04 2.960404E+36 1.486738E+37 2.713135E+37 3.311174E+37
1.585666E+04 3.344549E+36 1.526761E+37 2.754299E+37 3.347633E+37
1.580778E+04 3.667388E+36 1.555802E+37 2.785320E+37 3.385125E+37
1.575920E+04 3.865480E+36 1.576484E+37 2.816300E+37 3.409901E+37
1.571092E+04 3.944584E+36 1.590877E+37 2.834604E+37 3.429514E+37
1.566293E+04 3.985651E+36 1.604881E+37 2.846439E+37 3.465236E+37
1.561524E+04 4.019733E+36 1.619791E+37 2.865374E+37 3.493894E+37
1.556784E+04 4.049752E+36 1.633329E+37 2.889916E+37 3.534299E+37
1.552072E+04 4.077193E+36 1.649741E+37 2.912044E+37 3.585302E+37
1.547389E+04 4.111661E+36 1.663536E+37 2.940805E+37 3.610437E+37
1.542734E+04 4.147094E+36 1.679132E+37 2.967637E+37 3.635913E+37
1.538107E+04 4.174646E+36 1.696168E+37 2.999515E+37 3.675093E+37
1.533507E+04 4.200979E+36 1.712287E+37 3.039103E+37 3.726549E+37
1.528935E+04 4.237686E+36 1.726000E+37 3.083189E+37 3.785604E+37
1.524390E+04 4.281080E+36 1.738470E+37 3.128043E+37 3.843986E+37
1.519872E+04 4.328496E+36 1.755034E+37 3.180545E+37 3.897120E+37
1.515381E+04 4.366563E+36 1.770948E+37 3.215462E+37 3.932990E+37
1.510916E+04 4.414960E+36 1.788848E+37 3.253550E+37 3.973013E+37
1.506478E+04 4.462414E+36 1.807346E+37 3.280328E+37 4.014681E+37
1.502065E+04 4.507913E+36 1.823164E+37 3.314072E+37 4.060493E+37
1.497679E+04 4.555606E+36 1.837872E+37 3.340563E+37 4.109688E+37
1.493317E+04 4.601477E+36 1.852858E+37 3.365780E+37 4.165760E+37
1.488982E+04 4.641246E+36 1.869454E+37 3.395317E+37 4.219452E+37
1.484671E+04 4.663867E+36 1.886636E+37 3.422430E+37 4.263837E+37
1.480385E+04 4.683721E+36 1.903284E+37 3.450018E+37 4.300526E+37
1.476124E+04 4.708505E+36 1.921597E+37 3.490341E+37 4.343255E+37
1.471887E+04 4.732089E+36 1.940215E+37 3.528575E+37 4.381439E+37
1.467674E+04 4.760398E+36 1.958729E+37 3.559374E+37 4.415268E+37
1.463486E+04 4.789947E+36 1.973301E+37 3.590664E+37 4.459988E+37
1.459321E+04 4.811188E+36 1.985568E+37 3.631588E+37 4.513936E+37
1.455180E+04 4.828293E+36 2.001379E+37 3.665819E+37 4.555031E+37
1.451063E+04 4.848402E+36 2.015339E+37 3.689965E+37 4.591793E+37
1.446969E+04 4.886414E+36 2.025121E+37 3.714913E+37 4.614958E+37
1.442897E+04 4.914158E+36 2.035909E+37 3.734306E+37 4.646510E+37
1.438849E+04 4.926296E+36 2.050518E+37 3.751158E+37 4.684613E+37
1.434823E+04 4.918402E+36 2.066628E+37 3.754240E+37 4.705490E+37
1.430820E+04 4.903725E+36 2.078147E+37 3.744063E+37 4.700103E+37
1.426839E+04 4.885239E+36 2.086439E+37 3.730626E+37 4.665667E+37
1.422880E+04 4.868465E+36 2.094829E+37 3.723099E+37 4.623569E+37
1.418943E+04 4.869575E+36 2.101798E+37 3.717411E+37 4.576493E+37
1.415028E+04 4.904288E+36 2.110475E+37 3.718718E+37 4.542184E+37
1.411134E+04 4.915081E+36 2.139808E+37 3.726748E+37 4.517720E+37
1.407261E+04 4.924467E+36 2.162120E+37 3.708121E+37 4.518274E+37
1.403410E+04 4.979272E+36 2.179227E+37 3.714601E+37 4.601399E+37
1.399580E+04 5.054565E+36 2.196067E+37 3.738064E+37 4.706583E+37
1.395771E+04 5.111411E+36 2.210729E+37 3.821263E+37 4.843304E+37
1.391982E+04 5.160671E+36 2.223419E+37 3.920987E+37 4.956296E+37
1.388214E+04 5.192347E+36 2.235510E+37 4.067751E+37 5.082580E+37
1.384466E+04 5.213027E+36 2.275201E+37 4.241535E+37 5.222350E+37
1.380739E+04 5.229319E+36 2.317255E+37 4.314433E+37 5.276956E+37
1.377031E+04 5.256103E+36 2.347978E+37 4.370229E+37 5.322641E+37
1.373343E+04 5.307644E+36 2.371208E+37 4.407752E+37 5.372349E+37
1.369675E+04 5.388226E+36 2.389741E+37 4.434736E+37 5.431505E+37
1.366027E+04 5.481699E+36 2.408508E+37 4.453933E+37 5.484999E+37
1.362398E+04 5.579010E+36 2.426799E+37 4.495925E+37 5.532746E+37
1.358788E+04 5.680334E+36 2.442747E+37 4.531756E+37 5.569519E+37
1.355197E+04 5.781373E+36 2.453250E+37 4.544493E+37 5.581179E+37
1.351625E+04 5.878395E+36 2.460746E+37 4.542755E+37 5.565065E+37
1.348072E+04 5.962605E+36 2.463563E+37 4.518818E+37 5.521007E+37
1.344538E+04 6.027511E+36 2.468750E+37 4.476639E+37 5.448430E+37
1.341022E+04 6.081310E+36 2.471694E+37 4.423241E+37 5.356420E+37
1.337524E+04 6.122401E+36 2.476427E+37 4.364490E+37 5.242990E+37
1.334045E+04 6.162631E+36 2.483567E+37 4.278931E+37 5.123084E+37
1.330583E+04 6.195547E+36 2.494146E+37 4.215228E+37 5.119906E+37
1.327140E+04 6.223956E+36 2.503721E+37 4.174492E+37 5.192294E+37
1.323714E+04 6.245385E+36 2.518108E+37 4.199299E+37 5.360055E+37
1.320306E+04 6.265198E+36 2.533572E+37 4.337237E+37 5.584705E+37
1.316916E+04 6.279743E+36 2.547912E+37 4.539600E+37 5.837335E+37
1.313543E+04 6.296931E+36 2.570660E+37 4.852665E+37 6.175539E+37
1.310187E+04 6.316806E+36 2.652291E+37 5.092654E+37 6.392564E+37
1.306848E+04 6.345267E+36 2.734692E+37 5.241289E+37 6.519260E+37
1.303526E+04 6.393392E+36 2.782394E+37 5.310105E+37 6.586143E+37
1.300221E+04 6.422989E+36 2.797053E+37 5.351284E+37 6.633401E+37
1.296933E+04 6.446252E+36 2.806791E+37 5.377270E+37 6.684516E+37
1.293661E+04 6.446239E+36 2.812383E+37 5.402755E+37 6.745033E+37
1.290406E+04 6.418217E+36 2.814215E+37 5.424251E+37 6.791160E+37
1.287167E+04 6.374689E+36 2.816804E+37 5.442346E+37 6.839878E+37
1.283944E+04 6.323183E+36 2.823954E+37 5.438922E+37 6.884129E+37
1.280738E+04 6.264370E+36 2.828807E+37 5.421025E+37 6.912249E+37
1.277547E+04 6.204411E+36 2.836755E+37 5.435081E+37 6.924624E+37
1.274372E+04 6.141336E+36 2.841700E+37 5.459289E+37 6.883267E+37
1.271213E+04 6.075258E+36 2.845788E+37 5.489001E+37 6.861110E+37
1.268070E+04 6.003512E+36 2.853087E+37 5.522026E+37 6.881196E+37
1.264942E+04 5.924306E+36 2.862853E+37 5.597949E+37 6.938698E+37
1.261830E+04 5.851130E+36 2.903532E+37 5.832641E+37 7.163285E+37
1.258732E+04 5.786610E+36 2.997017E+37 5.931154E+37 7.260192E+37
1.255650E+04 5.769575E+36 3.056880E+37 5.988430E+37 7.311292E+37
1.252583E+04 5.946757E+36 3.092879E+37 6.016234E+37 7.359873E+37
1.249531E+04 6.170758E+36 3.118022E+37 6.029657E+37 7.387737E+37
1.246494E+04 6.381177E+36 3.139826E+37 6.039091E+37 7.422531E+37
1.243472E+04 6.534342E+36 3.147771E+37 6.048287E+37 7.472695E+37
1.240464E+04 6.665012E+36 3.155212E+37 6.061627E+37 7.530423E+37
1.237471E+04 6.809263E+36 3.159317E+37 6.074076E+37 7.592054E+37
1.234492E+04 6.911731E+36 3.161662E+37 6.087394E+37 7.662762E+37
1.231527E+04 6.947437E+36 3.154381E+37 6.125210E+37 7.739360E+37
1.228577E+04 6.925535E+36 3.154063E+37 6.157324E+37 7.793460E+37
1.225640E+04 6.862849E+36 3.160656E+37 6.178492E+37 7.845852E+37
1.222718E+04 6.775038E+36 3.162347E+37 6.178024E+37 7.890875E+37
1.219810E+04 6.706397E+36 3.169206E+37 6.179882E+37 7.899132E+37
1.216915E+04 6.658973E+36 3.168530E+37 6.161701E+37 7.886446E+37
1.214034E+04 6.609548E+36 3.174852E+37 6.121426E+37 7.872680E+37
1.211167E+04 6.551528E+36 3.181021E+37 6.098994E+37 7.875361E+37
1.208313E+04 6.483922E+36 3.191587E+37 6.097419E+37 7.878735E+37
1.205473E+04 6.427389E+36 3.213427E+37 6.212477E+37 7.936649E+37
1.202646E+04 6.372678E+36 3.287632E+37 6.275288E+37 7.984131E+37
1.199832E+04 6.329609E+36 3.329822E+37 6.319254E+37 8.044505E+37
1.197031E+04 6.479248E+36 3.355936E+37 6.414615E+37 8.156246E+37
1.194244E+04 6.619337E+36 3.438466E+37 6.617878E+37 8.370930E+37
1.191469E+04 6.744391E+36 3.528972E+37 6.686661E+37 8.467298E+37
1.188707E+04 6.907664E+36 3.582469E+37 6.722823E+37 8.544318E+37
1.185958E+04 7.233250E+36 3.616294E+37 6.749143E+37 8.619919E+37
1.183222E+04 7.523118E+36 3.642015E+37 6.776273E+37 8.686745E+37
1.180498E+04 7.772181E+36 3.668649E+37 6.814915E+37 8.749107E+37
1.177787E+04 7.958133E+36 3.691554E+37 6.851603E+37 8.796725E+37
1.175088E+04 8.093442E+36 3.712581E+37 6.890136E+37 8.817727E+37
1.172402E+04 8.217668E+36 3.731832E+37 6.902921E+37 8.781989E+37
1.169727E+04 8.301091E+36 3.748706E+37 6.911684E+37 8.705177E+37
1.167065E+04 8.350245E+36 3.767185E+37 6.881637E+37 8.590729E+37
1.164415E+04 8.358562E+36 3.773042E+37 6.811929E+37 8.408430E+37
1.161778E+04 8.331322E+36 3.753369E+37 6.670132E+37 8.157432E+37
1.159152E+04 8.285657E+36 3.715980E+37 6.495527E+37 7.845802E+37
1.156537E+04 8.229815E+36 3.676393E+37 6.294772E+37 7.489091E+37
1.153935E+04 8.171853E+36 3.628134E+37 6.110621E+37 7.123789E+37
1.151344E+04 8.153545E+36 3.586933E+37 5.911208E+37 6.750318E+37
1.148765E+04 8.100340E+36 3.541638E+37 5.699309E+37 6.383201E+37
1.146197E+04 8.031500E+36 3.496503E+37 5.473324E+37 6.029995E+37
1.143641E+04 7.937151E+36 3.460122E+37 5.278300E+37 5.770636E+37
1.141097E+04 7.835501E+36 3.420885E+37 5.121634E+37 5.795528E+37
1.138563E+04 7.722643E+36 3.392909E+37 5.009964E+37 6.026580E+37
1.136041E+04 7.581866E+36 3.361341E+37 5.019095E+37 6.442285E+37
1.133530E+04 7.422853E+36 3.364059E+37 5.277364E+37 7.036316E+37
1.131030E+04 7.246109E+36 3.352543E+37 5.641653E+37 7.763198E+37
1.128541E+04 7.100234E+36 3.344087E+37 6.139912E+37 8.600125E+37
1.126063E+04 6.965417E+36 3.410166E+37 6.815092E+37 9.528089E+37
1.123596E+04 6.842201E+36 3.591917E+37 7.464590E+37 1.019732E+38
1.121139E+04 6.749153E+36 3.801726E+37 7.813927E+37 1.041952E+38
1.118693E+04 6.783371E+36 3.921331E+37 7.962658E+37 1.047712E+38
1.116258E+04 6.829755E+36 3.960737E+37 8.019224E+37 1.049112E+38
1.113834E+04 6.884799E+36 4.001116E+37 8.180388E+37 1.061869E+38
1.111420E+04 6.927824E+36 4.083615E+37 8.300416E+37 1.071978E+38
1.109016E+04 6.946546E+36 4.121909E+37 8.287913E+37 1.070419E+38
1.106623E+04 7.127246E+36 4.117051E+37 8.222601E+37 1.066553E+38
1.104240E+04 7.393542E+36 4.090381E+37 8.086220E+37 1.058975E+38
1.101868E+04 7.652024E+36 4.056933E+37 7.875013E+37 1.046999E+38
1.099505E+04 7.849091E+36 4.020140E+37 7.618968E+37 1.038875E+38
1.097153E+04 7.954244E+36 3.977852E+37 7.359090E+37 1.025751E+38
1.094811E+04 7.943179E+36 3.923768E+37 7.141180E+37 1.003232E+38
1.092478E+04 7.840245E+36 3.872024E+37 7.020784E+37 9.676628E+37
1.090156E+04 7.638807E+36 3.822847E+37 6.948051E+37 9.415562E+37
1.087843E+04 7.360144E+36 3.771189E+37 6.942910E+37 9.279719E+37
1.085541E+04 7.067623E+36 3.720762E+37 7.158291E+37 9.406205E+37
1.083248E+04 6.723559E+36 3.705906E+37 7.674032E+37 1.022416E+38
1.080964E+04 6.321784E+36 3.796592E+37 8.236263E+37 1.098644E+38
1.078690E+04 5.941855E+36 3.938337E+37 8.455634E+37 1.117857E+38
1.076426E+04 5.747236E+36 4.042324E+37 8.422197E+37 1.112600E+38
1.074172E+04 5.724010E+36 4.057197E+37 8.227350E+37 1.095391E+38
1.071926E+04 5.832925E+36 4.000498E+37 7.921699E+37 1.077828E+38
1.069690E+04 6.071442E+36 3.891913E+37 7.533965E+37 1.061480E+38
1.067464E+04 6.404765E+36 3.736030E+37 7.056487E+37 1.038004E+38
1.065246E+04 6.774109E+36 3.547666E+37 6.547074E+37 1.005177E+38
1.063038E+04 7.188852E+36 3.344476E+37 6.105730E+37 9.560133E+37
1.060839E+04 7.632597E+36 3.126257E+37 5.593932E+37 8.718369E+37
1.058649E+04 8.024298E+36 2.882201E+37 5.076861E+37 7.662728E+37
1.056468E+04 8.229189E+36 2.629328E+37 4.683833E+37 6.593671E+37
1.054296E+04 8.158260E+36 2.392949E+37 4.217808E+37 5.429722E+37
1.052133E+04 7.828086E+36 2.115675E+37 4.083700E+37 4.874615E+37
1.049979E+04 7.390506E+36 1.854663E+37 4.336873E+37 5.468114E+37
1.047834E+04 6.891519E+36 1.764091E+37 4.844437E+37 6.442207E+37
1.045697E+04 6.374918E+36 1.831348E+37 5.477222E+37 7.749080E+37
1.043569E+04 5.909907E+36 2.002171E+37 6.260592E+37 9.092405E+37
1.041450E+04 5.666499E+36 2.265768E+37 7.058172E+37 1.026715E+38
1.039339E+04 5.670741E+36 2.604453E+37 7.793576E+37 1.124558E+38
1.037237E+04 5.859066E+36 3.004062E+37 8.450436E+37 1.208239E+38
1.035143E+04 6.223294E+36 3.433522E+37 9.035052E+37 1.279738E+38
1.033058E+04 6.710665E+36 3.871345E+37 9.578194E+37 1.339664E+38
1.030981E+04 7.283258E+36 4.295978E+37 1.007699E+38 1.390581E+38
1.028912E+04 7.941038E+36 4.684627E+37 1.047331E+38 1.426482E+38
1.026852E+04 8.640731E+36 5.015445E+37 1.078990E+38 1.450303E+38
1.024800E+04 9.362247E+36 5.240493E+37 1.104081E+38 1.468162E+38
1.022756E+04 9.943448E+36 5.396608E+37 1.124770E+38 1.483721E+38
1.020721E+04 1.016016E+37 5.490257E+37 1.133974E+38 1.488902E+38
1.018693E+04 1.017122E+37 5.540568E+37 1.139146E+38 1.490434E+38
1.016673E+04 1.017236E+37 5.562670E+37 1.143384E+38 1.490462E+38
1.014662E+04 1.014476E+37 5.575923E+37 1.145129E+38 1.490006E+38
1.012658E+04 1.010191E+37 5.581731E+37 1.144488E+38 1.491764E+38
1.010662E+04 1.006651E+37 5.585314E+37 1.144018E+38 1.497894E+38
1.008675E+04 1.005749E+37 5.584281E+37 1.143006E+38 1.503686E+38
1.006695E+04 1.010225E+37 5.579554E+37 1.142612E+38 1.509110E+38
1.004722E+04 1.022625E+37 5.576561E+37 1.144861E+38 1.514824E+38
1.002758E+04 1.040657E+37 5.584322E+37 1.148296E+38 1.520991E+38
1.000801E+04 1.061089E+37 5.585159E+37 1.148677E+38 1.524917E+38
9.988513E+03 1.075082E+37 5.542967E+37 1.144073E+38 1.525764E+38
9.969096E+03 1.082748E+37 5.468910E+37 1.139245E+38 1.527691E+38
9.949754E+03 1.082983E+37 5.409013E+37 1.132818E+38 1.526222E+38
9.930487E+03 1.074935E+37 5.315616E+37 1.121549E+38 1.522007E+38
9.911294E+03 1.061697E+37 5.201416E+37 1.106814E+38 1.516872E+38
9.892175E+03 1.051583E+37 5.064238E+37 1.087430E+38 1.509235E+38
9.873130E+03 1.038090E+37 4.913149E+37 1.060558E+38 1.496584E+38
9.854158E+03 1.018348E+37 4.749520E+37 1.023696E+38 1.476789E+38
9.835259E+03 9.956512E+36 4.584706E+37 9.805166E+37 1.451872E+38
9.816433E+03 9.680990E+36 4.411911E+37 9.319134E+37 1.417687E+38
9.797678E+03 9.360553E+36 4.249106E+37 8.838898E+37 1.366506E+38
9.778995E+03 9.008218E+36 4.082549E+37 8.401042E+37 1.293042E+38
9.760383E+03 8.622087E+36 3.928407E+37 7.992724E+37 1.202999E+38
9.741841E+03 8.203096E+36 3.781570E+37 7.645988E+37 1.116821E+38
9.723370E+03 7.796828E+36 3.647058E+37 7.393966E+37 1.049687E+38
9.704969E+03 7.390915E+36 3.532008E+37 7.487119E+37 1.016110E+38
9.686637E+03 7.025903E+36 3.481703E+37 8.188719E+37 1.104980E+38
9.668375E+03 6.707640E+36 3.672841E+37 9.226189E+37 1.261868E+38
9.650181E+03 6.448333E+36 4.047118E+37 1.003395E+38 1.338428E+38
9.632055E+03 6.277416E+36 4.472197E+37 1.056732E+38 1.376635E+38
9.613998E+03 6.652105E+36 4.891415E+37 1.091186E+38 1.406220E+38
9.596008E+03 7.234648E+36 5.261993E+37 1.113991E+38 1.429778E+38
9.578085E+03 7.974743E+36 5.576164E+37 1.131605E+38 1.450570E+38
9.560229E+03 8.829513E+36 5.843973E+37 1.151375E+38 1.472407E+38
9.542440E+03 9.767144E+36 6.042399E+37 1.174159E+38 1.490297E+38
9.524717E+03 1.070654E+37 6.133637E+37 1.188274E+38 1.499884E+38
9.507059E+03 1.166396E+37 6.184111E+37 1.196583E+38 1.505711E+38
9.489467E+03 1.247583E+37 6.194378E+37 1.204956E+38 1.512889E+38
9.471939E+03 1.289480E+37 6.183293E+37 1.201256E+38 1.517120E+38
9.454477E+03 1.294616E+37 6.130717E+37 1.191841E+38 1.518727E+38
9.437078E+03 1.282278E+37 6.044555E+37 1.179463E+38 1.517846E+38
9.419744E+03 1.268903E+37 5.969668E+37 1.167449E+38 1.517121E+38
9.402473E+03 1.247577E+37 5.897741E+37 1.146832E+38 1.509240E+38
9.385265E+03 1.222753E+37 5.811400E+37 1.114380E+38 1.495609E+38
9.368120E+03 1.200820E+37 5.716750E+37 1.081544E+38 1.475604E+38
9.351038E+03 1.179410E+37 5.622416E+37 1.058557E+38 1.451921E+38
9.334018E+03 1.154692E+37 5.555195E+37 1.035034E+38 1.401034E+38
9.317060E+03 1.126153E+37 5.452439E+37 9.992442E+37 1.311613E+38
9.300163E+03 1.097379E+37 5.324386E+37 9.629355E+37 1.218644E+38
9.283327E+03 1.066116E+37 5.188280E+37 9.224957E+37 1.129697E+38
9.266552E+03 1.034715E+37 5.051639E+37 8.862906E+37 1.045590E+38
9.249838E+03 1.003752E+37 4.908908E+37 8.920738E+37 1.000894E+38
9.233184E+03 9.739074E+36 4.911941E+37 9.509156E+37 1.045763E+38
9.216590E+03 9.467306E+36 5.145227E+37 9.699109E+37 1.015791E+38
9.200055E+03 9.208601E+36 5.389979E+37 9.559931E+37 9.463366E+37
9.183580E+03 9.211301E+36 5.575946E+37 9.328295E+37 8.622220E+37
9.167163E+03 9.551610E+36 5.669837E+37 8.961599E+37 7.831180E+37
9.150805E+03 1.003140E+37 5.688591E+37 8.510021E+37 7.883024E+37
9.134506E+03 1.062089E+37 5.650247E+37 7.989256E+37 8.132863E+37
9.118264E+03 1.126374E+37 5.566137E+37 7.500527E+37 8.567793E+37
9.102080E+03 1.192129E+37 5.436074E+37 7.195446E+37 9.160680E+37
9.085953E+03 1.247938E+37 5.277070E+37 7.427469E+37 1.008544E+38
9.069883E+03 1.294189E+37 5.085174E+37 7.755636E+37 1.108873E+38
9.053871E+03 1.317111E+37 4.866482E+37 8.152691E+37 1.212402E+38
9.037914E+03 1.312204E+37 4.619948E+37 8.657609E+37 1.341999E+38
9.022014E+03 1.290504E+37 4.534545E+37 9.230881E+37 1.461620E+38
9.006169E+03 1.260617E+37 4.697153E+37 9.516713E+37 1.456392E+38
8.990380E+03 1.229027E+37 4.834780E+37 9.319101E+37 1.378631E+38
8.974647E+03 1.215787E+37 4.863124E+37 8.775543E+37 1.257290E+38
8.958968E+03 1.224212E+37 4.768315E+37 8.067082E+37 1.118050E+38
8.943344E+03 1.235762E+37 4.606940E+37 7.283413E+37 9.765082E+37
8.927774E+03 1.247440E+37 4.386317E+37 6.464803E+37 8.341443E+37
8.912259E+03 1.253445E+37 4.086438E+37 5.825494E+37 7.078870E+37
8.896797E+03 1.254451E+37 3.758213E+37 5.495729E+37 6.435327E+37
8.881389E+03 1.250043E+37 3.478755E+37 5.440089E+37 6.747223E+37
8.866034E+03 1.238853E+37 3.367379E+37 5.596001E+37 7.390658E+37
8.850732E+03 1.221632E+37 3.342205E+37 5.963222E+37 8.439600E+37
8.835483E+03 1.208032E+37 3.397171E+37 6.545609E+37 9.813545E+37
8.820287E+03 1.210963E+37 3.542311E+37 7.321794E+37 1.150310E+38
8.805142E+03 1.228274E+37 3.795460E+37 8.281569E+37 1.338194E+38
8.790050E+03 1.258704E+37 4.159602E+37 9.400169E+37 1.529822E+38
8.775009E+03 1.302427E+37 4.614220E+37 1.057568E+38 1.715515E+38
8.760019E+03 1.361255E+37 5.169320E+37 1.177393E+38 1.887380E+38
8.745081E+03 1.432138E+37 5.800364E+37 1.297171E+38 2.048871E+38
8.730193E+03 1.515308E+37 6.485338E+37 1.412442E+38 2.188310E+38
8.715356E+03 1.605364E+37 7.219141E+37 1.516691E+38 2.301789E+38
8.700570E+03 1.704970E+37 7.963330E+37 1.608337E+38 2.388647E+38
8.685833E+03 1.815034E+37 8.711223E+37 1.689563E+38 2.461935E+38
8.671147E+03 1.932252E+37 9.412893E+37 1.761345E+38 2.529753E+38
8.656510E+03 2.056524E+37 9.972692E+37 1.812243E+38 2.587716E+38
8.641922E+03 2.185530E+37 1.035977E+38 1.848271E+38 2.644479E+38
8.627383E+03 2.299262E+37 1.060489E+38 1.893916E+38 2.710994E+38
8.612894E+03 2.375322E+37 1.075463E+38 1.948545E+38 2.784332E+38
8.598452E+03 2.419012E+37 1.086345E+38 1.999538E+38 2.848853E+38
8.584059E+03 2.440798E+37 1.092737E+38 2.042104E+38 2.881292E+38
8.569715E+03 2.451895E+37 1.093122E+38 2.078788E+38 2.891385E+38
8.555418E+03 2.454182E+37 1.095581E+38 2.091863E+38 2.865100E+38
