#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 sc7 sc8 sc9
9.7304e+02 9.5138e-21 3.9325e-12 4.3659e-05 9.9995e-01 3.3749e-06 3.6674e-16 4.6494e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 5.3580e-21 2.4026e-12 3.1142e-05 9.9996e-01 9.1786e-06 3.4775e-15 1.9879e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 2.9851e-21 1.4522e-12 2.1934e-05 9.9995e-01 2.6374e-05 3.7395e-14 1.0519e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 1.6317e-21 8.6266e-13 1.5169e-05 9.9990e-01 8.1604e-05 4.7608e-13 7.4053e-26 3.3631e-44 0.0000e+00 0.0000e+00
1.2425e+03 8.6982e-22 4.9997e-13 1.0210e-05 9.9971e-01 2.8311e-04 7.8735e-12 8.1194e-24 3.8204e-41 0.0000e+00 0.0000e+00
1.3205e+03 4.8358e-22 2.9840e-13 6.9187e-06 9.9898e-01 1.0100e-03 1.3958e-10 1.0087e-21 5.2568e-38 0.0000e+00 0.0000e+00
1.4033e+03 2.5889e-22 1.7454e-13 4.6166e-06 9.9630e-01 3.6922e-03 2.6140e-09 1.3719e-19 8.2408e-35 0.0000e+00 0.0000e+00
1.4915e+03 1.2970e-22 9.8577e-14 3.0242e-06 9.8685e-01 1.3145e-02 4.6185e-08 1.6846e-17 1.0957e-31 0.0000e+00 0.0000e+00
1.5852e+03 6.0098e-23 5.3082e-14 1.9212e-06 9.5568e-01 4.4322e-02 7.3687e-07 1.7535e-15 1.1330e-28 0.0000e+00 0.0000e+00
1.6847e+03 2.4903e-23 2.6067e-14 1.1222e-06 8.5983e-01 1.4016e-01 1.1116e-05 1.7389e-13 1.1212e-25 6.1125e-42 0.0000e+00
1.7904e+03 7.9044e-24 1.0027e-14 5.1937e-07 6.2539e-01 3.7446e-01 1.4916e-04 1.6293e-11 1.1238e-22 9.3189e-38 0.0000e+00
1.9028e+03 1.6648e-24 2.5935e-15 1.6206e-07 3.0844e-01 6.9015e-01 1.4080e-03 1.0993e-09 8.3240e-20 1.0835e-33 0.0000e+00
2.0223e+03 2.8925e-25 5.3704e-16 3.8968e-08 1.1195e-01 8.7949e-01 8.5645e-03 4.4228e-08 3.3617e-17 6.2451e-30 1.4013e-45
2.1493e+03 5.3070e-26 1.1543e-16 9.5368e-09 3.9137e-02 9.2538e-01 3.5481e-02 9.6121e-07 5.5205e-15 1.0578e-26 2.7879e-41
2.2843e+03 1.2782e-26 3.1786e-17 2.9295e-09 1.5911e-02 8.8582e-01 9.8262e-02 9.6075e-06 2.6341e-13 3.0659e-24 6.1372e-38
2.4277e+03 4.1172e-27 1.1461e-17 1.1614e-09 7.7936e-03 8.0228e-01 1.8988e-01 4.6221e-05 3.8320e-12 1.5967e-22 1.3341e-35
2.5802e+03 2.1081e-27 6.3249e-18 6.8455e-10 5.1914e-03 7.3679e-01 2.5792e-01 1.0019e-04 1.4582e-11 1.1592e-21 1.9917e-34
2.7422e+03 2.0966e-27 6.4569e-18 7.1924e-10 5.5226e-03 7.4894e-01 2.4545e-01 8.7308e-05 1.1318e-11 7.8220e-22 1.1432e-34
2.9144e+03 4.6342e-27 1.3820e-17 1.5163e-09 1.0286e-02 8.4353e-01 1.4616e-01 2.3777e-05 1.1746e-12 2.6392e-23 1.0864e-36
3.0973e+03 2.3753e-26 6.4978e-17 6.7725e-09 3.4271e-02 9.2623e-01 3.9502e-02 1.1561e-06 6.9130e-15 1.3361e-26 3.4476e-41
3.2918e+03 1.8697e-25 4.7504e-16 4.8049e-08 1.6116e-01 8.3448e-01 4.3512e-03 9.6471e-09 2.3741e-18 1.1251e-31 0.0000e+00
3.4986e+03 1.7298e-24 3.6173e-15 3.0974e-07 5.7493e-01 4.2488e-01 1.9249e-04 2.1937e-11 1.4124e-22 9.9679e-38 0.0000e+00
3.7182e+03 1.5738e-23 2.1535e-14 1.2074e-06 9.3243e-01 6.7572e-02 1.7597e-06 6.5758e-15 6.6943e-28 4.2039e-45 0.0000e+00
3.9517e+03 2.0059e-22 1.6885e-13 5.3027e-06 9.9883e-01 1.1616e-03 1.7617e-10 1.3305e-21 6.7900e-38 0.0000e+00 0.0000e+00
4.1999e+03 1.0347e-21 8.4645e-13 1.9328e-05 9.9997e-01 1.0718e-05 4.2025e-15 2.1941e-29 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 2.9798e-21 2.5097e-12 4.4829e-05 9.9995e-01 5.0913e-07 4.1473e-18 1.9127e-34 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 1.0390e-20 7.8940e-12 9.9283e-05 9.9990e-01 4.1799e-08 1.4752e-20 1.5236e-38 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 5.1575e-20 3.3264e-11 2.6058e-04 9.9974e-01 2.2946e-09 2.1508e-23 2.7886e-43 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 3.6823e-19 1.9855e-10 8.5840e-04 9.9914e-01 6.2213e-11 6.4006e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 3.1474e-18 1.4572e-09 3.2623e-03 9.9674e-01 9.9487e-13 5.7575e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 2.8393e-17 1.1605e-08 1.3136e-02 9.8686e-01 1.1999e-14 2.7464e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 2.8295e-16 1.0030e-07 5.4887e-02 9.4511e-01 1.1461e-16 8.0969e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 2.9988e-15 8.6324e-07 2.1380e-01 7.8620e-01 8.5993e-19 1.6816e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 2.3697e-14 5.3144e-06 5.7256e-01 4.2743e-01 3.8200e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.1591e-13 1.9742e-05 8.7974e-01 1.2024e-01 6.3571e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 4.4875e-13 5.7218e-05 9.7952e-01 2.0423e-02 3.3966e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 2.1217e-12 1.8760e-04 9.9778e-01 2.0359e-03 2.6225e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.4748e-11 7.6365e-04 9.9910e-01 1.3631e-04 5.1262e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.1504e-10 3.3318e-03 9.9666e-01 7.6724e-06 4.8802e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 7.2492e-10 1.2959e-02 9.8704e-01 4.6081e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 4.7815e-09 5.1519e-02 9.4848e-01 2.3284e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 3.7572e-08 2.1272e-01 7.8728e-01 7.4912e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.6715e-07 5.3300e-01 4.6700e-01 2.3080e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 4.1011e-07 7.9889e-01 2.0111e-01 7.4608e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 8.1921e-07 9.2787e-01 7.2125e-02 2.6407e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.5700e-06 9.7420e-01 2.5798e-02 1.3559e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 2.7138e-06 9.8992e-01 1.0082e-02 9.3663e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 4.0317e-06 9.9523e-01 4.7677e-03 1.0660e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 5.8511e-06 9.9781e-01 2.1849e-03 1.0388e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 7.1466e-06 9.9870e-01 1.2930e-03 1.9793e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 7.5780e-06 9.9914e-01 8.5005e-04 4.3486e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 8.0505e-06 9.9941e-01 5.8429e-04 1.1371e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 9.4217e-06 9.9966e-01 3.2588e-04 1.5806e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0677e-05 9.9981e-01 1.7525e-04 1.7873e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.2411e-05 9.9990e-01 9.1107e-05 1.8511e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.4025e-05 9.9993e-01 5.1669e-05 2.5431e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.5619e-05 9.9995e-01 3.0212e-05 3.8177e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.6473e-05 9.9996e-01 1.9830e-05 8.1041e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.8460e-05 9.9997e-01 1.2213e-05 1.5033e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.9347e-05 9.9997e-01 8.8234e-06 4.5831e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.9539e-05 9.9997e-01 6.3906e-06 1.3122e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.7780e-05 9.9998e-01 5.4798e-06 5.9635e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.6782e-05 9.9998e-01 4.6049e-06 2.6855e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.6815e-05 9.9998e-01 3.4502e-06 8.6331e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.5817e-05 9.9998e-01 2.7097e-06 2.9539e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.5290e-05 9.9998e-01 1.8477e-06 6.0944e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.3932e-05 9.9998e-01 1.3809e-06 1.6079e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.6267e-05 9.9998e-01 5.7491e-07 6.7983e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.7197e-05 9.9998e-01 1.8490e-07 8.4881e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.4509e-05 9.9999e-01 6.6680e-08 1.0669e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 7.2607e-06 9.9999e-01 8.6274e-08 7.6010e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 3.6770e-06 1.0000e+00 1.3335e-07 1.1220e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 3.1868e-06 1.0000e+00 9.4827e-08 2.1906e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 2.5616e-06 1.0000e+00 7.8244e-08 6.6510e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 3.4259e-06 1.0000e+00 2.1669e-08 7.2338e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.2159e-05 9.9999e-01 9.7504e-10 3.9797e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.1568e-05 9.9999e-01 7.0138e-10 9.8091e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 6.3065e-06 9.9999e-01 1.6280e-09 8.3517e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 3.0180e-05 9.9997e-01 4.7938e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.6044e-05 9.9998e-01 1.0697e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.5392e-05 9.9998e-01 7.3181e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0329e-05 9.9999e-01 1.0631e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.3740e-06 1.0000e+00 3.5908e-09 9.6269e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 5.5707e-06 9.9999e-01 1.6496e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 3.1296e-06 1.0000e+00 3.4791e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.8583e-06 1.0000e+00 6.5529e-10 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.4752e-06 1.0000e+00 7.0705e-10 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 2.2821e-06 1.0000e+00 2.1167e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.4226e-06 1.0000e+00 3.6487e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 3.3122e-06 1.0000e+00 4.9302e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.3478e-06 1.0000e+00 1.9561e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 9.2543e-07 1.0000e+00 2.8052e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.4752e-06 1.0000e+00 7.9850e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.3184e-06 1.0000e+00 6.9388e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 7.4830e-07 1.0000e+00 1.4464e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0529e-06 1.0000e+00 5.2863e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 9.5941e-07 1.0000e+00 4.4748e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0583e-06 1.0000e+00 2.6302e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.6688e-06 1.0000e+00 7.7638e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 5.2218e-06 9.9999e-01 5.7453e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 3.4376e-06 1.0000e+00 9.7232e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.4037e-06 1.0000e+00 1.4758e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 9.3659e-07 1.0000e+00 7.1588e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.4678e-06 1.0000e+00 2.3117e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.6578e-07 1.0000e+00 1.2421e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 9.5102e-09 1.0000e+00 2.6901e-08 1.6255e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 4.4546e-08 1.0000e+00 1.3108e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 3.3447e-07 1.0000e+00 2.7324e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.5702e-07 1.0000e+00 1.1485e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 2.1028e-07 1.0000e+00 6.5228e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 7.6056e-08 1.0000e+00 1.9863e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 10.0941
#NVEL: 115
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 sc7 sc8 sc9
4.2577e+02 1.9240e-25 4.9574e-15 2.3079e-06 9.9999e-01 3.2188e-06 1.0881e-16 1.3483e-32 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 3.5732e-20 1.2659e-11 9.7895e-05 9.9990e-01 2.8809e-07 1.4377e-18 4.4094e-35 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 2.3288e-20 8.7670e-12 7.6592e-05 9.9992e-01 5.8502e-07 7.0526e-18 6.2516e-34 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 1.4527e-20 5.8490e-12 5.8357e-05 9.9994e-01 1.2877e-06 4.1479e-17 1.2005e-32 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 8.5455e-21 3.7131e-12 4.2914e-05 9.9995e-01 3.1573e-06 3.1103e-16 3.4602e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 4.8328e-21 2.2761e-12 3.0691e-05 9.9996e-01 8.5143e-06 2.8934e-15 1.4328e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 2.7159e-21 1.3858e-12 2.1737e-05 9.9995e-01 2.4030e-05 2.9879e-14 7.0841e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 1.4872e-21 8.2422e-13 1.5055e-05 9.9991e-01 7.3925e-05 3.7543e-13 4.8778e-26 1.8217e-44 0.0000e+00 0.0000e+00
1.2425e+03 8.0514e-22 4.8368e-13 1.0230e-05 9.9974e-01 2.4904e-04 5.8109e-12 4.7865e-24 1.6848e-41 0.0000e+00 0.0000e+00
1.3205e+03 4.5138e-22 2.9024e-13 6.9597e-06 9.9911e-01 8.7994e-04 1.0082e-10 5.7381e-22 2.1996e-38 0.0000e+00 0.0000e+00
1.4033e+03 2.4296e-22 1.7020e-13 4.6520e-06 9.9678e-01 3.2145e-03 1.8855e-09 7.7883e-20 3.4409e-35 0.0000e+00 0.0000e+00
1.4915e+03 1.2279e-22 9.6662e-14 3.0604e-06 9.8861e-01 1.1386e-02 3.2892e-08 9.3586e-18 4.4310e-32 0.0000e+00 0.0000e+00
1.5852e+03 5.7353e-23 5.2354e-14 1.9549e-06 9.6153e-01 3.8467e-02 5.2443e-07 9.7049e-16 4.5498e-29 0.0000e+00 0.0000e+00
1.6847e+03 2.4396e-23 2.6295e-14 1.1658e-06 8.7842e-01 1.2157e-01 7.7525e-06 9.2098e-14 4.1874e-26 1.5148e-42 0.0000e+00
1.7904e+03 8.2085e-24 1.0679e-14 5.6855e-07 6.6830e-01 3.3159e-01 1.0305e-04 8.2413e-12 3.8340e-23 2.0032e-38 0.0000e+00
1.9028e+03 1.8831e-24 3.0016e-15 1.9279e-07 3.5604e-01 6.4297e-01 9.8985e-04 5.4305e-10 2.6366e-20 2.0383e-34 0.0000e+00
2.0223e+03 3.5314e-25 6.6969e-16 4.9984e-08 1.3860e-01 8.5533e-01 6.0717e-03 2.1109e-08 9.7599e-18 1.0121e-30 0.0000e+00
2.1493e+03 6.8962e-26 1.5243e-16 1.2912e-08 5.0824e-02 9.2401e-01 2.5160e-02 4.4461e-07 1.4953e-15 1.5297e-27 1.9730e-42
2.2843e+03 1.7463e-26 4.3877e-17 4.1263e-09 2.1399e-02 9.0780e-01 7.0801e-02 4.4638e-06 7.0749e-14 4.3316e-25 4.1812e-39
2.4277e+03 6.0404e-27 1.6885e-17 1.7364e-09 1.1046e-02 8.5050e-01 1.3843e-01 2.1166e-05 9.8337e-13 2.0793e-23 8.0581e-37
2.5802e+03 3.3132e-27 9.9304e-18 1.0860e-09 7.7468e-03 8.0395e-01 1.8826e-01 4.4431e-05 3.4816e-12 1.3410e-22 1.0152e-35
2.7422e+03 3.3562e-27 1.0310e-17 1.1592e-09 8.3377e-03 8.1577e-01 1.7586e-01 3.7237e-05 2.5345e-12 8.2444e-23 5.1384e-36
2.9144e+03 7.3126e-27 2.1771e-17 2.4140e-09 1.5269e-02 8.8621e-01 9.8515e-02 9.2515e-06 2.3091e-13 2.3358e-24 3.8942e-38
3.0973e+03 3.6434e-26 9.9883e-17 1.0555e-08 4.9541e-02 9.2589e-01 2.4568e-02 3.9956e-07 1.1501e-15 9.4650e-28 9.2626e-43
3.2918e+03 2.8406e-25 7.1907e-16 7.3084e-08 2.2357e-01 7.7402e-01 2.4097e-03 2.8290e-09 3.1606e-19 5.9749e-33 0.0000e+00
3.4986e+03 2.1745e-24 4.5431e-15 3.8974e-07 6.6259e-01 3.3731e-01 9.4780e-05 5.9981e-12 1.8585e-23 5.6091e-39 0.0000e+00
3.7182e+03 1.6887e-23 2.3363e-14 1.3202e-06 9.5009e-01 4.9912e-02 8.5837e-07 1.9213e-15 1.0311e-28 0.0000e+00 0.0000e+00
3.9517e+03 2.1089e-22 1.8128e-13 5.7198e-06 9.9917e-01 8.2281e-04 7.9881e-11 3.4772e-22 8.8961e-39 0.0000e+00 0.0000e+00
4.1999e+03 1.1017e-21 9.2578e-13 2.1026e-05 9.9997e-01 7.3993e-06 1.7991e-15 5.2123e-30 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 2.9861e-21 2.6153e-12 4.7116e-05 9.9995e-01 3.8839e-07 2.2216e-18 6.6041e-35 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 1.0313e-20 8.1571e-12 1.0356e-04 9.9990e-01 3.2786e-08 8.4180e-21 5.8530e-39 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 5.2356e-20 3.5082e-11 2.7515e-04 9.9972e-01 1.7405e-09 1.1386e-23 9.5288e-44 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 3.7370e-19 2.0983e-10 9.0736e-04 9.9909e-01 4.6882e-11 3.3381e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 3.4509e-18 1.6568e-09 3.6193e-03 9.9638e-01 6.4391e-13 2.1319e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
