#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 sc7 sc8 sc9
6.8864e+04 6.0973e-08 1.0000e+00 2.1355e-07 2.2923e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 5.6251e-08 1.0000e+00 2.2828e-07 2.5491e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 5.4228e-08 1.0000e+00 2.3516e-07 2.6683e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 5.2777e-08 1.0000e+00 2.4079e-07 2.7785e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 5.2510e-08 1.0000e+00 2.4145e-07 2.7812e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 5.2107e-08 1.0000e+00 2.4304e-07 2.8115e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 2.5067e-08 1.0000e+00 5.0520e-07 1.2148e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3409
#NVEL: 115
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 sc7 sc8 sc9
4.2577e+02 5.4076e-42 3.0964e-32 6.3189e-24 3.4820e-16 6.2835e-10 3.8485e-05 4.8571e-02 7.7197e-01 1.7857e-01 8.5187e-04
8.5779e+02 1.5593e-29 1.1392e-21 2.9794e-15 2.1211e-09 5.1671e-05 4.3644e-02 7.7699e-01 1.7870e-01 6.1335e-04 4.3880e-08
8.7843e+02 1.5777e-29 1.1521e-21 3.0114e-15 2.1421e-09 5.2061e-05 4.3840e-02 7.7752e-01 1.7798e-01 6.0755e-04 4.3212e-08
9.1772e+02 1.5649e-29 1.1430e-21 2.9886e-15 2.1270e-09 5.1778e-05 4.3697e-02 7.7713e-01 1.7851e-01 6.1182e-04 4.3704e-08
9.7304e+02 1.4964e-29 1.0957e-21 2.8734e-15 2.0529e-09 5.0408e-05 4.3011e-02 7.7530e-01 1.8100e-01 6.3227e-04 4.6084e-08
1.0350e+03 1.3830e-29 1.0163e-21 2.6771e-15 1.9246e-09 4.7991e-05 4.1773e-02 7.7181e-01 1.8569e-01 6.7202e-04 5.0859e-08
1.1000e+03 1.0740e-29 7.9884e-22 2.1365e-15 1.5679e-09 4.1056e-05 3.8059e-02 7.6009e-01 2.0099e-01 8.1273e-04 6.9198e-08
1.1690e+03 5.3426e-30 4.1072e-22 1.1449e-15 8.8931e-10 2.6591e-05 2.9258e-02 7.2228e-01 2.4708e-01 1.3518e-03 1.5864e-07
1.2425e+03 1.1811e-30 9.6326e-23 2.9046e-16 2.5320e-10 9.9832e-06 1.5803e-02 6.1429e-01 3.6605e-01 3.8536e-03 9.0533e-07
1.3205e+03 9.6196e-32 8.3961e-24 2.8064e-17 2.9147e-11 1.7543e-06 4.9306e-03 3.9682e-01 5.8049e-01 1.7743e-02 1.2881e-05
1.4033e+03 3.7834e-33 3.5636e-25 1.3457e-18 1.7553e-12 1.7074e-07 9.3505e-04 1.7654e-01 7.4260e-01 7.9707e-02 2.1724e-04
1.4915e+03 1.4091e-34 1.4370e-26 6.1473e-20 1.0230e-13 1.5297e-08 1.5364e-04 6.3197e-02 6.9825e-01 2.3626e-01 2.1419e-03
1.5852e+03 5.5693e-36 6.1974e-28 3.0151e-21 6.4418e-15 1.4051e-09 2.4024e-05 1.9565e-02 5.0364e-01 4.6480e-01 1.1970e-02
1.6847e+03 1.5819e-37 1.9476e-29 1.0939e-22 3.0914e-16 9.8227e-11 2.8449e-06 4.5595e-03 2.7134e-01 6.7553e-01 4.8570e-02
1.7904e+03 2.9400e-39 4.1017e-31 2.7277e-24 1.0619e-17 4.9888e-12 2.4714e-07 7.8712e-04 1.0937e-01 7.4077e-01 1.4907e-01
1.9028e+03 3.8941e-41 6.3186e-33 5.1052e-26 2.8340e-19 1.9941e-13 1.6907e-08 1.0654e-04 3.4272e-02 6.2237e-01 3.4325e-01
2.0223e+03 4.1759e-43 7.8573e-35 7.6901e-28 6.1465e-21 6.4475e-15 9.2234e-10 1.1325e-05 8.3208e-03 3.9954e-01 5.9213e-01
2.1493e+03 4.2039e-45 8.5828e-37 1.0158e-29 1.1758e-22 1.8314e-16 4.3428e-11 1.0157e-06 1.6643e-03 2.0569e-01 7.9264e-01
2.2843e+03 0.0000e+00 1.2782e-38 1.7871e-31 2.9113e-24 6.5027e-18 2.4211e-12 1.0072e-07 3.4020e-04 9.8931e-02 9.0073e-01
2.4277e+03 0.0000e+00 4.0226e-40 6.4874e-33 1.4083e-25 4.2513e-19 2.2822e-13 1.5063e-08 9.0879e-05 5.2456e-02 9.4745e-01
2.5802e+03 0.0000e+00 3.7999e-41 6.8469e-34 1.8235e-26 6.8165e-20 4.7053e-14 4.2339e-09 3.7561e-05 3.4087e-02 9.6588e-01
2.7422e+03 0.0000e+00 1.5798e-41 3.0445e-34 8.8642e-27 3.6304e-20 2.7687e-14 2.7894e-09 2.8196e-05 2.9612e-02 9.7036e-01
2.9144e+03 0.0000e+00 3.9194e-41 7.6482e-34 2.1144e-26 8.1703e-20 5.7333e-14 5.1092e-09 4.3385e-05 3.6566e-02 9.6339e-01
3.0973e+03 0.0000e+00 8.4418e-40 1.5732e-32 3.5096e-25 1.0765e-18 5.5745e-13 3.2856e-08 1.6081e-04 6.9135e-02 9.3070e-01
3.2918e+03 1.4013e-45 2.5301e-37 4.3509e-30 6.6287e-23 1.3417e-16 3.9012e-11 1.0381e-06 1.7762e-03 2.1212e-01 7.8610e-01
3.4986e+03 2.8194e-42 7.9063e-34 1.0753e-26 9.1130e-20 9.5245e-14 1.1083e-08 8.7865e-05 3.2355e-02 6.1591e-01 3.5165e-01
3.7182e+03 2.0113e-38 3.9831e-30 3.5132e-23 1.4420e-16 6.3267e-11 2.3262e-06 4.3518e-03 2.7623e-01 6.7294e-01 4.6476e-02
3.9517e+03 9.2465e-35 1.3871e-26 8.4054e-20 1.7930e-13 2.9543e-08 2.8245e-04 9.5887e-02 7.4897e-01 1.5405e-01 8.1249e-04
4.1999e+03 7.7074e-31 1.1760e-22 6.2697e-16 8.7184e-10 3.2244e-05 3.6743e-02 7.7806e-01 1.8460e-01 5.6812e-04 3.4291e-08
4.4636e+03 6.0785e-28 8.2108e-20 3.5904e-13 3.5277e-07 2.6760e-03 3.8605e-01 6.0553e-01 5.7379e-03 3.8521e-07 3.7441e-13
4.7438e+03 1.0058e-26 1.2229e-18 4.7227e-12 3.8291e-06 1.3016e-02 6.8138e-01 3.0498e-01 6.2166e-04 6.8306e-09 9.2783e-16
5.0416e+03 1.8922e-26 2.2790e-18 8.6869e-12 6.8065e-06 1.8695e-02 7.4443e-01 2.3655e-01 3.1545e-04 2.0964e-09 1.6421e-16
5.3582e+03 1.4604e-26 1.8540e-18 7.4477e-12 6.1464e-06 1.7694e-02 7.3728e-01 2.4468e-01 3.4004e-04 2.3499e-09 1.9116e-16
5.6947e+03 1.3027e-26 1.7389e-18 7.3392e-12 6.3280e-06 1.8170e-02 7.4348e-01 2.3803e-01 3.1244e-04 1.9985e-09 1.4861e-16
6.0522e+03 1.9048e-26 2.5740e-18 1.0974e-11 9.3926e-06 2.3243e-02 7.8169e-01 1.9487e-01 1.8678e-04 8.2031e-10 4.0310e-17
6.4323e+03 5.0370e-26 6.6984e-18 2.8019e-11 2.2646e-05 3.9338e-02 8.4140e-01 1.1918e-01 5.6746e-05 1.0891e-10 2.1554e-18
6.8362e+03 2.1453e-25 2.7398e-17 1.0997e-10 8.0162e-05 8.0812e-02 8.6694e-01 5.2159e-02 8.6433e-06 4.7801e-12 2.4058e-20
7.2654e+03 1.2110e-24 1.4379e-16 5.3874e-10 3.3789e-04 1.7450e-01 8.0789e-01 1.7272e-02 8.0447e-07 1.0032e-13 9.7754e-23
7.7216e+03 9.1818e-24 9.8345e-16 3.3631e-09 1.7178e-03 3.8123e-01 6.1347e-01 3.5892e-03 3.4219e-08 6.6684e-16 8.3440e-26
8.2065e+03 1.1844e-22 1.0759e-14 3.2085e-08 1.1788e-02 7.4101e-01 2.4699e-01 2.1112e-04 1.9172e-10 2.4050e-19 1.4318e-30
8.7177e+03 5.3881e-21 3.5187e-13 8.1090e-07 1.4964e-01 8.3669e-01 1.3667e-02 2.9763e-07 3.0570e-15 2.0986e-26 3.7228e-40
9.2147e+03 4.2797e-19 1.4801e-11 2.0371e-05 9.3319e-01 6.6781e-02 4.8333e-06 1.4943e-13 5.1582e-25 3.4457e-40 0.0000e+00
9.6291e+03 1.1664e-17 2.0225e-10 1.4100e-04 9.9961e-01 2.4997e-04 1.5615e-11 9.5679e-23 9.7022e-39 0.0000e+00 0.0000e+00
9.9539e+03 2.9283e-16 3.1952e-09 1.0600e-03 9.9894e-01 4.3926e-07 9.5798e-18 3.8128e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.3374e-14 9.9011e-08 1.1533e-02 9.8847e-01 2.5289e-10 4.8268e-25 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.1692e-12 6.5294e-06 1.8854e-01 8.1145e-01 1.6438e-14 2.2136e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 9.2218e-11 2.5938e-04 9.2037e-01 7.9375e-02 1.6250e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 2.3235e-09 2.8306e-03 9.9594e-01 1.2290e-03 1.0318e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 4.8064e-08 2.3792e-02 9.7618e-01 2.4514e-05 2.7436e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 7.7036e-07 1.5411e-01 8.4588e-01 5.4921e-07 1.6613e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 4.7068e-06 4.9604e-01 5.0396e-01 1.1804e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.1578e-05 7.9619e-01 2.0379e-01 2.5583e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.9973e-05 9.2408e-01 7.5900e-02 8.8683e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 3.0866e-05 9.7193e-01 2.8037e-02 3.7241e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 3.7681e-05 9.8652e-01 1.3445e-02 3.1718e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 4.7476e-05 9.9363e-01 6.3231e-03 2.7138e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 6.8871e-05 9.9776e-01 2.1696e-03 9.0875e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.3035e-04 9.9948e-01 3.8613e-04 4.0077e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 2.9355e-04 9.9966e-01 5.0043e-05 6.9919e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 6.4122e-04 9.9935e-01 7.0533e-06 1.5394e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.6729e-03 9.9833e-01 6.7642e-07 1.0297e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 3.3746e-03 9.9663e-01 1.1410e-07 3.7431e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 6.8967e-03 9.9310e-01 1.8781e-08 1.2583e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.2548e-02 9.8745e-01 3.7028e-09 6.8651e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.8195e-02 9.8180e-01 1.0781e-09 1.1135e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 2.4112e-02 9.7589e-01 3.6890e-10 2.8610e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 2.9937e-02 9.7006e-01 1.5819e-10 1.5760e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 3.6238e-02 9.6376e-01 7.4835e-11 1.2202e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 4.1452e-02 9.5855e-01 3.9959e-11 1.3574e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 4.7276e-02 9.5272e-01 2.0774e-11 1.3537e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 5.1696e-02 9.4830e-01 1.2056e-11 1.9058e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 5.7493e-02 9.4251e-01 6.0949e-12 1.6816e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 4.2138e-02 9.5786e-01 4.9708e-12 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.9247e-02 9.8075e-01 7.2933e-12 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.1435e-02 9.8857e-01 6.4307e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 3.1424e-03 9.9686e-01 3.6391e-11 4.9045e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.3956e-03 9.9760e-01 3.1372e-11 1.5414e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 6.1754e-04 9.9938e-01 3.1474e-10 1.0162e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 5.9059e-04 9.9941e-01 1.6449e-10 7.0906e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.4101e-04 9.9986e-01 1.6402e-09 3.8758e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.6818e-04 9.9983e-01 7.4318e-10 2.3724e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 9.0151e-05 9.9991e-01 1.8665e-09 2.6843e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 2.9724e-05 9.9997e-01 1.1263e-08 3.7799e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.1402e-03 9.9886e-01 3.5542e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.5963e-05 9.9998e-01 1.5171e-08 3.6275e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0358e-04 9.9990e-01 2.3792e-10 9.9492e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.7652e-04 9.9982e-01 5.3596e-11 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 3.6627e-07 9.9996e-01 3.5643e-05 5.0200e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 9.5400e-06 9.9999e-01 8.6267e-09 1.4042e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.2927e-05 9.9998e-01 1.0658e-09 1.9674e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 9.0514e-08 9.9731e-01 2.6906e-03 8.5793e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 2.2503e-07 9.9999e-01 1.2645e-05 3.1928e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.3311e-04 9.9987e-01 9.8476e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.6079e-07 9.9999e-01 1.1811e-05 1.2593e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 7.9843e-08 9.9983e-01 1.6970e-04 1.2246e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 3.8515e-07 1.0000e+00 3.5354e-07 6.3484e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 5.7481e-07 1.0000e+00 1.0591e-07 1.1699e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0476e-04 9.9990e-01 2.5420e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 9.5577e-08 1.0000e+00 3.1641e-06 2.4423e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 4.1784e-06 1.0000e+00 8.0198e-10 2.2421e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 3.4003e-07 1.0000e+00 7.0676e-08 8.3755e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 2.0877e-07 1.0000e+00 1.3170e-07 3.7895e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.8889e-06 1.0000e+00 1.3417e-09 3.6434e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 3.6247e-08 9.9999e-01 5.3588e-06 2.9333e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 4.7875e-09 9.8949e-01 1.0514e-02 6.4034e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.7815e-08 9.9996e-01 3.8815e-05 1.8688e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 2.4049e-08 9.9999e-01 5.1046e-06 1.0795e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.3238e-07 1.0000e+00 5.1946e-08 3.8685e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 2.4302e-07 1.0000e+00 1.2812e-08 4.9648e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0072e-05 9.9999e-01 8.5692e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 7.4822e-05 9.9993e-01 1.3545e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 5.1591e-05 9.9995e-01 2.8423e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.6561e-05 9.9998e-01 2.8758e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.6954e-05 9.9998e-01 2.7164e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 8.1640e-06 9.9999e-01 5.1410e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3688
#NVEL: 115
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 sc7 sc8 sc9
4.2577e+02 1.7698e-41 1.0243e-31 2.0833e-23 1.1163e-15 1.6955e-09 8.1670e-05 7.5405e-02 8.0794e-01 1.1624e-01 3.3309e-04
8.5779e+02 2.6636e-29 1.9804e-21 5.2150e-15 3.6674e-09 7.9333e-05 5.6530e-02 8.0409e-01 1.3896e-01 3.3740e-04 1.6641e-08
8.7843e+02 3.1833e-29 2.3469e-21 6.1150e-15 4.2395e-09 8.8472e-05 6.0204e-02 8.0896e-01 1.3046e-01 2.9203e-04 1.3210e-08
9.1772e+02 3.0934e-29 2.2833e-21 5.9587e-15 4.1402e-09 8.6905e-05 5.9585e-02 8.0819e-01 1.3184e-01 2.9912e-04 1.3726e-08
9.7304e+02 2.9086e-29 2.1542e-21 5.6444e-15 3.9424e-09 8.3777e-05 5.8343e-02 8.0661e-01 1.3465e-01 3.1388e-04 1.4823e-08
1.0350e+03 2.7581e-29 2.0476e-21 5.3816e-15 3.7745e-09 8.1075e-05 5.7247e-02 8.0511e-01 1.3723e-01 3.2782e-04 1.5890e-08
1.1000e+03 2.1291e-29 1.6011e-21 4.2751e-15 3.0624e-09 6.9266e-05 5.2252e-02 7.9726e-01 1.5002e-01 4.0244e-04 2.2069e-08
1.1690e+03 1.0667e-29 8.2978e-22 2.3106e-15 1.7511e-09 4.5364e-05 4.0730e-02 7.7040e-01 1.8814e-01 6.8531e-04 5.2020e-08
1.2425e+03 2.3724e-30 1.9628e-22 5.9238e-16 5.0378e-10 1.7371e-05 2.2650e-02 6.8172e-01 2.9353e-01 2.0857e-03 3.2195e-07
1.3205e+03 1.9811e-31 1.7595e-23 5.9001e-17 5.9662e-11 3.1844e-06 7.4751e-03 4.7299e-01 5.0882e-01 1.0709e-02 5.2270e-06
1.4033e+03 8.0346e-33 7.7164e-25 2.9274e-18 3.7009e-12 3.2402e-07 1.5049e-03 2.2723e-01 7.1696e-01 5.4208e-02 1.0200e-04
1.4915e+03 3.0267e-34 3.1528e-26 1.3570e-19 2.1809e-13 2.9785e-08 2.5792e-04 8.6473e-02 7.3284e-01 1.7927e-01 1.1557e-03
1.5852e+03 1.2619e-35 1.4342e-27 7.0179e-21 1.4401e-14 2.8902e-09 4.2979e-05 2.8808e-02 5.7517e-01 3.8875e-01 7.2293e-03
1.6847e+03 3.7303e-37 4.6866e-29 2.6457e-22 7.1492e-16 2.1058e-10 5.3625e-06 7.1662e-03 3.3591e-01 6.2384e-01 3.3078e-02
1.7904e+03 7.2883e-39 1.0353e-30 6.9050e-24 2.5551e-17 1.1165e-11 4.8975e-07 1.3119e-03 1.4505e-01 7.4191e-01 1.1173e-01
1.9028e+03 9.8915e-41 1.6329e-32 1.3222e-25 6.9567e-19 4.5712e-13 3.4623e-08 1.8555e-04 4.8116e-02 6.7015e-01 2.8154e-01
2.0223e+03 1.0748e-42 2.0557e-34 2.0186e-27 1.5281e-20 1.5030e-14 1.9386e-09 2.0481e-05 1.2291e-02 4.5963e-01 5.2806e-01
2.1493e+03 9.8091e-45 2.1793e-36 2.5960e-29 2.8535e-22 4.1901e-16 9.0577e-11 1.8487e-06 2.5139e-03 2.4640e-01 7.5109e-01
2.2843e+03 0.0000e+00 3.0602e-38 4.3221e-31 6.7113e-24 1.4205e-17 4.8709e-12 1.7926e-07 5.1034e-04 1.1979e-01 8.7970e-01
2.4277e+03 0.0000e+00 9.2314e-40 1.5055e-32 3.1202e-25 8.9429e-19 4.4467e-13 2.6190e-08 1.3455e-04 6.3434e-02 9.3643e-01
2.5802e+03 0.0000e+00 8.4665e-41 1.5424e-33 3.9251e-26 1.3942e-19 8.9419e-14 7.2192e-09 5.4907e-05 4.1034e-02 9.5891e-01
2.7422e+03 0.0000e+00 3.4849e-41 6.7885e-34 1.8892e-26 7.3545e-20 5.2166e-14 4.7234e-09 4.1026e-05 3.5580e-02 9.6438e-01
