#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
18532.37 2.30e-04 1.00e+00 6.83e-05 6.04e-24 2.04e-28 2.44e-29 2.06e-29 
19260.76 9.51e-05 1.00e+00 9.18e-05 2.58e-22 3.05e-26 2.10e-29 1.77e-29 
20034.10 2.43e-05 1.00e+00 1.70e-04 8.43e-20 2.75e-21 2.10e-29 1.77e-29 
20838.00 9.35e-06 9.99e-01 5.01e-04 2.78e-19 1.08e-20 2.34e-29 1.98e-29 
21647.97 1.57e-05 1.00e+00 4.34e-04 2.94e-19 1.45e-20 2.65e-29 2.24e-29 
22447.94 3.17e-06 2.33e-01 7.67e-01 5.61e-16 1.86e-17 3.23e-29 2.73e-29 
23245.88 6.10e-06 1.00e+00 4.26e-04 8.93e-19 2.67e-20 3.30e-29 2.79e-29 
24052.47 1.03e-05 1.00e+00 3.79e-04 1.57e-22 2.18e-29 2.38e-29 2.01e-29 
24867.72 3.20e-06 9.99e-01 7.54e-04 2.36e-22 2.95e-23 1.60e-29 1.35e-29 
25698.86 3.28e-06 9.99e-01 8.06e-04 2.11e-22 9.51e-27 1.22e-29 1.03e-29 
26587.16 1.10e-07 1.77e-02 9.82e-01 3.05e-19 1.93e-23 1.14e-29 9.62e-30 
27637.54 6.53e-10 5.45e-05 1.00e+00 1.70e-08 3.73e-10 1.37e-29 1.16e-29 
28986.97 1.14e-10 4.30e-05 1.00e+00 2.53e-19 2.22e-29 2.43e-29 2.05e-29 
#TIME: 54.56 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 6.46e-06 8.54e-01 1.46e-01 2.70e-15 1.69e-25 2.21e-31 1.74e-31 
999.11 5.86e-06 8.36e-01 1.64e-01 4.15e-15 2.38e-25 2.21e-31 1.74e-31 
1267.34 6.25e-06 8.57e-01 1.42e-01 2.54e-15 2.19e-25 2.19e-31 1.73e-31 
1514.05 4.11e-06 6.38e-01 3.62e-01 8.84e-15 3.82e-24 4.11e-31 3.24e-31 
1808.80 5.17e-06 8.38e-01 1.62e-01 3.73e-15 5.47e-24 1.39e-30 1.09e-30 
1919.29 5.01e-06 8.41e-01 1.59e-01 3.26e-15 8.11e-24 1.89e-30 1.49e-30 
2160.92 4.18e-06 8.19e-01 1.81e-01 4.59e-15 1.44e-23 3.78e-30 2.98e-30 
2292.92 2.46e-06 5.73e-01 4.27e-01 1.60e-14 3.20e-23 5.69e-30 4.48e-30 
2432.98 1.62e-06 3.97e-01 6.03e-01 1.96e-14 1.69e-22 8.72e-30 6.86e-30 
2581.60 3.15e-06 7.90e-01 2.10e-01 6.18e-15 9.74e-23 1.33e-29 1.05e-29 
2739.29 7.02e-07 1.88e-01 8.12e-01 2.35e-14 7.03e-25 2.03e-29 1.60e-29 
2906.62 2.78e-06 7.75e-01 2.25e-01 5.56e-15 2.26e-22 3.10e-29 2.44e-29 
3084.17 1.03e-06 2.91e-01 7.09e-01 1.23e-14 6.06e-22 4.90e-29 3.87e-29 
3272.56 8.27e-07 2.52e-01 7.48e-01 9.95e-15 2.57e-21 7.71e-29 6.11e-29 
3472.46 2.16e-06 6.12e-01 3.88e-01 2.66e-15 9.79e-22 1.10e-28 8.71e-29 
3684.57 1.01e-06 2.69e-01 7.31e-01 2.50e-15 3.34e-21 1.32e-28 1.05e-28 
3909.64 6.71e-07 1.74e-01 8.26e-01 1.15e-15 2.60e-21 1.42e-28 1.14e-28 
4148.46 1.72e-06 3.92e-01 6.08e-01 3.54e-16 1.98e-21 1.35e-28 1.08e-28 
4401.86 3.43e-06 5.99e-01 4.01e-01 7.30e-17 1.13e-21 1.18e-28 9.56e-29 
4670.75 1.41e-06 2.07e-01 7.93e-01 5.15e-17 2.12e-21 1.14e-28 9.23e-29 
4956.05 1.41e-06 1.91e-01 8.09e-01 2.18e-17 3.56e-21 1.29e-28 1.05e-28 
5258.79 7.27e-06 9.34e-01 6.65e-02 8.84e-19 1.05e-20 1.56e-28 1.27e-28 
5580.02 7.31e-06 8.24e-01 1.76e-01 1.77e-18 1.07e-19 1.83e-28 1.51e-28 
5920.87 7.48e-06 7.52e-01 2.48e-01 2.80e-19 1.69e-21 2.13e-28 1.76e-28 
6282.54 2.21e-06 1.71e-01 8.29e-01 2.36e-17 4.52e-17 2.37e-28 1.97e-28 
6666.30 5.93e-06 3.13e-01 6.87e-01 3.84e-17 4.66e-16 2.42e-28 2.02e-28 
7073.50 2.28e-05 9.99e-01 6.80e-04 2.75e-22 1.24e-25 2.38e-28 2.00e-28 
7505.58 4.08e-05 9.96e-01 4.24e-03 2.57e-20 5.72e-23 2.40e-28 2.03e-28 
7964.05 3.83e-05 6.86e-01 3.14e-01 3.07e-18 6.45e-19 2.39e-28 2.02e-28 
8450.53 7.67e-05 1.00e+00 1.04e-04 1.41e-22 1.41e-25 2.30e-28 1.95e-28 
8966.72 1.60e-04 9.98e-01 1.82e-03 4.59e-19 4.17e-21 2.33e-28 1.96e-28 
9514.44 2.49e-04 9.91e-01 9.18e-03 1.33e-17 3.58e-19 2.53e-28 2.14e-28 
10095.62 3.45e-04 1.00e+00 2.38e-05 8.66e-20 4.29e-19 2.92e-28 2.47e-28 
10712.30 4.97e-04 9.99e-01 4.56e-04 1.25e-18 2.07e-20 3.85e-28 3.25e-28 
11366.65 6.32e-04 9.99e-01 1.51e-05 1.57e-19 5.65e-21 5.88e-28 4.96e-28 
12061.10 7.43e-04 9.99e-01 1.43e-05 2.54e-19 8.59e-21 8.16e-28 6.89e-28 
12793.43 7.95e-04 9.99e-01 4.87e-04 4.80e-18 1.36e-19 4.08e-28 3.44e-28 
13528.61 8.77e-04 9.99e-01 1.50e-05 1.45e-20 1.56e-22 1.19e-28 1.01e-28 
14194.74 8.96e-04 9.99e-01 6.71e-05 1.79e-20 1.02e-22 5.37e-29 4.54e-29 
14757.77 9.23e-04 9.99e-01 1.00e-04 8.89e-20 4.42e-18 3.58e-29 3.03e-29 
15240.48 8.38e-04 9.99e-01 1.62e-05 2.06e-22 2.20e-24 2.37e-29 2.00e-29 
15646.99 8.75e-04 9.99e-01 1.55e-05 6.27e-21 5.69e-20 1.52e-29 1.29e-29 
15960.30 9.09e-04 9.99e-01 1.50e-05 5.12e-21 2.24e-22 9.68e-30 8.18e-30 
16187.41 1.02e-03 9.99e-01 1.23e-05 1.12e-24 1.43e-26 8.54e-30 7.21e-30 
16354.17 7.22e-04 9.99e-01 1.71e-05 5.75e-21 7.96e-19 8.87e-30 7.49e-30 
16484.18 8.67e-04 9.99e-01 1.72e-05 4.46e-23 1.67e-26 1.06e-29 8.92e-30 
16593.12 7.98e-04 9.99e-01 1.94e-05 5.93e-25 1.23e-29 1.35e-29 1.14e-29 
16691.99 5.19e-04 9.99e-01 2.41e-05 1.38e-20 3.74e-18 1.65e-29 1.39e-29 
16788.59 5.97e-04 9.99e-01 2.63e-05 1.84e-20 1.58e-21 1.92e-29 1.63e-29 
16888.37 4.42e-04 1.00e+00 2.85e-05 1.84e-20 5.46e-22 2.20e-29 1.86e-29 
16998.79 1.67e-04 1.00e+00 3.71e-05 3.71e-20 1.68e-21 2.51e-29 2.12e-29 
17146.37 4.43e-04 1.00e+00 3.25e-05 2.72e-20 1.52e-21 2.85e-29 2.41e-29 
17415.23 4.59e-04 7.88e-01 2.11e-01 9.12e-17 1.79e-18 3.16e-29 2.67e-29 
17888.12 1.32e-04 1.00e+00 6.96e-05 7.93e-20 4.62e-21 3.15e-29 2.66e-29 
18532.37 1.20e-04 1.00e+00 8.90e-05 8.48e-20 2.92e-17 2.59e-29 2.19e-29 
19260.76 2.52e-04 9.13e-01 8.65e-02 1.67e-17 3.55e-17 2.23e-29 1.88e-29 
20034.10 1.23e-05 1.00e+00 3.24e-04 1.89e-19 6.68e-21 2.23e-29 1.88e-29 
20838.00 2.18e-05 4.94e-01 5.06e-01 3.37e-17 1.17e-19 2.49e-29 2.10e-29 
21647.97 1.73e-05 1.00e+00 2.18e-04 1.02e-19 1.95e-21 2.82e-29 2.38e-29 
22447.94 4.01e-06 9.99e-01 5.69e-04 2.39e-22 3.69e-27 3.44e-29 2.90e-29 
23245.88 2.75e-06 5.21e-01 4.79e-01 4.86e-16 6.00e-18 3.51e-29 2.96e-29 
24052.47 5.50e-06 9.99e-01 8.59e-04 9.19e-19 5.74e-17 2.53e-29 2.13e-29 
24867.72 4.06e-06 9.99e-01 8.95e-04 3.70e-19 1.14e-17 1.70e-29 1.43e-29 
25698.86 1.72e-06 9.99e-01 1.15e-03 3.99e-19 1.24e-17 1.30e-29 1.10e-29 
26587.16 1.52e-08 1.11e-03 9.99e-01 8.08e-11 4.64e-13 1.21e-29 1.02e-29 
27637.54 4.22e-10 3.29e-05 1.00e+00 4.27e-09 6.89e-22 1.45e-29 1.23e-29 
28986.97 1.27e-09 1.40e-04 1.00e+00 2.65e-08 6.43e-10 2.58e-29 2.18e-29 
#TIME: 55.69 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 1.07e-05 9.38e-01 6.24e-02 1.75e-16 2.67e-25 2.34e-31 1.85e-31 
999.11 8.91e-06 9.20e-01 7.99e-02 3.56e-16 3.73e-25 2.34e-31 1.85e-31 
1267.34 8.48e-06 9.19e-01 8.12e-02 3.79e-16 6.61e-25 2.32e-31 1.84e-31 
1514.05 7.21e-06 9.05e-01 9.49e-02 6.08e-16 6.01e-25 4.35e-31 3.44e-31 
1808.80 2.76e-06 3.83e-01 6.17e-01 4.24e-15 3.74e-23 1.47e-30 1.16e-30 
1919.29 2.83e-06 4.39e-01 5.61e-01 3.87e-15 5.73e-23 2.00e-30 1.58e-30 
2160.92 3.36e-06 6.05e-01 3.95e-01 4.07e-15 9.64e-23 4.00e-30 3.17e-30 
2292.92 1.47e-06 3.03e-01 6.97e-01 7.60e-15 8.78e-23 6.02e-30 4.76e-30 
2432.98 2.53e-06 6.04e-01 3.96e-01 5.36e-15 8.65e-23 9.22e-30 7.29e-30 
2581.60 8.67e-07 2.00e-01 8.00e-01 8.53e-15 7.01e-22 1.41e-29 1.12e-29 
2739.29 2.32e-06 5.72e-01 4.28e-01 4.32e-15 1.51e-22 2.14e-29 1.70e-29 
2906.62 3.38e-06 8.46e-01 1.54e-01 1.30e-15 3.09e-22 3.28e-29 2.60e-29 
3084.17 2.31e-07 6.00e-02 9.40e-01 5.58e-15 1.03e-21 5.18e-29 4.12e-29 
3272.56 2.98e-06 7.98e-01 2.02e-01 9.61e-16 3.85e-22 8.16e-29 6.50e-29 
3472.46 9.65e-07 2.65e-01 7.35e-01 2.11e-15 4.92e-21 1.16e-28 9.26e-29 
3684.57 1.41e-06 3.57e-01 6.43e-01 7.68e-16 2.41e-21 1.40e-28 1.12e-28 
3909.64 1.70e-06 4.16e-01 5.84e-01 2.95e-16 2.43e-21 1.50e-28 1.21e-28 
4148.46 8.01e-07 1.60e-01 8.40e-01 1.48e-16 3.76e-21 1.42e-28 1.15e-28 
4401.86 2.90e-06 4.65e-01 5.35e-01 3.14e-17 2.98e-21 1.25e-28 1.02e-28 
4670.75 3.67e-06 4.69e-01 5.31e-01 1.08e-17 1.30e-21 1.20e-28 9.82e-29 
4956.05 5.93e-06 7.68e-01 2.32e-01 1.67e-18 5.62e-22 1.36e-28 1.12e-28 
5258.79 5.34e-06 6.53e-01 3.47e-01 1.47e-18 1.58e-20 1.65e-28 1.35e-28 
5580.02 7.13e-06 7.29e-01 2.71e-01 3.96e-19 2.52e-21 1.94e-28 1.60e-28 
5920.87 1.15e-05 9.81e-01 1.91e-02 1.47e-20 6.78e-22 2.25e-28 1.87e-28 
6282.54 6.41e-06 4.48e-01 5.52e-01 1.33e-19 7.83e-23 2.50e-28 2.09e-28 
6666.30 1.47e-05 7.21e-01 2.79e-01 6.46e-20 2.17e-23 2.56e-28 2.15e-28 
7073.50 2.63e-05 8.61e-01 1.39e-01 2.87e-17 1.14e-15 2.52e-28 2.13e-28 
7505.58 3.84e-05 9.29e-01 7.11e-02 2.21e-18 8.10e-19 2.55e-28 2.16e-28 
7964.05 5.07e-05 9.25e-01 7.53e-02 2.94e-20 7.78e-23 2.54e-28 2.15e-28 
8450.53 6.88e-05 9.98e-01 2.09e-03 2.05e-18 9.00e-17 2.45e-28 2.07e-28 
8966.72 1.45e-04 9.99e-01 8.17e-04 4.23e-20 4.85e-22 2.47e-28 2.09e-28 
9514.44 2.32e-04 1.00e+00 3.57e-05 3.97e-22 1.54e-25 2.69e-28 2.27e-28 
10095.62 3.55e-04 9.99e-01 6.95e-04 2.89e-18 1.52e-19 3.11e-28 2.63e-28 
10712.30 4.38e-04 1.00e+00 1.89e-05 5.74e-21 2.68e-23 4.09e-28 3.46e-28 
11366.65 5.58e-04 9.99e-01 1.69e-05 2.32e-19 1.17e-20 6.25e-28 5.28e-28 
12061.10 6.42e-04 9.99e-01 1.62e-05 3.63e-19 1.63e-20 8.68e-28 7.33e-28 
12793.43 7.64e-04 9.99e-01 1.52e-05 5.47e-21 6.55e-24 4.33e-28 3.66e-28 
13528.61 9.77e-04 9.99e-01 1.13e-04 3.66e-19 3.76e-20 1.27e-28 1.07e-28 
14194.74 1.05e-03 9.99e-01 1.55e-04 5.23e-20 1.97e-21 5.71e-29 4.82e-29 
14757.77 7.03e-04 9.99e-01 1.98e-05 4.95e-21 4.22e-23 3.81e-29 3.22e-29 
15240.48 7.34e-04 9.99e-01 1.98e-05 2.09e-20 5.39e-20 2.52e-29 2.13e-29 
15646.99 7.99e-04 9.99e-01 1.80e-05 1.13e-20 5.58e-22 1.62e-29 1.37e-29 
15960.30 9.89e-04 9.99e-01 1.34e-05 3.52e-21 9.11e-23 1.03e-29 8.69e-30 
16187.41 7.65e-04 9.99e-01 1.46e-05 4.86e-21 6.20e-19 9.08e-30 7.67e-30 
16354.17 8.26e-04 9.99e-01 1.57e-05 3.55e-21 8.47e-23 9.43e-30 7.96e-30 
16484.18 9.77e-04 9.92e-01 6.66e-03 2.04e-18 8.41e-18 1.12e-29 9.49e-30 
16593.12 5.90e-04 9.99e-01 1.99e-05 8.64e-21 4.37e-18 1.43e-29 1.21e-29 
16691.99 1.10e-04 1.00e+00 8.63e-05 4.73e-20 1.66e-21 1.75e-29 1.48e-29 
16788.59 5.12e-04 9.99e-01 2.74e-05 2.01e-20 7.50e-22 2.05e-29 1.73e-29 
16888.37 2.21e-04 1.00e+00 3.42e-05 2.94e-20 1.40e-21 2.34e-29 1.97e-29 
16998.79 2.72e-04 1.00e+00 3.60e-05 3.02e-20 9.07e-22 2.67e-29 2.26e-29 
17146.37 2.27e-04 1.00e+00 5.09e-05 6.18e-20 3.15e-21 3.03e-29 2.56e-29 
17415.23 9.16e-05 1.00e+00 1.07e-04 2.59e-23 5.18e-28 3.36e-29 2.84e-29 
17888.12 5.00e-05 3.16e-01 6.84e-01 1.60e-16 1.14e-18 3.35e-29 2.83e-29 
18532.37 3.68e-05 1.00e+00 9.36e-05 7.21e-20 1.94e-21 2.75e-29 2.33e-29 
19260.76 3.77e-05 1.00e+00 1.08e-04 9.51e-23 1.37e-26 2.37e-29 2.00e-29 
20034.10 3.15e-05 6.40e-01 3.60e-01 2.16e-17 7.01e-20 2.37e-29 2.00e-29 
20838.00 7.23e-06 1.00e+00 3.32e-04 1.01e-22 1.40e-26 2.65e-29 2.24e-29 
21647.97 9.47e-06 1.00e+00 3.02e-04 2.98e-19 1.76e-20 3.00e-29 2.54e-29 
22447.94 7.12e-06 1.00e+00 3.51e-04 2.09e-19 7.93e-18 3.65e-29 3.09e-29 
23245.88 9.40e-06 1.00e+00 3.61e-04 3.42e-22 8.26e-27 3.73e-29 3.15e-29 
24052.47 2.87e-07 1.47e-02 9.85e-01 8.89e-11 2.07e-13 2.69e-29 2.27e-29 
24867.72 4.14e-06 9.99e-01 7.04e-04 2.67e-19 5.84e-21 1.81e-29 1.53e-29 
25698.86 4.78e-07 5.62e-02 9.44e-01 5.18e-17 1.89e-19 1.38e-29 1.17e-29 
26587.16 3.85e-10 4.05e-05 1.00e+00 8.63e-20 1.18e-29 1.29e-29 1.09e-29 
27637.54 2.98e-10 5.24e-05 1.00e+00 1.48e-04 9.15e-17 1.55e-29 1.31e-29 
28986.97 2.94e-06 9.99e-01 1.10e-03 8.72e-22 2.52e-29 2.75e-29 2.32e-29 
#TIME: 56.84 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 1.18e-05 9.47e-01 5.29e-02 9.76e-17 2.43e-24 2.47e-31 1.97e-31 
999.11 1.20e-05 9.58e-01 4.17e-02 4.68e-17 5.70e-25 2.47e-31 1.97e-31 
1267.34 1.08e-05 9.53e-01 4.74e-02 6.22e-17 7.57e-25 2.45e-31 1.95e-31 
1514.05 9.45e-06 9.44e-01 5.60e-02 1.01e-16 1.51e-24 4.60e-31 3.66e-31 
1808.80 3.17e-06 3.83e-01 6.17e-01 1.20e-15 9.98e-24 1.56e-30 1.24e-30 
1919.29 1.66e-06 2.50e-01 7.50e-01 2.04e-15 2.86e-23 2.12e-30 1.68e-30 
2160.92 2.00e-06 3.30e-01 6.70e-01 2.33e-15 6.76e-23 4.24e-30 3.37e-30 
2292.92 4.72e-06 8.93e-01 1.07e-01 4.49e-16 1.19e-23 6.38e-30 5.06e-30 
2432.98 1.04e-06 2.12e-01 7.88e-01 3.23e-15 2.07e-22 9.77e-30 7.76e-30 
2581.60 2.34e-07 5.20e-02 9.48e-01 4.32e-15 2.81e-22 1.50e-29 1.19e-29 
2739.29 1.80e-06 4.37e-01 5.63e-01 2.49e-15 5.22e-22 2.27e-29 1.81e-29 
2906.62 3.60e-06 8.82e-01 1.18e-01 2.25e-13 2.52e-19 3.47e-29 2.76e-29 
3084.17 2.59e-06 6.46e-01 3.54e-01 9.06e-16 4.04e-22 5.49e-29 4.38e-29 
3272.56 3.45e-06 8.99e-01 1.01e-01 1.64e-16 7.35e-22 8.64e-29 6.91e-29 
3472.46 2.49e-06 6.41e-01 3.59e-01 3.72e-16 1.17e-21 1.23e-28 9.85e-29 
3684.57 8.22e-07 1.89e-01 8.11e-01 3.29e-16 3.59e-21 1.48e-28 1.19e-28 
3909.64 9.15e-07 2.01e-01 7.99e-01 1.25e-16 4.25e-21 1.59e-28 1.28e-28 
4148.46 8.43e-07 1.57e-01 8.43e-01 4.37e-17 2.76e-21 1.51e-28 1.23e-28 
4401.86 5.26e-06 7.61e-01 2.39e-01 4.61e-18 1.08e-21 1.33e-28 1.08e-28 
4670.75 3.94e-06 4.74e-01 5.26e-01 3.15e-18 1.88e-21 1.27e-28 1.04e-28 
4956.05 8.22e-06 9.91e-01 9.03e-03 2.43e-20 1.12e-22 1.44e-28 1.19e-28 
5258.79 7.47e-06 8.14e-01 1.86e-01 2.17e-19 1.47e-21 1.74e-28 1.44e-28 
5580.02 8.00e-06 7.32e-01 2.68e-01 1.84e-19 5.48e-21 2.05e-28 1.71e-28 
5920.87 9.68e-06 7.45e-01 2.55e-01 1.99e-18 1.81e-18 2.38e-28 1.99e-28 
6282.54 1.12e-05 6.81e-01 3.19e-01 9.87e-20 1.08e-20 2.65e-28 2.22e-28 
6666.30 1.87e-05 9.11e-01 8.90e-02 5.10e-20 1.06e-20 2.71e-28 2.29e-28 
7073.50 3.18e-05 1.00e+00 2.58e-04 2.66e-22 1.04e-25 2.68e-28 2.27e-28 
7505.58 4.00e-05 1.00e+00 2.25e-04 4.35e-22 1.97e-24 2.72e-28 2.29e-28 
7964.05 4.91e-05 1.00e+00 1.91e-04 3.25e-22 9.60e-23 2.70e-28 2.28e-28 
8450.53 7.95e-05 9.98e-01 1.55e-03 8.20e-20 2.76e-22 2.60e-28 2.20e-28 
8966.72 1.44e-04 9.99e-01 1.16e-03 1.43e-19 1.92e-20 2.63e-28 2.22e-28 
9514.44 2.22e-04 1.00e+00 3.74e-05 1.06e-19 1.41e-18 2.86e-28 2.41e-28 
10095.62 3.27e-04 1.00e+00 1.36e-04 2.09e-20 3.64e-23 3.31e-28 2.79e-28 
10712.30 4.53e-04 1.00e+00 1.80e-05 1.30e-19 1.33e-19 4.35e-28 3.68e-28 
11366.65 5.86e-04 9.99e-01 2.40e-05 2.89e-19 9.97e-21 6.64e-28 5.61e-28 
12061.10 6.24e-04 9.99e-01 1.63e-05 3.39e-19 1.14e-20 9.23e-28 7.80e-28 
12793.43 7.70e-04 9.99e-01 1.52e-05 1.85e-19 2.10e-19 4.61e-28 3.89e-28 
13528.61 8.51e-04 9.99e-01 1.51e-05 7.96e-21 4.11e-23 1.35e-28 1.14e-28 
14194.74 8.63e-04 9.99e-01 1.64e-05 3.41e-21 6.38e-23 6.07e-29 5.13e-29 
14757.77 7.32e-04 9.99e-01 1.95e-05 2.64e-20 4.37e-21 4.05e-29 3.42e-29 
15240.48 7.01e-04 9.99e-01 1.99e-05 1.81e-20 4.87e-22 2.68e-29 2.26e-29 
15646.99 9.31e-04 9.94e-01 4.74e-03 2.03e-18 4.54e-20 1.72e-29 1.45e-29 
15960.30 1.06e-03 9.99e-01 4.13e-04 1.21e-19 4.51e-21 1.09e-29 9.24e-30 
16187.41 8.95e-04 9.99e-01 1.46e-05 4.36e-21 1.35e-22 9.65e-30 8.15e-30 
16354.17 9.39e-04 9.44e-01 5.49e-02 1.37e-17 5.27e-19 1.00e-29 8.47e-30 
16484.18 7.32e-04 9.99e-01 1.80e-05 1.82e-23 2.19e-27 1.19e-29 1.01e-29 
16593.12 6.53e-04 9.99e-01 2.12e-05 1.12e-20 5.00e-22 1.52e-29 1.28e-29 
16691.99 6.54e-04 9.99e-01 2.08e-05 3.14e-21 3.03e-23 1.86e-29 1.57e-29 
16788.59 5.00e-04 9.99e-01 2.48e-05 1.54e-20 4.72e-22 2.18e-29 1.84e-29 
16888.37 8.66e-05 1.00e+00 1.08e-04 6.83e-20 1.83e-21 2.48e-29 2.10e-29 
16998.79 5.25e-04 9.88e-01 1.16e-02 9.08e-18 3.00e-19 2.84e-29 2.40e-29 
17146.37 1.40e-04 5.64e-01 4.36e-01 2.57e-16 4.52e-18 3.23e-29 2.73e-29 
17415.23 2.89e-04 1.00e+00 4.37e-05 2.35e-20 1.86e-18 3.57e-29 3.02e-29 
17888.12 9.24e-05 1.00e+00 7.05e-05 7.80e-24 1.27e-28 3.56e-29 3.01e-29 
18532.37 2.34e-05 1.00e+00 1.20e-04 9.31e-20 3.15e-21 2.93e-29 2.47e-29 
19260.76 1.89e-05 1.00e+00 1.61e-04 1.20e-19 3.31e-18 2.52e-29 2.13e-29 
20034.10 2.87e-05 1.00e+00 1.40e-04 4.23e-23 6.71e-27 2.52e-29 2.13e-29 
20838.00 1.27e-05 1.00e+00 2.25e-04 1.10e-19 5.20e-18 2.82e-29 2.38e-29 
21647.97 3.21e-07 9.51e-03 9.90e-01 1.51e-16 6.80e-19 3.19e-29 2.70e-29 
22447.94 8.65e-06 1.00e+00 3.50e-04 3.55e-19 1.67e-20 3.89e-29 3.28e-29 
23245.88 5.20e-06 2.58e-01 7.42e-01 4.46e-12 2.95e-11 3.97e-29 3.35e-29 
24052.47 1.24e-08 3.48e-04 1.00e+00 1.58e-09 4.30e-20 2.86e-29 2.41e-29 
24867.72 9.04e-07 4.08e-02 9.59e-01 1.46e-16 1.47e-18 1.92e-29 1.62e-29 
25698.86 4.52e-05 1.00e+00 3.35e-04 1.38e-22 2.48e-26 1.47e-29 1.24e-29 
26587.16 4.58e-09 1.54e-04 1.00e+00 3.58e-09 8.63e-11 1.37e-29 1.16e-29 
27637.54 1.09e-12 1.71e-07 5.46e-03 9.95e-01 1.59e-17 6.04e-28 8.91e-26 
28986.97 6.39e-09 7.53e-04 9.06e-01 1.98e-04 1.45e-03 9.13e-02 2.47e-29 
#TIME: 58.02 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 1.23e-05 9.71e-01 2.91e-02 1.12e-17 5.46e-25 2.62e-31 2.10e-31 
999.11 1.36e-05 9.73e-01 2.71e-02 8.94e-18 8.94e-25 2.62e-31 2.10e-31 
1267.34 1.27e-05 9.72e-01 2.85e-02 1.13e-17 8.94e-25 2.60e-31 2.08e-31 
1514.05 1.07e-05 9.61e-01 3.90e-02 2.75e-17 2.66e-24 4.87e-31 3.89e-31 
1808.80 8.28e-06 9.50e-01 4.99e-02 4.33e-17 1.38e-24 1.65e-30 1.31e-30 
1919.29 6.51e-06 9.36e-01 6.38e-02 9.79e-17 2.86e-24 2.24e-30 1.79e-30 
2160.92 5.62e-06 8.98e-01 1.02e-01 1.45e-16 8.11e-24 4.49e-30 3.58e-30 
2292.92 1.09e-06 1.99e-01 8.01e-01 1.41e-15 7.00e-22 6.76e-30 5.39e-30 
2432.98 3.92e-06 8.96e-01 1.04e-01 2.51e-16 2.99e-23 1.04e-29 8.25e-30 
2581.60 3.15e-06 7.19e-01 2.81e-01 5.71e-16 8.24e-23 1.58e-29 1.26e-29 
2739.29 2.46e-06 5.89e-01 4.11e-01 8.57e-16 3.47e-22 2.41e-29 1.92e-29 
2906.62 5.51e-07 1.29e-01 8.71e-01 1.31e-15 9.17e-24 3.67e-29 2.94e-29 
3084.17 3.25e-06 7.92e-01 2.08e-01 2.57e-16 7.79e-22 5.82e-29 4.65e-29 
3272.56 3.25e-06 7.83e-01 2.17e-01 1.70e-16 4.87e-21 9.15e-29 7.34e-29 
3472.46 3.90e-06 9.33e-01 6.73e-02 2.92e-17 5.61e-22 1.30e-28 1.05e-28 
3684.57 1.51e-06 3.26e-01 6.74e-01 9.77e-17 2.66e-21 1.57e-28 1.27e-28 
3909.64 3.20e-07 6.06e-02 9.39e-01 4.68e-17 3.95e-21 1.68e-28 1.37e-28 
4148.46 1.37e-06 2.36e-01 7.64e-01 1.54e-17 3.56e-21 1.60e-28 1.30e-28 
4401.86 3.38e-06 4.53e-01 5.47e-01 3.87e-18 6.59e-21 1.40e-28 1.15e-28 
4670.75 3.23e-06 3.67e-01 6.33e-01 1.20e-18 2.62e-21 1.35e-28 1.11e-28 
4956.05 5.41e-06 5.45e-01 4.55e-01 4.53e-18 1.52e-18 1.53e-28 1.26e-28 
5258.79 8.78e-06 8.39e-01 1.61e-01 1.33e-19 6.45e-21 1.84e-28 1.53e-28 
5580.02 1.18e-05 9.97e-01 2.77e-03 1.54e-21 1.03e-22 2.18e-28 1.81e-28 
