#NTIMES:    67
#NSTAGES:     4
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           mg0           mg1           mg2           mg3
    2.018426E+03   1.0000E-099   2.0927E-012   1.6119E-006   1.0000E+000
    2.145992E+03   1.0000E-099   1.3353E-012   1.3810E-006   1.0000E+000
    2.281620E+03   1.0000E-099   8.2172E-013   1.1931E-006   1.0000E+000
    2.425820E+03   1.0000E-099   5.3330E-013   1.0320E-006   1.0000E+000
    2.579133E+03   1.0000E-099   3.9121E-013   9.2390E-007   1.0000E+000
    2.742135E+03   1.0000E-099   3.2710E-013   8.4766E-007   1.0000E+000
    2.915440E+03   1.0000E-099   3.2180E-013   8.0065E-007   1.0000E+000
    3.099698E+03   1.0000E-099   3.8459E-013   7.8128E-007   1.0000E+000
    3.295601E+03   1.0000E-099   6.2224E-013   8.3403E-007   1.0000E+000
    3.503885E+03   1.0000E-099   1.6008E-012   9.7298E-007   1.0000E+000
    3.725332E+03   1.0000E-099   4.4044E-012   1.4652E-006   1.0000E+000
    3.960775E+03   1.0000E-099   7.3159E-012   2.0126E-006   1.0000E+000
    4.211099E+03   1.0000E-099   6.2338E-011   5.8095E-006   9.9999E-001
    4.477243E+03   1.0000E-099   1.0785E-010   9.1326E-006   9.9999E-001
    4.760207E+03   1.0000E-099   1.1058E-010   9.5616E-006   9.9999E-001
    5.061055E+03   1.0000E-099   8.2020E-011   7.6738E-006   9.9999E-001
    5.380917E+03   1.0000E-099   6.3396E-011   6.3730E-006   9.9999E-001
    5.720994E+03   1.0000E-099   5.8974E-011   6.1514E-006   9.9999E-001
    6.082565E+03   1.0000E-099   5.9853E-011   6.2938E-006   9.9999E-001
    6.466986E+03   1.0000E-099   7.7821E-011   7.9060E-006   9.9999E-001
    6.875704E+03   1.0000E-099   1.1552E-010   1.1265E-005   9.9999E-001
    7.310253E+03   1.0000E-099   1.7788E-010   1.6498E-005   9.9998E-001
    7.772265E+03   1.0000E-099   3.1483E-010   2.7855E-005   9.9997E-001
    8.263477E+03   1.0000E-099   6.8242E-010   5.6125E-005   9.9994E-001
    8.785734E+03   1.0000E-099   4.3343E-009   3.1655E-004   9.9968E-001
    9.340997E+03   1.0000E-099   4.7291E-007   2.3746E-002   9.7625E-001
    9.929841E+03   1.0000E-099   3.5097E-005   9.9375E-001   6.2165E-003
    1.041447E+04   1.0000E-099   5.5366E-005   9.9994E-001   1.8243E-007
    1.083674E+04   1.0000E-099   1.4720E-004   9.9985E-001   1.0282E-012
    1.136786E+04   1.0000E-099   1.8279E-002   9.8172E-001   8.7615E-024
    1.167027E+04   1.0000E-099   9.3445E-002   9.0655E-001   1.7946E-027
    1.185735E+04   1.0000E-099   1.9126E-001   8.0874E-001   5.8603E-029
    1.198132E+04   1.0000E-099   5.0330E-001   4.9670E-001   4.4640E-033
    1.207995E+04   1.0000E-099   7.8549E-001   2.1451E-001   3.2674E-037
    1.216774E+04   1.0000E-099   8.8427E-001   1.1573E-001   8.7517E-040
    1.225420E+04   1.0000E-099   9.4240E-001   5.7602E-002   2.0357E-042
    1.234075E+04   1.0000E-099   9.7274E-001   2.7263E-002   4.5535E-045
    1.244043E+04   1.0000E-099   9.8584E-001   1.4164E-002   2.5651E-047
    1.256653E+04   1.0000E-099   9.9010E-001   9.9033E-003   1.1888E-048
    1.291944E+04   1.0000E-099   9.8731E-001   1.2691E-002   1.7346E-048
    1.356464E+04   1.0000E-099   9.5793E-001   4.2067E-002   1.4733E-045
    1.414194E+04   1.0000E-099   9.3190E-001   6.8097E-002   1.2324E-044
    1.463678E+04   1.0000E-099   9.4790E-001   5.2096E-002   4.5112E-046
    1.515385E+04   1.0000E-099   9.6156E-001   3.8436E-002   2.5240E-047
    1.570238E+04   1.0000E-099   9.8030E-001   1.9699E-002   2.8924E-049
    1.628316E+04   1.0000E-099   9.9558E-001   4.4176E-003   1.3226E-052
    1.695591E+04   1.0000E-099   9.9892E-001   1.0837E-003   1.2838E-052
    1.773545E+04   1.0000E-099   9.9969E-001   3.0927E-004   1.8864E-052
    1.852426E+04   1.0000E-099   9.9988E-001   1.2471E-004   2.7434E-052
    1.933673E+04   1.0000E-099   9.9994E-001   6.4568E-005   3.7220E-052
    2.006825E+04   1.0000E-099   9.9995E-001   5.4243E-005   3.5408E-052
    2.082304E+04   1.0000E-099   9.9995E-001   4.9890E-005   3.2235E-052
    2.162788E+04   1.0000E-099   9.9996E-001   3.6238E-005   3.4562E-052
    2.248295E+04   1.0000E-099   9.9996E-001   3.7681E-005   2.9257E-052
    2.340334E+04   1.0000E-099   9.9997E-001   2.6984E-005   3.1010E-052
    2.427003E+04   1.0000E-099   9.9997E-001   2.9504E-005   2.6581E-052
    2.528269E+04   1.0000E-099   9.9997E-001   2.8721E-005   2.5114E-052
    2.627013E+04   1.0000E-099   9.9998E-001   2.2777E-005   2.6042E-052
    2.723040E+04   1.0000E-099   9.9997E-001   3.4858E-005   2.1765E-052
    2.827004E+04   1.0000E-099   9.9996E-001   3.9646E-005   2.0283E-052
    2.934273E+04   1.0000E-099   9.9995E-001   4.9953E-005   1.8319E-052
    3.052012E+04   1.0000E-099   9.9994E-001   5.6914E-005   1.7028E-052
    3.176086E+04   1.0000E-099   9.9994E-001   5.7713E-005   1.6361E-052
    3.295538E+04   1.0000E-099   9.9995E-001   5.1249E-005   1.6220E-052
    3.403161E+04   1.0000E-099   9.9995E-001   4.7343E-005   1.6003E-052
    3.500379E+04   1.0000E-099   9.9995E-001   4.8200E-005   1.5629E-052
    3.593430E+04   1.0000E-099   9.9995E-001   5.1413E-005   1.5302E-052
    3.686142E+04   1.0000E-099   9.9994E-001   5.5087E-005   1.5111E-052
    3.781660E+04   1.0000E-099   9.9994E-001   5.7320E-005   1.5071E-052
    3.881204E+04   1.0000E-099   9.9994E-001   5.6260E-005   1.5168E-052
    3.984228E+04   1.0000E-099   9.9995E-001   5.3242E-005   1.5356E-052
    4.090108E+04   1.0000E-099   9.9995E-001   4.9566E-005   1.5599E-052
    4.198933E+04   1.0000E-099   9.9995E-001   4.5864E-005   1.5872E-052
    4.310952E+04   1.0000E-099   9.9996E-001   4.2513E-005   1.6157E-052
    4.426353E+04   1.0000E-099   9.9996E-001   3.9718E-005   1.6438E-052
    4.545322E+04   1.0000E-099   9.9996E-001   3.7667E-005   1.6700E-052
    4.667980E+04   1.0000E-099   9.9996E-001   3.6498E-005   1.6932E-052
    4.794258E+04   1.0000E-099   9.9996E-001   3.6113E-005   1.7153E-052
    4.924062E+04   1.0000E-099   9.9996E-001   3.6331E-005   1.7411E-052
    5.057272E+04   1.0000E-099   9.9996E-001   3.7016E-005   1.7769E-052
    5.193717E+04   1.0000E-099   9.9996E-001   3.8026E-005   1.8312E-052
    5.333235E+04   1.0000E-099   9.9996E-001   3.9157E-005   1.9157E-052
    5.475676E+04   1.0000E-099   9.9996E-001   4.0131E-005   2.0451E-052
    5.620758E+04   1.0000E-099   9.9996E-001   4.0689E-005   2.2377E-052
    5.768166E+04   1.0000E-099   9.9996E-001   4.0702E-005   2.5175E-052
    5.917412E+04   1.0000E-099   9.9996E-001   4.0245E-005   2.9143E-052
    6.067730E+04   1.0000E-099   9.9996E-001   3.9424E-005   3.4653E-052
    6.217708E+04   1.0000E-099   9.9996E-001   3.8300E-005   4.2144E-052
    6.366086E+04   1.0000E-099   9.9996E-001   3.6944E-005   5.2137E-052
    6.510379E+04   1.0000E-099   9.9996E-001   3.5413E-005   6.5087E-052
    6.648389E+04   1.0000E-099   9.9997E-001   3.3848E-005   8.1299E-052
    6.776932E+04   1.0000E-099   9.9997E-001   3.2149E-005   1.0079E-051
    6.895129E+04   1.0000E-099   9.9997E-001   2.9477E-005   1.2340E-051
    6.949055E+04   1.0000E-099   9.9997E-001   2.6378E-005   1.3584E-051
    6.976176E+04   1.0000E-099   9.9998E-001   2.3879E-005   1.4271E-051
    6.989776E+04   1.0000E-099   9.9998E-001   2.1768E-005   1.4653E-051
    6.996586E+04   1.0000E-099   9.9998E-001   2.0264E-005   1.4867E-051
    6.999823E+04   1.0000E-099   9.9998E-001   1.9233E-005   1.4979E-051
    6.999993E+04   1.0000E-099   9.9998E-001   1.9133E-005   1.4992E-051
#TIME:     0.605
#NVEL: 115
#vel_mid[km/s]           mg0           mg1           mg2           mg3
    8.484664E+02   1.0000E-099   1.0268E-010   7.8400E-006   9.9999E-001
    8.543246E+02   1.0000E-099   1.0268E-010   7.8400E-006   9.9999E-001
    8.721432E+02   1.0000E-099   1.0268E-010   7.8400E-006   9.9999E-001
    9.089031E+02   1.0000E-099   1.0269E-010   7.8401E-006   9.9999E-001
    9.682894E+02   1.0000E-099   1.0269E-010   7.8405E-006   9.9999E-001
    1.029084E+03   1.0000E-099   1.0275E-010   7.8432E-006   9.9999E-001
    1.093701E+03   1.0000E-099   1.0286E-010   7.8492E-006   9.9999E-001
    1.162375E+03   1.0000E-099   1.0265E-010   7.8397E-006   9.9999E-001
    1.235362E+03   1.0000E-099   9.9679E-011   7.6913E-006   9.9999E-001
    1.312931E+03   1.0000E-099   8.2548E-011   6.8200E-006   9.9999E-001
    1.395371E+03   1.0000E-099   3.3745E-011   4.1337E-006   1.0000E+000
    1.482988E+03   1.0000E-099   1.5959E-011   2.9436E-006   1.0000E+000
    1.576106E+03   1.0000E-099   1.4271E-011   2.8117E-006   1.0000E+000
    1.675071E+03   1.0000E-099   9.2963E-012   2.3791E-006   1.0000E+000
    1.780251E+03   1.0000E-099   5.2605E-012   1.9410E-006   1.0000E+000
    1.892034E+03   1.0000E-099   3.4530E-012   1.6425E-006   1.0000E+000
    2.010837E+03   1.0000E-099   2.0948E-012   1.4019E-006   1.0000E+000
    2.137099E+03   1.0000E-099   1.3157E-012   1.1908E-006   1.0000E+000
    2.271289E+03   1.0000E-099   8.0022E-013   1.0213E-006   1.0000E+000
    2.413905E+03   1.0000E-099   5.1287E-013   8.7957E-007   1.0000E+000
    2.565477E+03   1.0000E-099   3.7078E-013   7.8405E-007   1.0000E+000
    2.726565E+03   1.0000E-099   3.0570E-013   7.1751E-007   1.0000E+000
    2.897769E+03   1.0000E-099   2.9885E-013   6.7831E-007   1.0000E+000
    3.079722E+03   1.0000E-099   3.5202E-013   6.6134E-007   1.0000E+000
    3.273101E+03   1.0000E-099   5.6126E-013   7.0819E-007   1.0000E+000
    3.478622E+03   1.0000E-099   1.3521E-012   8.1163E-007   1.0000E+000
    3.697048E+03   1.0000E-099   4.1653E-012   1.2894E-006   1.0000E+000
    3.929188E+03   1.0000E-099   7.7026E-012   1.8534E-006   1.0000E+000
    4.175906E+03   1.0000E-099   4.9232E-011   5.0736E-006   9.9999E-001
    4.438115E+03   1.0000E-099   1.2841E-010   1.1318E-005   9.9999E-001
    4.716788E+03   1.0000E-099   1.4411E-010   1.2874E-005   9.9999E-001
    5.012959E+03   1.0000E-099   1.1236E-010   1.0696E-005   9.9999E-001
    5.327727E+03   1.0000E-099   8.5505E-011   8.7043E-006   9.9999E-001
    5.662260E+03   1.0000E-099   7.7792E-011   8.2684E-006   9.9999E-001
    6.017798E+03   1.0000E-099   7.7436E-011   8.3633E-006   9.9999E-001
    6.395661E+03   1.0000E-099   9.8231E-011   1.0407E-005   9.9999E-001
    6.797251E+03   1.0000E-099   1.4563E-010   1.5034E-005   9.9998E-001
    7.224056E+03   1.0000E-099   2.2711E-010   2.2549E-005   9.9998E-001
    7.677661E+03   1.0000E-099   3.9991E-010   3.8282E-005   9.9996E-001
    8.159748E+03   1.0000E-099   8.4609E-010   7.6132E-005   9.9992E-001
    8.672106E+03   1.0000E-099   4.2592E-009   3.5026E-004   9.9965E-001
    9.216636E+03   1.0000E-099   2.4032E-007   1.4564E-002   9.8544E-001
    9.793140E+03   1.0000E-099   2.6728E-005   9.6861E-001   3.1359E-002
    1.026683E+04   1.0000E-099   4.1590E-005   9.9996E-001   1.9772E-006
    1.070804E+04   1.0000E-099   9.7008E-005   9.9990E-001   9.2550E-012
    1.120152E+04   1.0000E-099   4.6061E-003   9.9539E-001   5.7988E-022
    1.159423E+04   1.0000E-099   9.4241E-002   9.0576E-001   2.9590E-028
    1.180243E+04   1.0000E-099   2.1128E-001   7.8872E-001   8.0499E-030
    1.192916E+04   1.0000E-099   4.1208E-001   5.8792E-001   2.4180E-032
    1.202084E+04   1.0000E-099   6.8670E-001   3.1330E-001   6.7991E-036
    1.209768E+04   1.0000E-099   8.4258E-001   1.5742E-001   6.3872E-039
    1.216841E+04   1.0000E-099   9.0872E-001   9.1280E-002   4.2336E-041
    1.223949E+04   1.0000E-099   9.5144E-001   4.8559E-002   1.9504E-043
    1.231406E+04   1.0000E-099   9.7483E-001   2.5170E-002   9.4290E-046
    1.239842E+04   1.0000E-099   9.8582E-001   1.4179E-002   1.0096E-047
    1.256481E+04   1.0000E-099   9.9202E-001   7.9810E-003   8.7762E-050
    1.321135E+04   1.0000E-099   9.8537E-001   1.4632E-002   5.7738E-049
    1.378971E+04   1.0000E-099   9.6821E-001   3.1792E-002   3.0844E-047
    1.426236E+04   1.0000E-099   9.6672E-001   3.3278E-002   1.2670E-047
    1.471893E+04   1.0000E-099   9.7888E-001   2.1117E-002   1.7289E-049
    1.520339E+04   1.0000E-099   9.8995E-001   1.0049E-002   2.5395E-051
    1.569984E+04   1.0000E-099   9.9679E-001   3.2077E-003   1.5800E-052
    1.625603E+04   1.0000E-099   9.9917E-001   8.2875E-004   1.1576E-052
    1.692188E+04   1.0000E-099   9.9981E-001   1.8838E-004   1.6864E-052
    1.755155E+04   1.0000E-099   9.9994E-001   5.5962E-005   2.9069E-052
    1.815678E+04   1.0000E-099   9.9998E-001   2.3633E-005   4.4920E-052
    1.877630E+04   1.0000E-099   9.9999E-001   1.1268E-005   6.5969E-052
    1.943029E+04   1.0000E-099   9.9999E-001   5.5524E-006   9.3392E-052
    2.010428E+04   1.0000E-099   1.0000E+000   4.1993E-006   8.7197E-052
    2.090850E+04   1.0000E-099   1.0000E+000   3.1894E-006   7.6508E-052
    2.182676E+04   1.0000E-099   1.0000E+000   2.0401E-006   7.7598E-052
    2.283367E+04   1.0000E-099   1.0000E+000   1.7627E-006   6.1392E-052
    2.394324E+04   1.0000E-099   1.0000E+000   1.5451E-006   5.2880E-052
    2.516734E+04   1.0000E-099   1.0000E+000   1.7811E-006   4.1734E-052
    2.638649E+04   1.0000E-099   1.0000E+000   1.4973E-006   4.1378E-052
    2.758311E+04   1.0000E-099   1.0000E+000   2.7404E-006   2.9745E-052
    2.884269E+04   1.0000E-099   1.0000E+000   3.9154E-006   2.5004E-052
    3.014497E+04   1.0000E-099   9.9999E-001   6.1224E-006   2.0937E-052
    3.148085E+04   1.0000E-099   9.9999E-001   8.2038E-006   1.8837E-052
    3.276289E+04   1.0000E-099   9.9999E-001   8.8166E-006   1.8059E-052
    3.391810E+04   1.0000E-099   9.9999E-001   9.6238E-006   1.7375E-052
    3.495083E+04   1.0000E-099   9.9999E-001   1.2123E-005   1.6480E-052
    3.592850E+04   1.0000E-099   9.9998E-001   1.6369E-005   1.5692E-052
    3.688885E+04   1.0000E-099   9.9998E-001   2.1937E-005   1.5144E-052
    3.786912E+04   1.0000E-099   9.9997E-001   2.7784E-005   1.4836E-052
    3.888044E+04   1.0000E-099   9.9997E-001   3.2039E-005   1.4747E-052
    3.991994E+04   1.0000E-099   9.9997E-001   3.4627E-005   1.4807E-052
    4.098383E+04   1.0000E-099   9.9996E-001   3.5870E-005   1.4976E-052
    4.207443E+04   1.0000E-099   9.9996E-001   3.6065E-005   1.5228E-052
    4.319619E+04   1.0000E-099   9.9996E-001   3.5626E-005   1.5539E-052
    4.435339E+04   1.0000E-099   9.9997E-001   3.4943E-005   1.5887E-052
    4.555005E+04   1.0000E-099   9.9997E-001   3.4396E-005   1.6242E-052
    4.678738E+04   1.0000E-099   9.9997E-001   3.4284E-005   1.6577E-052
    4.806468E+04   1.0000E-099   9.9997E-001   3.4640E-005   1.6896E-052
    4.937985E+04   1.0000E-099   9.9996E-001   3.5381E-005   1.7242E-052
    5.073002E+04   1.0000E-099   9.9996E-001   3.6436E-005   1.7679E-052
    5.211198E+04   1.0000E-099   9.9996E-001   3.7700E-005   1.8300E-052
    5.352349E+04   1.0000E-099   9.9996E-001   3.8985E-005   1.9233E-052
    5.496004E+04   1.0000E-099   9.9996E-001   4.0023E-005   2.0631E-052
    5.642085E+04   1.0000E-099   9.9996E-001   4.0580E-005   2.2690E-052
    5.789881E+04   1.0000E-099   9.9996E-001   4.0566E-005   2.5649E-052
    5.939226E+04   1.0000E-099   9.9996E-001   4.0083E-005   2.9819E-052
    6.088737E+04   1.0000E-099   9.9996E-001   3.9241E-005   3.5555E-052
    6.237825E+04   1.0000E-099   9.9996E-001   3.8100E-005   4.3321E-052
    6.383998E+04   1.0000E-099   9.9996E-001   3.6744E-005   5.3543E-052
    6.526223E+04   1.0000E-099   9.9996E-001   3.5226E-005   6.6731E-052
    6.660986E+04   1.0000E-099   9.9997E-001   3.3687E-005   8.2997E-052
    6.786444E+04   1.0000E-099   9.9997E-001   3.1979E-005   1.0242E-051
    6.899777E+04   1.0000E-099   9.9997E-001   2.9249E-005   1.2441E-051
    6.951321E+04   1.0000E-099   9.9997E-001   2.6192E-005   1.3639E-051
    6.977237E+04   1.0000E-099   9.9998E-001   2.3731E-005   1.4300E-051
    6.990232E+04   1.0000E-099   9.9998E-001   2.1674E-005   1.4667E-051
    6.996738E+04   1.0000E-099   9.9998E-001   2.0219E-005   1.4871E-051
    6.999830E+04   1.0000E-099   9.9998E-001   1.9226E-005   1.4979E-051
    6.999993E+04   1.0000E-099   9.9998E-001   1.9130E-005   1.4991E-051
#TIME:     0.733
#NVEL: 115
#vel_mid[km/s]           mg0           mg1           mg2           mg3
    8.484664E+02   1.0000E-099   1.4244E-010   1.0680E-005   9.9999E-001
    8.528610E+02   1.0000E-099   1.4244E-010   1.0680E-005   9.9999E-001
    8.661820E+02   1.0000E-099   1.4244E-010   1.0680E-005   9.9999E-001
    8.934513E+02   1.0000E-099   1.4244E-010   1.0680E-005   9.9999E-001
    9.472405E+02   1.0000E-099   1.4246E-010   1.0681E-005   9.9999E-001
    1.007109E+03   1.0000E-099   1.4253E-010   1.0685E-005   9.9999E-001
    1.070759E+03   1.0000E-099   1.4262E-010   1.0692E-005   9.9999E-001
    1.138432E+03   1.0000E-099   1.4181E-010   1.0652E-005   9.9999E-001
    1.210381E+03   1.0000E-099   1.3630E-010   1.0338E-005   9.9999E-001
    1.286878E+03   1.0000E-099   1.1041E-010   8.7937E-006   9.9999E-001
    1.368209E+03   1.0000E-099   5.1898E-011   5.1731E-006   9.9999E-001
    1.454681E+03   1.0000E-099   2.3467E-011   3.1936E-006   1.0000E+000
    1.546618E+03   1.0000E-099   1.7081E-011   2.6924E-006   1.0000E+000
    1.644365E+03   1.0000E-099   1.1629E-011   2.2221E-006   1.0000E+000
    1.748290E+03   1.0000E-099   6.5603E-012   1.7178E-006   1.0000E+000
    1.858783E+03   1.0000E-099   4.0330E-012   1.3872E-006   1.0000E+000
    1.976259E+03   1.0000E-099   2.4068E-012   1.1379E-006   1.0000E+000
    2.101160E+03   1.0000E-099   1.4499E-012   9.4098E-007   1.0000E+000
    2.233954E+03   1.0000E-099   8.5111E-013   7.8352E-007   1.0000E+000
    2.375142E+03   1.0000E-099   5.2291E-013   6.6313E-007   1.0000E+000
    2.525252E+03   1.0000E-099   3.5954E-013   5.8032E-007   1.0000E+000
    2.684850E+03   1.0000E-099   2.8406E-013   5.2559E-007   1.0000E+000
    2.854534E+03   1.0000E-099   2.6950E-013   4.9531E-007   1.0000E+000
    3.034942E+03   1.0000E-099   3.0688E-013   4.8203E-007   1.0000E+000
    3.226752E+03   1.0000E-099   4.7664E-013   5.2036E-007   1.0000E+000
    3.430685E+03   1.0000E-099   1.0247E-012   5.8962E-007   1.0000E+000
    3.647506E+03   1.0000E-099   3.7651E-012   1.0526E-006   1.0000E+000
    3.878031E+03   1.0000E-099   8.7529E-012   1.7044E-006   1.0000E+000
    4.123125E+03   1.0000E-099   3.9004E-011   4.6513E-006   1.0000E+000
    4.383709E+03   1.0000E-099   1.8696E-010   1.8725E-005   9.9998E-001
    4.660762E+03   1.0000E-099   2.6379E-010   2.6482E-005   9.9997E-001
    4.955325E+03   1.0000E-099   2.3147E-010   2.4265E-005   9.9998E-001
    5.268505E+03   1.0000E-099   1.7562E-010   1.9493E-005   9.9998E-001
    5.601477E+03   1.0000E-099   1.5602E-010   1.8169E-005   9.9998E-001
    5.955494E+03   1.0000E-099   1.5377E-010   1.8321E-005   9.9998E-001
    6.331885E+03   1.0000E-099   1.9330E-010   2.2968E-005   9.9998E-001
    6.732064E+03   1.0000E-099   2.9347E-010   3.4637E-005   9.9997E-001
    7.157534E+03   1.0000E-099   4.8070E-010   5.5305E-005   9.9994E-001
    7.609895E+03   1.0000E-099   8.9256E-010   1.0015E-004   9.9990E-001
    8.090845E+03   1.0000E-099   1.9967E-009   2.1248E-004   9.9979E-001
    8.602191E+03   1.0000E-099   1.0420E-008   1.0317E-003   9.9897E-001
    9.145855E+03   1.0000E-099   5.1679E-007   3.9350E-002   9.6065E-001
    9.716757E+03   1.0000E-099   2.0576E-005   9.8463E-001   1.5348E-002
    1.017136E+04   1.0000E-099   3.0239E-005   9.9997E-001   1.3494E-006
    1.058976E+04   1.0000E-099   6.4565E-005   9.9994E-001   1.0227E-011
    1.103681E+04   1.0000E-099   1.5250E-003   9.9848E-001   1.6924E-020
    1.143091E+04   1.0000E-099   6.0453E-002   9.3955E-001   1.4292E-028
    1.169743E+04   1.0000E-099   2.5866E-001   7.4134E-001   1.2655E-031
    1.185375E+04   1.0000E-099   4.4212E-001   5.5788E-001   1.4085E-033
    1.195751E+04   1.0000E-099   6.5242E-001   3.4758E-001   4.2344E-036
    1.203767E+04   1.0000E-099   8.2877E-001   1.7123E-001   2.7370E-039
    1.210835E+04   1.0000E-099   9.1921E-001   8.0789E-002   2.7922E-042
    1.217533E+04   1.0000E-099   9.5975E-001   4.0248E-002   7.4120E-045
    1.224092E+04   1.0000E-099   9.7788E-001   2.2123E-002   5.7330E-047
    1.231061E+04   1.0000E-099   9.8682E-001   1.3179E-002   9.5711E-049
    1.238832E+04   1.0000E-099   9.9158E-001   8.4226E-003   2.9162E-050
    1.249177E+04   1.0000E-099   9.9456E-001   5.4393E-003   1.0228E-051
    1.273320E+04   1.0000E-099   9.9697E-001   3.0305E-003   8.8875E-053
    1.314431E+04   1.0000E-099   9.9816E-001   1.8436E-003   7.8954E-053
    1.356973E+04   1.0000E-099   9.9889E-001   1.1087E-003   7.8721E-053
    1.397745E+04   1.0000E-099   9.9949E-001   5.1401E-004   7.9331E-053
    1.437971E+04   1.0000E-099   9.9981E-001   1.8827E-004   8.2797E-053
    1.481384E+04   1.0000E-099   9.9994E-001   5.5681E-005   9.1939E-053
    1.527443E+04   1.0000E-099   9.9999E-001   1.3224E-005   1.0862E-052
    1.573281E+04   1.0000E-099   1.0000E+000   3.3991E-006   1.3547E-052
    1.619433E+04   1.0000E-099   1.0000E+000   1.1094E-006   1.8331E-052
    1.667669E+04   1.0000E-099   1.0000E+000   3.5608E-007   2.7786E-052
    1.717287E+04   1.0000E-099   1.0000E+000   1.1548E-007   4.7393E-052
    1.768426E+04   1.0000E-099   1.0000E+000   4.9848E-008   8.6668E-052
    1.825695E+04   1.0000E-099   1.0000E+000   2.9620E-008   1.5522E-051
    1.899553E+04   1.0000E-099   1.0000E+000   1.6321E-008   2.7831E-051
    1.999671E+04   1.0000E-099   1.0000E+000   1.3340E-008   3.2315E-051
    2.125276E+04   1.0000E-099   1.0000E+000   1.6404E-008   2.2248E-051
    2.259595E+04   1.0000E-099   1.0000E+000   1.8860E-008   1.6647E-051
    2.402403E+04   1.0000E-099   1.0000E+000   2.9433E-008   1.0854E-051
    2.554236E+04   1.0000E-099   1.0000E+000   4.7328E-008   7.4101E-052
    2.715756E+04   1.0000E-099   1.0000E+000   6.5913E-008   5.7834E-052
    2.877497E+04   1.0000E-099   1.0000E+000   1.5678E-007   3.5154E-052
    3.035869E+04   1.0000E-099   1.0000E+000   3.0907E-007   2.6461E-052
    3.187471E+04   1.0000E-099   1.0000E+000   5.1528E-007   2.2399E-052
    3.324789E+04   1.0000E-099   1.0000E+000   6.8178E-007   2.0534E-052
    3.445101E+04   1.0000E-099   1.0000E+000   1.0493E-006   1.8629E-052
    3.554577E+04   1.0000E-099   1.0000E+000   1.9245E-006   1.6779E-052
    3.658462E+04   1.0000E-099   1.0000E+000   3.7079E-006   1.5390E-052
    3.762248E+04   1.0000E-099   9.9999E-001   6.7028E-006   1.4484E-052
    3.867668E+04   1.0000E-099   9.9999E-001   1.0636E-005   1.3989E-052
    3.975213E+04   1.0000E-099   9.9999E-001   1.4920E-005   1.3774E-052
    4.084453E+04   1.0000E-099   9.9998E-001   1.9119E-005   1.3773E-052
    4.195824E+04   1.0000E-099   9.9998E-001   2.2718E-005   1.3950E-052
    4.309818E+04   1.0000E-099   9.9997E-001   2.5482E-005   1.4278E-052
    4.426979E+04   1.0000E-099   9.9997E-001   2.7480E-005   1.4721E-052
    4.547749E+04   1.0000E-099   9.9997E-001   2.9010E-005   1.5232E-052
