#NTIMES:    60
#NSTAGES:     5
#TIMES[d]:     2.000    2.001    2.002    2.003    2.005    2.010    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   37.960   41.760   45.940   50.530   55.580   61.140   67.250   73.970   81.370   89.510   98.460  108.300  118.000  128.000  138.000  148.000  158.000  168.000  180.000  190.000  200.000
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]           si0           si1           si2           si3           si4
    2.432621E+04   1.0000E-099   1.0000E+000   1.6903E-008   2.1384E-022   4.5884E-030
    2.524083E+04   1.0000E-099   1.0000E+000   1.3671E-008   2.1887E-022   3.7792E-030
    2.615666E+04   1.0000E-099   1.0000E+000   1.0682E-008   2.2364E-022   3.0024E-030
    2.707356E+04   1.0000E-099   1.0000E+000   8.0058E-009   2.2817E-022   2.2868E-030
    2.799150E+04   1.0000E-099   1.0000E+000   5.7732E-009   2.3245E-022   1.6763E-030
    2.891055E+04   1.0000E-099   1.0000E+000   4.1098E-009   2.3656E-022   1.2126E-030
    2.983087E+04   1.0000E-099   1.0000E+000   3.0131E-009   2.4050E-022   9.0283E-031
    3.075270E+04   1.0000E-099   1.0000E+000   2.3493E-009   2.4432E-022   7.1426E-031
    3.167645E+04   1.0000E-099   1.0000E+000   1.9341E-009   2.4805E-022   5.9619E-031
    3.260268E+04   1.0000E-099   1.0000E+000   1.6182E-009   2.5165E-022   5.0542E-031
    3.353223E+04   1.0000E-099   1.0000E+000   1.3333E-009   2.5512E-022   4.2175E-031
    3.446626E+04   1.0000E-099   1.0000E+000   1.0794E-009   2.5845E-022   3.4564E-031
    3.540638E+04   1.0000E-099   1.0000E+000   8.7458E-010   2.6165E-022   2.8339E-031
    3.635490E+04   1.0000E-099   1.0000E+000   7.0435E-010   2.6472E-022   2.3087E-031
    3.731507E+04   1.0000E-099   1.0000E+000   5.4476E-010   2.6768E-022   1.8055E-031
    3.829161E+04   1.0000E-099   1.0000E+000   3.9589E-010   2.7056E-022   1.3262E-031
