#NTIMES:    60
#NSTAGES:     5
#TIMES[d]:     2.000    2.001    2.002    2.003    2.005    2.010    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   37.960   41.760   45.940   50.530   55.580   61.140   67.250   73.970   81.370   89.510   98.460  108.300  118.000  128.000  138.000  148.000  158.000  168.000  180.000  190.000  200.000
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]           ca0           ca1           ca2           ca3           ca4
    1.806905E+03   1.0000E-099   8.5058E-022   3.4537E-015   2.7453E-007   1.0000E+000
    1.980279E+03   1.0000E-099   1.0748E-021   4.1204E-015   3.0194E-007   1.0000E+000
    2.170289E+03   1.0000E-099   1.4879E-021   5.2706E-015   3.4504E-007   1.0000E+000
    2.378531E+03   1.0000E-099   2.3684E-021   7.5098E-015   4.1837E-007   1.0000E+000
    2.606754E+03   1.0000E-099   4.6317E-021   1.2571E-014   5.5379E-007   1.0000E+000
    2.858101E+03   1.0000E-099   1.2613E-020   2.7322E-014   8.5195E-007   1.0000E+000
    3.109243E+03   1.0000E-099   5.0734E-020   8.1850E-014   1.5778E-006   1.0000E+000
    3.316877E+03   1.0000E-099   2.4624E-019   2.9237E-013   3.2562E-006   1.0000E+000
    3.485311E+03   1.0000E-099   1.3520E-018   1.1936E-012   7.3078E-006   9.9999E-001
    3.622380E+03   1.0000E-099   8.1207E-018   5.4592E-012   1.7569E-005   9.9998E-001
    3.733454E+03   1.0000E-099   5.1007E-017   2.7004E-011   4.4170E-005   9.9996E-001
    3.831415E+03   1.0000E-099   3.8663E-016   1.6415E-010   1.2460E-004   9.9988E-001
    3.916769E+03   1.0000E-099   3.4963E-015   1.2184E-009   3.9200E-004   9.9961E-001
    3.987480E+03   1.0000E-099   3.3691E-014   9.9351E-009   1.2935E-003   9.9871E-001
    4.048227E+03   1.0000E-099   3.7276E-013   9.4825E-008   4.6408E-003   9.9536E-001
    4.101072E+03   1.0000E-099   4.9058E-012   1.0895E-006   1.8341E-002   9.8166E-001
    4.146681E+03   1.0000E-099   7.3141E-011   1.4301E-005   7.6356E-002   9.2363E-001
    4.185285E+03   1.0000E-099   9.9254E-010   1.7260E-004   2.7914E-001   7.2069E-001
    4.219120E+03   1.0000E-099   9.5254E-009   1.4807E-003   6.6787E-001   3.3065E-001
    4.249228E+03   1.0000E-099   5.9037E-008   8.1914E-003   9.1698E-001   7.4826E-002
    4.275678E+03   1.0000E-099   3.0575E-007   3.8021E-002   9.5086E-001   1.1117E-002
    4.299131E+03   1.0000E-099   1.4789E-006   1.6743E-001   8.3138E-001   1.1823E-003
    4.318709E+03   1.0000E-099   4.8654E-006   5.1270E-001   4.8721E-001   7.9464E-005
    4.336485E+03   1.0000E-099   8.9216E-006   8.6483E-001   1.3516E-001   2.0717E-006
    4.351981E+03   1.0000E-099   1.1491E-005   9.7776E-001   2.2231E-002   2.7625E-008
    4.364624E+03   1.0000E-099   1.3711E-005   9.9701E-001   2.9715E-003   2.6167E-010
    4.374888E+03   1.0000E-099   1.6187E-005   9.9964E-001   3.4660E-004   1.8297E-012
    4.383476E+03   1.0000E-099   1.9294E-005   9.9994E-001   3.7568E-005   1.0724E-014
    4.391667E+03   1.0000E-099   2.4724E-005   9.9997E-001   3.3377E-006   3.9736E-017
    4.399102E+03   1.0000E-099   3.5391E-005   9.9996E-001   2.7599E-007   1.2620E-019
    4.405747E+03   1.0000E-099   5.6130E-005   9.9994E-001   1.9619E-008   2.9003E-022
    4.412008E+03   1.0000E-099   1.0141E-004   9.9990E-001   9.0521E-010   5.8388E-024
    4.417791E+03   1.0000E-099   1.9985E-004   9.9980E-001   3.0403E-011   6.0073E-024
    4.423266E+03   1.0000E-099   4.1850E-004   9.9958E-001   8.7006E-013   6.5067E-024
    4.428324E+03   1.0000E-099   9.1765E-004   9.9908E-001   2.3376E-014   6.9409E-024
    4.433005E+03   1.0000E-099   2.0353E-003   9.9796E-001   5.6924E-016   7.6131E-024
    4.438537E+03   1.0000E-099   4.8002E-003   9.9520E-001   9.2195E-018   8.7823E-024
    4.445733E+03   1.0000E-099   1.1681E-002   9.8832E-001   1.4305E-019   9.8144E-024
    4.453796E+03   1.0000E-099   2.7062E-002   9.7294E-001   3.4497E-021   1.0182E-023
    4.464985E+03   1.0000E-099   7.7498E-002   9.2250E-001   2.2342E-022   9.9310E-024
    4.502280E+03   1.0000E-099   3.9754E-001   6.0246E-001   1.3942E-022   6.8194E-024
    4.556641E+03   1.0000E-099   7.7103E-001   2.2897E-001   7.4066E-023   2.7524E-024
    4.651283E+03   1.0000E-099   9.4797E-001   5.2029E-002   3.9278E-023   6.6995E-025
    4.784543E+03   1.0000E-099   9.9483E-001   5.1717E-003   2.9437E-023   7.1799E-026
    5.048234E+03   1.0000E-099   9.9942E-001   5.8483E-004   3.0860E-023   9.3309E-027
    5.523686E+03   1.0000E-099   9.9956E-001   4.3570E-004   3.8686E-023   8.8090E-027
    6.057531E+03   1.0000E-099   9.9952E-001   4.7990E-004   4.8472E-023   1.2174E-026
