#NTIMES: 4
#NWAVE: 10000
#TIMES[d]: 5.0 10.0 15.0 20.0
#wavelength[Ang] flux_t0[erg/s/Ang] flux_t1[erg/s/Ang] ... flux_tn[erg/s/Ang]
1.480385E+04 5.586835E+36 2.596813E+37 3.523987E+37 3.632140E+37
1.476124E+04 5.653868E+36 2.621099E+37 3.560688E+37 3.665638E+37
1.471887E+04 5.713158E+36 2.645994E+37 3.595692E+37 3.696685E+37
1.467674E+04 5.767646E+36 2.671482E+37 3.631341E+37 3.727987E+37
1.463486E+04 5.818710E+36 2.699060E+37 3.665465E+37 3.760139E+37
1.459321E+04 5.867584E+36 2.725004E+37 3.698932E+37 3.791765E+37
1.455180E+04 5.915709E+36 2.750052E+37 3.731303E+37 3.823700E+37
1.451063E+04 5.965263E+36 2.773940E+37 3.764399E+37 3.854013E+37
1.446969E+04 6.019704E+36 2.798217E+37 3.796832E+37 3.882679E+37
1.442897E+04 6.079972E+36 2.823002E+37 3.828617E+37 3.910497E+37
1.438849E+04 6.149925E+36 2.847506E+37 3.861352E+37 3.937978E+37
1.434823E+04 6.216704E+36 2.871908E+37 3.894814E+37 3.966520E+37
1.430820E+04 6.277408E+36 2.896663E+37 3.925922E+37 3.996076E+37
1.426839E+04 6.334054E+36 2.920671E+37 3.956514E+37 4.030012E+37
1.422880E+04 6.388565E+36 2.944940E+37 3.987281E+37 4.067158E+37
1.418943E+04 6.440983E+36 2.968958E+37 4.019616E+37 4.104259E+37
1.415028E+04 6.492523E+36 2.994092E+37 4.053492E+37 4.142931E+37
1.411134E+04 6.543113E+36 3.018808E+37 4.088599E+37 4.179656E+37
1.407261E+04 6.591878E+36 3.043987E+37 4.124506E+37 4.215441E+37
1.403410E+04 6.639755E+36 3.070193E+37 4.160740E+37 4.251162E+37
1.399580E+04 6.687375E+36 3.098810E+37 4.194996E+37 4.288460E+37
1.395771E+04 6.734520E+36 3.126273E+37 4.230319E+37 4.326134E+37
1.391982E+04 6.781300E+36 3.153495E+37 4.265911E+37 4.362876E+37
1.388214E+04 6.827412E+36 3.180540E+37 4.304655E+37 4.397592E+37
1.384466E+04 6.872153E+36 3.207589E+37 4.343774E+37 4.431952E+37
1.380739E+04 6.916395E+36 3.234328E+37 4.381414E+37 4.464966E+37
1.377031E+04 6.960836E+36 3.260425E+37 4.418454E+37 4.500353E+37
1.373343E+04 7.005534E+36 3.288791E+37 4.455085E+37 4.536394E+37
1.369675E+04 7.049580E+36 3.316952E+37 4.491206E+37 4.572230E+37
1.366027E+04 7.091478E+36 3.343098E+37 4.525884E+37 4.606634E+37
1.362398E+04 7.130285E+36 3.369296E+37 4.560120E+37 4.638740E+37
1.358788E+04 7.168824E+36 3.395543E+37 4.593699E+37 4.671204E+37
1.355197E+04 7.206487E+36 3.420645E+37 4.626289E+37 4.702807E+37
1.351625E+04 7.244699E+36 3.445212E+37 4.655887E+37 4.736010E+37
1.348072E+04 7.283693E+36 3.469656E+37 4.685770E+37 4.767850E+37
1.344538E+04 7.323602E+36 3.493525E+37 4.716507E+37 4.803018E+37
1.341022E+04 7.364336E+36 3.517851E+37 4.748724E+37 4.839066E+37
1.337524E+04 7.405821E+36 3.542263E+37 4.781713E+37 4.875743E+37
1.334045E+04 7.449649E+36 3.567399E+37 4.813907E+37 4.913578E+37
1.330583E+04 7.498279E+36 3.593079E+37 4.847131E+37 4.953660E+37
1.327140E+04 7.547309E+36 3.619274E+37 4.880938E+37 4.993152E+37
1.323714E+04 7.596485E+36 3.645607E+37 4.917665E+37 5.034577E+37
1.320306E+04 7.645270E+36 3.671747E+37 4.953257E+37 5.072814E+37
1.316916E+04 7.693970E+36 3.698264E+37 4.995063E+37 5.113476E+37
1.313543E+04 7.740759E+36 3.726256E+37 5.041412E+37 5.153591E+37
1.310187E+04 7.789500E+36 3.755052E+37 5.090590E+37 5.193645E+37
1.306848E+04 7.839368E+36 3.784289E+37 5.135357E+37 5.230689E+37
1.303526E+04 7.888211E+36 3.815538E+37 5.178606E+37 5.266092E+37
1.300221E+04 7.936371E+36 3.849470E+37 5.222187E+37 5.305036E+37
1.296933E+04 7.982774E+36 3.884237E+37 5.263745E+37 5.342236E+37
1.293661E+04 8.031728E+36 3.916987E+37 5.302843E+37 5.382812E+37
1.290406E+04 8.089069E+36 3.948423E+37 5.341440E+37 5.419338E+37
1.287167E+04 8.150001E+36 3.978994E+37 5.381715E+37 5.456555E+37
1.283944E+04 8.209433E+36 4.010092E+37 5.421607E+37 5.495045E+37
1.280738E+04 8.265530E+36 4.040767E+37 5.462692E+37 5.534427E+37
1.277547E+04 8.321150E+36 4.072141E+37 5.502712E+37 5.575540E+37
1.274372E+04 8.376425E+36 4.102568E+37 5.542539E+37 5.614958E+37
1.271213E+04 8.431841E+36 4.133354E+37 5.581337E+37 5.655494E+37
1.268070E+04 8.487683E+36 4.164965E+37 5.621719E+37 5.696910E+37
1.264942E+04 8.545247E+36 4.196789E+37 5.663959E+37 5.737989E+37
1.261830E+04 8.604275E+36 4.228195E+37 5.706067E+37 5.777995E+37
1.258732E+04 8.667099E+36 4.260249E+37 5.749560E+37 5.820447E+37
1.255650E+04 8.732974E+36 4.293544E+37 5.794178E+37 5.863188E+37
1.252583E+04 8.803181E+36 4.327423E+37 5.838655E+37 5.906620E+37
1.249531E+04 8.877061E+36 4.362561E+37 5.883727E+37 5.948786E+37
1.246494E+04 8.956983E+36 4.398580E+37 5.931292E+37 5.994719E+37
1.243472E+04 9.044623E+36 4.435930E+37 5.981592E+37 6.042154E+37
1.240464E+04 9.143867E+36 4.475871E+37 6.032927E+37 6.091728E+37
1.237471E+04 9.246016E+36 4.518346E+37 6.089332E+37 6.146954E+37
1.234492E+04 9.354116E+36 4.564176E+37 6.150767E+37 6.208663E+37
1.231527E+04 9.471110E+36 4.614166E+37 6.218602E+37 6.277745E+37
1.228577E+04 9.594010E+36 4.668399E+37 6.290636E+37 6.354261E+37
1.225640E+04 9.718243E+36 4.726616E+37 6.368066E+37 6.442821E+37
1.222718E+04 9.844356E+36 4.788718E+37 6.457000E+37 6.541954E+37
1.219810E+04 9.970956E+36 4.854961E+37 6.553715E+37 6.653961E+37
1.216915E+04 1.009661E+37 4.924230E+37 6.657047E+37 6.778719E+37
1.214034E+04 1.021470E+37 4.994068E+37 6.763019E+37 6.909569E+37
1.211167E+04 1.032289E+37 5.065744E+37 6.876319E+37 7.050089E+37
1.208313E+04 1.042055E+37 5.136242E+37 6.989298E+37 7.198261E+37
1.205473E+04 1.051090E+37 5.205025E+37 7.103171E+37 7.335098E+37
1.202646E+04 1.058962E+37 5.271523E+37 7.208744E+37 7.464855E+37
1.199832E+04 1.065926E+37 5.330997E+37 7.303280E+37 7.573145E+37
1.197031E+04 1.071801E+37 5.383799E+37 7.383238E+37 7.654452E+37
1.194244E+04 1.076847E+37 5.430725E+37 7.450808E+37 7.714075E+37
1.191469E+04 1.081160E+37 5.474696E+37 7.508383E+37 7.753388E+37
1.188707E+04 1.081657E+37 5.512426E+37 7.559027E+37 7.776000E+37
1.185958E+04 1.080533E+37 5.544097E+37 7.592566E+37 7.784510E+37
1.183222E+04 1.076414E+37 5.550069E+37 7.558339E+37 7.638652E+37
1.180498E+04 1.069068E+37 5.523462E+37 7.446795E+37 7.387454E+37
1.177787E+04 1.059512E+37 5.477136E+37 7.308199E+37 7.057780E+37
1.175088E+04 1.048199E+37 5.418356E+37 7.139469E+37 6.682826E+37
1.172402E+04 1.035835E+37 5.348129E+37 6.923022E+37 6.228615E+37
1.169727E+04 1.019406E+37 5.233783E+37 6.636272E+37 5.701380E+37
1.167065E+04 1.001513E+37 5.098877E+37 6.302050E+37 5.090721E+37
1.164415E+04 9.806680E+36 4.947358E+37 5.923027E+37 4.425938E+37
1.161778E+04 9.574972E+36 4.776316E+37 5.508330E+37 3.711970E+37
1.159152E+04 9.333162E+36 4.595127E+37 5.058199E+37 2.951901E+37
1.156537E+04 9.060458E+36 4.391005E+37 4.595079E+37 2.427749E+37
1.153935E+04 8.773652E+36 4.185033E+37 4.118644E+37 2.173493E+37
1.151344E+04 8.464383E+36 3.967615E+37 3.629265E+37 2.013353E+37
1.148765E+04 8.152230E+36 3.748380E+37 3.348831E+37 1.882848E+37
1.146197E+04 7.843868E+36 3.526315E+37 3.286918E+37 1.809403E+37
1.143641E+04 7.539716E+36 3.319984E+37 3.272297E+37 1.885995E+37
1.141097E+04 7.225520E+36 3.125928E+37 3.270715E+37 2.099688E+37
1.138563E+04 6.921489E+36 2.944714E+37 3.361842E+37 2.448706E+37
1.136041E+04 6.629045E+36 2.972052E+37 3.672215E+37 2.932443E+37
1.133530E+04 6.343115E+36 3.038628E+37 4.091453E+37 3.511011E+37
1.131030E+04 6.107482E+36 3.119041E+37 4.559187E+37 4.139572E+37
1.128541E+04 5.901591E+36 3.198670E+37 5.064590E+37 4.767878E+37
1.126063E+04 5.721785E+36 3.389069E+37 5.558498E+37 5.359485E+37
1.123596E+04 5.682658E+36 3.666964E+37 6.023284E+37 5.891524E+37
1.121139E+04 5.701874E+36 3.969304E+37 6.437450E+37 6.355883E+37
1.118693E+04 5.789127E+36 4.284797E+37 6.795843E+37 6.748520E+37
1.116258E+04 6.079850E+36 4.594368E+37 7.097118E+37 7.073055E+37
1.113834E+04 6.427641E+36 4.882678E+37 7.355609E+37 7.338932E+37
1.111420E+04 6.791596E+36 5.140563E+37 7.571628E+37 7.557586E+37
1.109016E+04 7.144564E+36 5.365768E+37 7.752163E+37 7.737115E+37
1.106623E+04 7.602905E+36 5.559050E+37 7.905312E+37 7.884387E+37
1.104240E+04 8.161657E+36 5.721842E+37 8.035048E+37 8.017507E+37
1.101868E+04 8.752070E+36 5.861571E+37 8.147469E+37 8.142059E+37
1.099505E+04 9.347338E+36 5.980840E+37 8.245598E+37 8.252599E+37
1.097153E+04 9.923775E+36 6.082265E+37 8.336194E+37 8.351969E+37
1.094811E+04 1.045451E+37 6.169856E+37 8.424360E+37 8.440825E+37
1.092478E+04 1.092043E+37 6.246146E+37 8.503391E+37 8.522134E+37
1.090156E+04 1.131402E+37 6.312491E+37 8.575827E+37 8.595355E+37
1.087843E+04 1.164273E+37 6.370984E+37 8.644242E+37 8.660706E+37
1.085541E+04 1.190813E+37 6.425690E+37 8.711394E+37 8.717389E+37
1.083248E+04 1.212846E+37 6.479247E+37 8.772346E+37 8.772594E+37
1.080964E+04 1.231076E+37 6.529202E+37 8.829571E+37 8.826211E+37
1.078690E+04 1.246746E+37 6.576313E+37 8.883607E+37 8.880007E+37
1.076426E+04 1.259527E+37 6.622872E+37 8.935629E+37 8.925717E+37
1.074172E+04 1.268554E+37 6.668394E+37 8.983197E+37 8.963300E+37
1.071926E+04 1.275002E+37 6.710985E+37 9.029903E+37 8.990386E+37
1.069690E+04 1.278621E+37 6.750828E+37 9.072790E+37 9.014805E+37
1.067464E+04 1.281307E+37 6.787576E+37 9.113307E+37 9.038031E+37
1.065246E+04 1.284683E+37 6.823567E+37 9.154290E+37 9.068072E+37
1.063038E+04 1.286347E+37 6.858715E+37 9.195565E+37 9.096554E+37
1.060839E+04 1.287383E+37 6.894776E+37 9.236325E+37 9.127748E+37
1.058649E+04 1.286811E+37 6.932002E+37 9.281930E+37 9.162163E+37
1.056468E+04 1.285989E+37 6.968531E+37 9.329048E+37 9.192508E+37
1.054296E+04 1.284286E+37 7.003599E+37 9.376470E+37 9.221667E+37
1.052133E+04 1.282413E+37 7.037021E+37 9.424093E+37 9.266203E+37
1.049979E+04 1.278904E+37 7.069748E+37 9.469664E+37 9.313062E+37
1.047834E+04 1.274825E+37 7.104895E+37 9.509744E+37 9.364153E+37
1.045697E+04 1.270232E+37 7.140277E+37 9.551406E+37 9.420113E+37
1.043569E+04 1.265030E+37 7.175718E+37 9.601828E+37 9.475771E+37
1.041450E+04 1.260109E+37 7.209613E+37 9.653894E+37 9.524221E+37
1.039339E+04 1.255877E+37 7.244970E+37 9.711092E+37 9.579464E+37
1.037237E+04 1.251462E+37 7.280842E+37 9.768843E+37 9.634746E+37
1.035143E+04 1.244916E+37 7.315489E+37 9.817811E+37 9.655073E+37
1.033058E+04 1.235527E+37 7.351007E+37 9.858513E+37 9.663040E+37
1.030981E+04 1.224941E+37 7.385619E+37 9.900320E+37 9.674006E+37
1.028912E+04 1.216513E+37 7.423876E+37 9.942882E+37 9.691730E+37
1.026852E+04 1.207444E+37 7.462457E+37 9.985534E+37 9.709722E+37
1.024800E+04 1.199893E+37 7.502868E+37 1.002822E+38 9.738431E+37
1.022756E+04 1.190598E+37 7.542761E+37 1.007617E+38 9.773754E+37
1.020721E+04 1.181037E+37 7.583586E+37 1.012581E+38 9.809774E+37
1.018693E+04 1.171444E+37 7.625747E+37 1.018081E+38 9.843612E+37
1.016673E+04 1.166877E+37 7.669376E+37 1.024029E+38 9.881555E+37
1.014662E+04 1.168532E+37 7.714405E+37 1.030463E+38 9.922052E+37
1.012658E+04 1.173738E+37 7.760463E+37 1.036876E+38 9.992201E+37
1.010662E+04 1.182007E+37 7.808346E+37 1.043512E+38 1.010362E+38
1.008675E+04 1.190883E+37 7.858054E+37 1.050354E+38 1.021109E+38
1.006695E+04 1.198796E+37 7.909534E+37 1.057337E+38 1.031676E+38
1.004722E+04 1.207882E+37 7.962012E+37 1.066137E+38 1.041869E+38
1.002758E+04 1.216894E+37 8.014273E+37 1.075987E+38 1.052416E+38
1.000801E+04 1.224403E+37 8.067186E+37 1.085634E+38 1.062289E+38
9.988513E+03 1.231896E+37 8.117458E+37 1.093957E+38 1.071501E+38
9.969096E+03 1.240319E+37 8.165693E+37 1.102078E+38 1.079432E+38
9.949754E+03 1.248217E+37 8.217023E+37 1.109599E+38 1.086040E+38
9.930487E+03 1.256835E+37 8.269381E+37 1.115951E+38 1.091610E+38
9.911294E+03 1.266115E+37 8.321233E+37 1.121557E+38 1.095918E+38
9.892175E+03 1.280138E+37 8.368739E+37 1.126449E+38 1.099951E+38
9.873130E+03 1.293529E+37 8.413934E+37 1.131220E+38 1.103491E+38
9.854158E+03 1.305320E+37 8.459031E+37 1.135662E+38 1.106784E+38
9.835259E+03 1.315281E+37 8.495792E+37 1.137922E+38 1.099734E+38
9.816433E+03 1.322651E+37 8.513566E+37 1.136318E+38 1.087078E+38
9.797678E+03 1.328581E+37 8.512234E+37 1.129786E+38 1.062880E+38
9.778995E+03 1.344537E+37 8.474398E+37 1.117772E+38 1.030356E+38
9.760383E+03 1.367164E+37 8.430256E+37 1.100634E+38 9.909739E+37
9.741841E+03 1.387564E+37 8.365984E+37 1.080331E+38 9.439507E+37
9.723370E+03 1.406476E+37 8.295173E+37 1.059954E+38 8.957176E+37
9.704969E+03 1.422078E+37 8.223468E+37 1.036874E+38 8.417243E+37
9.686637E+03 1.437407E+37 8.128766E+37 1.012605E+38 7.877834E+37
9.668375E+03 1.453142E+37 8.046207E+37 9.884194E+37 7.318736E+37
9.650181E+03 1.467538E+37 7.962389E+37 9.634432E+37 6.769944E+37
9.632055E+03 1.481023E+37 7.879680E+37 9.406030E+37 6.224983E+37
9.613998E+03 1.494183E+37 7.796733E+37 9.179891E+37 5.972525E+37
9.596008E+03 1.508963E+37 7.723162E+37 8.985659E+37 5.952480E+37
9.578085E+03 1.522500E+37 7.661655E+37 8.823142E+37 6.168914E+37
9.560229E+03 1.536505E+37 7.614784E+37 8.692801E+37 6.778667E+37
9.542440E+03 1.550395E+37 7.585630E+37 8.759672E+37 7.493617E+37
9.524717E+03 1.564507E+37 7.571801E+37 8.877305E+37 8.274020E+37
9.507059E+03 1.579480E+37 7.566473E+37 9.295857E+37 9.053546E+37
9.489467E+03 1.595493E+37 7.587768E+37 9.840338E+37 9.801941E+37
9.471939E+03 1.610161E+37 7.614561E+37 1.042173E+38 1.049489E+38
9.454477E+03 1.625670E+37 7.699844E+37 1.099622E+38 1.113763E+38
9.437078E+03 1.641677E+37 7.851475E+37 1.153696E+38 1.172051E+38
9.419744E+03 1.657825E+37 8.040828E+37 1.203723E+38 1.226139E+38
9.402473E+03 1.673806E+37 8.405784E+37 1.249370E+38 1.275363E+38
9.385265E+03 1.690177E+37 8.775611E+37 1.291467E+38 1.321375E+38
9.368120E+03 1.706652E+37 9.152127E+37 1.330449E+38 1.365115E+38
9.351038E+03 1.723704E+37 9.509329E+37 1.366137E+38 1.405775E+38
9.334018E+03 1.740396E+37 9.834858E+37 1.399837E+38 1.444070E+38
9.317060E+03 1.756976E+37 1.012109E+38 1.428213E+38 1.478595E+38
9.300163E+03 1.773454E+37 1.036809E+38 1.453104E+38 1.510882E+38
9.283327E+03 1.798301E+37 1.059302E+38 1.476221E+38 1.540916E+38
9.266552E+03 1.822631E+37 1.079471E+38 1.497474E+38 1.569105E+38
9.249838E+03 1.852568E+37 1.097553E+38 1.517996E+38 1.594320E+38
9.233184E+03 1.885426E+37 1.114955E+38 1.536826E+38 1.617257E+38
9.216590E+03 1.916966E+37 1.130462E+38 1.555544E+38 1.638178E+38
9.200055E+03 1.947271E+37 1.146459E+38 1.573710E+38 1.658537E+38
9.183580E+03 1.974783E+37 1.161195E+38 1.592484E+38 1.679001E+38
9.167163E+03 1.999503E+37 1.175744E+38 1.610564E+38 1.699410E+38
9.150805E+03 2.020303E+37 1.190251E+38 1.629152E+38 1.715870E+38
9.134506E+03 2.034405E+37 1.203869E+38 1.644447E+38 1.722798E+38
9.118264E+03 2.042098E+37 1.215159E+38 1.654765E+38 1.723303E+38
9.102080E+03 2.045225E+37 1.225895E+38 1.663932E+38 1.721642E+38
9.085953E+03 2.048659E+37 1.236005E+38 1.672340E+38 1.717624E+38
9.069883E+03 2.046055E+37 1.245509E+38 1.680577E+38 1.710189E+38
9.053871E+03 2.044279E+37 1.254824E+38 1.696092E+38 1.700867E+38
9.037914E+03 2.038775E+37 1.264191E+38 1.720857E+38 1.689691E+38
9.022014E+03 2.031153E+37 1.273715E+38 1.743790E+38 1.679269E+38
9.006169E+03 2.022882E+37 1.282915E+38 1.761792E+38 1.668723E+38
8.990380E+03 2.010606E+37 1.292390E+38 1.778720E+38 1.658192E+38
8.974647E+03 1.997268E+37 1.301293E+38 1.793412E+38 1.647638E+38
8.958968E+03 1.982748E+37 1.317251E+38 1.807327E+38 1.637560E+38
8.943344E+03 1.966913E+37 1.336364E+38 1.819868E+38 1.633059E+38
8.927774E+03 1.947666E+37 1.353008E+38 1.829726E+38 1.652975E+38
8.912259E+03 1.928499E+37 1.368453E+38 1.839099E+38 1.693810E+38
8.896797E+03 1.907306E+37 1.382383E+38 1.849672E+38 1.741331E+38
8.881389E+03 1.884859E+37 1.395243E+38 1.864470E+38 1.791030E+38
8.866034E+03 1.862533E+37 1.407833E+38 1.890599E+38 1.839943E+38
8.850732E+03 1.839343E+37 1.419446E+38 1.927460E+38 1.882242E+38
8.835483E+03 1.815556E+37 1.424917E+38 1.944971E+38 1.894281E+38
8.820287E+03 1.790788E+37 1.424329E+38 1.960177E+38 1.896356E+38
8.805142E+03 1.766677E+37 1.422370E+38 1.964909E+38 1.885722E+38
8.790050E+03 1.743142E+37 1.420319E+38 1.966602E+38 1.870733E+38
8.775009E+03 1.719998E+37 1.422550E+38 1.961273E+38 1.843181E+38
8.760019E+03 1.693340E+37 1.427532E+38 1.950677E+38 1.803729E+38
8.745081E+03 1.666639E+37 1.429724E+38 1.934814E+38 1.756284E+38
8.730193E+03 1.639243E+37 1.430884E+38 1.912453E+38 1.704599E+38
8.715356E+03 1.611136E+37 1.428281E+38 1.886524E+38 1.642319E+38
8.700570E+03 1.582507E+37 1.422509E+38 1.858520E+38 1.573574E+38
8.685833E+03 1.551328E+37 1.416363E+38 1.823560E+38 1.499614E+38
8.671147E+03 1.521144E+37 1.407576E+38 1.786298E+38 1.418632E+38
8.656510E+03 1.490651E+37 1.394490E+38 1.745948E+38 1.335577E+38
8.641922E+03 1.470213E+37 1.381715E+38 1.705637E+38 1.301261E+38
8.627383E+03 1.479500E+37 1.368869E+38 1.664046E+38 1.316950E+38
8.612894E+03 1.499216E+37 1.354625E+38 1.625450E+38 1.354325E+38
8.598452E+03 1.524973E+37 1.339824E+38 1.589449E+38 1.413418E+38
8.584059E+03 1.556434E+37 1.327174E+38 1.593661E+38 1.487057E+38
8.569715E+03 1.587468E+37 1.309270E+38 1.630010E+38 1.558817E+38
8.555418E+03 1.617678E+37 1.284376E+38 1.672213E+38 1.629825E+38
