#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 2.01861554579 2.05619317592 2.09447033414 2.13346004255 2.17317556566 2.21363041491 2.25483835327 2.29681339988 2.3395698349 2.38312220429 2.42748532481 2.47267428903 2.51870447048 2.56559152888 2.61335141547 2.66200037841 2.71155496835 2.76203204402 2.81344877801 2.86582266257 2.91917151557 2.97351348659 3.02886706306 3.08525107656 3.14268470925 3.20118750036 3.26077935286 3.32148054021 3.3833117133 3.44629390742 3.51044854946 3.57579746518 3.64236288663 3.71016745973 3.77923425197 3.84958676024 3.92124891885 3.99424510765 4.06860016035 4.14433937294 4.22148851231 4.30007382501 4.3801220462 4.46166040872 4.54471665236 4.62931903331 4.71549633375 4.80327787168 4.89269351084 4.98377367093 5.07654933791 5.17105207457 5.26731403124 5.36536795678 5.46524720967 5.56698576935 5.67061824786 5.77617990151 5.88370664296 5.99323505339 6.10480239496 6.21844662348 6.33420640135 6.45212111066 6.57223086664 6.69457653128 6.81919972724 6.94614285202 7.07544909235 7.20716243891 7.34132770131 7.4779905233 7.61719739831 7.75899568527 7.90343362473 8.05056035528 8.20042593021 8.35308133461 8.50857850269 8.66697033542 8.82831071856 8.99265454099 9.16005771338 9.33057718718 9.50427097406 9.68119816558 9.86141895334 10.0449946494 10.2319877073 10.422461743 10.6164815568 10.8141131554 11.015423774 11.2204818996 11.4293572942 11.6421210183 11.8588454552 12.0796043358 12.3044727634 12.5335272396 12.7668456898 13.0045074904 13.246593495 13.4931860628 13.7443690858 14.0002280179 14.2608499037 14.526323408 14.7967388466 15.0721882162 15.3527652261 15.6385653301 15.9296857591 16.2262255538 16.5282855986 16.835968656 17.1493794014 17.468624459 17.7938124375 18.1250539677 18.4624617398 18.8061505417 19.1562372982 19.5128411108 19.876083298 20.2460874368 20.6229794046 21.006887422 21.3979420967 21.7962764676 22.2020260503 22.6153288829 23.0363255732 23.4651593468 23.9019760951 24.3469244256 24.8001557121 25.2618241463 25.7320867905 26.2111036304 26.6990376303 27.1960547878 27.702324191 28.2180180755 28.7433118831 29.2783843216 29.8234174257 30.3785966184 30.9441107748 31.5201522858 32.106917124 32.7046049099 33.3134189802 33.9335664566 34.5652583169 35.2087094658 35.8641388091 36.5317693273 37.211828152 37.9045466429 38.6101604666 39.3289096768 40.0610387957 40.8067968979 41.5664376941 42.3402196183 43.1284059154 43.9312647306 44.7490692008 45.5820975476 46.4306331717 47.2949647496 48.1753863315 49.0721974417 49.9857031802 50.9162143267 51.8640474459 52.829524996 53.8129754377 54.8147333461 55.8351395246 56.8745411212 57.9332917457 59.011751591 60.1102875549 61.2292733654 62.3690897074 63.5301243528 64.7127722917 65.9174358675 67.1445249133 68.3944568914 69.6676570355 70.9645584951 72.2856024833 73.6312384263 75.0019241168 76.3981258696 77.82031868 79.2689863858
#
#TIME: 2.01861554579
#NVEL: 202
#vel_mid[km/s] temp[K] ne[/cm^3] ar0 ar1 ar2 ar3 ar4 ar5
2.4675e+04 1.7154e+03 4.4952e+05 1.0000e+00 5.5073e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4875e+04 1.7122e+03 4.3908e+05 1.0000e+00 5.9677e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5075e+04 1.7247e+03 4.5824e+05 1.0000e+00 8.4655e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5275e+04 1.7405e+03 5.4489e+05 1.0000e+00 2.0434e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5475e+04 1.7130e+03 3.6970e+05 1.0000e+00 5.0268e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5675e+04 1.6883e+03 2.7565e+05 1.0000e+00 1.8174e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5875e+04 1.6846e+03 2.6913e+05 1.0000e+00 1.9656e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6075e+04 1.6820e+03 2.1923e+05 1.0000e+00 1.0185e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6275e+04 1.6765e+03 2.2508e+05 1.0000e+00 1.3509e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6475e+04 1.6320e+03 1.2981e+05 1.0000e+00 1.7228e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6675e+04 1.6504e+03 1.4260e+05 1.0000e+00 3.0058e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6875e+04 1.6515e+03 1.4746e+05 1.0000e+00 4.1051e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7075e+04 1.6423e+03 1.2436e+05 1.0000e+00 2.4487e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7275e+04 1.6091e+03 8.2231e+04 1.0000e+00 5.4444e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7475e+04 1.5999e+03 7.3400e+04 1.0000e+00 4.0905e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7675e+04 1.5759e+03 4.6850e+04 1.0000e+00 7.8839e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7875e+04 1.5551e+03 3.5149e+04 1.0000e+00 2.9274e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8075e+04 1.5677e+03 3.7316e+04 1.0000e+00 4.4445e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8275e+04 1.5729e+03 4.2899e+04 1.0000e+00 9.3209e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8475e+04 1.5571e+03 3.6133e+04 1.0000e+00 5.5333e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8675e+04 1.5511e+03 3.2945e+04 1.0000e+00 4.5320e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8875e+04 1.5460e+03 3.0576e+04 1.0000e+00 3.9880e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9075e+04 1.5264e+03 2.1573e+04 1.0000e+00 1.1539e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9275e+04 1.5317e+03 2.1205e+04 1.0000e+00 1.2818e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9475e+04 1.5189e+03 1.6527e+04 1.0000e+00 5.5537e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9675e+04 1.5156e+03 1.5458e+04 1.0000e+00 5.0437e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9875e+04 1.4934e+03 1.1704e+04 1.0000e+00 1.9428e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0075e+04 1.4705e+03 8.3139e+03 1.0000e+00 5.7760e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0275e+04 1.4636e+03 5.8468e+03 1.0000e+00 1.6484e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0475e+04 1.4485e+03 5.5453e+03 1.0000e+00 1.5837e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0675e+04 1.4473e+03 5.1076e+03 1.0000e+00 1.3510e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0875e+04 1.4429e+03 3.8831e+03 1.0000e+00 5.2892e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1075e+04 1.4458e+03 4.2602e+03 1.0000e+00 9.1789e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1275e+04 1.4091e+03 2.2409e+03 1.0000e+00 8.0513e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1475e+04 1.4038e+03 2.3254e+03 1.0000e+00 1.1145e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1675e+04 1.4149e+03 2.1179e+03 1.0000e+00 9.0823e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1875e+04 1.3676e+03 1.1978e+03 1.0000e+00 1.0688e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2075e+04 1.3524e+03 8.3014e+02 1.0000e+00 2.8695e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2275e+04 1.3426e+03 4.9200e+02 1.0000e+00 4.0780e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2475e+04 1.3576e+03 7.7598e+02 1.0000e+00 3.0953e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2675e+04 1.3667e+03 6.0165e+02 1.0000e+00 1.3111e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2875e+04 1.3566e+03 4.7360e+02 1.0000e+00 5.9044e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3075e+04 1.3181e+03 3.5268e+02 1.0000e+00 2.1218e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3275e+04 1.3443e+03 4.5309e+02 1.0000e+00 6.9987e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3475e+04 1.2832e+03 2.0351e+02 1.0000e+00 3.2188e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3675e+04 1.2985e+03 2.2975e+02 1.0000e+00 6.2804e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3875e+04 1.3153e+03 1.8205e+02 1.0000e+00 2.9038e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4075e+04 1.3655e+03 6.4499e+02 1.0000e+00 5.9203e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4275e+04 1.2855e+03 9.3894e+01 1.0000e+00 2.7876e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4475e+04 1.3277e+03 2.4004e+02 1.0000e+00 1.5116e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4675e+04 1.2863e+03 1.8112e+02 1.0000e+00 5.7286e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4875e+04 1.3186e+03 2.0745e+02 1.0000e+00 1.1853e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5075e+04 1.3257e+03 3.0451e+02 1.0000e+00 6.7230e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5275e+04 1.2255e+03 4.8011e+01 1.0000e+00 4.3664e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5475e+04 1.3772e+03 6.6645e+01 1.0000e+00 1.9761e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5675e+04 1.3002e+03 9.0540e+01 1.0000e+00 8.1919e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5875e+04 1.3472e+03 2.0585e+02 1.0000e+00 2.7558e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6075e+04 1.2359e+03 4.3169e+01 1.0000e+00 5.7075e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6275e+04 1.2567e+03 6.4328e+01 1.0000e+00 3.4478e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6475e+04 1.2946e+03 6.2399e+01 1.0000e+00 3.6292e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6675e+04 1.3262e+03 2.4230e+02 1.0000e+00 1.0769e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6875e+04 1.3114e+03 1.4235e+02 1.0000e+00 1.4757e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7075e+04 1.2848e+03 3.1908e+01 1.0000e+00 4.0035e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7275e+04 1.5563e+03 7.1660e+03 1.0000e+00 1.7412e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7475e+04 1.2435e+03 4.0181e+01 1.0000e+00 1.4527e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7675e+04 1.3961e+03 2.1238e+01 1.0000e+00 1.2906e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7875e+04 1.3485e+03 6.5833e+01 1.0000e+00 1.5377e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8075e+04 1.3796e+03 2.6903e+01 1.0000e+00 4.8008e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8275e+04 1.2969e+03 7.9445e+01 1.0000e+00 4.6887e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8475e+04 1.4648e+03 8.6843e+01 1.0000e+00 8.0239e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8675e+04 1.4471e+03 6.7700e+02 1.0000e+00 4.0359e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8875e+04 1.3630e+03 1.4947e+02 1.0000e+00 1.0361e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9075e+04 1.2974e+03 5.2177e+01 1.0000e+00 1.7079e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9275e+04 1.3397e+03 6.7482e+01 1.0000e+00 5.7933e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9475e+04 1.4785e+03 1.8579e+03 1.0000e+00 4.9347e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9675e+04 1.4013e+03 7.2162e+00 1.0000e+00 9.2486e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9875e+04 1.2735e+03 2.5306e+01 1.0000e+00 1.8110e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0075e+04 1.3264e+03 1.0752e+02 1.0000e+00 7.7605e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0225e+04 1.4439e+03 2.8538e+02 1.0000e+00 4.6831e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 3.20118750036
#NVEL: 202
#vel_mid[km/s] temp[K] ne[/cm^3] ar0 ar1 ar2 ar3 ar4 ar5
8.7500e+01 9.8789e+04 1.9717e+13 7.4147e-37 6.0135e-28 5.3067e-20 2.2478e-12 1.4295e-05 9.9999e-01
2.7500e+02 9.5010e+04 1.4530e+13 5.5205e-37 5.1397e-28 5.3087e-20 2.4641e-12 1.5348e-05 9.9998e-01
4.7500e+02 9.2870e+04 1.2620e+13 5.6318e-37 5.4739e-28 5.9769e-20 2.8154e-12 1.6655e-05 9.9998e-01
6.7500e+02 9.0871e+04 1.1346e+13 6.8395e-37 6.7063e-28 7.4860e-20 3.4548e-12 1.8736e-05 9.9998e-01
8.7500e+02 8.9195e+04 1.0338e+13 8.0207e-37 7.9389e-28 9.0548e-20 4.1111e-12 2.0715e-05 9.9998e-01
1.0750e+03 8.7583e+04 9.4695e+12 9.6345e-37 9.5819e-28 1.1120e-19 4.9414e-12 2.3021e-05 9.9998e-01
1.2750e+03 8.5835e+04 8.6880e+12 1.2502e-36 1.2364e-27 1.4479e-19 6.2080e-12 2.6200e-05 9.9997e-01
1.4750e+03 8.4258e+04 7.9979e+12 1.5776e-36 1.5559e-27 1.8433e-19 7.6582e-12 2.9524e-05 9.9997e-01
1.6750e+03 8.2511e+04 7.3680e+12 2.2132e-36 2.1468e-27 2.5455e-19 1.0051e-11 3.4404e-05 9.9997e-01
1.8750e+03 8.0443e+04 6.7909e+12 3.6937e-36 3.4462e-27 4.0188e-19 1.4613e-11 4.2374e-05 9.9996e-01
2.0750e+03 7.8502e+04 6.2974e+12 6.2560e-36 5.5954e-27 6.4006e-19 2.1342e-11 5.2309e-05 9.9995e-01
2.2750e+03 7.6187e+04 5.8575e+12 1.3369e-35 1.1121e-26 1.2189e-18 3.5697e-11 6.9491e-05 9.9993e-01
2.4750e+03 7.3619e+04 5.4699e+12 3.6231e-35 2.7186e-26 2.7901e-18 6.8601e-11 9.9541e-05 9.9990e-01
2.6750e+03 7.0469e+04 5.1141e+12 1.4801e-34 9.5260e-26 8.8233e-18 1.6853e-10 1.6299e-04 9.9984e-01
2.8750e+03 6.7248e+04 4.7865e+12 7.5077e-34 4.0455e-25 3.3292e-17 4.7283e-10 2.8714e-04 9.9971e-01
3.0750e+03 6.3252e+04 4.4648e+12 7.4806e-33 3.1268e-24 2.1674e-16 2.0066e-09 6.3472e-04 9.9937e-01
3.2750e+03 5.8684e+04 4.2279e+12 1.7894e-31 5.2472e-23 2.8363e-15 1.4353e-08 1.8668e-03 9.9813e-01
3.4750e+03 5.3587e+04 4.0314e+12 1.2430e-29 2.3010e-21 8.8790e-14 1.9710e-07 7.8529e-03 9.9215e-01
3.6750e+03 4.7560e+04 3.7786e+12 5.2906e-27 5.3384e-19 1.2605e-11 8.3617e-06 6.0484e-02 9.3951e-01
3.8750e+03 4.0695e+04 3.4324e+12 1.9148e-23 9.0851e-16 9.6750e-09 1.0430e-03 5.9758e-01 4.0137e-01
4.0750e+03 3.3273e+04 3.0360e+12 2.5544e-19 5.1632e-12 1.2425e-05 7.9718e-02 9.1557e-01 4.6973e-03
4.2750e+03 2.4321e+04 2.4713e+12 1.3143e-13 6.7570e-07 4.4250e-02 9.5180e-01 3.9467e-03 9.8088e-10
4.4750e+03 1.6738e+04 1.5472e+12 3.1700e-08 7.2860e-03 9.9068e-01 2.0344e-03 1.6698e-11 2.7131e-25
4.6750e+03 1.3246e+04 1.2359e+12 5.6671e-05 6.0395e-01 3.9599e-01 3.1539e-07 3.3837e-20 4.0612e-40
4.8750e+03 1.1285e+04 9.9858e+11 1.6302e-03 9.9394e-01 4.4273e-03 2.2698e-12 5.8930e-30 0.0000e+00
5.0750e+03 9.3520e+03 8.0490e+11 5.2508e-02 9.4748e-01 9.0356e-06 5.5449e-19 2.8152e-42 0.0000e+00
5.2750e+03 8.0862e+03 5.6664e+11 5.9273e-01 4.0727e-01 1.1305e-08 1.2129e-25 0.0000e+00 0.0000e+00
5.4750e+03 7.1087e+03 4.9591e+11 9.8763e-01 1.2375e-02 3.2357e-13 1.2876e-34 0.0000e+00 0.0000e+00
5.6750e+03 5.9062e+03 3.4758e+11 9.9997e-01 2.5714e-05 1.2241e-20 0.0000e+00 0.0000e+00 0.0000e+00
5.8750e+03 4.5090e+03 1.0241e+11 1.0000e+00 2.2499e-09 4.2491e-32 0.0000e+00 0.0000e+00 0.0000e+00
6.0750e+03 3.9853e+03 5.1659e+10 1.0000e+00 1.0272e-10 5.5902e-36 0.0000e+00 0.0000e+00 0.0000e+00
6.2750e+03 3.6723e+03 3.4836e+10 1.0000e+00 9.6595e-12 6.5269e-39 0.0000e+00 0.0000e+00 0.0000e+00
6.4750e+03 3.5915e+03 2.8949e+10 1.0000e+00 2.2762e-12 1.0934e-40 0.0000e+00 0.0000e+00 0.0000e+00
6.6750e+03 3.4259e+03 2.5398e+10 1.0000e+00 6.7146e-13 3.5215e-42 0.0000e+00 0.0000e+00 0.0000e+00
6.8750e+03 3.3547e+03 2.3084e+10 1.0000e+00 3.1424e-13 4.1058e-43 0.0000e+00 0.0000e+00 0.0000e+00
7.0750e+03 3.2885e+03 2.1047e+10 1.0000e+00 1.3483e-13 3.7835e-44 0.0000e+00 0.0000e+00 0.0000e+00
7.2750e+03 3.2428e+03 1.9336e+10 1.0000e+00 6.7183e-14 5.6052e-45 0.0000e+00 0.0000e+00 0.0000e+00
7.4750e+03 3.1822e+03 1.7837e+10 1.0000e+00 3.7472e-14 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
7.6750e+03 3.1357e+03 1.6449e+10 1.0000e+00 2.0131e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.8750e+03 3.0836e+03 1.5210e+10 1.0000e+00 1.2262e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.0750e+03 3.0393e+03 1.4031e+10 1.0000e+00 6.8132e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2750e+03 2.9861e+03 1.2879e+10 1.0000e+00 3.2611e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.4750e+03 2.9302e+03 1.1785e+10 1.0000e+00 1.5309e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.6750e+03 2.8704e+03 1.0667e+10 1.0000e+00 6.0094e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.8750e+03 2.8142e+03 9.6036e+09 1.0000e+00 2.4830e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.0750e+03 2.7434e+03 8.4936e+09 1.0000e+00 8.9156e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2750e+03 2.6629e+03 7.3681e+09 1.0000e+00 3.0189e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.4750e+03 2.5758e+03 6.0765e+09 1.0000e+00 7.5556e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6750e+03 2.4907e+03 4.8220e+09 1.0000e+00 1.8234e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.8750e+03 2.4024e+03 3.5442e+09 1.0000e+00 3.3910e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0075e+04 2.3169e+03 2.4604e+09 1.0000e+00 5.8190e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0275e+04 2.2445e+03 1.5462e+09 1.0000e+00 7.3697e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0475e+04 2.1806e+03 9.5591e+08 1.0000e+00 1.0108e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0675e+04 2.1280e+03 5.6636e+08 1.0000e+00 1.2629e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0875e+04 2.0768e+03 3.3470e+08 1.0000e+00 1.6570e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1075e+04 2.0391e+03 1.9988e+08 1.0000e+00 2.3495e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1275e+04 2.0130e+03 1.3455e+08 1.0000e+00 5.5399e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1475e+04 1.9836e+03 9.2538e+07 1.0000e+00 1.4362e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1675e+04 1.9822e+03 7.4086e+07 1.0000e+00 6.9330e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1875e+04 1.9746e+03 4.5397e+07 1.0000e+00 1.1312e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2075e+04 1.9374e+03 4.1343e+07 1.0000e+00 9.2294e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2275e+04 1.9259e+03 3.3370e+07 1.0000e+00 4.6160e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2475e+04 1.9188e+03 2.9277e+07 1.0000e+00 3.2374e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2675e+04 1.9094e+03 2.4274e+07 1.0000e+00 1.8057e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2875e+04 1.9189e+03 2.5054e+07 1.0000e+00 2.4463e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.9061e+03 1.9681e+07 1.0000e+00 1.0966e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3275e+04 1.8925e+03 1.7027e+07 1.0000e+00 7.2678e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3475e+04 1.9192e+03 1.6797e+07 1.0000e+00 8.1948e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3675e+04 1.9093e+03 1.5841e+07 1.0000e+00 7.7006e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3875e+04 1.8983e+03 1.3357e+07 1.0000e+00 4.5995e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4075e+04 1.8983e+03 1.4053e+07 1.0000e+00 6.7316e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4275e+04 1.8913e+03 1.3582e+07 1.0000e+00 6.9865e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4475e+04 1.8967e+03 1.2594e+07 1.0000e+00 6.1298e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4675e+04 1.9045e+03 1.2988e+07 1.0000e+00 8.2782e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4875e+04 1.8829e+03 1.0272e+07 1.0000e+00 3.8125e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5075e+04 1.8913e+03 1.0647e+07 1.0000e+00 5.2534e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5275e+04 1.9018e+03 1.1517e+07 1.0000e+00 8.6075e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5475e+04 1.8946e+03 1.1084e+07 1.0000e+00 8.7838e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5675e+04 1.8898e+03 9.8122e+06 1.0000e+00 6.3865e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5875e+04 1.8699e+03 8.6624e+06 1.0000e+00 4.5920e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6075e+04 1.8831e+03 8.5702e+06 1.0000e+00 5.2407e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6275e+04 1.8756e+03 7.8738e+06 1.0000e+00 4.4292e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6475e+04 1.8658e+03 6.7516e+06 1.0000e+00 2.8297e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6675e+04 1.8651e+03 6.8555e+06 1.0000e+00 3.5882e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6875e+04 1.8666e+03 6.3908e+06 1.0000e+00 3.2171e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7075e+04 1.8652e+03 6.3663e+06 1.0000e+00 3.7754e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7275e+04 1.8605e+03 6.3319e+06 1.0000e+00 4.4031e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7475e+04 1.8701e+03 6.4794e+06 1.0000e+00 5.7640e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7675e+04 1.8607e+03 5.2969e+06 1.0000e+00 3.0321e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7875e+04 1.8678e+03 5.2980e+06 1.0000e+00 3.6179e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8075e+04 1.8479e+03 4.3454e+06 1.0000e+00 1.9289e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8275e+04 1.8577e+03 4.6783e+06 1.0000e+00 3.1029e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8475e+04 1.8415e+03 4.1165e+06 1.0000e+00 2.2005e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
