#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 2.01861554579 2.05619317592 2.09447033414 2.13346004255 2.17317556566 2.21363041491 2.25483835327 2.29681339988 2.3395698349 2.38312220429 2.42748532481 2.47267428903 2.51870447048 2.56559152888 2.61335141547 2.66200037841 2.71155496835 2.76203204402 2.81344877801 2.86582266257 2.91917151557 2.97351348659 3.02886706306 3.08525107656 3.14268470925 3.20118750036 3.26077935286 3.32148054021 3.3833117133 3.44629390742 3.51044854946 3.57579746518 3.64236288663 3.71016745973 3.77923425197 3.84958676024 3.92124891885 3.99424510765 4.06860016035 4.14433937294 4.22148851231 4.30007382501 4.3801220462 4.46166040872 4.54471665236 4.62931903331 4.71549633375 4.80327787168 4.89269351084 4.98377367093 5.07654933791 5.17105207457 5.26731403124 5.36536795678 5.46524720967 5.56698576935 5.67061824786 5.77617990151 5.88370664296 5.99323505339 6.10480239496 6.21844662348 6.33420640135 6.45212111066 6.57223086664 6.69457653128 6.81919972724 6.94614285202 7.07544909235 7.20716243891 7.34132770131 7.4779905233 7.61719739831 7.75899568527 7.90343362473 8.05056035528 8.20042593021 8.35308133461 8.50857850269 8.66697033542 8.82831071856 8.99265454099 9.16005771338 9.33057718718 9.50427097406 9.68119816558 9.86141895334 10.0449946494 10.2319877073 10.422461743 10.6164815568 10.8141131554 11.015423774 11.2204818996 11.4293572942 11.6421210183 11.8588454552 12.0796043358 12.3044727634 12.5335272396 12.7668456898 13.0045074904 13.246593495 13.4931860628 13.7443690858 14.0002280179 14.2608499037 14.526323408 14.7967388466 15.0721882162 15.3527652261 15.6385653301 15.9296857591 16.2262255538 16.5282855986 16.835968656 17.1493794014 17.468624459 17.7938124375 18.1250539677 18.4624617398 18.8061505417 19.1562372982 19.5128411108 19.876083298 20.2460874368 20.6229794046 21.006887422 21.3979420967 21.7962764676 22.2020260503 22.6153288829 23.0363255732 23.4651593468 23.9019760951 24.3469244256 24.8001557121 25.2618241463 25.7320867905 26.2111036304 26.6990376303 27.1960547878 27.702324191 28.2180180755 28.7433118831 29.2783843216 29.8234174257 30.3785966184 30.9441107748 31.5201522858 32.106917124 32.7046049099 33.3134189802 33.9335664566 34.5652583169 35.2087094658 35.8641388091 36.5317693273 37.211828152 37.9045466429 38.6101604666 39.3289096768 40.0610387957 40.8067968979 41.5664376941 42.3402196183 43.1284059154 43.9312647306 44.7490692008 45.5820975476 46.4306331717 47.2949647496 48.1753863315 49.0721974417 49.9857031802 50.9162143267 51.8640474459 52.829524996 53.8129754377 54.8147333461 55.8351395246 56.8745411212 57.9332917457 59.011751591 60.1102875549 61.2292733654 62.3690897074 63.5301243528 64.7127722917 65.9174358675 67.1445249133 68.3944568914 69.6676570355 70.9645584951 72.2856024833 73.6312384263 75.0019241168 76.3981258696 77.82031868 79.2689863858
#
#TIME: 2.01861554579
#NVEL: 202
#vel_mid[km/s] temp[K] ne[/cm^3] ar0 ar1 ar2 ar3 ar4 ar5
1.8675e+04 1.8482e+03 4.1399e+06 1.0000e+00 2.6848e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8875e+04 1.8435e+03 3.9453e+06 1.0000e+00 2.6323e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9075e+04 1.8562e+03 3.7574e+06 1.0000e+00 2.5745e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9275e+04 1.8646e+03 4.4902e+06 1.0000e+00 6.3379e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9475e+04 1.8416e+03 3.5677e+06 1.0000e+00 2.9661e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9675e+04 1.8474e+03 3.3009e+06 1.0000e+00 2.5789e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9875e+04 1.8239e+03 2.7444e+06 1.0000e+00 1.4521e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0075e+04 1.8194e+03 2.4276e+06 1.0000e+00 1.0518e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0275e+04 1.8156e+03 2.3215e+06 1.0000e+00 1.0459e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0475e+04 1.8135e+03 2.0720e+06 1.0000e+00 7.8557e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0675e+04 1.8155e+03 2.0703e+06 1.0000e+00 9.3358e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0875e+04 1.8016e+03 2.0286e+06 1.0000e+00 1.0248e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1075e+04 1.8033e+03 1.8820e+06 1.0000e+00 9.0098e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1275e+04 1.8054e+03 1.8661e+06 1.0000e+00 1.0380e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1475e+04 1.8029e+03 1.7194e+06 1.0000e+00 8.8747e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1675e+04 1.7914e+03 1.5469e+06 1.0000e+00 6.8851e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1875e+04 1.7808e+03 1.4121e+06 1.0000e+00 5.6668e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2075e+04 1.7702e+03 1.2143e+06 1.0000e+00 3.6579e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2275e+04 1.7618e+03 1.0869e+06 1.0000e+00 2.7800e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2475e+04 1.7538e+03 9.4144e+05 1.0000e+00 1.8486e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2675e+04 1.7253e+03 7.1309e+05 1.0000e+00 7.1317e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2875e+04 1.7358e+03 7.4754e+05 1.0000e+00 1.0295e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3075e+04 1.7271e+03 6.2961e+05 1.0000e+00 6.1112e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3275e+04 1.7202e+03 5.9575e+05 1.0000e+00 5.8198e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3475e+04 1.7077e+03 5.1842e+05 1.0000e+00 3.9438e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3675e+04 1.6870e+03 3.6879e+05 1.0000e+00 1.1799e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3875e+04 1.7051e+03 4.1801e+05 1.0000e+00 2.3379e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4075e+04 1.6856e+03 3.2801e+05 1.0000e+00 1.0412e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4275e+04 1.6678e+03 2.6018e+05 1.0000e+00 4.8469e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4475e+04 1.6446e+03 2.0733e+05 1.0000e+00 2.2988e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4675e+04 1.6397e+03 1.8768e+05 1.0000e+00 1.8288e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4875e+04 1.6410e+03 1.7427e+05 1.0000e+00 1.6130e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5075e+04 1.6522e+03 1.9647e+05 1.0000e+00 3.1256e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5275e+04 1.6660e+03 2.3023e+05 1.0000e+00 7.0866e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5475e+04 1.6413e+03 1.5862e+05 1.0000e+00 1.8619e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5675e+04 1.6181e+03 1.1199e+05 1.0000e+00 5.4052e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5875e+04 1.6124e+03 1.0314e+05 1.0000e+00 4.6108e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6075e+04 1.6066e+03 9.6286e+04 1.0000e+00 4.1561e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6275e+04 1.6051e+03 8.6594e+04 1.0000e+00 3.2195e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6475e+04 1.5698e+03 4.6085e+04 1.0000e+00 2.9706e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6675e+04 1.5851e+03 5.7162e+04 1.0000e+00 8.4754e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6875e+04 1.5762e+03 5.6096e+04 1.0000e+00 9.3535e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7075e+04 1.5678e+03 4.7823e+04 1.0000e+00 5.8322e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7275e+04 1.5339e+03 2.9161e+04 1.0000e+00 9.3434e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7475e+04 1.5248e+03 2.4714e+04 1.0000e+00 5.6871e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7675e+04 1.5041e+03 1.6845e+04 1.0000e+00 1.4308e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7875e+04 1.4834e+03 1.1927e+04 1.0000e+00 4.1995e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8075e+04 1.4962e+03 1.3925e+04 1.0000e+00 9.3760e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8275e+04 1.5002e+03 1.4523e+04 1.0000e+00 1.3242e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8475e+04 1.4836e+03 1.1079e+04 1.0000e+00 5.2596e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8675e+04 1.4686e+03 9.7703e+03 1.0000e+00 3.7617e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8875e+04 1.4758e+03 8.7348e+03 1.0000e+00 2.8434e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9075e+04 1.4452e+03 6.2275e+03 1.0000e+00 8.5794e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9275e+04 1.4515e+03 6.5293e+03 1.0000e+00 1.2382e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9475e+04 1.4408e+03 5.1592e+03 1.0000e+00 5.6700e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9675e+04 1.4356e+03 4.7278e+03 1.0000e+00 4.7377e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9875e+04 1.4175e+03 3.1891e+03 1.0000e+00 1.1410e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0075e+04 1.3865e+03 2.1047e+03 1.0000e+00 2.5141e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0275e+04 1.3874e+03 1.8074e+03 1.0000e+00 1.6130e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0475e+04 1.3657e+03 1.3461e+03 1.0000e+00 5.8041e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0675e+04 1.3751e+03 1.2731e+03 1.0000e+00 5.5124e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0875e+04 1.3713e+03 1.1391e+03 1.0000e+00 4.1794e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1075e+04 1.3639e+03 1.1581e+03 1.0000e+00 5.3248e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1275e+04 1.3302e+03 5.7968e+02 1.0000e+00 3.8089e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1475e+04 1.3528e+03 5.0766e+02 1.0000e+00 2.6463e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1675e+04 1.3368e+03 6.0142e+02 1.0000e+00 6.2779e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1875e+04 1.3106e+03 2.3793e+02 1.0000e+00 1.7235e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2075e+04 1.2861e+03 1.7019e+02 1.0000e+00 5.2530e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2275e+04 1.3121e+03 1.3501e+02 1.0000e+00 2.4398e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2475e+04 1.3105e+03 1.7617e+02 1.0000e+00 8.5804e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2675e+04 1.3306e+03 2.0347e+02 1.0000e+00 1.8371e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2875e+04 1.3057e+03 1.6126e+02 1.0000e+00 8.4997e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3075e+04 1.2453e+03 7.0969e+01 1.0000e+00 3.5887e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3275e+04 1.3490e+03 1.1773e+02 1.0000e+00 3.3539e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3475e+04 1.2995e+03 3.1229e+01 1.0000e+00 1.8077e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3675e+04 1.2282e+03 4.2217e+01 1.0000e+00 7.3288e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3875e+04 1.3463e+03 5.8292e+01 1.0000e+00 3.2468e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4075e+04 1.2966e+03 1.5610e+02 1.0000e+00 2.1295e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4275e+04 1.2857e+03 2.8603e+01 1.0000e+00 2.5364e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4475e+04 1.2519e+03 6.8122e+01 1.0000e+00 1.0354e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4675e+04 1.2231e+03 2.7182e+01 1.0000e+00 2.9287e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4875e+04 1.3729e+03 5.2557e+01 1.0000e+00 5.1133e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5075e+04 1.2480e+03 5.8921e+01 1.0000e+00 9.7026e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5275e+04 1.6292e+03 6.0231e+00 1.0000e+00 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5475e+04 1.3093e+03 1.5393e+02 1.0000e+00 6.8502e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5675e+04 1.2252e+03 3.0989e+01 1.0000e+00 1.1995e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5875e+04 1.2712e+03 7.9647e+01 1.0000e+00 6.6651e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6075e+04 1.3767e+03 6.7388e+00 1.0000e+00 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6275e+04 1.1860e+03 1.0599e+01 1.0000e+00 2.5223e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6475e+04 1.2267e+03 2.3898e+01 1.0000e+00 8.3938e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6675e+04 1.2652e+03 4.5171e+01 1.0000e+00 1.3359e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6875e+04 1.2393e+03 3.1967e+01 1.0000e+00 3.8956e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7075e+04 1.2224e+03 1.7393e+01 1.0000e+00 3.8956e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7275e+04 1.4748e+03 2.3893e+03 1.0000e+00 2.2917e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7475e+04 1.4921e+03 6.3202e+00 1.0000e+00 8.4078e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7675e+04 1.3422e+03 1.5054e+02 1.0000e+00 4.2932e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7875e+04 1.3174e+03 5.7833e+01 1.0000e+00 1.0444e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8075e+04 1.3798e+03 1.0278e+02 1.0000e+00 1.2907e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8275e+04 1.3591e+03 1.8412e+01 1.0000e+00 1.4055e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8475e+04 1.3959e+03 4.4734e+02 1.0000e+00 7.2354e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8675e+04 1.3727e+03 3.1843e+02 1.0000e+00 2.1654e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8875e+04 1.3129e+03 6.4934e+01 1.0000e+00 4.0158e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9075e+04 1.3328e+03 1.6216e+01 1.0000e+00 1.6886e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9275e+04 1.3090e+03 3.8053e+01 1.0000e+00 6.4803e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9475e+04 1.4001e+03 4.7410e+02 1.0000e+00 2.1988e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9675e+04 1.3485e+03 1.1743e+02 1.0000e+00 9.0040e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9875e+04 1.2476e+03 8.3389e+00 1.0000e+00 2.2701e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0075e+04 1.2595e+03 2.5206e+01 1.0000e+00 2.4427e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0225e+04 1.3826e+03 2.3040e+02 1.0000e+00 2.2574e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 3.26077935286
#NVEL: 202
#vel_mid[km/s] temp[K] ne[/cm^3] ar0 ar1 ar2 ar3 ar4 ar5
8.7500e+01 9.7702e+04 1.8587e+13 7.6041e-37 6.2627e-28 5.6394e-20 2.3971e-12 1.4857e-05 9.9999e-01
2.7500e+02 9.4043e+04 1.3692e+13 5.7344e-37 5.4146e-28 5.7043e-20 2.6506e-12 1.6029e-05 9.9998e-01
4.7500e+02 9.1879e+04 1.1888e+13 5.9589e-37 5.8615e-28 6.5189e-20 3.0638e-12 1.7505e-05 9.9998e-01
6.7500e+02 8.9917e+04 1.0685e+13 7.2105e-37 7.1606e-28 8.1507e-20 3.7550e-12 1.9682e-05 9.9998e-01
8.7500e+02 8.8270e+04 9.7313e+12 8.4773e-37 8.4982e-28 9.8876e-20 4.4787e-12 2.1790e-05 9.9998e-01
1.0750e+03 8.6651e+04 8.9101e+12 1.0197e-36 1.0273e-27 1.2169e-19 5.3925e-12 2.4241e-05 9.9998e-01
1.2750e+03 8.4917e+04 8.1700e+12 1.3333e-36 1.3347e-27 1.5954e-19 6.8119e-12 2.7674e-05 9.9997e-01
1.4750e+03 8.3378e+04 7.5182e+12 1.6946e-36 1.6908e-27 2.0444e-19 8.4457e-12 3.1274e-05 9.9997e-01
1.6750e+03 8.1621e+04 6.9262e+12 2.3854e-36 2.3405e-27 2.8329e-19 1.1113e-11 3.6497e-05 9.9996e-01
1.8750e+03 7.9594e+04 6.3862e+12 4.0219e-36 3.7912e-27 4.5111e-19 1.6259e-11 4.5110e-05 9.9995e-01
2.0750e+03 7.7668e+04 5.9261e+12 6.8833e-36 6.2123e-27 7.2460e-19 2.3895e-11 5.5877e-05 9.9994e-01
2.2750e+03 7.5373e+04 5.5158e+12 1.5049e-35 1.2597e-26 1.4055e-18 4.0516e-11 7.4789e-05 9.9993e-01
2.4750e+03 7.2830e+04 5.1546e+12 4.1025e-35 3.0962e-26 3.2349e-18 7.8154e-11 1.0736e-04 9.9989e-01
2.6750e+03 6.9725e+04 4.8191e+12 1.7142e-34 1.1073e-25 1.0432e-17 1.9482e-10 1.7724e-04 9.9982e-01
2.8750e+03 6.6536e+04 4.5080e+12 8.7213e-34 4.7203e-25 3.9565e-17 5.4858e-10 3.1296e-04 9.9969e-01
3.0750e+03 6.2568e+04 4.2073e+12 9.0534e-33 3.7866e-24 2.6667e-16 2.3886e-09 7.0175e-04 9.9930e-01
3.2750e+03 5.8051e+04 3.9934e+12 2.2575e-31 6.6001e-23 3.6116e-15 1.7511e-08 2.0923e-03 9.9791e-01
3.4750e+03 5.2996e+04 3.8043e+12 1.6236e-29 2.9964e-21 1.1682e-13 2.4630e-07 8.9201e-03 9.9108e-01
3.6750e+03 4.7052e+04 3.5640e+12 7.3529e-27 7.3936e-19 1.7502e-11 1.0852e-05 6.9914e-02 9.3007e-01
3.8750e+03 4.0253e+04 3.2378e+12 2.5838e-23 1.2292e-15 1.2927e-08 1.2814e-03 6.4036e-01 3.5836e-01
4.0750e+03 3.2963e+04 2.8649e+12 3.2378e-19 6.6547e-12 1.5537e-05 9.1095e-02 9.0507e-01 3.8235e-03
4.2750e+03 2.4246e+04 2.3351e+12 1.2731e-13 6.7838e-07 4.4840e-02 9.5137e-01 3.7871e-03 8.8184e-10
4.4750e+03 1.6776e+04 1.4786e+12 2.5432e-08 6.4187e-03 9.9118e-01 2.3994e-03 2.4381e-11 5.1156e-25
4.6750e+03 1.3269e+04 1.1731e+12 4.2402e-05 5.3956e-01 4.6040e-01 5.2508e-07 9.1980e-20 2.0110e-39
4.8750e+03 1.1633e+04 9.6978e+11 9.0138e-04 9.8745e-01 1.1652e-02 2.4278e-11 4.6780e-28 0.0000e+00
5.0750e+03 9.7178e+03 8.0177e+11 2.7739e-02 9.7223e-01 2.8710e-05 9.0950e-18 4.9709e-40 0.0000e+00
5.2750e+03 8.3994e+03 5.6505e+11 3.4825e-01 6.5175e-01 1.0044e-07 1.3025e-23 0.0000e+00 0.0000e+00
5.4750e+03 7.3895e+03 4.8113e+11 9.2525e-01 7.4753e-02 4.6981e-11 1.8885e-30 0.0000e+00 0.0000e+00
5.6750e+03 6.3960e+03 3.9452e+11 9.9960e-01 3.9627e-04 2.3081e-17 1.1322e-42 0.0000e+00 0.0000e+00
5.8750e+03 5.2181e+03 1.7062e+11 1.0000e+00 4.1605e-08 1.7792e-28 0.0000e+00 0.0000e+00 0.0000e+00
6.0750e+03 4.0095e+03 6.5332e+10 1.0000e+00 4.3775e-10 3.4904e-34 0.0000e+00 0.0000e+00 0.0000e+00
6.2750e+03 3.7201e+03 3.4698e+10 1.0000e+00 1.4581e-11 2.0068e-38 0.0000e+00 0.0000e+00 0.0000e+00
6.4750e+03 3.5638e+03 2.9403e+10 1.0000e+00 5.4305e-12 1.1928e-39 0.0000e+00 0.0000e+00 0.0000e+00
6.6750e+03 3.4686e+03 2.3852e+10 1.0000e+00 5.3201e-13 1.7782e-42 0.0000e+00 0.0000e+00 0.0000e+00
6.8750e+03 3.3666e+03 2.1519e+10 1.0000e+00 1.8396e-13 8.9683e-44 0.0000e+00 0.0000e+00 0.0000e+00
7.0750e+03 3.2729e+03 1.9589e+10 1.0000e+00 6.5509e-14 5.6052e-45 0.0000e+00 0.0000e+00 0.0000e+00
7.2750e+03 3.1875e+03 1.8016e+10 1.0000e+00 3.1832e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.4750e+03 3.1181e+03 1.6467e+10 1.0000e+00 1.1577e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.6750e+03 3.0658e+03 1.5106e+10 1.0000e+00 5.2603e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.8750e+03 2.9968e+03 1.3768e+10 1.0000e+00 2.1007e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.0750e+03 2.9222e+03 1.2540e+10 1.0000e+00 9.5161e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2750e+03 2.8601e+03 1.1256e+10 1.0000e+00 3.5314e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.4750e+03 2.7822e+03 9.9411e+09 1.0000e+00 1.2072e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.6750e+03 2.7013e+03 8.5653e+09 1.0000e+00 3.7077e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.8750e+03 2.6123e+03 7.2501e+09 1.0000e+00 1.1894e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.0750e+03 2.5162e+03 5.7418e+09 1.0000e+00 2.7012e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2750e+03 2.4208e+03 4.1977e+09 1.0000e+00 4.7196e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.4750e+03 2.3317e+03 2.8076e+09 1.0000e+00 6.5721e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6750e+03 2.2491e+03 1.7776e+09 1.0000e+00 8.7178e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.8750e+03 2.1864e+03 1.0423e+09 1.0000e+00 9.4965e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0075e+04 2.1203e+03 5.8627e+08 1.0000e+00 9.6233e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0275e+04 2.0699e+03 3.4340e+08 1.0000e+00 1.2303e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0475e+04 2.0260e+03 2.0623e+08 1.0000e+00 1.7979e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0675e+04 1.9975e+03 1.3158e+08 1.0000e+00 3.4179e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0875e+04 1.9648e+03 8.3075e+07 1.0000e+00 6.2751e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1075e+04 1.9391e+03 5.7843e+07 1.0000e+00 1.7216e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1275e+04 1.9240e+03 4.4213e+07 1.0000e+00 6.9051e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1475e+04 1.9301e+03 3.2560e+07 1.0000e+00 2.3836e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1675e+04 1.9117e+03 3.1038e+07 1.0000e+00 2.3401e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1875e+04 1.9073e+03 2.7921e+07 1.0000e+00 1.8165e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2075e+04 1.8778e+03 1.8856e+07 1.0000e+00 4.4194e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2275e+04 1.8714e+03 1.6255e+07 1.0000e+00 2.8880e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2475e+04 1.8757e+03 1.4630e+07 1.0000e+00 2.2466e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
