#NTIMES:           33
#TIMES[d]:    1.00000E-01   5.00000E-01   1.00000E+00   2.00000E+00   3.00000E+00   4.00000E+00   5.00000E+00   6.00000E+00   7.00000E+00   8.00000E+00   9.00000E+00   1.00000E+01   1.20000E+01   1.40000E+01   1.60000E+01   1.80000E+01   2.00000E+01   2.20000E+01   2.40000E+01   2.60000E+01   2.80000E+01   3.00000E+01   3.50000E+01   4.00000E+01   5.00000E+01   6.00000E+01   7.00000E+01   8.00000E+01   9.00000E+01   1.00000E+02   1.10000E+02   1.20000E+02   1.30000E+02
#
#TIME:    1.00000E-01
#NVEL:          209
#vel_mid[km/s] temp[K] rho[gcc]
 7.65780E+08 9.03649E+04 3.48337E-10
 7.73030E+08 8.97429E+04 3.41193E-10
 7.80260E+08 8.91251E+04 3.33426E-10
 7.87530E+08 8.85116E+04 3.25837E-10
 7.94920E+08 8.79023E+04 3.18420E-10
 8.02180E+08 8.72971E+04 3.19154E-10
 8.09460E+08 8.66962E+04 3.12608E-10
 8.16710E+08 8.60994E+04 3.07610E-10
 8.23960E+08 8.55067E+04 3.01995E-10
 8.31200E+08 8.47227E+04 2.97852E-10
 8.38410E+08 8.41395E+04 2.93089E-10
 8.45600E+08 8.35603E+04 2.88403E-10
 8.52830E+08 8.27942E+04 2.83139E-10
 8.60070E+08 8.20352E+04 2.79254E-10
 8.67300E+08 8.14704E+04 2.75423E-10
 8.74520E+08 8.07235E+04 2.71644E-10
 8.81660E+08 7.99834E+04 2.67301E-10
 8.88720E+08 7.92501E+04 2.61818E-10
 8.95820E+08 7.83430E+04 2.55859E-10
 9.03140E+08 7.76247E+04 2.48886E-10
 9.10640E+08 7.69130E+04 2.41546E-10
 9.18250E+08 7.60326E+04 2.34423E-10
 9.25770E+08 7.51623E+04 2.29087E-10
 9.33300E+08 7.43019E+04 2.24905E-10
 9.40990E+08 7.34514E+04 2.19280E-10
 9.48830E+08 7.24436E+04 2.13796E-10
 9.56720E+08 7.16143E+04 2.08930E-10
 9.64600E+08 7.06318E+04 2.04644E-10
 9.72500E+08 6.98232E+04 2.00447E-10
 9.80410E+08 6.88652E+04 1.96789E-10
 9.88330E+08 6.79204E+04 1.94089E-10
 9.96200E+08 6.68344E+04 1.90546E-10
 1.00414E+09 6.59174E+04 1.87068E-10
 1.01211E+09 6.48634E+04 1.83231E-10
 1.02009E+09 6.38263E+04 1.79887E-10
 1.02818E+09 6.28058E+04 1.76604E-10
 1.03621E+09 6.18016E+04 1.74181E-10
 1.04406E+09 6.08135E+04 1.71791E-10
 1.05189E+09 5.97035E+04 1.67494E-10
 1.06009E+09 5.86138E+04 1.59956E-10
 1.06867E+09 5.74116E+04 1.54170E-10
 1.07739E+09 5.62341E+04 1.47231E-10
 1.08668E+09 5.49541E+04 1.41906E-10
 1.09573E+09 5.35797E+04 1.36773E-10
 1.10492E+09 5.23600E+04 1.33660E-10
 1.11422E+09 5.10505E+04 1.29420E-10
 1.12332E+09 4.97737E+04 1.23310E-10
 1.13297E+09 4.84172E+04 1.18577E-10
 1.14221E+09 4.72063E+04 1.11944E-10
 1.15009E+09 4.60257E+04 1.10154E-10
 1.16004E+09 4.48745E+04 1.06660E-10
 1.17067E+09 4.35512E+04 1.00231E-10
 1.18143E+09 4.22669E+04 9.59401E-11
 1.19204E+09 4.09261E+04 9.22571E-11
 1.20348E+09 3.96278E+04 8.49180E-11
 1.21634E+09 3.81944E+04 7.65597E-11
 1.23041E+09 3.68129E+04 7.01455E-11
 1.24467E+09 3.53997E+04 6.71429E-11
 1.25885E+09 3.41193E+04 6.48634E-11
 1.27319E+09 3.28095E+04 6.22300E-11
 1.28794E+09 3.15500E+04 5.91562E-11
 1.30336E+09 3.03389E+04 5.55904E-11
 1.31960E+09 2.91072E+04 5.23600E-11
 1.33567E+09 2.79898E+04 5.05825E-11
 1.35118E+09 2.68534E+04 4.94311E-11
 1.36831E+09 2.57632E+04 4.43609E-11
 1.38810E+09 2.46037E+04 3.87258E-11
 1.40946E+09 2.33884E+04 3.53997E-11
 1.43058E+09 2.21820E+04 3.38065E-11
 1.45214E+09 2.09894E+04 3.16957E-11
 1.47563E+09 1.98153E+04 2.87078E-11
 1.50042E+09 1.86209E+04 2.67301E-11
 1.52430E+09 1.74985E+04 2.57040E-11
 1.55029E+09 1.64437E+04 2.29087E-11
 1.58472E+09 1.53462E+04 2.08930E-11
 1.60550E+09 1.43219E+04 3.36512E-11
 1.61585E+09 1.35519E+04 4.34510E-11
 1.62668E+09 1.30017E+04 4.42588E-11
 1.63655E+09 1.24738E+04 4.53942E-11
 1.64769E+09 1.19399E+04 4.08319E-11
 1.65874E+09 1.14025E+04 3.63915E-11
 1.67271E+09 1.08643E+04 3.03389E-11
 1.68940E+09 1.02802E+04 2.40436E-11
 1.70782E+09 9.68278E+03 1.98153E-11
 1.72702E+09 9.14113E+03 1.70608E-11
 1.74736E+09 8.68960E+03 1.46893E-11
 1.76967E+09 8.27942E+03 1.23595E-11
 1.79404E+09 7.92501E+03 1.04954E-11
 1.81866E+09 7.58578E+03 9.50605E-12
 1.84205E+09 7.29458E+03 9.03649E-12
 1.86396E+09 7.06318E+03 8.51138E-12
 1.88659E+09 6.83912E+03 7.49894E-12
 1.91204E+09 6.57658E+03 6.20869E-12
 1.93983E+09 6.42688E+03 5.28445E-12
 1.96706E+09 6.25173E+03 4.88652E-12
 1.99265E+09 6.08135E+03 4.67735E-12
 2.01683E+09 5.92925E+03 4.38531E-12
 2.04252E+09 5.78096E+03 3.75837E-12
 2.07214E+09 5.59758E+03 3.04789E-12
 2.10395E+09 5.47016E+03 2.61818E-12
 2.13468E+09 5.33335E+03 2.46604E-12
 2.16291E+09 5.19996E+03 2.39883E-12
 2.18936E+09 5.08159E+03 2.24388E-12
 2.21855E+09 4.94311E+03 1.86209E-12
 2.25335E+09 4.83059E+03 1.47231E-12
 2.29000E+09 4.70977E+03 1.28529E-12
 2.32475E+09 4.59198E+03 1.21619E-12
 2.35694E+09 4.47713E+03 1.18850E-12
 2.38659E+09 4.38531E+03 1.11944E-12
 2.42020E+09 4.27563E+03 9.03649E-13
 2.46133E+09 4.16869E+03 6.98232E-13
 2.50416E+09 4.05509E+03 6.10942E-13
 2.54524E+09 3.89045E+03 5.71479E-13
 2.58298E+09 3.79315E+03 5.57186E-13
 2.62007E+09 3.68978E+03 4.88652E-13
 2.66711E+09 3.58096E+03 3.61410E-13
 2.72151E+09 3.47536E+03 2.90402E-13
 2.77506E+09 3.38844E+03 2.63633E-13
 2.81709E+09 3.31894E+03 3.02691E-13
 2.82225E+09 3.25837E+03 2.17270E-12
 2.82626E+09 3.22107E+03 2.49459E-12
 2.84059E+09 3.22849E+03 7.32825E-13
 2.85442E+09 3.14051E+03 6.29506E-13
 2.88706E+09 3.11172E+03 2.58821E-13
 2.92588E+09 3.06902E+03 1.90985E-13
 2.99525E+09 3.06196E+03 9.74990E-14
 3.10755E+09 2.98538E+03 5.10505E-14
 3.33682E+09 2.83139E+03 2.05116E-14
 4.27601E+09 2.51768E+03 2.01372E-15
 4.51851E+09 2.36048E+03 1.90546E-15
 4.72852E+09 2.30675E+03 1.47231E-15
 4.95329E+09 2.26464E+03 9.26830E-16
 5.21705E+09 2.23357E+03 5.27230E-16
 5.53806E+09 2.18776E+03 2.83139E-16
 5.94739E+09 2.12814E+03 1.41906E-16
 6.49294E+09 2.06063E+03 6.59174E-17
 7.17442E+09 1.98153E+03 3.16228E-17
 7.37870E+09 1.93197E+03 6.71429E-17
#TIME:    2.00000E+00
#NVEL:          209
#vel_mid[km/s] temp[K] rho[gcc]
 1.06310E+08 4.60257E+04 3.58096E-10
 1.37300E+08 5.26017E+04 3.68129E-10
 1.56890E+08 5.82103E+04 3.58096E-10
 1.73030E+08 6.25173E+04 3.68129E-10
 1.87170E+08 6.65273E+04 3.57273E-10
 1.99130E+08 6.99842E+04 3.57273E-10
 2.09870E+08 7.29458E+04 3.41979E-10
 2.19990E+08 7.55092E+04 3.34965E-10
 2.29730E+08 7.76247E+04 3.20627E-10
 2.39050E+08 7.96159E+04 3.13329E-10
 2.48930E+08 8.12831E+04 2.85759E-10
 2.57840E+08 8.24138E+04 2.89068E-10
 2.66960E+08 8.33681E+04 2.67917E-10
 2.76250E+08 8.41395E+04 2.47742E-10
 2.85390E+08 8.45279E+04 2.44343E-10
 2.94410E+08 8.47227E+04 2.30144E-10
 3.03410E+08 8.47227E+04 2.16272E-10
 3.12450E+08 8.45279E+04 2.03236E-10
 3.21540E+08 8.41395E+04 1.91426E-10
 3.30550E+08 8.35603E+04 1.83654E-10
 3.39740E+08 8.29851E+04 1.73780E-10
 3.49030E+08 8.20352E+04 1.62181E-10
 3.58320E+08 8.12831E+04 1.51705E-10
 3.67850E+08 8.01678E+04 1.40929E-10
 3.77740E+08 7.92501E+04 1.30617E-10
 3.87840E+08 7.81628E+04 1.21899E-10
 3.97880E+08 7.69130E+04 1.12980E-10
 4.08090E+08 7.60326E+04 1.04232E-10
 4.18330E+08 7.49894E+04 9.93116E-11
 4.28900E+08 7.39605E+04 9.63829E-11
 4.38370E+08 7.31139E+04 1.00693E-10
 4.46800E+08 7.26106E+04 1.02329E-10
 4.54810E+08 7.21107E+04 1.00462E-10
 4.62830E+08 7.17794E+04 9.79490E-11
 4.71420E+08 7.14496E+04 9.18333E-11
 4.80620E+08 7.11214E+04 8.55067E-11
 4.90140E+08 7.09578E+04 8.09096E-11
 4.99580E+08 7.07946E+04 7.79830E-11
 5.08920E+08 7.06318E+04 7.58578E-11
 5.18170E+08 7.04693E+04 7.39605E-11
 5.27340E+08 7.04693E+04 7.24436E-11
 5.36420E+08 7.03072E+04 7.11214E-11
 5.45350E+08 7.01455E+04 7.01455E-11
 5.54070E+08 7.01455E+04 6.93426E-11
 5.62640E+08 6.99842E+04 6.82339E-11
 5.71110E+08 6.98232E+04 6.71429E-11
 5.79510E+08 6.96627E+04 6.62217E-11
 5.87730E+08 6.95024E+04 6.51628E-11
 5.95860E+08 6.93426E+04 6.41210E-11
 6.03910E+08 6.91831E+04 6.30957E-11
 6.11870E+08 6.88652E+04 6.22300E-11
 6.19830E+08 6.87068E+04 6.12350E-11
 6.27800E+08 6.83912E+04 6.02560E-11
 6.35690E+08 6.82339E+04 5.92925E-11
 6.43390E+08 6.79204E+04 5.83445E-11
 6.50940E+08 6.76083E+04 5.75440E-11
 6.58400E+08 6.74528E+04 5.67545E-11
 6.65810E+08 6.71429E+04 5.59758E-11
 6.73160E+08 6.68344E+04 5.52077E-11
 6.80490E+08 6.65273E+04 5.44503E-11
 6.87780E+08 6.62217E+04 5.37032E-11
 6.94980E+08 6.59174E+04 5.28445E-11
 7.02040E+08 6.54636E+04 5.18800E-11
 7.09050E+08 6.51628E+04 5.09331E-11
 7.16180E+08 6.48634E+04 5.00035E-11
 7.23430E+08 6.45654E+04 4.89779E-11
 7.30780E+08 6.41210E+04 4.78630E-11
 7.38160E+08 6.38263E+04 4.67735E-11
 7.45500E+08 6.33870E+04 4.58142E-11
 7.52790E+08 6.30957E+04 4.48745E-11
 7.60090E+08 6.26614E+04 4.40555E-11
 7.67400E+08 6.22300E+04 4.32514E-11
 7.74670E+08 6.18016E+04 4.23643E-11
 7.81900E+08 6.15177E+04 4.14000E-11
 7.89170E+08 6.10942E+04 4.04576E-11
 7.96570E+08 6.06736E+04 3.95367E-11
 8.03860E+08 6.02560E+04 3.97192E-11
 8.11140E+08 5.98412E+04 3.89045E-11
 8.18400E+08 5.94292E+04 3.82825E-11
 8.25670E+08 5.88844E+04 3.75837E-11
 8.32930E+08 5.84790E+04 3.69828E-11
 8.40140E+08 5.80764E+04 3.64754E-11
 8.47340E+08 5.76766E+04 3.58922E-11
 8.54590E+08 5.71479E+04 3.51560E-11
 8.61840E+08 5.67545E+04 3.46737E-11
 8.69090E+08 5.62341E+04 3.41979E-11
 8.76310E+08 5.57186E+04 3.37287E-11
 8.83470E+08 5.52077E+04 3.30370E-11
 8.90550E+08 5.48277E+04 3.24340E-11
 8.97650E+08 5.43250E+04 3.17687E-11
 9.04970E+08 5.38270E+04 3.09030E-11
 9.12490E+08 5.33335E+04 2.99916E-11
 9.20110E+08 5.27230E+04 2.91072E-11
 9.27620E+08 5.22396E+04 2.85102E-11
 9.35130E+08 5.16416E+04 2.79898E-11
 9.42820E+08 5.11682E+04 2.72270E-11
 9.50670E+08 5.05825E+04 2.66073E-11
 9.58540E+08 5.00035E+04 2.60615E-11
 9.66390E+08 4.94311E+04 2.55270E-11
 9.74290E+08 4.88652E+04 2.49459E-11
 9.82190E+08 4.83059E+04 2.44906E-11
 9.90090E+08 4.76431E+04 2.41546E-11
 9.97930E+08 4.70977E+04 2.37684E-11
 1.00586E+09 4.64515E+04 2.32809E-11
 1.01383E+09 4.59198E+04 2.28034E-11
 1.02177E+09 4.52898E+04 2.24388E-11
 1.02983E+09 4.45656E+04 2.20293E-11
 1.03785E+09 4.39542E+04 2.16770E-11
 1.04570E+09 4.33511E+04 2.13304E-11
 1.05350E+09 4.26580E+04 2.07970E-11
 1.06167E+09 4.19759E+04 1.99067E-11
 1.07023E+09 4.13048E+04 1.92309E-11
 1.07893E+09 4.05509E+04 1.83654E-11
 1.08817E+09 3.98107E+04 1.77011E-11
 1.09718E+09 3.90841E+04 1.71002E-11
 1.10632E+09 3.82825E+04 1.66725E-11
 1.11559E+09 3.75837E+04 1.61436E-11
 1.12463E+09 3.68129E+04 1.54170E-11
 1.13424E+09 3.60579E+04 1.47911E-11
 1.14342E+09 3.52371E+04 1.39959E-11
 1.15126E+09 3.45939E+04 1.37404E-11
 1.16116E+09 3.38844E+04 1.33352E-11
 1.17173E+09 3.31131E+04 1.25026E-11
 1.18243E+09 3.22849E+04 1.19674E-11
 1.19300E+09 3.14775E+04 1.15080E-11
 1.20439E+09 3.06196E+04 1.05925E-11
 1.21720E+09 2.97852E+04 9.54993E-12
 1.23120E+09 2.89068E+04 8.74984E-12
 1.24538E+09 2.79898E+04 8.37529E-12
 1.25950E+09 2.71644E+04 8.10961E-12
 1.27378E+09 2.63027E+04 7.76247E-12
 1.28847E+09 2.54683E+04 7.37904E-12
 1.30384E+09 2.46037E+04 6.93426E-12
 1.32004E+09 2.37684E+04 6.53131E-12
 1.33607E+09 2.29615E+04 6.30957E-12
 1.35154E+09 2.21309E+04 6.16595E-12
 1.36864E+09 2.13304E+04 5.53350E-12
 1.38840E+09 2.05116E+04 4.81948E-12
 1.40973E+09 1.96336E+04 4.40555E-12
 1.43081E+09 1.87499E+04 4.21697E-12
 1.45234E+09 1.79061E+04 3.95367E-12
 1.47581E+09 1.70608E+04 3.58096E-12
 1.50057E+09 1.62181E+04 3.32660E-12
 1.52442E+09 1.53815E+04 3.19890E-12
 1.55039E+09 1.46218E+04 2.85102E-12
 1.58479E+09 1.38357E+04 2.60016E-12
 1.60555E+09 1.30918E+04 4.18794E-12
 1.61589E+09 1.25314E+04 5.42001E-12
 1.62671E+09 1.21619E+04 5.52077E-12
 1.63658E+09 1.18577E+04 5.66239E-12
 1.64773E+09 1.15080E+04 5.09331E-12
 1.65877E+09 1.11686E+04 4.53942E-12
 1.67274E+09 1.08393E+04 3.78443E-12
 1.68942E+09 1.04954E+04 2.99916E-12
 1.70784E+09 1.01391E+04 2.47172E-12
 1.72704E+09 9.77237E+03 2.12814E-12
 1.74738E+09 9.46237E+03 1.83231E-12
 1.76969E+09 9.16220E+03 1.53815E-12
 1.79406E+09 8.87156E+03 1.30617E-12
 1.81867E+09 8.60994E+03 1.18304E-12
 1.84206E+09 8.35603E+03 1.12460E-12
 1.86397E+09 8.12831E+03 1.06170E-12
 1.88660E+09 7.92501E+03 9.33254E-13
 1.91205E+09 7.69130E+03 7.74462E-13
 1.93984E+09 7.51623E+03 6.59174E-13
 1.96707E+09 7.32825E+03 6.08135E-13
 1.99266E+09 7.16143E+03 5.83445E-13
 2.01684E+09 6.99842E+03 5.45758E-13
 2.04253E+09 6.83912E+03 4.67735E-13
 2.07215E+09 6.65273E+03 3.79315E-13
 2.10396E+09 6.50130E+03 3.26588E-13
 2.13469E+09 6.35331E+03 3.06902E-13
 2.16292E+09 6.20869E+03 2.99226E-13
 2.18937E+09 6.08135E+03 2.79254E-13
 2.21856E+09 5.92925E+03 2.32274E-13
 2.25335E+09 5.82103E+03 1.83654E-13
 2.29001E+09 5.68853E+03 1.60325E-13
 2.32476E+09 5.55904E+03 1.51705E-13
 2.35695E+09 5.44503E+03 1.47911E-13
 2.38660E+09 5.34564E+03 1.39316E-13
 2.42020E+09 5.24807E+03 1.12460E-13
 2.46133E+09 5.12861E+03 8.68960E-14
 2.50416E+09 5.02343E+03 7.62079E-14
 2.54525E+09 4.87528E+03 7.12853E-14
 2.58299E+09 4.79733E+03 6.93426E-14
 2.62008E+09 4.70977E+03 6.08135E-14
 2.66712E+09 4.62381E+03 4.50817E-14
 2.72151E+09 4.52898E+03 3.62243E-14
 2.77507E+09 4.44631E+03 3.28095E-14
 2.81709E+09 4.37522E+03 3.78443E-14
 2.82225E+09 4.32514E+03 2.67301E-13
 2.82626E+09 4.29536E+03 3.19154E-13
 2.84059E+09 4.27563E+03 9.09913E-14
 2.85442E+09 4.19759E+03 7.85236E-14
 2.88706E+09 4.15911E+03 3.22107E-14
 2.92588E+09 4.09261E+03 2.37684E-14
 2.99526E+09 3.99945E+03 1.21619E-14
 3.10756E+09 3.87258E+03 6.35331E-15
 3.33683E+09 3.62243E+03 2.55270E-15
 4.27602E+09 3.07610E+03 2.50611E-16
 4.51852E+09 2.85759E+03 2.37137E-16
 4.72852E+09 2.76058E+03 1.83231E-16
 4.95330E+09 2.66686E+03 1.15611E-16
 5.21706E+09 2.58821E+03 6.56145E-17
 5.53807E+09 2.50035E+03 3.53183E-17
 5.94740E+09 2.40991E+03 1.76604E-17
 6.49295E+09 2.31206E+03 8.20352E-18
 7.17443E+09 2.20800E+03 3.93550E-18
 7.37871E+09 2.14783E+03 8.35603E-18
#TIME:    3.00000E+00
#NVEL:          209
#vel_mid[km/s] temp[K] rho[gcc]
 1.06100E+08 4.15911E+04 1.06905E-10
 1.36780E+08 4.80839E+04 1.10662E-10
 1.56170E+08 5.16416E+04 1.07647E-10
 1.72150E+08 5.43250E+04 1.10917E-10
 1.86160E+08 5.66239E+04 1.07647E-10
 1.98020E+08 5.86138E+04 1.08143E-10
 2.08690E+08 6.02560E+04 1.03514E-10
 2.18810E+08 6.15177E+04 1.00925E-10
 2.28590E+08 6.26614E+04 9.66051E-11
 2.38000E+08 6.36796E+04 9.39723E-11
 2.48020E+08 6.44169E+04 8.51138E-11
 2.57100E+08 6.50130E+04 8.55067E-11
 2.66410E+08 6.54636E+04 7.88860E-11
 2.75930E+08 6.57658E+04 7.27780E-11
 2.85310E+08 6.59174E+04 7.14496E-11
 2.94560E+08 6.59174E+04 6.71429E-11
 3.03800E+08 6.59174E+04 6.29506E-11
 3.13060E+08 6.56145E+04 5.90201E-11
 3.22370E+08 6.54636E+04 5.55904E-11
 3.31570E+08 6.51628E+04 5.32108E-11
 3.40930E+08 6.47143E+04 5.03501E-11
 3.50370E+08 6.42688E+04 4.70977E-11
 3.59770E+08 6.38263E+04 4.41570E-11
 3.69400E+08 6.32412E+04 4.10204E-11
 3.79350E+08 6.26614E+04 3.81944E-11
 3.89450E+08 6.20869E+04 3.58922E-11
 3.99440E+08 6.15177E+04 3.36512E-11
 4.09610E+08 6.09537E+04 3.11889E-11
 4.19760E+08 6.02560E+04 2.99916E-11
 4.30150E+08 5.97035E+04 2.95121E-11
 4.39470E+08 5.91562E+04 3.04789E-11
 4.47810E+08 5.87489E+04 3.06902E-11
 4.55740E+08 5.83445E+04 3.00608E-11
 4.63680E+08 5.80764E+04 2.93089E-11
 4.72190E+08 5.78096E+04 2.74789E-11
 4.81300E+08 5.74116E+04 2.57040E-11
 4.90750E+08 5.71479E+04 2.42661E-11
 5.00150E+08 5.68853E+04 2.32809E-11
 5.09460E+08 5.67545E+04 2.25944E-11
 5.18690E+08 5.64937E+04 2.20293E-11
 5.27850E+08 5.63638E+04 2.15278E-11
 5.36940E+08 5.61048E+04 2.10863E-11
 5.45890E+08 5.59758E+04 2.07491E-11
 5.54630E+08 5.57186E+04 2.05116E-11
 5.63220E+08 5.55904E+04 2.02302E-11
 5.71720E+08 5.53350E+04 1.99067E-11
 5.80150E+08 5.52077E+04 1.95884E-11
 5.88400E+08 5.49541E+04 1.92752E-11
 5.96550E+08 5.47016E+04 1.89671E-11
 6.04640E+08 5.45758E+04 1.87068E-11
 6.12630E+08 5.43250E+04 1.84077E-11
 6.20630E+08 5.40754E+04 1.81134E-11
 6.28630E+08 5.38270E+04 1.78649E-11
 6.36560E+08 5.37032E+04 1.75792E-11
 6.44280E+08 5.34564E+04 1.72982E-11
 6.51860E+08 5.32108E+04 1.70608E-11
 6.59350E+08 5.29663E+04 1.68267E-11
 6.66790E+08 5.27230E+04 1.65959E-11
 6.74170E+08 5.24807E+04 1.63682E-11
 6.81530E+08 5.22396E+04 1.61436E-11
 6.88850E+08 5.19996E+04 1.58855E-11
 6.96060E+08 5.17607E+04 1.56315E-11
 7.03150E+08 5.14044E+04 1.53462E-11
 7.10190E+08 5.11682E+04 1.51008E-11
 7.17340E+08 5.09331E+04 1.48252E-11
 7.24620E+08 5.06991E+04 1.45211E-11
 7.31980E+08 5.03501E+04 1.42233E-11
 7.39380E+08 5.01187E+04 1.38995E-11
 7.46740E+08 4.97737E+04 1.35831E-11
 7.54050E+08 4.95450E+04 1.33045E-11
 7.61370E+08 4.92040E+04 1.30918E-11
 7.68690E+08 4.89779E+04 1.28233E-11
 7.75980E+08 4.86407E+04 1.25603E-11
 7.83220E+08 4.83059E+04 1.22744E-11
 7.90500E+08 4.80839E+04 1.20226E-11
 7.97910E+08 4.77529E+04 1.17490E-11
 8.05220E+08 4.74242E+04 1.17761E-11
 8.12500E+08 4.70977E+04 1.15611E-11
 8.19770E+08 4.67735E+04 1.13763E-11
 8.27060E+08 4.64515E+04 1.11429E-11
 8.34340E+08 4.61318E+04 1.09648E-11
 8.41560E+08 4.58142E+04 1.08393E-11
 8.48760E+08 4.54988E+04 1.06660E-11
 8.56020E+08 4.51856E+04 1.04472E-11
 8.63290E+08 4.48745E+04 1.02802E-11
 8.70540E+08 4.45656E+04 1.01625E-11
 8.77770E+08 4.41570E+04 1.00000E-11
 8.84940E+08 4.38531E+04 9.79490E-12
 8.92030E+08 4.34510E+04 9.61612E-12
 8.99140E+08 4.31519E+04 9.41890E-12
 9.06470E+08 4.27563E+04 9.18333E-12
 9.14010E+08 4.24620E+04 8.89201E-12
 9.21640E+08 4.20727E+04 8.64968E-12
 9.29140E+08 4.16869E+04 8.47227E-12
 9.36640E+08 4.13048E+04 8.31764E-12
 9.44350E+08 4.09261E+04 8.09096E-12
 9.52210E+08 4.04576E+04 7.88860E-12
 9.60060E+08 4.00867E+04 7.74462E-12
 9.67910E+08 3.96278E+04 7.58578E-12
 9.75810E+08 3.92645E+04 7.41310E-12
 9.83710E+08 3.88150E+04 7.27780E-12
 9.91590E+08 3.83707E+04 7.19449E-12
 9.99420E+08 3.79315E+04 7.06318E-12
 1.00735E+09 3.74973E+04 6.91831E-12
 1.01532E+09 3.70681E+04 6.77642E-12
 1.02325E+09 3.66438E+04 6.66807E-12
 1.03128E+09 3.61410E+04 6.54636E-12
 1.03930E+09 3.57273E+04 6.44169E-12
 1.04713E+09 3.52371E+04 6.33870E-12
 1.05492E+09 3.47536E+04 6.19441E-12
 1.06308E+09 3.42768E+04 5.92925E-12
 1.07163E+09 3.38065E+04 5.71479E-12
 1.08032E+09 3.32660E+04 5.45758E-12
 1.08954E+09 3.27341E+04 5.28445E-12
 1.09852E+09 3.22107E+04 5.09331E-12
 1.10763E+09 3.16957E+04 4.97737E-12
 1.11687E+09 3.11172E+04 4.80839E-12
 1.12589E+09 3.05492E+04 4.59198E-12
 1.13546E+09 2.99916E+04 4.41570E-12
 1.14458E+09 2.94442E+04 4.17830E-12
 1.15239E+09 2.89734E+04 4.09261E-12
 1.16228E+09 2.85102E+04 3.97192E-12
 1.17282E+09 2.79254E+04 3.73250E-12
 1.18347E+09 2.73527E+04 3.57273E-12
 1.19399E+09 2.67917E+04 3.43558E-12
 1.20535E+09 2.62422E+04 3.15500E-12
 1.21813E+09 2.56448E+04 2.85102E-12
 1.23205E+09 2.50035E+04 2.61216E-12
 1.24616E+09 2.44343E+04 2.50035E-12
 1.26023E+09 2.38232E+04 2.41546E-12
 1.27448E+09 2.32809E+04 2.31739E-12
 1.28912E+09 2.26986E+04 2.19786E-12
 1.30445E+09 2.20800E+04 2.06538E-12
 1.32061E+09 2.14783E+04 1.94536E-12
 1.33660E+09 2.08930E+04 1.87932E-12
 1.35204E+09 2.02768E+04 1.83654E-12
 1.36911E+09 1.97242E+04 1.64816E-12
 1.38885E+09 1.90546E+04 1.43549E-12
 1.41014E+09 1.84077E+04 1.31220E-12
 1.43118E+09 1.77011E+04 1.25603E-12
 1.45268E+09 1.70216E+04 1.17761E-12
 1.47611E+09 1.63682E+04 1.06660E-12
 1.50084E+09 1.56675E+04 9.90832E-13
 1.52465E+09 1.49968E+04 9.52796E-13
 1.55057E+09 1.43880E+04 8.49180E-13
 1.58494E+09 1.37404E+04 7.74462E-13
 1.60567E+09 1.31220E+04 1.24738E-12
 1.61598E+09 1.26183E+04 1.61436E-12
 1.62679E+09 1.23027E+04 1.64437E-12
 1.63665E+09 1.20504E+04 1.68267E-12
 1.64780E+09 1.17761E+04 1.51705E-12
 1.65884E+09 1.15080E+04 1.34896E-12
 1.67281E+09 1.12202E+04 1.12460E-12
 1.68949E+09 1.09144E+04 8.91251E-13
 1.70790E+09 1.06170E+04 7.36207E-13
 1.72710E+09 1.03276E+04 6.33870E-13
 1.74743E+09 1.00693E+04 5.45758E-13
 1.76974E+09 9.84011E+03 4.58142E-13
 1.79411E+09 9.61612E+03 3.89045E-13
 1.81872E+09 9.39723E+03 3.52371E-13
 1.84210E+09 9.18333E+03 3.34965E-13
 1.86401E+09 8.99498E+03 3.16228E-13
 1.88664E+09 8.83080E+03 2.77971E-13
 1.91209E+09 8.62979E+03 2.30144E-13
 1.93988E+09 8.47227E+03 1.95884E-13
 1.96711E+09 8.29851E+03 1.81134E-13
 1.99270E+09 8.14704E+03 1.73780E-13
 2.01688E+09 7.99834E+03 1.62555E-13
 2.04256E+09 7.87046E+03 1.39316E-13
 2.07219E+09 7.70903E+03 1.12980E-13
 2.10400E+09 7.56833E+03 9.72747E-14
 2.13473E+09 7.43019E+03 9.14113E-14
 2.16295E+09 7.31139E+03 8.89201E-14
 2.18940E+09 7.19449E+03 8.31764E-14
 2.21859E+09 7.06318E+03 6.91831E-14
 2.25339E+09 6.95024E+03 5.45758E-14
 2.29004E+09 6.82339E+03 4.77529E-14
 2.32480E+09 6.69885E+03 4.50817E-14
 2.35698E+09 6.57658E+03 4.40555E-14
 2.38663E+09 6.47143E+03 4.14954E-14
 2.42024E+09 6.36796E+03 3.34965E-14
 2.46136E+09 6.23735E+03 2.58821E-14
 2.50419E+09 6.10942E+03 2.26464E-14
 2.54528E+09 5.97035E+03 2.11836E-14
 2.58301E+09 5.87489E+03 2.06538E-14
 2.62010E+09 5.78096E+03 1.81134E-14
 2.66714E+09 5.67545E+03 1.33968E-14
 2.72153E+09 5.57186E+03 1.07647E-14
 2.77509E+09 5.48277E+03 9.77237E-15
 2.81711E+09 5.39511E+03 1.12720E-14
 2.82226E+09 5.34564E+03 7.92501E-14
 2.82627E+09 5.32108E+03 9.57194E-14
 2.84060E+09 5.29663E+03 2.70396E-14
 2.85443E+09 5.23600E+03 2.33884E-14
 2.88708E+09 5.17607E+03 9.57194E-15
