#NTIMES:           33
#TIMES[d]:    1.00000E-01   5.00000E-01   1.00000E+00   2.00000E+00   3.00000E+00   4.00000E+00   5.00000E+00   6.00000E+00   7.00000E+00   8.00000E+00   9.00000E+00   1.00000E+01   1.20000E+01   1.40000E+01   1.60000E+01   1.80000E+01   2.00000E+01   2.20000E+01   2.40000E+01   2.60000E+01   2.80000E+01   3.00000E+01   3.50000E+01   4.00000E+01   5.00000E+01   6.00000E+01   7.00000E+01   8.00000E+01   9.00000E+01   1.00000E+02   1.10000E+02   1.20000E+02   1.30000E+02
#
#TIME:    1.00000E-01
#NVEL:          209
#vel_mid[km/s] temp[K] rho[gcc]
 5.51730E+08 1.25026E+04 6.87068E-14
 5.60490E+08 1.24451E+04 6.80769E-14
 5.69140E+08 1.23880E+04 6.68344E-14
 5.77770E+08 1.23310E+04 6.54636E-14
 5.86400E+08 1.22744E+04 6.42688E-14
 5.94300E+08 1.21619E+04 6.48634E-14
 6.02550E+08 1.21339E+04 6.25173E-14
 6.10760E+08 1.21060E+04 6.13762E-14
 6.18870E+08 1.20504E+04 6.05341E-14
 6.26970E+08 1.19950E+04 5.97035E-14
 6.35070E+08 1.19399E+04 5.87489E-14
 6.43100E+08 1.18850E+04 5.78096E-14
 6.50920E+08 1.18577E+04 5.70164E-14
 6.58580E+08 1.18032E+04 5.61048E-14
 6.66170E+08 1.17490E+04 5.53350E-14
 6.73700E+08 1.16950E+04 5.45758E-14
 6.81170E+08 1.16413E+04 5.38270E-14
 6.88630E+08 1.15878E+04 5.30884E-14
 6.96050E+08 1.15345E+04 5.22396E-14
 7.03360E+08 1.14815E+04 5.14044E-14
 7.10530E+08 1.14288E+04 5.04661E-14
 7.17690E+08 1.13763E+04 4.95450E-14
 7.24970E+08 1.13240E+04 4.86407E-14
 7.32410E+08 1.12720E+04 4.77529E-14
 7.39710E+08 1.11429E+04 4.70977E-14
 7.47120E+08 1.11429E+04 4.60257E-14
 7.54570E+08 1.10917E+04 4.47713E-14
 7.61960E+08 1.10408E+04 4.39542E-14
 7.69350E+08 1.09901E+04 4.32514E-14
 7.76760E+08 1.09396E+04 4.22669E-14
 7.84140E+08 1.08893E+04 4.14954E-14
 7.91450E+08 1.08393E+04 4.06443E-14
 7.98800E+08 1.07895E+04 3.97192E-14
 8.06250E+08 1.07152E+04 3.89045E-14
 8.13600E+08 1.06660E+04 3.90841E-14
 8.20940E+08 1.06170E+04 3.83707E-14
 8.28270E+08 1.05682E+04 3.76704E-14
 8.35630E+08 1.05196E+04 3.68129E-14
 8.42970E+08 1.04713E+04 3.63078E-14
 8.50230E+08 1.03992E+04 3.59749E-14
 8.57490E+08 1.03514E+04 3.53183E-14
 8.64830E+08 1.03039E+04 3.45144E-14
 8.72170E+08 1.02565E+04 3.40408E-14
 8.79480E+08 1.01859E+04 3.37287E-14
 8.86620E+08 1.00925E+04 3.33426E-14
 8.93780E+08 1.00693E+04 3.25087E-14
 9.00920E+08 1.00231E+04 3.17687E-14
 9.08060E+08 9.97700E+03 3.12608E-14
 9.15450E+08 9.90832E+03 3.04089E-14
 9.23060E+08 9.86279E+03 2.94442E-14
 9.30710E+08 9.81748E+03 2.87078E-14
 9.38200E+08 9.74990E+03 2.83139E-14
 9.45730E+08 9.70510E+03 2.77332E-14
 9.53480E+08 9.66051E+03 2.68534E-14
 9.61330E+08 9.59401E+03 2.63027E-14
 9.69170E+08 9.54993E+03 2.59418E-14
 9.77010E+08 9.48418E+03 2.54097E-14
 9.84890E+08 9.44061E+03 2.47742E-14
 9.92750E+08 9.39723E+03 2.43781E-14
 1.00060E+09 9.33254E+03 2.41546E-14
 1.00842E+09 9.26830E+03 2.37137E-14
 1.01631E+09 9.22571E+03 2.31739E-14
 1.02423E+09 9.16220E+03 2.27510E-14
 1.03213E+09 9.05733E+03 2.24388E-14
 1.04002E+09 9.01571E+03 2.21820E-14
 1.04792E+09 8.97429E+03 2.17771E-14
 1.05565E+09 8.91251E+03 2.13796E-14
 1.06344E+09 8.87156E+03 2.07491E-14
 1.07160E+09 8.81049E+03 1.98609E-14
 1.08004E+09 8.74984E+03 1.93197E-14
 1.08862E+09 8.68960E+03 1.84502E-14
 1.09778E+09 8.62979E+03 1.78649E-14
 1.10669E+09 8.57038E+03 1.72584E-14
 1.11560E+09 8.51138E+03 1.69824E-14
 1.12464E+09 8.45279E+03 1.64059E-14
 1.13363E+09 8.39460E+03 1.55239E-14
 1.14316E+09 8.33681E+03 1.49624E-14
 1.15203E+09 8.27942E+03 1.43880E-14
 1.15967E+09 8.24138E+03 1.40281E-14
 1.16956E+09 8.18465E+03 1.33968E-14
 1.18001E+09 8.07235E+03 1.26474E-14
 1.19035E+09 8.01678E+03 1.22744E-14
 1.20065E+09 7.96159E+03 1.17490E-14
 1.21202E+09 7.90679E+03 1.06414E-14
 1.22479E+09 7.83430E+03 9.63829E-15
 1.23844E+09 7.76247E+03 8.95365E-15
 1.25223E+09 7.69130E+03 8.59014E-15
 1.26619E+09 7.62079E+03 8.22243E-15
 1.28034E+09 7.56833E+03 7.87046E-15
 1.29477E+09 7.48170E+03 7.51623E-15
 1.30991E+09 7.41310E+03 7.04693E-15
 1.32595E+09 7.29458E+03 6.62217E-15
 1.34176E+09 7.24436E+03 6.39735E-15
 1.35702E+09 7.16143E+03 6.25173E-15
 1.37397E+09 7.09578E+03 5.59758E-15
 1.39364E+09 7.01455E+03 4.87528E-15
 1.41481E+09 6.91831E+03 4.46684E-15
 1.43560E+09 6.82339E+03 4.28549E-15
 1.45691E+09 6.71429E+03 4.00867E-15
 1.48026E+09 6.57658E+03 3.62243E-15
 1.50492E+09 6.45654E+03 3.36512E-15
 1.52825E+09 6.32412E+03 3.26588E-15
 1.55380E+09 6.20869E+03 2.90402E-15
 1.58800E+09 6.06736E+03 2.63633E-15
 1.60856E+09 5.91562E+03 4.24620E-15
 1.61811E+09 5.79429E+03 5.67545E-15
 1.62852E+09 5.75440E+03 5.67545E-15
 1.63839E+09 5.70164E+03 5.70164E-15
 1.64957E+09 5.66239E+03 5.12861E-15
 1.66055E+09 5.61048E+03 4.59198E-15
 1.67447E+09 5.55904E+03 3.81944E-15
 1.69120E+09 5.50808E+03 3.01995E-15
 1.70966E+09 5.45758E+03 2.48886E-15
 1.72876E+09 5.40754E+03 2.15278E-15
 1.74902E+09 5.35797E+03 1.84927E-15
 1.77138E+09 5.28445E+03 1.55239E-15
 1.79577E+09 5.24807E+03 1.31826E-15
 1.82033E+09 5.19996E+03 1.19399E-15
 1.84366E+09 5.15229E+03 1.13763E-15
 1.86559E+09 5.11682E+03 1.07152E-15
 1.88827E+09 5.08159E+03 9.41890E-16
 1.91377E+09 5.02343E+03 7.79830E-16
 1.94157E+09 5.00035E+03 6.63743E-16
 1.96880E+09 4.96592E+03 6.13762E-16
 1.99439E+09 4.93174E+03 5.88844E-16
 2.01860E+09 4.89779E+03 5.49541E-16
 2.04436E+09 4.86407E+03 4.70977E-16
 2.07403E+09 4.81948E+03 3.81944E-16
 2.10584E+09 4.78630E+03 3.28852E-16
 2.13657E+09 4.75335E+03 3.09742E-16
 2.16480E+09 4.72063E+03 3.01301E-16
 2.19129E+09 4.68813E+03 2.81838E-16
 2.22053E+09 4.64515E+03 2.33884E-16
 2.25536E+09 4.61318E+03 1.84927E-16
 2.29202E+09 4.58142E+03 1.61436E-16
 2.32677E+09 4.53942E+03 1.52757E-16
 2.35895E+09 4.49780E+03 1.49279E-16
 2.38864E+09 4.46684E+03 1.40281E-16
 2.42231E+09 4.42588E+03 1.13240E-16
 2.46346E+09 4.37522E+03 8.77001E-17
 2.50631E+09 4.32514E+03 7.67361E-17
 2.54737E+09 4.24620E+03 7.19449E-17
 2.58511E+09 4.20727E+03 6.99842E-17
 2.62222E+09 4.14954E+03 6.13762E-17
 2.66928E+09 4.08319E+03 4.53942E-17
 2.72360E+09 4.00867E+03 3.65595E-17
 2.77710E+09 3.95367E+03 3.31894E-17
 2.81870E+09 3.89942E+03 3.84592E-17
 2.82375E+09 3.95367E+03 2.68534E-16
 2.82788E+09 3.94457E+03 3.25087E-16
 2.84257E+09 3.82825E+03 9.05733E-17
 2.85655E+09 3.77572E+03 7.88860E-17
 2.88937E+09 3.74111E+03 3.23594E-17
 2.92826E+09 3.69828E+03 2.39332E-17
 2.99770E+09 3.64754E+03 1.22462E-17
 3.11009E+09 3.59749E+03 6.39735E-18
 3.33950E+09 3.51560E+03 2.57040E-18
 4.27811E+09 3.31131E+03 2.52348E-19
 4.52056E+09 3.19890E+03 2.39332E-19
 4.73045E+09 3.15500E+03 1.84927E-19
 4.95511E+09 3.11172E+03 1.16413E-19
 5.21875E+09 3.06902E+03 6.62217E-20
 5.53966E+09 3.01995E+03 3.55631E-20
 5.94886E+09 2.95801E+03 1.78238E-20
 6.49422E+09 2.89068E+03 8.27942E-21
 7.17537E+09 2.80543E+03 3.97192E-21
 7.37957E+09 2.76694E+03 8.43335E-21
#TIME:    2.20000E+01
#NVEL:          209
#vel_mid[km/s] temp[K] rho[gcc]
 1.04890E+08 1.31522E+04 2.80543E-13
 1.35100E+08 1.31220E+04 2.97167E-13
 1.54310E+08 1.31220E+04 2.87740E-13
 1.70150E+08 1.30617E+04 2.97852E-13
 1.84150E+08 1.30918E+04 2.87740E-13
 1.96090E+08 1.30918E+04 2.89734E-13
 2.06890E+08 1.30617E+04 2.74789E-13
 2.17220E+08 1.30617E+04 2.64850E-13
 2.27280E+08 1.30317E+04 2.49459E-13
 2.37050E+08 1.30017E+04 2.38232E-13
 2.47480E+08 1.29718E+04 2.11836E-13
 2.57030E+08 1.29420E+04 2.08449E-13
 2.66840E+08 1.29122E+04 1.89671E-13
 2.76870E+08 1.28825E+04 1.72982E-13
 2.86800E+08 1.28233E+04 1.67880E-13
 2.96600E+08 1.27644E+04 1.56315E-13
 3.06250E+08 1.27057E+04 1.46218E-13
 3.16050E+08 1.26765E+04 1.36144E-13
 3.25860E+08 1.26183E+04 1.27938E-13
 3.35530E+08 1.25603E+04 1.22744E-13
 3.45340E+08 1.25026E+04 1.16145E-13
 3.55200E+08 1.24451E+04 1.09144E-13
 3.64980E+08 1.23880E+04 1.02802E-13
 3.74970E+08 1.23310E+04 9.59401E-14
 3.85210E+08 1.22462E+04 9.03649E-14
 3.95500E+08 1.21899E+04 8.70964E-14
 4.05650E+08 1.21339E+04 8.31764E-14
 4.16000E+08 1.20504E+04 7.76247E-14
 4.26250E+08 1.19674E+04 7.67361E-14
 4.36530E+08 1.19124E+04 7.85236E-14
 4.45740E+08 1.17761E+04 7.99834E-14
 4.53850E+08 1.17220E+04 7.92501E-14
 4.61750E+08 1.16950E+04 7.63836E-14
 4.69690E+08 1.16413E+04 7.44732E-14
 4.78250E+08 1.15878E+04 6.98232E-14
 4.87320E+08 1.15345E+04 6.57658E-14
 4.96710E+08 1.14815E+04 6.19441E-14
 5.06110E+08 1.14288E+04 5.88844E-14
 5.15420E+08 1.13763E+04 5.68853E-14
 5.24590E+08 1.13501E+04 5.54626E-14
 5.33730E+08 1.12980E+04 5.40754E-14
 5.42870E+08 1.12460E+04 5.24807E-14
 5.51870E+08 1.11944E+04 5.15229E-14
 5.60640E+08 1.11429E+04 5.10505E-14
 5.69280E+08 1.10917E+04 5.01187E-14
 5.77920E+08 1.10662E+04 4.90908E-14
 5.86550E+08 1.10154E+04 4.80839E-14
 5.94430E+08 1.09144E+04 4.88652E-14
 6.02680E+08 1.09144E+04 4.68813E-14
 6.10890E+08 1.08643E+04 4.60257E-14
 6.19010E+08 1.08393E+04 4.53942E-14
 6.27110E+08 1.07895E+04 4.47713E-14
 6.35210E+08 1.07399E+04 4.40555E-14
 6.43240E+08 1.07152E+04 4.33511E-14
 6.51060E+08 1.06660E+04 4.27563E-14
 6.58720E+08 1.06170E+04 4.20727E-14
 6.66310E+08 1.05925E+04 4.14954E-14
 6.73840E+08 1.05439E+04 4.09261E-14
 6.81310E+08 1.04954E+04 4.03645E-14
 6.88780E+08 1.04713E+04 3.98107E-14
 6.96200E+08 1.04232E+04 3.91742E-14
 7.03500E+08 1.03753E+04 3.85478E-14
 7.10680E+08 1.03276E+04 3.78443E-14
 7.17840E+08 1.03039E+04 3.70681E-14
 7.25130E+08 1.02565E+04 3.63915E-14
 7.32570E+08 1.02094E+04 3.57273E-14
 7.39860E+08 1.01158E+04 3.53183E-14
 7.47260E+08 1.00925E+04 3.45144E-14
 7.54720E+08 1.00693E+04 3.35738E-14
 7.62100E+08 1.00231E+04 3.30370E-14
 7.69490E+08 9.97700E+03 3.24340E-14
 7.76910E+08 9.93116E+03 3.16957E-14
 7.84290E+08 9.88553E+03 3.11172E-14
 7.91590E+08 9.86279E+03 3.04789E-14
 7.98950E+08 9.81748E+03 2.97852E-14
 8.06400E+08 9.77237E+03 2.91743E-14
 8.13750E+08 9.72747E+03 2.93089E-14
 8.21090E+08 9.68278E+03 2.87740E-14
 8.28410E+08 9.63829E+03 2.83139E-14
 8.35780E+08 9.59401E+03 2.76058E-14
 8.43120E+08 9.54993E+03 2.72270E-14
 8.50380E+08 9.52796E+03 2.69774E-14
 8.57640E+08 9.48418E+03 2.64850E-14
 8.64980E+08 9.41890E+03 2.58821E-14
 8.72320E+08 9.37562E+03 2.55270E-14
 8.79650E+08 9.33254E+03 2.52930E-14
 8.86780E+08 9.24698E+03 2.50611E-14
 8.93930E+08 9.22571E+03 2.44343E-14
 9.01070E+08 9.18333E+03 2.38232E-14
 9.08210E+08 9.14113E+03 2.34423E-14
 9.15600E+08 9.09913E+03 2.28560E-14
 9.23210E+08 9.05733E+03 2.20800E-14
 9.30860E+08 9.01571E+03 2.15278E-14
 9.38360E+08 8.95365E+03 2.12814E-14
 9.45890E+08 8.91251E+03 2.07970E-14
 9.53630E+08 8.87156E+03 2.01372E-14
 9.61490E+08 8.83080E+03 1.97242E-14
 9.69320E+08 8.77001E+03 1.94984E-14
 9.77160E+08 8.72971E+03 1.90546E-14
 9.85050E+08 8.68960E+03 1.86209E-14
 9.92910E+08 8.62979E+03 1.83231E-14
 1.00076E+09 8.59014E+03 1.81134E-14
 1.00858E+09 8.53100E+03 1.77828E-14
 1.01648E+09 8.49180E+03 1.73780E-14
 1.02441E+09 8.43335E+03 1.71002E-14
 1.03230E+09 8.35603E+03 1.68267E-14
 1.04019E+09 8.31764E+03 1.66725E-14
 1.04808E+09 8.26038E+03 1.63305E-14
 1.05582E+09 8.20352E+03 1.60325E-14
 1.06360E+09 8.16582E+03 1.55955E-14
 1.07177E+09 8.10961E+03 1.49279E-14
 1.08021E+09 8.05378E+03 1.45211E-14
 1.08879E+09 8.01678E+03 1.38676E-14
 1.09795E+09 7.96159E+03 1.33968E-14
 1.10686E+09 7.90679E+03 1.29420E-14
 1.11577E+09 7.85236E+03 1.27644E-14
 1.12482E+09 7.79830E+03 1.23310E-14
 1.13381E+09 7.74462E+03 1.16413E-14
 1.14334E+09 7.69130E+03 1.12202E-14
 1.15221E+09 7.62079E+03 1.08143E-14
 1.15985E+09 7.58578E+03 1.05196E-14
 1.16975E+09 7.53356E+03 1.00462E-14
 1.18020E+09 7.43019E+03 9.50605E-15
 1.19053E+09 7.37904E+03 9.22571E-15
 1.20084E+09 7.31139E+03 8.83080E-15
 1.21221E+09 7.26106E+03 7.99834E-15
 1.22498E+09 7.19449E+03 7.22770E-15
 1.23863E+09 7.12853E+03 6.71429E-15
 1.25242E+09 7.06318E+03 6.45654E-15
 1.26638E+09 6.99842E+03 6.16595E-15
 1.28054E+09 6.93426E+03 5.91562E-15
 1.29497E+09 6.85488E+03 5.63638E-15
 1.31011E+09 6.79204E+03 5.29663E-15
 1.32616E+09 6.66807E+03 4.96592E-15
 1.34198E+09 6.59174E+03 4.80839E-15
 1.35724E+09 6.51628E+03 4.69894E-15
 1.37419E+09 6.42688E+03 4.20727E-15
 1.39387E+09 6.32412E+03 3.65595E-15
 1.41505E+09 6.22300E+03 3.34965E-15
 1.43584E+09 6.10942E+03 3.22107E-15
 1.45715E+09 5.99791E+03 3.00608E-15
 1.48050E+09 5.86138E+03 2.71644E-15
 1.50517E+09 5.75440E+03 2.52348E-15
 1.52845E+09 5.63638E+03 2.45471E-15
 1.55397E+09 5.53350E+03 2.18273E-15
 1.58815E+09 5.43250E+03 1.97697E-15
 1.60869E+09 5.30884E+03 3.19154E-15
 1.61819E+09 5.19996E+03 4.27563E-15
 1.62857E+09 5.17607E+03 4.26580E-15
 1.63845E+09 5.14044E+03 4.28549E-15
 1.64962E+09 5.10505E+03 3.85478E-15
 1.66060E+09 5.05825E+03 3.44350E-15
 1.67451E+09 5.02343E+03 2.87078E-15
 1.69124E+09 4.98884E+03 2.26464E-15
 1.70971E+09 4.94311E+03 1.87068E-15
 1.72881E+09 4.89779E+03 1.61436E-15
 1.74906E+09 4.86407E+03 1.38995E-15
 1.77141E+09 4.79733E+03 1.16413E-15
 1.79581E+09 4.76431E+03 9.88553E-16
 1.82036E+09 4.73151E+03 8.97429E-16
 1.84369E+09 4.69894E+03 8.53100E-16
 1.86562E+09 4.66659E+03 8.03526E-16
 1.88830E+09 4.63447E+03 7.06318E-16
 1.91380E+09 4.59198E+03 5.84790E-16
 1.94160E+09 4.56037E+03 4.98884E-16
 1.96883E+09 4.52898E+03 4.60257E-16
 1.99442E+09 4.49780E+03 4.41570E-16
 2.01863E+09 4.46684E+03 4.13048E-16
 2.04439E+09 4.43609E+03 3.53997E-16
 2.07406E+09 4.38531E+03 2.87078E-16
 2.10587E+09 4.34510E+03 2.47172E-16
 2.13660E+09 4.30527E+03 2.32274E-16
 2.16484E+09 4.26580E+03 2.26464E-16
 2.19133E+09 4.21697E+03 2.11349E-16
 2.22058E+09 4.15911E+03 1.75792E-16
 2.25540E+09 4.10204E+03 1.38676E-16
 2.29207E+09 4.03645E+03 1.21339E-16
 2.32683E+09 3.96278E+03 1.14815E-16
 2.35902E+09 3.91742E+03 1.11944E-16
 2.38871E+09 3.86367E+03 1.05439E-16
 2.42238E+09 3.81944E+03 8.51138E-17
 2.46354E+09 3.77572E+03 6.57658E-17
 2.50639E+09 3.73250E+03 5.76766E-17
 2.54746E+09 3.67282E+03 5.39511E-17
 2.58519E+09 3.63915E+03 5.26017E-17
 2.62231E+09 3.59749E+03 4.60257E-17
 2.66936E+09 3.56451E+03 3.41193E-17
 2.72368E+09 3.52371E+03 2.74157E-17
 2.77718E+09 3.49140E+03 2.48886E-17
 2.81875E+09 3.45144E+03 2.88403E-17
 2.82378E+09 3.49140E+03 2.01837E-16
 2.82793E+09 3.49945E+03 2.43781E-16
 2.84264E+09 3.40408E+03 6.79204E-17
 2.85662E+09 3.36512E+03 5.91562E-17
 2.88944E+09 3.34195E+03 2.42661E-17
 2.92833E+09 3.31894E+03 1.79473E-17
 2.99777E+09 3.28852E+03 9.18333E-18
 3.11015E+09 3.25087E+03 4.80839E-18
 3.33955E+09 3.18420E+03 1.93197E-18
 4.27814E+09 3.02691E+03 1.89671E-19
 4.52058E+09 2.92415E+03 1.79887E-19
 4.73047E+09 2.88403E+03 1.38676E-19
 4.95513E+09 2.85102E+03 8.74984E-20
 5.21876E+09 2.81838E+03 4.96592E-20
 5.53967E+09 2.77971E+03 2.67301E-20
 5.94887E+09 2.73527E+03 1.33968E-20
 6.49422E+09 2.67917E+03 6.20869E-21
 7.17537E+09 2.61216E+03 2.97852E-21
 7.37956E+09 2.57632E+03 6.32412E-21
#TIME:    2.40000E+01
#NVEL:          209
#vel_mid[km/s] temp[K] rho[gcc]
 1.04900E+08 1.16681E+04 2.16770E-13
 1.35110E+08 1.16413E+04 2.29087E-13
 1.54330E+08 1.16681E+04 2.22331E-13
 1.70160E+08 1.16145E+04 2.29615E-13
 1.84160E+08 1.16413E+04 2.21820E-13
 1.96100E+08 1.16413E+04 2.23357E-13
 2.06910E+08 1.16413E+04 2.11836E-13
 2.17240E+08 1.16413E+04 2.04174E-13
 2.27310E+08 1.16413E+04 1.92309E-13
 2.37080E+08 1.16145E+04 1.83231E-13
 2.47510E+08 1.15878E+04 1.63305E-13
 2.57060E+08 1.15611E+04 1.60694E-13
 2.66880E+08 1.15345E+04 1.45881E-13
 2.76920E+08 1.15080E+04 1.33045E-13
 2.86850E+08 1.14815E+04 1.29122E-13
 2.96660E+08 1.14288E+04 1.20226E-13
 3.06310E+08 1.13763E+04 1.12460E-13
 3.16110E+08 1.13501E+04 1.04713E-13
 3.25930E+08 1.12980E+04 9.84011E-14
 3.35600E+08 1.12720E+04 9.44061E-14
 3.45420E+08 1.12202E+04 8.93305E-14
 3.55280E+08 1.11686E+04 8.39460E-14
 3.65070E+08 1.11173E+04 7.90679E-14
 3.75060E+08 1.10917E+04 7.37904E-14
 3.85300E+08 1.10154E+04 6.95024E-14
 3.95600E+08 1.09648E+04 6.69885E-14
 4.05760E+08 1.09144E+04 6.39735E-14
 4.16110E+08 1.08643E+04 5.98412E-14
 4.26360E+08 1.08143E+04 5.91562E-14
 4.36650E+08 1.07399E+04 6.05341E-14
 4.45850E+08 1.05925E+04 6.16595E-14
 4.53950E+08 1.05925E+04 6.10942E-14
 4.61850E+08 1.05682E+04 5.88844E-14
 4.69790E+08 1.05196E+04 5.72796E-14
 4.78350E+08 1.04954E+04 5.37032E-14
 4.87420E+08 1.04472E+04 5.06991E-14
 4.96810E+08 1.03992E+04 4.77529E-14
 5.06210E+08 1.03753E+04 4.53942E-14
 5.15520E+08 1.03276E+04 4.38531E-14
 5.24680E+08 1.02802E+04 4.27563E-14
 5.33830E+08 1.02565E+04 4.15911E-14
 5.42960E+08 1.02094E+04 4.03645E-14
 5.51970E+08 1.01859E+04 3.97192E-14
 5.60730E+08 1.01391E+04 3.93550E-14
 5.69380E+08 1.01158E+04 3.86367E-14
 5.78020E+08 1.00693E+04 3.77572E-14
 5.86660E+08 1.00231E+04 3.70681E-14
 5.94530E+08 9.95405E+03 3.76704E-14
 6.02770E+08 9.95405E+03 3.61410E-14
 6.10990E+08 9.93116E+03 3.54813E-14
 6.19100E+08 9.88553E+03 3.49945E-14
 6.27200E+08 9.86279E+03 3.44350E-14
 6.35300E+08 9.81748E+03 3.39625E-14
 6.43330E+08 9.79490E+03 3.34195E-14
 6.51150E+08 9.74990E+03 3.28852E-14
 6.58820E+08 9.72747E+03 3.24340E-14
 6.66410E+08 9.68278E+03 3.19890E-14
 6.73940E+08 9.66051E+03 3.15500E-14
 6.81410E+08 9.61612E+03 3.11172E-14
 6.88880E+08 9.59401E+03 3.06196E-14
 6.96300E+08 9.54993E+03 3.01995E-14
 7.03610E+08 9.50605E+03 2.97167E-14
 7.10790E+08 9.48418E+03 2.91743E-14
 7.17950E+08 9.44061E+03 2.85759E-14
 7.25240E+08 9.39723E+03 2.80543E-14
 7.32690E+08 9.37562E+03 2.75423E-14
 7.39970E+08 9.28966E+03 2.72270E-14
 7.47370E+08 9.26830E+03 2.66073E-14
 7.54820E+08 9.24698E+03 2.58821E-14
 7.62210E+08 9.20450E+03 2.54097E-14
 7.69600E+08 9.16220E+03 2.50035E-14
 7.77020E+08 9.12011E+03 2.43781E-14
 7.84400E+08 9.09913E+03 2.39332E-14
 7.91700E+08 9.05733E+03 2.34963E-14
 7.99060E+08 9.01571E+03 2.29615E-14
 8.06510E+08 8.97429E+03 2.24905E-14
 8.13860E+08 8.93305E+03 2.25944E-14
 8.21200E+08 8.91251E+03 2.21820E-14
 8.28530E+08 8.87156E+03 2.17771E-14
 8.35900E+08 8.83080E+03 2.12814E-14
 8.43240E+08 8.79023E+03 2.09894E-14
 8.50500E+08 8.74984E+03 2.07970E-14
 8.57760E+08 8.70964E+03 2.04174E-14
 8.65100E+08 8.66962E+03 1.99067E-14
 8.72450E+08 8.62979E+03 1.96336E-14
 8.79780E+08 8.59014E+03 1.94536E-14
 8.86900E+08 8.51138E+03 1.93197E-14
 8.94060E+08 8.47227E+03 1.88365E-14
 9.01200E+08 8.43335E+03 1.83231E-14
 9.08340E+08 8.39460E+03 1.80717E-14
 9.15730E+08 8.35603E+03 1.75792E-14
 9.23340E+08 8.31764E+03 1.70216E-14
 9.30990E+08 8.27942E+03 1.65959E-14
 9.38490E+08 8.24138E+03 1.64059E-14
 9.46020E+08 8.20352E+03 1.60325E-14
 9.53760E+08 8.14704E+03 1.55239E-14
 9.61620E+08 8.10961E+03 1.52055E-14
 9.69460E+08 8.07235E+03 1.50314E-14
 9.77300E+08 8.01678E+03 1.46893E-14
 9.85180E+08 7.97995E+03 1.43549E-14
 9.93050E+08 7.92501E+03 1.40929E-14
 1.00090E+09 7.88860E+03 1.39637E-14
 1.00873E+09 7.83430E+03 1.37088E-14
 1.01663E+09 7.79830E+03 1.33968E-14
 1.02456E+09 7.74462E+03 1.31522E-14
 1.03245E+09 7.65597E+03 1.29718E-14
 1.04034E+09 7.62079E+03 1.28529E-14
 1.04823E+09 7.56833E+03 1.25893E-14
 1.05596E+09 7.53356E+03 1.23880E-14
 1.06375E+09 7.48170E+03 1.20226E-14
 1.07192E+09 7.43019E+03 1.14815E-14
 1.08036E+09 7.37904E+03 1.11944E-14
 1.08894E+09 7.32825E+03 1.06905E-14
 1.09811E+09 7.27780E+03 1.03276E-14
 1.10702E+09 7.22770E+03 9.97700E-15
 1.11592E+09 7.16143E+03 9.84011E-15
 1.12497E+09 7.11214E+03 9.50605E-15
 1.13397E+09 7.06318E+03 8.97429E-15
 1.14350E+09 7.01455E+03 8.64968E-15
 1.15237E+09 6.95024E+03 8.33681E-15
 1.16001E+09 6.90240E+03 8.10961E-15
 1.16992E+09 6.85488E+03 7.74462E-15
 1.18038E+09 6.76083E+03 7.32825E-15
 1.19070E+09 6.69885E+03 7.12853E-15
 1.20100E+09 6.63743E+03 6.80769E-15
 1.21239E+09 6.57658E+03 6.16595E-15
 1.22516E+09 6.51628E+03 5.57186E-15
 1.23880E+09 6.44169E+03 5.18800E-15
 1.25260E+09 6.36796E+03 4.97737E-15
 1.26656E+09 6.28058E+03 4.75335E-15
 1.28072E+09 6.20869E+03 4.56037E-15
 1.29515E+09 6.13762E+03 4.34510E-15
 1.31030E+09 6.05341E+03 4.08319E-15
 1.32635E+09 5.94292E+03 3.82825E-15
 1.34216E+09 5.87489E+03 3.70681E-15
 1.35742E+09 5.79429E+03 3.62243E-15
 1.37437E+09 5.72796E+03 3.24340E-15
 1.39405E+09 5.64937E+03 2.81838E-15
 1.41523E+09 5.55904E+03 2.58226E-15
 1.43601E+09 5.47016E+03 2.48313E-15
 1.45731E+09 5.39511E+03 2.32274E-15
 1.48066E+09 5.27230E+03 2.09411E-15
 1.50532E+09 5.18800E+03 1.94536E-15
 1.52858E+09 5.08159E+03 1.89671E-15
 1.55408E+09 5.00035E+03 1.68267E-15
 1.58825E+09 4.90908E+03 1.52405E-15
 1.60878E+09 4.80839E+03 2.46037E-15
 1.61824E+09 4.70977E+03 3.31131E-15
 1.62861E+09 4.69894E+03 3.29610E-15
 1.63849E+09 4.66659E+03 3.30370E-15
 1.64966E+09 4.63447E+03 2.97167E-15
 1.66063E+09 4.60257E+03 2.65461E-15
 1.67454E+09 4.58142E+03 2.21309E-15
 1.69127E+09 4.54988E+03 1.74582E-15
 1.70974E+09 4.50817E+03 1.44212E-15
 1.72883E+09 4.47713E+03 1.24451E-15
 1.74908E+09 4.44631E+03 1.07152E-15
 1.77144E+09 4.39542E+03 8.97429E-16
 1.79583E+09 4.36516E+03 7.62079E-16
 1.82038E+09 4.32514E+03 6.91831E-16
 1.84371E+09 4.30527E+03 6.57658E-16
 1.86564E+09 4.27563E+03 6.19441E-16
 1.88832E+09 4.24620E+03 5.44503E-16
 1.91383E+09 4.18794E+03 4.50817E-16
 1.94163E+09 4.15911E+03 3.84592E-16
 1.96886E+09 4.12098E+03 3.54813E-16
