#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8 ni9
1.2062e+04 5.4813e-12 1.0558e-03 9.9894e-01 9.3510e-07 1.5802e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 2.3058e-11 3.1359e-03 9.9686e-01 8.3012e-08 2.8569e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 8.3105e-11 8.2853e-03 9.9171e-01 9.4282e-09 9.8156e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 2.2798e-10 1.8130e-02 9.8187e-01 1.5305e-09 8.4168e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 4.5424e-10 3.1562e-02 9.6844e-01 3.9413e-10 2.3803e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.0420e-09 5.5242e-02 9.4476e-01 1.2229e-10 1.2537e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 3.1897e-09 1.0758e-01 8.9242e-01 3.4525e-11 6.1489e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 1.3727e-08 2.4191e-01 7.5809e-01 6.2151e-12 1.2266e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 3.7641e-08 4.2326e-01 5.7674e-01 1.0389e-12 2.0936e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 6.4628e-08 5.6249e-01 4.3751e-01 2.6187e-13 9.5444e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 9.0614e-08 6.7353e-01 3.2647e-01 6.9617e-14 4.8191e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 9.5236e-08 7.1494e-01 2.8506e-01 3.4760e-14 9.1379e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 9.5459e-08 7.3531e-01 2.6469e-01 2.3229e-14 3.4038e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.0115e-07 7.6652e-01 2.3348e-01 1.3281e-14 9.3467e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.0516e-07 7.8967e-01 2.1033e-01 8.3860e-15 3.2230e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.1423e-07 8.2195e-01 1.7805e-01 4.3213e-15 7.2868e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.2168e-07 8.4983e-01 1.5017e-01 2.1873e-15 1.5414e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.3494e-07 8.8971e-01 1.1029e-01 6.6751e-16 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 1.4018e-07 9.2250e-01 7.7496e-02 1.6081e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 1.6228e-07 9.5485e-01 4.5153e-02 2.3402e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.7139e-07 9.7052e-01 2.9475e-02 4.8298e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.5797e-07 9.7642e-01 2.3583e-02 1.7661e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.0461e-07 9.9077e-01 9.2300e-03 7.7469e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 3.2108e-07 9.9758e-01 2.4158e-03 1.0969e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 6.7413e-07 9.9975e-01 2.5393e-04 8.8286e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 6.7284e-07 9.9984e-01 1.5504e-04 1.4042e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 7.2500e-07 9.9992e-01 7.8668e-05 1.2833e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.3280e-08 7.4828e-01 2.5172e-01 5.5121e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 3.2402e-08 9.4509e-01 5.4914e-02 3.0545e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 6.1107e-07 9.9996e-01 4.1635e-05 9.0424e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.0300e-06 9.9999e-01 6.7032e-06 2.5459e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 3.8401e-07 9.9993e-01 7.1642e-05 3.0600e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.0091e-07 9.9895e-01 1.0451e-03 6.5258e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 6.1559e-07 9.9999e-01 5.6360e-06 5.6044e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 2.3833e-07 9.9997e-01 2.5560e-05 2.9930e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 2.3895e-07 9.9999e-01 1.1382e-05 1.5138e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 2.2680e-07 9.9999e-01 6.6926e-06 1.9536e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 2.7992e-07 1.0000e+00 2.5131e-06 7.5347e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.7570e-07 9.9999e-01 5.1485e-06 4.8294e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 2.4828e-07 1.0000e+00 1.2595e-06 4.8426e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 2.7010e-07 1.0000e+00 5.7751e-07 3.1713e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 2.2262e-07 1.0000e+00 5.2119e-07 1.5737e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 2.4204e-07 1.0000e+00 2.5309e-07 1.2754e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.9652e-07 1.0000e+00 2.5053e-07 8.6768e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.4244e-07 1.0000e+00 3.2834e-07 1.3679e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.6058e-07 1.0000e+00 1.5097e-07 9.6692e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.4047e-07 1.0000e+00 1.2740e-07 4.1531e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 1.6257e-07 1.0000e+00 5.5912e-08 2.5927e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.2092e-07 1.0000e+00 6.9436e-08 3.5046e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.6417e-07 1.0000e+00 2.1121e-08 7.4745e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.9487e-07 1.0000e+00 8.8298e-09 4.0932e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 6.5757e-08 1.0000e+00 7.1117e-08 1.3917e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.4601e-07 1.0000e+00 6.9360e-09 1.0510e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.3082e-07 1.0000e+00 5.7603e-09 4.4561e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 9.8577e-08 1.0000e+00 7.3083e-09 6.6562e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 8.3449e-08 1.0000e+00 7.1830e-09 4.7364e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 6.4249e-08 1.0000e+00 9.0397e-09 7.1326e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 5.8135e-08 1.0000e+00 8.0332e-09 3.9236e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 4.3336e-08 1.0000e+00 1.1608e-08 9.2766e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 4.8954e-08 1.0000e+00 6.5926e-09 1.4433e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 4.3100e-08 1.0000e+00 6.9830e-09 1.4433e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 4.2165e-08 1.0000e+00 6.0265e-09 8.1275e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 2.9246e-08 1.0000e+00 1.2083e-08 5.6052e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 3.1307e-08 1.0000e+00 9.6091e-09 2.7185e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 5.1222e-08 1.0000e+00 2.9742e-09 8.4078e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 6.2668e-08 1.0000e+00 1.7981e-09 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 6.7598e-08 1.0000e+00 1.6058e-09 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 5.3145e-08 1.0000e+00 2.2699e-09 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.5042e-08 1.0000e+00 1.3227e-08 2.6064e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 17.3032
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8 ni9
4.4010e+02 1.0899e-24 1.1901e-13 4.3972e-05 9.4213e-01 5.7826e-02 1.9683e-09 1.9171e-24 0.0000e+00 0.0000e+00 0.0000e+00
8.8623e+02 4.8888e-19 6.2940e-10 3.0336e-03 9.9585e-01 1.1140e-03 8.3366e-13 2.3349e-29 0.0000e+00 0.0000e+00 0.0000e+00
9.0614e+02 2.8306e-19 3.8890e-10 2.2055e-03 9.9598e-01 1.8141e-03 2.6519e-12 1.8809e-28 0.0000e+00 0.0000e+00 0.0000e+00
9.4442e+02 1.9135e-19 2.7530e-10 1.7538e-03 9.9567e-01 2.5745e-03 6.0918e-12 8.4273e-28 0.0000e+00 0.0000e+00 0.0000e+00
9.9911e+02 1.4612e-19 2.1699e-10 1.4974e-03 9.9523e-01 3.2763e-03 1.0807e-11 2.3693e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.0608e+03 1.1163e-19 1.7113e-10 1.2788e-03 9.9456e-01 4.1651e-03 1.9128e-11 6.6336e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.1257e+03 8.4402e-20 1.3354e-10 1.0836e-03 9.9356e-01 5.3610e-03 3.4918e-11 1.9660e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.1944e+03 6.6613e-20 1.0816e-10 9.4071e-04 9.9241e-01 6.6500e-03 5.8420e-11 4.9823e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.2673e+03 4.9859e-20 8.3328e-11 7.8839e-04 9.9050e-01 8.7150e-03 1.1172e-10 1.6120e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.3448e+03 3.6623e-20 6.2656e-11 6.4731e-04 9.8752e-01 1.1831e-02 2.3372e-10 6.1786e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.4269e+03 2.7215e-20 4.7322e-11 5.3121e-04 9.8336e-01 1.6104e-02 4.9467e-10 2.4326e-24 4.2039e-45 0.0000e+00 0.0000e+00
1.5140e+03 1.8095e-20 3.2872e-11 4.1492e-04 9.7639e-01 2.3199e-02 1.1928e-09 1.1971e-23 4.3440e-44 0.0000e+00 0.0000e+00
1.6065e+03 1.1250e-20 2.1896e-11 3.1758e-04 9.6600e-01 3.3683e-02 2.9153e-09 5.9528e-23 5.1007e-43 0.0000e+00 0.0000e+00
1.7047e+03 7.0678e-21 1.4557e-11 2.4092e-04 9.5042e-01 4.9342e-02 7.3816e-09 3.1987e-22 6.9112e-42 0.0000e+00 0.0000e+00
1.8088e+03 4.4671e-21 9.6692e-12 1.8162e-04 9.2789e-01 7.1926e-02 1.8737e-08 1.7452e-21 9.6743e-41 0.0000e+00 0.0000e+00
1.9193e+03 2.7929e-21 6.3817e-12 1.3614e-04 8.9702e-01 1.0285e-01 4.5954e-08 8.9825e-21 1.2392e-39 0.0000e+00 0.0000e+00
2.0365e+03 1.7611e-21 4.2325e-12 1.0186e-04 8.5669e-01 1.4321e-01 1.0771e-07 4.3067e-20 1.4337e-38 0.0000e+00 0.0000e+00
2.1609e+03 1.1014e-21 2.8081e-12 7.6258e-05 8.0818e-01 1.9174e-01 2.3273e-07 1.7861e-19 1.3230e-37 0.0000e+00 0.0000e+00
2.2929e+03 6.6159e-22 1.8304e-12 5.6756e-05 7.5300e-01 2.4694e-01 4.6113e-07 6.2877e-19 9.3575e-37 0.0000e+00 0.0000e+00
2.4330e+03 4.1788e-22 1.2503e-12 4.3620e-05 6.9991e-01 3.0005e-01 7.9658e-07 1.7283e-18 4.5074e-36 0.0000e+00 0.0000e+00
2.5816e+03 3.0772e-22 9.7162e-13 3.6629e-05 6.6345e-01 3.3652e-01 1.1121e-06 3.2147e-18 1.1840e-35 0.0000e+00 0.0000e+00
2.7393e+03 2.6552e-22 8.6714e-13 3.4025e-05 6.4896e-01 3.5101e-01 1.2538e-06 3.9892e-18 1.6425e-35 0.0000e+00 0.0000e+00
2.9067e+03 2.5686e-22 8.6799e-13 3.4727e-05 6.5731e-01 3.4266e-01 1.1431e-06 3.2564e-18 1.1578e-35 0.0000e+00 0.0000e+00
3.0842e+03 2.5758e-22 9.2303e-13 3.7756e-05 6.8321e-01 3.1675e-01 8.6926e-07 1.8349e-18 4.4200e-36 0.0000e+00 0.0000e+00
3.2726e+03 2.7985e-22 1.0798e-12 4.4671e-05 7.2972e-01 2.7024e-01 5.1905e-07 6.4208e-19 7.7868e-37 0.0000e+00 0.0000e+00
3.4725e+03 3.3580e-22 1.3912e-12 5.6818e-05 7.8873e-01 2.1121e-01 2.4640e-07 1.4628e-19 6.9665e-38 0.0000e+00 0.0000e+00
3.6846e+03 4.3065e-22 1.9239e-12 7.6159e-05 8.5020e-01 1.4972e-01 9.2424e-08 2.1604e-20 3.1549e-39 0.0000e+00 0.0000e+00
3.9097e+03 5.0269e-22 2.4929e-12 9.7936e-05 8.9504e-01 1.0486e-01 3.4412e-08 3.1463e-21 1.3882e-40 0.0000e+00 0.0000e+00
4.1484e+03 7.4734e-22 3.7662e-12 1.3476e-04 9.3216e-01 6.7701e-02 1.1099e-08 3.7659e-22 4.8093e-42 0.0000e+00 0.0000e+00
4.4019e+03 1.5515e-21 7.1287e-12 2.0729e-04 9.6170e-01 3.8091e-02 2.7228e-09 2.9536e-23 9.2486e-44 0.0000e+00 0.0000e+00
4.6708e+03 2.9942e-21 1.3134e-11 3.1787e-04 9.7948e-01 2.0200e-02 5.7787e-10 1.7373e-24 1.4013e-45 0.0000e+00 0.0000e+00
4.9561e+03 4.2686e-21 2.0005e-11 4.4518e-04 9.8827e-01 1.1285e-02 1.3449e-10 1.1288e-25 0.0000e+00 0.0000e+00 0.0000e+00
5.2588e+03 6.1148e-21 3.0869e-11 6.3054e-04 9.9327e-01 6.0969e-03 2.8934e-11 6.3185e-27 0.0000e+00 0.0000e+00 0.0000e+00
5.5800e+03 1.0749e-20 5.4764e-11 9.5838e-04 9.9600e-01 3.0424e-03 5.2987e-12 2.7479e-28 0.0000e+00 0.0000e+00 0.0000e+00
5.9209e+03 2.2733e-20 1.1314e-10 1.6011e-03 9.9708e-01 1.3208e-03 7.0360e-13 6.7499e-30 0.0000e+00 0.0000e+00 0.0000e+00
6.2825e+03 5.1692e-20 2.4861e-10 2.7806e-03 9.9668e-01 5.3964e-04 8.1216e-14 1.2876e-31 0.0000e+00 0.0000e+00 0.0000e+00
6.6663e+03 1.3585e-19 6.0896e-10 5.1364e-03 9.9466e-01 2.0299e-04 7.8108e-15 1.7939e-33 0.0000e+00 0.0000e+00 0.0000e+00
7.0735e+03 4.0537e-19 1.6711e-09 1.0228e-02 9.8970e-01 6.7472e-05 5.6203e-16 1.4734e-35 0.0000e+00 0.0000e+00 0.0000e+00
7.5056e+03 1.2971e-18 5.0250e-09 2.1925e-02 9.7806e-01 1.9196e-05 2.7732e-17 5.9349e-38 0.0000e+00 0.0000e+00 0.0000e+00
7.9641e+03 5.3615e-18 1.8803e-08 5.3833e-02 9.4616e-01 4.2157e-06 7.6428e-19 8.4393e-41 0.0000e+00 0.0000e+00 0.0000e+00
8.4505e+03 3.4596e-17 1.0096e-07 1.6147e-01 8.3852e-01 5.5421e-07 7.1090e-21 1.8217e-44 0.0000e+00 0.0000e+00 0.0000e+00
8.9668e+03 3.4422e-16 7.7557e-07 5.3483e-01 4.6517e-01 1.8489e-08 4.7501e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.5145e+03 2.8999e-15 4.5054e-06 9.3760e-01 6.2393e-02 4.2724e-11 3.8202e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0096e+04 2.8506e-14 2.3605e-05 9.9738e-01 2.5937e-03 1.1493e-14 9.6644e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0712e+04 2.8293e-13 1.1930e-04 9.9978e-01 9.9312e-05 2.7600e-18 2.0949e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 1.6635e-12 4.3075e-04 9.9956e-01 6.7040e-06 2.6565e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 7.4149e-12 1.3312e-03 9.9867e-01 5.5505e-07 4.0422e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 3.0152e-11 3.8624e-03 9.9614e-01 5.1511e-08 8.1781e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 1.1016e-10 1.0275e-02 9.8972e-01 5.7812e-09 2.7372e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 3.0010e-10 2.2339e-02 9.7766e-01 9.4660e-10 2.4102e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 5.8886e-10 3.8446e-02 9.6155e-01 2.4741e-10 7.1097e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.3507e-09 6.7166e-02 9.3283e-01 7.5817e-11 3.6585e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 4.0628e-09 1.2881e-01 8.7119e-01 2.1325e-11 1.8084e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 1.7466e-08 2.8623e-01 7.1377e-01 3.5283e-12 3.0751e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 4.6797e-08 4.8508e-01 5.1492e-01 5.3578e-13 4.4558e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 8.1639e-08 6.3721e-01 3.6279e-01 1.1086e-13 1.3752e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 9.9643e-08 7.0966e-01 2.9034e-01 4.1745e-14 1.5130e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 1.1418e-07 7.7274e-01 2.2726e-01 1.4329e-14 1.3060e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 1.1797e-07 7.9916e-01 2.0084e-01 8.1788e-15 3.5173e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.2353e-07 8.2435e-01 1.7565e-01 4.6526e-15 9.6690e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.2981e-07 8.4693e-01 1.5307e-01 2.6761e-15 2.8026e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.3735e-07 8.6896e-01 1.3104e-01 1.4661e-15 7.0065e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.3985e-07 8.8407e-01 1.1593e-01 8.8267e-16 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.5119e-07 9.1366e-01 8.6340e-02 2.8803e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 1.6433e-07 9.4551e-01 5.4490e-02 5.0656e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 1.8975e-07 9.6909e-01 3.0912e-02 6.9463e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.9170e-07 9.7823e-01 2.1774e-02 1.8217e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 3.0776e-07 9.9485e-01 5.1523e-03 1.7482e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.8228e-07 9.9583e-01 4.1714e-03 6.8010e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 2.1186e-07 9.9427e-01 5.7321e-03 1.3644e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 4.3333e-08 9.0208e-01 9.7919e-02 5.4586e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 4.6666e-08 9.3795e-01 6.2054e-02 9.4345e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 4.0878e-08 9.4226e-01 5.7737e-02 5.5992e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 6.8658e-07 9.9994e-01 5.5635e-05 3.2325e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 8.1979e-07 9.9998e-01 2.2616e-05 1.5551e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 4.1848e-08 9.7702e-01 2.2985e-02 1.5827e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
