#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
16354.17 1.11e-07 9.96e-01 4.43e-03 8.73e-20 2.04e-34 1.23e-34 5.68e-35 
16484.18 1.06e-07 9.96e-01 4.09e-03 5.69e-20 3.02e-34 1.82e-34 8.45e-35 
16593.12 1.42e-07 9.96e-01 4.23e-03 3.04e-20 4.27e-34 2.58e-34 1.20e-34 
16691.99 1.12e-07 9.96e-01 3.96e-03 2.86e-20 5.62e-34 3.39e-34 1.58e-34 
16788.59 9.67e-08 9.97e-01 3.09e-03 1.23e-20 7.09e-34 4.28e-34 2.00e-34 
16888.37 9.83e-08 9.98e-01 2.25e-03 2.82e-22 8.94e-34 5.41e-34 2.52e-34 
16998.79 9.82e-08 9.97e-01 2.56e-03 5.47e-21 1.17e-33 7.05e-34 3.29e-34 
17146.37 1.28e-07 9.99e-01 6.92e-04 2.40e-23 1.59e-33 9.59e-34 4.49e-34 
17415.23 9.92e-08 9.99e-01 7.26e-04 1.41e-23 2.44e-33 1.48e-33 6.93e-34 
17888.12 9.96e-08 9.99e-01 6.37e-04 3.17e-24 4.81e-33 2.92e-33 1.37e-33 
18532.37 1.05e-07 1.00e+00 4.44e-04 4.59e-25 8.17e-33 4.97e-33 2.35e-33 
19260.76 1.16e-07 1.00e+00 2.15e-04 3.17e-26 1.25e-32 7.61e-33 3.62e-33 
20034.10 1.28e-07 1.00e+00 4.44e-05 1.12e-27 1.87e-32 1.14e-32 5.46e-33 
20838.00 1.38e-07 1.00e+00 9.21e-05 5.10e-28 2.74e-32 1.68e-32 8.04e-33 
21647.97 1.53e-07 1.00e+00 2.00e-05 8.55e-29 3.81e-32 2.34e-32 1.12e-32 
22447.94 1.65e-07 1.00e+00 6.13e-05 2.74e-27 5.63e-32 3.45e-32 1.67e-32 
23245.88 1.71e-07 1.00e+00 1.28e-05 7.22e-28 8.64e-32 5.30e-32 2.57e-32 
24052.47 1.92e-07 1.00e+00 1.93e-06 3.09e-28 1.34e-31 8.23e-32 4.01e-32 
24867.72 2.26e-07 1.00e+00 5.61e-07 1.68e-29 2.07e-31 1.28e-31 6.24e-32 
25698.86 2.67e-07 1.00e+00 2.25e-07 5.54e-31 3.20e-31 1.97e-31 9.67e-32 
26587.16 3.47e-07 1.00e+00 4.32e-07 4.66e-28 4.77e-31 2.94e-31 1.45e-31 
27637.54 5.04e-07 1.00e+00 3.91e-07 9.53e-27 6.43e-31 3.97e-31 1.97e-31 
28986.97 4.99e-07 1.00e+00 1.87e-08 1.37e-30 7.93e-31 4.90e-31 2.43e-31 
#TIME: 21.72 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 7.29e-18 6.39e-09 3.06e-03 9.92e-01 4.58e-03 5.46e-11 1.50e-24 
999.11 7.59e-18 6.61e-09 3.12e-03 9.93e-01 3.89e-03 4.18e-11 1.01e-24 
1267.34 9.63e-18 7.72e-09 3.48e-03 9.93e-01 3.71e-03 3.06e-11 5.91e-25 
1514.05 1.19e-17 9.20e-09 3.87e-03 9.93e-01 3.13e-03 2.10e-11 3.28e-25 
1808.80 1.15e-17 8.80e-09 3.81e-03 9.93e-01 3.00e-03 2.08e-11 2.81e-25 
1919.29 1.25e-17 9.26e-09 3.98e-03 9.93e-01 2.62e-03 1.54e-11 1.56e-25 
2160.92 1.27e-17 9.24e-09 4.02e-03 9.93e-01 2.48e-03 1.39e-11 1.43e-25 
2292.92 1.24e-17 9.04e-09 4.07e-03 9.93e-01 2.73e-03 1.57e-11 1.59e-25 
2432.98 1.22e-17 8.87e-09 4.12e-03 9.94e-01 2.23e-03 9.86e-12 5.86e-26 
2581.60 1.20e-17 8.83e-09 4.18e-03 9.93e-01 2.38e-03 1.16e-11 7.17e-26 
2739.29 1.29e-17 9.21e-09 4.35e-03 9.94e-01 2.08e-03 1.89e-11 1.04e-25 
2906.62 1.51e-17 1.07e-08 4.93e-03 9.93e-01 1.82e-03 6.14e-12 2.36e-26 
3084.17 1.58e-17 1.17e-08 5.43e-03 9.93e-01 1.73e-03 4.21e-12 1.30e-26 
3272.56 1.50e-17 1.19e-08 5.74e-03 9.93e-01 1.18e-03 2.03e-12 2.65e-27 
3472.46 1.50e-17 1.30e-08 6.36e-03 9.93e-01 1.11e-03 1.49e-12 1.54e-27 
3684.57 1.60e-17 1.53e-08 7.49e-03 9.92e-01 7.56e-04 6.26e-13 3.11e-28 
3909.64 1.52e-17 1.67e-08 8.39e-03 9.91e-01 5.59e-04 2.16e-13 4.30e-29 
4148.46 1.82e-17 2.13e-08 1.02e-02 9.89e-01 4.02e-04 9.59e-14 1.24e-29 
4401.86 3.31e-17 3.64e-08 1.46e-02 9.85e-01 2.61e-04 4.37e-14 1.72e-30 
4670.75 5.45e-17 5.72e-08 2.00e-02 9.80e-01 8.86e-05 3.07e-15 9.19e-32 
4956.05 6.82e-17 7.75e-08 2.57e-02 9.74e-01 9.81e-05 3.14e-15 1.21e-31 
5258.79 8.49e-17 1.03e-07 3.32e-02 9.67e-01 3.36e-05 3.48e-16 7.84e-32 
5580.02 1.43e-16 1.74e-07 4.85e-02 9.51e-01 4.92e-05 3.91e-16 3.49e-31 
5920.87 2.56e-16 3.08e-07 7.35e-02 9.26e-01 2.70e-05 1.06e-16 3.60e-31 
6282.54 4.75e-16 5.67e-07 1.14e-01 8.86e-01 2.65e-06 1.10e-18 1.08e-32 
6666.30 9.86e-16 1.16e-06 1.85e-01 8.15e-01 9.91e-07 1.15e-19 1.83e-32 
7073.50 2.28e-15 2.63e-06 3.18e-01 6.82e-01 1.78e-06 1.20e-19 3.60e-30 
7505.58 5.31e-15 6.03e-06 5.25e-01 4.75e-01 9.17e-08 2.17e-22 2.40e-32 
7964.05 1.39e-14 1.46e-05 7.78e-01 2.22e-01 4.49e-09 5.50e-25 4.12e-31 
8450.53 3.98e-14 3.49e-05 9.44e-01 5.55e-02 4.47e-11 1.12e-27 2.47e-30 
8966.72 1.11e-13 7.80e-05 9.89e-01 1.13e-02 3.81e-13 2.95e-33 4.90e-34 
9514.44 3.60e-13 1.95e-04 9.98e-01 1.58e-03 2.36e-15 1.60e-37 3.17e-32 
10095.62 1.37e-12 5.40e-04 9.99e-01 1.82e-04 5.57e-18 1.85e-37 3.19e-33 
10712.30 5.76e-12 1.65e-03 9.98e-01 1.05e-05 1.91e-21 2.96e-37 2.35e-35 
11366.65 2.56e-11 5.20e-03 9.95e-01 1.72e-06 3.96e-23 5.64e-37 3.83e-35 
12061.10 1.10e-10 1.62e-02 9.84e-01 4.77e-08 9.28e-28 1.23e-36 2.24e-35 
12793.43 4.33e-10 4.49e-02 9.55e-01 1.86e-08 9.07e-30 2.63e-36 1.17e-36 
13528.61 1.86e-09 1.34e-01 8.66e-01 1.58e-10 2.99e-34 5.28e-36 2.37e-36 
14194.74 5.27e-09 2.76e-01 7.24e-01 7.64e-12 1.77e-35 1.05e-35 4.73e-36 
14757.77 1.15e-08 4.78e-01 5.22e-01 4.74e-13 3.40e-35 2.02e-35 9.19e-36 
15240.48 2.61e-08 7.55e-01 2.45e-01 2.13e-14 5.56e-35 3.31e-35 1.52e-35 
15646.99 5.01e-08 9.40e-01 6.01e-02 6.52e-16 7.91e-35 4.74e-35 2.18e-35 
15960.30 8.71e-08 9.88e-01 1.16e-02 1.35e-18 9.70e-35 5.83e-35 2.69e-35 
16187.41 1.09e-07 9.95e-01 4.68e-03 6.40e-20 1.44e-34 8.67e-35 4.02e-35 
16354.17 1.18e-07 9.97e-01 3.07e-03 9.95e-21 2.16e-34 1.30e-34 6.04e-35 
16484.18 1.33e-07 9.97e-01 2.87e-03 1.77e-20 3.20e-34 1.93e-34 8.98e-35 
16593.12 1.13e-07 9.99e-01 1.40e-03 2.48e-22 4.53e-34 2.73e-34 1.27e-34 
16691.99 1.16e-07 9.98e-01 1.82e-03 4.24e-22 5.95e-34 3.60e-34 1.68e-34 
16788.59 1.03e-07 9.98e-01 1.82e-03 2.93e-22 7.52e-34 4.55e-34 2.12e-34 
16888.37 1.10e-07 9.99e-01 1.01e-03 2.66e-22 9.48e-34 5.74e-34 2.68e-34 
16998.79 1.04e-07 9.99e-01 1.07e-03 2.58e-22 1.23e-33 7.48e-34 3.50e-34 
17146.37 1.39e-07 9.99e-01 1.12e-03 1.68e-22 1.68e-33 1.02e-33 4.77e-34 
17415.23 1.09e-07 9.99e-01 1.21e-03 2.57e-22 2.59e-33 1.57e-33 7.37e-34 
17888.12 1.05e-07 1.00e+00 3.57e-04 5.14e-24 5.09e-33 3.10e-33 1.46e-33 
18532.37 1.90e-07 1.00e+00 4.94e-04 4.95e-24 8.67e-33 5.28e-33 2.50e-33 
19260.76 2.50e-07 9.99e-01 5.82e-04 2.58e-24 1.32e-32 8.08e-33 3.84e-33 
20034.10 1.37e-07 1.00e+00 1.27e-04 3.34e-26 1.99e-32 1.21e-32 5.80e-33 
20838.00 1.52e-07 1.00e+00 1.99e-04 3.25e-26 2.91e-32 1.78e-32 8.54e-33 
21647.97 4.38e-07 9.99e-01 5.12e-04 2.12e-26 4.05e-32 2.48e-32 1.20e-32 
22447.94 1.84e-07 1.00e+00 1.38e-04 7.08e-27 5.97e-32 3.66e-32 1.77e-32 
23245.88 2.03e-07 1.00e+00 2.17e-04 7.33e-27 9.16e-32 5.63e-32 2.74e-32 
24052.47 2.24e-07 1.00e+00 5.58e-07 9.71e-30 1.42e-31 8.74e-32 4.26e-32 
24867.72 2.51e-07 1.00e+00 5.36e-07 6.95e-29 2.20e-31 1.35e-31 6.63e-32 
25698.86 2.96e-07 1.00e+00 2.06e-07 2.16e-29 3.39e-31 2.09e-31 1.03e-31 
26587.16 3.79e-07 1.00e+00 1.42e-07 4.38e-29 5.06e-31 3.12e-31 1.54e-31 
27637.54 4.93e-07 1.00e+00 7.88e-08 2.43e-29 6.83e-31 4.22e-31 2.09e-31 
28986.97 7.99e-07 1.00e+00 5.23e-07 4.47e-27 8.43e-31 5.21e-31 2.58e-31 
#TIME: 22.17 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 1.38e-17 1.12e-08 4.61e-03 9.94e-01 1.77e-03 5.70e-12 3.17e-26 
999.11 1.42e-17 1.21e-08 4.85e-03 9.93e-01 1.85e-03 5.36e-12 3.66e-26 
1267.34 1.59e-17 1.33e-08 5.17e-03 9.93e-01 1.66e-03 4.03e-12 1.78e-26 
1514.05 2.17e-17 1.65e-08 5.91e-03 9.93e-01 1.58e-03 4.11e-12 1.51e-26 
1808.80 2.11e-17 1.60e-08 5.85e-03 9.93e-01 1.40e-03 3.07e-12 1.13e-26 
1919.29 2.22e-17 1.64e-08 5.99e-03 9.93e-01 1.27e-03 2.77e-12 8.18e-27 
2160.92 2.29e-17 1.64e-08 6.07e-03 9.93e-01 1.35e-03 2.84e-12 8.78e-27 
2292.92 2.25e-17 1.59e-08 6.10e-03 9.93e-01 1.34e-03 2.76e-12 7.49e-27 
2432.98 2.07e-17 1.52e-08 6.03e-03 9.93e-01 9.98e-04 1.59e-12 2.48e-27 
2581.60 2.13e-17 1.52e-08 6.18e-03 9.93e-01 1.15e-03 2.07e-12 3.49e-27 
2739.29 2.30e-17 1.62e-08 6.55e-03 9.92e-01 1.10e-03 1.71e-12 2.55e-27 
2906.62 2.63e-17 1.84e-08 7.29e-03 9.92e-01 8.97e-04 1.09e-12 1.13e-27 
3084.17 2.73e-17 1.98e-08 7.94e-03 9.91e-01 6.83e-04 5.58e-13 3.49e-28 
3272.56 2.65e-17 2.08e-08 8.65e-03 9.90e-01 8.85e-04 8.42e-13 4.94e-28 
3472.46 2.65e-17 2.25e-08 9.45e-03 9.90e-01 6.20e-04 3.22e-13 1.12e-28 
3684.57 2.83e-17 2.65e-08 1.11e-02 9.89e-01 3.72e-04 1.17e-13 2.19e-29 
3909.64 2.67e-17 2.89e-08 1.25e-02 9.87e-01 3.24e-04 6.30e-14 4.80e-30 
4148.46 3.30e-17 3.84e-08 1.57e-02 9.84e-01 1.89e-04 1.64e-14 5.14e-31 
4401.86 5.71e-17 6.22e-08 2.14e-02 9.79e-01 1.14e-04 5.36e-15 1.47e-31 
4670.75 9.73e-17 1.03e-07 3.04e-02 9.69e-01 7.48e-05 1.50e-15 3.74e-31 
4956.05 1.26e-16 1.41e-07 3.96e-02 9.60e-01 4.59e-05 6.13e-16 1.50e-31 
5258.79 1.50e-16 1.82e-07 4.93e-02 9.51e-01 2.54e-05 1.22e-16 2.88e-31 
5580.02 2.57e-16 3.12e-07 7.34e-02 9.27e-01 1.45e-05 2.58e-17 5.49e-32 
5920.87 4.51e-16 5.41e-07 1.09e-01 8.91e-01 1.43e-05 7.71e-18 6.28e-32 
6282.54 8.18e-16 9.75e-07 1.65e-01 8.35e-01 1.13e-06 1.25e-19 1.05e-31 
6666.30 1.69e-15 1.98e-06 2.66e-01 7.34e-01 3.48e-07 1.22e-20 1.00e-31 
7073.50 3.79e-15 4.29e-06 4.30e-01 5.70e-01 1.55e-07 1.33e-21 1.04e-32 
7505.58 8.32e-15 9.10e-06 6.42e-01 3.58e-01 1.10e-08 4.49e-24 2.06e-32 
7964.05 2.06e-14 2.04e-05 8.56e-01 1.44e-01 4.96e-10 2.24e-26 4.01e-32 
8450.53 5.72e-14 4.62e-05 9.67e-01 3.33e-02 1.20e-10 5.48e-28 4.20e-31 
8966.72 1.56e-13 1.01e-04 9.93e-01 6.67e-03 9.64e-14 1.72e-34 4.59e-32 
9514.44 4.96e-13 2.49e-04 9.99e-01 9.29e-04 6.97e-16 1.41e-37 6.46e-32 
10095.62 1.86e-12 6.88e-04 9.99e-01 1.27e-04 1.52e-18 1.96e-37 3.00e-33 
10712.30 8.01e-12 2.13e-03 9.98e-01 6.89e-06 5.33e-22 3.15e-37 7.56e-34 
11366.65 3.48e-11 6.57e-03 9.93e-01 1.37e-05 5.54e-22 5.99e-37 2.14e-32 
12061.10 1.50e-10 2.04e-02 9.80e-01 6.06e-08 8.56e-28 1.31e-36 3.93e-34 
12793.43 6.18e-10 5.87e-02 9.41e-01 4.08e-09 3.37e-31 2.79e-36 1.25e-36 
13528.61 2.52e-09 1.68e-01 8.32e-01 4.59e-11 1.64e-35 5.60e-36 2.52e-36 
14194.74 6.49e-09 3.13e-01 6.87e-01 1.32e-11 4.30e-35 1.11e-35 5.03e-36 
14757.77 1.46e-08 5.53e-01 4.47e-01 3.53e-13 3.60e-35 2.14e-35 9.77e-36 
15240.48 3.02e-08 8.02e-01 1.98e-01 2.48e-15 5.88e-35 3.52e-35 1.61e-35 
15646.99 5.67e-08 9.42e-01 5.83e-02 9.30e-16 8.38e-35 5.03e-35 2.32e-35 
15960.30 9.75e-08 9.91e-01 8.57e-03 1.47e-18 1.03e-34 6.18e-35 2.86e-35 
16187.41 1.23e-07 9.96e-01 4.45e-03 7.46e-19 1.53e-34 9.20e-35 4.27e-35 
16354.17 1.29e-07 9.97e-01 3.39e-03 2.19e-20 2.29e-34 1.38e-34 6.42e-35 
16484.18 1.30e-07 9.98e-01 1.58e-03 2.42e-22 3.39e-34 2.05e-34 9.55e-35 
16593.12 1.22e-07 9.99e-01 1.48e-03 2.48e-22 4.80e-34 2.90e-34 1.36e-34 
16691.99 1.17e-07 9.99e-01 1.40e-03 5.35e-22 6.31e-34 3.82e-34 1.78e-34 
16788.59 1.20e-07 9.98e-01 1.70e-03 1.53e-21 7.97e-34 4.82e-34 2.26e-34 
16888.37 1.80e-07 9.98e-01 2.05e-03 5.16e-21 1.00e-33 6.09e-34 2.85e-34 
16998.79 1.68e-07 9.99e-01 1.07e-03 3.14e-22 1.31e-33 7.93e-34 3.72e-34 
17146.37 1.24e-07 9.97e-01 2.98e-03 3.32e-21 1.78e-33 1.08e-33 5.08e-34 
17415.23 1.57e-07 9.99e-01 5.10e-04 1.53e-23 2.74e-33 1.66e-33 7.84e-34 
17888.12 2.12e-07 9.99e-01 7.79e-04 2.64e-23 5.40e-33 3.28e-33 1.55e-33 
18532.37 1.24e-07 1.00e+00 2.16e-04 4.10e-26 9.19e-33 5.60e-33 2.66e-33 
19260.76 1.38e-07 1.00e+00 7.06e-05 3.77e-27 1.40e-32 8.57e-33 4.09e-33 
20034.10 1.46e-07 1.00e+00 7.12e-05 9.27e-28 2.11e-32 1.29e-32 6.17e-33 
20838.00 1.73e-07 1.00e+00 5.12e-05 4.97e-29 3.08e-32 1.89e-32 9.09e-33 
21647.97 1.94e-07 1.00e+00 1.88e-05 4.02e-29 4.29e-32 2.63e-32 1.27e-32 
22447.94 2.17e-07 1.00e+00 1.62e-06 3.74e-31 6.33e-32 3.89e-32 1.89e-32 
23245.88 2.12e-07 1.00e+00 7.04e-05 1.04e-28 9.72e-32 5.97e-32 2.91e-32 
24052.47 5.71e-07 1.00e+00 2.70e-04 5.10e-26 1.51e-31 9.27e-32 4.53e-32 
24867.72 2.80e-07 1.00e+00 4.94e-07 1.74e-28 2.33e-31 1.44e-31 7.05e-32 
25698.86 3.38e-07 1.00e+00 2.48e-07 6.23e-31 3.60e-31 2.22e-31 1.09e-31 
26587.16 4.14e-07 1.00e+00 1.63e-07 5.32e-28 5.37e-31 3.31e-31 1.64e-31 
27637.54 4.71e-07 1.00e+00 1.86e-08 3.25e-30 7.27e-31 4.49e-31 2.22e-31 
28986.97 5.86e-07 1.00e+00 1.57e-08 1.55e-30 8.97e-31 5.54e-31 2.74e-31 
#TIME: 22.62 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 2.28e-17 2.00e-08 7.00e-03 9.92e-01 9.81e-04 9.81e-13 1.57e-27 
999.11 2.55e-17 2.22e-08 7.47e-03 9.92e-01 8.79e-04 9.39e-13 1.55e-27 
1267.34 2.85e-17 2.50e-08 8.05e-03 9.91e-01 7.68e-04 6.02e-13 7.41e-28 
1514.05 3.99e-17 2.99e-08 8.99e-03 9.90e-01 8.98e-04 9.17e-13 8.50e-28 
1808.80 3.89e-17 2.88e-08 8.91e-03 9.90e-01 7.09e-04 6.24e-13 5.33e-28 
1919.29 4.12e-17 3.07e-08 9.33e-03 9.90e-01 6.56e-04 4.74e-13 3.46e-28 
2160.92 4.22e-17 2.98e-08 9.36e-03 9.90e-01 6.21e-04 4.64e-13 2.88e-28 
2292.92 3.97e-17 2.77e-08 9.08e-03 9.90e-01 7.28e-04 6.22e-13 4.20e-28 
2432.98 3.89e-17 2.69e-08 9.07e-03 9.90e-01 4.70e-04 2.71e-13 9.66e-29 
2581.60 3.85e-17 2.69e-08 9.28e-03 9.90e-01 5.17e-04 3.00e-13 1.36e-28 
2739.29 4.22e-17 2.89e-08 9.95e-03 9.89e-01 6.04e-04 3.20e-13 1.57e-28 
2906.62 4.86e-17 3.35e-08 1.13e-02 9.88e-01 5.64e-04 2.70e-13 7.30e-29 
3084.17 4.86e-17 3.51e-08 1.20e-02 9.88e-01 4.88e-04 1.86e-13 4.64e-29 
3272.56 4.59e-17 3.52e-08 1.25e-02 9.87e-01 5.11e-04 1.43e-13 2.15e-29 
3472.46 4.78e-17 4.02e-08 1.43e-02 9.85e-01 3.44e-04 7.50e-14 7.97e-30 
3684.57 5.07e-17 4.68e-08 1.67e-02 9.83e-01 3.04e-04 4.91e-14 2.48e-30 
3909.64 4.79e-17 5.12e-08 1.88e-02 9.81e-01 1.68e-04 1.49e-14 4.70e-31 
4148.46 5.81e-17 6.66e-08 2.31e-02 9.77e-01 1.27e-04 3.08e-15 2.40e-31 
4401.86 1.02e-16 1.11e-07 3.24e-02 9.68e-01 5.13e-05 8.36e-16 1.48e-31 
4670.75 1.74e-16 1.84e-07 4.61e-02 9.54e-01 3.48e-05 2.47e-16 1.26e-31 
4956.05 2.20e-16 2.48e-07 5.88e-02 9.41e-01 2.75e-05 8.13e-17 1.03e-31 
5258.79 2.71e-16 3.29e-07 7.51e-02 9.25e-01 8.11e-06 8.99e-18 6.23e-32 
5580.02 4.54e-16 5.50e-07 1.09e-01 8.91e-01 6.55e-06 2.97e-18 9.77e-32 
5920.87 8.01e-16 9.57e-07 1.62e-01 8.38e-01 2.01e-06 3.61e-19 4.18e-32 
6282.54 1.43e-15 1.69e-06 2.40e-01 7.60e-01 2.96e-06 5.10e-19 3.92e-30 
6666.30 2.88e-15 3.32e-06 3.72e-01 6.28e-01 1.88e-07 4.07e-21 3.23e-31 
7073.50 6.29e-15 6.90e-06 5.58e-01 4.42e-01 3.56e-08 3.94e-23 2.85e-32 
7505.58 1.31e-14 1.36e-05 7.55e-01 2.45e-01 2.56e-09 5.76e-25 1.30e-31 
7964.05 3.07e-14 2.82e-05 9.18e-01 8.17e-02 1.05e-10 4.25e-27 1.87e-31 
8450.53 8.26e-14 6.12e-05 9.81e-01 1.89e-02 2.28e-12 4.64e-32 7.21e-35 
8966.72 2.22e-13 1.32e-04 9.96e-01 3.79e-03 5.29e-14 1.95e-35 8.94e-32 
9514.44 6.90e-13 3.20e-04 9.99e-01 6.16e-04 1.24e-16 1.49e-37 9.84e-33 
10095.62 2.67e-12 9.16e-04 9.99e-01 5.27e-05 2.05e-19 2.09e-37 8.60e-34 
10712.30 1.09e-11 2.69e-03 9.97e-01 1.92e-05 1.87e-20 3.34e-37 7.96e-32 
11366.65 4.84e-11 8.41e-03 9.92e-01 2.12e-07 5.80e-26 6.36e-37 2.80e-37 
12061.10 2.00e-10 2.49e-02 9.75e-01 2.80e-08 1.14e-28 1.39e-36 1.89e-35 
12793.43 8.56e-10 7.46e-02 9.25e-01 3.20e-09 1.08e-31 2.96e-36 1.32e-36 
13528.61 3.55e-09 2.16e-01 7.84e-01 6.95e-11 3.45e-35 5.94e-36 2.68e-36 
14194.74 9.85e-09 4.35e-01 5.65e-01 2.80e-12 1.99e-35 1.18e-35 5.35e-36 
14757.77 1.73e-08 6.16e-01 3.84e-01 3.12e-14 3.81e-35 2.27e-35 1.04e-35 
15240.48 3.40e-08 7.27e-01 2.73e-01 4.90e-15 6.23e-35 3.73e-35 1.71e-35 
15646.99 6.44e-08 9.65e-01 3.52e-02 1.02e-17 8.87e-35 5.33e-35 2.46e-35 
15960.30 1.18e-07 9.91e-01 9.31e-03 1.35e-18 1.09e-34 6.56e-35 3.04e-35 
16187.41 1.39e-07 9.97e-01 2.82e-03 1.04e-20 1.62e-34 9.76e-35 4.54e-35 
16354.17 1.75e-07 9.98e-01 1.61e-03 1.25e-21 2.42e-34 1.46e-34 6.83e-35 
16484.18 1.54e-07 9.99e-01 1.37e-03 4.59e-22 3.59e-34 2.17e-34 1.02e-34 
16593.12 1.66e-07 9.99e-01 1.41e-03 2.46e-20 5.09e-34 3.08e-34 1.44e-34 
16691.99 1.27e-07 9.99e-01 9.43e-04 3.31e-23 6.69e-34 4.05e-34 1.90e-34 
16788.59 1.24e-07 9.99e-01 8.67e-04 2.26e-23 8.44e-34 5.12e-34 2.40e-34 
16888.37 1.22e-07 9.99e-01 9.83e-04 2.70e-23 1.06e-33 6.46e-34 3.03e-34 
16998.79 1.78e-07 9.99e-01 7.95e-04 5.51e-23 1.39e-33 8.42e-34 3.96e-34 
17146.37 1.25e-07 9.99e-01 1.09e-03 5.10e-24 1.89e-33 1.15e-33 5.40e-34 
17415.23 1.23e-07 1.00e+00 3.71e-04 2.27e-24 2.91e-33 1.77e-33 8.33e-34 
17888.12 2.07e-07 9.99e-01 5.38e-04 9.91e-24 5.73e-33 3.49e-33 1.65e-33 
18532.37 1.35e-07 9.99e-01 1.40e-03 3.84e-23 9.74e-33 5.94e-33 2.83e-33 
19260.76 1.60e-07 1.00e+00 3.73e-04 1.05e-24 1.49e-32 9.09e-33 4.35e-33 
20034.10 1.73e-07 1.00e+00 2.07e-05 5.65e-29 2.23e-32 1.37e-32 6.56e-33 
20838.00 1.91e-07 1.00e+00 1.13e-05 1.75e-29 3.27e-32 2.00e-32 9.66e-33 
21647.97 2.16e-07 1.00e+00 8.07e-05 9.14e-28 4.55e-32 2.79e-32 1.35e-32 
22447.94 2.39e-07 1.00e+00 3.75e-06 3.68e-28 6.71e-32 4.12e-32 2.01e-32 
23245.88 2.59e-07 1.00e+00 1.20e-06 2.32e-30 1.03e-31 6.34e-32 3.09e-32 
24052.47 2.88e-07 1.00e+00 1.94e-07 2.76e-31 1.60e-31 9.83e-32 4.82e-32 
24867.72 3.17e-07 1.00e+00 2.75e-07 4.28e-31 2.47e-31 1.52e-31 7.50e-32 
25698.86 3.64e-07 1.00e+00 7.47e-08 6.61e-31 3.81e-31 2.35e-31 1.16e-31 
26587.16 4.46e-07 1.00e+00 1.28e-07 5.94e-28 5.70e-31 3.52e-31 1.74e-31 
27637.54 6.03e-07 1.00e+00 5.34e-06 3.59e-25 7.73e-31 4.77e-31 2.36e-31 
28986.97 5.67e-07 1.00e+00 2.68e-08 1.65e-30 9.54e-31 5.89e-31 2.92e-31 
#TIME: 23.09 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 4.32e-17 3.76e-08 1.09e-02 9.89e-01 4.44e-04 1.54e-13 1.51e-28 
999.11 4.76e-17 4.29e-08 1.19e-02 9.88e-01 5.45e-04 2.41e-13 9.49e-29 
1267.34 5.93e-17 4.86e-08 1.29e-02 9.87e-01 4.85e-04 1.57e-13 5.09e-29 
1514.05 7.29e-17 5.45e-08 1.39e-02 9.86e-01 3.08e-04 7.29e-14 1.45e-29 
1808.80 7.03e-17 5.14e-08 1.35e-02 9.86e-01 4.34e-04 1.82e-13 4.59e-29 
1919.29 8.30e-17 5.86e-08 1.48e-02 9.85e-01 3.83e-04 1.03e-13 2.41e-29 
2160.92 7.60e-17 5.36e-08 1.42e-02 9.86e-01 2.91e-04 7.71e-14 1.08e-29 
2292.92 7.01e-17 4.95e-08 1.37e-02 9.86e-01 3.95e-04 1.33e-13 3.07e-29 
2432.98 6.89e-17 4.78e-08 1.37e-02 9.86e-01 3.46e-04 1.02e-13 1.71e-29 
2581.60 6.73e-17 4.68e-08 1.38e-02 9.86e-01 3.73e-04 1.21e-13 2.02e-29 
2739.29 7.50e-17 5.17e-08 1.51e-02 9.85e-01 3.32e-04 7.73e-14 1.34e-29 
2906.62 8.81e-17 5.99e-08 1.70e-02 9.83e-01 2.39e-04 4.45e-14 4.31e-30 
3084.17 9.09e-17 6.45e-08 1.85e-02 9.81e-01 2.51e-04 4.43e-14 2.11e-30 
