#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
15960.30 2.44e-09 4.50e-02 9.55e-01 2.66e-07 1.21e-24 1.21e-36 6.41e-36 
16187.41 9.56e-09 1.12e-01 8.88e-01 6.25e-08 2.56e-26 1.80e-36 4.51e-36 
16354.17 2.28e-08 2.11e-01 7.89e-01 5.04e-09 9.85e-29 2.70e-36 1.19e-36 
16484.18 3.61e-08 3.18e-01 6.82e-01 1.84e-09 9.34e-30 4.01e-36 1.76e-36 
16593.12 4.36e-08 3.61e-01 6.39e-01 6.22e-10 4.76e-31 5.67e-36 2.50e-36 
16691.99 4.71e-08 4.28e-01 5.72e-01 5.56e-10 3.24e-31 7.45e-36 3.30e-36 
16788.59 5.66e-08 4.60e-01 5.40e-01 1.26e-10 9.59e-33 9.42e-36 4.17e-36 
16888.37 7.00e-08 5.85e-01 4.15e-01 2.36e-11 2.60e-34 1.19e-35 5.26e-36 
16998.79 8.94e-08 6.67e-01 3.33e-01 9.74e-12 2.69e-35 1.55e-35 6.87e-36 
17146.37 1.05e-07 7.13e-01 2.87e-01 6.64e-12 3.64e-35 2.11e-35 9.37e-36 
17415.23 1.39e-07 8.32e-01 1.68e-01 1.12e-12 5.57e-35 3.24e-35 1.45e-35 
17888.12 1.92e-07 9.43e-01 5.67e-02 4.28e-14 1.09e-34 6.38e-35 2.87e-35 
18532.37 2.65e-07 9.85e-01 1.53e-02 2.62e-16 1.84e-34 1.08e-34 4.91e-35 
19260.76 3.52e-07 9.97e-01 2.79e-03 3.61e-19 2.78e-34 1.66e-34 7.55e-35 
20034.10 3.75e-07 9.99e-01 9.19e-04 7.47e-21 4.14e-34 2.48e-34 1.14e-34 
20838.00 4.08e-07 1.00e+00 3.44e-04 4.00e-22 6.04e-34 3.63e-34 1.68e-34 
21647.97 4.17e-07 1.00e+00 6.26e-05 9.83e-26 8.37e-34 5.05e-34 2.35e-34 
22447.94 4.45e-07 1.00e+00 4.69e-05 5.24e-26 1.23e-33 7.45e-34 3.48e-34 
23245.88 4.86e-07 1.00e+00 9.63e-06 3.21e-28 1.89e-33 1.14e-33 5.37e-34 
24052.47 5.48e-07 1.00e+00 8.41e-06 7.86e-28 2.92e-33 1.77e-33 8.37e-34 
24867.72 5.61e-07 1.00e+00 1.73e-06 7.80e-33 4.51e-33 2.75e-33 1.30e-33 
25698.86 6.86e-07 1.00e+00 8.39e-07 9.74e-32 6.96e-33 4.24e-33 2.02e-33 
26587.16 7.54e-07 1.00e+00 3.04e-07 1.79e-32 1.04e-32 6.33e-33 3.03e-33 
27637.54 8.72e-07 1.00e+00 1.26e-07 2.41e-32 1.39e-32 8.54e-33 4.10e-33 
28986.97 1.02e-06 1.00e+00 4.02e-08 2.95e-32 1.71e-32 1.05e-32 5.06e-33 
#TIME: 5.98 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 1.01e-20 4.57e-13 2.91e-07 7.97e-03 7.67e-01 2.25e-01 9.65e-05 
999.11 9.50e-22 4.84e-14 3.98e-08 2.00e-03 5.04e-01 4.93e-01 1.02e-03 
1267.34 1.02e-22 5.57e-15 5.44e-09 4.57e-04 2.64e-01 7.30e-01 5.58e-03 
1514.05 1.94e-23 1.12e-15 1.23e-09 1.42e-04 1.41e-01 8.41e-01 1.78e-02 
1808.80 3.95e-24 2.53e-16 3.25e-10 5.19e-05 8.15e-02 8.78e-01 4.04e-02 
1919.29 7.81e-25 5.18e-17 7.37e-11 1.64e-05 4.27e-02 8.74e-01 8.30e-02 
2160.92 1.86e-25 1.31e-17 2.09e-11 6.19e-06 2.42e-02 8.27e-01 1.49e-01 
2292.92 6.63e-26 5.38e-18 9.79e-12 3.62e-06 1.80e-02 7.88e-01 1.94e-01 
2432.98 1.56e-26 1.47e-18 3.02e-12 1.48e-06 1.07e-02 7.18e-01 2.71e-01 
2581.60 4.97e-27 4.87e-19 1.08e-12 6.59e-07 6.48e-03 6.29e-01 3.65e-01 
2739.29 2.13e-27 2.08e-19 4.89e-13 3.60e-07 4.60e-03 5.71e-01 4.25e-01 
2906.62 1.74e-27 1.82e-19 4.53e-13 3.49e-07 4.56e-03 5.67e-01 4.28e-01 
3084.17 1.38e-27 1.59e-19 4.31e-13 3.53e-07 4.71e-03 5.76e-01 4.19e-01 
3272.56 9.42e-28 1.23e-19 3.71e-13 3.33e-07 4.67e-03 5.77e-01 4.18e-01 
3472.46 8.61e-28 1.25e-19 4.10e-13 3.88e-07 5.36e-03 6.12e-01 3.83e-01 
3684.57 7.95e-28 1.28e-19 4.62e-13 4.62e-07 6.29e-03 6.53e-01 3.40e-01 
3909.64 5.80e-28 1.10e-19 4.57e-13 5.01e-07 6.97e-03 6.86e-01 3.07e-01 
4148.46 5.11e-28 1.07e-19 4.67e-13 5.28e-07 7.44e-03 7.15e-01 2.78e-01 
4401.86 9.77e-28 1.97e-19 8.09e-13 8.19e-07 9.86e-03 7.65e-01 2.25e-01 
4670.75 1.82e-27 3.66e-19 1.45e-12 1.33e-06 1.35e-02 8.16e-01 1.70e-01 
4956.05 1.85e-27 4.01e-19 1.71e-12 1.61e-06 1.57e-02 8.40e-01 1.44e-01 
5258.79 1.70e-27 4.17e-19 1.93e-12 1.88e-06 1.78e-02 8.57e-01 1.25e-01 
5580.02 2.90e-27 7.72e-19 3.66e-12 3.27e-06 2.51e-02 8.88e-01 8.65e-02 
5920.87 4.92e-27 1.34e-18 6.44e-12 5.41e-06 3.48e-02 9.08e-01 5.73e-02 
6282.54 8.40e-27 2.47e-18 1.20e-11 9.17e-06 4.81e-02 9.14e-01 3.78e-02 
6666.30 1.93e-26 5.70e-18 2.68e-11 1.79e-05 7.23e-02 9.07e-01 2.08e-02 
7073.50 5.38e-26 1.67e-17 7.47e-11 4.07e-05 1.16e-01 8.74e-01 9.84e-03 
7505.58 1.51e-25 4.90e-17 2.11e-10 9.42e-05 1.88e-01 8.08e-01 4.02e-03 
7964.05 7.03e-25 2.37e-16 9.20e-10 2.97e-04 3.45e-01 6.54e-01 1.01e-03 
8450.53 5.98e-24 1.91e-15 6.08e-09 1.21e-03 6.29e-01 3.69e-01 1.13e-04 
8966.72 4.88e-23 1.54e-14 3.92e-08 4.40e-03 8.68e-01 1.27e-01 6.18e-06 
9514.44 6.83e-22 1.98e-13 3.70e-07 1.89e-02 9.60e-01 2.13e-02 7.31e-08 
10095.62 2.67e-20 6.70e-12 7.71e-06 1.23e-01 8.75e-01 1.31e-03 9.26e-11 
10712.30 1.52e-18 3.36e-10 2.01e-04 6.66e-01 3.34e-01 1.13e-05 5.07e-15 
11366.65 4.34e-17 8.81e-09 2.42e-03 9.83e-01 1.43e-02 1.53e-09 9.12e-22 
12061.10 1.34e-15 2.55e-07 2.71e-02 9.73e-01 2.89e-04 1.02e-13 2.57e-29 
12793.43 6.33e-14 1.05e-05 3.42e-01 6.58e-01 1.03e-06 3.21e-19 7.87e-32 
13528.61 7.62e-13 1.10e-04 9.29e-01 7.12e-02 3.39e-10 1.11e-26 1.13e-32 
14194.74 4.45e-12 4.91e-04 9.96e-01 3.09e-03 6.13e-14 1.03e-33 2.01e-32 
14757.77 1.58e-11 1.44e-03 9.98e-01 2.76e-04 6.41e-17 4.45e-37 1.61e-33 
15240.48 6.53e-11 4.29e-03 9.96e-01 2.22e-05 8.53e-20 7.31e-37 4.82e-34 
15646.99 3.49e-10 1.31e-02 9.87e-01 2.73e-06 3.57e-22 1.05e-36 1.01e-34 
15960.30 2.42e-09 4.64e-02 9.54e-01 2.04e-07 8.39e-25 1.29e-36 7.57e-37 
16187.41 9.14e-09 1.14e-01 8.86e-01 2.29e-08 4.40e-27 1.91e-36 8.39e-37 
16354.17 2.15e-08 2.03e-01 7.97e-01 4.37e-09 6.54e-29 2.87e-36 1.26e-36 
16484.18 2.91e-08 2.73e-01 7.27e-01 3.04e-09 1.28e-29 4.26e-36 1.87e-36 
16593.12 4.36e-08 3.71e-01 6.29e-01 8.14e-10 9.79e-31 6.03e-36 2.66e-36 
16691.99 5.59e-08 4.71e-01 5.29e-01 1.98e-10 2.91e-32 7.93e-36 3.50e-36 
16788.59 5.14e-08 4.66e-01 5.34e-01 2.04e-10 2.40e-32 1.00e-35 4.43e-36 
16888.37 6.25e-08 5.65e-01 4.35e-01 4.34e-11 8.87e-34 1.26e-35 5.60e-36 
16998.79 7.71e-08 6.08e-01 3.92e-01 2.09e-11 1.28e-34 1.64e-35 7.31e-36 
17146.37 1.02e-07 7.46e-01 2.54e-01 9.90e-12 4.18e-35 2.24e-35 9.97e-36 
17415.23 1.23e-07 8.52e-01 1.48e-01 4.36e-13 5.92e-35 3.44e-35 1.54e-35 
17888.12 1.62e-07 9.24e-01 7.63e-02 1.14e-13 1.16e-34 6.78e-35 3.05e-35 
18532.37 2.54e-07 9.87e-01 1.31e-02 6.07e-17 1.95e-34 1.15e-34 5.22e-35 
19260.76 3.46e-07 9.97e-01 3.27e-03 6.87e-19 2.96e-34 1.76e-34 8.03e-35 
20034.10 4.13e-07 9.99e-01 6.53e-04 1.12e-21 4.41e-34 2.64e-34 1.21e-34 
20838.00 4.36e-07 1.00e+00 4.05e-04 6.17e-22 6.43e-34 3.86e-34 1.78e-34 
21647.97 4.10e-07 1.00e+00 6.52e-05 1.49e-25 8.90e-34 5.37e-34 2.50e-34 
22447.94 3.95e-07 1.00e+00 4.26e-05 3.54e-26 1.31e-33 7.92e-34 3.70e-34 
23245.88 4.19e-07 1.00e+00 4.02e-05 2.28e-26 2.01e-33 1.22e-33 5.71e-34 
24052.47 4.46e-07 1.00e+00 1.22e-05 2.56e-28 3.11e-33 1.89e-33 8.90e-34 
24867.72 5.46e-07 1.00e+00 1.14e-05 5.34e-29 4.80e-33 2.92e-33 1.38e-33 
25698.86 6.45e-07 1.00e+00 1.17e-06 1.28e-32 7.40e-33 4.51e-33 2.15e-33 
26587.16 7.60e-07 1.00e+00 3.99e-07 1.91e-32 1.10e-32 6.74e-33 3.22e-33 
27637.54 8.21e-07 1.00e+00 1.41e-07 2.56e-32 1.48e-32 9.08e-33 4.36e-33 
28986.97 1.11e-06 1.00e+00 6.58e-08 1.72e-31 1.82e-32 1.11e-32 5.39e-33 
#TIME: 6.10 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 8.39e-21 4.18e-13 2.78e-07 7.93e-03 7.76e-01 2.16e-01 7.98e-05 
999.11 7.57e-22 4.08e-14 3.51e-08 1.87e-03 4.98e-01 4.99e-01 1.03e-03 
1267.34 8.61e-23 5.03e-15 5.13e-09 4.49e-04 2.65e-01 7.29e-01 5.35e-03 
1514.05 1.84e-23 1.12e-15 1.27e-09 1.51e-04 1.49e-01 8.35e-01 1.56e-02 
1808.80 3.99e-24 2.67e-16 3.53e-10 5.74e-05 8.81e-02 8.77e-01 3.45e-02 
1919.29 8.20e-25 5.84e-17 8.57e-11 1.89e-05 4.68e-02 8.80e-01 7.32e-02 
2160.92 2.07e-25 1.55e-17 2.54e-11 7.43e-06 2.74e-02 8.43e-01 1.30e-01 
2292.92 7.73e-26 6.53e-18 1.21e-11 4.39e-06 2.06e-02 8.10e-01 1.69e-01 
2432.98 2.34e-26 2.29e-18 4.79e-12 2.23e-06 1.41e-02 7.67e-01 2.19e-01 
2581.60 8.02e-27 8.12e-19 1.84e-12 1.06e-06 8.96e-03 6.95e-01 2.96e-01 
2739.29 3.66e-27 3.86e-19 9.33e-13 6.18e-07 6.40e-03 6.29e-01 3.65e-01 
2906.62 2.04e-27 2.17e-19 5.53e-13 4.25e-07 5.32e-03 6.05e-01 3.90e-01 
3084.17 1.66e-27 1.94e-19 5.33e-13 4.35e-07 5.54e-03 6.15e-01 3.80e-01 
3272.56 1.18e-27 1.56e-19 4.77e-13 4.24e-07 5.61e-03 6.21e-01 3.73e-01 
3472.46 1.09e-27 1.60e-19 5.36e-13 4.98e-07 6.46e-03 6.55e-01 3.39e-01 
3684.57 9.73e-28 1.64e-19 6.04e-13 5.89e-07 7.49e-03 6.91e-01 3.02e-01 
3909.64 7.10e-28 1.42e-19 5.97e-13 6.38e-07 8.28e-03 7.21e-01 2.71e-01 
4148.46 6.49e-28 1.41e-19 6.26e-13 6.87e-07 8.96e-03 7.51e-01 2.40e-01 
4401.86 1.24e-27 2.62e-19 1.09e-12 1.07e-06 1.19e-02 7.99e-01 1.89e-01 
4670.75 2.29e-27 4.72e-19 1.90e-12 1.71e-06 1.61e-02 8.42e-01 1.42e-01 
4956.05 2.27e-27 5.15e-19 2.22e-12 2.04e-06 1.84e-02 8.59e-01 1.23e-01 
5258.79 2.39e-27 6.17e-19 2.91e-12 2.67e-06 2.20e-02 8.79e-01 9.92e-02 
5580.02 3.83e-27 1.05e-18 5.06e-12 4.39e-06 3.04e-02 9.02e-01 6.76e-02 
5920.87 6.41e-27 1.84e-18 8.95e-12 7.18e-06 4.14e-02 9.12e-01 4.63e-02 
6282.54 1.09e-26 3.38e-18 1.66e-11 1.22e-05 5.77e-02 9.13e-01 2.89e-02 
6666.30 2.52e-26 7.84e-18 3.72e-11 2.36e-05 8.52e-02 8.99e-01 1.63e-02 
7073.50 7.32e-26 2.30e-17 1.03e-10 5.38e-05 1.38e-01 8.55e-01 7.16e-03 
7505.58 2.07e-25 7.01e-17 3.02e-10 1.27e-04 2.22e-01 7.75e-01 2.80e-03 
7964.05 9.85e-25 3.36e-16 1.30e-09 3.94e-04 3.98e-01 6.01e-01 6.60e-04 
8450.53 7.89e-24 2.64e-15 8.35e-09 1.53e-03 6.82e-01 3.16e-01 7.21e-05 
8966.72 6.57e-23 2.09e-14 5.30e-08 5.47e-03 8.97e-01 9.72e-02 3.26e-06 
9514.44 9.35e-22 2.77e-13 5.12e-07 2.35e-02 9.62e-01 1.49e-02 4.51e-08 
10095.62 3.68e-20 9.57e-12 1.07e-05 1.52e-01 8.47e-01 8.91e-04 3.76e-11 
10712.30 1.99e-18 4.55e-10 2.61e-04 7.33e-01 2.66e-01 4.79e-06 1.14e-15 
11366.65 5.13e-17 1.09e-08 2.89e-03 9.87e-01 1.04e-02 6.89e-10 2.20e-22 
12061.10 1.64e-15 3.21e-07 3.22e-02 9.68e-01 2.02e-04 4.03e-14 5.29e-30 
12793.43 7.44e-14 1.27e-05 3.88e-01 6.12e-01 5.01e-07 6.66e-20 2.62e-32 
13528.61 8.10e-13 1.21e-04 9.39e-01 6.08e-02 2.17e-10 4.25e-27 6.43e-32 
14194.74 4.69e-12 5.25e-04 9.97e-01 2.44e-03 3.59e-14 3.31e-34 6.99e-32 
14757.77 1.54e-11 1.46e-03 9.98e-01 3.06e-04 9.11e-17 4.73e-37 9.01e-33 
15240.48 6.49e-11 4.28e-03 9.96e-01 3.60e-05 3.17e-19 7.77e-37 5.15e-33 
15646.99 3.51e-10 1.35e-02 9.87e-01 9.31e-06 2.46e-20 1.11e-36 1.09e-32 
15960.30 2.76e-09 5.12e-02 9.49e-01 1.53e-07 3.34e-25 1.37e-36 5.98e-37 
16187.41 9.67e-09 1.22e-01 8.78e-01 1.09e-07 5.99e-26 2.04e-36 3.79e-34 
16354.17 2.23e-08 2.15e-01 7.85e-01 7.07e-09 1.27e-28 3.05e-36 1.34e-36 
16484.18 3.74e-08 3.37e-01 6.63e-01 7.33e-10 8.88e-31 4.53e-36 1.99e-36 
16593.12 3.87e-08 3.66e-01 6.34e-01 6.36e-10 5.17e-31 6.41e-36 2.83e-36 
16691.99 4.86e-08 4.30e-01 5.70e-01 2.22e-10 3.86e-32 8.43e-36 3.73e-36 
16788.59 5.94e-08 4.86e-01 5.14e-01 9.41e-11 3.85e-33 1.07e-35 4.71e-36 
16888.37 6.23e-08 5.19e-01 4.81e-01 1.19e-10 6.32e-33 1.34e-35 5.95e-36 
16998.79 9.06e-08 7.07e-01 2.93e-01 9.05e-12 3.03e-35 1.75e-35 7.77e-36 
17146.37 1.02e-07 7.59e-01 2.41e-01 3.10e-12 4.11e-35 2.38e-35 1.06e-35 
17415.23 1.33e-07 8.72e-01 1.28e-01 2.82e-13 6.29e-35 3.66e-35 1.64e-35 
17888.12 1.72e-07 9.44e-01 5.63e-02 4.47e-15 1.23e-34 7.21e-35 3.24e-35 
18532.37 2.52e-07 9.85e-01 1.49e-02 7.14e-17 2.08e-34 1.23e-34 5.55e-35 
19260.76 3.10e-07 9.96e-01 3.90e-03 5.61e-19 3.15e-34 1.87e-34 8.53e-35 
20034.10 3.15e-07 9.99e-01 1.14e-03 3.93e-21 4.69e-34 2.81e-34 1.29e-34 
20838.00 3.21e-07 1.00e+00 3.94e-04 5.82e-23 6.83e-34 4.10e-34 1.90e-34 
21647.97 3.37e-07 1.00e+00 1.62e-04 5.15e-24 9.47e-34 5.71e-34 2.65e-34 
22447.94 3.93e-07 1.00e+00 2.41e-04 6.61e-24 1.39e-33 8.43e-34 3.94e-34 
23245.88 3.98e-07 1.00e+00 1.94e-05 3.21e-27 2.14e-33 1.29e-33 6.07e-34 
24052.47 4.54e-07 1.00e+00 1.63e-05 9.74e-28 3.30e-33 2.01e-33 9.46e-34 
24867.72 4.89e-07 1.00e+00 2.76e-06 8.82e-33 5.11e-33 3.11e-33 1.47e-33 
25698.86 5.75e-07 1.00e+00 8.84e-07 1.36e-32 7.87e-33 4.80e-33 2.28e-33 
26587.16 7.05e-07 1.00e+00 3.59e-07 2.03e-32 1.17e-32 7.17e-33 3.42e-33 
27637.54 8.15e-07 1.00e+00 1.16e-07 2.73e-32 1.58e-32 9.66e-33 4.64e-33 
28986.97 1.13e-06 1.00e+00 4.93e-08 3.34e-32 1.93e-32 1.18e-32 5.73e-33 
#TIME: 6.23 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 7.42e-21 3.66e-13 2.54e-07 7.78e-03 7.89e-01 2.03e-01 6.23e-05 
999.11 6.11e-22 3.50e-14 3.16e-08 1.78e-03 4.97e-01 5.01e-01 9.97e-04 
1267.34 7.79e-23 4.87e-15 5.16e-09 4.66e-04 2.75e-01 7.20e-01 4.72e-03 
1514.05 1.78e-23 1.13e-15 1.32e-09 1.61e-04 1.57e-01 8.30e-01 1.36e-02 
1808.80 3.98e-24 2.78e-16 3.80e-10 6.25e-05 9.39e-02 8.76e-01 3.03e-02 
1919.29 9.17e-25 6.70e-17 1.01e-10 2.23e-05 5.27e-02 8.86e-01 6.08e-02 
2160.92 2.31e-25 1.81e-17 3.05e-11 8.91e-06 3.11e-02 8.59e-01 1.10e-01 
2292.92 8.91e-26 7.80e-18 1.48e-11 5.27e-06 2.34e-02 8.30e-01 1.46e-01 
2432.98 3.37e-26 3.31e-18 6.99e-12 3.11e-06 1.76e-02 8.03e-01 1.80e-01 
2581.60 1.16e-26 1.25e-18 2.88e-12 1.57e-06 1.17e-02 7.44e-01 2.44e-01 
2739.29 5.79e-27 6.41e-19 1.57e-12 9.81e-07 8.82e-03 6.95e-01 2.96e-01 
2906.62 2.37e-27 2.65e-19 6.86e-13 5.19e-07 6.18e-03 6.39e-01 3.55e-01 
3084.17 1.96e-27 2.39e-19 6.71e-13 5.37e-07 6.46e-03 6.50e-01 3.44e-01 
3272.56 1.42e-27 1.96e-19 6.12e-13 5.33e-07 6.63e-03 6.59e-01 3.35e-01 
3472.46 1.32e-27 2.05e-19 6.96e-13 6.32e-07 7.68e-03 6.93e-01 2.99e-01 
3684.57 1.22e-27 2.14e-19 7.99e-13 7.61e-07 9.01e-03 7.31e-01 2.60e-01 
3909.64 7.95e-28 1.60e-19 6.86e-13 7.43e-07 9.43e-03 7.50e-01 2.40e-01 
4148.46 8.24e-28 1.89e-19 8.51e-13 9.04e-07 1.08e-02 7.87e-01 2.03e-01 
4401.86 1.56e-27 3.47e-19 1.47e-12 1.40e-06 1.43e-02 8.29e-01 1.57e-01 
4670.75 2.79e-27 5.93e-19 2.42e-12 2.13e-06 1.87e-02 8.61e-01 1.20e-01 
4956.05 3.17e-27 7.59e-19 3.33e-12 2.88e-06 2.27e-02 8.80e-01 9.69e-02 
5258.79 3.14e-27 8.61e-19 4.13e-12 3.64e-06 2.69e-02 8.95e-01 7.76e-02 
5580.02 4.94e-27 1.39e-18 6.78e-12 5.69e-06 3.60e-02 9.10e-01 5.41e-02 
5920.87 8.28e-27 2.50e-18 1.23e-11 9.50e-06 4.94e-02 9.15e-01 3.58e-02 
6282.54 1.43e-26 4.48e-18 2.23e-11 1.58e-05 6.80e-02 9.10e-01 2.23e-02 
6666.30 3.34e-26 1.10e-17 5.26e-11 3.15e-05 1.01e-01 8.86e-01 1.20e-02 
7073.50 9.38e-26 3.10e-17 1.40e-10 6.91e-05 1.59e-01 8.35e-01 5.54e-03 
7505.58 2.86e-25 9.92e-17 4.27e-10 1.68e-04 2.60e-01 7.37e-01 1.96e-03 
7964.05 1.32e-24 4.72e-16 1.82e-09 5.12e-04 4.51e-01 5.48e-01 4.56e-04 
8450.53 1.06e-23 3.72e-15 1.17e-08 1.97e-03 7.38e-01 2.60e-01 3.98e-05 
8966.72 8.43e-23 2.80e-14 7.02e-08 6.63e-03 9.15e-01 7.83e-02 1.68e-06 
9514.44 1.24e-21 3.81e-13 6.90e-07 2.86e-02 9.60e-01 1.13e-02 1.54e-08 
10095.62 5.23e-20 1.39e-11 1.52e-05 1.89e-01 8.11e-01 5.89e-04 1.46e-11 
10712.30 2.49e-18 5.88e-10 3.27e-04 7.87e-01 2.12e-01 5.05e-06 6.59e-16 
11366.65 6.27e-17 1.37e-08 3.47e-03 9.89e-01 7.23e-03 3.01e-10 4.83e-23 
12061.10 1.99e-15 4.02e-07 3.82e-02 9.62e-01 1.18e-04 1.29e-14 8.63e-31 
12793.43 8.65e-14 1.52e-05 4.35e-01 5.65e-01 6.62e-07 7.41e-20 1.51e-31 
13528.61 8.88e-13 1.34e-04 9.55e-01 4.50e-02 9.13e-11 7.85e-28 3.28e-32 
14194.74 4.91e-12 5.68e-04 9.97e-01 1.98e-03 2.13e-14 1.17e-34 8.18e-32 
14757.77 1.69e-11 1.63e-03 9.98e-01 2.06e-04 3.16e-17 5.03e-37 1.44e-33 
15240.48 6.74e-11 4.63e-03 9.95e-01 1.73e-05 3.54e-20 8.26e-37 1.12e-34 
15646.99 3.24e-10 1.31e-02 9.87e-01 1.09e-05 8.78e-21 1.18e-36 1.43e-34 
15960.30 2.68e-09 5.22e-02 9.48e-01 1.20e-07 1.78e-25 1.45e-36 6.35e-37 
16187.41 8.82e-09 1.18e-01 8.82e-01 3.89e-08 7.00e-27 2.16e-36 9.48e-37 
16354.17 1.97e-08 2.07e-01 7.93e-01 8.71e-09 2.74e-28 3.24e-36 1.43e-36 
16484.18 3.50e-08 3.12e-01 6.88e-01 1.05e-09 1.93e-30 4.81e-36 2.12e-36 
16593.12 3.46e-08 3.53e-01 6.47e-01 3.03e-10 1.05e-31 6.82e-36 3.01e-36 
16691.99 4.83e-08 4.44e-01 5.56e-01 1.67e-10 1.88e-32 8.97e-36 3.96e-36 
16788.59 4.84e-08 4.59e-01 5.41e-01 8.45e-11 3.60e-33 1.13e-35 5.01e-36 
16888.37 6.38e-08 5.94e-01 4.06e-01 2.50e-11 3.32e-34 1.43e-35 6.33e-36 
16998.79 7.97e-08 6.45e-01 3.55e-01 8.33e-12 3.22e-35 1.86e-35 8.26e-36 
17146.37 9.06e-08 7.25e-01 2.75e-01 2.21e-12 4.37e-35 2.53e-35 1.13e-35 
17415.23 1.27e-07 8.42e-01 1.58e-01 4.53e-13 6.69e-35 3.89e-35 1.74e-35 
17888.12 1.63e-07 9.43e-01 5.72e-02 4.27e-14 1.31e-34 7.67e-35 3.45e-35 
18532.37 2.32e-07 9.84e-01 1.64e-02 3.07e-16 2.21e-34 1.30e-34 5.90e-35 
19260.76 2.81e-07 9.95e-01 4.53e-03 8.73e-19 3.35e-34 1.99e-34 9.08e-35 
20034.10 3.53e-07 9.98e-01 1.55e-03 3.28e-20 4.99e-34 2.98e-34 1.37e-34 
20838.00 3.23e-07 1.00e+00 2.65e-04 1.92e-23 7.27e-34 4.37e-34 2.02e-34 
21647.97 3.27e-07 1.00e+00 1.49e-04 7.58e-25 1.01e-33 6.07e-34 2.82e-34 
22447.94 3.12e-07 1.00e+00 2.51e-05 1.29e-27 1.48e-33 8.96e-34 4.19e-34 
23245.88 3.60e-07 1.00e+00 2.78e-05 4.20e-27 2.27e-33 1.38e-33 6.46e-34 
24052.47 3.89e-07 1.00e+00 2.35e-05 5.05e-26 3.51e-33 2.13e-33 1.01e-33 
24867.72 4.41e-07 1.00e+00 2.16e-06 9.39e-33 5.44e-33 3.31e-33 1.56e-33 
25698.86 5.12e-07 1.00e+00 1.07e-06 1.45e-32 8.38e-33 5.11e-33 2.43e-33 
26587.16 6.12e-07 1.00e+00 4.29e-07 2.16e-32 1.25e-32 7.63e-33 3.64e-33 
27637.54 7.32e-07 1.00e+00 1.87e-07 2.90e-32 1.68e-32 1.03e-32 4.93e-33 
28986.97 8.47e-07 1.00e+00 8.94e-08 3.55e-32 2.05e-32 1.26e-32 6.09e-33 
#TIME: 6.36 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 5.24e-21 2.74e-13 2.04e-07 6.76e-03 7.62e-01 2.32e-01 9.40e-05 
999.11 5.07e-22 3.05e-14 2.87e-08 1.71e-03 4.96e-01 5.01e-01 9.54e-04 
1267.34 7.25e-23 4.64e-15 5.07e-09 4.77e-04 2.84e-01 7.11e-01 4.14e-03 
1514.05 1.71e-23 1.15e-15 1.39e-09 1.72e-04 1.66e-01 8.22e-01 1.19e-02 
1808.80 3.97e-24 2.92e-16 4.11e-10 6.84e-05 1.00e-01 8.73e-01 2.66e-02 
1919.29 1.04e-24 8.10e-17 1.25e-10 2.70e-05 5.95e-02 8.89e-01 5.16e-02 
2160.92 2.58e-25 2.14e-17 3.71e-11 1.07e-05 3.51e-02 8.71e-01 9.43e-02 
2292.92 1.01e-25 9.06e-18 1.75e-11 6.17e-06 2.61e-02 8.47e-01 1.27e-01 
2432.98 4.22e-26 4.22e-18 9.07e-12 3.92e-06 2.05e-02 8.24e-01 1.55e-01 
2581.60 1.66e-26 1.83e-18 4.30e-12 2.24e-06 1.50e-02 7.86e-01 1.99e-01 
2739.29 8.50e-27 9.88e-19 2.46e-12 1.46e-06 1.16e-02 7.49e-01 2.40e-01 
