#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8
1.546584e+04 2.124101e+03 3.433496e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.582815e+04 2.129751e+03 3.938210e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.609245e+04 2.169243e+03 5.075840e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.628237e+04 2.210361e+03 6.780611e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.642596e+04 2.259191e+03 8.949785e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654240e+04 2.309403e+03 1.124054e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 2.345004e+03 1.290388e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 2.378452e+03 1.451303e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 2.407375e+03 1.609681e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.693972e+04 2.445748e+03 1.853996e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.705788e+04 2.421102e+03 1.821184e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723487e+04 2.443513e+03 1.972246e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.759558e+04 3.156522e+03 2.790046e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.818065e+04 3.259087e+03 1.929758e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.888408e+04 3.458844e+03 1.423761e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.963744e+04 3.711486e+03 1.061383e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.043076e+04 3.674940e+03 7.313269e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.124524e+04 3.417402e+03 5.054322e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.205069e+04 3.352349e+03 3.779208e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.284519e+04 3.446077e+03 2.777905e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.364658e+04 3.494308e+03 2.100237e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.445835e+04 3.521585e+03 1.699528e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.527708e+04 3.543292e+03 1.464039e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.612065e+04 3.564763e+03 1.329671e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.705367e+04 3.587878e+03 1.268024e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.822140e+04 3.623054e+03 1.138690e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.975253e+04 3.670075e+03 8.263450e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.155178e+04 3.710324e+03 5.107663e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.347929e+04 3.824338e+03 3.195751e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.543911e+04 5.678846e+03 2.011161e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.730307e+04 5.647959e+03 1.209263e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.899822e+04 7.025315e+03 1.319590e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.050110e+04 7.013437e+03 9.518034e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.184592e+04 7.166143e+03 6.410087e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.308864e+04 6.700368e+03 4.317056e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.428714e+04 5.850159e+03 1.800560e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.548226e+04 5.960289e+03 1.238493e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.668639e+04 6.336476e+03 9.837023e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.790207e+04 7.170699e+03 7.854290e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.913111e+04 6.361233e+03 6.578642e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.037838e+04 1.001243e+04 4.076629e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.164686e+04 1.018613e+04 2.814277e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.293843e+04 9.477053e+03 1.950317e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.425290e+04 8.146098e+03 1.420741e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.558886e+04 8.106149e+03 9.330341e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.694142e+04 8.958721e+03 6.580177e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.830411e+04 9.140960e+03 4.594890e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.966620e+04 9.036277e+03 3.463718e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.101550e+04 8.453266e+03 2.883165e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.233719e+04 8.624585e+03 2.114042e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.361286e+04 8.866912e+03 1.560904e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.482466e+04 9.102389e+03 1.175281e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.595016e+04 9.312715e+03 9.115038e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.697182e+04 9.484572e+03 7.197694e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.787199e+04 9.563979e+03 5.951263e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.864160e+04 9.467580e+03 5.024135e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.927720e+04 8.418750e+03 4.149161e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.967325e+04 8.425088e+03 4.196569e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.984350e+04 8.416536e+03 4.122164e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.992880e+04 8.414715e+03 4.082918e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.997149e+04 8.414487e+03 4.010298e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999249e+04 8.594441e+03 2.939455e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999962e+04 8.633291e+03 2.796418e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 1.719662e+02 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8
4.386064e+02 2.119715e+03 2.654259e+05 9.955639e-01 4.436116e-03 4.516639e-25 2.232698e-89 7.320323e-196 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.801961e+02 2.100131e+03 3.287204e+05 9.974973e-01 2.502746e-03 9.830930e-26 8.102415e-91 1.969787e-198 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.922517e+02 2.116785e+03 3.943621e+05 9.956761e-01 4.323945e-03 6.404114e-25 1.089167e-88 2.888863e-194 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.200313e+02 2.120666e+03 3.229908e+05 9.960693e-01 3.930725e-03 3.871818e-25 2.222413e-89 1.017490e-195 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.688202e+02 2.136858e+03 2.932493e+05 9.953117e-01 4.688261e-03 6.019920e-25 5.450190e-89 4.736311e-195 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.029396e+03 2.120139e+03 2.714733e+05 9.958752e-01 4.124807e-03 3.734532e-25 1.466897e-89 3.465377e-196 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.092261e+03 2.127515e+03 2.438981e+05 9.964116e-01 3.588428e-03 2.167868e-25 3.177745e-90 1.588873e-197 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.158981e+03 2.113095e+03 2.358580e+05 9.965659e-01 3.434112e-03 1.818059e-25 1.932530e-90 5.858191e-198 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.229776e+03 2.113460e+03 2.525418e+05 9.962757e-01 3.724333e-03 2.507405e-25 4.840964e-90 3.737705e-197 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.304896e+03 2.111207e+03 2.794455e+05 9.957191e-01 4.280915e-03 4.308009e-25 2.201420e-89 7.789639e-196 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.384604e+03 2.130741e+03 2.921757e+05 9.950770e-01 4.923012e-03 6.928130e-25 7.631417e-89 8.828503e-195 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.469181e+03 2.151445e+03 2.940316e+05 9.940358e-01 5.964215e-03 1.260953e-24 3.322657e-88 1.463442e-193 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.558925e+03 2.176137e+03 3.507979e+05 9.901795e-01 9.820537e-03 7.046177e-24 3.087781e-86 1.045899e-189 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654150e+03 2.186220e+03 3.682623e+05 9.866132e-01 1.338683e-02 1.924100e-23 3.971016e-85 1.432841e-187 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.755192e+03 2.210399e+03 3.951516e+05 9.805144e-01 1.948558e-02 6.640686e-23 9.306313e-84 6.406859e-185 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.862406e+03 2.224540e+03 3.784367e+05 9.741806e-01 2.581945e-02 1.508881e-22 6.409083e-83 2.307270e-183 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.976169e+03 2.242041e+03 3.688149e+05 9.624361e-01 3.756390e-02 4.756613e-22 1.018004e-81 4.200934e-181 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.096881e+03 2.262861e+03 3.458742e+05 9.454442e-01 5.455584e-02 1.451014e-21 1.405313e-80 5.541274e-179 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.224967e+03 2.298053e+03 3.396796e+05 9.094519e-01 9.054805e-02 7.307387e-21 7.426529e-79 1.016680e-175 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.360877e+03 2.331643e+03 3.265124e+05 8.698190e-01 1.301810e-01 2.340922e-20 1.249270e-77 2.066550e-173 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.505088e+03 2.369170e+03 3.597462e+05 8.082674e-01 1.917326e-01 9.850484e-20 5.514512e-76 3.377309e-170 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.658109e+03 2.383762e+03 3.751100e+05 7.699468e-01 2.300532e-01 1.968085e-19 3.470745e-75 1.230053e-168 3.444149e-307 0.000000e+00 0.000000e+00 0.000000e+00 
2.820477e+03 2.381127e+03 3.499796e+05 7.627812e-01 2.372188e-01 2.044990e-19 3.415133e-75 1.075665e-168 2.474438e-307 0.000000e+00 0.000000e+00 0.000000e+00 
2.992763e+03 2.387577e+03 3.221688e+05 7.547170e-01 2.452830e-01 2.125124e-19 3.220788e-75 8.407812e-169 1.439921e-307 0.000000e+00 0.000000e+00 0.000000e+00 
3.175573e+03 2.371555e+03 2.905739e+05 7.505519e-01 2.494481e-01 2.036424e-19 2.422737e-75 4.155629e-169 3.763797e-308 0.000000e+00 0.000000e+00 0.000000e+00 
3.369550e+03 2.359709e+03 2.490730e+05 7.650273e-01 2.349727e-01 1.384335e-19 6.912568e-76 2.932605e-170 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.575375e+03 2.330456e+03 2.069899e+05 8.022923e-01 1.977077e-01 6.060172e-20 6.074499e-77 2.063037e-172 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.793773e+03 2.304611e+03 1.830339e+05 8.331549e-01 1.668451e-01 2.934247e-20 7.817520e-78 3.341187e-174 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.025512e+03 2.282717e+03 1.730505e+05 8.865154e-01 1.134846e-01 7.503338e-21 2.307076e-79 3.658211e-177 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.271406e+03 2.270071e+03 1.925883e+05 9.004867e-01 9.951325e-02 5.462412e-21 1.279070e-79 1.416982e-177 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.532320e+03 2.259269e+03 1.899188e+05 9.250193e-01 7.498068e-02 2.118011e-21 1.185262e-80 1.486730e-179 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.809172e+03 2.244493e+03 1.640718e+05 9.304124e-01 6.958763e-02 1.438144e-21 3.479381e-81 1.131443e-180 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.102936e+03 2.232972e+03 1.351631e+05 9.298013e-01 7.019868e-02 1.197351e-21 1.547020e-81 1.769536e-181 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.414644e+03 2.229239e+03 1.153884e+05 9.284750e-01 7.152497e-02 1.079622e-21 8.960864e-82 4.831309e-182 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.745391e+03 2.216428e+03 9.843867e+04 9.320830e-01 6.791702e-02 7.729469e-22 2.926968e-82 4.404660e-183 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.096342e+03 2.204601e+03 8.807242e+04 9.315822e-01 6.841784e-02 7.086133e-22 1.915089e-82 1.649359e-183 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.468731e+03 2.190691e+03 7.994569e+04 9.439433e-01 5.605670e-02 3.350515e-22 2.564433e-83 3.079897e-185 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.863867e+03 2.176056e+03 7.521667e+04 9.543426e-01 4.565740e-02 1.640920e-22 3.913491e-84 7.792654e-187 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.283139e+03 2.150794e+03 6.854077e+04 9.664254e-01 3.357462e-02 5.659941e-23 2.398737e-85 3.345911e-189 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.728022e+03 2.136794e+03 6.371086e+04 9.780908e-01 2.190923e-02 1.378021e-23 6.607547e-87 3.242914e-192 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.200081e+03 2.107006e+03 6.242737e+04 9.866035e-01 1.339653e-02 2.945302e-24 1.446051e-88 2.239203e-195 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.700974e+03 2.084075e+03 5.990342e+04 9.918019e-01 8.198131e-03 6.134266e-25 2.889411e-90 1.255518e-198 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.232464e+03 2.050206e+03 5.437475e+04 9.949879e-01 5.012066e-03 1.232597e-25 4.804158e-92 4.559124e-202 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.796417e+03 2.017981e+03 4.653545e+04 9.971778e-01 2.822201e-03 1.776942e-26 3.167137e-94 2.581792e-206 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.039482e+04 1.977143e+03 3.529907e+04 9.984214e-01 1.578585e-03 2.209345e-27 1.163701e-96 3.946463e-211 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.102978e+04 1.922417e+03 2.235626e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.170352e+04 1.855760e+03 1.035837e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.241868e+04 1.825007e+03 6.349631e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.316817e+04 1.889589e+03 5.599306e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.388905e+04 1.968580e+03 4.126076e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.450043e+04 2.070428e+03 3.356491e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.501511e+04 2.113867e+03 3.143215e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.546584e+04 2.144151e+03 3.457429e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.582815e+04 2.150504e+03 4.099402e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.609245e+04 2.190493e+03 5.450840e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.628237e+04 2.232944e+03 7.356393e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.642596e+04 2.283591e+03 9.668592e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654240e+04 2.336532e+03 1.210883e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 2.375732e+03 1.395798e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 2.414325e+03 1.592332e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 2.450631e+03 1.803078e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.693972e+04 2.500975e+03 2.135510e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.705788e+04 2.467382e+03 2.027041e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723487e+04 2.499576e+03 2.235848e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.759558e+04 3.193818e+03 2.551541e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.818065e+04 3.284446e+03 1.756552e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.888408e+04 3.721866e+03 1.345601e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.963744e+04 3.698901e+03 9.498439e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
