#NTIMES: 265
#NSTAGES: 3
#TIMES[d]: 1.074 1.181 1.299 1.429 1.572 1.729 1.902 2.092 2.301 2.531 2.785 3.063 3.369 3.706 4.077 4.485 4.933 5.426 5.969 6.566 7.223 7.945 8.739 9.613 10.575 11.575 12.575 13.575 14.575 15.575 16.575 17.575 18.575 19.575 20.575 21.575 22.575 23.575 24.575 25.575 26.575 27.575 28.575 29.575 30.575 31.575 32.575 33.575 34.575 35.575 36.575 37.575 38.575 39.575 40.575 41.575 42.575 43.575 44.575 45.575 46.575 47.575 48.575 49.575 50.575 51.575 52.575 53.575 54.575 55.575 56.575 57.575 58.575 59.575 60.575 61.575 62.575 63.575 64.575 65.575 66.575 67.575 68.575 69.575 70.575 71.575 72.575 73.575 74.575 75.575 76.575 77.575 78.575 79.575 80.575 81.575 82.575 83.575 84.575 85.575 86.575 87.575 88.575 89.575 90.575 91.575 92.575 93.575 94.575 95.575 96.575 97.575 98.575 99.575 100.575 101.575 102.575 103.575 104.575 105.575 106.575 107.575 108.575 109.575 110.575 111.575 112.575 113.575 114.575 115.575 116.575 117.575 118.575 119.575 120.575 121.575 122.575 123.575 124.575 125.575 126.575 127.575 128.575 129.575 130.575 131.575 132.575 133.575 134.575 135.575 136.575 137.575 138.575 139.575 140.575 141.575 142.575 143.575 144.575 145.575 146.575 147.575 148.575 149.575 150.575 151.575 152.575 153.575 154.575 155.575 156.575 157.575 158.575 159.575 160.575 161.575 162.575 163.575 164.575 165.575 166.575 167.575 168.575 169.575 170.575 171.575 172.575 173.575 174.575 175.575 176.575 177.575 178.575 179.575 180.575 181.575 182.575 183.575 184.575 185.575 186.575 187.575 188.575 189.575 190.575 191.575 192.575 193.575 194.575 195.575 196.575 197.575 198.575 199.575 200.575 201.575 202.575 203.575 204.575 205.575 206.575 207.575 208.575 209.575 210.575 211.575 212.575 213.575 214.575 215.575 216.575 217.575 218.575 219.575 220.575 221.575 222.575 223.575 224.575 225.575 226.575 227.575 228.575 229.575 230.575 231.575 232.575 233.575 234.575 235.575 236.575 237.575 238.575 239.575 240.575 241.575 242.575 243.575 244.575 245.575 246.575 247.575 248.575 249.575 250.575 
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Mg0 Mg1 Mg2
1.267e+08 9.998603e-01 1.396816e-04 8.837016e-29
1.345e+08 9.998468e-01 1.531555e-04 1.229259e-28
1.427e+08 9.998044e-01 1.955954e-04 2.837216e-28
1.514e+08 9.997405e-01 2.594642e-04 6.961825e-28
1.607e+08 9.996609e-01 3.391419e-04 1.563563e-27
1.705e+08 9.995649e-01 4.350831e-04 3.345345e-27
1.809e+08 9.993595e-01 6.404567e-04 1.174330e-26
1.919e+08 9.992658e-01 7.342040e-04 1.602241e-26
2.037e+08 9.990074e-01 9.925765e-04 3.874204e-26
2.161e+08 9.989533e-01 1.046671e-03 3.740864e-26
2.293e+08 9.984761e-01 1.523892e-03 1.115900e-25
2.433e+08 9.983194e-01 1.680629e-03 1.266423e-25
2.582e+08 9.978793e-01 2.120669e-03 2.443880e-25
2.739e+08 9.978211e-01 2.178932e-03 2.534230e-25
2.907e+08 9.984258e-01 1.574242e-03 9.088180e-26
3.084e+08 9.987825e-01 1.217548e-03 4.543627e-26
3.273e+08 9.992505e-01 7.494959e-04 1.217702e-26
3.472e+08 9.997155e-01 2.845333e-04 7.890928e-28
3.685e+08 9.998902e-01 1.097513e-04 5.111396e-29
3.910e+08 9.999518e-01 4.823291e-05 4.232808e-30
4.148e+08 9.999795e-01 2.048315e-05 2.787139e-31
4.402e+08 9.999883e-01 1.168868e-05 4.689914e-32
4.671e+08 9.999909e-01 9.107824e-06 1.999838e-32
4.956e+08 9.999930e-01 7.023252e-06 6.894671e-33
5.259e+08 9.999934e-01 6.611701e-06 4.425666e-33
5.580e+08 9.999936e-01 6.355456e-06 3.115453e-33
5.921e+08 9.999944e-01 5.590037e-06 1.657011e-33
6.282e+08 9.999950e-01 5.024866e-06 1.010107e-33
6.666e+08 9.999963e-01 3.738788e-06 3.483149e-34
7.074e+08 9.999977e-01 2.253939e-06 6.006259e-35
7.506e+08 9.999987e-01 1.274052e-06 8.155332e-36
7.964e+08 9.999994e-01 5.989397e-07 5.851229e-37
8.451e+08 9.999997e-01 2.629677e-07 3.366101e-38
8.967e+08 9.999999e-01 1.085880e-07 1.491136e-39
9.514e+08 1.000000e+00 4.483205e-08 6.198369e-41
1.010e+09 1.000000e+00 1.699332e-08 1.805443e-42
1.071e+09 1.000000e+00 6.066226e-09 3.848321e-44
1.137e+09 1.000000e+00 2.211875e-09 7.792826e-46
1.206e+09 1.000000e+00 9.861596e-10 2.908540e-47
1.279e+09 1.000000e+00 5.464644e-10 2.397499e-48
1.353e+09 1.000000e+00 4.270447e-10 7.156476e-49
1.419e+09 1.000000e+00 1.630574e-10 1.697493e-50
1.476e+09 1.000000e+00 1.263287e-10 5.183201e-51
1.524e+09 1.000000e+00 1.567761e-10 9.632028e-51
1.565e+09 1.000000e+00 3.299256e-11 3.257166e-53
1.596e+09 1.000000e+00 5.799295e-11 2.295119e-52
1.619e+09 1.000000e+00 1.066283e-11 3.911958e-55
1.635e+09 1.000000e+00 4.514140e-12 1.349318e-56
1.648e+09 1.000000e+00 1.039742e-11 1.841833e-55
1.659e+09 1.000000e+00 3.183247e-12 1.911299e-57
1.669e+09 1.000000e+00 1.114168e-11 1.355815e-55
1.679e+09 1.000000e+00 4.727351e-12 5.000318e-57
1.689e+09 1.000000e+00 4.025128e-12 2.493615e-57
1.700e+09 1.000000e+00 1.505638e-12 6.832550e-59
1.715e+09 1.000000e+00 5.210070e-12 2.820922e-57
1.742e+09 1.000000e+00 7.528166e-13 4.662227e-60
1.789e+09 1.000000e+00 3.590939e-13 4.828677e-61
1.853e+09 1.000000e+00 3.143043e-14 3.095617e-64
1.926e+09 1.000000e+00 1.768731e-15 4.509895e-68
2.003e+09 1.000000e+00 1.772309e-15 4.528161e-68
2.084e+09 1.000000e+00 1.774735e-15 4.540567e-68
2.165e+09 1.000000e+00 1.776162e-15 4.547868e-68
2.245e+09 1.000000e+00 1.777441e-15 4.554421e-68
2.325e+09 1.000000e+00 1.778403e-15 4.559353e-68
2.405e+09 1.000000e+00 3.905610e-15 4.642282e-67
2.487e+09 1.000000e+00 8.223443e-15 4.174432e-66
2.570e+09 1.000000e+00 3.711356e-15 3.992196e-67
2.659e+09 1.000000e+00 1.902673e-14 4.956482e-65
2.764e+09 1.000000e+00 3.622771e-14 3.312217e-64
2.899e+09 1.000000e+00 9.572483e-14 5.818174e-63
3.065e+09 1.000000e+00 1.734789e-13 3.360291e-62
3.252e+09 1.000000e+00 3.382105e-12 2.920733e-58
3.446e+09 1.000000e+00 1.150106e-11 1.261135e-56
3.637e+09 1.000000e+00 3.564286e-13 3.442531e-61
3.815e+09 1.000000e+00 2.549924e-15 1.318473e-67
3.975e+09 1.000000e+00 1.457685e-14 2.257780e-65
4.117e+09 1.000000e+00 1.780742e-15 4.571355e-68
4.247e+09 1.000000e+00 1.780746e-15 4.571376e-68
4.369e+09 1.000000e+00 1.790572e-15 4.646190e-68
4.488e+09 9.975310e-01 2.469020e-03 4.877184e-32
4.608e+09 1.000000e+00 1.780752e-15 4.571406e-68
4.729e+09 1.000000e+00 1.780753e-15 4.571409e-68
4.852e+09 1.000000e+00 1.780753e-15 4.571412e-68
4.975e+09 1.000000e+00 2.026086e-15 6.689999e-68
5.101e+09 1.000000e+00 1.780754e-15 4.571415e-68
5.229e+09 1.000000e+00 1.780754e-15 4.571416e-68
5.360e+09 1.000000e+00 1.780754e-15 4.571416e-68
5.492e+09 1.000000e+00 1.780754e-15 4.571416e-68
5.627e+09 1.000000e+00 1.780754e-15 4.571417e-68
5.762e+09 1.000000e+00 1.780754e-15 4.571417e-68
5.899e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.034e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.168e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.297e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.422e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.539e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.646e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.742e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.826e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.896e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.948e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.976e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.989e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.995e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.998e+09 1.000000e+00 1.780754e-15 4.571417e-68
7.000e+09 1.000000e+00 1.780754e-15 4.571417e-68
#TIME: 203.574676
#NVEL: 114
#vel_mid[km/s] Mg0 Mg1 Mg2
4.401e+07 9.998514e-01 1.486214e-04 1.087318e-28
8.862e+07 9.999070e-01 9.304639e-05 1.951492e-29
9.061e+07 9.999114e-01 8.862373e-05 1.632123e-29
9.444e+07 9.999374e-01 6.261841e-05 4.560439e-30
9.991e+07 9.999266e-01 7.341332e-05 8.177122e-30
1.061e+08 9.999282e-01 7.177536e-05 7.527385e-30
1.126e+08 9.999003e-01 9.974858e-05 2.520042e-29
1.194e+08 9.999046e-01 9.535143e-05 2.140272e-29
1.267e+08 9.998730e-01 1.270277e-04 6.161089e-29
1.345e+08 9.998566e-01 1.433998e-04 9.537834e-29
1.427e+08 9.998639e-01 1.360509e-04 7.413792e-29
1.514e+08 9.997993e-01 2.006815e-04 2.687679e-28
1.607e+08 9.997852e-01 2.147934e-04 2.914773e-28
1.705e+08 9.996266e-01 3.733946e-04 1.893050e-27
1.809e+08 9.994979e-01 5.020668e-04 4.790431e-27
1.919e+08 9.993943e-01 6.057223e-04 7.886535e-27
2.037e+08 9.991859e-01 8.141161e-04 1.873740e-26
2.161e+08 9.987945e-01 1.205456e-03 6.121909e-26
2.293e+08 9.985884e-01 1.411552e-03 8.399593e-26
2.433e+08 9.982843e-01 1.715687e-03 1.343819e-25
2.582e+08 9.981383e-01 1.861745e-03 1.542706e-25
2.739e+08 9.979261e-01 2.073905e-03 2.118871e-25
2.907e+08 9.983457e-01 1.654323e-03 1.053949e-25
3.084e+08 9.989603e-01 1.039712e-03 2.722550e-26
3.273e+08 9.993049e-01 6.950505e-04 9.505476e-27
3.472e+08 9.997164e-01 2.835563e-04 7.704118e-28
3.685e+08 9.999129e-01 8.706116e-05 2.378396e-29
3.910e+08 9.999595e-01 4.049029e-05 2.329771e-30
4.148e+08 9.999789e-01 2.114770e-05 3.070870e-31
4.402e+08 9.999880e-01 1.203524e-05 5.127114e-32
4.671e+08 9.999918e-01 8.221322e-06 1.383708e-32
4.956e+08 9.999930e-01 7.015259e-06 6.786067e-33
5.259e+08 9.999941e-01 5.853856e-06 2.858857e-33
5.580e+08 9.999941e-01 5.877300e-06 2.343136e-33
5.921e+08 9.999945e-01 5.505073e-06 1.552119e-33
6.282e+08 9.999953e-01 4.651985e-06 7.622313e-34
6.666e+08 9.999965e-01 3.512647e-06 2.765220e-34
7.074e+08 9.999979e-01 2.118578e-06 4.770957e-35
7.506e+08 9.999989e-01 1.123057e-06 5.155279e-36
7.964e+08 9.999995e-01 5.117384e-07 3.305008e-37
8.451e+08 9.999998e-01 2.478286e-07 2.693232e-38
8.967e+08 9.999999e-01 1.084872e-07 1.468968e-39
9.514e+08 1.000000e+00 4.229736e-08 4.976141e-41
1.010e+09 1.000000e+00 1.455633e-08 1.025929e-42
1.071e+09 1.000000e+00 5.748833e-09 3.138319e-44
1.137e+09 1.000000e+00 1.961726e-09 5.012816e-46
1.206e+09 1.000000e+00 1.122285e-09 4.566462e-47
1.279e+09 1.000000e+00 5.816659e-10 2.963183e-48
1.353e+09 1.000000e+00 3.431481e-10 3.229476e-49
1.419e+09 1.000000e+00 1.681914e-10 1.874783e-50
1.476e+09 1.000000e+00 5.928102e-11 3.389825e-52
1.524e+09 1.000000e+00 1.033338e-10 2.138689e-51
1.565e+09 1.000000e+00 5.305971e-11 1.769984e-52
1.596e+09 1.000000e+00 4.786065e-11 1.140087e-52
1.619e+09 1.000000e+00 1.371463e-11 9.502470e-55
1.635e+09 1.000000e+00 1.039097e-11 2.511754e-55
1.648e+09 1.000000e+00 8.786141e-12 9.724654e-56
1.659e+09 1.000000e+00 9.164402e-12 8.507931e-56
1.669e+09 1.000000e+00 2.622173e-11 2.868803e-54
1.679e+09 1.000000e+00 9.843406e-13 2.207791e-59
1.689e+09 1.000000e+00 3.314867e-12 1.265436e-57
1.700e+09 1.000000e+00 1.089961e-11 6.718470e-56
1.715e+09 1.000000e+00 4.391190e-12 1.166706e-57
1.742e+09 1.000000e+00 1.598082e-12 2.793508e-59
1.789e+09 1.000000e+00 1.974767e-13 5.747347e-62
1.853e+09 1.000000e+00 2.901397e-14 1.794286e-64
1.926e+09 1.000000e+00 8.167225e-15 4.113871e-66
2.003e+09 1.000000e+00 1.772432e-15 4.528790e-68
2.084e+09 1.000000e+00 1.774823e-15 4.541017e-68
2.165e+09 1.000000e+00 1.776229e-15 4.548212e-68
2.245e+09 1.000000e+00 1.777489e-15 4.554670e-68
2.325e+09 1.000000e+00 1.778437e-15 4.559530e-68
2.405e+09 1.000000e+00 1.779044e-15 4.562639e-68
2.487e+09 1.000000e+00 2.870479e-15 1.871093e-67
2.570e+09 1.000000e+00 1.135900e-14 1.082363e-65
2.659e+09 1.000000e+00 4.461846e-15 6.872465e-67
2.764e+09 1.000000e+00 2.750098e-14 1.469096e-64
2.899e+09 1.000000e+00 2.472463e-14 1.073184e-64
3.065e+09 1.000000e+00 1.805249e-13 3.778969e-62
3.252e+09 1.000000e+00 3.115482e-12 2.102759e-58
3.446e+09 1.000000e+00 4.132120e-12 4.462815e-58
3.637e+09 1.000000e+00 7.023529e-14 2.333798e-63
3.815e+09 1.000000e+00 1.070313e-14 9.076943e-66
3.975e+09 1.000000e+00 3.576944e-15 3.578534e-67
4.117e+09 1.000000e+00 1.780742e-15 4.571356e-68
4.247e+09 1.000000e+00 1.780746e-15 4.571377e-68
4.369e+09 1.000000e+00 1.780749e-15 4.571391e-68
4.488e+09 1.000000e+00 1.780751e-15 4.571400e-68
4.608e+09 1.000000e+00 1.936060e-09 2.889352e-50
4.729e+09 1.000000e+00 1.780753e-15 4.571410e-68
4.852e+09 1.000000e+00 1.780753e-15 4.571412e-68
4.975e+09 1.000000e+00 1.780753e-15 4.571414e-68
5.101e+09 1.000000e+00 1.780754e-15 4.571415e-68
5.229e+09 1.000000e+00 1.780754e-15 4.571416e-68
5.360e+09 1.000000e+00 1.780754e-15 4.571416e-68
5.492e+09 1.000000e+00 1.780754e-15 4.571416e-68
5.627e+09 1.000000e+00 1.780754e-15 4.571417e-68
5.762e+09 1.000000e+00 1.780754e-15 4.571417e-68
5.899e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.034e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.168e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.297e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.422e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.539e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.646e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.742e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.826e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.896e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.948e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.976e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.989e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.995e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.998e+09 1.000000e+00 1.780754e-15 4.571417e-68
7.000e+09 1.000000e+00 1.780754e-15 4.571417e-68
#TIME: 204.574676
#NVEL: 114
#vel_mid[km/s] Mg0 Mg1 Mg2
4.401e+07 9.998867e-01 1.133238e-04 3.972977e-29
8.862e+07 9.999360e-01 6.404094e-05 4.891429e-30
9.061e+07 9.998848e-01 1.152427e-04 4.225385e-29
9.444e+07 9.998601e-01 1.399452e-04 8.613672e-29
9.991e+07 9.998623e-01 1.377073e-04 8.119291e-29
1.061e+08 9.999137e-01 8.625356e-05 1.459394e-29
1.126e+08 9.999290e-01 7.100568e-05 7.148989e-30
1.194e+08 9.999147e-01 8.525898e-05 1.402079e-29
1.267e+08 9.998893e-01 1.107300e-04 3.677361e-29
1.345e+08 9.998916e-01 1.084038e-04 3.376871e-29
1.427e+08 9.998922e-01 1.077603e-04 3.116170e-29
1.514e+08 9.998385e-01 1.615398e-04 1.200330e-28
1.607e+08 9.997452e-01 2.547514e-04 5.367221e-28
1.705e+08 9.996884e-01 3.115725e-04 9.668621e-28
1.809e+08 9.994873e-01 5.127260e-04 5.106270e-27
1.919e+08 9.992682e-01 7.317516e-04 1.543782e-26
2.037e+08 9.991992e-01 8.008123e-04 1.743776e-26
2.161e+08 9.990910e-01 9.089551e-04 2.202351e-26
2.293e+08 9.986530e-01 1.346980e-03 7.026112e-26
2.433e+08 9.985949e-01 1.405117e-03 6.605739e-26
2.582e+08 9.982053e-01 1.794727e-03 1.343019e-25
2.739e+08 9.983688e-01 1.631238e-03 9.362588e-26
2.907e+08 9.984318e-01 1.568198e-03 8.740949e-26
3.084e+08 9.989111e-01 1.088946e-03 3.109043e-26
3.273e+08 9.993638e-01 6.361755e-04 7.124230e-27
3.472e+08 9.997877e-01 2.122981e-04 3.056706e-28
3.685e+08 9.999127e-01 8.734790e-05 2.373838e-29
3.910e+08 9.999632e-01 3.681742e-05 1.672685e-30
4.148e+08 9.999804e-01 1.959642e-05 2.338372e-31
4.402e+08 9.999895e-01 1.051532e-05 3.173822e-32
4.671e+08 9.999925e-01 7.516348e-06 1.000475e-32
4.956e+08 9.999933e-01 6.746146e-06 5.850474e-33
5.259e+08 9.999948e-01 5.229794e-06 1.904754e-33
5.580e+08 9.999946e-01 5.449080e-06 1.777762e-33
5.921e+08 9.999949e-01 5.078156e-06 1.156837e-33
6.282e+08 9.999963e-01 3.736856e-06 3.496414e-34
6.666e+08 9.999970e-01 2.973861e-06 1.522346e-34
7.074e+08 9.999982e-01 1.804695e-06 2.676990e-35
7.506e+08 9.999989e-01 1.061717e-06 4.175601e-36
7.964e+08 9.999995e-01 5.260554e-07 3.603623e-37
8.451e+08 9.999998e-01 2.458031e-07 2.585374e-38
8.967e+08 9.999999e-01 9.678288e-08 9.659767e-40
9.514e+08 1.000000e+00 3.858118e-08 3.541016e-41
1.010e+09 1.000000e+00 1.336110e-08 7.464615e-43
1.071e+09 1.000000e+00 4.677067e-09 1.482753e-44
1.137e+09 1.000000e+00 1.597283e-09 2.374206e-46
1.206e+09 1.000000e+00 1.051023e-09 3.569415e-47
1.279e+09 1.000000e+00 5.602619e-10 2.561039e-48
1.353e+09 1.000000e+00 4.171669e-10 6.429733e-49
1.419e+09 1.000000e+00 1.545158e-10 1.367790e-50
1.476e+09 1.000000e+00 8.265091e-11 1.102570e-51
1.524e+09 1.000000e+00 5.277691e-11 1.901339e-52
1.565e+09 1.000000e+00 4.884968e-11 1.300310e-52
1.596e+09 1.000000e+00 4.104070e-11 6.492796e-53
1.619e+09 1.000000e+00 9.433853e-12 2.444164e-55
1.635e+09 1.000000e+00 8.544229e-12 1.221620e-55
1.648e+09 1.000000e+00 6.997983e-12 4.321712e-56
1.659e+09 1.000000e+00 5.988523e-12 1.874179e-56
1.669e+09 1.000000e+00 3.041412e-12 1.501861e-57
1.679e+09 1.000000e+00 5.180648e-12 6.560346e-57
1.689e+09 1.000000e+00 2.791533e-12 5.278449e-58
1.700e+09 1.000000e+00 1.405874e-12 2.368409e-59
1.715e+09 1.000000e+00 9.755110e-13 6.357016e-60
1.742e+09 1.000000e+00 3.716178e-13 5.127420e-61
1.789e+09 1.000000e+00 9.240365e-14 8.976409e-63
1.853e+09 1.000000e+00 1.767432e-14 4.019594e-65
1.926e+09 1.000000e+00 1.769078e-15 4.511665e-68
2.003e+09 1.000000e+00 1.772553e-15 4.529408e-68
2.084e+09 1.000000e+00 1.774910e-15 4.541459e-68
2.165e+09 1.000000e+00 1.776295e-15 4.548550e-68
2.245e+09 1.000000e+00 1.777537e-15 4.554913e-68
2.325e+09 1.000000e+00 1.778471e-15 4.559703e-68
2.405e+09 1.000000e+00 1.779069e-15 4.562767e-68
2.487e+09 1.000000e+00 2.141630e-15 7.884813e-68
2.570e+09 1.000000e+00 5.563554e-15 1.317941e-66
2.659e+09 1.000000e+00 2.116387e-14 6.784898e-65
2.764e+09 1.000000e+00 1.739117e-14 3.801642e-65
2.899e+09 1.000000e+00 4.252761e-14 5.314539e-64
3.065e+09 1.000000e+00 7.430288e-14 2.755720e-63
3.252e+09 1.000000e+00 2.677107e-12 1.133245e-58
3.446e+09 1.000000e+00 1.083261e-12 1.041139e-59
3.637e+09 1.000000e+00 1.695584e-13 3.140813e-62
3.815e+09 1.000000e+00 2.009657e-15 6.531291e-68
3.975e+09 1.000000e+00 1.780738e-15 4.571333e-68
4.117e+09 1.000000e+00 1.201596e-14 1.276925e-65
4.247e+09 1.000000e+00 1.780746e-15 4.571377e-68
4.369e+09 1.000000e+00 1.780749e-15 4.571392e-68
4.488e+09 1.000000e+00 1.780751e-15 4.571401e-68
4.608e+09 1.000000e+00 1.780752e-15 4.571406e-68
4.729e+09 1.000000e+00 4.172934e-10 3.135306e-52
4.852e+09 1.000000e+00 3.741197e-15 4.085314e-67
4.975e+09 1.000000e+00 1.780753e-15 4.571414e-68
5.101e+09 1.000000e+00 1.780754e-15 4.571415e-68
5.229e+09 1.000000e+00 1.780754e-15 4.571416e-68
5.360e+09 1.000000e+00 1.780754e-15 4.571416e-68
5.492e+09 1.000000e+00 1.780754e-15 4.571416e-68
5.627e+09 1.000000e+00 1.780754e-15 4.571417e-68
5.762e+09 1.000000e+00 1.780754e-15 4.571417e-68
5.899e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.034e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.168e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.297e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.422e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.539e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.646e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.742e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.826e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.896e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.948e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.976e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.989e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.995e+09 1.000000e+00 1.780754e-15 4.571417e-68
6.998e+09 1.000000e+00 1.780754e-15 4.571417e-68
7.000e+09 1.000000e+00 1.780754e-15 4.571417e-68
#TIME: 205.574676
#NVEL: 114
#vel_mid[km/s] Mg0 Mg1 Mg2
4.401e+07 9.999021e-01 9.794003e-05 2.297703e-29
8.862e+07 9.999107e-01 8.925123e-05 1.633959e-29
9.061e+07 9.999249e-01 7.507557e-05 8.660421e-30
9.444e+07 9.999190e-01 8.102541e-05 1.145831e-29
9.991e+07 9.999252e-01 7.480148e-05 8.544918e-30
1.061e+08 9.998961e-01 1.039406e-04 2.858020e-29
1.126e+08 9.999160e-01 8.404346e-05 1.311036e-29
1.194e+08 9.999235e-01 7.646798e-05 9.288366e-30
1.267e+08 9.999202e-01 7.980155e-05 1.091863e-29
1.345e+08 9.998951e-01 1.048655e-04 2.953147e-29
1.427e+08 9.998805e-01 1.194668e-04 4.491682e-29
1.514e+08 9.997928e-01 2.071500e-04 2.944396e-28
1.607e+08 9.997175e-01 2.825294e-04 7.734844e-28
1.705e+08 9.996813e-01 3.187199e-04 1.037230e-27
1.809e+08 9.995462e-01 4.537660e-04 3.235688e-27
1.919e+08 9.994773e-01 5.226820e-04 4.510447e-27
2.037e+08 9.992312e-01 7.688166e-04 1.486926e-26
2.161e+08 9.990569e-01 9.430806e-04 2.481329e-26
2.293e+08 9.988293e-01 1.170677e-03 4.221819e-26
2.433e+08 9.985423e-01 1.457711e-03 7.414564e-26
2.582e+08 9.982821e-01 1.717897e-03 1.141274e-25
2.739e+08 9.982718e-01 1.728249e-03 1.120891e-25
2.907e+08 9.986051e-01 1.394936e-03 5.899107e-26
3.084e+08 9.991056e-01 8.944049e-04 1.649418e-26
3.273e+08 9.995157e-01 4.843370e-04 3.009584e-27
3.472e+08 9.997735e-01 2.265338e-04 3.703832e-28
3.685e+08 9.999305e-01 6.952135e-05 1.110555e-29
3.910e+08 9.999669e-01 3.306585e-05 1.150957e-30
4.148e+08 9.999834e-01 1.659717e-05 1.307431e-31
4.402e+08 9.999913e-01 8.686900e-06 1.615353e-32
4.671e+08 9.999928e-01 7.178933e-06 8.423727e-33
4.956e+08 9.999943e-01 5.660436e-06 3.131526e-33
5.259e+08 9.999950e-01 5.036036e-06 1.649451e-33
5.580e+08 9.999950e-01 5.025975e-06 1.324343e-33
5.921e+08 9.999957e-01 4.347533e-06 6.638127e-34
6.282e+08 9.999960e-01 4.009420e-06 4.423334e-34
6.666e+08 9.999974e-01 2.573623e-06 9.046874e-35
7.074e+08 9.999982e-01 1.771462e-06 2.477801e-35
7.506e+08 9.999991e-01 9.497593e-07 2.780082e-36
7.964e+08 9.999995e-01 4.864495e-07 2.696454e-37
8.451e+08 9.999998e-01 2.184524e-07 1.678286e-38
8.967e+08 9.999999e-01 9.416376e-08 8.657839e-40
9.514e+08 1.000000e+00 3.414922e-08 2.263128e-41
1.010e+09 1.000000e+00 1.373544e-08 8.145333e-43
1.071e+09 1.000000e+00 4.817191e-09 1.629008e-44
1.137e+09 1.000000e+00 1.973977e-09 5.008381e-46
1.206e+09 1.000000e+00 1.025242e-09 3.228245e-47
1.279e+09 1.000000e+00 4.375895e-10 1.045018e-48
1.353e+09 1.000000e+00 2.475996e-10 9.808517e-50
1.419e+09 1.000000e+00 1.100051e-10 3.995790e-51
1.476e+09 1.000000e+00 7.206258e-11 6.675866e-52
1.524e+09 1.000000e+00 4.165816e-11 8.025082e-53
1.565e+09 1.000000e+00 3.883366e-11 5.642643e-53
1.596e+09 1.000000e+00 1.390792e-11 1.329996e-54
1.619e+09 1.000000e+00 1.097938e-11 4.205909e-55
1.635e+09 1.000000e+00 6.734981e-12 5.181616e-56
1.648e+09 1.000000e+00 9.893020e-12 1.475605e-55
1.659e+09 1.000000e+00 3.919776e-12 4.134723e-57
1.669e+09 1.000000e+00 2.556449e-12 7.358398e-58
1.679e+09 1.000000e+00 1.846222e-12 1.981389e-58
1.689e+09 1.000000e+00 3.303207e-12 1.221377e-57
1.700e+09 1.000000e+00 4.246749e-12 2.314373e-57
1.715e+09 1.000000e+00 1.985204e-12 8.268344e-59
1.742e+09 1.000000e+00 1.703644e-12 4.167296e-59
1.789e+09 1.000000e+00 3.747281e-14 5.356216e-64
1.853e+09 1.000000e+00 1.460671e-14 2.290375e-65
1.926e+09 1.000000e+00 2.005450e-15 6.531072e-68
2.003e+09 1.000000e+00 1.772672e-15 4.530014e-68
2.084e+09 1.000000e+00 1.774994e-15 4.541892e-68
2.165e+09 1.000000e+00 1.776359e-15 4.548880e-68
2.245e+09 1.000000e+00 1.777583e-15 4.555152e-68
2.325e+09 1.000000e+00 1.778504e-15 4.559872e-68
2.405e+09 1.000000e+00 1.779093e-15 4.562892e-68
2.487e+09 1.000000e+00 3.574109e-15 3.572600e-67
2.570e+09 1.000000e+00 6.328118e-15 1.926938e-66
2.659e+09 1.000000e+00 8.623488e-15 4.800929e-66
