#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] o0 o1 o2 o3 o4 o5 o6
1.1367e+04 2.8847e-24 2.3019e-16 1.5816e-09 1.6798e-04 1.8638e-01 7.9911e-01 1.4350e-02
1.2062e+04 2.8900e-20 1.5423e-12 2.7859e-06 2.4632e-02 9.4128e-01 3.4085e-02 1.7075e-06
1.2794e+04 1.1181e-16 4.0436e-09 1.3397e-03 5.9344e-01 4.0518e-01 4.4453e-05 1.7503e-12
1.3528e+04 3.6413e-14 8.5828e-07 4.7253e-02 9.4270e-01 1.0043e-02 2.5036e-09 5.5080e-20
1.4194e+04 7.0825e-12 9.1369e-05 6.3102e-01 3.6885e-01 3.4053e-05 7.6000e-15 3.0689e-29
1.4758e+04 3.4391e-10 1.8860e-03 9.9066e-01 7.4534e-03 1.8416e-09 5.9967e-23 4.9578e-42
1.5240e+04 3.3244e-08 4.7341e-02 9.5262e-01 3.6691e-05 6.8813e-15 5.5226e-33 0.0000e+00
1.5647e+04 2.2138e-06 6.4012e-01 3.5987e-01 4.9555e-08 4.1549e-21 4.0638e-44 0.0000e+00
1.5960e+04 2.2233e-05 9.9076e-01 9.2148e-03 2.2147e-12 2.9870e-29 0.0000e+00 0.0000e+00
1.6187e+04 1.7710e-04 9.9974e-01 8.4182e-05 1.3832e-17 7.5500e-39 0.0000e+00 0.0000e+00
1.6354e+04 1.6205e-03 9.9838e-01 4.1399e-07 1.7313e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 1.6903e-02 9.8310e-01 1.0733e-09 4.0829e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 1.1542e-01 8.8458e-01 4.0466e-12 2.6058e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 3.7758e-01 6.2242e-01 3.6271e-14 2.1740e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 6.3220e-01 3.6780e-01 8.9194e-16 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 7.8731e-01 2.1269e-01 4.6485e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 8.7834e-01 1.2166e-01 3.3127e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 9.3363e-01 6.6368e-02 2.3117e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 9.7404e-01 2.5962e-02 4.7535e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 9.9556e-01 4.4356e-03 4.6624e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 9.9939e-01 6.0586e-04 2.4072e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 9.9990e-01 9.7760e-05 2.1614e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 9.9998e-01 1.8075e-05 2.9266e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 1.0000e+00 3.8739e-06 6.8016e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 1.0000e+00 9.4199e-07 2.6391e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 1.0000e+00 2.5737e-07 1.4096e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.0000e+00 7.7126e-08 1.0258e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.0000e+00 2.5471e-08 1.1210e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.0000e+00 9.8483e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.0000e+00 4.5089e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.0000e+00 2.1999e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.0000e+00 7.9645e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.0000e+00 1.5540e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.0000e+00 1.3388e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.0000e+00 2.6735e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.0000e+00 1.2655e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.0000e+00 5.7946e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.0000e+00 2.1030e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 1.0000e+00 3.5279e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.0000e+00 2.7689e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.0000e+00 9.7337e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.0000e+00 1.7120e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.0000e+00 2.0324e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.0000e+00 2.6739e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.0000e+00 2.0545e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.0000e+00 2.2896e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.0000e+00 2.7159e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.0000e+00 3.3924e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 1.0000e+00 4.3197e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.0000e+00 5.5235e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.0000e+00 7.0898e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.0000e+00 9.1207e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.0000e+00 1.1749e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.0000e+00 1.5069e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.0000e+00 1.9291e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.0000e+00 2.4420e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.0000e+00 3.0671e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.0000e+00 3.8005e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.0000e+00 4.6286e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.0000e+00 5.5264e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.0000e+00 6.4593e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.0000e+00 7.3772e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.0000e+00 8.2473e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.0000e+00 9.0012e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 1.0000e+00 9.3401e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.0000e+00 9.4200e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.0000e+00 9.5601e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.0000e+00 9.0600e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.0000e+00 1.0620e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 2.5677e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.0089
#NVEL: 115
#vel_mid[km/s] o0 o1 o2 o3 o4 o5 o6
4.4010e+02 1.1147e-32 8.8443e-24 9.3242e-16 3.4059e-09 2.3654e-04 1.5325e-01 8.4651e-01
8.8623e+02 1.8782e-22 1.7986e-15 2.3200e-09 1.0720e-04 9.6515e-02 8.3936e-01 6.4020e-02
9.0614e+02 1.9071e-22 1.8249e-15 2.3506e-09 1.0828e-04 9.7078e-02 8.3927e-01 6.3547e-02
9.4442e+02 1.9037e-22 1.8218e-15 2.3471e-09 1.0816e-04 9.7016e-02 8.3928e-01 6.3599e-02
9.9911e+02 1.9132e-22 1.8303e-15 2.3569e-09 1.0850e-04 9.7191e-02 8.3925e-01 6.3453e-02
1.0608e+03 1.8866e-22 1.8072e-15 2.3311e-09 1.0761e-04 9.6746e-02 8.3933e-01 6.3816e-02
1.1257e+03 1.8616e-22 1.7834e-15 2.3023e-09 1.0657e-04 9.6186e-02 8.3941e-01 6.4300e-02
1.1944e+03 1.7240e-22 1.6582e-15 2.1561e-09 1.0133e-04 9.3421e-02 8.3976e-01 6.6713e-02
1.2673e+03 1.2870e-22 1.2578e-15 1.6818e-09 8.3741e-05 8.3619e-02 8.3984e-01 7.6460e-02
1.3448e+03 3.6198e-23 3.8132e-16 5.7569e-10 3.6614e-05 5.1168e-02 8.1741e-01 1.3138e-01
1.4269e+03 2.6484e-24 3.2521e-17 6.1904e-11 6.3117e-06 1.6915e-02 6.6309e-01 3.1999e-01
1.5140e+03 1.2946e-25 1.9099e-18 4.6590e-12 7.7539e-07 4.0752e-03 4.0099e-01 5.9494e-01
1.6065e+03 9.0436e-27 1.5896e-19 4.8087e-13 1.1912e-07 1.0734e-03 2.1827e-01 7.8066e-01
1.7047e+03 8.1060e-28 1.6582e-20 6.0155e-14 2.0943e-08 3.0087e-04 1.1495e-01 8.8475e-01
1.8088e+03 6.0250e-29 1.4540e-21 6.3918e-15 3.1750e-09 7.4350e-05 5.4991e-02 9.4493e-01
1.9193e+03 3.5976e-30 1.0557e-22 5.7795e-16 4.2054e-10 1.6543e-05 2.4500e-02 9.7548e-01
2.0365e+03 1.8637e-31 6.7971e-24 4.7265e-17 5.1232e-11 3.4506e-06 1.0461e-02 9.8954e-01
2.1609e+03 9.1110e-33 4.2170e-25 3.7982e-18 6.1873e-12 7.1650e-07 4.4449e-03 9.9555e-01
2.2929e+03 4.4384e-34 2.6593e-26 3.1625e-19 7.7759e-13 1.5398e-07 1.9248e-03 9.9808e-01
2.4330e+03 2.4432e-35 1.8804e-27 2.9325e-20 1.0693e-13 3.5304e-08 8.6182e-04 9.9914e-01
2.5816e+03 1.9764e-36 1.8905e-28 3.7386e-21 1.9173e-14 9.8346e-09 4.2829e-04 9.9957e-01
2.7393e+03 2.8407e-37 3.2333e-29 7.7375e-22 5.1753e-15 3.7203e-09 2.5161e-04 9.9975e-01
2.9067e+03 7.2435e-38 9.4599e-30 2.6263e-22 2.1310e-15 1.9390e-09 1.7658e-04 9.9982e-01
3.0842e+03 3.2028e-38 4.6795e-30 1.4578e-22 1.3429e-15 1.4028e-09 1.4907e-04 9.9985e-01
3.2726e+03 2.5935e-38 4.0961e-30 1.3720e-22 1.3307e-15 1.4345e-09 1.5280e-04 9.9985e-01
3.4725e+03 3.5641e-38 5.8735e-30 2.0294e-22 1.9363e-15 1.9630e-09 1.8415e-04 9.9982e-01
3.6846e+03 7.8422e-38 1.3226e-29 4.5974e-22 4.0831e-15 3.5758e-09 2.6058e-04 9.9974e-01
3.9097e+03 2.1939e-37 3.8410e-29 1.3579e-21 1.1015e-14 7.9445e-09 4.1331e-04 9.9959e-01
4.1484e+03 6.7414e-37 1.1681e-28 4.0237e-21 2.8965e-14 1.6963e-08 6.3565e-04 9.9936e-01
4.4019e+03 1.4432e-36 2.3700e-28 7.6904e-21 5.0139e-14 2.5625e-08 7.9771e-04 9.9920e-01
4.6708e+03 1.0195e-36 1.7380e-28 5.8642e-21 4.0198e-14 2.1828e-08 7.3195e-04 9.9927e-01
4.9561e+03 3.5620e-37 6.9744e-29 2.7113e-21 2.1840e-14 1.4197e-08 5.8419e-04 9.9942e-01
5.2588e+03 1.3847e-37 3.1030e-29 1.3833e-21 1.2932e-14 9.8678e-09 4.8393e-04 9.9952e-01
5.5800e+03 8.7486e-38 2.1082e-29 1.0109e-21 1.0187e-14 8.3960e-09 4.4589e-04 9.9955e-01
5.9209e+03 8.1520e-38 2.0559e-29 1.0288e-21 1.0626e-14 8.8240e-09 4.6156e-04 9.9954e-01
6.2825e+03 9.6679e-38 2.5236e-29 1.3003e-21 1.3368e-14 1.0704e-08 5.1752e-04 9.9948e-01
6.6663e+03 1.4274e-37 3.7553e-29 1.9389e-21 1.9199e-14 1.4269e-08 6.0994e-04 9.9939e-01
7.0735e+03 2.6322e-37 6.9058e-29 3.5278e-21 3.2733e-14 2.1676e-08 7.7287e-04 9.9923e-01
7.5056e+03 6.1022e-37 1.6185e-28 8.2620e-21 7.0434e-14 3.9690e-08 1.0902e-03 9.9891e-01
7.9641e+03 1.9291e-36 5.0587e-28 2.5180e-20 1.8902e-13 8.5625e-08 1.6814e-03 9.9832e-01
8.4505e+03 9.0802e-36 2.2476e-27 1.0395e-19 6.4627e-13 2.1933e-07 2.8376e-03 9.9716e-01
8.9668e+03 8.2618e-35 1.8761e-26 7.7719e-19 3.6736e-12 8.2528e-07 5.9168e-03 9.9408e-01
9.5145e+03 2.2671e-33 4.5100e-25 1.5699e-17 4.8711e-11 5.8793e-06 1.7478e-02 9.8252e-01
1.0096e+04 2.9375e-31 4.7542e-23 1.2440e-15 2.0292e-09 9.7577e-05 8.0125e-02 9.1978e-01
1.0712e+04 2.8193e-28 3.5033e-20 5.8839e-13 3.5694e-07 4.2456e-03 4.9205e-01 5.0370e-01
1.1367e+04 1.6461e-24 1.4242e-16 1.0764e-09 1.2855e-04 1.6303e-01 8.1925e-01 1.7592e-02
1.2062e+04 1.8427e-20 1.0636e-12 2.1246e-06 2.1276e-02 9.3828e-01 4.0442e-02 2.4701e-06
1.2794e+04 7.5925e-17 2.9721e-09 1.0964e-03 5.5550e-01 4.4334e-01 5.9087e-05 2.9085e-12
1.3528e+04 2.6235e-14 6.7068e-07 4.1263e-02 9.4686e-01 1.1881e-02 3.6444e-09 1.0179e-19
1.4194e+04 5.4875e-12 7.7027e-05 5.9661e-01 4.0327e-01 4.4193e-05 1.2294e-14 6.3987e-29
1.4758e+04 2.8051e-10 1.6734e-03 9.8964e-01 8.6910e-03 2.5905e-09 1.0808e-22 1.1919e-41
1.5240e+04 2.5572e-08 4.0520e-02 9.5943e-01 4.6108e-05 1.1428e-14 1.3413e-32 0.0000e+00
1.5647e+04 1.8986e-06 6.0438e-01 3.9562e-01 6.7172e-08 7.3698e-21 1.0510e-43 0.0000e+00
1.5960e+04 1.9612e-05 9.8874e-01 1.1239e-02 3.5646e-12 6.8915e-29 0.0000e+00 0.0000e+00
1.6187e+04 1.5506e-04 9.9974e-01 1.0544e-04 2.3725e-17 1.9575e-38 0.0000e+00 0.0000e+00
1.6354e+04 1.3069e-03 9.9869e-01 6.3389e-07 4.9528e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 1.2951e-02 9.8705e-01 1.9289e-09 1.7580e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 1.0092e-01 8.9908e-01 5.5387e-12 5.5052e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 4.1251e-01 5.8749e-01 2.0537e-14 5.2717e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 6.5383e-01 3.4617e-01 5.7747e-16 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 7.8956e-01 2.1044e-01 4.0105e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 8.5455e-01 1.4545e-01 6.4445e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 9.1033e-01 8.9672e-02 6.9388e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 9.6580e-01 3.4199e-02 1.1965e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 9.9418e-01 5.8215e-03 1.1146e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 9.9919e-01 8.1334e-04 6.2460e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 9.9986e-01 1.3783e-04 6.6884e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 9.9997e-01 2.6825e-05 1.0912e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 9.9999e-01 6.0381e-06 3.0692e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
