#NTIMES: 200
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
1.7146e+04 6.2581e+03 2.6902e-11 2.7238e+11 8.4735e+11
1.7416e+04 5.9505e+03 2.2061e-11 1.8846e+11 7.0030e+11
1.7888e+04 5.5295e+03 1.5809e-11 1.1686e+11 5.0655e+11
1.8532e+04 5.1256e+03 1.1950e-11 7.9507e+10 3.8511e+11
1.9260e+04 4.7790e+03 8.8163e-12 5.3118e+10 2.8497e+11
2.0034e+04 4.5055e+03 6.1572e-12 3.4182e+10 1.9933e+11
2.0838e+04 4.2592e+03 4.3806e-12 2.2591e+10 1.4199e+11
2.1648e+04 4.0711e+03 3.3284e-12 1.5853e+10 1.0808e+11
2.2448e+04 3.8993e+03 2.3957e-12 1.0338e+10 7.7995e+10
2.3246e+04 3.7765e+03 1.6898e-12 6.8510e+09 5.5241e+10
2.4052e+04 3.6697e+03 1.2403e-12 4.6966e+09 4.0846e+10
2.4868e+04 3.5743e+03 9.5029e-13 3.2798e+09 3.1675e+10
2.5699e+04 3.4844e+03 7.3843e-13 2.2662e+09 2.5073e+10
2.6588e+04 3.4011e+03 5.5760e-13 1.4317e+09 1.9469e+10
2.7638e+04 3.3037e+03 3.9907e-13 7.7790e+08 1.4543e+10
2.8987e+04 3.2026e+03 2.6826e-13 3.2720e+08 1.0401e+10
3.0652e+04 3.0865e+03 1.5657e-13 8.6442e+07 6.4713e+09
3.2516e+04 3.0016e+03 7.7680e-14 1.7181e+07 3.3321e+09
3.4459e+04 3.0170e+03 3.8514e-14 3.4064e+06 1.6740e+09
3.6371e+04 2.9305e+03 2.1066e-14 1.1903e+06 9.1785e+08
3.8150e+04 2.9321e+03 1.2872e-14 6.7883e+05 5.6096e+08
3.9750e+04 2.8737e+03 9.1817e-15 4.9588e+05 4.0014e+08
4.1174e+04 2.7597e+03 6.5643e-15 3.2301e+05 2.8607e+08
4.2468e+04 2.8712e+03 4.3591e-15 2.0060e+05 1.8997e+08
4.3688e+04 3.0208e+03 2.8079e-15 1.3305e+05 1.2237e+08
4.4884e+04 2.9576e+03 1.8185e-15 7.5993e+04 7.9252e+07
4.6084e+04 2.7983e+03 1.2160e-15 6.1482e+04 5.2993e+07
4.7294e+04 2.6034e+03 8.2392e-16 4.1246e+04 3.5907e+07
4.8516e+04 2.6613e+03 5.6240e-16 2.0831e+04 2.4510e+07
4.9754e+04 2.4388e+03 3.8552e-16 1.7661e+04 1.6801e+07
5.1012e+04 2.3923e+03 2.6498e-16 1.2702e+04 1.1548e+07
5.2292e+04 5.1563e+03 1.8287e-16 3.6340e+03 7.9695e+06
5.3596e+04 4.3543e+03 1.2629e-16 3.0248e+03 5.5038e+06
5.4921e+04 1.5355e+04 8.7568e-17 7.6560e+02 3.8163e+06
5.6265e+04 6.4660e+03 6.0922e-17 9.2807e+02 2.6550e+06
