#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
1.0712e+04 9.1482e-12 1.5193e-03 9.9848e-01 9.7037e-40 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 4.2195e-11 4.4867e-03 9.9551e-01 1.5919e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 1.8588e-10 1.3166e-02 9.8683e-01 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 8.6695e-10 4.0160e-02 9.5984e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 4.3128e-09 1.2701e-01 8.7299e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 1.8764e-08 3.4318e-01 6.5682e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 4.7303e-08 5.8731e-01 4.1269e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.2081e-07 8.2120e-01 1.7880e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 2.4803e-07 9.2605e-01 7.3954e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 4.7072e-07 9.7004e-01 2.9958e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 6.7446e-07 9.8521e-01 1.4785e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 8.3292e-07 9.9127e-01 8.7311e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 9.1544e-07 9.9394e-01 6.0637e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 9.4064e-07 9.9541e-01 4.5861e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 9.9735e-07 9.9656e-01 3.4349e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.0221e-06 9.9715e-01 2.8464e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.0575e-06 9.9765e-01 2.3463e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.1376e-06 9.9822e-01 1.7818e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.2352e-06 9.9870e-01 1.3021e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.3609e-06 9.9914e-01 8.5791e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 1.5737e-06 9.9955e-01 4.4992e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 2.0278e-06 9.9979e-01 2.0446e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 2.7103e-06 9.9991e-01 8.6305e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 3.2749e-06 9.9995e-01 4.2607e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 3.7968e-06 9.9997e-01 2.3338e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 4.3488e-06 9.9998e-01 1.3946e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 4.5138e-06 9.9999e-01 9.5961e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 3.4547e-06 9.9998e-01 1.1682e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 2.3341e-06 9.9998e-01 1.8826e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.7511e-06 9.9997e-01 2.5993e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.5635e-06 9.9997e-01 2.6227e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.5923e-06 9.9998e-01 2.0172e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.8408e-06 9.9999e-01 1.1423e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 2.2292e-06 9.9999e-01 5.3562e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 2.3833e-06 9.9999e-01 2.7458e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 2.0588e-06 1.0000e+00 1.9738e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.5004e-06 1.0000e+00 2.2631e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.1063e-06 1.0000e+00 2.6926e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 8.0115e-07 1.0000e+00 3.7522e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 6.6657e-07 1.0000e+00 4.1850e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 6.2805e-07 1.0000e+00 3.3287e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 4.2764e-07 9.9999e-01 5.7463e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 2.8591e-07 9.9999e-01 9.5184e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 3.0552e-07 9.9999e-01 5.1080e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 4.1015e-07 1.0000e+00 1.4771e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 3.8358e-07 1.0000e+00 1.1160e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 3.0439e-07 1.0000e+00 1.3613e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 3.0639e-07 1.0000e+00 8.4616e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 2.6765e-07 1.0000e+00 7.9207e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 2.4611e-07 1.0000e+00 6.4130e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.3025e-07 1.0000e+00 2.3036e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.7852e-07 1.0000e+00 6.6058e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.4818e-07 1.0000e+00 7.2221e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.4449e-07 1.0000e+00 5.0477e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.3592e-07 1.0000e+00 3.9233e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.2925e-07 1.0000e+00 2.9786e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 9.9781e-08 1.0000e+00 4.2104e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.0255e-07 1.0000e+00 2.6561e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 9.2640e-08 1.0000e+00 2.4869e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 9.4671e-08 1.0000e+00 1.6585e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 8.2256e-08 1.0000e+00 1.8589e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 8.6432e-08 1.0000e+00 1.2140e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 8.8817e-08 1.0000e+00 8.7378e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 8.6853e-08 1.0000e+00 7.6632e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 8.2308e-08 1.0000e+00 7.7406e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 8.3762e-08 1.0000e+00 6.8071e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 9.1054e-08 1.0000e+00 5.0385e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 8.6148e-08 1.0000e+00 5.8815e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 8.8326e-08 1.0000e+00 5.7923e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 7.3316e-08 1.0000e+00 8.4854e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.3491e-08 1.0000e+00 2.2185e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 28.0949
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
4.4010e+02 6.0249e-20 4.5244e-09 1.0000e+00 7.0015e-15 3.0717e-40 0.0000e+00 0.0000e+00
8.8623e+02 8.1895e-16 6.4020e-07 1.0000e+00 6.1337e-18 0.0000e+00 0.0000e+00 0.0000e+00
9.0614e+02 8.3415e-16 6.5090e-07 1.0000e+00 5.5686e-18 0.0000e+00 0.0000e+00 0.0000e+00
9.4442e+02 8.5342e-16 6.6417e-07 1.0000e+00 4.9618e-18 0.0000e+00 0.0000e+00 0.0000e+00
9.9911e+02 8.6461e-16 6.7189e-07 1.0000e+00 4.6435e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.0608e+03 8.8584e-16 6.8669e-07 1.0000e+00 4.0899e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.1257e+03 8.9858e-16 6.9477e-07 1.0000e+00 3.8473e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.1944e+03 9.0296e-16 6.9671e-07 1.0000e+00 3.8214e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.2673e+03 9.2765e-16 7.1023e-07 1.0000e+00 3.5219e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.3448e+03 9.6733e-16 7.2836e-07 1.0000e+00 3.2784e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.4269e+03 1.0126e-15 7.4617e-07 1.0000e+00 3.1561e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.5140e+03 1.0191e-15 7.5168e-07 1.0000e+00 2.9940e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.6065e+03 9.7796e-16 7.4090e-07 1.0000e+00 2.8401e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.7047e+03 9.5392e-16 7.3299e-07 1.0000e+00 2.8175e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.8088e+03 9.6229e-16 7.4378e-07 1.0000e+00 2.4829e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.9193e+03 9.5226e-16 7.4668e-07 1.0000e+00 2.2389e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.0365e+03 9.3537e-16 7.4461e-07 1.0000e+00 2.0986e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.1609e+03 9.0746e-16 7.4227e-07 1.0000e+00 1.8464e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.2929e+03 8.4479e-16 7.2923e-07 1.0000e+00 1.5422e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.4330e+03 7.8990e-16 7.2059e-07 1.0000e+00 1.2305e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.5816e+03 7.8939e-16 7.4506e-07 1.0000e+00 8.2146e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.7393e+03 8.2606e-16 7.9426e-07 1.0000e+00 4.8889e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.9067e+03 9.0888e-16 8.8864e-07 1.0000e+00 2.1359e-19 0.0000e+00 0.0000e+00 0.0000e+00
3.0842e+03 9.8799e-16 1.0047e-06 1.0000e+00 7.6373e-20 0.0000e+00 0.0000e+00 0.0000e+00
3.2726e+03 1.0429e-15 1.1250e-06 1.0000e+00 2.5816e-20 0.0000e+00 0.0000e+00 0.0000e+00
3.4725e+03 1.1184e-15 1.2780e-06 1.0000e+00 7.8967e-21 0.0000e+00 0.0000e+00 0.0000e+00
3.6846e+03 1.1860e-15 1.4518e-06 1.0000e+00 2.2345e-21 0.0000e+00 0.0000e+00 0.0000e+00
3.9097e+03 1.1452e-15 1.5642e-06 1.0000e+00 7.0497e-22 0.0000e+00 0.0000e+00 0.0000e+00
4.1484e+03 1.3145e-15 1.8296e-06 1.0000e+00 2.1250e-22 0.0000e+00 0.0000e+00 0.0000e+00
4.4019e+03 1.9789e-15 2.4672e-06 1.0000e+00 5.0528e-23 0.0000e+00 0.0000e+00 0.0000e+00
4.6708e+03 2.7735e-15 3.2149e-06 1.0000e+00 1.1985e-23 0.0000e+00 0.0000e+00 0.0000e+00
4.9561e+03 3.1906e-15 3.8125e-06 1.0000e+00 2.8970e-24 0.0000e+00 0.0000e+00 0.0000e+00
5.2588e+03 3.5917e-15 4.4698e-06 1.0000e+00 6.9801e-25 0.0000e+00 0.0000e+00 0.0000e+00
5.5800e+03 4.5836e-15 5.5844e-06 9.9999e-01 1.5263e-25 0.0000e+00 0.0000e+00 0.0000e+00
5.9209e+03 6.0202e-15 7.0796e-06 9.9999e-01 3.2023e-26 0.0000e+00 0.0000e+00 0.0000e+00
6.2825e+03 8.3173e-15 9.2896e-06 9.9999e-01 5.5988e-27 0.0000e+00 0.0000e+00 0.0000e+00
6.6663e+03 1.2928e-14 1.3064e-05 9.9999e-01 7.6891e-28 0.0000e+00 0.0000e+00 0.0000e+00
7.0735e+03 2.2086e-14 1.9596e-05 9.9998e-01 7.4912e-29 0.0000e+00 0.0000e+00 0.0000e+00
7.5056e+03 3.7348e-14 2.9630e-05 9.9997e-01 5.7246e-30 0.0000e+00 0.0000e+00 0.0000e+00
7.9641e+03 6.7874e-14 4.6785e-05 9.9995e-01 3.5654e-31 0.0000e+00 0.0000e+00 0.0000e+00
8.4505e+03 1.5010e-13 8.3053e-05 9.9992e-01 1.4006e-32 0.0000e+00 0.0000e+00 0.0000e+00
8.9668e+03 3.6943e-13 1.5906e-04 9.9984e-01 3.3779e-34 0.0000e+00 0.0000e+00 0.0000e+00
9.5145e+03 9.8909e-13 3.2307e-04 9.9968e-01 5.4803e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.0096e+04 3.5807e-12 7.9394e-04 9.9921e-01 3.5805e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.0712e+04 1.6279e-11 2.2772e-03 9.9772e-01 9.3397e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 7.3289e-11 6.6116e-03 9.9339e-01 1.6115e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 3.3212e-10 1.9796e-02 9.8020e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 1.7543e-09 6.5782e-02 9.3422e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 9.1169e-09 2.0961e-01 7.9039e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 3.4665e-08 4.8695e-01 5.1305e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 8.5874e-08 7.5101e-01 2.4899e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.7923e-07 8.9958e-01 1.0042e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 3.3048e-07 9.5806e-01 4.1942e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 6.1210e-07 9.8375e-01 1.6246e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 8.7792e-07 9.9224e-01 7.7556e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 1.1014e-06 9.9558e-01 4.4199e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 1.2175e-06 9.9695e-01 3.0504e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 1.2422e-06 9.9764e-01 2.3585e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 1.2504e-06 9.9801e-01 1.9863e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.3480e-06 9.9851e-01 1.4879e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.4601e-06 9.9888e-01 1.1223e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.5560e-06 9.9912e-01 8.7633e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.5807e-06 9.9926e-01 7.3838e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.9313e-06 9.9960e-01 3.9971e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 2.3785e-06 9.9981e-01 1.8773e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 3.1113e-06 9.9991e-01 8.3781e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 4.1453e-06 9.9996e-01 3.5784e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 5.0140e-06 9.9998e-01 1.7648e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 5.9150e-06 9.9998e-01 9.3377e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 7.1061e-06 9.9999e-01 5.0737e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 7.9422e-06 9.9999e-01 3.0133e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 6.9828e-06 9.9999e-01 2.7869e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 4.4544e-06 9.9999e-01 4.9576e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 3.1378e-06 9.9999e-01 7.5731e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 2.5668e-06 9.9999e-01 8.8276e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 2.1889e-06 9.9999e-01 9.4840e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 2.5185e-06 9.9999e-01 5.0978e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 2.7923e-06 9.9999e-01 2.7239e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 2.8451e-06 1.0000e+00 1.4699e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 2.4849e-06 1.0000e+00 9.7348e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.7369e-06 1.0000e+00 1.2991e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.2397e-06 1.0000e+00 1.7505e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 9.2701e-07 1.0000e+00 2.2772e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 7.7448e-07 1.0000e+00 2.5450e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 6.8716e-07 1.0000e+00 2.3901e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 6.3588e-07 1.0000e+00 1.8169e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 5.7243e-07 1.0000e+00 1.4390e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 5.4134e-07 1.0000e+00 9.8730e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 4.5621e-07 1.0000e+00 9.9751e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 4.4699e-07 1.0000e+00 6.4749e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 4.0052e-07 1.0000e+00 5.5709e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 3.6035e-07 1.0000e+00 4.7566e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 3.0787e-07 1.0000e+00 4.7900e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 2.5541e-07 1.0000e+00 5.2881e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 2.4275e-07 1.0000e+00 3.8589e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 2.0384e-07 1.0000e+00 4.1296e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.7947e-07 1.0000e+00 3.8378e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.5320e-07 1.0000e+00 3.9285e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.5240e-07 1.0000e+00 2.5649e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.4697e-07 1.0000e+00 1.8466e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.3113e-07 1.0000e+00 1.7235e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.2612e-07 1.0000e+00 1.2915e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.1234e-07 1.0000e+00 1.2681e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.0746e-07 1.0000e+00 1.0217e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 9.1690e-08 1.0000e+00 1.2261e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 9.1001e-08 1.0000e+00 9.4593e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 7.5645e-08 1.0000e+00 1.3270e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 8.1202e-08 1.0000e+00 8.7208e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 8.5333e-08 1.0000e+00 6.2938e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 9.1262e-08 1.0000e+00 4.6680e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 9.1428e-08 1.0000e+00 4.5341e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 9.1717e-08 1.0000e+00 4.3446e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 9.3023e-08 1.0000e+00 4.4369e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 8.7785e-08 1.0000e+00 4.2822e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 7.3746e-08 1.0000e+00 2.1591e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 28.7207
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6
4.4010e+02 7.7457e-20 5.7466e-09 1.0000e+00 1.6268e-15 9.6143e-42 0.0000e+00 0.0000e+00
8.8623e+02 1.0977e-15 8.6844e-07 1.0000e+00 8.0081e-19 0.0000e+00 0.0000e+00 0.0000e+00
9.0614e+02 1.1435e-15 9.0044e-07 1.0000e+00 6.4962e-19 0.0000e+00 0.0000e+00 0.0000e+00
9.4442e+02 1.1705e-15 9.1901e-07 1.0000e+00 5.7802e-19 0.0000e+00 0.0000e+00 0.0000e+00
9.9911e+02 1.1902e-15 9.3253e-07 1.0000e+00 5.3159e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.0608e+03 1.1995e-15 9.3919e-07 1.0000e+00 5.0929e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.1257e+03 1.2435e-15 9.6830e-07 1.0000e+00 4.3032e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.1944e+03 1.2569e-15 9.7593e-07 1.0000e+00 4.1531e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.2673e+03 1.2893e-15 9.9334e-07 1.0000e+00 3.8631e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.3448e+03 1.3620e-15 1.0299e-06 1.0000e+00 3.3813e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.4269e+03 1.4401e-15 1.0640e-06 1.0000e+00 3.1096e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.5140e+03 1.4479e-15 1.0704e-06 1.0000e+00 2.9803e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.6065e+03 1.3985e-15 1.0603e-06 1.0000e+00 2.7551e-19 0.0000e+00 0.0000e+00 0.0000e+00
