#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] co0 co1 co2 co3 co4 co5 co6 co7 co8
1.102978e+04 2.408229e+03 1.952259e+05 8.902316e-01 1.097684e-01 1.450151e-21 1.943605e-75 1.490433e-166 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.170352e+04 2.344512e+03 9.947791e+04 9.294235e-01 7.057654e-02 1.615308e-22 3.653082e-78 3.926441e-172 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.241868e+04 2.285518e+03 5.356403e+04 9.553159e-01 4.468413e-02 1.824345e-23 8.012327e-81 1.510015e-177 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.316817e+04 2.220599e+03 2.895003e+04 9.771689e-01 2.283105e-02 1.080670e-24 3.942161e-84 3.652968e-184 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.388905e+04 2.164721e+03 1.719505e+04 9.894271e-01 1.057294e-02 5.393628e-26 1.535934e-87 6.643806e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.450043e+04 2.079149e+03 1.191590e+04 9.968659e-01 3.134086e-03 7.854095e-28 4.463241e-92 1.200770e-199 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.501511e+04 2.033915e+03 9.642757e+03 9.981333e-01 1.866679e-03 1.254223e-28 4.396723e-94 1.514941e-203 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.546584e+04 2.011480e+03 8.164343e+03 9.988571e-01 1.142893e-03 2.223162e-29 5.949306e-96 3.726144e-207 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.582815e+04 2.013968e+03 7.890305e+03 9.987570e-01 1.243018e-03 2.773722e-29 9.390487e-96 8.304881e-207 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.609245e+04 2.025643e+03 6.343914e+03 9.985348e-01 1.465174e-03 3.669092e-29 1.255864e-95 1.003460e-206 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.628237e+04 2.020835e+03 5.310377e+03 9.980592e-01 1.940810e-03 7.190049e-29 4.500065e-95 8.170510e-206 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.642596e+04 2.028634e+03 4.581766e+03 9.972488e-01 2.751204e-03 1.814091e-28 3.026825e-94 2.290164e-204 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654240e+04 2.052595e+03 4.543499e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 2.089991e+03 4.920967e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 2.117062e+03 5.741347e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 2.136971e+03 6.561606e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.693972e+04 2.170594e+03 8.519924e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.705788e+04 2.159991e+03 8.527650e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723487e+04 2.172063e+03 9.510688e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.759558e+04 2.281254e+03 1.470125e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.818065e+04 2.360519e+03 1.705492e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.888408e+04 2.476595e+03 1.988417e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.963744e+04 3.039914e+03 2.751079e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.043076e+04 3.150577e+03 1.996476e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.124524e+04 3.221457e+03 1.573411e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.205069e+04 3.222951e+03 1.170285e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.284519e+04 3.722667e+03 9.042084e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.364658e+04 3.701540e+03 7.331460e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.445835e+04 3.654970e+03 4.980060e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.527708e+04 3.574759e+03 3.341258e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.612065e+04 3.277017e+03 3.054161e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.705367e+04 3.370291e+03 3.280661e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.822140e+04 3.456809e+03 3.233363e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.975253e+04 3.516158e+03 2.393222e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.155178e+04 3.568614e+03 1.421717e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.347929e+04 3.627669e+03 7.473487e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.543911e+04 3.767564e+03 4.912892e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.730307e+04 3.905537e+03 3.620817e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.899822e+04 4.057757e+03 2.745108e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.050110e+04 5.460170e+03 2.032319e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.184592e+04 5.478214e+03 1.369280e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.308864e+04 7.228198e+03 1.413843e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.428714e+04 7.056718e+03 9.134207e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.548226e+04 8.306014e+03 6.197259e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.668639e+04 5.635371e+03 2.654783e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.790207e+04 5.708159e+03 1.840296e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.913111e+04 5.816144e+03 1.273143e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.037838e+04 5.991821e+03 9.159611e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.164686e+04 7.289468e+03 9.341118e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.293843e+04 7.338359e+03 6.453416e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.425290e+04 1.002583e+04 4.460696e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.558886e+04 5.803130e+03 3.960967e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.694142e+04 6.019901e+03 2.764719e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.830411e+04 7.995179e+03 1.516733e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.966620e+04 8.192479e+03 1.139029e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.101550e+04 8.746435e+03 7.811409e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.233719e+04 8.993577e+03 5.602676e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.361286e+04 9.139152e+03 4.146020e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.482466e+04 8.921239e+03 3.381391e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.595016e+04 8.457070e+03 2.961847e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.697182e+04 8.527777e+03 2.367831e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.787199e+04 8.684400e+03 1.952795e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.864160e+04 8.829558e+03 1.630162e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.927720e+04 9.139763e+03 1.121720e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.967325e+04 9.125775e+03 1.140597e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.984350e+04 9.147420e+03 1.111516e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.992880e+04 9.158249e+03 1.097234e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.997149e+04 9.177596e+03 1.072145e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999249e+04 9.444154e+03 7.646171e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999962e+04 9.477821e+03 7.265569e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 1.152782e+02 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] co0 co1 co2 co3 co4 co5 co6 co7 co8
4.386064e+02 3.304273e+03 2.779832e+07 1.338665e-02 9.866134e-01 2.086231e-12 3.033727e-48 9.344576e-111 6.519471e-214 0.000000e+00 0.000000e+00 0.000000e+00 
8.801961e+02 3.263183e+03 5.572323e+07 3.912296e-02 9.608770e-01 4.406707e-13 6.233878e-50 7.975064e-114 5.868444e-219 0.000000e+00 0.000000e+00 0.000000e+00 
8.922517e+02 3.257168e+03 4.313677e+07 2.982994e-02 9.701701e-01 5.993867e-13 1.190410e-49 2.230276e-113 2.587120e-218 0.000000e+00 0.000000e+00 0.000000e+00 
9.200313e+02 3.274221e+03 3.755632e+07 2.887728e-02 9.711227e-01 5.576744e-13 8.493318e-50 9.807378e-114 4.967789e-219 0.000000e+00 0.000000e+00 0.000000e+00 
9.688202e+02 3.303611e+03 2.939723e+07 1.860140e-02 9.813986e-01 1.100480e-12 4.886462e-49 2.549994e-112 1.166181e-216 0.000000e+00 0.000000e+00 0.000000e+00 
1.029396e+03 3.307576e+03 3.010076e+07 1.515456e-02 9.848454e-01 1.756643e-12 1.961651e-48 4.220766e-111 1.764682e-214 0.000000e+00 0.000000e+00 0.000000e+00 
1.092261e+03 3.321424e+03 3.011153e+07 1.499618e-02 9.850038e-01 1.801150e-12 2.118763e-48 4.904917e-111 2.315764e-214 0.000000e+00 0.000000e+00 0.000000e+00 
1.158981e+03 3.318498e+03 3.020241e+07 1.375135e-02 9.862486e-01 2.172954e-12 3.688410e-48 1.499419e-110 1.683839e-213 0.000000e+00 0.000000e+00 0.000000e+00 
1.229776e+03 3.323552e+03 3.038871e+07 1.387729e-02 9.861227e-01 2.131297e-12 3.523003e-48 1.375800e-110 1.459303e-213 0.000000e+00 0.000000e+00 0.000000e+00 
1.304896e+03 3.330615e+03 3.095579e+07 1.336149e-02 9.866385e-01 2.366476e-12 4.842174e-48 2.668657e-110 4.842174e-213 0.000000e+00 0.000000e+00 0.000000e+00 
1.384604e+03 3.355663e+03 3.186256e+07 1.182940e-02 9.881706e-01 3.179331e-12 1.174348e-47 1.615444e-109 1.237361e-211 0.000000e+00 0.000000e+00 0.000000e+00 
1.469181e+03 3.388364e+03 3.201647e+07 1.020656e-02 9.897934e-01 4.342746e-12 2.975994e-47 1.047109e-108 3.438926e-210 0.000000e+00 0.000000e+00 0.000000e+00 
1.558925e+03 3.418339e+03 3.133136e+07 8.117060e-03 9.918829e-01 6.861282e-12 1.122921e-46 1.463255e-107 3.621738e-208 0.000000e+00 0.000000e+00 0.000000e+00 
1.654150e+03 3.441382e+03 3.102335e+07 6.632637e-03 9.933674e-01 1.042272e-11 3.805361e-46 1.665801e-106 2.705016e-206 0.000000e+00 0.000000e+00 0.000000e+00 
1.755192e+03 3.451550e+03 3.095514e+07 6.211180e-03 9.937888e-01 1.192045e-11 5.646527e-46 3.689065e-106 1.102955e-205 0.000000e+00 0.000000e+00 0.000000e+00 
1.862406e+03 3.479089e+03 3.065550e+07 5.177139e-03 9.948229e-01 1.725713e-11 1.664806e-45 3.187494e-105 5.024871e-204 0.000000e+00 0.000000e+00 0.000000e+00 
1.976169e+03 3.492698e+03 3.033241e+07 4.631674e-03 9.953683e-01 2.143253e-11 3.122567e-45 1.115776e-104 4.623646e-203 0.000000e+00 0.000000e+00 0.000000e+00 
2.096881e+03 3.511343e+03 2.956970e+07 3.826069e-03 9.961739e-01 3.166183e-11 9.517585e-45 1.008864e-103 2.208080e-201 0.000000e+00 0.000000e+00 0.000000e+00 
2.224967e+03 3.524714e+03 2.789277e+07 3.176745e-03 9.968233e-01 4.344740e-11 2.295714e-44 5.588252e-103 4.319567e-200 0.000000e+00 0.000000e+00 0.000000e+00 
2.360877e+03 3.540847e+03 2.617305e+07 2.903893e-03 9.970961e-01 4.925893e-11 3.102518e-44 9.573712e-103 1.028876e-199 0.000000e+00 0.000000e+00 0.000000e+00 
2.505088e+03 3.551022e+03 2.493837e+07 2.365461e-03 9.976345e-01 7.121479e-11 8.909692e-44 7.560689e-102 3.796031e-198 0.000000e+00 0.000000e+00 0.000000e+00 
2.658109e+03 3.564500e+03 2.399666e+07 2.064782e-03 9.979352e-01 9.035015e-11 1.730435e-43 2.756445e-101 3.624215e-197 0.000000e+00 0.000000e+00 0.000000e+00 
2.820477e+03 3.574892e+03 2.274369e+07 1.890459e-03 9.981095e-01 1.031160e-10 2.401632e-43 5.067664e-101 9.870929e-197 0.000000e+00 0.000000e+00 0.000000e+00 
2.992763e+03 3.581666e+03 2.068791e+07 1.635004e-03 9.983650e-01 1.258808e-10 3.968656e-43 1.256741e-100 4.361387e-196 0.000000e+00 0.000000e+00 0.000000e+00 
3.175573e+03 3.578832e+03 1.817485e+07 1.489340e-03 9.985107e-01 1.327134e-10 4.107797e-43 1.179675e-100 3.286238e-196 0.000000e+00 0.000000e+00 0.000000e+00 
3.369550e+03 3.576985e+03 1.567401e+07 1.370804e-03 9.986292e-01 1.343064e-10 3.698627e-43 8.252561e-101 1.433218e-196 0.000000e+00 0.000000e+00 0.000000e+00 
3.575375e+03 3.561749e+03 1.303433e+07 1.265251e-03 9.987347e-01 1.304527e-10 2.861543e-43 4.039826e-101 3.142087e-197 0.000000e+00 0.000000e+00 0.000000e+00 
3.793773e+03 3.555726e+03 1.022873e+07 1.103432e-03 9.988966e-01 1.324119e-10 2.373347e-43 2.195249e-101 7.704667e-198 0.000000e+00 0.000000e+00 0.000000e+00 
4.025512e+03 3.545927e+03 8.758578e+06 1.040367e-03 9.989596e-01 1.283637e-10 1.842641e-43 1.123183e-101 1.899576e-198 0.000000e+00 0.000000e+00 0.000000e+00 
4.271406e+03 3.520858e+03 8.566743e+06 1.229700e-03 9.987703e-01 8.833055e-11 6.004168e-44 1.166194e-102 3.296519e-200 0.000000e+00 0.000000e+00 0.000000e+00 
4.532320e+03 3.487246e+03 8.318058e+06 1.523390e-03 9.984766e-01 5.483063e-11 1.443512e-44 6.447306e-104 1.842903e-202 0.000000e+00 0.000000e+00 0.000000e+00 
4.809172e+03 3.452528e+03 7.471195e+06 1.746943e-03 9.982531e-01 3.643624e-11 3.915370e-45 4.231484e-105 1.264454e-204 0.000000e+00 0.000000e+00 0.000000e+00 
5.102936e+03 3.401479e+03 6.695864e+06 2.216697e-03 9.977833e-01 1.963206e-11 5.717029e-46 7.928332e-107 9.384556e-208 0.000000e+00 0.000000e+00 0.000000e+00 
5.414644e+03 3.353710e+03 6.300504e+06 2.996231e-03 9.970038e-01 9.813440e-12 6.942487e-47 1.085742e-108 4.207252e-211 0.000000e+00 0.000000e+00 0.000000e+00 
5.745391e+03 3.289665e+03 5.878240e+06 4.800375e-03 9.951996e-01 3.390065e-12 2.836585e-48 1.665762e-111 3.815819e-216 0.000000e+00 0.000000e+00 0.000000e+00 
6.096342e+03 3.221567e+03 5.396314e+06 7.204856e-03 9.927951e-01 1.304816e-12 1.571453e-49 4.623589e-114 9.701027e-221 0.000000e+00 0.000000e+00 0.000000e+00 
6.468731e+03 3.134863e+03 5.018579e+06 1.301847e-02 9.869815e-01 3.451408e-13 2.954889e-51 1.495610e-117 5.540418e-227 0.000000e+00 0.000000e+00 0.000000e+00 
6.863867e+03 3.037364e+03 4.570994e+06 2.783327e-02 9.721667e-01 6.079371e-14 1.651352e-53 4.161673e-122 3.955254e-235 0.000000e+00 0.000000e+00 0.000000e+00 
7.283139e+03 2.930762e+03 3.863096e+06 6.240151e-02 9.375985e-01 8.430507e-15 4.435865e-56 2.505515e-127 1.701859e-244 0.000000e+00 0.000000e+00 0.000000e+00 
7.728022e+03 2.810589e+03 3.036434e+06 1.638258e-01 8.361742e-01 5.975379e-16 1.799242e-59 3.456439e-134 8.598485e-257 0.000000e+00 0.000000e+00 0.000000e+00 
8.200081e+03 2.697895e+03 2.107096e+06 3.785633e-01 6.214367e-01 2.725200e-17 2.508552e-63 5.917902e-142 1.025086e-270 0.000000e+00 0.000000e+00 0.000000e+00 
8.700974e+03 2.598634e+03 1.197360e+06 6.323529e-01 3.676471e-01 9.676471e-19 2.176471e-67 4.000000e-150 2.132353e-285 0.000000e+00 0.000000e+00 0.000000e+00 
9.232464e+03 2.513896e+03 6.337492e+05 8.043118e-01 1.956882e-01 4.083748e-20 3.586235e-71 9.991708e-158 4.519071e-299 0.000000e+00 0.000000e+00 0.000000e+00 
9.796417e+03 2.442580e+03 3.608518e+05 8.973144e-01 1.026856e-01 2.328594e-21 1.582938e-74 1.996840e-164 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.039482e+04 2.378628e+03 2.158418e+05 9.446019e-01 5.539812e-02 1.722509e-22 1.483581e-77 1.839195e-170 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.102978e+04 2.323416e+03 1.292541e+05 9.632653e-01 3.673469e-02 2.612245e-23 7.790087e-80 4.373178e-175 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.170352e+04 2.268296e+03 7.135020e+04 9.759458e-01 2.405419e-02 3.530627e-24 2.732648e-82 4.305643e-180 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.241868e+04 2.214436e+03 4.019026e+04 9.867954e-01 1.320460e-02 2.825500e-25 2.960386e-85 4.870084e-186 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.316817e+04 2.148851e+03 2.308237e+04 9.939309e-01 6.069135e-03 1.312341e-26 9.323599e-89 5.646935e-193 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.388905e+04 2.079760e+03 1.436942e+04 9.971905e-01 2.809512e-03 6.951369e-28 4.551492e-92 1.700603e-199 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.450043e+04 2.009317e+03 1.026536e+04 9.991138e-01 8.861705e-04 1.294504e-29 2.484753e-96 1.059929e-207 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.501511e+04 1.961393e+03 8.158416e+03 9.996822e-01 3.177561e-04 4.087986e-31 5.444698e-100 1.051452e-214 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.546584e+04 1.953678e+03 6.943543e+03 9.997142e-01 2.857879e-04 2.430465e-31 1.246021e-100 5.143457e-216 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.582815e+04 1.963409e+03 6.640398e+03 9.996429e-01 3.571051e-04 4.627278e-31 5.167965e-100 6.852898e-215 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.609245e+04 1.970930e+03 5.329106e+03 9.993499e-01 6.500764e-04 2.366506e-30 1.596679e-98 2.922493e-212 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.628237e+04 1.983534e+03 4.239451e+03 9.992513e-01 7.487102e-04 2.843351e-30 1.680956e-98 2.228651e-212 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.642596e+04 2.025609e+03 3.945324e+03 9.977030e-01 2.297037e-03 8.758904e-29 4.338848e-95 4.762291e-206 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654240e+04 2.077305e+03 4.533026e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 2.112706e+03 5.437672e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 2.138758e+03 6.358998e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 2.158206e+03 7.254616e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
