#NTIMES: 265
#NSTAGES: 5
#TIMES[d]: 1.074 1.181 1.299 1.429 1.572 1.729 1.902 2.092 2.301 2.531 2.785 3.063 3.369 3.706 4.077 4.485 4.933 5.426 5.969 6.566 7.223 7.945 8.739 9.613 10.575 11.575 12.575 13.575 14.575 15.575 16.575 17.575 18.575 19.575 20.575 21.575 22.575 23.575 24.575 25.575 26.575 27.575 28.575 29.575 30.575 31.575 32.575 33.575 34.575 35.575 36.575 37.575 38.575 39.575 40.575 41.575 42.575 43.575 44.575 45.575 46.575 47.575 48.575 49.575 50.575 51.575 52.575 53.575 54.575 55.575 56.575 57.575 58.575 59.575 60.575 61.575 62.575 63.575 64.575 65.575 66.575 67.575 68.575 69.575 70.575 71.575 72.575 73.575 74.575 75.575 76.575 77.575 78.575 79.575 80.575 81.575 82.575 83.575 84.575 85.575 86.575 87.575 88.575 89.575 90.575 91.575 92.575 93.575 94.575 95.575 96.575 97.575 98.575 99.575 100.575 101.575 102.575 103.575 104.575 105.575 106.575 107.575 108.575 109.575 110.575 111.575 112.575 113.575 114.575 115.575 116.575 117.575 118.575 119.575 120.575 121.575 122.575 123.575 124.575 125.575 126.575 127.575 128.575 129.575 130.575 131.575 132.575 133.575 134.575 135.575 136.575 137.575 138.575 139.575 140.575 141.575 142.575 143.575 144.575 145.575 146.575 147.575 148.575 149.575 150.575 151.575 152.575 153.575 154.575 155.575 156.575 157.575 158.575 159.575 160.575 161.575 162.575 163.575 164.575 165.575 166.575 167.575 168.575 169.575 170.575 171.575 172.575 173.575 174.575 175.575 176.575 177.575 178.575 179.575 180.575 181.575 182.575 183.575 184.575 185.575 186.575 187.575 188.575 189.575 190.575 191.575 192.575 193.575 194.575 195.575 196.575 197.575 198.575 199.575 200.575 201.575 202.575 203.575 204.575 205.575 206.575 207.575 208.575 209.575 210.575 211.575 212.575 213.575 214.575 215.575 216.575 217.575 218.575 219.575 220.575 221.575 222.575 223.575 224.575 225.575 226.575 227.575 228.575 229.575 230.575 231.575 232.575 233.575 234.575 235.575 236.575 237.575 238.575 239.575 240.575 241.575 242.575 243.575 244.575 245.575 246.575 247.575 248.575 249.575 250.575 
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Co0 Co1 Co2 Co3 Co4
4.247e+09 1.000000e+00 3.304301e-17 9.374160e-80 4.181227e-225 0.000000e+00
4.369e+09 1.000000e+00 3.304304e-17 9.374178e-80 4.181239e-225 0.000000e+00
4.488e+09 1.000000e+00 3.304306e-17 9.374190e-80 4.181247e-225 0.000000e+00
4.608e+09 1.000000e+00 3.304308e-17 9.374197e-80 4.181252e-225 0.000000e+00
4.729e+09 1.000000e+00 3.304308e-17 9.374202e-80 4.181255e-225 0.000000e+00
4.852e+09 1.000000e+00 3.304309e-17 9.374205e-80 4.181257e-225 0.000000e+00
4.975e+09 1.000000e+00 3.304309e-17 9.374207e-80 4.181258e-225 0.000000e+00
5.101e+09 1.000000e+00 3.304310e-17 9.374209e-80 4.181259e-225 0.000000e+00
5.229e+09 1.000000e+00 3.304310e-17 9.374210e-80 4.181260e-225 0.000000e+00
5.360e+09 1.000000e+00 3.304310e-17 9.374210e-80 4.181260e-225 0.000000e+00
5.492e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
5.627e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
5.762e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
5.899e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
6.034e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
6.168e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.297e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.422e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.539e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.646e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.742e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.826e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.896e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.948e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.976e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.989e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.995e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.998e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
7.000e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
#TIME: 239.574676
#NVEL: 114
#vel_mid[km/s] Co0 Co1 Co2 Co3 Co4
4.401e+07 9.999991e-01 9.335611e-07 1.605559e-39 2.048585e-120 1.511027e-254
8.862e+07 9.999990e-01 1.003587e-06 2.134418e-39 4.335890e-120 6.686277e-254
9.061e+07 9.999981e-01 1.891042e-06 2.581448e-38 3.073245e-117 3.014662e-248
9.444e+07 9.999995e-01 4.737280e-07 1.110085e-40 1.801870e-123 1.311041e-260
9.991e+07 9.999995e-01 5.191578e-07 1.592351e-40 4.660167e-123 8.635233e-260
1.061e+08 9.999989e-01 1.063254e-06 2.679326e-39 7.890988e-120 2.193034e-253
1.126e+08 9.999984e-01 1.631937e-06 1.446682e-38 6.694645e-118 1.467862e-249
1.194e+08 9.999986e-01 1.384279e-06 7.589378e-39 1.228207e-118 5.093090e-251
1.267e+08 9.999994e-01 5.846094e-07 2.564483e-40 1.651849e-122 1.072344e-258
1.345e+08 9.999992e-01 7.839998e-07 8.096376e-40 3.387172e-121 4.266103e-256
1.427e+08 9.999990e-01 9.577120e-07 1.677668e-39 2.152392e-120 1.574304e-254
1.514e+08 9.999986e-01 1.362588e-06 5.829469e-39 4.841586e-119 6.557987e-252
1.607e+08 9.999971e-01 2.892249e-06 9.314450e-38 5.720287e-116 6.728095e-246
1.705e+08 9.999967e-01 3.253031e-06 1.270449e-37 1.083902e-115 2.050547e-245
1.809e+08 9.999958e-01 4.208256e-06 3.001619e-37 8.717293e-115 1.098431e-243
1.919e+08 9.999938e-01 6.218544e-06 1.150416e-36 2.393397e-113 6.459251e-241
2.037e+08 9.999926e-01 7.395996e-06 1.890750e-36 7.127886e-113 4.668397e-240
2.161e+08 9.999904e-01 9.597248e-06 4.327778e-36 5.010899e-112 1.832583e-238
2.293e+08 9.999861e-01 1.393903e-05 1.502922e-35 1.024053e-110 5.818749e-236
2.433e+08 9.999869e-01 1.305254e-05 1.108857e-35 4.357635e-111 1.020249e-236
2.582e+08 9.999896e-01 1.040893e-05 5.339087e-36 7.663473e-112 3.812050e-238
2.739e+08 9.999925e-01 7.474742e-06 2.038966e-36 9.046883e-113 7.751296e-240
2.907e+08 9.999954e-01 4.597184e-06 4.865304e-37 3.644374e-114 2.149606e-242
3.084e+08 9.999971e-01 2.943286e-06 1.334332e-37 2.072252e-115 1.159057e-244
3.273e+08 9.999985e-01 1.455454e-06 1.428894e-38 1.082442e-117 5.920988e-249
3.472e+08 9.999994e-01 5.688971e-07 6.304836e-40 5.733650e-121 3.360294e-255
3.685e+08 9.999998e-01 2.292619e-07 2.922177e-41 3.185013e-124 1.952999e-261
3.910e+08 9.999999e-01 9.597916e-08 1.372587e-42 1.563726e-127 7.750816e-268
4.148e+08 9.999999e-01 5.012964e-08 1.410818e-43 5.449503e-130 1.374302e-272
4.402e+08 1.000000e+00 2.344851e-08 9.217618e-45 5.640462e-133 2.153826e-278
4.671e+08 1.000000e+00 2.041415e-08 5.513205e-45 1.513190e-133 1.636204e-279
4.956e+08 1.000000e+00 2.119459e-08 5.302189e-45 1.097784e-133 7.175143e-280
5.259e+08 1.000000e+00 2.042735e-08 3.529743e-45 2.770988e-134 3.595886e-281
5.580e+08 1.000000e+00 2.787158e-08 9.050082e-45 2.375510e-133 1.919069e-279
5.921e+08 1.000000e+00 2.761105e-08 7.076451e-45 9.738914e-134 2.653396e-280
6.282e+08 1.000000e+00 2.506781e-08 4.253797e-45 2.195814e-134 1.215561e-281
6.666e+08 1.000000e+00 1.839101e-08 1.261513e-45 9.003837e-136 2.166317e-284
7.074e+08 1.000000e+00 1.429919e-08 4.952354e-46 8.206696e-137 1.982916e-286
7.506e+08 1.000000e+00 8.143017e-09 5.883979e-47 3.340802e-139 3.938995e-291
7.964e+08 1.000000e+00 3.968921e-09 3.950897e-48 3.185054e-142 4.593096e-297
8.451e+08 1.000000e+00 1.711213e-09 1.712490e-49 1.012983e-145 6.361780e-304
8.967e+08 1.000000e+00 7.024369e-10 5.872783e-51 1.660924e-149 2.276126e-311
9.514e+08 1.000000e+00 2.390788e-10 9.124415e-53 3.191938e-154 1.101766e-320
1.010e+09 1.000000e+00 7.904122e-11 1.194994e-54 3.671867e-159 0.000000e+00
1.071e+09 1.000000e+00 2.371213e-11 9.596484e-57 1.033302e-164 0.000000e+00
1.137e+09 1.000000e+00 8.500404e-12 1.316410e-58 9.811919e-170 0.000000e+00
1.206e+09 1.000000e+00 3.341391e-12 2.261575e-60 1.436149e-174 0.000000e+00
1.279e+09 1.000000e+00 1.540449e-12 7.305190e-62 1.110836e-178 0.000000e+00
1.353e+09 1.000000e+00 4.260390e-13 3.486784e-64 6.355688e-185 0.000000e+00
1.419e+09 1.000000e+00 3.421471e-13 1.050800e-64 1.839970e-186 0.000000e+00
1.476e+09 1.000000e+00 2.093761e-13 1.151253e-65 3.995467e-189 0.000000e+00
1.524e+09 1.000000e+00 2.209530e-14 1.826377e-69 4.720083e-199 0.000000e+00
1.565e+09 1.000000e+00 1.247503e-14 1.788587e-70 9.700434e-202 0.000000e+00
1.596e+09 1.000000e+00 5.949760e-15 8.938725e-72 3.374685e-205 0.000000e+00
1.619e+09 1.000000e+00 3.166522e-14 3.925893e-69 1.651078e-198 0.000000e+00
1.635e+09 1.000000e+00 3.477514e-15 3.728903e-73 2.335068e-209 0.000000e+00
1.648e+09 1.000000e+00 5.039858e-15 1.095708e-72 2.536411e-208 0.000000e+00
1.659e+09 1.000000e+00 5.268569e-16 8.026227e-76 1.035487e-215 0.000000e+00
1.669e+09 1.000000e+00 6.274302e-17 8.236143e-79 8.357360e-223 0.000000e+00
1.679e+09 1.000000e+00 1.952694e-14 7.796846e-71 5.363539e-204 0.000000e+00
1.689e+09 1.000000e+00 5.462031e-15 1.732366e-72 9.955740e-208 0.000000e+00
1.700e+09 1.000000e+00 5.252848e-17 4.141805e-79 1.394236e-223 0.000000e+00
1.715e+09 1.000000e+00 3.264458e-17 9.149456e-80 4.031791e-225 0.000000e+00
1.742e+09 1.000000e+00 3.271285e-17 9.187769e-80 4.057142e-225 0.000000e+00
1.789e+09 1.000000e+00 3.280373e-17 9.238888e-80 4.091050e-225 0.000000e+00
1.853e+09 1.000000e+00 3.286078e-17 9.271049e-80 4.112430e-225 0.000000e+00
1.926e+09 1.000000e+00 3.290787e-17 9.297637e-80 4.130133e-225 0.000000e+00
2.003e+09 1.000000e+00 3.294819e-17 9.320435e-80 4.145333e-225 0.000000e+00
2.084e+09 1.000000e+00 3.297549e-17 9.335890e-80 4.155648e-225 0.000000e+00
2.165e+09 1.000000e+00 3.299153e-17 9.344973e-80 4.161714e-225 0.000000e+00
2.245e+09 1.000000e+00 3.300590e-17 9.353118e-80 4.167157e-225 0.000000e+00
2.325e+09 1.000000e+00 3.301671e-17 9.359244e-80 4.171251e-225 0.000000e+00
2.405e+09 1.000000e+00 3.302362e-17 9.363161e-80 4.173870e-225 0.000000e+00
2.487e+09 1.000000e+00 3.302798e-17 9.365632e-80 4.175523e-225 0.000000e+00
2.570e+09 1.000000e+00 3.303113e-17 9.367421e-80 4.176719e-225 0.000000e+00
2.659e+09 1.000000e+00 3.303382e-17 9.368944e-80 4.177738e-225 0.000000e+00
2.764e+09 1.000000e+00 3.303618e-17 9.370283e-80 4.178633e-225 0.000000e+00
2.899e+09 1.000000e+00 3.303815e-17 9.371402e-80 4.179382e-225 0.000000e+00
3.065e+09 1.000000e+00 3.304003e-17 9.372467e-80 4.180094e-225 0.000000e+00
3.252e+09 1.000000e+00 3.304152e-17 9.373315e-80 4.180661e-225 0.000000e+00
3.446e+09 1.000000e+00 1.301810e-15 9.664821e-75 2.047500e-213 0.000000e+00
3.637e+09 1.000000e+00 1.026932e-16 3.308030e-78 1.699457e-221 0.000000e+00
3.815e+09 1.000000e+00 3.304284e-17 9.374061e-80 4.181160e-225 0.000000e+00
3.975e+09 1.000000e+00 3.304291e-17 9.374104e-80 4.181189e-225 0.000000e+00
4.117e+09 1.000000e+00 3.304297e-17 9.374135e-80 4.181210e-225 0.000000e+00
4.247e+09 1.000000e+00 3.304301e-17 9.374161e-80 4.181227e-225 0.000000e+00
4.369e+09 1.000000e+00 3.304304e-17 9.374179e-80 4.181239e-225 0.000000e+00
4.488e+09 1.000000e+00 3.304306e-17 9.374190e-80 4.181247e-225 0.000000e+00
4.608e+09 1.000000e+00 3.304308e-17 9.374197e-80 4.181252e-225 0.000000e+00
4.729e+09 1.000000e+00 3.304308e-17 9.374202e-80 4.181255e-225 0.000000e+00
4.852e+09 1.000000e+00 3.304309e-17 9.374205e-80 4.181257e-225 0.000000e+00
4.975e+09 1.000000e+00 3.304309e-17 9.374207e-80 4.181258e-225 0.000000e+00
5.101e+09 1.000000e+00 3.304310e-17 9.374209e-80 4.181259e-225 0.000000e+00
5.229e+09 1.000000e+00 3.304310e-17 9.374210e-80 4.181260e-225 0.000000e+00
5.360e+09 1.000000e+00 3.304310e-17 9.374210e-80 4.181260e-225 0.000000e+00
5.492e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
5.627e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
5.762e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
5.899e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
6.034e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
6.168e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.297e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.422e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.539e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.646e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.742e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.826e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.896e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.948e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.976e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.989e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.995e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.998e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
7.000e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
#TIME: 240.574676
#NVEL: 114
#vel_mid[km/s] Co0 Co1 Co2 Co3 Co4
4.401e+07 9.999991e-01 9.457358e-07 1.669110e-39 2.236943e-120 1.777119e-254
8.862e+07 9.999994e-01 6.132384e-07 3.031502e-40 2.504143e-122 2.396556e-258
9.061e+07 9.999996e-01 3.606663e-07 3.744629e-41 1.014934e-124 4.304740e-263
9.444e+07 9.999990e-01 9.539878e-07 1.727180e-39 2.447751e-120 2.124712e-254
9.991e+07 9.999994e-01 5.775591e-07 2.393969e-40 1.344620e-122 6.980124e-259
1.061e+08 9.999993e-01 7.252640e-07 5.870142e-40 1.427292e-121 7.568262e-257
1.126e+08 9.999995e-01 4.910514e-07 1.263992e-40 2.502199e-123 2.485446e-260
1.194e+08 9.999993e-01 6.599316e-07 4.059302e-40 5.421043e-122 1.112384e-257
1.267e+08 9.999992e-01 8.431370e-07 1.071462e-39 7.033642e-121 1.806544e-255
1.345e+08 9.999990e-01 1.035562e-06 2.391417e-39 5.782800e-120 1.172146e-253
1.427e+08 9.999986e-01 1.431837e-06 8.049983e-39 1.315254e-118 5.414644e-251
1.514e+08 9.999977e-01 2.305917e-06 4.527838e-38 1.044733e-116 2.739300e-247
1.607e+08 9.999969e-01 3.116710e-06 1.232247e-37 1.175585e-115 2.768355e-245
1.705e+08 9.999968e-01 3.194300e-06 1.169072e-37 8.590902e-116 1.278178e-245
1.809e+08 9.999942e-01 5.814984e-06 1.038936e-36 2.212761e-113 6.509884e-241
1.919e+08 9.999937e-01 6.304111e-06 1.197801e-36 2.620363e-113 7.627191e-241
2.037e+08 9.999915e-01 8.483205e-06 3.151019e-36 2.645601e-112 6.115488e-239
2.161e+08 9.999921e-01 7.912226e-06 2.069541e-36 7.364833e-113 4.174735e-240
2.293e+08 9.999910e-01 9.013043e-06 2.974799e-36 1.607024e-112 1.687669e-239
2.433e+08 9.999913e-01 8.724432e-06 2.573620e-36 1.075854e-112 7.485265e-240
2.582e+08 9.999899e-01 1.012987e-05 4.791195e-36 5.752749e-112 2.155154e-238
2.739e+08 9.999932e-01 6.825423e-06 1.467353e-36 3.932977e-113 1.528258e-240
2.907e+08 9.999949e-01 5.074245e-06 6.783946e-37 8.191061e-114 1.012815e-241
3.084e+08 9.999972e-01 2.762201e-06 1.052042e-37 1.123970e-115 3.486431e-245
3.273e+08 9.999987e-01 1.310330e-06 9.644213e-39 3.936207e-118 8.124245e-250
3.472e+08 9.999994e-01 5.688647e-07 6.229428e-40 5.478574e-121 3.033945e-255
3.685e+08 9.999998e-01 2.283734e-07 2.846495e-41 2.934530e-124 1.641922e-261
3.910e+08 9.999999e-01 9.445234e-08 1.276819e-42 1.278793e-127 5.153010e-268
4.148e+08 1.000000e+00 3.958090e-08 5.674008e-44 5.068939e-131 1.261680e-274
4.402e+08 1.000000e+00 2.233032e-08 7.562039e-45 3.327983e-133 7.522485e-279
4.671e+08 1.000000e+00 1.802267e-08 3.386724e-45 4.213094e-134 1.300384e-280
4.956e+08 1.000000e+00 1.829935e-08 2.991606e-45 2.451448e-134 3.692070e-281
5.259e+08 1.000000e+00 2.018148e-08 3.331737e-45 2.352607e-134 2.573032e-281
5.580e+08 1.000000e+00 2.297082e-08 4.278599e-45 3.355198e-134 4.006284e-281
5.921e+08 1.000000e+00 2.550710e-08 5.170699e-45 4.256272e-134 5.130751e-281
6.282e+08 1.000000e+00 2.565926e-08 4.596186e-45 2.647082e-134 1.735608e-281
6.666e+08 1.000000e+00 2.067604e-08 1.950050e-45 2.749302e-135 1.931531e-283
7.074e+08 1.000000e+00 1.309890e-08 3.501881e-46 3.291786e-137 3.235958e-287
7.506e+08 1.000000e+00 7.590010e-09 4.444177e-47 1.589574e-139 8.997980e-292
7.964e+08 1.000000e+00 3.592383e-09 2.665679e-48 1.129903e-142 5.878689e-298
8.451e+08 1.000000e+00 1.654683e-09 1.488198e-49 6.936215e-146 2.978068e-304
8.967e+08 1.000000e+00 6.060926e-10 3.294660e-51 3.643933e-150 1.128270e-312
9.514e+08 1.000000e+00 2.216411e-10 6.741936e-53 1.432992e-154 2.243058e-321
1.010e+09 1.000000e+00 6.395510e-11 5.230431e-55 4.220644e-160 0.000000e+00
1.071e+09 1.000000e+00 2.530577e-11 1.218507e-56 1.897184e-164 0.000000e+00
1.137e+09 1.000000e+00 9.213165e-12 1.774390e-58 2.104644e-169 0.000000e+00
1.206e+09 1.000000e+00 3.265390e-12 2.045901e-60 1.091301e-174 0.000000e+00
1.279e+09 1.000000e+00 1.141375e-12 2.279839e-62 5.308059e-180 0.000000e+00
1.353e+09 1.000000e+00 5.949333e-13 1.254795e-63 1.766314e-183 0.000000e+00
1.419e+09 1.000000e+00 3.173923e-13 7.764844e-65 8.244822e-187 0.000000e+00
1.476e+09 1.000000e+00 1.983077e-13 9.474657e-66 2.448596e-189 0.000000e+00
1.524e+09 1.000000e+00 1.068700e-13 6.948581e-67 2.079509e-192 0.000000e+00
1.565e+09 1.000000e+00 1.582380e-14 3.778963e-70 5.558832e-201 0.000000e+00
1.596e+09 1.000000e+00 4.937876e-15 3.510466e-72 2.295294e-206 0.000000e+00
1.619e+09 1.000000e+00 9.144515e-15 3.588030e-71 9.135128e-204 0.000000e+00
1.635e+09 1.000000e+00 2.916241e-15 1.846446e-73 3.645232e-210 0.000000e+00
1.648e+09 1.000000e+00 3.947044e-16 2.968459e-76 8.966969e-217 0.000000e+00
1.659e+09 1.000000e+00 2.876167e-15 2.510969e-73 1.244677e-209 0.000000e+00
1.669e+09 1.000000e+00 2.657984e-17 6.065658e-80 2.176317e-225 0.000000e+00
1.679e+09 1.000000e+00 3.174099e-17 9.356641e-80 4.990232e-225 0.000000e+00
1.689e+09 1.000000e+00 2.670688e-16 1.217814e-76 1.833038e-217 0.000000e+00
1.700e+09 1.000000e+00 1.305595e-16 8.035566e-78 1.634173e-220 0.000000e+00
1.715e+09 1.000000e+00 7.342755e-17 1.168697e-78 1.531976e-222 0.000000e+00
1.742e+09 1.000000e+00 3.271692e-17 9.190050e-80 4.058653e-225 0.000000e+00
1.789e+09 1.000000e+00 3.280668e-17 9.240551e-80 4.092154e-225 0.000000e+00
1.853e+09 1.000000e+00 3.286303e-17 9.272319e-80 4.113275e-225 0.000000e+00
1.926e+09 1.000000e+00 3.290954e-17 9.298582e-80 4.130763e-225 0.000000e+00
2.003e+09 1.000000e+00 3.294936e-17 9.321100e-80 4.145777e-225 0.000000e+00
2.084e+09 1.000000e+00 3.297633e-17 9.336364e-80 4.155965e-225 0.000000e+00
2.165e+09 1.000000e+00 3.299217e-17 9.345335e-80 4.161956e-225 0.000000e+00
2.245e+09 1.000000e+00 3.300637e-17 9.353380e-80 4.167331e-225 0.000000e+00
2.325e+09 1.000000e+00 3.301704e-17 9.359429e-80 4.171375e-225 0.000000e+00
2.405e+09 1.000000e+00 3.302386e-17 9.363298e-80 4.173962e-225 0.000000e+00
2.487e+09 1.000000e+00 3.302817e-17 9.365739e-80 4.175594e-225 0.000000e+00
2.570e+09 1.000000e+00 3.303128e-17 9.367505e-80 4.176775e-225 0.000000e+00
2.659e+09 1.000000e+00 3.303393e-17 9.369010e-80 4.177781e-225 0.000000e+00
2.764e+09 1.000000e+00 3.303626e-17 9.370332e-80 4.178666e-225 0.000000e+00
2.899e+09 1.000000e+00 3.303821e-17 9.371437e-80 4.179405e-225 0.000000e+00
3.065e+09 1.000000e+00 3.304006e-17 9.372489e-80 4.180109e-225 0.000000e+00
3.252e+09 1.000000e+00 3.304154e-17 9.373326e-80 4.180669e-225 0.000000e+00
3.446e+09 1.000000e+00 3.974527e-16 2.324778e-76 3.441242e-217 0.000000e+00
3.637e+09 1.000000e+00 3.304267e-17 9.373968e-80 4.181098e-225 0.000000e+00
3.815e+09 1.000000e+00 3.304284e-17 9.374063e-80 4.181162e-225 0.000000e+00
3.975e+09 1.000000e+00 3.304291e-17 9.374105e-80 4.181190e-225 0.000000e+00
4.117e+09 1.000000e+00 3.304297e-17 9.374136e-80 4.181211e-225 0.000000e+00
4.247e+09 1.000000e+00 3.304301e-17 9.374161e-80 4.181228e-225 0.000000e+00
4.369e+09 1.000000e+00 3.304304e-17 9.374179e-80 4.181240e-225 0.000000e+00
4.488e+09 1.000000e+00 3.304306e-17 9.374191e-80 4.181247e-225 0.000000e+00
4.608e+09 1.000000e+00 3.304308e-17 9.374198e-80 4.181252e-225 0.000000e+00
4.729e+09 1.000000e+00 3.304308e-17 9.374202e-80 4.181255e-225 0.000000e+00
4.852e+09 1.000000e+00 3.304309e-17 9.374205e-80 4.181257e-225 0.000000e+00
4.975e+09 1.000000e+00 3.304309e-17 9.374207e-80 4.181258e-225 0.000000e+00
5.101e+09 1.000000e+00 3.304310e-17 9.374209e-80 4.181259e-225 0.000000e+00
5.229e+09 1.000000e+00 3.304310e-17 9.374210e-80 4.181260e-225 0.000000e+00
5.360e+09 1.000000e+00 3.304310e-17 9.374210e-80 4.181260e-225 0.000000e+00
5.492e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
5.627e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
5.762e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
5.899e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
6.034e+09 1.000000e+00 3.304310e-17 9.374211e-80 4.181261e-225 0.000000e+00
6.168e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.297e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.422e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.539e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.646e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.742e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.826e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.896e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.948e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.976e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.989e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.995e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
6.998e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
7.000e+09 1.000000e+00 3.304310e-17 9.374212e-80 4.181261e-225 0.000000e+00
#TIME: 241.574676
#NVEL: 114
#vel_mid[km/s] Co0 Co1 Co2 Co3 Co4
4.401e+07 9.999992e-01 7.887262e-07 8.068739e-40 3.252090e-121 3.829355e-256
8.862e+07 9.999994e-01 6.005295e-07 2.757800e-40 1.924246e-122 1.403933e-258
9.061e+07 9.999984e-01 1.566555e-06 1.201515e-38 3.987999e-118 5.123609e-250
9.444e+07 9.999995e-01 4.667164e-07 1.021581e-40 1.407118e-123 7.833245e-261
9.991e+07 9.999995e-01 4.707917e-07 1.057181e-40 1.539971e-123 9.368511e-261
1.061e+08 9.999994e-01 5.526969e-07 1.988811e-40 8.135330e-123 2.544944e-259
1.126e+08 9.999991e-01 8.753474e-07 1.216777e-39 9.599699e-121 3.279898e-255
1.194e+08 9.999988e-01 1.221173e-06 4.522771e-39 3.054727e-119 3.145482e-252
1.267e+08 9.999991e-01 8.892350e-07 1.305337e-39 1.166322e-120 4.866560e-255
1.345e+08 9.999993e-01 7.407466e-07 6.319886e-40 1.714719e-121 1.078859e-256
1.427e+08 9.999987e-01 1.328802e-06 5.930529e-39 5.802818e-119 1.055742e-251
1.514e+08 9.999982e-01 1.765877e-06 1.572019e-38 6.384325e-118 1.062371e-249
1.607e+08 9.999971e-01 2.920702e-06 9.444974e-38 5.765175e-116 6.665773e-246
