#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] na0 na1 na2 na3 na4 na5 na6
3.6371e+04 2.2167e-09 1.0000e+00 1.7909e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 2.6006e-09 1.0000e+00 4.9045e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 2.7569e-09 1.0000e+00 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 2.4737e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.8330e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.8855e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.4758e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.0647e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.2445e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 9.6914e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 8.3340e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 6.9214e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 5.6039e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 4.7438e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 3.8053e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 3.0473e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 2.6538e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 2.1902e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.8857e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.5952e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.3733e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.1814e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.0265e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 9.0286e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 8.0575e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 7.2875e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 6.7227e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 6.3087e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 6.1234e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 6.0655e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 5.9918e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 6.1507e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 5.6327e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 3.4871e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 8.0028
#NVEL: 115
#vel_mid[km/s] na0 na1 na2 na3 na4 na5 na6
4.4010e+02 4.2074e-11 4.2869e-01 5.7131e-01 7.1572e-08 5.1737e-23 0.0000e+00 0.0000e+00
8.8623e+02 7.7850e-09 9.2576e-01 7.4242e-02 1.3409e-09 3.7059e-25 0.0000e+00 0.0000e+00
9.0614e+02 7.1016e-09 8.7894e-01 1.2106e-01 4.9030e-09 4.0927e-24 0.0000e+00 0.0000e+00
9.4442e+02 6.1046e-09 7.9215e-01 2.0785e-01 2.2033e-08 6.8654e-23 0.0000e+00 0.0000e+00
9.9911e+02 4.7889e-09 6.5411e-01 3.4589e-01 1.0440e-07 1.3628e-21 1.4013e-44 0.0000e+00
1.0608e+03 3.4284e-09 4.9156e-01 5.0844e-01 4.1797e-07 2.1517e-20 1.4139e-42 0.0000e+00
1.1257e+03 2.2109e-09 3.3138e-01 6.6862e-01 1.4940e-06 3.0298e-19 1.3243e-40 0.0000e+00
1.1944e+03 1.2813e-09 1.9994e-01 8.0005e-01 4.9941e-06 4.1511e-18 1.2760e-38 0.0000e+00
1.2673e+03 6.5858e-10 1.0606e-01 8.9392e-01 1.7174e-05 6.7179e-17 1.7637e-36 0.0000e+00
1.3448e+03 2.8731e-10 4.6918e-02 9.5301e-01 6.9918e-05 1.7491e-15 6.0385e-34 0.0000e+00
1.4269e+03 1.0658e-10 1.7354e-02 9.8230e-01 3.4683e-04 7.7061e-14 5.5387e-31 0.0000e+00
1.5140e+03 3.5247e-11 5.8970e-03 9.9227e-01 1.8323e-03 4.0147e-12 6.8326e-28 0.0000e+00
1.6065e+03 1.1240e-11 2.0364e-03 9.8908e-01 8.8811e-03 1.7006e-10 5.6519e-25 0.0000e+00
1.7047e+03 3.8933e-12 7.6399e-04 9.6347e-01 3.5764e-02 4.7791e-09 2.2614e-22 7.4129e-43
1.8088e+03 1.3115e-12 2.7852e-04 8.7400e-01 1.2573e-01 1.0729e-07 6.3706e-20 4.8310e-39
1.9193e+03 3.3751e-13 7.8345e-05 6.3177e-01 3.6815e-01 2.1274e-06 1.7054e-17 3.2714e-35
2.0365e+03 4.7683e-14 1.1972e-05 2.7004e-01 7.2992e-01 3.4680e-05 4.8976e-15 3.3252e-31
2.1609e+03 4.2544e-15 1.1359e-06 7.2295e-02 9.2733e-01 3.7703e-04 9.9170e-13 2.5664e-27
2.2929e+03 4.0424e-16 1.1861e-07 1.9188e-02 9.7818e-01 2.6275e-03 8.8716e-11 5.4496e-24
2.4330e+03 5.8166e-17 1.9104e-08 6.5169e-03 9.8202e-01 1.1459e-02 2.7692e-09 1.9357e-21
2.5816e+03 1.2050e-17 4.3559e-09 2.6946e-03 9.6130e-01 3.6007e-02 4.1349e-08 1.9789e-19
2.7393e+03 3.2238e-18 1.2590e-09 1.2644e-03 9.1044e-01 8.8300e-02 3.6134e-07 8.2993e-18
2.9067e+03 1.2628e-18 5.3005e-10 7.3875e-04 8.4647e-01 1.5279e-01 1.4214e-06 8.9452e-17
3.0842e+03 8.1537e-19 3.7416e-10 6.0152e-04 8.1820e-01 1.8119e-01 2.1567e-06 1.8060e-16
3.2726e+03 9.8486e-19 4.9835e-10 7.4332e-04 8.5518e-01 1.4408e-01 1.1397e-06 5.5906e-17
3.4725e+03 2.0006e-18 1.1071e-09 1.2641e-03 9.1993e-01 7.8801e-02 2.3966e-07 3.4828e-18
3.6846e+03 5.5846e-18 3.4138e-09 2.6025e-03 9.6634e-01 3.1061e-02 2.3875e-08 6.0685e-20
3.9097e+03 1.3828e-17 9.7893e-09 5.1131e-03 9.8300e-01 1.1886e-02 2.2734e-09 9.7929e-22
4.1484e+03 3.2775e-17 2.4943e-08 9.1542e-03 9.8569e-01 5.1558e-03 3.0494e-10 2.9746e-23
4.4019e+03 8.5450e-17 6.2628e-08 1.5829e-02 9.8176e-01 2.4137e-03 5.1462e-11 1.4153e-24
4.6708e+03 1.6063e-16 1.1853e-07 2.3261e-02 9.7535e-01 1.3852e-03 1.3884e-11 1.4836e-25
4.9561e+03 1.6987e-16 1.4144e-07 2.6521e-02 9.7239e-01 1.0919e-03 7.5820e-12 4.9687e-26
5.2588e+03 1.4985e-16 1.4329e-07 2.7510e-02 9.7151e-01 9.8029e-04 5.5836e-12 2.7591e-26
5.5800e+03 1.5011e-16 1.5665e-07 2.9551e-02 9.6960e-01 8.5304e-04 3.8968e-12 1.4298e-26
5.9209e+03 1.7595e-16 1.9895e-07 3.4662e-02 9.6468e-01 6.5366e-04 2.0251e-12 4.4821e-27
6.2825e+03 2.5132e-16 3.0840e-07 4.5770e-02 9.5381e-01 4.1808e-04 6.9076e-13 6.8259e-28
6.6663e+03 5.1776e-16 6.7027e-07 7.3203e-02 9.2660e-01 1.9850e-04 1.2021e-13 3.3422e-29
7.0735e+03 1.5865e-15 2.1530e-06 1.4511e-01 8.5483e-01 6.1927e-05 8.2938e-15 3.4560e-31
7.5056e+03 6.2968e-15 9.1707e-06 3.2285e-01 6.7713e-01 1.1324e-05 1.9612e-16 6.2277e-34
7.9641e+03 2.6447e-14 4.0048e-05 6.2734e-01 3.7262e-01 1.0600e-06 1.5717e-18 2.2905e-37
8.4505e+03 9.4815e-14 1.4151e-04 8.7411e-01 1.2575e-01 5.0028e-08 4.9246e-21 2.4310e-41
8.9668e+03 2.9932e-13 4.4293e-04 9.7086e-01 2.8693e-02 1.2682e-09 5.9836e-24 0.0000e+00
9.5145e+03 1.5357e-12 2.2267e-03 9.9517e-01 2.6027e-03 3.9871e-12 1.7888e-28 0.0000e+00
1.0096e+04 2.2399e-11 3.0461e-02 9.6949e-01 4.5854e-05 2.7351e-16 5.5895e-36 0.0000e+00
1.0712e+04 3.1952e-10 4.2697e-01 5.7303e-01 2.1410e-07 1.5511e-21 2.8026e-45 0.0000e+00
1.1367e+04 7.2901e-10 9.6470e-01 3.5304e-02 5.3025e-11 1.8230e-28 0.0000e+00 0.0000e+00
1.2062e+04 7.4677e-10 9.9969e-01 3.1061e-04 3.0668e-16 4.0018e-38 0.0000e+00 0.0000e+00
1.2794e+04 7.2364e-10 1.0000e+00 1.1627e-06 2.0732e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 8.4643e-10 1.0000e+00 5.7290e-09 3.0307e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 8.8553e-10 1.0000e+00 1.6228e-10 3.5107e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 8.7181e-10 1.0000e+00 1.2712e-11 5.2138e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.0183e-09 1.0000e+00 1.6051e-12 2.8659e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 1.4624e-09 1.0000e+00 1.8320e-13 1.3600e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 2.4716e-09 1.0000e+00 1.9912e-14 6.2162e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 3.3262e-09 1.0000e+00 2.7738e-15 4.7644e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 3.8970e-09 1.0000e+00 5.5874e-16 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 3.9714e-09 1.0000e+00 1.7706e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 3.6687e-09 1.0000e+00 7.6462e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 3.4777e-09 1.0000e+00 3.9936e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 3.3631e-09 1.0000e+00 2.1227e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 3.3185e-09 1.0000e+00 1.0616e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 3.0827e-09 1.0000e+00 9.3499e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 3.0887e-09 1.0000e+00 3.4710e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 2.9375e-09 1.0000e+00 1.1228e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 2.7253e-09 1.0000e+00 1.5516e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 2.7348e-09 1.0000e+00 1.6158e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 2.7817e-09 1.0000e+00 1.2214e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 2.8600e-09 1.0000e+00 5.3175e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.8868e-09 1.0000e+00 3.1499e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 3.1523e-09 1.0000e+00 1.5127e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 3.2818e-09 1.0000e+00 7.0674e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 2.8907e-09 1.0000e+00 1.3110e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 3.2320e-09 1.0000e+00 2.6393e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 2.9532e-09 1.0000e+00 5.7068e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 2.8160e-09 1.0000e+00 8.8251e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 2.7416e-09 1.0000e+00 9.0388e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 2.7946e-09 1.0000e+00 3.8608e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 2.8879e-09 1.0000e+00 1.4689e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 2.6816e-09 1.0000e+00 1.0041e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 2.0060e-09 1.0000e+00 1.2256e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.6777e-09 1.0000e+00 2.4450e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.3295e-09 1.0000e+00 1.6727e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.3749e-09 1.0000e+00 2.0193e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 1.6887e-09 1.0000e+00 1.5835e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.8894e-09 1.0000e+00 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.8760e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.3288e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.4415e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.3403e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 9.7814e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 9.4782e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 7.8548e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 6.5974e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 5.2491e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 4.0924e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 2.4183e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 2.8852e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 2.1380e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.8707e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.6228e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.4813e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.2899e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.0979e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 9.8133e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 8.7033e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 7.7815e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 7.0592e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 6.5085e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 6.1037e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 5.9278e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 5.8810e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 5.8064e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 5.9598e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 5.4564e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 3.3709e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 8.1810
#NVEL: 115
#vel_mid[km/s] na0 na1 na2 na3 na4 na5 na6
4.4010e+02 4.0633e-11 4.3890e-01 5.6110e-01 6.3933e-08 3.9607e-23 0.0000e+00 0.0000e+00
8.8623e+02 7.3853e-09 9.2963e-01 7.0368e-02 1.1285e-09 2.5870e-25 0.0000e+00 0.0000e+00
9.0614e+02 6.7627e-09 8.8556e-01 1.1444e-01 4.0793e-09 2.7902e-24 0.0000e+00 0.0000e+00
9.4442e+02 5.8704e-09 8.0500e-01 1.9500e-01 1.7761e-08 4.3882e-23 0.0000e+00 0.0000e+00
9.9911e+02 4.6900e-09 6.7606e-01 3.2394e-01 8.1691e-08 8.1377e-22 5.6052e-45 0.0000e+00
1.0608e+03 3.4320e-09 5.1900e-01 4.8099e-01 3.2485e-07 1.2469e-20 5.3249e-43 0.0000e+00
1.1257e+03 2.2481e-09 3.5560e-01 6.4440e-01 1.1869e-06 1.8024e-19 5.1523e-41 0.0000e+00
1.1944e+03 1.3260e-09 2.1850e-01 7.8149e-01 3.9905e-06 2.4571e-18 4.8663e-39 0.0000e+00
1.2673e+03 6.8832e-10 1.1724e-01 8.8275e-01 1.3852e-05 4.0025e-17 6.7429e-37 0.0000e+00
1.3448e+03 3.0216e-10 5.2293e-02 9.4765e-01 5.6602e-05 1.0404e-15 2.2873e-34 0.0000e+00
1.4269e+03 1.1218e-10 1.9378e-02 9.8034e-01 2.8243e-04 4.6225e-14 2.1239e-31 0.0000e+00
1.5140e+03 3.6861e-11 6.5295e-03 9.9195e-01 1.5194e-03 2.5109e-12 2.8271e-28 0.0000e+00
1.6065e+03 1.1538e-11 2.2092e-03 9.9016e-01 7.6328e-03 1.1569e-10 2.7238e-25 0.0000e+00
1.7047e+03 4.0298e-12 8.3438e-04 9.6840e-01 3.0762e-02 3.2411e-09 1.0819e-22 2.2561e-43
1.8088e+03 1.3846e-12 3.0995e-04 8.9079e-01 1.0890e-01 7.2588e-08 3.0045e-20 1.4324e-39
1.9193e+03 3.7574e-13 9.1911e-05 6.7208e-01 3.2783e-01 1.4488e-06 7.8694e-18 9.1604e-36
2.0365e+03 5.7294e-14 1.5203e-05 3.0893e-01 6.9103e-01 2.4677e-05 2.3053e-15 9.2092e-32
2.1609e+03 5.3808e-15 1.5223e-06 8.6827e-02 9.1290e-01 2.7491e-04 4.6882e-13 6.9568e-28
2.2929e+03 5.1364e-16 1.5906e-07 2.3148e-02 9.7489e-01 1.9635e-03 4.3815e-11 1.5823e-24
2.4330e+03 7.5781e-17 2.6153e-08 7.9689e-03 9.8352e-01 8.5146e-03 1.3432e-09 5.4422e-22
2.5816e+03 1.6563e-17 6.2710e-09 3.4055e-03 9.7052e-01 2.6074e-02 1.8697e-08 4.9106e-20
2.7393e+03 4.7542e-18 1.9405e-09 1.6765e-03 9.3586e-01 6.2462e-02 1.5101e-07 1.7775e-18
2.9067e+03 1.9671e-18 8.6260e-10 1.0219e-03 8.9111e-01 1.0787e-01 5.7261e-07 1.7685e-17
3.0842e+03 1.3173e-18 6.3122e-10 8.5449e-04 8.7214e-01 1.2700e-01 8.3993e-07 3.3394e-17
3.2726e+03 1.5702e-18 8.2919e-10 1.0414e-03 8.9926e-01 9.9703e-02 4.3870e-07 1.0232e-17
3.4725e+03 3.0773e-18 1.7774e-09 1.7167e-03 9.4449e-01 5.3797e-02 9.2261e-08 6.4840e-19
3.6846e+03 8.0565e-18 5.1540e-09 3.3837e-03 9.7502e-01 2.1598e-02 9.8143e-09 1.2787e-20
3.9097e+03 1.9188e-17 1.4256e-08 6.4904e-03 9.8511e-01 8.4003e-03 9.7876e-10 2.2416e-22
4.1484e+03 4.4544e-17 3.5648e-08 1.1480e-02 9.8484e-01 3.6775e-03 1.3456e-10 7.1114e-24
4.4019e+03 1.1658e-16 8.9933e-08 1.9891e-02 9.7840e-01 1.7058e-03 2.2278e-11 3.2777e-25
4.6708e+03 2.2062e-16 1.7150e-07 2.9342e-02 9.6969e-01 9.6790e-04 5.8663e-12 3.2995e-26
4.9561e+03 2.3929e-16 2.1003e-07 3.3967e-02 9.6529e-01 7.4412e-04 3.0243e-12 1.0012e-26
5.2588e+03 2.1428e-16 2.1621e-07 3.5575e-02 9.6377e-01 6.5785e-04 2.1480e-12 5.2236e-27
5.5800e+03 2.2203e-16 2.4468e-07 3.9005e-02 9.6044e-01 5.5424e-04 1.3906e-12 2.3799e-27
5.9209e+03 2.6667e-16 3.1869e-07 4.6417e-02 9.5317e-01 4.1360e-04 6.8067e-13 6.7373e-28
6.2825e+03 3.9172e-16 5.0826e-07 6.2233e-02 9.3751e-01 2.5575e-04 2.1571e-13 9.0697e-29
6.6663e+03 8.3652e-16 1.1434e-06 1.0107e-01 8.9881e-01 1.1524e-04 3.3758e-14 3.7351e-30
7.0735e+03 2.6604e-15 3.7920e-06 2.0106e-01 7.9891e-01 3.2804e-05 1.9741e-15 2.9895e-32
7.5056e+03 1.0068e-14 1.5310e-05 4.1837e-01 5.8161e-01 5.3944e-06 4.0783e-17 4.5463e-35
7.9641e+03 3.6979e-14 5.8365e-05 7.1494e-01 2.8500e-01 4.5796e-07 3.0378e-19 1.6036e-38
8.4505e+03 1.1766e-13 1.8337e-04 9.0867e-01 9.1145e-02 2.1592e-08 1.0206e-21 1.9926e-42
8.9668e+03 3.7013e-13 5.7140e-04 9.7998e-01 1.9446e-02 4.8592e-10 1.0235e-24 0.0000e+00
9.5145e+03 1.9954e-12 3.0206e-03 9.9538e-01 1.5953e-03 1.2170e-12 2.0387e-29 0.0000e+00
1.0096e+04 2.9945e-11 4.2628e-02 9.5735e-01 2.5906e-05 6.9916e-17 4.6456e-37 0.0000e+00
1.0712e+04 3.6053e-10 5.0603e-01 4.9397e-01 1.1039e-07 3.8446e-22 0.0000e+00 0.0000e+00
1.1367e+04 7.0309e-10 9.7282e-01 2.7179e-02 2.6348e-11 4.8481e-29 0.0000e+00 0.0000e+00
1.2062e+04 7.1583e-10 9.9980e-01 2.0287e-04 1.0170e-16 5.0912e-39 0.0000e+00 0.0000e+00
1.2794e+04 6.9922e-10 1.0000e+00 7.5194e-07 6.7191e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 8.1474e-10 1.0000e+00 4.3936e-09 1.5093e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 8.5103e-10 1.0000e+00 1.2873e-10 1.9018e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 8.4066e-10 1.0000e+00 9.7647e-12 2.6041e-35 0.0000e+00 0.0000e+00 0.0000e+00
