#NTIMES: 50
#NSTAGES 3
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
16998.79 7.2585e-03 5.4906e-01 4.4368e-01
17146.37 3.2013e-03 5.4133e-01 4.5546e-01
17415.23 1.7073e-03 5.2505e-01 4.7324e-01
17888.12 8.9217e-04 4.6408e-01 5.3503e-01
18532.37 7.0595e-04 4.2798e-01 5.7132e-01
19260.76 4.2641e-04 3.8329e-01 6.1628e-01
20034.10 5.3040e-04 3.4703e-01 6.5244e-01
20838.00 4.2723e-04 2.8168e-01 7.1790e-01
21647.97 5.1613e-04 2.7215e-01 7.2733e-01
22447.94 3.0998e-04 1.8820e-01 8.1149e-01
23245.88 2.8724e-04 1.9335e-01 8.0636e-01
24052.47 2.5076e-04 9.2457e-02 9.0729e-01
24867.72 5.3630e-04 1.2494e-01 8.7452e-01
25698.86 4.7476e-04 1.0476e-01 8.9476e-01
26587.16 3.1352e-04 6.6748e-02 9.3294e-01
27637.54 3.9296e-05 3.4419e-02 9.6554e-01
28986.97 1.1767e-04 6.4607e-02 9.3528e-01
#TIME: 257.50
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.3920e-01 6.2947e-01 2.3133e-01
886.22 1.5367e-01 6.3539e-01 2.1094e-01
906.14 1.1793e-01 6.0422e-01 2.7786e-01
944.43 1.2757e-01 6.1390e-01 2.5853e-01
999.11 1.3921e-01 6.2579e-01 2.3499e-01
1060.83 1.3068e-01 6.2049e-01 2.4883e-01
1125.62 1.0921e-01 6.0866e-01 2.8213e-01
1194.38 1.0976e-01 6.2584e-01 2.6441e-01
1267.34 1.3770e-01 6.2679e-01 2.3551e-01
1344.75 1.4252e-01 6.3124e-01 2.2623e-01
1426.89 1.5199e-01 6.3509e-01 2.1292e-01
1514.05 1.5234e-01 6.3436e-01 2.1330e-01
1606.54 1.5282e-01 6.3735e-01 2.0983e-01
1704.67 1.5210e-01 6.3574e-01 2.1216e-01
1808.80 1.5670e-01 6.3409e-01 2.0921e-01
1919.29 1.5467e-01 6.3535e-01 2.0999e-01
2036.53 1.5162e-01 6.3402e-01 2.1436e-01
2160.92 1.4123e-01 6.3399e-01 2.2478e-01
2292.92 1.2819e-01 6.1701e-01 2.5480e-01
2432.98 1.1802e-01 6.2508e-01 2.5690e-01
2581.60 1.0044e-01 6.1369e-01 2.8587e-01
2739.29 8.5645e-02 5.9943e-01 3.1492e-01
2906.62 6.9989e-02 5.7723e-01 3.5278e-01
3084.17 4.9965e-02 5.4116e-01 4.0888e-01
3272.56 3.1916e-02 4.9547e-01 4.7261e-01
3472.46 1.7519e-02 4.3005e-01 5.5243e-01
3684.57 1.0053e-02 3.7733e-01 6.1262e-01
3909.64 7.0289e-03 3.5386e-01 6.3911e-01
4148.46 7.1027e-03 3.5210e-01 6.4079e-01
4401.86 9.3713e-03 3.7334e-01 6.1728e-01
4670.75 7.7380e-03 3.6120e-01 6.3106e-01
4956.05 4.1009e-03 3.0598e-01 6.8991e-01
5258.79 1.1745e-03 2.1873e-01 7.8010e-01
5580.02 3.1466e-04 1.7246e-01 8.2723e-01
5920.87 1.2924e-04 1.3629e-01 8.6358e-01
6282.54 7.3861e-05 1.1703e-01 8.8289e-01
6666.30 6.3104e-05 1.0687e-01 8.9306e-01
7073.50 5.9423e-05 1.0023e-01 8.9971e-01
7505.58 6.2805e-05 9.8898e-02 9.0104e-01
7964.05 8.3495e-05 1.0721e-01 8.9271e-01
8450.53 1.7266e-04 1.3738e-01 8.6245e-01
8966.72 4.8483e-04 1.7414e-01 8.2537e-01
9514.44 1.1591e-03 2.1024e-01 7.8860e-01
10095.62 2.4538e-03 2.5990e-01 7.3765e-01
10712.30 5.4259e-03 3.3056e-01 6.6402e-01
11366.65 7.6537e-03 3.5850e-01 6.3385e-01
12061.10 1.0015e-02 3.7951e-01 6.1047e-01
12793.43 1.1917e-02 3.9103e-01 5.9705e-01
13528.61 1.1765e-02 3.9508e-01 5.9316e-01
14194.74 8.0822e-03 4.0306e-01 5.8886e-01
14757.77 6.9870e-03 3.8976e-01 6.0326e-01
15240.48 8.1799e-03 4.4614e-01 5.4568e-01
15646.99 7.3362e-03 5.4302e-01 4.4964e-01
15960.30 1.2069e-02 6.4531e-01 3.4262e-01
16187.41 1.0845e-02 6.7894e-01 3.1022e-01
16354.17 1.1048e-02 6.9988e-01 2.8907e-01
16484.18 9.0433e-03 6.6551e-01 3.2545e-01
16593.12 6.6062e-03 6.4457e-01 3.4882e-01
16691.99 3.3963e-03 6.3671e-01 3.5989e-01
16788.59 2.9529e-03 6.1213e-01 3.8492e-01
16888.37 4.9849e-03 5.7436e-01 4.2066e-01
16998.79 4.1600e-03 5.8198e-01 4.1386e-01
17146.37 2.4681e-03 5.5721e-01 4.4032e-01
17415.23 1.4633e-03 5.1674e-01 4.8180e-01
17888.12 9.6827e-04 4.5176e-01 5.4727e-01
18532.37 6.7258e-04 4.3032e-01 5.6901e-01
19260.76 5.6148e-04 3.9367e-01 6.0577e-01
20034.10 3.2340e-04 3.5848e-01 6.4120e-01
20838.00 4.5922e-04 3.0708e-01 6.9246e-01
21647.97 2.8216e-04 2.7690e-01 7.2282e-01
22447.94 3.9666e-04 2.2048e-01 7.7912e-01
23245.88 8.7630e-04 2.1428e-01 7.8484e-01
24052.47 4.0868e-04 1.6004e-01 8.3955e-01
24867.72 8.1294e-04 1.3342e-01 8.6576e-01
25698.86 3.9102e-04 1.1743e-01 8.8217e-01
26587.16 1.0947e-04 8.9339e-02 9.1055e-01
27637.54 6.1182e-05 8.0203e-02 9.1974e-01
28986.97 6.8979e-05 7.1263e-02 9.2867e-01
#TIME: 261.20
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.4846e-01 6.3183e-01 2.1971e-01
886.22 1.5534e-01 6.2656e-01 2.1810e-01
906.14 1.4804e-01 6.2501e-01 2.2695e-01
944.43 1.4804e-01 6.2895e-01 2.2300e-01
999.11 1.4715e-01 6.3518e-01 2.1767e-01
1060.83 1.4230e-01 6.3642e-01 2.2129e-01
1125.62 1.3405e-01 6.1833e-01 2.4762e-01
1194.38 1.3517e-01 6.3243e-01 2.3240e-01
1267.34 1.3502e-01 6.3324e-01 2.3174e-01
1344.75 1.3839e-01 6.2847e-01 2.3314e-01
1426.89 1.6807e-01 6.3768e-01 1.9425e-01
1514.05 1.6230e-01 6.3312e-01 2.0458e-01
1606.54 1.5673e-01 6.3690e-01 2.0637e-01
1704.67 1.6076e-01 6.3906e-01 2.0018e-01
1808.80 1.6018e-01 6.3498e-01 2.0484e-01
1919.29 1.6995e-01 6.3512e-01 1.9493e-01
2036.53 1.6328e-01 6.3621e-01 2.0051e-01
2160.92 1.5465e-01 6.3356e-01 2.1179e-01
2292.92 1.3741e-01 6.2752e-01 2.3507e-01
2432.98 1.2758e-01 6.3101e-01 2.4141e-01
2581.60 1.0913e-01 6.1754e-01 2.7333e-01
2739.29 9.0371e-02 6.0127e-01 3.0836e-01
2906.62 7.1242e-02 5.8036e-01 3.4839e-01
3084.17 4.8699e-02 5.3718e-01 4.1412e-01
3272.56 3.0306e-02 4.9280e-01 4.7689e-01
3472.46 1.8820e-02 4.4927e-01 5.3191e-01
3684.57 1.0754e-02 3.8415e-01 6.0510e-01
3909.64 6.8720e-03 3.4744e-01 6.4569e-01
4148.46 7.3049e-03 3.6021e-01 6.3249e-01
4401.86 1.0121e-02 3.8123e-01 6.0864e-01
4670.75 8.4711e-03 3.7769e-01 6.1384e-01
4956.05 4.0017e-03 2.9753e-01 6.9847e-01
5258.79 1.2136e-03 2.2285e-01 7.7594e-01
5580.02 3.0700e-04 1.7391e-01 8.2579e-01
5920.87 1.1989e-04 1.3062e-01 8.6926e-01
6282.54 7.5427e-05 1.1478e-01 8.8515e-01
6666.30 6.1277e-05 1.0354e-01 8.9639e-01
7073.50 6.3260e-05 1.0162e-01 8.9832e-01
7505.58 6.7141e-05 1.0376e-01 8.9617e-01
7964.05 8.8113e-05 1.1667e-01 8.8324e-01
8450.53 1.7069e-04 1.3498e-01 8.6485e-01
8966.72 4.6984e-04 1.6624e-01 8.3329e-01
9514.44 1.0931e-03 2.1100e-01 7.8791e-01
10095.62 2.5844e-03 2.6308e-01 7.3434e-01
10712.30 4.9759e-03 3.1528e-01 6.7974e-01
11366.65 8.2034e-03 3.6607e-01 6.2573e-01
12061.10 9.0437e-03 3.8925e-01 6.0171e-01
12793.43 1.1563e-02 3.9999e-01 5.8844e-01
13528.61 9.7516e-03 4.0225e-01 5.8799e-01
14194.74 1.1708e-02 4.0048e-01 5.8781e-01
14757.77 1.0620e-02 3.8993e-01 5.9945e-01
15240.48 8.4786e-03 4.3870e-01 5.5282e-01
15646.99 9.2005e-03 5.4696e-01 4.4384e-01
15960.30 1.0780e-02 6.5732e-01 3.3190e-01
16187.41 1.0802e-02 6.9134e-01 2.9785e-01
16354.17 8.5182e-03 7.0351e-01 2.8797e-01
16484.18 1.0489e-02 6.5823e-01 3.3128e-01
16593.12 6.0585e-03 6.4748e-01 3.4646e-01
16691.99 2.8417e-03 6.3237e-01 3.6479e-01
16788.59 3.5988e-03 6.1403e-01 3.8237e-01
16888.37 4.2713e-03 5.9370e-01 4.0203e-01
16998.79 2.8805e-03 5.7784e-01 4.1928e-01
17146.37 2.4470e-03 5.6511e-01 4.3245e-01
17415.23 1.7704e-03 5.3082e-01 4.6740e-01
17888.12 7.8750e-04 4.8168e-01 5.1753e-01
18532.37 7.3381e-04 4.2094e-01 5.7832e-01
19260.76 5.1282e-04 3.9548e-01 6.0400e-01
20034.10 3.4404e-04 3.5739e-01 6.4226e-01
20838.00 2.7183e-04 3.1269e-01 6.8704e-01
21647.97 2.7693e-04 2.5812e-01 7.4160e-01
22447.94 2.5898e-04 2.2298e-01 7.7676e-01
23245.88 2.8414e-04 1.9170e-01 8.0802e-01
24052.47 1.5490e-04 1.3872e-01 8.6113e-01
24867.72 2.9613e-04 1.2154e-01 8.7817e-01
25698.86 4.1619e-04 1.1065e-01 8.8893e-01
26587.16 2.7979e-04 9.0439e-02 9.0928e-01
27637.54 1.0142e-04 7.8201e-02 9.2170e-01
28986.97 2.4595e-04 5.9262e-02 9.4049e-01
#TIME: 264.95
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.4679e-01 6.3657e-01 2.1664e-01
886.22 1.3764e-02 4.0629e-02 9.4561e-01
906.14 1.6872e-01 6.2897e-01 2.0230e-01
944.43 1.5632e-01 6.3362e-01 2.1005e-01
999.11 1.4516e-01 6.3245e-01 2.2239e-01
1060.83 1.5663e-01 6.3253e-01 2.1084e-01
1125.62 1.4980e-01 6.2955e-01 2.2065e-01
1194.38 1.4504e-01 6.2862e-01 2.2634e-01
1267.34 1.4473e-01 6.3766e-01 2.1761e-01
1344.75 1.5422e-01 6.3716e-01 2.0861e-01
1426.89 1.5432e-01 6.3966e-01 2.0603e-01
1514.05 1.7381e-01 6.4552e-01 1.8067e-01
1606.54 1.6654e-01 6.3188e-01 2.0158e-01
1704.67 1.6961e-01 6.3847e-01 1.9192e-01
1808.80 1.7275e-01 6.3789e-01 1.8936e-01
1919.29 1.6436e-01 6.3905e-01 1.9659e-01
2036.53 1.6534e-01 6.3798e-01 1.9668e-01
2160.92 1.4898e-01 6.3491e-01 2.1611e-01
2292.92 1.3393e-01 6.2871e-01 2.3736e-01
2432.98 7.2985e-02 5.6296e-01 3.6405e-01
2581.60 1.0532e-01 6.1674e-01 2.7795e-01
2739.29 8.7203e-02 5.9823e-01 3.1457e-01
2906.62 6.8626e-02 5.7821e-01 3.5317e-01
3084.17 4.9440e-02 5.4131e-01 4.0925e-01
3272.56 3.1455e-02 4.9598e-01 4.7256e-01
3472.46 1.8934e-02 4.4084e-01 5.4022e-01
3684.57 1.0509e-02 3.8235e-01 6.0714e-01
3909.64 6.8125e-03 3.5058e-01 6.4260e-01
4148.46 8.2103e-03 3.6442e-01 6.2737e-01
4401.86 9.7802e-03 3.8338e-01 6.0684e-01
4670.75 8.4012e-03 3.7094e-01 6.2066e-01
4956.05 4.0005e-03 3.0031e-01 6.9569e-01
5258.79 1.2120e-03 2.3414e-01 7.6465e-01
5580.02 3.0504e-04 1.7101e-01 8.2868e-01
5920.87 1.2363e-04 1.3470e-01 8.6517e-01
6282.54 7.4629e-05 1.1398e-01 8.8594e-01
6666.30 6.5538e-05 1.0564e-01 8.9429e-01
7073.50 6.4517e-05 1.0184e-01 8.9810e-01
7505.58 6.3562e-05 1.0070e-01 8.9923e-01
7964.05 7.9627e-05 1.0616e-01 8.9376e-01
8450.53 1.6961e-04 1.3470e-01 8.6513e-01
8966.72 4.4252e-04 1.7029e-01 8.2926e-01
9514.44 1.0898e-03 2.0749e-01 7.9142e-01
10095.62 2.7731e-03 2.7003e-01 7.2720e-01
10712.30 5.2085e-03 3.2357e-01 6.7122e-01
11366.65 7.7799e-03 3.6442e-01 6.2780e-01
12061.10 9.7064e-03 3.8396e-01 6.0633e-01
12793.43 1.0507e-02 3.9499e-01 5.9451e-01
13528.61 1.0218e-02 4.0285e-01 5.8693e-01
14194.74 1.0623e-02 3.9621e-01 5.9317e-01
14757.77 8.7579e-03 4.1602e-01 5.7523e-01
15240.48 8.2645e-03 4.4316e-01 5.4858e-01
15646.99 7.9351e-03 5.5107e-01 4.4100e-01
15960.30 1.1322e-02 6.5254e-01 3.3614e-01
16187.41 1.4901e-02 6.8920e-01 2.9590e-01
16354.17 1.1163e-02 6.9502e-01 2.9382e-01
16484.18 1.4945e-02 6.6045e-01 3.2460e-01
16593.12 1.1373e-02 6.4777e-01 3.4085e-01
16691.99 5.1691e-03 6.3326e-01 3.6158e-01
16788.59 6.2818e-03 6.1150e-01 3.8222e-01
16888.37 2.9172e-03 6.0320e-01 3.9388e-01
16998.79 3.8642e-03 5.7107e-01 4.2506e-01
17146.37 3.2777e-03 5.5532e-01 4.4140e-01
17415.23 1.5713e-03 5.3479e-01 4.6364e-01
17888.12 8.8961e-04 4.8085e-01 5.1826e-01
18532.37 9.0242e-04 4.1706e-01 5.8204e-01
19260.76 4.9716e-04 4.0199e-01 5.9751e-01
20034.10 3.9311e-04 3.4830e-01 6.5130e-01
20838.00 3.0267e-04 2.9449e-01 7.0520e-01
21647.97 4.3026e-04 2.6849e-01 7.3108e-01
22447.94 5.1416e-04 2.4487e-01 7.5462e-01
23245.88 3.1218e-04 1.3683e-01 8.6286e-01
24052.47 1.2018e-03 1.7794e-01 8.2086e-01
24867.72 2.5371e-04 1.2319e-01 8.7656e-01
25698.86 2.3107e-04 1.1028e-01 8.8949e-01
26587.16 1.2597e-04 9.1207e-02 9.0867e-01
27637.54 2.1123e-04 8.8302e-02 9.1149e-01
28986.97 1.8510e-04 6.0940e-02 9.3888e-01
#TIME: 268.76
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.5909e-01 6.3833e-01 2.0258e-01
886.22 8.7067e-02 5.7569e-01 3.3724e-01
906.14 1.7488e-01 6.3511e-01 1.9000e-01
944.43 1.7265e-01 6.3082e-01 1.9653e-01
999.11 1.6034e-01 6.3709e-01 2.0257e-01
1060.83 1.4813e-01 6.3783e-01 2.1404e-01
1125.62 1.4620e-01 6.4911e-01 2.0469e-01
1194.38 1.3939e-01 6.4255e-01 2.1807e-01
1267.34 1.6019e-01 6.3837e-01 2.0145e-01
1344.75 1.6270e-01 6.3634e-01 2.0096e-01
1426.89 1.5971e-01 6.3652e-01 2.0377e-01
1514.05 1.7340e-01 6.3549e-01 1.9111e-01
1606.54 1.6754e-01 6.3520e-01 1.9726e-01
1704.67 1.2860e-01 6.1546e-01 2.5595e-01
1808.80 1.6984e-01 6.3702e-01 1.9315e-01
1919.29 1.2001e-01 6.1242e-01 2.6757e-01
2036.53 1.0714e-01 6.0238e-01 2.9047e-01
2160.92 1.6236e-01 6.3551e-01 2.0213e-01
2292.92 1.4400e-01 6.3182e-01 2.2418e-01
2432.98 1.1829e-01 6.1157e-01 2.7014e-01
2581.60 1.1240e-01 6.2209e-01 2.6552e-01
2739.29 9.3434e-02 6.0468e-01 3.0189e-01
2906.62 7.3579e-02 5.8516e-01 3.4126e-01
3084.17 5.0333e-02 5.3862e-01 4.1105e-01
3272.56 3.0971e-02 4.9163e-01 4.7740e-01
3472.46 1.8815e-02 4.4091e-01 5.4028e-01
3684.57 1.1250e-02 3.9479e-01 5.9396e-01
3909.64 6.4782e-03 3.4428e-01 6.4924e-01
4148.46 7.3988e-03 3.5282e-01 6.3978e-01
4401.86 9.5922e-03 3.8672e-01 6.0369e-01
4670.75 8.2420e-03 3.7687e-01 6.1489e-01
4956.05 4.2804e-03 3.2371e-01 6.7201e-01
5258.79 1.2589e-03 2.3734e-01 7.6140e-01
5580.02 3.2859e-04 1.7150e-01 8.2818e-01
5920.87 1.2819e-04 1.3429e-01 8.6558e-01
6282.54 7.7812e-05 1.1361e-01 8.8631e-01
6666.30 6.4869e-05 1.0866e-01 8.9127e-01
7073.50 6.7936e-05 1.0326e-01 8.9667e-01
7505.58 6.7695e-05 1.0172e-01 8.9821e-01
7964.05 7.7546e-05 1.0274e-01 8.9718e-01
8450.53 1.8691e-04 1.3966e-01 8.6015e-01
8966.72 4.4987e-04 1.7040e-01 8.2915e-01
9514.44 1.1489e-03 2.0778e-01 7.9107e-01
10095.62 2.7680e-03 2.6255e-01 7.3468e-01
10712.30 5.0319e-03 3.1402e-01 6.8095e-01
11366.65 7.8362e-03 3.6287e-01 6.2930e-01
12061.10 9.8847e-03 3.8989e-01 6.0022e-01
12793.43 1.1199e-02 3.9683e-01 5.9197e-01
13528.61 1.3428e-02 4.1183e-01 5.7474e-01
14194.74 1.0393e-02 4.1010e-01 5.7951e-01
14757.77 1.0560e-02 4.0571e-01 5.8373e-01
15240.48 8.7482e-03 4.5400e-01 5.3725e-01
15646.99 9.5735e-03 5.4046e-01 4.4996e-01
15960.30 1.1598e-02 6.6402e-01 3.2438e-01
16187.41 1.1185e-02 6.9242e-01 2.9639e-01
16354.17 1.0562e-02 6.9846e-01 2.9098e-01
16484.18 1.0675e-02 6.7124e-01 3.1808e-01
16593.12 6.0134e-03 6.5862e-01 3.3536e-01
16691.99 5.4379e-03 6.2269e-01 3.7187e-01
16788.59 5.0196e-03 5.9905e-01 3.9593e-01
16888.37 4.3084e-03 6.0139e-01 3.9430e-01
16998.79 3.3564e-03 6.0524e-01 3.9140e-01
17146.37 3.1797e-03 5.6472e-01 4.3210e-01
17415.23 2.5026e-03 5.3105e-01 4.6644e-01
17888.12 8.6413e-04 4.8432e-01 5.1482e-01
18532.37 1.1046e-03 4.4556e-01 5.5334e-01
19260.76 4.7378e-04 4.2241e-01 5.7712e-01
20034.10 2.5852e-04 3.4493e-01 6.5482e-01
20838.00 2.4882e-04 3.1885e-01 6.8090e-01
21647.97 3.9392e-04 2.7820e-01 7.2141e-01
22447.94 2.0596e-04 2.1763e-01 7.8216e-01
23245.88 2.0171e-04 2.1508e-01 7.8472e-01
24052.47 2.5911e-04 1.8218e-01 8.1756e-01
24867.72 1.0880e-04 1.2883e-01 8.7106e-01
25698.86 3.7807e-05 5.2758e-02 9.4720e-01
26587.16 6.2155e-04 1.0296e-01 8.9642e-01
27637.54 1.2210e-04 9.1878e-02 9.0800e-01
28986.97 3.3826e-05 7.0445e-02 9.2952e-01
#TIME: 272.62
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.5798e-01 6.3721e-01 2.0481e-01
886.22 1.6171e-01 6.2724e-01 2.1105e-01
906.14 1.7483e-01 6.4533e-01 1.7985e-01
944.43 1.8185e-01 6.4256e-01 1.7559e-01
999.11 1.6574e-01 6.3502e-01 1.9924e-01
1060.83 1.4687e-01 6.2488e-01 2.2825e-01
1125.62 1.6347e-01 6.3922e-01 1.9730e-01
1194.38 1.7197e-01 6.3228e-01 1.9575e-01
1267.34 1.6676e-01 6.4145e-01 1.9180e-01
1344.75 1.5965e-01 6.4053e-01 1.9982e-01
1426.89 1.5815e-01 6.4665e-01 1.9520e-01
1514.05 1.7343e-01 6.3750e-01 1.8907e-01
1606.54 1.3352e-01 6.1415e-01 2.5233e-01
1704.67 1.6233e-01 6.3303e-01 2.0464e-01
1808.80 1.2873e-01 6.1589e-01 2.5538e-01
1919.29 1.6382e-01 6.3177e-01 2.0441e-01
2036.53 1.5855e-01 6.2961e-01 2.1184e-01
2160.92 1.1067e-01 5.9798e-01 2.9136e-01
2292.92 1.4152e-01 6.3100e-01 2.2748e-01
2432.98 1.2753e-01 6.2556e-01 2.4691e-01
2581.60 1.0968e-01 6.1835e-01 2.7197e-01
2739.29 8.9575e-02 6.0094e-01 3.0949e-01
2906.62 7.4364e-02 5.8497e-01 3.4067e-01
3084.17 5.2564e-02 5.4589e-01 4.0155e-01
3272.56 3.3362e-02 5.0189e-01 4.6475e-01
3472.46 1.8850e-02 4.3835e-01 5.4280e-01
3684.57 1.1297e-02 4.0391e-01 5.8479e-01
3909.64 6.7577e-03 3.4193e-01 6.5132e-01
4148.46 7.4230e-03 3.5228e-01 6.4030e-01
4401.86 9.5855e-03 3.8782e-01 6.0259e-01
4670.75 9.1891e-03 3.8211e-01 6.0870e-01
4956.05 4.1833e-03 3.1958e-01 6.7624e-01
5258.79 1.3257e-03 2.4018e-01 7.5850e-01
5580.02 3.2197e-04 1.7129e-01 8.2839e-01
5920.87 1.2572e-04 1.3629e-01 8.6359e-01
6282.54 8.0997e-05 1.1027e-01 8.8965e-01
6666.30 6.4599e-05 1.0842e-01 8.9151e-01
7073.50 7.4605e-05 1.1378e-01 8.8615e-01
7505.58 7.7990e-05 1.0671e-01 8.9321e-01
7964.05 8.3099e-05 1.0743e-01 8.9249e-01
8450.53 1.7368e-04 1.3338e-01 8.6644e-01
8966.72 4.4376e-04 1.7074e-01 8.2882e-01
9514.44 1.1636e-03 2.0970e-01 7.8914e-01
10095.62 2.7947e-03 2.6369e-01 7.3351e-01
10712.30 5.2765e-03 3.1621e-01 6.7851e-01
11366.65 8.7831e-03 3.7164e-01 6.1958e-01
12061.10 1.0793e-02 3.9555e-01 5.9366e-01
12793.43 1.1229e-02 3.9388e-01 5.9490e-01
13528.61 1.1648e-02 4.2030e-01 5.6805e-01
14194.74 1.3188e-02 4.0160e-01 5.8522e-01
14757.77 1.0226e-02 4.1025e-01 5.7952e-01
15240.48 7.5941e-03 4.7071e-01 5.2169e-01
15646.99 8.2745e-03 5.6264e-01 4.2909e-01
15960.30 1.5953e-02 6.5530e-01 3.2875e-01
16187.41 1.8400e-02 6.8379e-01 2.9781e-01
16354.17 9.9727e-03 7.2439e-01 2.6564e-01
16484.18 1.0290e-02 6.8575e-01 3.0396e-01
16593.12 7.8546e-03 6.4722e-01 3.4492e-01
16691.99 4.4598e-03 6.3841e-01 3.5713e-01
16788.59 3.6836e-03 6.4158e-01 3.5473e-01
16888.37 8.5342e-03 5.9498e-01 3.9648e-01
16998.79 4.5295e-03 5.7869e-01 4.1678e-01
17146.37 2.0665e-03 5.7096e-01 4.2697e-01
17415.23 1.7204e-03 5.3501e-01 4.6327e-01
17888.12 1.3642e-03 4.8785e-01 5.1078e-01
18532.37 8.1373e-04 4.4856e-01 5.5063e-01
19260.76 5.9081e-04 4.1740e-01 5.8201e-01
20034.10 3.0666e-04 3.6764e-01 6.3205e-01
20838.00 2.7435e-04 3.2443e-01 6.7529e-01
21647.97 1.8419e-04 2.4025e-01 7.5956e-01
22447.94 2.8738e-04 2.0164e-01 7.9807e-01
23245.88 1.2734e-04 1.9157e-01 8.0831e-01
24052.47 5.0711e-05 1.6578e-01 8.3417e-01
24867.72 3.4299e-05 1.2469e-01 8.7528e-01
25698.86 2.5529e-05 3.5385e-02 9.6459e-01
26587.16 1.6251e-05 2.7165e-02 9.7282e-01
27637.54 4.6652e-04 8.0258e-02 9.1928e-01
28986.97 8.7291e-05 5.4489e-02 9.4542e-01
#TIME: 276.54
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.7000e-01 6.4168e-01 1.8831e-01
886.22 1.5749e-01 6.4091e-01 2.0159e-01
906.14 1.4468e-01 6.5937e-01 1.9596e-01
944.43 1.2768e-01 6.2092e-01 2.5140e-01
999.11 1.3761e-01 6.1961e-01 2.4279e-01
1060.83 1.5477e-01 6.2981e-01 2.1543e-01
1125.62 1.7872e-01 6.3327e-01 1.8802e-01
1194.38 1.5981e-01 6.4204e-01 1.9815e-01
1267.34 1.4019e-01 6.2627e-01 2.3353e-01
1344.75 1.0828e-01 6.0182e-01 2.8990e-01
1426.89 1.3987e-01 6.3147e-01 2.2867e-01
1514.05 1.2663e-01 6.1560e-01 2.5777e-01
1606.54 1.5446e-01 6.3327e-01 2.1228e-01
1704.67 1.6140e-01 6.3405e-01 2.0456e-01
1808.80 1.7131e-01 6.3070e-01 1.9799e-01
1919.29 1.6455e-01 6.3056e-01 2.0489e-01
2036.53 1.6097e-01 6.3331e-01 2.0572e-01
2160.92 1.5518e-01 6.2808e-01 2.1674e-01
2292.92 9.6470e-02 5.9045e-01 3.1308e-01
2432.98 1.2358e-01 6.2177e-01 2.5465e-01
2581.60 1.1210e-01 6.2356e-01 2.6434e-01
2739.29 9.5167e-02 6.0680e-01 2.9803e-01
2906.62 7.4453e-02 5.8174e-01 3.4381e-01
3084.17 5.4359e-02 5.4888e-01 3.9676e-01
3272.56 3.4573e-02 5.0580e-01 4.5963e-01
3472.46 1.9447e-02 4.4822e-01 5.3234e-01
3684.57 1.1413e-02 3.9766e-01 5.9093e-01
3909.64 7.5279e-03 3.6241e-01 6.3006e-01
4148.46 7.3982e-03 3.6065e-01 6.3195e-01
4401.86 9.2424e-03 3.7898e-01 6.1178e-01
4670.75 9.1102e-03 3.8487e-01 6.0602e-01
4956.05 4.3623e-03 3.1367e-01 6.8197e-01
5258.79 1.3195e-03 2.3431e-01 7.6437e-01
5580.02 3.4576e-04 1.7434e-01 8.2532e-01
5920.87 1.3190e-04 1.3365e-01 8.6622e-01
6282.54 8.4031e-05 1.1493e-01 8.8499e-01
6666.30 6.1408e-05 1.0182e-01 8.9812e-01
7073.50 7.1891e-05 1.0677e-01 8.9316e-01
7505.58 7.1677e-05 1.0329e-01 8.9664e-01
7964.05 8.9163e-05 1.1407e-01 8.8584e-01
8450.53 1.8675e-04 1.3942e-01 8.6039e-01
8966.72 4.5970e-04 1.6618e-01 8.3337e-01
9514.44 1.3506e-03 2.2003e-01 7.7862e-01
10095.62 2.8145e-03 2.7055e-01 7.2664e-01
10712.30 4.9554e-03 3.1505e-01 6.8000e-01
11366.65 7.9768e-03 3.7031e-01 6.2172e-01
12061.10 9.6360e-03 3.9620e-01 5.9416e-01
12793.43 1.1981e-02 4.1041e-01 5.7761e-01
13528.61 1.1880e-02 4.1604e-01 5.7208e-01
14194.74 1.2003e-02 4.0256e-01 5.8544e-01
14757.77 7.0716e-03 4.0704e-01 5.8589e-01
15240.48 7.9107e-03 4.7128e-01 5.2081e-01
15646.99 1.6082e-02 5.5732e-01 4.2660e-01
15960.30 1.5628e-02 6.5618e-01 3.2819e-01
16187.41 1.3506e-02 7.1746e-01 2.6903e-01
16354.17 1.0990e-02 7.1071e-01 2.7830e-01
16484.18 1.2026e-02 6.8451e-01 3.0347e-01
16593.12 8.3494e-03 6.6189e-01 3.2976e-01
