#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
1.7888e+04 4.3417e-06 1.0000e+00 3.6521e-07 1.6076e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 8.6402e-06 9.9999e-01 2.2533e-08 1.2906e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.4508e-05 9.9999e-01 2.2442e-09 3.3864e-29 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 2.1153e-05 9.9998e-01 3.1000e-10 1.9597e-31 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 4.4019e-05 9.9996e-01 1.5053e-11 8.3685e-35 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 9.6804e-05 9.9990e-01 7.1141e-13 3.4507e-38 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 7.9829e-05 9.9992e-01 6.7768e-13 2.6148e-38 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.0234e-04 9.9990e-01 1.5100e-13 5.0922e-40 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.4036e-04 9.9986e-01 2.7775e-14 6.1573e-42 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.5991e-04 9.9984e-01 9.5320e-15 3.6013e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.1883e-04 9.9988e-01 1.2559e-14 6.1377e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.2301e-04 9.9988e-01 4.5969e-15 3.9236e-44 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.3378e-04 9.9987e-01 1.0107e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 9.8667e-05 9.9990e-01 4.3450e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 5.2817e-05 9.9995e-01 1.8613e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 3.1637e-05 9.9997e-01 2.3385e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.3663e-05 9.9999e-01 9.0559e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 2.5098e-06 1.0000e+00 2.3276e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 2.2708e-05 9.9998e-01 5.4900e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 5.8343e-07 1.0000e+00 2.4183e-14 7.0065e-44 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 2.0231e-06 1.0000e+00 2.9259e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 4.7219e-07 1.0000e+00 5.3607e-15 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 2.8685e-05 9.9997e-01 9.1272e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.3775e-06 1.0000e+00 6.6153e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 3.1913e-07 1.0000e+00 7.2317e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 3.2710e-07 1.0000e+00 2.0403e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 4.1997e-05 9.9996e-01 7.9931e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 4.3855e-05 9.9996e-01 3.0562e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.0600e-04 9.9989e-01 5.5711e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 8.4256e-07 1.0000e+00 2.5898e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 8.6437e-05 9.9991e-01 2.3274e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.7918e-06 1.0000e+00 5.3989e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.5312e-05 9.9998e-01 2.1921e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 6.7100e-05 9.9993e-01 5.4224e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 3.2909e-06 1.0000e+00 8.3517e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.0016e-04 9.9990e-01 2.4305e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.7598e-06 1.0000e+00 1.5420e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 2.9132e-08 1.0000e+00 2.0318e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 9.5168e-21 1.3617e-07 3.7500e-01 6.2500e-01 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.4178e-08 1.0000e+00 6.2274e-14 5.7453e-44 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 2.9727e-11 9.9639e-01 3.6102e-03 2.1471e-16 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.6929e-04 9.9983e-01 5.6971e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 7.1776e-05 9.9993e-01 1.3679e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 5.1198e-05 9.9995e-01 3.6792e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.3863e-04 9.9986e-01 4.6149e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 1.7183e-04 9.9983e-01 1.5941e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.8184e-04 9.9982e-01 1.1951e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.8097e-04 9.9982e-01 1.1565e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 3.0196e-04 9.9970e-01 1.3657e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 5.0804e-04 9.9949e-01 1.0329e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 2.6702e-04 9.9973e-01 1.8468e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.8414
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.4010e+02 1.1043e-23 9.8787e-15 9.1363e-07 1.0000e+00 5.6400e-10 1.6503e-25 0.0000e+00
8.8623e+02 1.0233e-18 1.5035e-11 2.7242e-05 9.9997e-01 6.7812e-10 8.8777e-25 0.0000e+00
9.0614e+02 5.8941e-20 1.6886e-12 6.4237e-06 9.9999e-01 2.9517e-07 9.1030e-19 1.0546e-36
9.4442e+02 2.3770e-20 8.5819e-13 4.0799e-06 9.9999e-01 2.2769e-06 9.6219e-17 2.7636e-33
9.9911e+02 2.1021e-20 7.8350e-13 3.8365e-06 9.9999e-01 3.0360e-06 1.8561e-16 8.3875e-33
1.0608e+03 2.0892e-20 7.8002e-13 3.8256e-06 9.9999e-01 3.0714e-06 1.9056e-16 8.7679e-33
1.1257e+03 2.0783e-20 7.7678e-13 3.8132e-06 9.9999e-01 3.1336e-06 1.9956e-16 9.4834e-33
1.1944e+03 2.0377e-20 7.6517e-13 3.7719e-06 9.9999e-01 3.3235e-06 2.2838e-16 1.1921e-32
1.2673e+03 1.9193e-20 7.3104e-13 3.6492e-06 9.9999e-01 3.9774e-06 3.4480e-16 2.3972e-32
1.3448e+03 1.3541e-20 5.6344e-13 3.0422e-06 9.9999e-01 1.0138e-05 2.9368e-15 9.0124e-31
1.4269e+03 6.2500e-21 3.2017e-13 2.0727e-06 9.9993e-01 7.1588e-05 2.5670e-13 1.7330e-27
1.5140e+03 2.4732e-21 1.6582e-13 1.3618e-06 9.9946e-01 5.3575e-04 2.5284e-11 3.9943e-24
1.6065e+03 1.1023e-21 9.4450e-14 9.6862e-07 9.9752e-01 2.4791e-03 8.2471e-10 1.4059e-21
1.7047e+03 5.5327e-22 5.8509e-14 7.2655e-07 9.9036e-01 9.6409e-03 1.8312e-08 2.6112e-19
1.8088e+03 2.8173e-22 3.6460e-14 5.4518e-07 9.6278e-01 3.7218e-02 4.1266e-07 5.0695e-17
1.9193e+03 1.2709e-22 2.0430e-14 3.7504e-07 8.5917e-01 1.4082e-01 9.9048e-06 1.1584e-14
2.0365e+03 4.0754e-23 8.3249e-15 1.9322e-07 5.7769e-01 4.2211e-01 1.9993e-04 2.3841e-12
2.1609e+03 7.3815e-24 1.9740e-15 6.0165e-08 2.3749e-01 7.6016e-01 2.3467e-03 2.7175e-10
2.2929e+03 9.2514e-25 3.2922e-16 1.3492e-08 7.0354e-02 9.1316e-01 1.6490e-02 1.6129e-08
2.4330e+03 1.0601e-25 4.9271e-17 2.6835e-09 1.7905e-02 8.9364e-01 8.8454e-02 6.7674e-07
2.5816e+03 1.2146e-26 7.1141e-18 4.9920e-10 4.0739e-03 6.8293e-01 3.1298e-01 1.5303e-05
2.7393e+03 1.4338e-27 1.0219e-18 8.9223e-11 8.5864e-04 3.8580e-01 6.1321e-01 1.3474e-04
2.9067e+03 2.4691e-28 2.0627e-19 2.1467e-11 2.3627e-04 2.1066e-01 7.8861e-01 4.8500e-04
3.0842e+03 8.1471e-29 7.7825e-20 9.3322e-12 1.1614e-04 1.4798e-01 8.5104e-01 8.6495e-04
3.2726e+03 6.4577e-29 6.7929e-20 8.9355e-12 1.2315e-04 1.5457e-01 8.4452e-01 7.8623e-04
3.4725e+03 1.0737e-28 1.1936e-19 1.6388e-11 2.4307e-04 2.2151e-01 7.7783e-01 4.1155e-04
3.6846e+03 4.4609e-28 4.9701e-19 6.6856e-11 1.0267e-03 4.3777e-01 5.6112e-01 8.4412e-05
3.9097e+03 3.3776e-27 3.5981e-18 4.4938e-10 6.8684e-03 8.0469e-01 1.8844e-01 3.4377e-06
4.1484e+03 1.8354e-26 1.7689e-17 1.9621e-09 2.7727e-02 9.2958e-01 4.2691e-02 1.0455e-07
4.4019e+03 4.3964e-26 3.8421e-17 3.8443e-09 4.9490e-02 9.3007e-01 2.0440e-02 2.0443e-08
4.6708e+03 3.8737e-26 3.4758e-17 3.5715e-09 4.7199e-02 9.3116e-01 2.1640e-02 2.3055e-08
4.9561e+03 1.9183e-26 1.9865e-17 2.3587e-09 3.5937e-02 9.3418e-01 2.9881e-02 4.5773e-08
5.2588e+03 9.3447e-27 1.1233e-17 1.5503e-09 2.7388e-02 9.3201e-01 4.0600e-02 8.8124e-08
5.5800e+03 5.7277e-27 7.5756e-18 1.1517e-09 2.2364e-02 9.2680e-01 5.0834e-02 1.4365e-07
5.9209e+03 5.0207e-27 7.0392e-18 1.1332e-09 2.3349e-02 9.2927e-01 4.7385e-02 1.2050e-07
6.2825e+03 5.9368e-27 8.5974e-18 1.4253e-09 3.0406e-02 9.3602e-01 3.3569e-02 5.4581e-08
6.6663e+03 8.2236e-27 1.1938e-17 1.9782e-09 4.2372e-02 9.3605e-01 2.1583e-02 2.0206e-08
7.0735e+03 1.4272e-26 2.0299e-17 3.2862e-09 6.8965e-02 9.2011e-01 1.0928e-02 4.4920e-09
7.5056e+03 3.4001e-26 4.6672e-17 7.2789e-09 1.4656e-01 8.5007e-01 3.3763e-03 3.5670e-10
7.9641e+03 9.5280e-26 1.2147e-16 1.7635e-08 3.2429e-01 6.7500e-01 7.0376e-04 1.4255e-11
8.4505e+03 2.6067e-25 2.9426e-16 3.8107e-08 6.0237e-01 3.9754e-01 9.3791e-05 3.0614e-13
8.9668e+03 6.6983e-25 6.3773e-16 7.0902e-08 8.8729e-01 1.1271e-01 3.1541e-06 7.4914e-16
9.5145e+03 1.7259e-24 1.2822e-15 1.1519e-07 9.8808e-01 1.1920e-02 1.5938e-08 9.0146e-20
1.0096e+04 6.6013e-24 3.3616e-15 2.1802e-07 9.9956e-01 4.4420e-04 8.4954e-12 2.6193e-25
1.0712e+04 4.6279e-23 1.4360e-14 5.9166e-07 1.0000e+00 3.2575e-06 1.1153e-16 1.4432e-33
1.1367e+04 8.6189e-22 1.4728e-13 2.9578e-06 1.0000e+00 1.8437e-09 4.1955e-24 0.0000e+00
1.2062e+04 4.9090e-20 4.8445e-12 3.0330e-05 9.9997e-01 5.6313e-14 2.0063e-34 0.0000e+00
1.2794e+04 9.5532e-18 6.8753e-10 7.3695e-04 9.9926e-01 3.4431e-20 0.0000e+00 0.0000e+00
1.3528e+04 4.8588e-15 2.7122e-07 3.0328e-02 9.6967e-01 2.7177e-27 0.0000e+00 0.0000e+00
1.4194e+04 1.2285e-12 6.0323e-05 6.1095e-01 3.8899e-01 3.2150e-35 0.0000e+00 0.0000e+00
1.4758e+04 1.2685e-11 5.3068e-04 9.5985e-01 3.9617e-02 2.1028e-41 0.0000e+00 0.0000e+00
1.5240e+04 6.4870e-11 2.0691e-03 9.9247e-01 5.4634e-03 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 4.4966e-10 8.9178e-03 9.9042e-01 6.5921e-04 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 6.0736e-09 5.7254e-02 9.4270e-01 4.2706e-05 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 6.2858e-08 3.1313e-01 6.8687e-01 1.6194e-06 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 2.4929e-07 7.4247e-01 2.5753e-01 3.8019e-08 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 4.9797e-07 9.5010e-01 4.9901e-02 4.0129e-10 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 6.7600e-07 9.8737e-01 1.2630e-02 1.0871e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 9.2644e-07 9.9709e-01 2.9093e-03 2.4440e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.1318e-06 9.9907e-01 9.3312e-04 1.2647e-14 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.3726e-06 9.9973e-01 2.6790e-04 4.8107e-16 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.5429e-06 9.9990e-01 1.0210e-04 3.7501e-17 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.7785e-06 9.9997e-01 3.2690e-05 1.8458e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 2.2887e-06 9.9999e-01 6.2391e-06 2.3865e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 4.2201e-06 1.0000e+00 3.4826e-07 1.3819e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 8.0713e-06 9.9999e-01 2.4340e-08 1.5160e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.6242e-05 9.9998e-01 1.3686e-09 9.4804e-30 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 2.7074e-05 9.9997e-01 1.2407e-10 1.9068e-32 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 3.3242e-05 9.9997e-01 3.1644e-11 5.2202e-34 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 5.2045e-05 9.9995e-01 4.4193e-12 3.2754e-36 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 7.4023e-05 9.9993e-01 7.5222e-13 3.2917e-38 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 8.6646e-05 9.9991e-01 2.2506e-13 1.3459e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.0681e-04 9.9989e-01 5.9223e-14 4.0192e-41 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.6400e-04 9.9984e-01 7.6328e-15 1.9898e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.3541e-04 9.9986e-01 7.1480e-15 1.4433e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.2998e-04 9.9987e-01 3.3488e-15 1.6816e-44 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.2415e-04 9.9988e-01 1.1254e-15 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.0129e-04 9.9990e-01 3.4785e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 5.5019e-05 9.9994e-01 1.4258e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 3.6616e-05 9.9996e-01 1.2851e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.9424e-05 9.9998e-01 2.6099e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 7.7166e-06 9.9999e-01 5.2324e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.3935e-05 9.9999e-01 2.3529e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 8.8859e-07 1.0000e+00 1.2994e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 7.9227e-06 9.9999e-01 3.2850e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.6018e-06 1.0000e+00 2.2667e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 2.4529e-05 9.9998e-01 1.3468e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 7.6746e-06 9.9999e-01 2.5070e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.5440e-06 1.0000e+00 1.7202e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.6908e-06 1.0000e+00 5.7643e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.2987e-06 1.0000e+00 5.9747e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.7804e-05 9.9998e-01 5.8450e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 2.1255e-18 1.5952e-06 6.5890e-01 3.4109e-01 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 3.3697e-06 1.0000e+00 2.9429e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 3.8063e-06 1.0000e+00 9.2176e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.6575e-05 9.9998e-01 3.1541e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 4.2251e-05 9.9996e-01 5.6011e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.4887e-05 9.9999e-01 9.7325e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 2.2837e-05 9.9998e-01 1.0513e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 3.5192e-08 1.0000e+00 5.6484e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 4.2801e-06 1.0000e+00 7.4417e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 6.6030e-08 1.0000e+00 2.4601e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.6570e-19 1.5371e-06 8.6801e-01 1.3199e-01 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.6967e-08 1.0000e+00 2.0978e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 7.6887e-11 9.9982e-01 1.8261e-04 1.1994e-19 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.6150e-05 9.9998e-01 4.5888e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 8.4728e-05 9.9992e-01 5.9991e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.5013e-05 9.9998e-01 2.8554e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 3.7090e-07 1.0000e+00 4.2301e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 1.2869e-07 1.0000e+00 9.9653e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 9.6372e-08 1.0000e+00 2.3726e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 9.5309e-08 1.0000e+00 2.3421e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.3421e-08 1.0000e+00 1.1002e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 5.3309e-09 1.0000e+00 4.7772e-12 4.2319e-39 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 2.8510e-09 1.0000e+00 1.0177e-11 2.1177e-38 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.9047
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.4010e+02 1.3822e-23 1.2228e-14 1.0685e-06 1.0000e+00 2.4409e-10 2.4060e-26 0.0000e+00
8.8623e+02 1.1914e-18 1.7379e-11 3.0607e-05 9.9997e-01 3.3824e-10 1.7864e-25 0.0000e+00
9.0614e+02 6.6883e-20 1.8870e-12 7.0658e-06 9.9999e-01 1.5749e-07 2.1357e-19 8.9070e-38
9.4442e+02 2.4524e-20 8.9115e-13 4.2786e-06 9.9999e-01 1.4527e-06 3.3882e-17 4.6257e-34
9.9911e+02 2.1443e-20 8.0651e-13 4.0001e-06 9.9999e-01 1.9816e-06 6.8823e-17 1.5316e-33
1.0608e+03 2.1217e-20 8.0027e-13 3.9798e-06 9.9999e-01 2.0253e-06 7.2327e-17 1.6654e-33
1.1257e+03 2.1078e-20 7.9615e-13 3.9642e-06 9.9999e-01 2.0722e-06 7.6236e-17 1.8212e-33
1.1944e+03 2.0692e-20 7.8494e-13 3.9236e-06 9.9999e-01 2.1900e-06 8.6543e-17 2.2581e-33
1.2673e+03 1.9417e-20 7.4769e-13 3.7884e-06 9.9999e-01 2.6395e-06 1.3279e-16 4.6661e-33
1.3448e+03 1.3584e-20 5.7204e-13 3.1417e-06 9.9999e-01 6.8364e-06 1.1728e-15 1.8652e-31
1.4269e+03 6.2709e-21 3.2413e-13 2.1306e-06 9.9995e-01 4.9240e-05 1.0734e-13 3.8827e-28
1.5140e+03 2.4872e-21 1.6769e-13 1.3939e-06 9.9962e-01 3.7670e-04 1.1129e-11 9.7791e-25
1.6065e+03 1.1010e-21 9.4938e-14 9.8564e-07 9.9822e-01 1.7799e-03 3.8052e-10 3.7275e-22
1.7047e+03 5.4751e-22 5.8410e-14 7.3545e-07 9.9295e-01 7.0448e-03 8.7696e-09 7.3600e-20
1.8088e+03 2.7639e-22 3.6230e-14 5.5081e-07 9.7204e-01 2.7961e-02 2.0853e-07 1.5561e-17
1.9193e+03 1.2684e-22 2.0684e-14 3.8605e-07 8.8938e-01 1.1062e-01 5.3670e-06 3.9337e-15
2.0365e+03 4.3631e-23 9.0244e-15 2.1218e-07 6.3959e-01 3.6029e-01 1.2029e-04 9.2394e-13
2.1609e+03 8.5575e-24 2.3160e-15 7.1339e-08 2.8487e-01 7.1355e-01 1.5840e-03 1.2117e-10
2.2929e+03 1.0941e-24 3.9542e-16 1.6409e-08 8.7147e-02 9.0089e-01 1.1962e-02 7.9413e-09
2.4330e+03 1.2515e-25 5.9353e-17 3.2842e-09 2.2482e-02 9.0980e-01 6.7715e-02 3.6118e-07
2.5816e+03 1.4917e-26 8.9200e-18 6.3561e-10 5.3355e-03 7.3600e-01 2.5866e-01 9.0344e-06
2.7393e+03 1.8767e-27 1.3655e-18 1.2095e-10 1.1988e-03 4.4715e-01 5.5156e-01 8.7887e-05
2.9067e+03 3.2987e-28 2.8179e-19 2.9794e-11 3.3854e-04 2.5328e-01 7.4604e-01 3.3837e-04
3.0842e+03 1.1014e-28 1.0763e-19 1.3113e-11 1.6861e-04 1.8055e-01 8.1867e-01 6.1515e-04
3.2726e+03 8.6641e-29 9.3263e-20 1.2472e-11 1.7758e-04 1.8778e-01 8.1148e-01 5.6066e-04
3.4725e+03 1.4462e-28 1.6424e-19 2.2889e-11 3.4998e-04 2.6656e-01 7.3281e-01 2.8422e-04
3.6846e+03 5.8290e-28 6.6208e-19 9.0283e-11 1.4246e-03 5.0201e-01 4.9651e-01 5.3796e-05
3.9097e+03 4.1137e-27 4.4641e-18 5.6550e-10 8.8526e-03 8.4239e-01 1.4875e-01 1.8994e-06
4.1484e+03 2.2079e-26 2.1622e-17 2.4301e-09 3.4988e-02 9.3353e-01 3.1485e-02 5.2245e-08
4.4019e+03 5.3165e-26 4.7102e-17 4.7672e-09 6.2299e-02 9.2298e-01 1.4722e-02 9.8354e-09
4.6708e+03 4.7355e-26 4.3030e-17 4.4673e-09 5.9873e-02 9.2467e-01 1.5457e-02 1.0880e-08
4.9561e+03 2.3208e-26 2.4393e-17 2.9328e-09 4.5436e-02 9.3286e-01 2.1701e-02 2.2257e-08
5.2588e+03 1.1373e-26 1.3884e-17 1.9408e-09 3.4896e-02 9.3557e-01 2.9537e-02 4.2734e-08
5.5800e+03 6.9355e-27 9.3291e-18 1.4385e-09 2.8475e-02 9.3417e-01 3.7354e-02 7.0856e-08
