#NTIMES: 49
#TIMES[d]: 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
27637.54 1.0636e+04 4.2250e-20 3.1863e+03 1.5200e+03
28986.97 1.2186e+04 2.8436e-20 2.3066e+03 1.0898e+03
#TIME: 213.89
#NVEL 78
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
1060.83 4.1201e+03 3.8458e-16 4.7458e+06 2.9041e+06
1919.29 4.0242e+03 3.9390e-16 5.9237e+06 3.7495e+06
2581.60 4.3888e+03 3.2381e-16 6.0338e+06 3.3599e+06
3084.17 5.0381e+03 2.7110e-16 5.8086e+06 2.8896e+06
3472.46 5.5505e+03 2.0570e-16 4.9065e+06 2.2755e+06
3909.64 5.9839e+03 1.3259e-16 3.4991e+06 1.6171e+06
4148.46 5.9509e+03 1.1228e-16 3.0129e+06 1.4612e+06
4670.75 5.8680e+03 1.0777e-16 2.8952e+06 1.4419e+06
4956.05 6.1293e+03 9.8062e-17 2.6884e+06 1.2467e+06
5258.79 6.5277e+03 8.8885e-17 2.5327e+06 1.0616e+06
5580.02 6.9010e+03 8.4148e-17 2.4432e+06 9.5659e+05
5920.87 7.2165e+03 7.8802e-17 2.3074e+06 8.6984e+05
6282.54 7.4794e+03 7.2547e-17 2.1440e+06 7.9066e+05
6666.30 7.5572e+03 6.7871e-17 2.0194e+06 7.3901e+05
7073.50 7.5621e+03 6.2724e-17 1.8779e+06 6.8859e+05
7505.58 7.6348e+03 5.4862e-17 1.6738e+06 6.1279e+05
7964.05 7.5060e+03 4.7941e-17 1.4835e+06 5.5077e+05
8450.53 7.1058e+03 4.3213e-17 1.3446e+06 5.1783e+05
8966.72 6.6760e+03 3.7893e-17 1.1857e+06 4.8112e+05
9514.44 6.2321e+03 3.2133e-17 1.0004e+06 4.3876e+05
10095.62 5.7601e+03 2.7327e-17 8.3310e+05 4.0547e+05
10712.30 5.3600e+03 2.2386e-17 6.6603e+05 3.6115e+05
11366.65 5.0799e+03 1.7131e-17 4.9892e+05 2.9710e+05
12061.10 4.9232e+03 1.2241e-17 3.5607e+05 2.2368e+05
12793.43 4.7900e+03 9.0138e-18 2.6331e+05 1.7027e+05
13528.61 4.7836e+03 6.8164e-18 2.0015e+05 1.3200e+05
14194.74 4.7691e+03 5.0895e-18 1.5578e+05 1.0143e+05
14757.77 4.7334e+03 3.8955e-18 1.2542e+05 8.0849e+04
15240.48 4.6747e+03 3.7650e-18 1.2473e+05 8.3859e+04
15646.99 4.5384e+03 4.4909e-18 1.5338e+05 1.1017e+05
15960.30 4.5413e+03 6.2537e-18 2.1376e+05 1.6727e+05
16187.41 4.7578e+03 6.8585e-18 2.3824e+05 1.9436e+05
16354.17 4.8189e+03 6.7306e-18 2.4100e+05 1.9699e+05
16484.18 4.9277e+03 5.9182e-18 2.1800e+05 1.7626e+05
16593.12 5.1222e+03 4.9208e-18 1.9023e+05 1.4808e+05
16691.99 5.1802e+03 4.2343e-18 1.6706e+05 1.2842e+05
16788.59 5.1043e+03 3.7826e-18 1.5672e+05 1.1553e+05
16888.37 5.4837e+03 3.4231e-18 1.3933e+05 1.0528e+05
16998.79 5.5169e+03 3.0812e-18 1.2628e+05 9.5443e+04
17146.37 5.6416e+03 2.7308e-18 1.1518e+05 8.5203e+04
17415.23 5.6165e+03 2.2410e-18 9.9307e+04 7.0445e+04
17888.12 5.7339e+03 1.6045e-18 7.4801e+04 5.0893e+04
18532.37 5.7300e+03 1.2122e-18 5.9183e+04 3.8655e+04
19260.76 5.7498e+03 8.9442e-19 4.5354e+04 2.8591e+04
20034.10 6.0354e+03 6.2548e-19 3.2984e+04 2.0013e+04
20838.00 6.0640e+03 4.4438e-19 2.5502e+04 1.4224e+04
21647.97 6.3693e+03 3.3805e-19 1.9596e+04 1.0832e+04
22447.94 6.6462e+03 2.4302e-19 1.4386e+04 7.8017e+03
23245.88 7.0018e+03 1.7164e-19 1.0684e+04 5.5304e+03
24052.47 7.6242e+03 1.2577e-19 8.3175e+03 4.0810e+03
