#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8 cr9
4.8516e+04 2.9002e-06 1.0000e+00 6.7825e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 2.5270e-06 1.0000e+00 5.5797e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.5048e-06 1.0000e+00 1.1513e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 1.9102e-06 1.0000e+00 3.8652e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.8780e-06 1.0000e+00 2.4030e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.4142e-06 1.0000e+00 2.8512e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.3365e-06 1.0000e+00 1.9691e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.1221e-06 1.0000e+00 1.8180e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 7.8381e-07 1.0000e+00 2.6377e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 7.9694e-07 1.0000e+00 1.5726e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 5.0639e-07 1.0000e+00 2.9580e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 3.5910e-07 1.0000e+00 4.3646e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 3.3710e-07 1.0000e+00 3.3672e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 2.7858e-07 1.0000e+00 3.6496e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.2398e-07 1.0000e+00 1.8505e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.9277e-07 1.0000e+00 4.6539e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 3.1032e-07 1.0000e+00 1.1395e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 2.7231e-07 1.0000e+00 1.2605e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 2.4501e-07 1.0000e+00 1.3683e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 2.6056e-07 1.0000e+00 1.0951e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 2.6948e-07 1.0000e+00 9.8692e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 2.5475e-07 1.0000e+00 1.0943e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 2.1422e-07 1.0000e+00 1.7811e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.8086e-07 1.0000e+00 2.1172e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 7.4247e-08 1.0000e+00 5.0715e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 44.6230
#NVEL: 115
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8 cr9
4.4010e+02 1.9715e-14 1.2234e-04 9.9988e-01 8.2553e-07 3.3984e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.8623e+02 8.0864e-10 3.3004e-02 9.6700e-01 1.0617e-09 1.7640e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.0614e+02 9.7337e-10 3.7565e-02 9.6244e-01 8.1370e-10 8.9308e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.4442e+02 9.8213e-10 3.7800e-02 9.6220e-01 8.0330e-10 8.6419e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9911e+02 9.5895e-10 3.7177e-02 9.6282e-01 8.3128e-10 9.4321e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0608e+03 9.5212e-10 3.6999e-02 9.6300e-01 8.3915e-10 9.6592e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1257e+03 9.2348e-10 3.6201e-02 9.6380e-01 8.7871e-10 1.0875e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1944e+03 8.8294e-10 3.5057e-02 9.6494e-01 9.4045e-10 1.2953e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2673e+03 9.5279e-10 3.6874e-02 9.6313e-01 8.5266e-10 1.0121e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3448e+03 9.7401e-10 3.7199e-02 9.6280e-01 8.5039e-10 1.0153e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4269e+03 9.9008e-10 3.7274e-02 9.6273e-01 8.6560e-10 1.0776e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5140e+03 1.0330e-09 3.8405e-02 9.6160e-01 8.1330e-10 9.1847e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6065e+03 9.5503e-10 3.6772e-02 9.6323e-01 8.6638e-10 1.0613e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7047e+03 9.2409e-10 3.6141e-02 9.6386e-01 8.8609e-10 1.1145e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8088e+03 9.8983e-10 3.8056e-02 9.6194e-01 7.8981e-10 8.2598e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9193e+03 9.8872e-10 3.8295e-02 9.6170e-01 7.6695e-10 7.5809e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0365e+03 1.0592e-09 4.0482e-02 9.5952e-01 6.7177e-10 5.3423e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1609e+03 1.0226e-09 4.0012e-02 9.5999e-01 6.6797e-10 5.1638e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2929e+03 9.9117e-10 4.0136e-02 9.5986e-01 6.2634e-10 4.2190e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4330e+03 9.3875e-10 3.9638e-02 9.6036e-01 6.0581e-10 3.7282e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5816e+03 9.7343e-10 4.1434e-02 9.5857e-01 5.2875e-10 2.5589e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7393e+03 1.1369e-09 4.6898e-02 9.5310e-01 3.9385e-10 1.1782e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9067e+03 1.3457e-09 5.3866e-02 9.4613e-01 2.8012e-10 4.7878e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0842e+03 1.6352e-09 6.4053e-02 9.3595e-01 1.7729e-10 1.4117e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2726e+03 1.9189e-09 7.5290e-02 9.2471e-01 1.1095e-10 3.9752e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4725e+03 2.3776e-09 9.2444e-02 9.0756e-01 6.1589e-11 8.2105e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6846e+03 2.7560e-09 1.0922e-01 8.9078e-01 3.6157e-11 1.9365e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9097e+03 2.9170e-09 1.2293e-01 8.7707e-01 2.2783e-11 5.3449e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1484e+03 3.3829e-09 1.4213e-01 8.5787e-01 1.4499e-11 1.6092e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4019e+03 5.1622e-09 1.8919e-01 8.1081e-01 7.0095e-12 2.6712e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6708e+03 8.3235e-09 2.6362e-01 7.3638e-01 2.6489e-12 2.4336e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9561e+03 1.2156e-08 3.5424e-01 6.4576e-01 8.7956e-13 1.5765e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2588e+03 1.8128e-08 4.7534e-01 5.2466e-01 2.3153e-13 6.2700e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5800e+03 2.9802e-08 6.3683e-01 3.6317e-01 4.0458e-14 1.1533e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9209e+03 4.6715e-08 7.8292e-01 2.1708e-01 5.5652e-15 1.4013e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2825e+03 6.4548e-08 8.7239e-01 1.2761e-01 8.9138e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6663e+03 9.3963e-08 9.3821e-01 6.1788e-02 9.0123e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0735e+03 1.3812e-07 9.7392e-01 2.6078e-02 6.5931e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.5056e+03 2.0306e-07 9.9032e-01 9.6776e-03 3.3423e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.9641e+03 3.1855e-07 9.9698e-01 3.0202e-03 1.0624e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.4505e+03 5.8442e-07 9.9932e-01 6.7817e-04 1.3760e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.9668e+03 1.0856e-06 9.9986e-01 1.4195e-04 1.4387e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.5145e+03 1.8824e-06 9.9996e-01 3.3359e-05 2.0520e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0096e+04 3.5670e-06 9.9999e-01 6.3593e-06 1.6157e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0712e+04 6.1069e-06 9.9999e-01 1.4482e-06 2.0459e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 1.0135e-05 9.9999e-01 3.0937e-07 1.9852e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 1.5734e-05 9.9998e-01 6.7259e-08 1.8612e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 2.4019e-05 9.9998e-01 1.5488e-08 2.0862e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 3.8848e-05 9.9996e-01 3.1774e-09 1.7078e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 5.7934e-05 9.9994e-01 7.7767e-10 2.2960e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 7.6294e-05 9.9992e-01 2.6110e-10 7.7268e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.0428e-04 9.9990e-01 1.0557e-10 5.2549e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 1.4776e-04 9.9985e-01 4.9289e-11 6.1657e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 2.2301e-04 9.9978e-01 2.3780e-11 8.4078e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 3.1093e-04 9.9969e-01 1.0177e-11 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 3.7420e-04 9.9963e-01 5.6320e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 4.6220e-04 9.9954e-01 2.5872e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 4.9775e-04 9.9950e-01 1.5637e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 5.3340e-04 9.9947e-01 1.0359e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 6.1159e-04 9.9939e-01 5.8901e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 6.6996e-04 9.9933e-01 3.8623e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 7.5936e-04 9.9924e-01 2.2965e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 9.0266e-04 9.9910e-01 1.1497e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.0835e-03 9.9892e-01 4.9586e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 1.2386e-03 9.9876e-01 2.0074e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 1.1721e-03 9.9883e-01 1.5273e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.1090e-03 9.9889e-01 1.1219e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 9.7015e-04 9.9903e-01 9.5073e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 1.0010e-03 9.9900e-01 5.2580e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 1.0112e-03 9.9899e-01 3.4664e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 9.4792e-04 9.9905e-01 2.6650e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 7.6447e-04 9.9924e-01 3.0299e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 6.8603e-04 9.9931e-01 2.6430e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 6.3952e-04 9.9936e-01 2.1021e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 6.0657e-04 9.9939e-01 1.5208e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 5.0988e-04 9.9949e-01 1.3126e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 4.6340e-04 9.9954e-01 7.2491e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 3.3402e-04 9.9967e-01 4.8056e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.6725e-04 9.9983e-01 3.9213e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 7.6003e-05 9.9992e-01 2.2062e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.5827e-05 9.9998e-01 8.6246e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.1154e-05 9.9999e-01 4.5203e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.1059e-05 9.9999e-01 2.0405e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 8.6672e-06 9.9999e-01 2.2158e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 9.3063e-06 9.9999e-01 1.1522e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 9.4844e-06 9.9999e-01 6.1933e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 8.0852e-06 9.9999e-01 4.9275e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 6.7003e-06 9.9999e-01 4.2301e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 6.3636e-06 9.9999e-01 2.7330e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 4.8527e-06 1.0000e+00 3.0520e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 4.3508e-06 1.0000e+00 2.3311e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 3.8331e-06 1.0000e+00 1.8680e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 2.5900e-06 1.0000e+00 2.8435e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 3.1545e-06 1.0000e+00 1.0553e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.7698e-06 1.0000e+00 2.5273e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.9172e-06 1.0000e+00 1.2516e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 2.0511e-06 1.0000e+00 6.4172e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.5166e-06 1.0000e+00 8.0401e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.1647e-06 1.0000e+00 9.2885e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.3768e-06 1.0000e+00 3.8580e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 8.6796e-07 1.0000e+00 7.3872e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 7.2312e-07 1.0000e+00 7.3888e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 5.3005e-07 1.0000e+00 1.0332e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 2.0798e-07 1.0000e+00 6.7457e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.6330e-07 1.0000e+00 8.5942e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 4.2654e-07 1.0000e+00 6.2618e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 6.1134e-07 1.0000e+00 2.0390e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 5.3625e-07 1.0000e+00 2.2566e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 5.3887e-07 1.0000e+00 1.8783e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 6.3458e-07 1.0000e+00 1.1777e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 5.9997e-07 1.0000e+00 1.3167e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 6.0057e-07 1.0000e+00 1.2723e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 5.5853e-07 1.0000e+00 1.6235e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 4.6399e-07 1.0000e+00 2.0038e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.8923e-07 1.0000e+00 4.8118e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 45.6171
#NVEL: 115
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8 cr9
4.4010e+02 3.1511e-14 1.7341e-04 9.9983e-01 4.0045e-07 5.0996e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.8623e+02 1.3836e-09 4.9241e-02 9.5076e-01 4.3645e-10 1.7518e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.0614e+02 1.4742e-09 5.1478e-02 9.4852e-01 3.9720e-10 1.3773e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.4442e+02 1.4446e-09 5.0753e-02 9.4925e-01 4.0930e-10 1.4867e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
