#NTIMES 50
#NSTAGES 4
#TIMES[d] 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
14757.77 2.7334e-03 5.8682e-01 3.7586e-01 3.4591e-02
15240.48 3.8644e-03 5.9983e-01 3.6248e-01 3.3826e-02
15646.99 3.1373e-03 6.9696e-01 2.8390e-01 1.5996e-02
15960.30 4.9798e-03 7.8345e-01 2.0409e-01 7.4726e-03
16187.41 5.8534e-03 8.0762e-01 1.8114e-01 5.3853e-03
16354.17 4.5082e-03 8.0932e-01 1.8097e-01 5.2035e-03
16484.18 2.5782e-03 8.1627e-01 1.7598e-01 5.1676e-03
16593.12 2.7263e-03 7.8064e-01 2.0999e-01 6.6447e-03
16691.99 2.8125e-03 7.2964e-01 2.5663e-01 1.0919e-02
16788.59 1.8792e-03 7.5863e-01 2.3058e-01 8.9052e-03
16888.37 3.7718e-03 7.3358e-01 2.4959e-01 1.3066e-02
16998.79 1.6898e-03 7.2595e-01 2.6025e-01 1.2116e-02
17146.37 1.5178e-03 7.0060e-01 2.8337e-01 1.4513e-02
17415.23 1.7922e-03 6.7722e-01 3.0247e-01 1.8516e-02
17888.12 9.2113e-04 5.9716e-01 3.7449e-01 2.7425e-02
18532.37 5.5772e-04 5.3580e-01 4.2899e-01 3.4646e-02
19260.76 3.2378e-04 4.0035e-01 5.4455e-01 5.4782e-02
20034.10 2.3000e-04 4.6220e-01 4.7784e-01 5.9727e-02
20838.00 2.3877e-04 2.6392e-01 6.5134e-01 8.4505e-02
21647.97 1.3993e-04 2.5611e-01 6.4342e-01 1.0033e-01
22447.94 7.9619e-05 1.5544e-01 7.1893e-01 1.2554e-01
23245.88 5.6177e-05 1.1394e-01 7.2206e-01 1.6394e-01
24052.47 2.7319e-05 5.0091e-02 7.4875e-01 2.0113e-01
24867.72 9.7540e-05 1.5953e-01 6.2691e-01 2.1347e-01
25698.86 7.3090e-05 9.9320e-02 6.1504e-01 2.8557e-01
26587.16 6.3510e-06 2.4825e-02 6.4660e-01 3.2857e-01
27637.54 1.6456e-05 3.9942e-02 6.2692e-01 3.3312e-01
28986.97 5.7595e-06 1.0707e-02 3.8250e-01 6.0679e-01
#TIME: 220.09
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.0528e-02 8.3864e-01 1.4746e-01 3.3753e-03
1919.29 8.6687e-03 8.5891e-01 1.2962e-01 2.7973e-03
2581.60 6.8699e-03 8.0858e-01 1.7952e-01 5.0290e-03
3084.17 4.7678e-03 7.1224e-01 2.7331e-01 9.6873e-03
3472.46 2.6953e-03 5.9670e-01 3.8368e-01 1.6928e-02
3909.64 1.4030e-03 4.6897e-01 5.0172e-01 2.7907e-02
4148.46 1.2933e-03 4.6156e-01 5.0707e-01 3.0078e-02
4670.75 1.5203e-03 4.9100e-01 4.7950e-01 2.7980e-02
4956.05 7.9327e-04 4.0991e-01 5.5418e-01 3.5117e-02
5258.79 3.7888e-04 3.1393e-01 6.3907e-01 4.6628e-02
5580.02 1.3600e-04 2.4807e-01 6.9680e-01 5.4997e-02
5920.87 5.4461e-05 1.9003e-01 7.4692e-01 6.2995e-02
6282.54 3.4089e-05 1.6438e-01 7.6463e-01 7.0956e-02
6666.30 2.9054e-05 1.4474e-01 7.8117e-01 7.4064e-02
7073.50 2.8387e-05 1.4926e-01 7.7406e-01 7.6653e-02
7505.58 2.5017e-05 1.4197e-01 7.7403e-01 8.3977e-02
7964.05 3.6335e-05 1.4972e-01 7.6657e-01 8.3674e-02
8450.53 6.9496e-05 1.9102e-01 7.2959e-01 7.9326e-02
8966.72 1.6209e-04 2.4235e-01 6.8902e-01 6.8473e-02
9514.44 3.5344e-04 3.0069e-01 6.3592e-01 6.3031e-02
10095.62 7.4888e-04 3.9039e-01 5.5676e-01 5.2103e-02
10712.30 1.1378e-03 4.5612e-01 4.9932e-01 4.3424e-02
11366.65 2.0821e-03 5.3369e-01 4.2750e-01 3.6727e-02
12061.10 2.3695e-03 5.6077e-01 4.0139e-01 3.5473e-02
12793.43 3.1871e-03 6.1417e-01 3.5227e-01 3.0371e-02
13528.61 4.0822e-03 6.0791e-01 3.5651e-01 3.1496e-02
14194.74 2.8590e-03 5.8118e-01 3.7951e-01 3.6450e-02
14757.77 2.3279e-03 5.9700e-01 3.6660e-01 3.4066e-02
15240.48 2.4012e-03 6.0743e-01 3.6192e-01 2.8251e-02
15646.99 3.5266e-03 7.1047e-01 2.7056e-01 1.5442e-02
15960.30 4.8510e-03 7.8847e-01 1.9940e-01 7.2729e-03
16187.41 5.6336e-03 8.2184e-01 1.6750e-01 5.0304e-03
16354.17 4.9952e-03 8.2066e-01 1.6899e-01 5.3456e-03
16484.18 5.1884e-03 8.0558e-01 1.8368e-01 5.5467e-03
16593.12 2.8412e-03 7.5668e-01 2.3121e-01 9.2757e-03
16691.99 3.5729e-03 7.7136e-01 2.1670e-01 8.3679e-03
16788.59 2.1039e-03 7.5605e-01 2.3252e-01 9.3310e-03
16888.37 2.9848e-03 7.3186e-01 2.5409e-01 1.1064e-02
16998.79 1.6830e-03 7.1252e-01 2.7459e-01 1.1208e-02
17146.37 1.7721e-03 6.7603e-01 3.0785e-01 1.4351e-02
17415.23 8.6475e-04 6.4887e-01 3.3171e-01 1.8558e-02
17888.12 6.8819e-04 6.0642e-01 3.6949e-01 2.3406e-02
18532.37 4.2428e-04 5.3035e-01 4.3518e-01 3.4048e-02
19260.76 4.6384e-04 4.7355e-01 4.8145e-01 4.4540e-02
20034.10 2.7833e-04 4.3805e-01 5.1013e-01 5.1548e-02
20838.00 2.0727e-04 3.5042e-01 5.7388e-01 7.5490e-02
21647.97 4.0207e-04 3.8486e-01 5.2950e-01 8.5232e-02
22447.94 1.3154e-04 3.2467e-01 5.5180e-01 1.2339e-01
23245.88 4.9957e-05 9.5745e-02 7.4949e-01 1.5472e-01
24052.47 6.5892e-05 1.3760e-01 6.6691e-01 1.9542e-01
24867.72 1.8810e-05 3.1054e-02 6.5367e-01 3.1525e-01
25698.86 4.9367e-05 8.3909e-02 4.6931e-01 4.4673e-01
26587.16 1.8049e-05 1.1614e-01 5.9687e-01 2.8697e-01
27637.54 2.2506e-05 5.6362e-02 5.9893e-01 3.4469e-01
28986.97 3.1686e-05 1.3992e-02 3.6404e-01 6.2193e-01
#TIME: 223.25
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.0105e-02 8.4683e-01 1.3999e-01 3.0674e-03
1919.29 9.6008e-03 8.5999e-01 1.2771e-01 2.6929e-03
2581.60 6.4473e-03 8.0698e-01 1.8153e-01 5.0379e-03
3084.17 4.5058e-03 7.0574e-01 2.7958e-01 1.0174e-02
3472.46 2.6215e-03 5.9274e-01 3.8769e-01 1.6948e-02
3909.64 1.3399e-03 4.6426e-01 5.0572e-01 2.8685e-02
4148.46 1.4143e-03 4.7928e-01 4.9071e-01 2.8593e-02
4670.75 1.5553e-03 5.0563e-01 4.6524e-01 2.7574e-02
4956.05 8.6522e-04 4.4776e-01 5.1692e-01 3.4448e-02
5258.79 4.0409e-04 3.2004e-01 6.3437e-01 4.5184e-02
5580.02 1.3288e-04 2.4226e-01 7.0306e-01 5.4551e-02
5920.87 5.3900e-05 1.8872e-01 7.4794e-01 6.3290e-02
6282.54 3.3115e-05 1.5680e-01 7.7206e-01 7.1103e-02
6666.30 3.0555e-05 1.5767e-01 7.6952e-01 7.2780e-02
7073.50 2.9027e-05 1.5506e-01 7.6917e-01 7.5738e-02
7505.58 2.7206e-05 1.4754e-01 7.7059e-01 8.1837e-02
7964.05 3.8876e-05 1.6216e-01 7.5398e-01 8.3816e-02
8450.53 7.6613e-05 1.9818e-01 7.2461e-01 7.7135e-02
8966.72 1.7093e-04 2.3952e-01 6.8792e-01 7.2391e-02
9514.44 3.8249e-04 3.0587e-01 6.3053e-01 6.3222e-02
10095.62 6.7919e-04 3.7979e-01 5.6525e-01 5.4279e-02
10712.30 1.2448e-03 4.5692e-01 4.9846e-01 4.3369e-02
11366.65 1.9671e-03 5.2030e-01 4.3991e-01 3.7816e-02
12061.10 2.6938e-03 5.6647e-01 3.9640e-01 3.4435e-02
12793.43 2.9780e-03 5.8582e-01 3.7880e-01 3.2402e-02
13528.61 2.7705e-03 5.8760e-01 3.7665e-01 3.2979e-02
14194.74 2.1616e-03 5.2433e-01 4.3231e-01 4.1195e-02
14757.77 4.2214e-03 5.7539e-01 3.8476e-01 3.5633e-02
15240.48 3.5196e-03 5.9220e-01 3.7519e-01 2.9086e-02
15646.99 3.2027e-03 7.0960e-01 2.7269e-01 1.4504e-02
15960.30 6.3819e-03 7.8638e-01 1.9984e-01 7.3982e-03
16187.41 4.4539e-03 8.2763e-01 1.6315e-01 4.7607e-03
16354.17 3.9856e-03 8.0132e-01 1.8979e-01 4.9026e-03
16484.18 3.9890e-03 8.1055e-01 1.8009e-01 5.3734e-03
16593.12 2.3903e-03 7.7817e-01 2.1191e-01 7.5369e-03
16691.99 2.0803e-03 8.0842e-01 1.8334e-01 6.1568e-03
16788.59 2.9577e-03 7.5021e-01 2.3417e-01 1.2668e-02
16888.37 1.4497e-03 7.1132e-01 2.7514e-01 1.2093e-02
16998.79 1.1769e-03 7.2028e-01 2.6427e-01 1.4276e-02
17146.37 1.8315e-03 6.9923e-01 2.8450e-01 1.4433e-02
17415.23 1.2373e-03 6.6583e-01 3.1537e-01 1.7559e-02
17888.12 7.2477e-04 6.0742e-01 3.6486e-01 2.6993e-02
18532.37 4.0196e-04 5.2938e-01 4.3002e-01 4.0196e-02
19260.76 3.1085e-04 4.7855e-01 4.7804e-01 4.3094e-02
20034.10 2.8941e-04 4.5089e-01 4.9250e-01 5.6323e-02
20838.00 4.8583e-04 4.0689e-01 5.0549e-01 8.7133e-02
21647.97 3.0397e-04 3.3642e-01 5.7643e-01 8.6847e-02
22447.94 4.5179e-04 3.4621e-01 5.4102e-01 1.1232e-01
23245.88 6.2817e-05 1.5929e-01 6.8331e-01 1.5734e-01
24052.47 8.5557e-05 1.5894e-01 6.0679e-01 2.3418e-01
24867.72 1.1202e-05 3.3970e-02 7.2870e-01 2.3732e-01
25698.86 1.3398e-04 1.1027e-01 6.2343e-01 2.6617e-01
26587.16 2.3813e-05 1.2481e-01 5.8844e-01 2.8673e-01
27637.54 1.2589e-05 4.6679e-02 6.2225e-01 3.3105e-01
28986.97 1.2019e-05 4.3088e-02 5.5837e-01 3.9853e-01
#TIME: 226.46
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 8.6524e-03 8.4964e-01 1.3856e-01 3.1458e-03
1919.29 9.3530e-03 8.6513e-01 1.2302e-01 2.5033e-03
2581.60 7.1368e-03 8.1931e-01 1.6906e-01 4.4961e-03
3084.17 4.6127e-03 7.1043e-01 2.7525e-01 9.7133e-03
3472.46 2.5566e-03 5.7664e-01 4.0323e-01 1.7577e-02
3909.64 1.5886e-03 4.7534e-01 4.9498e-01 2.8096e-02
4148.46 1.4840e-03 4.8238e-01 4.8797e-01 2.8171e-02
4670.75 1.5368e-03 5.0601e-01 4.6491e-01 2.7546e-02
4956.05 8.7488e-04 4.2833e-01 5.3593e-01 3.4870e-02
5258.79 4.0076e-04 3.2724e-01 6.2738e-01 4.4974e-02
5580.02 1.4291e-04 2.4371e-01 7.0226e-01 5.3889e-02
5920.87 6.1073e-05 1.9894e-01 7.3849e-01 6.2511e-02
6282.54 3.5188e-05 1.6095e-01 7.6863e-01 7.0387e-02
6666.30 3.2564e-05 1.5668e-01 7.7162e-01 7.1659e-02
7073.50 3.0590e-05 1.5698e-01 7.6617e-01 7.6822e-02
7505.58 2.7963e-05 1.3904e-01 7.7847e-01 8.2459e-02
7964.05 3.9117e-05 1.6692e-01 7.5181e-01 8.1237e-02
8450.53 7.5450e-05 1.9611e-01 7.2784e-01 7.5980e-02
8966.72 1.7253e-04 2.4533e-01 6.8503e-01 6.9467e-02
9514.44 3.6442e-04 3.0188e-01 6.3439e-01 6.3364e-02
10095.62 7.5409e-04 3.8705e-01 5.6023e-01 5.1962e-02
10712.30 1.1707e-03 4.8147e-01 4.7489e-01 4.2475e-02
11366.65 2.2175e-03 5.3563e-01 4.2636e-01 3.5798e-02
12061.10 2.7550e-03 5.6439e-01 3.9904e-01 3.3821e-02
12793.43 2.6751e-03 5.9341e-01 3.7247e-01 3.1447e-02
13528.61 3.7619e-03 5.9506e-01 3.6922e-01 3.1956e-02
14194.74 3.2455e-03 5.5938e-01 4.0160e-01 3.5766e-02
14757.77 3.0857e-03 5.5413e-01 4.0611e-01 3.6674e-02
15240.48 4.1760e-03 6.0636e-01 3.5852e-01 3.0951e-02
15646.99 4.9028e-03 7.1887e-01 2.6159e-01 1.4642e-02
15960.30 4.6190e-03 7.8679e-01 2.0141e-01 7.1788e-03
16187.41 4.8201e-03 8.2348e-01 1.6682e-01 4.8875e-03
16354.17 5.1980e-03 8.1942e-01 1.7040e-01 4.9788e-03
16484.18 3.7085e-03 8.1928e-01 1.7162e-01 5.3902e-03
16593.12 2.0633e-03 8.0046e-01 1.9102e-01 6.4534e-03
16691.99 3.0948e-03 7.9763e-01 1.9202e-01 7.2634e-03
16788.59 2.7426e-03 7.6379e-01 2.2374e-01 9.7246e-03
16888.37 1.1915e-03 7.4076e-01 2.4614e-01 1.1901e-02
16998.79 1.8048e-03 7.3326e-01 2.5362e-01 1.1315e-02
17146.37 2.5967e-03 6.9645e-01 2.8569e-01 1.5260e-02
17415.23 1.4710e-03 6.5724e-01 3.2360e-01 1.7687e-02
17888.12 6.2180e-04 5.7499e-01 4.0025e-01 2.4136e-02
18532.37 3.8642e-04 5.4253e-01 4.2382e-01 3.3260e-02
19260.76 2.9586e-04 5.1751e-01 4.3719e-01 4.5000e-02
20034.10 3.0171e-04 4.4182e-01 4.9311e-01 6.4767e-02
20838.00 2.1599e-04 3.7181e-01 5.4592e-01 8.2048e-02
21647.97 3.8677e-04 3.8355e-01 5.0725e-01 1.0881e-01
22447.94 4.0116e-04 3.3921e-01 5.4038e-01 1.2002e-01
23245.88 2.1408e-04 1.5938e-01 6.5398e-01 1.8643e-01
24052.47 1.5638e-04 2.5739e-01 5.6679e-01 1.7566e-01
24867.72 1.0451e-04 2.0014e-01 5.9047e-01 2.0929e-01
25698.86 8.8981e-06 2.3776e-02 5.9983e-01 3.7638e-01
26587.16 6.1979e-06 2.8620e-02 6.8045e-01 2.9092e-01
27637.54 3.3244e-06 1.5032e-02 6.5877e-01 3.2619e-01
28986.97 4.2232e-04 8.4158e-02 5.2403e-01 3.9139e-01
#TIME: 229.71
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 8.4514e-03 8.4759e-01 1.4078e-01 3.1860e-03
1919.29 6.6452e-03 8.3384e-01 1.5586e-01 3.6518e-03
2581.60 7.1985e-03 8.1610e-01 1.7191e-01 4.7904e-03
3084.17 4.4625e-03 7.1333e-01 2.7249e-01 9.7210e-03
3472.46 2.5556e-03 5.8961e-01 3.9056e-01 1.7276e-02
3909.64 1.3135e-03 4.7764e-01 4.9244e-01 2.8608e-02
4148.46 1.4673e-03 4.8872e-01 4.8172e-01 2.8090e-02
4670.75 1.5532e-03 4.9071e-01 4.7981e-01 2.7923e-02
4956.05 8.7552e-04 4.2813e-01 5.3756e-01 3.3429e-02
5258.79 3.8336e-04 3.1286e-01 6.4084e-01 4.5920e-02
5580.02 1.4605e-04 2.4260e-01 7.0084e-01 5.6419e-02
5920.87 6.1015e-05 1.9027e-01 7.4628e-01 6.3388e-02
6282.54 3.4579e-05 1.6051e-01 7.6737e-01 7.2083e-02
6666.30 3.3418e-05 1.5841e-01 7.6683e-01 7.4726e-02
7073.50 3.0327e-05 1.5482e-01 7.7036e-01 7.4788e-02
7505.58 2.9860e-05 1.4979e-01 7.6969e-01 8.0491e-02
7964.05 3.8445e-05 1.6002e-01 7.5854e-01 8.1398e-02
8450.53 7.2665e-05 1.8756e-01 7.3463e-01 7.7741e-02
8966.72 1.6408e-04 2.3414e-01 6.9605e-01 6.9648e-02
9514.44 3.8367e-04 3.0310e-01 6.3341e-01 6.3107e-02
10095.62 8.3708e-04 3.8704e-01 5.5834e-01 5.3781e-02
10712.30 1.3606e-03 4.7834e-01 4.7813e-01 4.2171e-02
11366.65 1.7101e-03 5.2744e-01 4.3423e-01 3.6628e-02
12061.10 2.3885e-03 5.5767e-01 4.0558e-01 3.4364e-02
12793.43 2.9951e-03 5.8473e-01 3.8009e-01 3.2189e-02
13528.61 3.1004e-03 5.8072e-01 3.8189e-01 3.4289e-02
14194.74 3.1270e-03 5.9448e-01 3.6646e-01 3.5942e-02
14757.77 2.9160e-03 5.3557e-01 4.2586e-01 3.5651e-02
15240.48 3.1970e-03 5.7129e-01 3.9515e-01 3.0371e-02
15646.99 2.9288e-03 6.9696e-01 2.8564e-01 1.4474e-02
15960.30 7.2538e-03 7.8996e-01 1.9583e-01 6.9572e-03
16187.41 5.5183e-03 8.0902e-01 1.8053e-01 4.9266e-03
16354.17 4.8868e-03 8.2208e-01 1.6823e-01 4.7991e-03
16484.18 3.6977e-03 8.0498e-01 1.8653e-01 4.7873e-03
16593.12 4.1020e-03 8.0598e-01 1.8330e-01 6.6232e-03
16691.99 3.8116e-03 7.5412e-01 2.3194e-01 1.0120e-02
16788.59 3.1813e-03 7.6657e-01 2.2063e-01 9.6204e-03
16888.37 1.7511e-03 7.5497e-01 2.3240e-01 1.0877e-02
16998.79 1.8662e-03 7.2225e-01 2.6261e-01 1.3275e-02
17146.37 2.2904e-03 7.1429e-01 2.6969e-01 1.3735e-02
17415.23 1.3337e-03 6.2781e-01 3.5062e-01 2.0231e-02
17888.12 7.9123e-04 5.8914e-01 3.8451e-01 2.5561e-02
18532.37 5.6706e-04 5.6665e-01 4.0046e-01 3.2326e-02
19260.76 3.8816e-04 4.9906e-01 4.4824e-01 5.2308e-02
20034.10 4.0784e-04 4.3808e-01 5.0441e-01 5.7098e-02
20838.00 2.3113e-04 3.6528e-01 5.5569e-01 7.8804e-02
21647.97 2.9489e-04 3.0496e-01 6.0262e-01 9.2117e-02
22447.94 4.1598e-04 3.1142e-01 5.7210e-01 1.1606e-01
23245.88 6.5321e-04 2.5006e-01 5.9873e-01 1.5055e-01
24052.47 2.7166e-04 2.4440e-01 5.7257e-01 1.8276e-01
24867.72 1.4553e-04 7.0505e-02 7.0003e-01 2.2932e-01
25698.86 3.4604e-05 5.6591e-02 6.7692e-01 2.6645e-01
26587.16 1.1996e-05 2.6322e-02 6.9485e-01 2.7882e-01
27637.54 1.3859e-04 1.3616e-01 5.5150e-01 3.1220e-01
28986.97 9.2928e-05 6.8355e-02 5.7057e-01 3.6098e-01
#TIME: 233.01
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.1668e-02 8.5128e-01 1.3411e-01 2.9433e-03
1919.29 4.9028e-02 8.0875e-01 1.3914e-01 3.0860e-03
2581.60 6.7234e-03 8.2033e-01 1.6833e-01 4.6235e-03
3084.17 5.0210e-03 7.1713e-01 2.6841e-01 9.4474e-03
3472.46 2.3747e-03 5.9894e-01 3.8206e-01 1.6630e-02
3909.64 1.4725e-03 4.6507e-01 5.0475e-01 2.8709e-02
4148.46 1.4107e-03 4.9663e-01 4.7389e-01 2.8072e-02
4670.75 1.5787e-03 5.1903e-01 4.5339e-01 2.5993e-02
4956.05 9.8575e-04 4.1656e-01 5.4710e-01 3.5355e-02
5258.79 3.7021e-04 3.2336e-01 6.3092e-01 4.5350e-02
5580.02 1.4750e-04 2.4460e-01 6.9979e-01 5.5464e-02
5920.87 6.5455e-05 2.0927e-01 7.2671e-01 6.3961e-02
6282.54 3.6667e-05 1.6402e-01 7.6515e-01 7.0790e-02
6666.30 3.2467e-05 1.5742e-01 7.6966e-01 7.2881e-02
7073.50 3.0799e-05 1.4925e-01 7.7445e-01 7.6272e-02
7505.58 3.1286e-05 1.5255e-01 7.6355e-01 8.3872e-02
7964.05 3.6063e-05 1.5117e-01 7.6531e-01 8.3479e-02
8450.53 7.1750e-05 1.8545e-01 7.3771e-01 7.6776e-02
8966.72 1.6814e-04 2.3994e-01 6.8773e-01 7.2159e-02
9514.44 3.8373e-04 3.0318e-01 6.3195e-01 6.4482e-02
10095.62 7.5069e-04 3.7836e-01 5.6689e-01 5.3999e-02
10712.30 1.3717e-03 4.7008e-01 4.8620e-01 4.2352e-02
11366.65 2.1164e-03 5.3281e-01 4.2804e-01 3.7027e-02
12061.10 2.4384e-03 5.7113e-01 3.9412e-01 3.2307e-02
12793.43 3.7619e-03 6.0133e-01 3.6374e-01 3.1168e-02
13528.61 3.5228e-03 6.0243e-01 3.6316e-01 3.0891e-02
14194.74 3.6868e-03 5.7661e-01 3.8092e-01 3.8782e-02
14757.77 2.8449e-03 5.2712e-01 4.3195e-01 3.8082e-02
15240.48 3.2590e-03 6.2494e-01 3.4547e-01 2.6328e-02
15646.99 4.7122e-03 7.0625e-01 2.7444e-01 1.4593e-02
15960.30 7.0917e-03 7.8394e-01 2.0206e-01 6.9036e-03
16187.41 7.2758e-03 8.1537e-01 1.7256e-01 4.7966e-03
16354.17 7.0751e-03 8.2977e-01 1.5887e-01 4.2827e-03
16484.18 3.1733e-03 8.1797e-01 1.7365e-01 5.2136e-03
16593.12 4.7702e-03 7.9344e-01 1.9532e-01 6.4701e-03
16691.99 2.3723e-03 7.4730e-01 2.4036e-01 9.9650e-03
16788.59 2.8514e-03 7.3990e-01 2.4778e-01 9.4688e-03
16888.37 1.8788e-03 7.2764e-01 2.5937e-01 1.1110e-02
16998.79 2.4565e-03 7.5005e-01 2.3606e-01 1.1438e-02
17146.37 3.3675e-03 7.2020e-01 2.6352e-01 1.2907e-02
17415.23 9.7884e-04 6.7543e-01 3.0365e-01 1.9942e-02
17888.12 7.8915e-04 6.6033e-01 3.1788e-01 2.1005e-02
18532.37 4.1040e-04 5.7649e-01 3.9143e-01 3.1666e-02
19260.76 4.1205e-04 5.0024e-01 4.5809e-01 4.1257e-02
20034.10 3.8191e-04 4.4307e-01 4.9969e-01 5.6867e-02
20838.00 4.0683e-04 4.0081e-01 5.2009e-01 7.8691e-02
21647.97 4.8084e-04 2.6756e-01 6.4046e-01 9.1503e-02
22447.94 2.3838e-04 2.4202e-01 6.2886e-01 1.2889e-01
23245.88 1.7446e-04 2.0203e-01 6.5120e-01 1.4659e-01
24052.47 1.7764e-04 1.4065e-01 6.4545e-01 2.1373e-01
24867.72 8.0171e-05 1.8627e-01 5.9604e-01 2.1761e-01
25698.86 9.8412e-06 3.8780e-02 5.5845e-01 4.0276e-01
26587.16 4.1950e-05 3.6841e-02 6.7053e-01 2.9259e-01
27637.54 2.7280e-05 2.3382e-02 6.4843e-01 3.2816e-01
28986.97 4.3973e-05 1.0104e-01 5.2729e-01 3.7162e-01
#TIME: 236.36
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.2183e-02 8.5716e-01 1.2795e-01 2.7072e-03
1919.29 1.9170e-02 8.4970e-01 1.2827e-01 2.8622e-03
2581.60 6.7436e-03 8.1800e-01 1.7059e-01 4.6614e-03
3084.17 4.9480e-03 7.1966e-01 2.6608e-01 9.3094e-03
3472.46 2.6571e-03 5.9801e-01 3.8275e-01 1.6578e-02
3909.64 1.4217e-03 4.7221e-01 4.9909e-01 2.7272e-02
4148.46 1.3287e-03 4.9560e-01 4.7610e-01 2.6976e-02
4670.75 1.5659e-03 5.1762e-01 4.5465e-01 2.6162e-02
4956.05 9.6875e-04 4.1187e-01 5.5331e-01 3.3858e-02
5258.79 4.3457e-04 3.3568e-01 6.1900e-01 4.4890e-02
5580.02 1.4577e-04 2.4285e-01 7.0102e-01 5.5992e-02
5920.87 6.3939e-05 1.9566e-01 7.4247e-01 6.1809e-02
6282.54 3.8944e-05 1.7306e-01 7.5667e-01 7.0236e-02
6666.30 3.3525e-05 1.5704e-01 7.6936e-01 7.3567e-02
7073.50 3.2594e-05 1.5766e-01 7.6499e-01 7.7315e-02
7505.58 2.7697e-05 1.3657e-01 7.8026e-01 8.3143e-02
7964.05 4.0353e-05 1.6474e-01 7.5316e-01 8.2060e-02
8450.53 7.3111e-05 1.8965e-01 7.3253e-01 7.7755e-02
8966.72 1.7030e-04 2.3703e-01 6.9136e-01 7.1434e-02
9514.44 3.6546e-04 3.0563e-01 6.3063e-01 6.3372e-02
10095.62 7.9923e-04 3.7277e-01 5.7217e-01 5.4266e-02
10712.30 1.3338e-03 4.6804e-01 4.8697e-01 4.3650e-02
11366.65 2.1711e-03 5.2276e-01 4.3721e-01 3.7859e-02
12061.10 2.6146e-03 5.8511e-01 3.8073e-01 3.1540e-02
12793.43 2.9289e-03 5.8136e-01 3.8138e-01 3.4329e-02
13528.61 3.5241e-03 5.4837e-01 4.1297e-01 3.5141e-02
14194.74 2.1066e-03 6.1379e-01 3.5628e-01 2.7819e-02
14757.77 3.0140e-03 6.1140e-01 3.5356e-01 3.2035e-02
15240.48 2.6942e-03 5.8967e-01 3.7375e-01 3.3891e-02
15646.99 3.7468e-03 7.2142e-01 2.6097e-01 1.3867e-02
15960.30 9.0085e-03 7.7176e-01 2.1196e-01 7.2632e-03
16187.41 6.1986e-03 8.1303e-01 1.7615e-01 4.6196e-03
16354.17 8.2117e-03 8.2034e-01 1.6698e-01 4.4755e-03
16484.18 3.8008e-03 8.3872e-01 1.5299e-01 4.4833e-03
16593.12 3.5087e-03 8.1111e-01 1.7962e-01 5.7550e-03
16691.99 2.0705e-03 7.6871e-01 2.1984e-01 9.3753e-03
16788.59 2.2553e-03 7.8022e-01 2.0938e-01 8.1482e-03
16888.37 2.2260e-03 7.3445e-01 2.5301e-01 1.0313e-02
16998.79 3.0260e-03 7.4284e-01 2.4351e-01 1.0631e-02
17146.37 1.9071e-03 7.1263e-01 2.7338e-01 1.2081e-02
17415.23 1.3663e-03 6.5939e-01 3.2195e-01 1.7296e-02
17888.12 7.6595e-04 6.3633e-01 3.4201e-01 2.0891e-02
18532.37 5.1656e-04 5.8316e-01 3.8477e-01 3.1556e-02
19260.76 3.1561e-04 4.9958e-01 4.5751e-01 4.2591e-02
20034.10 4.0014e-04 4.6912e-01 4.7772e-01 5.2753e-02
20838.00 3.0868e-04 4.5323e-01 4.8066e-01 6.5797e-02
21647.97 2.8832e-04 4.0877e-01 5.0869e-01 8.2247e-02
22447.94 1.9687e-04 2.3235e-01 6.4486e-01 1.2260e-01
23245.88 1.5298e-04 1.6453e-01 6.8904e-01 1.4628e-01
24052.47 2.4788e-04 2.7830e-01 5.5479e-01 1.6666e-01
24867.72 1.2487e-04 7.0217e-02 6.4320e-01 2.8646e-01
25698.86 6.6876e-05 1.3387e-01 6.1525e-01 2.5082e-01
26587.16 3.7010e-05 1.4978e-01 5.7577e-01 2.7441e-01
27637.54 2.8057e-05 4.8640e-02 5.7132e-01 3.8002e-01
28986.97 4.1232e-05 3.6650e-02 4.6085e-01 5.0246e-01
#TIME: 239.76
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 9.9653e-03 8.5325e-01 1.3392e-01 2.8627e-03
1919.29 1.6744e-02 8.5324e-01 1.2725e-01 2.7724e-03
2581.60 7.9387e-03 8.2305e-01 1.6468e-01 4.3341e-03
3084.17 5.2007e-03 7.1982e-01 2.6571e-01 9.2690e-03
3472.46 2.5253e-03 6.0065e-01 3.8047e-01 1.6363e-02
