#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
8450.53 5.13e-07 3.03e-01 6.97e-01 2.11e-13 1.03e-21 1.05e-28 8.23e-29 
8966.72 1.67e-06 5.05e-01 4.95e-01 9.19e-15 6.06e-22 1.05e-28 8.32e-29 
9514.44 4.88e-06 6.97e-01 3.03e-01 2.02e-16 4.74e-22 1.12e-28 9.04e-29 
10095.62 1.63e-05 9.06e-01 9.35e-02 1.12e-18 1.18e-22 1.28e-28 1.05e-28 
10712.30 4.61e-05 9.98e-01 2.08e-03 1.48e-20 2.44e-21 1.66e-28 1.38e-28 
11366.65 1.24e-04 1.00e+00 2.74e-04 1.87e-20 6.25e-22 2.51e-28 2.10e-28 
12061.10 2.74e-04 9.99e-01 9.57e-04 1.67e-18 1.65e-19 3.45e-28 2.92e-28 
12793.43 3.96e-04 9.99e-01 1.68e-04 6.42e-19 2.38e-17 1.73e-28 1.46e-28 
13528.61 4.16e-04 1.00e+00 2.87e-05 7.68e-22 3.20e-22 5.04e-29 4.25e-29 
14194.74 4.57e-04 9.99e-01 6.73e-04 3.24e-19 7.65e-21 2.27e-29 1.92e-29 
14757.77 4.21e-04 1.00e+00 3.24e-05 1.20e-20 3.54e-22 1.52e-29 1.28e-29 
15240.48 4.38e-04 9.98e-01 1.17e-03 9.15e-21 1.02e-23 1.00e-29 8.46e-30 
15646.99 4.31e-04 1.00e+00 3.15e-05 5.82e-21 1.59e-22 6.44e-30 5.44e-30 
15960.30 5.51e-04 9.99e-01 2.68e-05 3.55e-21 1.51e-22 4.10e-30 3.46e-30 
16187.41 7.09e-04 9.99e-01 2.03e-05 1.79e-21 4.79e-23 3.61e-30 3.05e-30 
16354.17 6.81e-04 9.99e-01 2.11e-05 4.52e-24 4.98e-28 3.75e-30 3.17e-30 
16484.18 5.65e-04 9.99e-01 7.41e-04 8.79e-20 2.29e-21 4.47e-30 3.78e-30 
16593.12 4.49e-04 9.47e-01 5.28e-02 8.04e-18 1.89e-19 5.69e-30 4.81e-30 
16691.99 3.29e-04 1.00e+00 4.06e-05 1.01e-20 4.24e-22 6.98e-30 5.89e-30 
16788.59 3.31e-04 1.00e+00 4.37e-05 1.05e-20 3.26e-22 8.14e-30 6.88e-30 
16888.37 3.52e-04 1.00e+00 6.88e-05 1.96e-20 5.92e-22 9.30e-30 7.86e-30 
16998.79 2.55e-04 1.00e+00 5.63e-05 1.97e-20 7.74e-22 1.06e-29 8.99e-30 
17146.37 2.67e-04 1.00e+00 5.72e-05 2.44e-20 9.17e-22 1.21e-29 1.02e-29 
17415.23 2.13e-04 1.00e+00 6.58e-05 2.80e-20 8.52e-22 1.34e-29 1.13e-29 
17888.12 9.20e-05 1.00e+00 9.33e-05 4.40e-20 1.39e-21 1.33e-29 1.13e-29 
18532.37 1.35e-04 9.04e-01 9.54e-02 2.24e-17 1.70e-18 1.10e-29 9.26e-30 
19260.76 1.18e-04 1.00e+00 1.34e-04 5.32e-20 6.19e-18 9.43e-30 7.97e-30 
20034.10 9.49e-05 1.00e+00 1.61e-04 6.07e-20 1.49e-21 9.44e-30 7.98e-30 
20838.00 8.65e-05 1.00e+00 2.04e-04 9.68e-20 5.46e-18 1.05e-29 8.91e-30 
21647.97 3.55e-05 1.00e+00 3.40e-04 1.53e-19 5.44e-18 1.19e-29 1.01e-29 
22447.94 2.74e-05 1.00e+00 4.26e-04 2.67e-19 6.14e-21 1.45e-29 1.23e-29 
23245.88 2.33e-05 9.99e-01 5.37e-04 2.43e-19 3.55e-21 1.48e-29 1.25e-29 
24052.47 4.12e-05 9.99e-01 4.61e-04 2.16e-19 4.12e-21 1.07e-29 9.03e-30 
24867.72 3.56e-05 9.99e-01 5.40e-04 1.22e-19 1.70e-21 7.19e-30 6.07e-30 
25698.86 3.14e-05 9.99e-01 6.31e-04 2.33e-19 7.01e-21 5.50e-30 4.64e-30 
26587.16 7.77e-06 9.99e-01 7.34e-04 1.86e-19 2.98e-21 5.13e-30 4.33e-30 
27637.54 6.89e-06 9.98e-01 1.61e-03 5.29e-19 1.28e-20 6.16e-30 5.20e-30 
28986.97 6.92e-06 9.99e-01 7.86e-04 3.69e-19 2.90e-18 1.09e-29 9.23e-30 
#TIME: 41.81 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 7.45e-11 5.46e-04 9.99e-01 7.66e-06 2.12e-24 1.11e-31 7.84e-32 
999.11 8.82e-11 6.16e-04 9.99e-01 6.27e-06 3.73e-24 1.11e-31 7.84e-32 
1267.34 1.05e-10 6.90e-04 9.99e-01 4.48e-06 3.20e-24 1.10e-31 7.78e-32 
1514.05 1.12e-10 7.07e-04 9.99e-01 4.66e-06 7.40e-24 2.06e-31 1.46e-31 
1808.80 1.05e-10 6.85e-04 9.99e-01 4.68e-06 2.05e-23 6.95e-31 4.92e-31 
1919.29 1.07e-10 7.01e-04 9.99e-01 5.35e-06 3.61e-23 9.48e-31 6.70e-31 
2160.92 1.02e-10 6.77e-04 9.99e-01 5.38e-06 7.89e-23 1.89e-30 1.34e-30 
2292.92 8.88e-11 6.37e-04 9.99e-01 5.14e-06 9.06e-23 2.84e-30 2.02e-30 
2432.98 8.10e-11 6.01e-04 9.99e-01 4.56e-06 8.25e-23 4.35e-30 3.09e-30 
2581.60 7.88e-11 5.99e-04 9.99e-01 4.72e-06 1.29e-22 6.66e-30 4.73e-30 
2739.29 7.66e-11 6.01e-04 9.99e-01 5.41e-06 4.29e-22 1.01e-29 7.18e-30 
2906.62 7.70e-11 6.05e-04 9.99e-01 1.03e-05 4.45e-22 1.54e-29 1.10e-29 
3084.17 7.09e-11 5.94e-04 9.99e-01 4.19e-06 9.16e-22 2.44e-29 1.74e-29 
3272.56 6.52e-11 5.75e-04 9.99e-01 1.94e-05 7.64e-21 3.85e-29 2.75e-29 
3472.46 6.19e-11 5.78e-04 9.99e-01 1.22e-05 3.06e-21 5.48e-29 3.92e-29 
3684.57 6.28e-11 6.10e-04 9.99e-01 2.88e-06 4.82e-22 6.60e-29 4.74e-29 
3909.64 5.99e-11 6.12e-04 9.99e-01 2.40e-05 9.42e-21 7.10e-29 5.11e-29 
4148.46 7.10e-11 7.22e-04 9.99e-01 1.66e-06 3.38e-21 6.75e-29 4.88e-29 
4401.86 1.02e-10 9.02e-04 9.99e-01 1.08e-06 3.46e-22 5.93e-29 4.30e-29 
4670.75 1.56e-10 1.23e-03 9.99e-01 5.06e-07 9.29e-22 5.70e-29 4.15e-29 
4956.05 2.13e-10 1.59e-03 9.98e-01 2.53e-07 6.33e-22 6.45e-29 4.72e-29 
5258.79 2.69e-10 1.90e-03 9.98e-01 1.55e-07 3.21e-21 7.78e-29 5.73e-29 
5580.02 5.09e-10 3.05e-03 9.97e-01 6.14e-08 3.55e-21 9.16e-29 6.79e-29 
5920.87 1.12e-09 5.57e-03 9.94e-01 1.34e-08 4.01e-21 1.06e-28 7.92e-29 
6282.54 2.22e-09 8.51e-03 9.91e-01 5.36e-09 4.07e-21 1.17e-28 8.85e-29 
6666.30 6.62e-09 1.78e-02 9.82e-01 1.13e-09 3.66e-21 1.20e-28 9.11e-29 
7073.50 1.89e-08 3.41e-02 9.66e-01 1.47e-10 1.22e-21 1.18e-28 9.02e-29 
7505.58 8.22e-08 9.61e-02 9.04e-01 4.15e-11 1.76e-21 1.18e-28 9.13e-29 
7964.05 2.62e-07 1.80e-01 8.20e-01 4.96e-13 3.48e-22 1.16e-28 9.09e-29 
8450.53 2.92e-07 1.05e-01 8.95e-01 3.58e-14 1.50e-21 1.11e-28 8.75e-29 
8966.72 3.15e-06 5.97e-01 4.03e-01 9.23e-16 6.90e-22 1.10e-28 8.84e-29 
9514.44 4.35e-06 3.69e-01 6.31e-01 4.70e-17 1.23e-21 1.18e-28 9.61e-29 
10095.62 2.75e-05 9.59e-01 4.11e-02 8.17e-20 2.81e-22 1.35e-28 1.11e-28 
10712.30 8.16e-05 9.92e-01 7.66e-03 2.91e-19 7.14e-20 1.76e-28 1.46e-28 
11366.65 2.01e-04 9.99e-01 5.97e-04 2.74e-19 7.30e-20 2.65e-28 2.23e-28 
12061.10 3.46e-04 1.00e+00 2.78e-05 6.25e-21 2.85e-23 3.67e-28 3.10e-28 
12793.43 5.02e-04 9.99e-01 4.38e-05 2.54e-20 1.25e-22 1.83e-28 1.55e-28 
13528.61 5.69e-04 9.99e-01 5.87e-04 6.16e-19 7.36e-19 5.36e-29 4.52e-29 
14194.74 4.86e-04 9.99e-01 2.83e-05 8.52e-22 1.53e-24 2.42e-29 2.04e-29 
14757.77 4.16e-04 1.00e+00 3.33e-05 1.71e-20 6.78e-22 1.61e-29 1.36e-29 
15240.48 4.09e-04 1.00e+00 3.39e-05 3.25e-22 1.13e-23 1.07e-29 9.00e-30 
15646.99 5.74e-04 9.99e-01 2.40e-05 3.81e-21 9.45e-23 6.85e-30 5.79e-30 
15960.30 6.18e-04 9.99e-01 2.49e-05 2.87e-21 7.39e-23 4.36e-30 3.68e-30 
16187.41 6.49e-04 9.99e-01 2.23e-05 2.97e-21 1.32e-22 3.84e-30 3.25e-30 
16354.17 5.87e-04 9.99e-01 2.40e-05 3.44e-21 7.05e-20 3.99e-30 3.37e-30 
16484.18 5.14e-04 7.58e-01 2.42e-01 1.10e-18 1.28e-21 4.75e-30 4.02e-30 
16593.12 4.01e-04 1.00e+00 3.36e-05 4.11e-24 1.01e-28 6.05e-30 5.11e-30 
16691.99 3.82e-04 1.00e+00 3.76e-05 8.67e-21 2.51e-22 7.42e-30 6.27e-30 
16788.59 3.96e-04 1.00e+00 3.68e-05 9.02e-21 2.83e-22 8.66e-30 7.31e-30 
16888.37 3.42e-04 1.00e+00 4.44e-05 1.02e-20 2.46e-22 9.89e-30 8.35e-30 
16998.79 2.98e-04 1.00e+00 5.82e-05 2.04e-20 6.28e-22 1.13e-29 9.56e-30 
17146.37 2.85e-04 1.00e+00 5.04e-05 2.01e-20 5.75e-22 1.28e-29 1.08e-29 
17415.23 2.29e-04 1.00e+00 6.65e-05 3.59e-20 1.39e-21 1.42e-29 1.20e-29 
17888.12 6.53e-05 1.00e+00 1.54e-04 7.06e-20 2.02e-21 1.42e-29 1.20e-29 
18532.37 8.14e-05 1.00e+00 1.28e-04 6.66e-23 4.21e-27 1.17e-29 9.85e-30 
19260.76 2.60e-04 8.57e-01 1.42e-01 1.90e-17 1.80e-19 1.00e-29 8.47e-30 
20034.10 1.04e-04 1.00e+00 1.54e-04 7.15e-20 2.37e-21 1.00e-29 8.48e-30 
20838.00 6.16e-05 1.00e+00 2.26e-04 1.19e-19 3.45e-21 1.12e-29 9.47e-30 
21647.97 8.27e-05 1.00e+00 2.12e-04 9.42e-20 2.38e-21 1.27e-29 1.07e-29 
22447.94 6.78e-05 1.00e+00 2.67e-04 1.53e-19 3.51e-21 1.55e-29 1.31e-29 
23245.88 5.55e-05 1.00e+00 3.42e-04 2.20e-19 7.62e-21 1.58e-29 1.33e-29 
24052.47 1.77e-06 2.08e-02 9.79e-01 1.22e-16 7.81e-19 1.14e-29 9.60e-30 
24867.72 1.32e-05 9.44e-01 5.59e-02 2.25e-17 9.30e-19 7.64e-30 6.46e-30 
25698.86 3.99e-06 9.99e-01 8.16e-04 2.62e-19 5.18e-21 5.84e-30 4.94e-30 
26587.16 9.56e-06 3.97e-01 6.03e-01 7.80e-17 8.94e-19 5.45e-30 4.60e-30 
27637.54 2.94e-05 9.99e-01 8.72e-04 2.88e-19 6.42e-21 6.55e-30 5.53e-30 
28986.97 2.77e-05 9.99e-01 9.94e-04 1.47e-18 1.00e-19 1.16e-29 9.82e-30 
#TIME: 42.68 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 1.29e-10 7.87e-04 9.99e-01 3.98e-06 4.03e-24 1.18e-31 8.34e-32 
999.11 1.43e-10 8.65e-04 9.99e-01 2.90e-06 3.48e-24 1.17e-31 8.34e-32 
1267.34 1.59e-10 9.26e-04 9.99e-01 2.51e-06 4.11e-24 1.16e-31 8.27e-32 
1514.05 1.72e-10 9.54e-04 9.99e-01 2.50e-06 7.11e-24 2.18e-31 1.55e-31 
1808.80 1.80e-10 9.96e-04 9.99e-01 2.26e-06 2.27e-23 7.37e-31 5.23e-31 
1919.29 1.50e-10 8.81e-04 9.99e-01 2.18e-06 2.69e-23 1.00e-30 7.12e-31 
2160.92 1.65e-10 9.53e-04 9.99e-01 2.12e-06 5.42e-23 2.00e-30 1.42e-30 
2292.92 1.57e-10 9.46e-04 9.99e-01 4.12e-04 1.77e-20 3.01e-30 2.14e-30 
2432.98 1.39e-10 8.80e-04 9.99e-01 1.92e-06 1.53e-22 4.60e-30 3.28e-30 
2581.60 1.34e-10 8.55e-04 9.99e-01 3.21e-06 3.92e-22 7.03e-30 5.03e-30 
2739.29 1.45e-10 9.43e-04 9.99e-01 1.86e-06 3.11e-22 1.07e-29 7.64e-30 
2906.62 1.51e-10 9.70e-04 9.99e-01 1.45e-06 2.01e-22 1.63e-29 1.17e-29 
3084.17 1.39e-10 9.45e-04 9.99e-01 1.80e-06 1.06e-21 2.58e-29 1.85e-29 
3272.56 1.39e-10 9.82e-04 9.99e-01 1.39e-06 3.06e-22 4.06e-29 2.92e-29 
3472.46 1.30e-10 9.75e-04 9.99e-01 5.03e-06 2.78e-21 5.78e-29 4.17e-29 
3684.57 1.36e-10 1.05e-03 9.99e-01 1.06e-06 3.35e-21 6.96e-29 5.04e-29 
3909.64 1.37e-10 1.09e-03 9.99e-01 2.38e-06 1.13e-21 7.48e-29 5.43e-29 
4148.46 1.71e-10 1.31e-03 9.99e-01 1.21e-06 8.30e-21 7.11e-29 5.19e-29 
4401.86 2.60e-10 1.72e-03 9.98e-01 3.88e-06 3.35e-20 6.25e-29 4.57e-29 
4670.75 4.02e-10 2.38e-03 9.98e-01 5.15e-07 8.72e-21 6.00e-29 4.42e-29 
4956.05 5.60e-10 3.11e-03 9.97e-01 3.42e-08 1.38e-21 6.78e-29 5.02e-29 
5258.79 8.33e-10 4.32e-03 9.96e-01 2.62e-08 2.21e-21 8.19e-29 6.09e-29 
5580.02 1.62e-09 6.65e-03 9.93e-01 1.52e-08 3.63e-21 9.63e-29 7.22e-29 
5920.87 3.79e-09 1.24e-02 9.88e-01 2.20e-09 2.75e-21 1.12e-28 8.42e-29 
6282.54 9.40e-09 2.26e-02 9.77e-01 4.55e-10 1.48e-21 1.24e-28 9.41e-29 
6666.30 1.98e-08 3.31e-02 9.67e-01 2.36e-10 3.32e-21 1.26e-28 9.69e-29 
7073.50 7.70e-08 8.69e-02 9.13e-01 7.48e-11 7.04e-21 1.24e-28 9.59e-29 
7505.58 2.12e-07 1.54e-01 8.46e-01 6.66e-12 2.01e-21 1.24e-28 9.71e-29 
7964.05 4.66e-07 2.04e-01 7.96e-01 6.68e-14 1.42e-21 1.22e-28 9.66e-29 
8450.53 1.79e-06 4.08e-01 5.92e-01 3.14e-15 6.92e-22 1.17e-28 9.31e-29 
8966.72 5.89e-06 7.19e-01 2.81e-01 8.28e-17 5.40e-22 1.16e-28 9.40e-29 
9514.44 1.74e-05 9.83e-01 1.73e-02 1.52e-19 1.45e-23 1.25e-28 1.02e-28 
10095.62 4.48e-05 9.08e-01 9.18e-02 1.60e-19 6.65e-21 1.43e-28 1.18e-28 
10712.30 1.34e-04 1.00e+00 1.84e-04 1.90e-21 2.21e-23 1.86e-28 1.56e-28 
11366.65 3.12e-04 1.00e+00 4.77e-05 1.03e-20 1.80e-22 2.81e-28 2.38e-28 
12061.10 4.49e-04 9.99e-01 6.67e-04 4.43e-18 4.43e-18 3.91e-28 3.30e-28 
12793.43 5.22e-04 9.99e-01 7.88e-05 1.91e-19 2.47e-20 1.95e-28 1.65e-28 
13528.61 5.30e-04 9.99e-01 2.42e-05 1.58e-21 2.87e-24 5.70e-29 4.81e-29 
14194.74 5.08e-04 9.99e-01 2.70e-05 1.95e-20 1.32e-20 2.57e-29 2.17e-29 
14757.77 5.58e-04 9.99e-01 2.98e-04 1.18e-19 2.51e-21 1.71e-29 1.45e-29 
15240.48 4.97e-04 9.99e-01 3.28e-05 1.06e-20 1.00e-20 1.13e-29 9.57e-30 
15646.99 5.13e-04 9.99e-01 2.78e-05 7.55e-21 3.65e-22 7.28e-30 6.15e-30 
15960.30 6.73e-04 9.99e-01 2.18e-05 2.77e-21 8.75e-23 4.63e-30 3.91e-30 
16187.41 7.13e-04 9.99e-01 2.09e-05 2.60e-21 7.18e-23 4.09e-30 3.45e-30 
16354.17 7.88e-04 9.99e-01 3.35e-04 4.12e-20 1.07e-21 4.24e-30 3.58e-30 
16484.18 5.98e-04 9.99e-01 2.67e-05 4.69e-25 5.42e-29 5.06e-30 4.27e-30 
16593.12 4.77e-04 9.99e-01 3.06e-05 6.05e-21 2.95e-19 6.44e-30 5.44e-30 
16691.99 4.21e-04 1.00e+00 3.54e-05 9.18e-21 3.08e-22 7.89e-30 6.66e-30 
16788.59 3.93e-04 1.00e+00 3.88e-05 1.33e-20 5.57e-22 9.21e-30 7.78e-30 
16888.37 3.44e-04 1.00e+00 4.32e-05 1.56e-20 7.54e-22 1.05e-29 8.88e-30 
16998.79 2.92e-04 1.00e+00 4.92e-05 1.76e-20 5.49e-22 1.20e-29 1.02e-29 
17146.37 2.80e-04 1.00e+00 5.34e-05 2.84e-20 1.14e-21 1.37e-29 1.15e-29 
17415.23 2.03e-04 7.81e-01 2.19e-01 9.98e-17 2.53e-18 1.51e-29 1.28e-29 
17888.12 1.18e-04 1.00e+00 8.60e-05 2.78e-20 5.68e-22 1.51e-29 1.27e-29 
18532.37 1.64e-04 1.00e+00 9.86e-05 4.07e-20 9.16e-19 1.24e-29 1.05e-29 
19260.76 1.36e-04 1.00e+00 1.21e-04 4.99e-23 4.30e-27 1.07e-29 9.01e-30 
20034.10 7.44e-05 1.00e+00 1.45e-04 6.59e-20 1.71e-21 1.07e-29 9.02e-30 
20838.00 9.44e-05 1.00e+00 1.66e-04 7.72e-20 1.76e-21 1.19e-29 1.01e-29 
21647.97 3.04e-05 1.00e+00 2.17e-04 1.47e-19 5.57e-21 1.35e-29 1.14e-29 
22447.94 3.13e-05 4.58e-01 5.42e-01 2.76e-16 5.93e-18 1.64e-29 1.39e-29 
23245.88 5.53e-05 6.36e-01 3.64e-01 1.87e-16 3.58e-18 1.68e-29 1.42e-29 
24052.47 1.72e-06 2.09e-02 9.79e-01 5.56e-20 5.91e-25 1.21e-29 1.02e-29 
24867.72 5.62e-06 9.99e-01 6.68e-04 2.80e-21 6.72e-25 8.13e-30 6.87e-30 
25698.86 3.76e-06 9.99e-01 1.12e-03 2.79e-19 4.89e-21 6.21e-30 5.25e-30 
26587.16 9.13e-06 9.99e-01 1.13e-03 4.56e-22 3.13e-26 5.80e-30 4.90e-30 
27637.54 4.63e-06 9.90e-02 9.01e-01 1.64e-11 1.05e-13 6.96e-30 5.88e-30 
28986.97 5.62e-06 8.83e-02 9.12e-01 2.93e-16 1.34e-18 1.24e-29 1.04e-29 
#TIME: 43.56 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 1.77e-10 1.00e-03 9.99e-01 2.51e-06 5.02e-24 1.25e-31 8.87e-32 
999.11 2.39e-10 1.24e-03 9.99e-01 1.31e-06 3.45e-24 1.24e-31 8.87e-32 
1267.34 2.54e-10 1.28e-03 9.99e-01 1.21e-06 3.56e-24 1.23e-31 8.79e-32 
1514.05 2.67e-10 1.31e-03 9.99e-01 1.34e-06 7.09e-24 2.30e-31 1.65e-31 
1808.80 2.55e-10 1.29e-03 9.99e-01 1.00e-06 2.11e-23 7.78e-31 5.57e-31 
1919.29 2.85e-10 1.40e-03 9.99e-01 1.09e-06 3.24e-23 1.06e-30 7.58e-31 
2160.92 2.75e-10 1.37e-03 9.99e-01 1.11e-06 7.18e-23 2.11e-30 1.51e-30 
2292.92 2.64e-10 1.37e-03 9.99e-01 3.34e-06 1.77e-24 3.18e-30 2.28e-30 
2432.98 2.64e-10 1.41e-03 9.99e-01 9.53e-07 1.75e-22 4.86e-30 3.49e-30 
2581.60 2.72e-10 1.45e-03 9.99e-01 1.82e-06 3.16e-22 7.43e-30 5.35e-30 
2739.29 2.90e-10 1.57e-03 9.98e-01 8.78e-07 4.18e-22 1.13e-29 8.12e-30 
2906.62 3.07e-10 1.61e-03 9.98e-01 5.23e-07 4.95e-22 1.72e-29 1.24e-29 
3084.17 2.95e-10 1.60e-03 9.98e-01 5.58e-07 7.33e-22 2.72e-29 1.97e-29 
3272.56 2.85e-10 1.61e-03 9.98e-01 3.25e-07 9.61e-22 4.28e-29 3.11e-29 
3472.46 3.10e-10 1.79e-03 9.98e-01 3.39e-07 4.30e-22 6.09e-29 4.43e-29 
3684.57 3.18e-10 1.92e-03 9.98e-01 2.13e-07 1.74e-21 7.33e-29 5.36e-29 
3909.64 3.40e-10 2.14e-03 9.98e-01 1.26e-07 5.79e-22 7.88e-29 5.78e-29 
4148.46 4.69e-10 2.74e-03 9.97e-01 1.05e-07 9.49e-22 7.49e-29 5.51e-29 
4401.86 6.45e-10 3.26e-03 9.97e-01 5.85e-08 1.35e-22 6.58e-29 4.86e-29 
4670.75 1.19e-09 5.06e-03 9.95e-01 2.16e-08 3.41e-22 6.32e-29 4.70e-29 
4956.05 1.74e-09 6.69e-03 9.93e-01 9.83e-09 2.76e-21 7.14e-29 5.34e-29 
5258.79 2.65e-09 9.11e-03 9.91e-01 2.56e-09 1.18e-21 8.61e-29 6.48e-29 
5580.02 5.74e-09 1.53e-02 9.85e-01 2.09e-09 1.87e-21 1.01e-28 7.68e-29 
5920.87 1.29e-08 2.57e-02 9.74e-01 1.51e-09 1.02e-20 1.17e-28 8.95e-29 
6282.54 3.38e-08 5.05e-02 9.49e-01 3.09e-10 1.06e-20 1.30e-28 1.00e-28 
6666.30 5.45e-08 5.67e-02 9.43e-01 2.04e-10 1.24e-20 1.33e-28 1.03e-28 
7073.50 2.64e-07 1.89e-01 8.11e-01 9.18e-13 1.54e-22 1.31e-28 1.02e-28 
7505.58 9.94e-07 4.66e-01 5.34e-01 6.33e-14 1.08e-22 1.31e-28 1.03e-28 
7964.05 1.19e-06 3.35e-01 6.65e-01 7.14e-15 1.02e-21 1.29e-28 1.03e-28 
8450.53 4.51e-06 6.78e-01 3.22e-01 2.07e-16 4.64e-22 1.23e-28 9.90e-29 
8966.72 8.11e-06 6.12e-01 3.88e-01 1.38e-17 9.00e-22 1.23e-28 1.00e-28 
9514.44 2.71e-05 9.93e-01 6.93e-03 3.31e-20 8.60e-22 1.32e-28 1.09e-28 
10095.62 7.43e-05 9.99e-01 6.31e-04 4.46e-22 8.46e-24 1.51e-28 1.26e-28 
10712.30 2.06e-04 9.97e-01 2.84e-03 1.26e-18 2.21e-18 1.96e-28 1.66e-28 
11366.65 3.76e-04 9.99e-01 2.88e-04 8.33e-19 4.04e-19 2.99e-28 2.53e-28 
12061.10 4.78e-04 9.99e-01 1.01e-03 2.89e-19 4.06e-22 4.15e-28 3.51e-28 
12793.43 5.89e-04 9.95e-01 4.82e-03 6.24e-18 1.01e-19 2.07e-28 1.75e-28 
13528.61 6.50e-04 9.99e-01 2.04e-05 2.92e-20 1.81e-20 6.06e-29 5.12e-29 
14194.74 5.20e-04 9.99e-01 1.53e-04 1.13e-19 3.21e-21 2.73e-29 2.31e-29 
14757.77 4.95e-04 9.99e-01 3.27e-05 1.85e-21 7.24e-24 1.82e-29 1.54e-29 
15240.48 6.51e-04 9.99e-01 2.34e-05 6.49e-21 1.51e-22 1.20e-29 1.02e-29 
15646.99 5.86e-04 9.99e-01 2.57e-05 6.10e-21 1.48e-22 7.74e-30 6.54e-30 
15960.30 7.48e-04 9.99e-01 2.03e-05 3.04e-21 1.01e-22 4.93e-30 4.16e-30 
16187.41 8.30e-04 9.99e-01 2.10e-05 2.81e-21 8.69e-23 4.34e-30 3.67e-30 
16354.17 8.59e-04 9.91e-01 7.75e-03 6.10e-20 1.12e-22 4.51e-30 3.81e-30 
16484.18 6.60e-04 9.99e-01 2.22e-05 3.12e-21 7.29e-19 5.38e-30 4.54e-30 
16593.12 6.78e-04 9.90e-01 9.56e-03 1.80e-18 4.93e-20 6.85e-30 5.78e-30 
16691.99 4.81e-04 9.99e-01 3.24e-05 8.94e-21 2.70e-22 8.39e-30 7.09e-30 
16788.59 3.68e-04 1.00e+00 3.64e-05 1.21e-20 3.41e-22 9.79e-30 8.27e-30 
16888.37 4.99e-04 5.22e-01 4.77e-01 5.61e-17 5.40e-19 1.12e-29 9.45e-30 
16998.79 3.41e-04 1.00e+00 4.41e-05 1.90e-20 6.75e-22 1.28e-29 1.08e-29 
17146.37 2.90e-04 1.00e+00 4.97e-05 2.52e-20 7.06e-22 1.45e-29 1.23e-29 
17415.23 2.65e-04 1.00e+00 5.92e-05 1.01e-23 1.09e-28 1.61e-29 1.36e-29 
17888.12 2.19e-04 1.00e+00 7.58e-05 4.52e-20 2.37e-21 1.60e-29 1.35e-29 
18532.37 1.10e-04 1.00e+00 1.02e-04 4.88e-20 1.58e-21 1.32e-29 1.11e-29 
19260.76 1.31e-04 1.00e+00 1.03e-04 4.48e-20 1.27e-18 1.13e-29 9.58e-30 
20034.10 9.06e-05 2.98e-01 7.02e-01 7.41e-17 4.51e-19 1.14e-29 9.59e-30 
20838.00 4.24e-05 3.05e-01 6.95e-01 9.13e-17 6.56e-19 1.27e-29 1.07e-29 
21647.97 1.29e-05 1.00e+00 2.70e-04 1.82e-19 4.46e-21 1.44e-29 1.21e-29 
22447.94 1.73e-05 1.00e+00 3.02e-04 1.41e-22 3.07e-27 1.75e-29 1.48e-29 
23245.88 2.30e-05 1.00e+00 3.44e-04 3.21e-22 1.35e-26 1.79e-29 1.51e-29 
24052.47 1.45e-05 1.00e+00 4.48e-04 1.39e-22 1.72e-23 1.29e-29 1.09e-29 
24867.72 7.87e-06 9.99e-01 6.04e-04 2.16e-19 4.14e-19 8.64e-30 7.30e-30 
25698.86 5.40e-06 9.99e-01 1.11e-03 2.05e-19 3.39e-21 6.61e-30 5.58e-30 
26587.16 2.53e-06 1.54e-01 8.46e-01 3.83e-17 9.30e-17 6.16e-30 5.21e-30 
27637.54 5.86e-08 4.40e-03 9.96e-01 8.89e-20 9.14e-30 7.40e-30 6.25e-30 
28986.97 2.14e-05 1.00e+00 4.68e-04 2.64e-22 9.43e-27 1.31e-29 1.11e-29 
