#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
999.11 8.41e-13 8.48e-04 9.93e-01 6.06e-03 4.05e-11 
1267.34 7.54e-13 7.55e-04 9.92e-01 6.79e-03 1.33e-10 
1514.05 7.75e-13 7.38e-04 9.92e-01 6.79e-03 5.91e-11 
1808.80 6.55e-13 6.44e-04 9.92e-01 7.85e-03 8.47e-11 
1919.29 6.21e-13 6.09e-04 9.90e-01 9.11e-03 1.09e-10 
2160.92 5.59e-13 5.63e-04 9.91e-01 8.85e-03 1.11e-10 
2292.92 5.08e-13 5.27e-04 9.90e-01 9.48e-03 1.22e-10 
2432.98 4.54e-13 4.96e-04 9.90e-01 9.93e-03 1.28e-10 
2581.60 4.26e-13 4.76e-04 9.89e-01 1.08e-02 1.51e-10 
2739.29 4.31e-13 4.86e-04 9.89e-01 1.01e-02 1.26e-10 
2906.62 4.36e-13 5.08e-04 9.90e-01 9.60e-03 1.22e-10 
3084.17 4.23e-13 5.24e-04 9.90e-01 9.04e-03 8.82e-11 
3272.56 3.99e-13 5.41e-04 9.91e-01 8.38e-03 7.25e-11 
3472.46 3.85e-13 5.97e-04 9.93e-01 6.18e-03 4.44e-11 
3684.57 3.77e-13 6.74e-04 9.94e-01 5.36e-03 2.17e-11 
3909.64 3.79e-13 7.93e-04 9.95e-01 4.61e-03 1.50e-11 
4148.46 4.11e-13 9.77e-04 9.96e-01 2.82e-03 5.26e-12 
4401.86 6.01e-13 1.38e-03 9.96e-01 2.17e-03 2.21e-12 
4670.75 8.66e-13 1.97e-03 9.97e-01 1.23e-03 8.02e-13 
4956.05 1.01e-12 2.60e-03 9.97e-01 5.78e-04 9.96e-14 
5258.79 1.14e-12 3.34e-03 9.96e-01 7.36e-04 1.21e-13 
5580.02 1.62e-12 5.27e-03 9.94e-01 3.07e-04 1.74e-14 
5920.87 2.50e-12 8.84e-03 9.91e-01 2.03e-04 3.84e-15 
6282.54 4.18e-12 1.64e-02 9.84e-01 2.09e-05 1.51e-16 
6666.30 8.36e-12 3.41e-02 9.66e-01 1.83e-05 6.38e-17 
7073.50 2.05e-11 8.33e-02 9.17e-01 9.85e-06 9.42e-17 
7505.58 5.06e-11 2.10e-01 7.90e-01 1.69e-07 4.30e-17 
7964.05 1.21e-10 5.08e-01 4.92e-01 1.33e-08 1.36e-17 
8450.53 2.06e-10 8.39e-01 1.61e-01 3.88e-10 3.24e-18 
8966.72 2.44e-10 9.62e-01 3.81e-02 6.63e-12 1.03e-18 
9514.44 2.67e-10 9.97e-01 2.54e-03 1.31e-14 1.93e-19 
10095.62 2.89e-10 9.99e-01 1.34e-03 6.82e-17 8.64e-19 
10712.30 3.21e-10 1.00e+00 2.28e-06 1.72e-19 6.21e-20 
11366.65 3.85e-10 1.00e+00 1.94e-08 2.96e-20 9.36e-21 
12061.10 4.52e-10 1.00e+00 1.30e-10 4.54e-21 1.23e-21 
12793.43 5.20e-10 1.00e+00 1.38e-12 7.28e-22 1.71e-22 
13528.61 6.39e-10 1.00e+00 1.83e-14 1.73e-22 3.25e-23 
14194.74 7.55e-10 1.00e+00 3.93e-16 6.70e-23 1.13e-23 
14757.77 8.13e-10 1.00e+00 2.21e-17 4.58e-23 7.52e-24 
15240.48 1.07e-09 1.00e+00 1.71e-18 2.55e-23 3.77e-24 
15646.99 1.77e-09 1.00e+00 1.16e-19 9.57e-24 1.30e-24 
15960.30 3.41e-09 1.00e+00 7.75e-21 3.47e-24 4.07e-25 
16187.41 4.87e-09 1.00e+00 9.01e-22 2.48e-24 2.94e-25 
16354.17 6.22e-09 1.00e+00 1.99e-22 1.93e-24 2.01e-25 
16484.18 6.55e-09 1.00e+00 1.31e-22 2.97e-24 2.38e-25 
16593.12 6.31e-09 1.00e+00 1.42e-22 4.01e-24 2.50e-25 
16691.99 6.11e-09 1.00e+00 1.62e-22 4.82e-24 2.62e-25 
16788.59 6.09e-09 1.00e+00 1.74e-22 5.25e-24 2.70e-25 
16888.37 6.05e-09 1.00e+00 1.85e-22 5.80e-24 3.13e-25 
16998.79 6.43e-09 1.00e+00 1.86e-22 5.44e-24 2.51e-25 
17146.37 6.50e-09 1.00e+00 1.91e-22 5.56e-24 2.49e-25 
17415.23 6.89e-09 1.00e+00 1.41e-22 3.93e-24 1.64e-25 
17888.12 7.14e-09 1.00e+00 4.45e-23 1.17e-24 4.15e-26 
18532.37 8.28e-09 1.00e+00 1.28e-23 2.91e-25 7.71e-27 
19260.76 8.08e-09 1.00e+00 6.76e-24 1.48e-25 3.49e-27 
20034.10 7.51e-09 1.00e+00 5.04e-24 1.25e-25 3.31e-27 
20838.00 8.40e-09 1.00e+00 3.71e-24 5.59e-26 4.87e-28 
21647.97 5.39e-09 1.00e+00 5.20e-24 1.06e-25 1.53e-27 
22447.94 8.87e-09 1.00e+00 3.55e-24 3.76e-26 2.38e-28 
23245.88 4.06e-09 1.00e+00 8.32e-24 1.57e-25 1.63e-27 
24052.47 3.97e-09 1.00e+00 8.66e-24 1.46e-25 1.10e-27 
24867.72 3.53e-09 1.00e+00 9.91e-24 2.05e-25 1.81e-27 
25698.86 3.66e-09 1.00e+00 1.00e-23 1.72e-25 8.65e-28 
26587.16 3.96e-09 1.00e+00 9.89e-24 4.70e-25 1.68e-26 
27637.54 4.62e-09 1.00e+00 9.26e-24 1.42e-25 4.83e-28 
28986.97 5.45e-09 1.00e+00 9.82e-24 1.43e-25 1.92e-28 
#TIME: 14.42 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 1.03e-12 1.13e-03 9.95e-01 3.86e-03 1.22e-11 
999.11 9.69e-13 1.04e-03 9.95e-01 3.85e-03 1.49e-11 
1267.34 8.91e-13 9.46e-04 9.95e-01 4.44e-03 2.09e-11 
1514.05 8.83e-13 9.08e-04 9.94e-01 4.74e-03 2.46e-11 
1808.80 7.79e-13 8.10e-04 9.94e-01 5.43e-03 3.16e-11 
1919.29 7.60e-13 7.85e-04 9.94e-01 5.36e-03 3.51e-11 
2160.92 6.87e-13 7.26e-04 9.94e-01 5.65e-03 3.59e-11 
2292.92 6.18e-13 6.75e-04 9.93e-01 6.25e-03 4.63e-11 
2432.98 5.63e-13 6.37e-04 9.92e-01 7.14e-03 5.34e-11 
2581.60 5.35e-13 6.17e-04 9.92e-01 6.95e-03 5.32e-11 
2739.29 5.36e-13 6.31e-04 9.93e-01 6.78e-03 4.93e-11 
2906.62 5.43e-13 6.66e-04 9.93e-01 6.25e-03 3.83e-11 
3084.17 5.16e-13 6.83e-04 9.93e-01 5.99e-03 3.62e-11 
3272.56 4.79e-13 7.06e-04 9.94e-01 5.13e-03 2.20e-11 
3472.46 4.96e-13 7.99e-04 9.95e-01 4.25e-03 1.43e-11 
3684.57 5.11e-13 9.19e-04 9.96e-01 2.95e-03 6.56e-12 
3909.64 4.71e-13 1.06e-03 9.96e-01 2.46e-03 3.08e-12 
4148.46 5.40e-13 1.33e-03 9.97e-01 2.03e-03 2.04e-12 
4401.86 7.93e-13 1.88e-03 9.97e-01 1.13e-03 4.46e-13 
4670.75 1.16e-12 2.77e-03 9.97e-01 6.15e-04 1.22e-13 
4956.05 1.35e-12 3.61e-03 9.96e-01 6.64e-04 8.99e-14 
5258.79 1.52e-12 4.73e-03 9.95e-01 2.20e-04 1.44e-14 
5580.02 2.23e-12 7.54e-03 9.92e-01 2.10e-04 4.71e-15 
5920.87 3.48e-12 1.31e-02 9.87e-01 3.30e-05 2.18e-16 
6282.54 5.97e-12 2.44e-02 9.76e-01 1.28e-05 7.80e-17 
6666.30 1.22e-11 5.08e-02 9.49e-01 2.66e-06 3.41e-17 
7073.50 2.97e-11 1.23e-01 8.77e-01 5.03e-07 1.03e-17 
7505.58 6.82e-11 2.91e-01 7.09e-01 7.47e-08 4.28e-17 
7964.05 1.41e-10 6.12e-01 3.88e-01 5.30e-09 1.38e-17 
8450.53 2.15e-10 8.96e-01 1.04e-01 1.22e-10 3.34e-18 
8966.72 2.44e-10 9.79e-01 2.14e-02 1.76e-12 8.91e-19 
9514.44 2.61e-10 9.97e-01 3.44e-03 8.23e-15 6.57e-19 
10095.62 2.84e-10 1.00e+00 6.29e-05 1.17e-18 4.80e-21 
10712.30 3.19e-10 1.00e+00 1.17e-06 1.73e-19 6.15e-20 
11366.65 3.86e-10 1.00e+00 9.98e-09 3.17e-20 1.03e-20 
12061.10 4.49e-10 1.00e+00 7.07e-11 4.99e-21 1.36e-21 
12793.43 5.21e-10 1.00e+00 7.89e-13 8.09e-22 1.85e-22 
13528.61 6.48e-10 1.00e+00 1.02e-14 1.78e-22 3.42e-23 
14194.74 7.63e-10 1.00e+00 2.26e-16 7.72e-23 1.47e-23 
14757.77 8.23e-10 1.00e+00 1.34e-17 5.43e-23 9.28e-24 
15240.48 1.10e-09 1.00e+00 9.19e-19 2.54e-23 3.81e-24 
15646.99 1.82e-09 1.00e+00 6.08e-20 9.99e-24 1.50e-24 
15960.30 3.52e-09 1.00e+00 3.86e-21 3.28e-24 4.34e-25 
16187.41 5.22e-09 1.00e+00 4.77e-22 2.12e-24 2.33e-25 
16354.17 6.44e-09 1.00e+00 1.58e-22 2.60e-24 2.78e-25 
16484.18 6.65e-09 1.00e+00 1.26e-22 3.44e-24 2.44e-25 
16593.12 6.52e-09 1.00e+00 1.51e-22 4.65e-24 2.89e-25 
16691.99 6.03e-09 1.00e+00 1.83e-22 5.98e-24 3.37e-25 
16788.59 6.53e-09 1.00e+00 1.88e-22 5.86e-24 3.14e-25 
16888.37 6.45e-09 1.00e+00 2.00e-22 6.09e-24 2.93e-25 
16998.79 6.52e-09 1.00e+00 2.09e-22 6.41e-24 3.27e-25 
17146.37 6.63e-09 1.00e+00 2.09e-22 6.08e-24 2.70e-25 
17415.23 6.89e-09 1.00e+00 1.60e-22 4.64e-24 1.97e-25 
17888.12 7.02e-09 1.00e+00 5.04e-23 1.37e-24 5.12e-26 
18532.37 8.15e-09 1.00e+00 1.48e-23 3.76e-25 1.30e-26 
19260.76 7.33e-09 1.00e+00 8.36e-24 2.16e-25 6.18e-27 
20034.10 1.03e-08 1.00e+00 4.19e-24 6.89e-26 9.07e-28 
20838.00 5.67e-09 1.00e+00 6.03e-24 1.84e-25 5.94e-27 
21647.97 9.15e-09 1.00e+00 3.46e-24 4.13e-26 3.29e-28 
22447.94 4.56e-09 1.00e+00 7.49e-24 2.73e-25 1.14e-26 
23245.88 3.89e-09 1.00e+00 9.56e-24 1.83e-25 1.78e-27 
24052.47 3.59e-09 1.00e+00 1.07e-23 2.14e-25 1.90e-27 
24867.72 3.50e-09 1.00e+00 1.12e-23 1.99e-25 1.12e-27 
25698.86 3.64e-09 1.00e+00 1.13e-23 1.91e-25 9.94e-28 
26587.16 4.01e-09 1.00e+00 1.10e-23 1.76e-25 2.35e-28 
27637.54 4.50e-09 1.00e+00 1.06e-23 1.68e-25 4.79e-28 
28986.97 5.31e-09 1.00e+00 1.12e-23 1.66e-25 3.07e-28 
#TIME: 14.72 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 1.32e-12 1.44e-03 9.97e-01 1.62e-03 2.32e-12 
999.11 1.18e-12 1.31e-03 9.96e-01 2.91e-03 7.92e-12 
1267.34 1.08e-12 1.20e-03 9.96e-01 3.16e-03 8.94e-12 
1514.05 1.07e-12 1.14e-03 9.95e-01 3.39e-03 1.13e-11 
1808.80 9.38e-13 1.03e-03 9.95e-01 3.63e-03 1.17e-11 
1919.29 8.79e-13 9.82e-04 9.96e-01 3.14e-03 9.55e-12 
2160.92 7.82e-13 9.01e-04 9.95e-01 4.24e-03 1.63e-11 
2292.92 7.13e-13 8.49e-04 9.95e-01 4.33e-03 1.82e-11 
2432.98 6.69e-13 8.25e-04 9.95e-01 3.88e-03 1.50e-11 
2581.60 6.33e-13 8.00e-04 9.95e-01 4.69e-03 2.01e-11 
2739.29 6.17e-13 8.04e-04 9.95e-01 4.06e-03 1.53e-11 
2906.62 6.59e-13 8.70e-04 9.95e-01 3.86e-03 1.27e-11 
3084.17 6.45e-13 9.01e-04 9.96e-01 3.26e-03 8.25e-12 
3272.56 6.19e-13 9.41e-04 9.96e-01 3.23e-03 7.48e-12 
3472.46 6.31e-13 1.07e-03 9.96e-01 3.04e-03 5.36e-12 
3684.57 6.26e-13 1.24e-03 9.97e-01 2.00e-03 2.17e-12 
3909.64 6.16e-13 1.44e-03 9.97e-01 2.03e-03 2.19e-12 
4148.46 7.16e-13 1.83e-03 9.97e-01 1.07e-03 5.55e-13 
4401.86 1.05e-12 2.63e-03 9.97e-01 7.92e-04 1.85e-13 
4670.75 1.56e-12 3.87e-03 9.96e-01 3.17e-04 3.67e-14 
4956.05 1.86e-12 5.20e-03 9.94e-01 3.34e-04 1.70e-14 
5258.79 2.10e-12 6.77e-03 9.93e-01 2.00e-04 9.95e-15 
5580.02 3.12e-12 1.12e-02 9.89e-01 7.36e-05 3.83e-16 
5920.87 4.97e-12 1.95e-02 9.80e-01 6.55e-05 2.78e-16 
6282.54 8.76e-12 3.72e-02 9.63e-01 1.86e-05 1.86e-16 
6666.30 1.81e-11 7.79e-02 9.22e-01 1.14e-06 9.78e-17 
7073.50 4.37e-11 1.85e-01 8.15e-01 2.25e-07 9.34e-17 
7505.58 9.10e-11 3.97e-01 6.03e-01 3.10e-08 4.16e-17 
7964.05 1.62e-10 7.18e-01 2.82e-01 1.90e-09 1.28e-17 
8450.53 2.19e-10 9.32e-01 6.78e-02 3.93e-11 3.52e-18 
8966.72 2.41e-10 9.88e-01 1.21e-02 4.53e-13 8.94e-19 
9514.44 2.54e-10 9.98e-01 2.26e-03 2.31e-15 3.05e-19 
10095.62 2.77e-10 1.00e+00 3.48e-05 9.99e-19 2.50e-19 
10712.30 3.16e-10 1.00e+00 6.09e-07 1.85e-19 6.77e-20 
11366.65 3.88e-10 1.00e+00 5.06e-09 3.28e-20 1.03e-20 
12061.10 4.52e-10 1.00e+00 3.71e-11 5.16e-21 1.34e-21 
12793.43 5.30e-10 1.00e+00 4.09e-13 7.86e-22 1.71e-22 
13528.61 6.54e-10 1.00e+00 5.47e-15 1.82e-22 3.61e-23 
14194.74 7.70e-10 1.00e+00 1.30e-16 8.35e-23 1.47e-23 
14757.77 8.29e-10 1.00e+00 7.61e-18 5.55e-23 8.52e-24 
15240.48 1.12e-09 1.00e+00 5.01e-19 2.77e-23 4.44e-24 
15646.99 1.88e-09 1.00e+00 2.92e-20 9.86e-24 1.51e-24 
15960.30 3.63e-09 1.00e+00 1.99e-21 3.64e-24 5.53e-25 
16187.41 5.28e-09 1.00e+00 3.09e-22 2.84e-24 3.82e-25 
16354.17 6.66e-09 1.00e+00 1.41e-22 3.17e-24 2.67e-25 
16484.18 6.85e-09 1.00e+00 1.32e-22 4.03e-24 2.65e-25 
16593.12 6.77e-09 1.00e+00 1.62e-22 5.14e-24 2.90e-25 
16691.99 6.52e-09 1.00e+00 1.93e-22 5.88e-24 2.99e-25 
16788.59 6.71e-09 1.00e+00 2.07e-22 6.50e-24 3.27e-25 
16888.37 6.59e-09 1.00e+00 2.21e-22 6.83e-24 3.43e-25 
16998.79 6.74e-09 1.00e+00 2.26e-22 6.69e-24 2.99e-25 
17146.37 7.02e-09 1.00e+00 2.27e-22 6.56e-24 2.86e-25 
17415.23 7.25e-09 1.00e+00 1.73e-22 4.79e-24 1.84e-25 
17888.12 7.59e-09 1.00e+00 5.35e-23 1.36e-24 4.42e-26 
18532.37 8.64e-09 1.00e+00 1.59e-23 3.81e-25 1.03e-26 
19260.76 9.35e-09 1.00e+00 7.46e-24 1.40e-25 2.40e-27 
20034.10 7.85e-09 1.00e+00 6.16e-24 1.79e-25 5.99e-27 
20838.00 9.29e-09 1.00e+00 4.28e-24 5.74e-26 4.00e-28 
21647.97 5.15e-09 1.00e+00 6.81e-24 2.41e-25 9.30e-27 
22447.94 9.59e-09 1.00e+00 4.17e-24 4.04e-26 1.09e-28 
23245.88 3.94e-09 1.00e+00 1.09e-23 2.10e-25 1.99e-27 
24052.47 3.55e-09 1.00e+00 1.22e-23 2.26e-25 1.61e-27 
24867.72 3.42e-09 1.00e+00 1.27e-23 2.28e-25 1.37e-27 
25698.86 3.59e-09 1.00e+00 1.26e-23 2.14e-25 1.14e-27 
26587.16 3.85e-09 1.00e+00 1.27e-23 2.12e-25 9.34e-28 
27637.54 4.39e-09 1.00e+00 1.21e-23 1.90e-25 4.89e-28 
28986.97 6.60e-09 1.00e+00 1.02e-23 1.21e-25 2.36e-28 
#TIME: 15.02 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 1.49e-12 1.77e-03 9.97e-01 1.38e-03 1.37e-12 
999.11 1.34e-12 1.60e-03 9.96e-01 2.25e-03 3.34e-12 
1267.34 1.31e-12 1.51e-03 9.96e-01 2.25e-03 3.49e-12 
1514.05 1.34e-12 1.47e-03 9.96e-01 2.56e-03 4.95e-12 
1808.80 1.14e-12 1.32e-03 9.96e-01 2.57e-03 5.20e-12 
1919.29 1.10e-12 1.27e-03 9.96e-01 2.55e-03 5.21e-12 
2160.92 9.91e-13 1.17e-03 9.96e-01 3.06e-03 7.56e-12 
2292.92 8.93e-13 1.10e-03 9.96e-01 3.10e-03 7.82e-12 
2432.98 8.33e-13 1.07e-03 9.96e-01 2.51e-03 5.38e-12 
2581.60 8.04e-13 1.06e-03 9.96e-01 2.97e-03 7.02e-12 
2739.29 8.00e-13 1.06e-03 9.96e-01 2.88e-03 6.75e-12 
2906.62 8.77e-13 1.17e-03 9.96e-01 2.49e-03 4.44e-12 
3084.17 8.30e-13 1.21e-03 9.96e-01 2.34e-03 3.66e-12 
3272.56 7.76e-13 1.26e-03 9.97e-01 1.85e-03 1.81e-12 
3472.46 7.93e-13 1.44e-03 9.97e-01 1.72e-03 1.35e-12 
3684.57 8.31e-13 1.69e-03 9.97e-01 1.22e-03 7.47e-13 
3909.64 8.11e-13 1.99e-03 9.97e-01 9.81e-04 3.17e-13 
4148.46 9.50e-13 2.56e-03 9.97e-01 7.23e-04 1.95e-13 
4401.86 1.47e-12 3.75e-03 9.96e-01 4.45e-04 5.88e-14 
4670.75 2.11e-12 5.49e-03 9.94e-01 3.22e-04 2.20e-14 
4956.05 2.55e-12 7.44e-03 9.92e-01 2.00e-04 7.51e-15 
5258.79 2.97e-12 1.00e-02 9.90e-01 1.21e-04 2.90e-15 
5580.02 4.47e-12 1.67e-02 9.83e-01 6.81e-05 2.70e-16 
5920.87 7.31e-12 3.00e-02 9.70e-01 3.01e-05 6.01e-17 
6282.54 1.29e-11 5.62e-02 9.44e-01 1.96e-06 1.58e-17 
6666.30 2.68e-11 1.17e-01 8.83e-01 5.40e-07 1.11e-16 
7073.50 6.06e-11 2.62e-01 7.38e-01 9.95e-08 9.48e-17 
7505.58 1.15e-10 5.16e-01 4.84e-01 1.24e-08 4.13e-17 
7964.05 1.75e-10 8.02e-01 1.98e-01 6.45e-10 1.25e-17 
8450.53 2.16e-10 9.46e-01 5.41e-02 1.47e-11 4.23e-18 
8966.72 2.37e-10 9.89e-01 1.07e-02 1.82e-13 1.44e-18 
9514.44 2.49e-10 9.99e-01 5.05e-04 2.20e-16 1.08e-19 
10095.62 2.73e-10 1.00e+00 1.86e-05 8.56e-19 2.60e-19 
10712.30 3.16e-10 1.00e+00 3.03e-07 1.85e-19 6.44e-20 
11366.65 3.90e-10 1.00e+00 2.51e-09 3.39e-20 1.05e-20 
12061.10 4.51e-10 1.00e+00 1.98e-11 5.64e-21 1.49e-21 
12793.43 5.34e-10 1.00e+00 2.19e-13 8.72e-22 2.05e-22 
13528.61 6.68e-10 1.00e+00 2.91e-15 1.95e-22 4.01e-23 
14194.74 7.78e-10 1.00e+00 7.19e-17 8.71e-23 1.52e-23 
14757.77 8.46e-10 1.00e+00 3.93e-18 5.45e-23 8.73e-24 
15240.48 1.15e-09 1.00e+00 2.68e-19 2.94e-23 4.60e-24 
15646.99 1.92e-09 1.00e+00 1.52e-20 1.15e-23 1.91e-24 
15960.30 3.76e-09 1.00e+00 1.15e-21 4.40e-24 6.37e-25 
16187.41 5.41e-09 1.00e+00 2.29e-22 3.51e-24 3.76e-25 
16354.17 7.02e-09 1.00e+00 1.30e-22 3.49e-24 2.54e-25 
16484.18 7.18e-09 1.00e+00 1.41e-22 4.48e-24 2.64e-25 
16593.12 6.88e-09 1.00e+00 1.76e-22 5.64e-24 3.14e-25 
16691.99 6.62e-09 1.00e+00 2.12e-22 6.74e-24 3.59e-25 
16788.59 6.68e-09 1.00e+00 2.30e-22 7.22e-24 3.56e-25 
16888.37 6.95e-09 1.00e+00 2.37e-22 7.10e-24 3.32e-25 
16998.79 6.97e-09 1.00e+00 2.50e-22 7.50e-24 3.35e-25 
17146.37 7.26e-09 1.00e+00 2.48e-22 7.16e-24 3.02e-25 
17415.23 7.45e-09 1.00e+00 1.91e-22 5.35e-24 2.03e-25 
17888.12 7.99e-09 1.00e+00 5.75e-23 1.47e-24 4.84e-26 
18532.37 8.02e-09 1.00e+00 1.91e-23 5.09e-25 1.53e-26 
19260.76 8.51e-09 1.00e+00 9.21e-24 2.38e-25 7.49e-27 
20034.10 6.33e-09 1.00e+00 8.55e-24 2.34e-25 4.03e-27 
20838.00 5.74e-09 1.00e+00 7.58e-24 2.53e-25 1.00e-26 
21647.97 7.49e-09 1.00e+00 5.35e-24 7.59e-26 3.84e-28 
22447.94 4.40e-09 1.00e+00 9.85e-24 4.05e-25 1.64e-26 
23245.88 3.84e-09 1.00e+00 1.24e-23 2.40e-25 1.84e-27 
24052.47 3.50e-09 1.00e+00 1.39e-23 2.61e-25 1.93e-27 
24867.72 3.43e-09 1.00e+00 1.44e-23 2.59e-25 1.58e-27 
25698.86 3.56e-09 1.00e+00 1.45e-23 2.54e-25 1.59e-27 
26587.16 3.94e-09 1.00e+00 1.41e-23 2.30e-25 8.75e-28 
27637.54 4.44e-09 1.00e+00 1.36e-23 2.13e-25 6.89e-28 
28986.97 5.41e-09 1.00e+00 1.39e-23 2.51e-25 7.37e-28 
#TIME: 15.33 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 1.64e-12 2.10e-03 9.96e-01 1.79e-03 2.05e-12 
999.11 1.62e-12 2.01e-03 9.97e-01 1.39e-03 1.07e-12 
1267.34 1.61e-12 1.96e-03 9.96e-01 1.73e-03 1.54e-12 
1514.05 1.56e-12 1.87e-03 9.96e-01 1.68e-03 1.61e-12 
1808.80 1.38e-12 1.69e-03 9.97e-01 1.64e-03 1.70e-12 
1919.29 1.36e-12 1.66e-03 9.97e-01 1.39e-03 1.63e-12 
2160.92 1.21e-12 1.52e-03 9.96e-01 2.06e-03 2.64e-12 
2292.92 1.12e-12 1.45e-03 9.97e-01 1.75e-03 2.36e-12 
2432.98 1.01e-12 1.38e-03 9.96e-01 2.19e-03 3.15e-12 
2581.60 9.68e-13 1.37e-03 9.97e-01 2.07e-03 3.09e-12 
2739.29 9.88e-13 1.41e-03 9.97e-01 1.71e-03 2.07e-12 
2906.62 1.05e-12 1.56e-03 9.97e-01 1.56e-03 1.25e-12 
3084.17 9.96e-13 1.58e-03 9.97e-01 1.39e-03 1.23e-12 
3272.56 9.90e-13 1.69e-03 9.97e-01 1.26e-03 7.15e-13 
3472.46 1.08e-12 2.01e-03 9.97e-01 1.12e-03 5.16e-13 
3684.57 1.07e-12 2.33e-03 9.97e-01 7.13e-04 1.74e-13 
3909.64 1.07e-12 2.77e-03 9.96e-01 8.31e-04 1.50e-13 
4148.46 1.32e-12 3.66e-03 9.96e-01 3.76e-04 2.57e-14 
4401.86 2.02e-12 5.41e-03 9.94e-01 1.83e-04 6.01e-15 
4670.75 3.01e-12 8.01e-03 9.92e-01 7.75e-05 2.68e-15 
4956.05 3.66e-12 1.10e-02 9.89e-01 2.42e-04 4.69e-15 
5258.79 4.26e-12 1.50e-02 9.85e-01 7.75e-05 6.47e-16 
5580.02 6.55e-12 2.54e-02 9.75e-01 1.95e-05 1.98e-17 
5920.87 1.08e-11 4.53e-02 9.55e-01 1.63e-05 3.62e-17 
6282.54 1.92e-11 8.57e-02 9.14e-01 1.60e-05 1.08e-15 
6666.30 3.87e-11 1.74e-01 8.26e-01 2.48e-07 1.11e-16 
7073.50 8.12e-11 3.61e-01 6.39e-01 4.16e-08 9.31e-17 
7505.58 1.35e-10 6.25e-01 3.75e-01 4.59e-09 3.97e-17 
7964.05 1.87e-10 8.75e-01 1.25e-01 1.90e-10 1.12e-17 
8450.53 2.17e-10 9.67e-01 3.30e-02 4.21e-12 3.35e-18 
8966.72 2.32e-10 9.93e-01 7.05e-03 5.40e-14 1.10e-18 
9514.44 2.42e-10 1.00e+00 3.29e-04 5.93e-17 3.17e-19 
10095.62 2.67e-10 1.00e+00 9.95e-06 8.70e-19 3.19e-19 
10712.30 3.16e-10 1.00e+00 1.50e-07 1.92e-19 6.87e-20 
11366.65 3.91e-10 1.00e+00 1.27e-09 3.63e-20 1.13e-20 
12061.10 4.55e-10 1.00e+00 1.03e-11 5.85e-21 1.49e-21 
12793.43 5.41e-10 1.00e+00 1.16e-13 9.26e-22 2.09e-22 
13528.61 6.76e-10 1.00e+00 1.59e-15 2.15e-22 4.38e-23 
14194.74 7.96e-10 1.00e+00 3.89e-17 9.16e-23 1.62e-23 
14757.77 8.65e-10 1.00e+00 2.16e-18 6.23e-23 1.08e-23 
15240.48 1.17e-09 1.00e+00 1.50e-19 3.35e-23 5.23e-24 
15646.99 1.99e-09 1.00e+00 7.68e-21 1.21e-23 1.82e-24 
15960.30 3.88e-09 1.00e+00 6.74e-22 4.82e-24 6.02e-25 
16187.41 5.74e-09 1.00e+00 1.90e-22 4.24e-24 3.81e-25 
16354.17 7.22e-09 1.00e+00 1.38e-22 4.48e-24 3.16e-25 
16484.18 7.57e-09 1.00e+00 1.49e-22 4.76e-24 2.63e-25 
16593.12 7.27e-09 1.00e+00 1.90e-22 6.04e-24 3.13e-25 
16691.99 7.09e-09 1.00e+00 2.26e-22 6.98e-24 3.39e-25 
16788.59 7.44e-09 1.00e+00 2.42e-22 7.17e-24 3.23e-25 
16888.37 7.30e-09 1.00e+00 2.57e-22 7.77e-24 3.63e-25 
16998.79 7.43e-09 1.00e+00 2.70e-22 7.82e-24 3.43e-25 
17146.37 7.49e-09 1.00e+00 2.77e-22 8.10e-24 3.40e-25 
17415.23 8.10e-09 1.00e+00 2.01e-22 5.27e-24 1.87e-25 
