#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
17888.12 8.12e-09 1.00e+00 6.40e-23 1.67e-24 5.38e-26 
18532.37 8.72e-09 1.00e+00 2.00e-23 4.61e-25 1.05e-26 
19260.76 7.86e-09 1.00e+00 1.12e-23 2.84e-25 5.89e-27 
20034.10 8.03e-09 1.00e+00 7.69e-24 1.36e-25 1.62e-27 
20838.00 5.43e-09 1.00e+00 9.10e-24 2.07e-25 2.11e-27 
21647.97 4.92e-09 1.00e+00 9.04e-24 2.77e-25 7.09e-27 
22447.94 4.36e-09 1.00e+00 1.14e-23 2.29e-25 1.06e-27 
23245.88 3.80e-09 1.00e+00 1.43e-23 2.78e-25 2.24e-27 
24052.47 3.43e-09 1.00e+00 1.59e-23 2.98e-25 1.94e-27 
24867.72 3.37e-09 1.00e+00 1.64e-23 2.97e-25 1.79e-27 
25698.86 7.71e-09 1.00e+00 7.86e-24 6.63e-26 1.94e-28 
26587.16 4.05e-09 1.00e+00 1.54e-23 2.49e-25 1.10e-27 
27637.54 4.57e-09 1.00e+00 1.48e-23 2.27e-25 7.59e-28 
28986.97 5.32e-09 1.00e+00 1.60e-23 2.48e-25 4.24e-28 
#TIME: 15.65 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 2.05e-12 2.63e-03 9.96e-01 1.44e-03 8.44e-13 
999.11 2.02e-12 2.59e-03 9.96e-01 1.07e-03 5.47e-13 
1267.34 1.98e-12 2.51e-03 9.97e-01 8.87e-04 4.00e-13 
1514.05 1.97e-12 2.42e-03 9.96e-01 1.11e-03 6.92e-13 
1808.80 1.68e-12 2.16e-03 9.97e-01 1.13e-03 7.27e-13 
1919.29 1.72e-12 2.20e-03 9.97e-01 1.09e-03 7.04e-13 
2160.92 1.48e-12 1.97e-03 9.97e-01 1.36e-03 9.98e-13 
2292.92 1.41e-12 1.94e-03 9.97e-01 1.22e-03 8.52e-13 
2432.98 1.26e-12 1.83e-03 9.97e-01 1.37e-03 9.67e-13 
2581.60 1.22e-12 1.81e-03 9.97e-01 1.40e-03 9.93e-13 
2739.29 1.24e-12 1.88e-03 9.97e-01 1.14e-03 6.00e-13 
2906.62 1.36e-12 2.09e-03 9.97e-01 1.01e-03 4.83e-13 
3084.17 1.34e-12 2.18e-03 9.97e-01 9.23e-04 4.36e-13 
3272.56 1.33e-12 2.36e-03 9.97e-01 8.34e-04 3.28e-13 
3472.46 1.35e-12 2.75e-03 9.97e-01 5.50e-04 9.97e-14 
3684.57 1.43e-12 3.27e-03 9.96e-01 4.98e-04 6.55e-14 
3909.64 1.47e-12 3.95e-03 9.96e-01 3.39e-04 2.43e-14 
4148.46 1.81e-12 5.28e-03 9.94e-01 2.75e-04 1.62e-14 
4401.86 2.85e-12 7.85e-03 9.92e-01 1.23e-04 3.18e-15 
4670.75 4.32e-12 1.19e-02 9.88e-01 5.28e-05 3.58e-16 
4956.05 5.31e-12 1.67e-02 9.83e-01 3.42e-05 7.86e-17 
5258.79 6.24e-12 2.28e-02 9.77e-01 5.53e-05 1.29e-16 
5580.02 9.83e-12 3.93e-02 9.61e-01 3.57e-06 9.12e-18 
5920.87 1.62e-11 7.00e-02 9.30e-01 8.20e-05 3.74e-16 
6282.54 2.92e-11 1.32e-01 8.68e-01 4.17e-07 3.53e-18 
6666.30 5.49e-11 2.50e-01 7.50e-01 1.04e-07 1.04e-16 
7073.50 1.03e-10 4.73e-01 5.27e-01 1.63e-08 9.02e-17 
7505.58 1.57e-10 7.40e-01 2.60e-01 1.49e-09 3.59e-17 
7964.05 1.91e-10 9.15e-01 8.49e-02 5.93e-11 1.22e-17 
8450.53 2.14e-10 9.79e-01 2.09e-02 1.21e-12 3.48e-18 
8966.72 2.28e-10 9.96e-01 3.97e-03 1.33e-14 9.43e-19 
9514.44 2.35e-10 1.00e+00 1.60e-04 1.32e-17 2.73e-19 
10095.62 2.63e-10 1.00e+00 5.05e-06 8.70e-19 3.25e-19 
10712.30 3.19e-10 1.00e+00 7.18e-08 1.95e-19 6.86e-20 
11366.65 3.94e-10 1.00e+00 6.33e-10 3.79e-20 1.14e-20 
12061.10 4.54e-10 1.00e+00 5.40e-12 6.37e-21 1.64e-21 
12793.43 5.45e-10 1.00e+00 6.41e-14 1.03e-21 2.30e-22 
13528.61 6.89e-10 1.00e+00 8.28e-16 2.20e-22 4.25e-23 
14194.74 8.02e-10 1.00e+00 2.17e-17 1.02e-22 1.80e-23 
14757.77 8.82e-10 1.00e+00 1.24e-18 7.01e-23 1.12e-23 
15240.48 1.20e-09 1.00e+00 7.80e-20 3.34e-23 4.86e-24 
15646.99 2.04e-09 1.00e+00 3.93e-21 1.33e-23 2.00e-24 
15960.30 3.99e-09 1.00e+00 4.28e-22 5.70e-24 6.93e-25 
16187.41 6.16e-09 1.00e+00 1.79e-22 5.07e-24 3.92e-25 
16354.17 7.67e-09 1.00e+00 1.45e-22 4.69e-24 2.60e-25 
16484.18 8.14e-09 1.00e+00 1.60e-22 5.12e-24 2.79e-25 
16593.12 7.43e-09 1.00e+00 2.11e-22 6.83e-24 3.69e-25 
16691.99 7.87e-09 1.00e+00 2.40e-22 7.25e-24 3.43e-25 
16788.59 7.32e-09 1.00e+00 2.71e-22 8.40e-24 4.01e-25 
16888.37 7.57e-09 1.00e+00 2.87e-22 8.74e-24 4.01e-25 
16998.79 7.75e-09 1.00e+00 2.92e-22 8.45e-24 3.56e-25 
17146.37 7.99e-09 1.00e+00 2.96e-22 8.25e-24 3.10e-25 
17415.23 7.93e-09 1.00e+00 2.33e-22 6.69e-24 2.63e-25 
17888.12 7.99e-09 1.00e+00 7.48e-23 2.04e-24 6.28e-26 
18532.37 9.36e-09 1.00e+00 2.15e-23 5.04e-25 1.23e-26 
19260.76 8.47e-09 1.00e+00 1.19e-23 2.62e-25 4.58e-27 
20034.10 1.03e-08 1.00e+00 6.94e-24 1.23e-25 1.99e-27 
20838.00 5.33e-09 1.00e+00 1.05e-23 2.28e-25 2.78e-27 
21647.97 4.89e-09 1.00e+00 1.04e-23 2.13e-25 1.65e-27 
22447.94 4.30e-09 1.00e+00 1.30e-23 2.59e-25 2.38e-27 
23245.88 3.75e-09 1.00e+00 1.63e-23 3.17e-25 2.27e-27 
24052.47 3.46e-09 1.00e+00 1.81e-23 3.44e-25 2.50e-27 
24867.72 3.43e-09 1.00e+00 1.85e-23 3.35e-25 2.02e-27 
25698.86 3.57e-09 1.00e+00 1.84e-23 6.73e-25 1.50e-26 
26587.16 3.97e-09 1.00e+00 1.79e-23 3.11e-25 1.35e-27 
27637.54 4.86e-09 1.00e+00 1.60e-23 2.46e-25 8.24e-28 
28986.97 5.23e-09 1.00e+00 1.82e-23 2.78e-25 4.86e-28 
#TIME: 15.98 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 2.69e-12 3.53e-03 9.96e-01 6.75e-04 1.72e-13 
999.11 2.47e-12 3.30e-03 9.96e-01 7.55e-04 1.95e-13 
1267.34 2.39e-12 3.18e-03 9.96e-01 8.50e-04 2.59e-13 
1514.05 2.52e-12 3.19e-03 9.96e-01 6.72e-04 1.96e-13 
1808.80 2.18e-12 2.87e-03 9.96e-01 7.81e-04 2.59e-13 
1919.29 2.08e-12 2.82e-03 9.96e-01 1.07e-03 3.86e-13 
2160.92 1.93e-12 2.64e-03 9.97e-01 7.34e-04 2.71e-13 
2292.92 1.79e-12 2.58e-03 9.97e-01 7.32e-04 2.58e-13 
2432.98 1.66e-12 2.47e-03 9.97e-01 8.27e-04 2.60e-13 
2581.60 1.63e-12 2.48e-03 9.97e-01 8.66e-04 3.15e-13 
2739.29 1.65e-12 2.57e-03 9.97e-01 6.03e-04 2.14e-13 
2906.62 1.72e-12 2.82e-03 9.97e-01 6.24e-04 1.56e-13 
3084.17 1.75e-12 3.03e-03 9.96e-01 5.09e-04 9.08e-14 
3272.56 1.72e-12 3.29e-03 9.96e-01 3.18e-04 2.99e-14 
3472.46 1.78e-12 3.78e-03 9.96e-01 3.58e-04 3.25e-14 
3684.57 1.93e-12 4.64e-03 9.95e-01 3.22e-04 1.73e-14 
3909.64 2.01e-12 5.73e-03 9.94e-01 2.60e-04 9.28e-15 
4148.46 2.56e-12 7.70e-03 9.92e-01 1.61e-04 5.03e-15 
4401.86 4.06e-12 1.17e-02 9.88e-01 1.28e-04 1.33e-15 
4670.75 6.42e-12 1.83e-02 9.82e-01 4.52e-05 1.62e-16 
4956.05 7.92e-12 2.56e-02 9.74e-01 8.05e-06 2.12e-17 
5258.79 9.35e-12 3.53e-02 9.65e-01 1.74e-04 7.05e-16 
5580.02 1.46e-11 6.00e-02 9.40e-01 1.75e-06 1.22e-17 
5920.87 2.45e-11 1.07e-01 8.93e-01 6.13e-07 4.43e-19 
6282.54 4.33e-11 2.00e-01 8.00e-01 1.79e-07 6.02e-17 
6666.30 7.66e-11 3.58e-01 6.42e-01 4.10e-08 1.00e-16 
7073.50 1.27e-10 5.94e-01 4.06e-01 5.94e-09 8.61e-17 
7505.58 1.70e-10 8.21e-01 1.79e-01 4.86e-10 3.70e-17 
7964.05 1.95e-10 9.47e-01 5.32e-02 1.76e-11 1.20e-17 
8450.53 2.14e-10 9.87e-01 1.33e-02 3.38e-13 3.45e-18 
8966.72 2.24e-10 9.99e-01 1.16e-03 1.58e-15 4.72e-19 
9514.44 2.30e-10 1.00e+00 8.52e-05 5.27e-18 5.05e-19 
10095.62 2.59e-10 1.00e+00 2.52e-06 9.02e-19 3.47e-19 
10712.30 3.20e-10 1.00e+00 3.50e-08 2.07e-19 7.28e-20 
11366.65 3.96e-10 1.00e+00 3.17e-10 4.02e-20 1.19e-20 
12061.10 4.61e-10 1.00e+00 2.67e-12 6.38e-21 1.59e-21 
12793.43 5.56e-10 1.00e+00 3.23e-14 1.01e-21 2.12e-22 
13528.61 6.93e-10 1.00e+00 4.75e-16 2.60e-22 5.27e-23 
14194.74 8.19e-10 1.00e+00 1.07e-17 9.64e-23 1.63e-23 
14757.77 8.98e-10 1.00e+00 5.73e-19 6.07e-23 9.12e-24 
15240.48 1.23e-09 1.00e+00 3.61e-20 3.20e-23 4.86e-24 
15646.99 2.09e-09 1.00e+00 2.65e-21 1.89e-23 2.78e-24 
15960.30 4.22e-09 1.00e+00 3.59e-22 8.03e-24 8.71e-25 
16187.41 6.30e-09 1.00e+00 1.88e-22 6.06e-24 4.19e-25 
16354.17 7.94e-09 1.00e+00 1.56e-22 5.13e-24 2.94e-25 
16484.18 8.61e-09 1.00e+00 1.71e-22 5.42e-24 2.83e-25 
16593.12 7.91e-09 1.00e+00 2.26e-22 6.94e-24 3.37e-25 
16691.99 7.95e-09 1.00e+00 2.64e-22 8.12e-24 3.69e-25 
16788.59 7.69e-09 1.00e+00 2.94e-22 8.77e-24 3.93e-25 
16888.37 7.95e-09 1.00e+00 3.07e-22 8.83e-24 3.57e-25 
16998.79 8.22e-09 1.00e+00 3.19e-22 9.17e-24 3.65e-25 
17146.37 8.28e-09 1.00e+00 3.26e-22 9.15e-24 3.50e-25 
17415.23 8.41e-09 1.00e+00 2.51e-22 6.63e-24 2.14e-25 
17888.12 8.54e-09 1.00e+00 8.00e-23 1.97e-24 5.18e-26 
18532.37 1.02e-08 1.00e+00 2.26e-23 5.17e-25 1.24e-26 
19260.76 9.15e-09 1.00e+00 1.27e-23 2.78e-25 5.52e-27 
20034.10 1.01e-08 1.00e+00 8.07e-24 1.85e-25 3.78e-27 
20838.00 1.18e-08 1.00e+00 5.66e-24 5.77e-26 3.64e-28 
21647.97 4.82e-09 1.00e+00 1.20e-23 2.52e-25 2.92e-27 
22447.94 4.24e-09 1.00e+00 1.50e-23 3.03e-25 2.60e-27 
23245.88 3.73e-09 1.00e+00 1.87e-23 3.67e-25 2.55e-27 
24052.47 3.45e-09 1.00e+00 2.06e-23 3.88e-25 2.40e-27 
24867.72 3.44e-09 1.00e+00 2.09e-23 3.78e-25 1.97e-27 
25698.86 3.69e-09 1.00e+00 2.04e-23 3.52e-25 8.68e-28 
26587.16 4.11e-09 1.00e+00 1.97e-23 3.26e-25 1.26e-27 
27637.54 4.70e-09 1.00e+00 1.85e-23 3.06e-25 9.72e-28 
28986.97 5.56e-09 1.00e+00 1.96e-23 2.85e-25 5.32e-28 
#TIME: 16.31 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 3.13e-12 4.45e-03 9.95e-01 3.09e-04 3.34e-14 
999.11 3.01e-12 4.26e-03 9.95e-01 4.03e-04 6.51e-14 
1267.34 2.91e-12 4.09e-03 9.95e-01 4.34e-04 6.65e-14 
1514.05 3.10e-12 4.18e-03 9.95e-01 4.86e-04 6.63e-14 
1808.80 2.70e-12 3.79e-03 9.96e-01 6.75e-04 1.46e-13 
1919.29 2.65e-12 3.73e-03 9.96e-01 5.41e-04 1.32e-13 
2160.92 2.42e-12 3.54e-03 9.96e-01 4.35e-04 7.06e-14 
2292.92 2.25e-12 3.45e-03 9.96e-01 4.64e-04 9.14e-14 
2432.98 2.10e-12 3.37e-03 9.96e-01 3.27e-04 4.18e-14 
2581.60 2.04e-12 3.37e-03 9.96e-01 4.49e-04 7.64e-14 
2739.29 2.04e-12 3.48e-03 9.96e-01 5.70e-04 9.69e-14 
2906.62 2.23e-12 3.85e-03 9.96e-01 4.02e-04 5.38e-14 
3084.17 2.34e-12 4.24e-03 9.96e-01 2.49e-04 1.88e-14 
3272.56 2.35e-12 4.67e-03 9.95e-01 2.28e-04 1.40e-14 
3472.46 2.39e-12 5.35e-03 9.94e-01 2.42e-04 1.17e-14 
3684.57 2.59e-12 6.60e-03 9.93e-01 2.79e-04 1.30e-14 
3909.64 2.84e-12 8.37e-03 9.92e-01 6.38e-05 5.72e-16 
4148.46 3.65e-12 1.15e-02 9.88e-01 2.15e-04 5.18e-15 
4401.86 6.15e-12 1.81e-02 9.82e-01 1.85e-05 3.40e-17 
4670.75 9.42e-12 2.78e-02 9.72e-01 1.32e-05 1.51e-17 
4956.05 1.20e-11 4.01e-02 9.60e-01 1.49e-05 1.52e-17 
5258.79 1.41e-11 5.45e-02 9.45e-01 2.11e-06 7.23e-19 
5580.02 2.29e-11 9.56e-02 9.04e-01 7.83e-07 1.14e-17 
5920.87 3.68e-11 1.64e-01 8.36e-01 2.64e-07 2.60e-17 
6282.54 6.06e-11 2.87e-01 7.13e-01 7.67e-08 6.14e-17 
6666.30 9.91e-11 4.76e-01 5.24e-01 1.58e-08 1.01e-16 
7073.50 1.48e-10 7.06e-01 2.94e-01 1.98e-09 8.13e-17 
7505.58 1.76e-10 8.71e-01 1.29e-01 1.58e-10 3.80e-17 
7964.05 1.94e-10 9.67e-01 3.29e-02 4.81e-12 1.13e-17 
8450.53 2.09e-10 9.86e-01 1.44e-02 1.60e-13 6.00e-18 
8966.72 2.18e-10 9.98e-01 1.85e-03 1.07e-15 2.76e-18 
9514.44 2.27e-10 1.00e+00 4.42e-05 3.76e-18 9.35e-19 
10095.62 2.58e-10 1.00e+00 1.20e-06 9.06e-19 3.46e-19 
10712.30 3.23e-10 1.00e+00 1.64e-08 2.08e-19 7.03e-20 
11366.65 3.97e-10 1.00e+00 1.53e-10 4.11e-20 1.19e-20 
12061.10 4.59e-10 1.00e+00 1.43e-12 7.44e-21 1.95e-21 
12793.43 5.64e-10 1.00e+00 1.72e-14 1.15e-21 2.61e-22 
13528.61 7.14e-10 1.00e+00 2.50e-16 2.56e-22 4.61e-23 
14194.74 8.49e-10 1.00e+00 5.25e-18 1.03e-22 1.95e-23 
14757.77 9.36e-10 1.00e+00 2.77e-19 6.83e-23 1.26e-23 
15240.48 1.27e-09 1.00e+00 1.89e-20 3.87e-23 6.62e-24 
15646.99 2.17e-09 1.00e+00 1.73e-21 2.00e-23 2.19e-24 
15960.30 4.36e-09 1.00e+00 3.39e-22 9.85e-24 8.04e-25 
16187.41 6.48e-09 1.00e+00 2.04e-22 6.92e-24 4.25e-25 
16354.17 8.52e-09 1.00e+00 1.69e-22 5.54e-24 3.04e-25 
16484.18 9.00e-09 1.00e+00 1.89e-22 6.13e-24 3.24e-25 
16593.12 8.54e-09 1.00e+00 2.42e-22 7.44e-24 3.54e-25 
16691.99 7.90e-09 1.00e+00 2.99e-22 9.35e-24 4.45e-25 
16788.59 8.00e-09 1.00e+00 3.27e-22 9.86e-24 4.48e-25 
16888.37 8.22e-09 1.00e+00 3.37e-22 9.86e-24 4.18e-25 
16998.79 8.51e-09 1.00e+00 3.50e-22 1.00e-23 3.94e-25 
17146.37 8.86e-09 1.00e+00 3.43e-22 9.08e-24 3.19e-25 
17415.23 8.68e-09 1.00e+00 2.78e-22 7.49e-24 2.57e-25 
17888.12 7.79e-09 1.00e+00 9.88e-23 2.79e-24 9.12e-26 
18532.37 7.83e-09 1.00e+00 3.29e-23 1.03e-24 3.40e-26 
19260.76 6.96e-09 1.00e+00 1.86e-23 5.55e-25 1.48e-26 
20034.10 5.90e-09 1.00e+00 1.51e-23 5.50e-25 1.44e-26 
20838.00 5.15e-09 1.00e+00 1.40e-23 6.53e-25 3.71e-26 
21647.97 4.75e-09 1.00e+00 1.38e-23 2.87e-25 3.17e-27 
22447.94 4.19e-09 1.00e+00 1.71e-23 3.43e-25 2.79e-27 
23245.88 9.56e-09 1.00e+00 8.72e-24 6.92e-26 1.91e-28 
24052.47 3.48e-09 1.00e+00 2.34e-23 4.41e-25 2.65e-27 
24867.72 3.50e-09 1.00e+00 2.37e-23 4.32e-25 2.39e-27 
25698.86 3.72e-09 1.00e+00 2.33e-23 4.17e-25 1.69e-27 
26587.16 4.11e-09 1.00e+00 2.28e-23 3.97e-25 1.51e-27 
27637.54 4.64e-09 1.00e+00 2.17e-23 3.68e-25 1.12e-27 
28986.97 1.82e-08 1.00e+00 7.43e-24 3.85e-26 2.03e-29 
#TIME: 16.64 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 3.99e-12 5.76e-03 9.94e-01 1.98e-04 1.09e-14 
999.11 3.79e-12 5.52e-03 9.94e-01 2.23e-04 1.56e-14 
1267.34 3.71e-12 5.35e-03 9.94e-01 2.68e-04 1.83e-14 
1514.05 3.86e-12 5.41e-03 9.94e-01 2.99e-04 2.56e-14 
1808.80 3.44e-12 5.03e-03 9.95e-01 4.63e-04 5.46e-14 
1919.29 3.47e-12 5.08e-03 9.95e-01 2.44e-04 1.88e-14 
2160.92 3.21e-12 4.84e-03 9.95e-01 2.54e-04 2.10e-14 
2292.92 2.96e-12 4.70e-03 9.95e-01 2.79e-04 2.67e-14 
2432.98 2.86e-12 4.74e-03 9.95e-01 4.40e-04 4.06e-14 
2581.60 2.73e-12 4.68e-03 9.95e-01 4.01e-04 3.60e-14 
2739.29 2.76e-12 4.79e-03 9.95e-01 3.64e-04 2.95e-14 
2906.62 3.12e-12 5.50e-03 9.94e-01 1.94e-04 1.01e-14 
3084.17 3.09e-12 5.97e-03 9.94e-01 2.39e-04 1.15e-14 
3272.56 3.05e-12 6.64e-03 9.93e-01 1.62e-04 5.60e-15 
3472.46 3.22e-12 7.70e-03 9.92e-01 1.06e-04 2.03e-15 
3684.57 3.59e-12 9.53e-03 9.90e-01 2.38e-04 8.65e-15 
3909.64 4.07e-12 1.26e-02 9.87e-01 4.49e-05 1.63e-16 
4148.46 5.46e-12 1.77e-02 9.82e-01 1.43e-05 4.04e-17 
4401.86 8.99e-12 2.76e-02 9.72e-01 7.27e-06 4.09e-18 
4670.75 1.44e-11 4.39e-02 9.56e-01 3.42e-06 4.89e-18 
4956.05 1.81e-11 6.25e-02 9.37e-01 3.43e-06 1.48e-18 
5258.79 2.19e-11 8.70e-02 9.13e-01 9.43e-07 5.29e-18 
5580.02 3.35e-11 1.44e-01 8.56e-01 3.45e-07 1.16e-17 
5920.87 5.32e-11 2.44e-01 7.56e-01 1.09e-07 2.58e-17 
6282.54 8.40e-11 4.05e-01 5.95e-01 2.80e-08 5.35e-17 
6666.30 1.25e-10 6.12e-01 3.88e-01 5.28e-09 9.05e-17 
7073.50 1.60e-10 7.89e-01 2.11e-01 6.57e-10 8.28e-17 
7505.58 1.83e-10 9.27e-01 7.30e-02 4.01e-11 3.03e-17 
7964.05 1.94e-10 9.78e-01 2.20e-02 1.40e-12 1.24e-17 
8450.53 2.08e-10 9.97e-01 2.99e-03 1.31e-14 1.07e-18 
8966.72 2.13e-10 1.00e+00 3.39e-04 7.20e-17 2.88e-19 
9514.44 2.21e-10 1.00e+00 2.28e-05 3.57e-18 1.29e-18 
10095.62 2.57e-10 1.00e+00 5.82e-07 9.62e-19 3.73e-19 
10712.30 3.24e-10 1.00e+00 7.73e-09 2.18e-19 7.50e-20 
11366.65 4.03e-10 1.00e+00 7.30e-11 4.27e-20 1.25e-20 
12061.10 4.67e-10 1.00e+00 7.16e-13 7.43e-21 1.74e-21 
12793.43 5.75e-10 1.00e+00 8.88e-15 1.18e-21 2.50e-22 
13528.61 7.26e-10 1.00e+00 1.30e-16 2.71e-22 5.19e-23 
14194.74 8.57e-10 1.00e+00 3.01e-18 1.30e-22 2.44e-23 
14757.77 9.45e-10 1.00e+00 1.68e-19 9.25e-23 1.61e-23 
15240.48 1.30e-09 1.00e+00 1.20e-20 5.11e-23 7.66e-24 
15646.99 2.28e-09 1.00e+00 1.26e-21 2.38e-23 2.57e-24 
15960.30 4.70e-09 1.00e+00 3.47e-22 1.13e-23 7.85e-25 
16187.41 6.98e-09 1.00e+00 2.17e-22 7.20e-24 3.95e-25 
16354.17 9.08e-09 1.00e+00 1.81e-22 5.82e-24 2.92e-25 
16484.18 9.55e-09 1.00e+00 2.03e-22 6.39e-24 3.00e-25 
16593.12 9.24e-09 1.00e+00 2.62e-22 8.07e-24 3.76e-25 
16691.99 8.77e-09 1.00e+00 3.16e-22 9.22e-24 3.80e-25 
16788.59 8.75e-09 1.00e+00 3.50e-22 1.00e-23 4.00e-25 
16888.37 8.63e-09 1.00e+00 3.77e-22 1.12e-23 4.60e-25 
16998.79 9.03e-09 1.00e+00 3.78e-22 1.05e-23 3.83e-25 
17146.37 9.04e-09 1.00e+00 3.97e-22 1.16e-23 4.59e-25 
17415.23 9.04e-09 1.00e+00 3.10e-22 8.32e-24 2.68e-25 
17888.12 9.10e-09 1.00e+00 9.94e-23 2.26e-24 5.08e-26 
18532.37 1.05e-08 1.00e+00 2.90e-23 5.49e-25 7.13e-27 
19260.76 8.06e-09 1.00e+00 1.86e-23 3.78e-25 4.69e-27 
20034.10 5.91e-09 1.00e+00 1.75e-23 3.92e-25 3.64e-27 
20838.00 5.12e-09 1.00e+00 1.63e-23 3.50e-25 1.98e-27 
21647.97 1.28e-08 1.00e+00 6.11e-24 4.87e-26 2.10e-28 
22447.94 4.17e-09 1.00e+00 1.97e-23 3.95e-25 3.70e-27 
23245.88 3.70e-09 1.00e+00 2.44e-23 1.15e-24 5.13e-26 
24052.47 3.49e-09 1.00e+00 2.65e-23 4.95e-25 2.87e-27 
24867.72 3.54e-09 1.00e+00 2.65e-23 4.71e-25 2.23e-27 
25698.86 3.76e-09 1.00e+00 2.62e-23 4.59e-25 1.71e-27 
26587.16 4.26e-09 1.00e+00 2.49e-23 4.11e-25 1.29e-27 
27637.54 4.90e-09 1.00e+00 2.35e-23 3.68e-25 1.06e-27 
28986.97 5.40e-09 1.00e+00 2.65e-23 1.29e-24 2.00e-26 
#TIME: 16.99 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 5.35e-12 7.97e-03 9.92e-01 1.77e-04 5.22e-15 
999.11 4.79e-12 7.21e-03 9.93e-01 2.10e-04 1.10e-14 
1267.34 4.85e-12 7.20e-03 9.92e-01 3.12e-04 1.62e-14 
1514.05 5.28e-12 7.43e-03 9.92e-01 1.34e-04 5.76e-15 
1808.80 4.77e-12 7.00e-03 9.93e-01 1.60e-04 6.75e-15 
1919.29 4.65e-12 7.00e-03 9.93e-01 1.60e-04 7.24e-15 
2160.92 4.27e-12 6.67e-03 9.93e-01 3.02e-04 1.93e-14 
2292.92 3.92e-12 6.47e-03 9.93e-01 1.88e-04 8.80e-15 
2432.98 3.72e-12 6.48e-03 9.93e-01 2.03e-04 8.44e-15 
2581.60 3.69e-12 6.63e-03 9.93e-01 2.51e-04 1.57e-14 
2739.29 3.68e-12 6.77e-03 9.93e-01 1.49e-04 5.77e-15 
2906.62 4.11e-12 7.86e-03 9.92e-01 1.15e-04 4.20e-15 
3084.17 4.17e-12 8.52e-03 9.91e-01 8.96e-05 1.66e-15 
3272.56 4.24e-12 9.52e-03 9.90e-01 1.59e-04 5.91e-15 
3472.46 4.54e-12 1.14e-02 9.89e-01 9.57e-05 1.17e-15 
3684.57 5.15e-12 1.45e-02 9.86e-01 3.08e-05 3.68e-16 
3909.64 5.99e-12 1.93e-02 9.81e-01 3.97e-05 1.78e-16 
4148.46 8.17e-12 2.74e-02 9.73e-01 7.06e-06 1.77e-17 
4401.86 1.35e-11 4.27e-02 9.57e-01 3.49e-06 1.87e-18 
4670.75 2.18e-11 6.87e-02 9.31e-01 1.58e-06 1.61e-18 
4956.05 2.80e-11 9.91e-02 9.01e-01 1.03e-06 1.66e-18 
5258.79 3.28e-11 1.33e-01 8.67e-01 4.12e-07 5.36e-18 
5580.02 5.04e-11 2.21e-01 7.79e-01 1.44e-07 1.13e-17 
5920.87 7.57e-11 3.53e-01 6.47e-01 4.24e-08 2.47e-17 
6282.54 1.07e-10 5.26e-01 4.74e-01 1.03e-08 5.56e-17 
6666.30 1.43e-10 7.17e-01 2.83e-01 1.73e-09 9.09e-17 
7073.50 1.70e-10 8.51e-01 1.49e-01 2.10e-10 8.16e-17 
7505.58 1.83e-10 9.40e-01 6.04e-02 1.47e-11 4.50e-17 
7964.05 1.91e-10 9.87e-01 1.33e-02 3.66e-13 1.13e-17 
8450.53 2.04e-10 9.98e-01 1.69e-03 3.01e-15 3.09e-18 
8966.72 2.08e-10 1.00e+00 1.80e-04 2.39e-17 1.46e-18 
9514.44 2.18e-10 1.00e+00 1.13e-05 3.56e-18 1.40e-18 
10095.62 2.57e-10 1.00e+00 2.69e-07 9.58e-19 3.55e-19 
10712.30 3.30e-10 1.00e+00 3.50e-09 2.18e-19 7.24e-20 
11366.65 4.05e-10 1.00e+00 3.46e-11 4.51e-20 1.32e-20 
12061.10 4.72e-10 1.00e+00 3.51e-13 7.77e-21 1.91e-21 
12793.43 5.86e-10 1.00e+00 4.53e-15 1.25e-21 2.69e-22 
