#NTIMES: 110 
#TIMES[d]: 2.04 2.11 2.19 2.28 2.36 2.45 2.54 2.64 2.74 2.84 2.95 3.06 3.17 3.29 3.41 3.54 3.68 3.81 3.96 4.11 4.26 4.42 4.59 4.76 4.94 5.12 5.32 5.52 5.72 5.94 6.16 6.39 6.63 6.88 7.14 7.41 7.69 7.98 8.28 8.59 8.91 9.25 9.59 9.95 10.33 10.71 11.12 11.54 11.97 12.42 12.88 13.37 13.87 14.39 14.93 15.49 16.08 16.68 17.31 17.96 18.63 19.33 20.06 20.81 21.59 22.41 23.25 24.12 25.03 25.97 26.94 27.96 29.01 30.10 31.23 32.40 33.62 34.88 36.19 37.55 38.96 40.43 41.95 43.52 45.16 46.86 48.62 50.44 52.34 54.30 56.35 58.46 60.66 62.94 65.30 67.76 70.30 72.94 75.69 78.53 81.48 84.54 87.72 91.01 94.43 97.98 101.66 105.48 109.45 113.56 117.83 
#NSTAGES: 5 
#
#TIME: 2.04 
#NVEL: 80 
#vel_mid[km/s] temp[K] ne[/cm^3] k0 k1 k2 k3 k4 
32750.00 26925.30 1.91e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33250.00 27897.60 1.61e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33750.00 28934.10 1.36e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34250.00 30069.20 1.15e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34750.00 31334.30 9.70e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35250.00 32718.80 8.19e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35750.00 34143.80 6.90e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36250.00 35806.20 5.81e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36750.00 37600.00 4.90e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37250.00 39729.80 4.14e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37750.00 41931.80 3.48e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38250.00 44421.20 2.93e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38750.00 46498.30 2.40e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39250.00 50007.90 2.03e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39750.00 54116.90 1.71e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
#
#TIME: 40.43 
#NVEL: 80 
#vel_mid[km/s] temp[K] ne[/cm^3] k0 k1 k2 k3 k4 
750.00 14042.40 1.06e+09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1250.00 13565.60 8.98e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1750.00 13203.50 7.55e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2250.00 11999.90 6.30e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2750.00 10900.10 5.19e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3250.00 10323.60 4.26e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3750.00 9580.68 3.33e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4250.00 9090.26 2.47e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4750.00 8944.64 1.83e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5250.00 8846.36 1.38e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5750.00 8792.48 1.04e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6250.00 8826.96 8.28e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6750.00 8922.90 6.97e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7250.00 9013.08 6.09e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7750.00 9058.76 5.61e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8250.00 9159.46 5.29e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8750.00 8894.35 4.97e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9250.00 7529.40 4.55e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9750.00 6362.23 4.00e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10250.00 6063.89 3.58e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10750.00 6094.59 2.50e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11250.00 5978.36 2.22e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11750.00 6063.98 1.72e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12250.00 6168.30 1.37e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12750.00 6243.10 1.15e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13250.00 6121.16 1.17e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13750.00 6021.75 1.14e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14250.00 8166.30 1.04e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14750.00 12924.80 8.91e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15250.00 13079.50 7.49e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15750.00 13235.90 6.31e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16250.00 13393.80 5.31e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16750.00 13562.90 4.46e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17250.00 13706.70 3.76e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17750.00 13916.70 3.16e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18250.00 14132.00 2.66e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18750.00 14358.40 2.24e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19250.00 14557.80 1.88e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19750.00 14788.20 1.58e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20250.00 15021.80 1.33e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20750.00 15282.60 1.12e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21250.00 15543.50 9.43e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21750.00 15803.30 7.94e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22250.00 16097.40 6.68e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22750.00 16397.90 5.62e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23250.00 16714.10 4.73e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23750.00 17049.20 3.98e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24250.00 17381.20 3.35e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24750.00 17750.40 2.82e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25250.00 18141.50 2.37e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25750.00 18526.20 1.99e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26250.00 18947.50 1.68e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26750.00 19429.70 1.41e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27250.00 19877.40 1.19e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27750.00 20406.00 9.99e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28250.00 22330.80 1.30e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28750.00 21423.60 7.07e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29250.00 22069.90 5.95e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29750.00 22612.10 4.63e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30250.00 23313.00 4.21e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30750.00 23994.80 3.32e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31250.00 24843.00 2.81e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31750.00 25644.60 2.38e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32250.00 26521.60 2.01e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32750.00 27549.60 1.70e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33250.00 28491.50 1.44e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33750.00 29600.10 1.21e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34250.00 30756.60 1.03e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34750.00 32117.40 8.66e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35250.00 33518.70 7.30e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35750.00 38091.60 9.78e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36250.00 36845.70 5.20e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36750.00 38719.10 4.39e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37250.00 40884.50 3.70e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37750.00 43263.30 3.12e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38250.00 46005.60 2.63e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38750.00 49138.60 2.21e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39250.00 52639.40 1.86e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39750.00 57115.00 1.57e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
#
#TIME: 41.95 
#NVEL: 80 
#vel_mid[km/s] temp[K] ne[/cm^3] k0 k1 k2 k3 k4 
750.00 12114.80 9.43e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1250.00 11539.60 7.92e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1750.00 10939.00 6.61e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2250.00 10312.90 5.44e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2750.00 9575.12 4.33e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3250.00 9317.52 3.45e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3750.00 9014.36 2.60e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4250.00 8858.94 1.93e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4750.00 8787.45 1.46e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5250.00 8730.37 1.10e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5750.00 8774.66 8.79e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6250.00 8865.09 7.33e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6750.00 8979.43 6.18e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7250.00 9057.98 5.45e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7750.00 9106.41 5.03e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8250.00 9095.89 4.73e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8750.00 8813.18 4.44e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9250.00 7186.71 4.04e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9750.00 6355.86 3.55e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10250.00 6139.70 3.15e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10750.00 6055.98 2.38e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11250.00 6102.06 1.89e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11750.00 6030.92 1.69e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12250.00 6168.68 1.31e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12750.00 6234.61 1.11e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13250.00 6385.33 8.65e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13750.00 6084.13 1.03e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14250.00 12369.50 9.46e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14750.00 12973.90 7.97e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15250.00 13186.20 6.71e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15750.00 13333.60 5.65e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16250.00 13483.70 4.75e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16750.00 13683.90 4.00e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17250.00 13847.90 3.36e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17750.00 14044.40 2.83e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18250.00 14246.30 2.38e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18750.00 14466.10 2.00e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19250.00 14680.60 1.69e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19750.00 14927.40 1.42e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20250.00 15173.40 1.19e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20750.00 15426.10 1.00e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21250.00 15684.10 8.45e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21750.00 15972.90 7.11e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22250.00 16263.50 5.98e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22750.00 16543.00 5.03e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23250.00 16902.80 4.23e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23750.00 17229.80 3.56e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24250.00 17580.30 3.00e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24750.00 17937.20 2.52e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25250.00 18345.40 2.12e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25750.00 18950.00 1.78e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26250.00 19188.50 1.50e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26750.00 19645.10 1.26e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27250.00 20191.00 1.06e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27750.00 20603.50 8.94e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28250.00 21179.10 7.52e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28750.00 21742.00 5.72e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29250.00 22369.30 5.33e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29750.00 23014.40 4.48e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30250.00 23738.60 3.49e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30750.00 24514.10 2.96e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31250.00 25209.30 2.67e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31750.00 26051.50 2.25e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32250.00 26976.40 1.79e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32750.00 27950.10 1.52e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33250.00 28998.90 1.28e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33750.00 30170.80 1.08e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34250.00 31403.00 9.16e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34750.00 32754.30 7.73e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35250.00 34283.40 6.53e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35750.00 35937.80 5.51e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36250.00 37760.90 4.65e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36750.00 39797.70 3.92e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37250.00 42079.70 3.31e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37750.00 44671.60 2.79e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38250.00 47583.40 2.35e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38750.00 50848.30 1.98e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39250.00 55144.40 1.67e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
39750.00 58683.90 1.37e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
#
#TIME: 43.52 
#NVEL: 80 
#vel_mid[km/s] temp[K] ne[/cm^3] k0 k1 k2 k3 k4 
750.00 10143.70 8.19e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1250.00 9815.76 6.80e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
1750.00 9579.86 5.59e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2250.00 9233.82 4.45e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
2750.00 8910.60 3.41e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3250.00 8866.09 2.67e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
3750.00 8793.90 2.04e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4250.00 8700.17 1.52e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
4750.00 8690.12 1.17e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5250.00 8740.22 9.35e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
5750.00 8831.13 7.77e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6250.00 8933.79 6.53e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
6750.00 9043.70 5.52e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7250.00 9118.40 4.87e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
7750.00 9130.40 4.50e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8250.00 9224.70 4.24e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
8750.00 8054.98 3.94e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9250.00 7039.62 3.59e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
9750.00 6411.80 3.19e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10250.00 6112.49 2.79e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
10750.00 6295.87 1.85e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11250.00 6251.19 1.53e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
11750.00 6104.61 1.50e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12250.00 6289.91 1.10e+07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
12750.00 6383.23 9.15e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13250.00 6445.63 7.75e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
13750.00 6175.67 9.32e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14250.00 13000.30 9.36e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
14750.00 13120.50 7.14e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15250.00 13281.30 6.01e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
15750.00 13435.20 5.05e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16250.00 13596.70 4.25e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
16750.00 13781.10 3.58e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17250.00 13970.60 3.01e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
17750.00 14174.80 2.53e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18250.00 14368.70 2.13e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
18750.00 14580.00 1.79e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19250.00 14827.80 1.51e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
19750.00 15048.00 1.27e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20250.00 15309.70 1.07e+06 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
20750.00 15564.10 8.99e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21250.00 15840.00 7.56e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
21750.00 16122.00 6.36e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22250.00 16426.50 5.35e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
22750.00 16754.30 4.50e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23250.00 17062.30 3.79e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
23750.00 17421.10 3.19e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24250.00 17779.20 2.68e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
24750.00 18159.20 2.26e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25250.00 18569.70 1.90e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
25750.00 18983.10 1.60e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26250.00 19443.30 1.34e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
26750.00 19899.80 1.13e+05 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27250.00 20401.20 9.52e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
27750.00 20941.60 8.01e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28250.00 21494.40 6.74e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
28750.00 23661.00 8.78e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29250.00 22669.60 4.77e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
29750.00 23345.80 4.01e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30250.00 24040.50 3.38e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
30750.00 24845.00 2.64e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31250.00 25658.50 2.24e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
31750.00 26518.00 1.89e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32250.00 27469.20 1.60e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
32750.00 28495.90 1.35e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33250.00 29577.20 1.14e+04 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
33750.00 30786.20 9.68e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34250.00 32061.10 8.18e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
34750.00 33528.40 6.91e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35250.00 35060.80 5.83e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
35750.00 36845.70 4.92e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36250.00 38678.80 4.15e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
36750.00 40852.90 3.50e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37250.00 43340.80 2.95e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
37750.00 45976.10 2.49e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38250.00 49159.80 2.10e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
38750.00 52677.30 1.77e+03 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
