#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 162
#vel_mid[km/s] temp[K] ne[/cm^3] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8
3.062497e+04 5.008686e+03 2.773657e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.087497e+04 4.991215e+03 2.547923e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.112498e+04 4.985548e+03 2.343723e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.137498e+04 4.999746e+03 2.152633e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.162498e+04 5.027009e+03 1.988501e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.187499e+04 5.011926e+03 1.820074e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.212499e+04 4.993368e+03 1.669999e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.237499e+04 5.001493e+03 1.530732e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.262499e+04 4.982760e+03 1.401624e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.287499e+04 4.980652e+03 1.288351e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.312499e+04 4.976408e+03 1.185906e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.337499e+04 4.981841e+03 1.092897e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.362499e+04 4.998533e+03 1.000835e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.387499e+04 4.984175e+03 9.234590e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.412499e+04 4.973214e+03 8.464393e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.437499e+04 4.988891e+03 7.949804e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.462499e+04 4.989429e+03 7.322922e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.487500e+04 5.030048e+03 6.830783e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.512500e+04 4.977510e+03 6.102671e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.537500e+04 4.985396e+03 5.640406e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.562500e+04 4.965916e+03 5.169670e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.587500e+04 4.953621e+03 4.816783e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.612499e+04 4.933522e+03 4.349063e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.637499e+04 4.916307e+03 3.974788e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.662499e+04 4.962279e+03 3.715926e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.687499e+04 5.050833e+03 3.678033e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.712499e+04 4.948602e+03 3.146113e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.737499e+04 4.890705e+03 2.879768e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.762499e+04 4.916454e+03 2.665546e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.787499e+04 4.963824e+03 2.518854e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.812499e+04 4.892615e+03 2.209113e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.837499e+04 4.872778e+03 2.009001e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.862500e+04 4.868229e+03 1.836440e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.887500e+04 4.917574e+03 1.731812e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.912500e+04 4.903623e+03 1.609196e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.937501e+04 4.887315e+03 1.485483e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.962501e+04 4.858377e+03 1.380266e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.987501e+04 4.927858e+03 1.304885e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.012501e+04 5.146295e+03 1.337007e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.037501e+04 5.162094e+03 1.245685e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 2.244774e+01 
#NVEL: 162
#vel_mid[km/s] temp[K] ne[/cm^3] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8
1.249994e+02 1.940379e+04 1.360060e+10 2.470966e-21 1.200184e-11 2.805383e-04 9.809550e-01 1.876448e-02 8.434727e-10 1.623778e-23 3.994419e-44 5.146298e-72 
3.749991e+02 1.929376e+04 1.262388e+10 2.483039e-21 1.257539e-11 2.963627e-04 9.832034e-01 1.650020e-02 6.027378e-10 8.610539e-24 1.429750e-44 1.133387e-72 
6.249988e+02 1.919384e+04 1.161518e+10 2.413663e-21 1.289461e-11 3.087749e-04 9.850353e-01 1.465593e-02 4.392431e-10 4.740346e-24 5.392688e-45 2.652854e-73 
8.749978e+02 1.904849e+04 1.066503e+10 2.414378e-21 1.358680e-11 3.290182e-04 9.870547e-01 1.261631e-02 2.982467e-10 2.277090e-24 1.649825e-45 4.639394e-74 
1.125000e+03 1.884393e+04 9.781337e+09 2.966502e-21 1.702514e-11 3.920941e-04 9.905536e-01 9.054279e-03 1.305261e-10 5.107542e-25 1.547740e-46 1.496149e-75 
1.375003e+03 1.863295e+04 8.970213e+09 3.675058e-21 2.143316e-11 4.684997e-04 9.931072e-01 6.424337e-03 5.554667e-11 1.082880e-25 1.346586e-47 4.348351e-77 
1.625005e+03 1.838917e+04 8.226311e+09 4.592015e-21 2.727657e-11 5.632871e-04 9.949365e-01 4.500174e-03 2.326621e-11 2.234781e-26 1.114329e-48 1.172494e-78 
1.875006e+03 1.814839e+04 7.543964e+09 6.031122e-21 3.632002e-11 6.964113e-04 9.963014e-01 3.002233e-03 8.563527e-12 3.665323e-27 6.530939e-50 1.925960e-80 
2.125006e+03 1.787439e+04 6.918454e+09 8.152006e-21 4.949432e-11 8.770685e-04 9.971650e-01 1.957937e-03 2.984216e-12 5.495325e-28 3.297195e-51 2.583895e-82 
2.375008e+03 1.760512e+04 6.344667e+09 1.132252e-20 6.888525e-11 1.116416e-03 9.976484e-01 1.235184e-03 9.738949e-13 7.363595e-29 1.405417e-52 2.715821e-84 
2.625010e+03 1.732118e+04 5.818396e+09 1.662981e-20 1.010747e-10 1.468606e-03 9.977885e-01 7.429421e-04 2.798991e-13 7.818169e-30 4.207125e-54 1.719133e-86 
2.875008e+03 1.703925e+04 5.335090e+09 2.526947e-20 1.515227e-10 1.966972e-03 9.976029e-01 4.300986e-04 7.482022e-14 7.340852e-31 1.030543e-55 8.187873e-89 
3.125008e+03 1.675688e+04 4.891449e+09 3.803454e-20 2.271793e-10 2.626439e-03 9.971217e-01 2.518503e-04 2.025082e-14 7.041530e-32 2.641859e-57 4.173520e-91 
3.375011e+03 1.647188e+04 4.483599e+09 6.044636e-20 3.559619e-10 3.615588e-03 9.962456e-01 1.388028e-04 4.779740e-15 5.333832e-33 4.662206e-59 1.248105e-93 
3.625012e+03 1.617689e+04 4.108253e+09 9.827002e-20 5.658156e-10 5.017264e-03 9.949077e-01 7.507585e-05 1.092567e-15 3.802623e-34 7.507585e-61 3.283806e-96 
3.875015e+03 1.587932e+04 3.762123e+09 1.625951e-19 9.195955e-10 7.063560e-03 9.928966e-01 3.984914e-05 2.338971e-16 2.412272e-35 1.012888e-62 6.663736e-99 
4.125020e+03 1.559544e+04 3.442635e+09 2.702647e-19 1.495850e-09 9.972333e-03 9.900069e-01 2.073956e-05 4.863319e-17 1.466945e-36 1.286286e-64 1.250155e-101 
4.375025e+03 1.529892e+04 3.145570e+09 4.769740e-19 2.570141e-09 1.450632e-02 9.854835e-01 1.017019e-05 8.829932e-18 6.992991e-38 1.111625e-66 1.348141e-104 
4.625029e+03 1.500348e+04 2.867663e+09 8.668742e-19 4.540361e-09 2.154311e-02 9.784521e-01 4.797848e-06 1.450512e-18 2.798030e-39 7.372722e-69 1.004201e-107 
4.875029e+03 1.470071e+04 2.605226e+09 1.634260e-18 8.255829e-09 3.259127e-02 9.674065e-01 2.179013e-06 2.169621e-19 9.580142e-41 3.803880e-71 5.193940e-111 
5.125029e+03 1.438703e+04 2.354662e+09 3.093625e-18 1.505838e-08 4.937508e-02 9.506240e-01 9.547215e-07 3.052650e-20 2.919481e-42 1.669738e-73 2.130709e-114 
5.375030e+03 1.406856e+04 2.109652e+09 6.148865e-18 2.890301e-08 7.711190e-02 9.228877e-01 3.816537e-07 3.481753e-21 6.226981e-44 4.184799e-76 3.950450e-118 
5.625029e+03 1.374558e+04 1.868641e+09 1.241178e-17 5.646141e-08 1.214407e-01 8.785591e-01 1.411535e-07 3.394986e-22 1.012412e-45 6.935993e-79 4.052080e-122 
5.875027e+03 1.340516e+04 1.632861e+09 2.563081e-17 1.119522e-07 1.912350e-01 8.087648e-01 4.674634e-08 2.669322e-23 1.148738e-47 6.666666e-82 1.925631e-126 
6.125024e+03 1.305706e+04 1.409945e+09 5.340086e-17 2.243125e-07 2.981186e-01 7.018812e-01 1.331403e-08 1.577424e-24 8.248913e-50 3.241678e-85 3.531113e-131 
6.375019e+03 1.270252e+04 1.213633e+09 1.110410e-16 4.416402e-07 4.463720e-01 5.536275e-01 3.123027e-09 6.687694e-26 3.548894e-52 7.570975e-89 2.350157e-136 
6.625017e+03 1.233890e+04 1.053318e+09 2.323578e-16 8.536998e-07 6.230632e-01 3.769360e-01 5.507741e-10 1.790016e-27 7.641990e-55 6.574865e-93 4.113594e-142 
6.875017e+03 1.198211e+04 9.366284e+08 4.820408e-16 1.572776e-06 7.863882e-01 2.136103e-01 7.145546e-11 2.986763e-29 8.336471e-58 2.249524e-97 2.117199e-148 
7.125017e+03 1.163060e+04 8.577452e+08 1.006765e-15 2.791870e-06 8.988977e-01 1.010995e-01 6.789321e-12 3.109128e-31 4.610816e-61 3.024526e-102 3.151429e-155 
7.375020e+03 1.129674e+04 8.035669e+08 2.046970e-15 4.697965e-06 9.563713e-01 4.362396e-02 5.728640e-13 2.804397e-33 2.157229e-64 3.379658e-107 3.787135e-162 
7.625021e+03 1.097588e+04 7.633200e+08 4.251174e-15 7.895038e-06 9.827390e-01 1.725314e-02 4.140754e-14 1.948915e-35 6.873652e-68 2.189079e-112 2.202881e-169 
7.875023e+03 1.067546e+04 7.310098e+08 8.576384e-15 1.292906e-05 9.930550e-01 6.932040e-03 3.175842e-15 1.560515e-37 2.788937e-71 2.060267e-117 2.182787e-176 
8.125025e+03 1.038412e+04 7.027308e+08 1.748999e-14 2.121045e-05 9.972364e-01 2.742400e-03 2.355012e-16 1.173671e-39 1.027921e-74 1.687631e-122 1.791190e-183 
8.375030e+03 1.011576e+04 6.760210e+08 3.535236e-14 3.447776e-05 9.988884e-01 1.077142e-03 1.739999e-17 8.838091e-42 3.806823e-78 1.399364e-127 1.496031e-190 
8.625034e+03 9.854207e+03 6.489669e+08 7.115197e-14 5.613100e-05 9.995158e-01 4.280412e-04 1.304453e-18 6.776378e-44 1.451274e-81 1.197160e-132 1.310100e-197 
8.875032e+03 9.604382e+03 6.200007e+08 1.412218e-13 9.018620e-05 9.997385e-01 1.712839e-04 1.006730e-19 5.516040e-46 6.033387e-85 1.167527e-137 1.363280e-204 
9.125029e+03 9.365869e+03 5.876252e+08 2.760474e-13 1.433323e-04 9.997871e-01 6.954272e-05 7.883277e-21 4.547704e-48 2.548130e-88 1.150198e-142 1.424475e-211 
9.375026e+03 9.137310e+03 5.507468e+08 5.447967e-13 2.308846e-04 9.997418e-01 2.729670e-05 5.607198e-22 3.116374e-50 7.893297e-92 7.142638e-148 7.756814e-219 
9.625020e+03 8.924471e+03 5.109436e+08 1.023463e-12 3.620109e-04 9.996268e-01 1.115828e-05 4.454373e-23 2.592177e-52 3.322158e-95 6.897574e-153 7.716940e-226 
9.875013e+03 8.720334e+03 4.705657e+08 1.903112e-12 5.625550e-04 9.994328e-01 4.608163e-06 3.590777e-24 2.234261e-54 1.456259e-98 6.982066e-158 8.178991e-233 
1.012500e+04 8.525930e+03 4.323840e+08 3.531154e-12 8.732078e-04 9.991249e-01 1.907918e-06 2.901568e-25 1.905181e-56 6.350602e-102 7.007561e-163 8.485718e-240 
1.037500e+04 8.339909e+03 3.976291e+08 6.657501e-12 1.374077e-03 9.986251e-01 7.741280e-07 2.210136e-26 1.455361e-58 2.295290e-105 5.341483e-168 6.038199e-247 
1.062501e+04 8.153097e+03 3.662828e+08 1.279688e-11 2.181670e-03 9.978180e-01 3.021641e-07 1.539007e-27 9.414441e-61 6.426625e-109 2.796145e-173 2.548100e-254 
1.087502e+04 7.969064e+03 3.377437e+08 2.491259e-11 3.496353e-03 9.965035e-01 1.168314e-07 1.030866e-28 5.729895e-63 1.615023e-112 1.245629e-178 8.590548e-262 
1.112502e+04 7.780482e+03 3.110969e+08 5.131351e-11 5.800658e-03 9.941993e-01 4.266830e-08 5.912209e-30 2.565676e-65 2.482012e-116 2.691171e-184 1.056947e-269 
1.137501e+04 7.578251e+03 2.856569e+08 1.149059e-10 1.019208e-02 9.898079e-01 1.379361e-08 2.423069e-31 6.198550e-68 1.403861e-120 1.313210e-190 1.641513e-278 
1.162501e+04 7.362052e+03 2.603743e+08 2.994246e-10 1.979908e-02 9.802009e-01 3.608700e-09 5.559348e-33 4.974154e-71 1.355701e-125 4.696186e-198 6.680971e-289 
1.187501e+04 7.112263e+03 2.339239e+08 8.757440e-10 4.166161e-02 9.583384e-01 7.797887e-10 7.482084e-35 1.506134e-74 2.660027e-131 1.591158e-206 1.019070e-300 
1.212501e+04 6.837558e+03 2.027862e+08 3.181818e-09 1.008991e-01 8.991009e-01 1.108891e-10 3.326673e-37 5.744256e-79 1.863137e-138 3.806194e-217 0.000000e+00 
1.237501e+04 6.582398e+03 1.695699e+08 1.041872e-08 2.229064e-01 7.770936e-01 1.428571e-11 1.243842e-39 1.674877e-83 8.546798e-146 4.938424e-228 0.000000e+00 
1.262501e+04 6.821409e+03 1.700024e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.287501e+04 6.801812e+03 1.559758e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.312501e+04 6.734045e+03 1.412509e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.337501e+04 6.678614e+03 1.277340e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.362501e+04 6.614796e+03 1.156739e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.387500e+04 6.556250e+03 1.043560e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.412500e+04 6.506061e+03 9.372938e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.437500e+04 6.451622e+03 8.501361e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.462500e+04 6.391231e+03 7.653997e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.487500e+04 6.330976e+03 6.877594e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.512500e+04 6.306665e+03 6.236487e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.537500e+04 6.247078e+03 5.599100e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.562501e+04 6.198702e+03 5.078996e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.587500e+04 6.144638e+03 4.601908e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.612500e+04 6.082595e+03 4.134533e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.637500e+04 6.015386e+03 3.720618e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.662500e+04 5.968615e+03 3.369673e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.687500e+04 5.923394e+03 3.058841e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.712500e+04 5.859472e+03 2.756065e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.737501e+04 5.779454e+03 2.492374e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.762501e+04 5.716671e+03 2.261604e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.787501e+04 5.677457e+03 2.058033e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.812500e+04 5.633021e+03 1.878112e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.837501e+04 5.607267e+03 1.720088e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.862501e+04 5.586889e+03 1.573093e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.887501e+04 5.558146e+03 1.438659e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.912501e+04 5.507738e+03 1.313554e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.937501e+04 5.489609e+03 1.204983e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.962501e+04 5.469044e+03 1.105597e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.987501e+04 5.421565e+03 1.010168e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.012501e+04 5.388759e+03 9.251372e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.037501e+04 5.357058e+03 8.483164e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.062501e+04 5.337862e+03 7.778774e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.087500e+04 5.329025e+03 7.139563e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.112500e+04 5.315181e+03 6.541661e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.137501e+04 5.299447e+03 6.006078e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.162501e+04 5.295380e+03 5.506072e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.187500e+04 5.253940e+03 5.042392e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.212501e+04 5.267955e+03 4.634942e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.237501e+04 5.251963e+03 4.249595e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.262501e+04 5.253897e+03 3.901043e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
