#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 162
#vel_mid[km/s] temp[K] ne[/cm^3] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8
2.862497e+04 7.320776e+03 3.433116e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.887497e+04 7.305577e+03 3.147009e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.912498e+04 7.294892e+03 2.885731e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.937498e+04 7.309191e+03 2.650755e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.962498e+04 7.221032e+03 2.428205e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.987498e+04 7.212320e+03 2.227984e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.012498e+04 7.178930e+03 2.043619e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.037497e+04 7.171502e+03 1.874213e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.062497e+04 7.229783e+03 1.722689e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.087497e+04 7.198421e+03 1.579673e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.112498e+04 7.177663e+03 1.449385e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.137498e+04 7.227171e+03 1.330497e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.162498e+04 7.148429e+03 1.219738e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.187499e+04 7.122640e+03 1.118351e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.212499e+04 7.020159e+03 1.023947e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.237499e+04 7.084398e+03 9.404800e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.262499e+04 7.033119e+03 8.624375e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.287499e+04 7.010051e+03 7.909126e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.312499e+04 7.007838e+03 7.255021e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.337499e+04 7.024558e+03 6.653059e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.362499e+04 7.007947e+03 6.116253e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.387499e+04 6.962018e+03 5.603754e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.412499e+04 6.966313e+03 5.141596e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.437499e+04 6.911775e+03 4.711411e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.462499e+04 6.931514e+03 4.327564e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.487500e+04 6.925956e+03 3.969718e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.512500e+04 6.886990e+03 3.638026e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.537500e+04 6.937228e+03 3.343113e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.562500e+04 6.876075e+03 3.063447e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.587500e+04 6.863637e+03 2.811971e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.612499e+04 6.825041e+03 2.576832e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.637499e+04 6.755054e+03 2.359439e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.662499e+04 6.787466e+03 2.164597e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.687499e+04 6.783470e+03 1.987063e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.712499e+04 6.791069e+03 1.825008e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.737499e+04 6.810965e+03 1.675235e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.762499e+04 6.740854e+03 1.535476e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.787499e+04 6.782010e+03 1.409523e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.812499e+04 6.809405e+03 1.294523e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.837499e+04 6.712079e+03 1.185341e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.862500e+04 6.736018e+03 1.086617e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.887500e+04 6.759486e+03 9.984373e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.912500e+04 6.723362e+03 9.161822e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.937501e+04 6.692976e+03 8.395493e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.962501e+04 6.664263e+03 7.695889e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.987501e+04 6.597564e+03 7.057013e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.012501e+04 6.662005e+03 6.482138e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.037501e+04 6.546748e+03 5.928805e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 6.520702e+00 
#NVEL: 162
#vel_mid[km/s] temp[K] ne[/cm^3] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8
1.249994e+02 5.664893e+04 1.114881e+12 1.618978e-38 8.819083e-29 5.310762e-20 2.137179e-12 1.950498e-06 1.828189e-02 8.593778e-01 1.223084e-01 2.993338e-05 
3.749991e+02 5.649857e+04 1.037493e+12 9.854922e-39 5.794972e-29 3.747646e-20 1.637860e-12 1.623980e-06 1.655211e-02 8.501605e-01 1.332497e-01 3.608845e-05 
6.249988e+02 5.597610e+04 9.513693e+11 1.199849e-38 7.409727e-29 4.964893e-20 2.181544e-12 2.079989e-06 1.940822e-02 8.688563e-01 1.117101e-01 2.335756e-05 
8.749978e+02 5.529227e+04 8.705661e+11 1.537048e-38 9.960070e-29 6.926962e-20 3.033108e-12 2.754390e-06 2.324016e-02 8.853396e-01 9.140311e-02 1.438677e-05 
1.125000e+03 5.456752e+04 7.956530e+11 2.210707e-38 1.493118e-28 1.060783e-19 4.590782e-12 3.899936e-06 2.879267e-02 9.003281e-01 7.086741e-02 7.889014e-06 
1.375003e+03 5.376235e+04 7.262907e+11 3.772444e-38 2.646560e-28 1.900844e-19 7.993293e-12 6.141188e-06 3.787066e-02 9.114303e-01 5.068917e-02 3.679839e-06 
1.625005e+03 5.279962e+04 6.623249e+11 7.085366e-38 5.128959e-28 3.701311e-19 1.491099e-11 1.009929e-05 5.081371e-02 9.147525e-01 3.442219e-02 1.517537e-06 
1.875006e+03 5.184928e+04 6.030246e+11 1.502081e-37 1.115006e-27 8.030357e-19 3.050380e-11 1.785166e-05 7.105999e-02 9.070259e-01 2.189572e-02 5.551923e-07 
2.125006e+03 5.087092e+04 5.480219e+11 3.292722e-37 2.505743e-27 1.794313e-18 6.421753e-11 3.217172e-05 9.884463e-02 8.877129e-01 1.341013e-02 1.888751e-07 
2.375008e+03 4.985012e+04 4.964844e+11 7.828121e-37 6.097694e-27 4.326067e-18 1.435156e-10 6.049627e-05 1.407688e-01 8.514798e-01 7.690785e-03 5.692555e-08 
2.625010e+03 4.886703e+04 4.489081e+11 1.759012e-36 1.407210e-26 9.955261e-18 3.083885e-10 1.100318e-04 1.946141e-01 8.009120e-01 4.363848e-03 1.721586e-08 
2.875008e+03 4.785677e+04 4.042310e+11 4.343907e-36 3.561515e-26 2.485725e-17 7.114880e-10 2.086379e-04 2.722073e-01 7.253428e-01 2.241228e-03 4.368357e-09 
3.125008e+03 4.683902e+04 3.633284e+11 1.066991e-35 8.980508e-26 6.179656e-17 1.627161e-09 3.894517e-04 3.690011e-01 6.295247e-01 1.084774e-03 1.022533e-09 
3.375011e+03 4.580583e+04 3.263693e+11 2.654442e-35 2.276620e-25 1.550039e-16 3.700718e-09 7.159243e-04 4.843872e-01 5.144192e-01 4.776058e-04 2.082865e-10 
3.625012e+03 4.483408e+04 2.938193e+11 6.322787e-35 5.552231e-25 3.705006e-16 8.043345e-09 1.245557e-03 6.016676e-01 3.968895e-01 1.973892e-04 3.990006e-11 
3.875015e+03 4.389204e+04 2.653527e+11 1.484643e-34 1.323519e-24 8.654662e-16 1.691802e-08 2.106121e-03 7.100966e-01 2.877215e-01 7.572830e-05 6.928334e-12 
4.125020e+03 4.298612e+04 2.405332e+11 3.426499e-34 3.100166e-24 1.970551e-15 3.464153e-08 3.401397e-03 8.007716e-01 1.958000e-01 2.698525e-05 1.102002e-12 
4.375025e+03 4.212915e+04 2.187878e+11 7.590711e-34 6.975248e-24 4.321918e-15 6.783770e-08 5.265628e-03 8.657513e-01 1.289737e-01 9.300330e-06 1.709619e-13 
4.625029e+03 4.126212e+04 1.994509e+11 1.699255e-33 1.565104e-23 9.435339e-15 1.320649e-07 8.019293e-03 9.107412e-01 8.123633e-02 3.025867e-06 2.444543e-14 
4.875029e+03 4.045359e+04 1.821123e+11 3.639786e-33 3.412300e-23 1.998633e-14 2.486104e-07 1.189430e-02 9.375699e-01 5.053453e-02 9.798175e-07 3.542292e-15 
5.125029e+03 3.963284e+04 1.663363e+11 7.868289e-33 7.460697e-23 4.217686e-14 4.678442e-07 1.752644e-02 9.516376e-01 3.083518e-02 3.065797e-07 4.873377e-16 
5.375030e+03 3.885631e+04 1.518687e+11 1.770884e-32 1.693637e-22 9.250309e-14 9.018569e-07 2.607081e-02 9.559297e-01 1.799851e-02 8.922010e-08 5.986630e-17 
5.625029e+03 3.808594e+04 1.385309e+11 3.810279e-32 3.683972e-22 1.957768e-13 1.688312e-06 3.789228e-02 9.515172e-01 1.058879e-02 2.652460e-08 7.683712e-18 
5.875027e+03 3.730411e+04 1.260464e+11 8.891208e-32 8.661461e-22 4.434117e-13 3.331331e-06 5.674750e-02 9.373676e-01 5.881522e-03 7.053232e-09 8.156017e-19 
6.125024e+03 3.651088e+04 1.143162e+11 2.069799e-31 2.042235e-21 1.007335e-12 6.590279e-06 8.469636e-02 9.121147e-01 3.182378e-03 1.789148e-09 8.118823e-20 
6.375019e+03 3.572300e+04 1.031881e+11 4.917927e-31 4.945249e-21 2.341480e-12 1.322376e-05 1.267732e-01 8.715660e-01 1.647506e-03 4.180238e-10 7.103673e-21 
6.625017e+03 3.492678e+04 9.259321e+10 1.225920e-30 1.243773e-20 5.653514e-12 2.731540e-05 1.898390e-01 8.093451e-01 7.885164e-04 8.480271e-11 4.998896e-22 
6.875017e+03 3.407029e+04 8.301602e+10 3.336396e-30 3.401816e-20 1.475210e-11 5.920468e-05 2.865375e-01 7.130729e-01 3.303686e-04 1.380352e-11 2.528465e-23 
7.125017e+03 3.317513e+04 7.498572e+10 1.021643e-29 1.036238e-19 4.159547e-11 1.331785e-04 4.269009e-01 5.728499e-01 1.160295e-04 1.656521e-12 8.173145e-25 
7.375020e+03 3.226033e+04 6.872562e+10 3.416433e-29 3.358457e-19 1.209210e-10 2.985755e-04 5.963228e-01 4.033461e-01 3.250787e-05 1.432831e-13 1.673017e-26 
7.625021e+03 3.134445e+04 6.412020e+10 1.201897e-28 1.120494e-18 3.533865e-10 6.464387e-04 7.565727e-01 2.427737e-01 7.182652e-06 8.858605e-15 2.188315e-28 
7.875023e+03 3.041733e+04 6.064117e+10 4.485026e-28 3.887395e-18 1.044458e-09 1.340481e-03 8.768980e-01 1.217604e-01 1.195262e-06 3.624884e-16 1.625333e-30 
8.125025e+03 2.949284e+04 5.778818e+10 1.760996e-27 1.395506e-17 3.123276e-09 2.744496e-03 9.436280e-01 5.362731e-02 1.594864e-07 1.076533e-17 7.774963e-33 
8.375030e+03 2.859023e+04 5.524696e+10 7.017600e-27 5.071811e-17 9.330218e-09 5.494462e-03 9.728945e-01 2.161102e-02 1.858069e-08 2.615651e-19 2.807040e-35 
8.625034e+03 2.769620e+04 5.284144e+10 2.892837e-26 1.902408e-16 2.863419e-08 1.108104e-02 9.806229e-01 8.296069e-03 1.980858e-09 5.511100e-21 8.276457e-38 
8.875032e+03 2.680595e+04 5.046951e+10 1.273808e-25 7.606453e-16 9.219943e-08 2.292854e-02 9.741598e-01 2.911561e-03 1.771200e-10 8.758946e-23 1.613490e-40 
9.125029e+03 2.590163e+04 4.804435e+10 6.157030e-25 3.308255e-15 3.185727e-07 4.947066e-02 9.495917e-01 9.373389e-04 1.311049e-11 1.015450e-24 1.975763e-43 
9.375026e+03 2.493784e+04 4.545664e+10 3.488182e-24 1.671174e-14 1.245498e-06 1.129225e-01 8.868260e-01 2.502820e-04 6.680756e-13 6.365440e-27 9.735378e-47 
9.625020e+03 2.390263e+04 4.259340e+10 2.271193e-23 9.611875e-14 5.322705e-06 2.609676e-01 7.389775e-01 4.960968e-05 1.971468e-14 1.697581e-29 1.400440e-50 
9.875013e+03 2.281216e+04 3.939565e+10 1.543209e-22 5.674580e-13 2.245611e-05 5.397771e-01 4.601946e-01 5.778384e-06 2.487819e-16 1.290621e-32 3.494711e-55 
1.012500e+04 2.169878e+04 3.581223e+10 8.758803e-22 2.802817e-12 7.575181e-05 8.190665e-01 1.808574e-01 3.394628e-07 1.178888e-18 2.528217e-36 1.429815e-60 
1.037500e+04 2.061076e+04 3.177521e+10 4.168864e-21 1.159507e-11 2.097837e-04 9.517343e-01 4.805588e-02 1.125996e-08 2.466466e-21 1.595160e-40 1.280150e-66 
1.062501e+04 1.958342e+04 2.775449e+10 1.791413e-20 4.385536e-11 5.286137e-04 9.887033e-01 1.076806e-02 2.926953e-10 3.621982e-24 6.128003e-45 5.863696e-73 
1.087502e+04 1.863246e+04 2.458635e+10 7.935608e-20 1.685571e-10 1.321607e-03 9.964260e-01 2.252400e-03 6.742284e-12 4.460050e-27 1.834736e-49 1.924236e-79 
1.112502e+04 1.776837e+04 2.230837e+10 3.835077e-19 6.874195e-10 3.400918e-03 9.961553e-01 4.438077e-04 1.362779e-13 4.438077e-30 4.052157e-54 4.196877e-86 
1.137501e+04 1.691215e+04 2.039505e+10 2.082732e-18 3.098699e-09 9.355361e-03 9.905676e-01 7.704415e-05 2.108131e-15 2.781209e-33 4.402523e-59 3.348457e-93 
1.162501e+04 1.605473e+04 1.844563e+10 1.268806e-17 1.547944e-08 2.723704e-02 9.727514e-01 1.150384e-05 2.292310e-17 9.389166e-37 1.860916e-64 6.893847e-101 
1.187501e+04 1.518150e+04 1.615121e+10 9.186450e-17 9.081342e-08 8.766017e-02 9.123385e-01 1.233969e-06 1.198233e-19 8.997255e-41 1.122555e-70 8.892147e-110 
1.212501e+04 1.432586e+04 1.360486e+10 6.401380e-16 5.155706e-07 2.647057e-01 7.352937e-01 9.342555e-08 3.391001e-22 3.209341e-45 1.565743e-77 1.487888e-119 
1.237501e+04 1.367828e+04 1.145618e+10 2.366734e-15 1.654581e-06 5.138584e-01 4.861399e-01 8.678024e-09 2.021319e-24 4.946687e-49 2.345412e-83 7.867791e-128 
1.262501e+04 1.341430e+04 1.016256e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.287501e+04 1.310916e+04 9.016931e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.312501e+04 1.280851e+04 8.088556e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.337501e+04 1.252062e+04 7.307937e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.362501e+04 1.224007e+04 6.638510e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.387500e+04 1.196782e+04 6.056603e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.412500e+04 1.171312e+04 5.540082e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.437500e+04 1.149836e+04 5.072929e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.462500e+04 1.126734e+04 4.646150e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.487500e+04 1.105703e+04 4.256696e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.512500e+04 1.087048e+04 3.898604e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.537500e+04 1.068280e+04 3.568982e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.562501e+04 1.049276e+04 3.263487e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.587500e+04 1.031321e+04 2.981234e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.612500e+04 1.017518e+04 2.722431e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.637500e+04 9.985688e+03 2.480278e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.662500e+04 9.823672e+03 2.255506e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.687500e+04 9.665626e+03 2.048216e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.712500e+04 9.541752e+03 1.852565e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.737501e+04 9.359236e+03 1.662044e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.762501e+04 9.253628e+03 1.512253e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.787501e+04 9.127791e+03 1.366971e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.812500e+04 9.024606e+03 1.239371e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.837501e+04 8.925078e+03 1.122938e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.862501e+04 8.830663e+03 1.020853e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.887501e+04 8.736661e+03 9.268487e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.912501e+04 8.669005e+03 8.482581e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.937501e+04 8.621840e+03 7.764221e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.962501e+04 8.535305e+03 7.084968e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.987501e+04 8.473699e+03 6.478404e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.012501e+04 8.430977e+03 5.921544e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.037501e+04 8.351503e+03 5.421608e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.062501e+04 8.303821e+03 4.954970e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
