#NTIMES:     39
#NSTAGES:     6
#TIMES[d]:     2.000    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   38.000   41.000   45.100   49.610   54.570
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]           ni1           ni2           ni3           ni4           ni5           ni6
    1.228514E+04    1.0000E-99    9.9993E-01    7.1066E-05    1.1780E-21    2.0949E-26    1.9806E-44
    1.229683E+04    1.0000E-99    9.9997E-01    2.6815E-05    6.8439E-22    7.6990E-27    1.1351E-44
    1.232733E+04    1.0000E-99    9.9999E-01    9.5623E-06    6.2714E-22    2.6302E-27    1.0139E-44
    1.289197E+04    1.0000E-99    9.9998E-01    1.6085E-05    6.5966E-22    4.6655E-27    1.1336E-44
    1.402569E+04    1.0000E-99    1.0000E+00    2.8173E-06    7.3201E-22    9.0855E-28    1.4120E-44
    1.518573E+04    1.0000E-99    1.0000E+00    7.0642E-07    8.0170E-22    2.4988E-28    1.7099E-44
    1.632859E+04    1.0000E-99    1.0000E+00    2.6314E-07    8.6620E-22    1.0071E-28    2.0125E-44
    1.745157E+04    1.0000E-99    1.0000E+00    1.2344E-07    9.2577E-22    5.0558E-29    2.3148E-44
    1.855827E+04    1.0000E-99    1.0000E+00    6.7065E-08    9.8099E-22    2.9140E-29    2.6146E-44
    1.963325E+04    1.0000E-99    1.0000E+00    3.9756E-08    1.0315E-21    1.8182E-29    2.9058E-44
    2.068109E+04    1.0000E-99    1.0000E+00    2.4594E-08    1.0779E-21    1.1764E-29    3.1879E-44
    2.170537E+04    1.0000E-99    1.0000E+00    1.5434E-08    1.1207E-21    7.6821E-30    3.4610E-44
    2.269952E+04    1.0000E-99    1.0000E+00    1.0027E-08    1.1600E-21    5.1694E-30    3.7224E-44
    2.366536E+04    1.0000E-99    1.0000E+00    6.8018E-09    1.1961E-21    3.6181E-30    3.9717E-44
    2.460914E+04    1.0000E-99    1.0000E+00    4.8357E-09    1.2296E-21    2.6457E-30    4.2101E-44
    2.553354E+04    1.0000E-99    1.0000E+00    3.5840E-09    1.2609E-21    2.0115E-30    4.4381E-44
    2.644080E+04    1.0000E-99    1.0000E+00    2.7598E-09    1.2901E-21    1.5855E-30    4.6563E-44
    2.733350E+04    1.0000E-99    1.0000E+00    2.1837E-09    1.3176E-21    1.2819E-30    4.8658E-44
    2.821284E+04    1.0000E-99    1.0000E+00    1.7489E-09    1.3436E-21    1.0473E-30    5.0671E-44
    2.908138E+04    1.0000E-99    1.0000E+00    1.3822E-09    1.3682E-21    8.4324E-31    5.2616E-44
    2.994295E+04    1.0000E-99    1.0000E+00    1.0800E-09    1.3917E-21    6.7043E-31    5.4505E-44
    3.079959E+04    1.0000E-99    1.0000E+00    8.3874E-10    1.4141E-21    5.2926E-31    5.6342E-44
    3.165298E+04    1.0000E-99    1.0000E+00    6.7254E-10    1.4355E-21    4.3095E-31    5.8130E-44
    3.250461E+04    1.0000E-99    1.0000E+00    5.7037E-10    1.4561E-21    3.7082E-31    5.9871E-44
    3.335585E+04    1.0000E-99    1.0000E+00    5.4176E-10    1.4757E-21    3.5707E-31    6.1568E-44
    3.420806E+04    1.0000E-99    1.0000E+00    5.6964E-10    1.4946E-21    3.8038E-31    6.3223E-44
    3.506257E+04    1.0000E-99    1.0000E+00    6.8548E-10    1.5128E-21    4.6349E-31    6.4843E-44
    3.592077E+04    1.0000E-99    1.0000E+00    8.4039E-10    1.5304E-21    5.7509E-31    6.6427E-44
    3.678416E+04    1.0000E-99    1.0000E+00    1.1006E-09    1.5475E-21    7.6188E-31    6.7982E-44
    3.765440E+04    1.0000E-99    1.0000E+00    1.4893E-09    1.5641E-21    1.0425E-30    6.9510E-44
    3.853330E+04    1.0000E-99    1.0000E+00    2.0441E-09    1.5802E-21    1.4462E-30    7.1012E-44
    3.942287E+04    1.0000E-99    1.0000E+00    2.4975E-09    1.5959E-21    1.7851E-30    7.2484E-44
    4.030996E+04    1.0000E-99    1.0000E+00    2.9334E-09    1.5871E-21    2.0849E-30    7.0760E-44
    4.032500E+04    1.0000E-99    1.0000E+00    2.7139E-09    7.8280E-22    9.5077E-31    2.2200E-44
#TIME:     2.020
#NVEL: 111
#vel_mid[km/s]           ni1           ni2           ni3           ni4           ni5           ni6
    1.025000E+03    1.0000E-99    3.0195E-30    1.7688E-21    3.2812E-13    8.7569E-06    9.9999E-01
    1.037120E+03    1.0000E-99    2.9670E-30    1.7455E-21    3.2523E-13    8.7181E-06    9.9999E-01
    1.061360E+03    1.0000E-99    2.8963E-30    1.7159E-21    3.2178E-13    8.6739E-06    9.9999E-01
    1.109839E+03    1.0000E-99    2.8543E-30    1.7065E-21    3.2182E-13    8.6866E-06    9.9999E-01
    1.213017E+03    1.0000E-99    2.9811E-30    1.7975E-21    3.3741E-13    8.9379E-06    9.9999E-01
    1.325723E+03    1.0000E-99    3.2155E-30    1.9488E-21    3.6160E-13    9.3087E-06    9.9999E-01
    1.448902E+03    1.0000E-99    3.5219E-30    2.1440E-21    3.9208E-13    9.7600E-06    9.9999E-01
    1.583526E+03    1.0000E-99    3.9071E-30    2.3886E-21    4.2958E-13    1.0296E-05    9.9999E-01
    1.730658E+03    1.0000E-99    4.3939E-30    2.6974E-21    4.7598E-13    1.0933E-05    9.9999E-01
    1.891461E+03    1.0000E-99    5.0093E-30    3.0884E-21    5.3354E-13    1.1689E-05    9.9999E-01
    2.067205E+03    1.0000E-99    5.8097E-30    3.5964E-21    6.0655E-13    1.2602E-05    9.9999E-01
    2.259278E+03    1.0000E-99    6.8626E-30    4.2648E-21    7.0015E-13    1.3710E-05    9.9999E-01
    2.469197E+03    1.0000E-99    8.3029E-30    5.1764E-21    8.2395E-13    1.5085E-05    9.9998E-01
    2.698621E+03    1.0000E-99    1.0304E-29    6.4403E-21    9.8995E-13    1.6804E-05    9.9998E-01
    2.949361E+03    1.0000E-99    1.3168E-29    8.2436E-21    1.2180E-12    1.8985E-05    9.9998E-01
    3.223399E+03    1.0000E-99    1.7432E-29    1.0915E-20    1.5417E-12    2.1810E-05    9.9998E-01
    3.522899E+03    1.0000E-99    2.4033E-29    1.5022E-20    2.0159E-12    2.5542E-05    9.9997E-01
    3.850227E+03    1.0000E-99    3.4751E-29    2.1630E-20    2.7378E-12    3.0592E-05    9.9997E-01
    4.207968E+03    1.0000E-99    5.3141E-29    3.2829E-20    3.8868E-12    3.7613E-05    9.9996E-01
    4.598949E+03    1.0000E-99    8.6795E-29    5.2997E-20    5.8120E-12    4.7688E-05    9.9995E-01
    5.026257E+03    1.0000E-99    1.5312E-28    9.1947E-20    9.2340E-12    6.2670E-05    9.9994E-01
    5.322738E+03    1.0000E-99    2.3159E-28    1.3713E-19    1.2923E-11    7.6423E-05    9.9992E-01
    5.636785E+03    1.0000E-99    3.6521E-28    2.1267E-19    1.8673E-11    9.4970E-05    9.9991E-01
    5.969249E+03    1.0000E-99    6.0218E-28    3.4411E-19    2.7974E-11    1.2059E-04    9.9988E-01
    6.324633E+03    1.0000E-99    1.0384E-27    5.8294E-19    4.3581E-11    1.5667E-04    9.9984E-01
    6.696793E+03    1.0000E-99    2.0804E-27    1.1440E-18    7.6304E-11    2.1820E-04    9.9978E-01
    7.079796E+03    1.0000E-99    4.9900E-27    2.6571E-18    1.5161E-10    3.2813E-04    9.9967E-01
    7.407135E+03    1.0000E-99    1.3990E-26    6.8914E-18    3.2576E-10    5.1316E-04    9.9949E-01
    7.692817E+03    1.0000E-99    4.3018E-26    1.9130E-17    7.3591E-10    8.2173E-04    9.9918E-01
    7.943790E+03    1.0000E-99    1.4624E-25    5.7536E-17    1.7652E-09    1.3569E-03    9.9864E-01
    8.178255E+03    1.0000E-99    5.6868E-25    1.9433E-16    4.6330E-09    2.3537E-03    9.9765E-01
    8.396906E+03    1.0000E-99    2.4831E-24    7.2651E-16    1.3164E-08    4.2649E-03    9.9574E-01
    8.600030E+03    1.0000E-99    1.1926E-23    2.9528E-15    3.9914E-08    8.0065E-03    9.9199E-01
    8.794946E+03    1.0000E-99    6.4470E-23    1.3336E-14    1.3143E-07    1.5717E-02    9.8428E-01
    8.979615E+03    1.0000E-99    3.7961E-22    6.5004E-14    4.5870E-07    3.1756E-02    9.6824E-01
    9.145090E+03    1.0000E-99    2.1450E-21    3.0527E-13    1.5492E-06    6.2509E-02    9.3749E-01
    9.307344E+03    1.0000E-99    1.3237E-20    1.5482E-12    5.5212E-06    1.2481E-01    8.7518E-01
    9.467105E+03    1.0000E-99    8.7218E-20    8.2766E-12    2.0200E-05    2.4447E-01    7.5551E-01
    9.611352E+03    1.0000E-99    4.9569E-19    3.8369E-11    6.4421E-05    4.2077E-01    5.7917E-01
    9.749622E+03    1.0000E-99    2.5881E-18    1.6202E-10    1.8366E-04    6.2875E-01    3.7107E-01
    9.884725E+03    1.0000E-99    1.2704E-17    6.3330E-10    4.7051E-04    8.0692E-01    1.9261E-01
    1.001128E+04    1.0000E-99    5.7007E-17    2.2485E-09    1.0807E-03    9.1269E-01    8.6225E-02
    1.013294E+04    1.0000E-99    2.5479E-16    7.8655E-09    2.3920E-03    9.6308E-01    3.4524E-02
    1.025192E+04    1.0000E-99    1.1978E-15    2.8566E-08    5.3426E-03    9.8204E-01    1.2614E-02
    1.036523E+04    1.0000E-99    5.7469E-15    1.0541E-07    1.1958E-02    9.8364E-01    4.4044E-03
    1.047433E+04    1.0000E-99    2.8599E-14    4.0067E-07    2.7084E-02    9.7145E-01    1.4634E-03
    1.058087E+04    1.0000E-99    1.4983E-13    1.5854E-06    6.2246E-02    9.3730E-01    4.5127E-04
    1.068358E+04    1.0000E-99    7.9804E-13    6.3125E-06    1.4062E-01    8.5925E-01    1.2624E-04
    1.078178E+04    1.0000E-99    4.0931E-12    2.3955E-05    2.9520E-01    7.0475E-01    2.9984E-05
    1.087424E+04    1.0000E-99    1.8371E-11    7.8963E-05    5.2621E-01    4.7370E-01    5.5493E-06
    1.096142E+04    1.0000E-99    6.7988E-11    2.1344E-04    7.5295E-01    2.4684E-01    7.5668E-07
    1.104427E+04    1.0000E-99    2.1242E-10    4.8645E-04    8.9531E-01    1.0420E-01    8.0351E-08
    1.116962E+04    1.0000E-99    1.0731E-09    1.5002E-03    9.7687E-01    2.1634E-02    1.8039E-09
    1.128592E+04    1.0000E-99    5.2524E-09    4.4334E-03    9.9156E-01    4.0079E-03    3.3885E-11
    1.138719E+04    1.0000E-99    2.5931E-08    1.2971E-02    9.8630E-01    7.3311E-04    6.3774E-13
    1.148357E+04    1.0000E-99    1.5132E-07    4.1850E-02    9.5804E-01    1.1033E-04    7.8610E-15
    1.157588E+04    1.0000E-99    1.0005E-06    1.4291E-01    8.5707E-01    1.2348E-05    5.3582E-17
    1.165789E+04    1.0000E-99    5.5361E-06    4.0131E-01    5.9868E-01    9.8453E-07    2.2566E-19
    1.172968E+04    1.0000E-99    1.9723E-05    7.3093E-01    2.6905E-01    4.9236E-08    5.6815E-22
    1.179602E+04    1.0000E-99    4.8326E-05    9.1685E-01    8.3100E-02    1.6828E-09    1.9634E-24
    1.185624E+04    1.0000E-99    9.8879E-05    9.7654E-01    2.3360E-02    5.9332E-11    3.0329E-25
    1.191139E+04    1.0000E-99    1.9166E-04    9.9322E-01    6.5861E-03    2.3036E-12    8.6432E-26
    1.196310E+04    1.0000E-99    3.6826E-04    9.9778E-01    1.8477E-03    9.0699E-14    2.4250E-26
    1.200903E+04    1.0000E-99    6.8300E-04    9.9877E-01    5.5182E-04    4.2157E-15    7.2109E-27
    1.204957E+04    1.0000E-99    1.2177E-03    9.9861E-01    1.7723E-04    2.3591E-16    2.3088E-27
    1.208724E+04    1.0000E-99    2.1333E-03    9.9781E-01    5.8528E-05    1.4148E-17    7.6351E-28
    1.211780E+04    1.0000E-99    3.4025E-03    9.9657E-01    2.3107E-05    1.3326E-18    3.0344E-28
    1.214029E+04    1.0000E-99    4.8170E-03    9.9517E-01    1.1506E-05    2.2630E-19    1.5244E-28
    1.215784E+04    1.0000E-99    6.3239E-03    9.9367E-01    6.6448E-06    5.6178E-20    8.8826E-29
    1.217298E+04    1.0000E-99    7.9878E-03    9.9201E-01    4.1387E-06    1.7063E-20    5.5817E-29
    1.218654E+04    1.0000E-99    9.8340E-03    9.9016E-01    2.7111E-06    6.0334E-21    3.6863E-29
    1.220016E+04    1.0000E-99    1.2105E-02    9.8789E-01    1.7745E-06    2.2726E-21    2.4324E-29
    1.221368E+04    1.0000E-99    1.4846E-02    9.8515E-01    1.1689E-06    1.0041E-21    1.6145E-29
    1.222859E+04    1.0000E-99    1.8515E-02    9.8148E-01    7.4295E-07    5.4424E-22    1.0339E-29
    1.224457E+04    1.0000E-99    2.3346E-02    9.7665E-01    4.6086E-07    3.9301E-22    6.4564E-30
    1.225965E+04    1.0000E-99    2.8924E-02    9.7108E-01    2.9589E-07    3.4744E-22    4.1671E-30
    1.227256E+04    1.0000E-99    3.4527E-02    9.6547E-01    2.0468E-07    3.3187E-22    2.8932E-30
    1.228514E+04    1.0000E-99    4.0780E-02    9.5922E-01    1.4436E-07    3.2363E-22    2.0467E-30
    1.229683E+04    1.0000E-99    4.7436E-02    9.5256E-01    1.0491E-07    3.1810E-22    1.4909E-30
    1.232733E+04    1.0000E-99    6.7130E-02    9.3287E-01    4.9548E-08    3.0664E-22    7.0787E-31
    1.289197E+04    1.0000E-99    8.5914E-01    1.4086E-01    1.0431E-12    5.0213E-23    1.9325E-35
    1.402569E+04    1.0000E-99    9.9848E-01    1.5184E-03    7.4718E-19    5.8481E-25    1.6052E-41
    1.518573E+04    1.0000E-99    9.9996E-01    3.7351E-05    9.0774E-22    1.4591E-26    2.0554E-44
    1.632859E+04    1.0000E-99    1.0000E+00    1.8016E-06    9.2186E-22    7.2927E-28    2.2244E-44
    1.745157E+04    1.0000E-99    1.0000E+00    2.1088E-07    9.4411E-22    8.8037E-29    2.3932E-44
    1.855827E+04    1.0000E-99    1.0000E+00    4.9190E-08    9.7071E-22    2.1239E-29    2.5741E-44
    1.963325E+04    1.0000E-99    1.0000E+00    1.7598E-08    9.9759E-22    7.8622E-30    2.7551E-44
    2.068109E+04    1.0000E-99    1.0000E+00    8.1905E-09    1.0221E-21    3.7826E-30    2.9256E-44
    2.170537E+04    1.0000E-99    1.0000E+00    4.4335E-09    1.0446E-21    2.1172E-30    3.0871E-44
    2.269952E+04    1.0000E-99    1.0000E+00    2.7291E-09    1.0666E-21    1.3496E-30    3.2454E-44
    2.366536E+04    1.0000E-99    1.0000E+00    1.8605E-09    1.0886E-21    9.5448E-31    3.4027E-44
    2.460914E+04    1.0000E-99    1.0000E+00    1.3972E-09    1.1108E-21    7.4375E-31    3.5601E-44
    2.553354E+04    1.0000E-99    1.0000E+00    1.1296E-09    1.1330E-21    6.2308E-31    3.7162E-44
    2.644080E+04    1.0000E-99    1.0000E+00    9.7118E-10    1.1550E-21    5.5326E-31    3.8686E-44
    2.733350E+04    1.0000E-99    1.0000E+00    8.6273E-10    1.1759E-21    5.0570E-31    4.0121E-44
    2.821284E+04    1.0000E-99    1.0000E+00    7.7757E-10    1.1955E-21    4.6666E-31    4.1443E-44
    2.908138E+04    1.0000E-99    1.0000E+00    6.8761E-10    1.2147E-21    4.2095E-31    4.2691E-44
    2.994295E+04    1.0000E-99    1.0000E+00    6.0168E-10    1.2363E-21    3.7424E-31    4.4022E-44
    3.079959E+04    1.0000E-99    1.0000E+00    5.2099E-10    1.2644E-21    3.2922E-31    4.5719E-44
    3.165298E+04    1.0000E-99    1.0000E+00    4.6964E-10    1.3024E-21    3.0071E-31    4.8067E-44
    3.250461E+04    1.0000E-99    1.0000E+00    4.4558E-10    1.3502E-21    2.8920E-31    5.1215E-44
    3.335585E+04    1.0000E-99    1.0000E+00    4.7271E-10    1.4003E-21    3.0842E-31    5.4789E-44
    3.420806E+04    1.0000E-99    1.0000E+00    5.2923E-10    1.4426E-21    3.4895E-31    5.8024E-44
    3.506257E+04    1.0000E-99    1.0000E+00    6.5776E-10    1.4754E-21    4.3881E-31    6.0643E-44
    3.592077E+04    1.0000E-99    1.0000E+00    8.2374E-10    1.5094E-21    5.5881E-31    6.3733E-44
    3.678416E+04    1.0000E-99    1.0000E+00    1.1099E-09    1.5397E-21    7.5743E-31    6.6821E-44
    3.765440E+04    1.0000E-99    1.0000E+00    1.5054E-09    1.5627E-21    1.0435E-30    6.9245E-44
    3.853330E+04    1.0000E-99    1.0000E+00    2.1175E-09    1.5826E-21    1.4594E-30    7.1423E-44
    3.942287E+04    1.0000E-99    1.0000E+00    2.6463E-09    1.5980E-21    1.8043E-30    7.2894E-44
    4.030996E+04    1.0000E-99    1.0000E+00    3.3980E-09    1.5902E-21    2.1291E-30    7.2035E-44
    4.032500E+04    1.0000E-99    1.0000E+00    3.1858E-09    8.3366E-22    1.1093E-30    2.9473E-44
#TIME:     2.050
#NVEL: 111
#vel_mid[km/s]           ni1           ni2           ni3           ni4           ni5           ni6
    1.025000E+03    1.0000E-99    3.2596E-30    1.9230E-21    3.5323E-13    9.1475E-06    9.9999E-01
    1.037120E+03    1.0000E-99    3.2030E-30    1.8977E-21    3.5011E-13    9.1069E-06    9.9999E-01
    1.061360E+03    1.0000E-99    3.1193E-30    1.8618E-21    3.4587E-13    9.0533E-06    9.9999E-01
    1.109839E+03    1.0000E-99    3.0372E-30    1.8326E-21    3.4320E-13    9.0278E-06    9.9999E-01
    1.213017E+03    1.0000E-99    3.0960E-30    1.8908E-21    3.5429E-13    9.2118E-06    9.9999E-01
    1.325723E+03    1.0000E-99    3.3079E-30    2.0336E-21    3.7747E-13    9.5645E-06    9.9999E-01
    1.448902E+03    1.0000E-99    3.6152E-30    2.2333E-21    4.0881E-13    1.0023E-05    9.9999E-01
    1.583526E+03    1.0000E-99    4.0115E-30    2.4889E-21    4.4809E-13    1.0577E-05    9.9999E-01
    1.730658E+03    1.0000E-99    4.5154E-30    2.8131E-21    4.9691E-13    1.1238E-05    9.9999E-01
    1.891461E+03    1.0000E-99    5.1563E-30    3.2258E-21    5.5776E-13    1.2026E-05    9.9999E-01
    2.067205E+03    1.0000E-99    5.9906E-30    3.7626E-21    6.3500E-13    1.2977E-05    9.9999E-01
    2.259278E+03    1.0000E-99    7.0935E-30    4.4718E-21    7.3440E-13    1.4135E-05    9.9999E-01
    2.469197E+03    1.0000E-99    8.6018E-30    5.4391E-21    8.6585E-13    1.5572E-05    9.9998E-01
    2.698621E+03    1.0000E-99    1.0704E-29    6.7844E-21    1.0426E-12    1.7371E-05    9.9998E-01
    2.949361E+03    1.0000E-99    1.3724E-29    8.7102E-21    1.2861E-12    1.9656E-05    9.9998E-01
    3.223399E+03    1.0000E-99    1.8232E-29    1.1569E-20    1.6323E-12    2.2621E-05    9.9998E-01
    3.522899E+03    1.0000E-99    2.5235E-29    1.5980E-20    2.1407E-12    2.6541E-05    9.9997E-01
    3.850227E+03    1.0000E-99    3.6644E-29    2.3096E-20    2.9166E-12    3.1852E-05    9.9997E-01
    4.207968E+03    1.0000E-99    5.6291E-29    3.5197E-20    4.1545E-12    3.9245E-05    9.9996E-01
    4.598949E+03    1.0000E-99    9.2382E-29    5.7058E-20    6.2338E-12    4.9862E-05    9.9995E-01
    5.026257E+03    1.0000E-99    1.6375E-28    9.9400E-20    9.9376E-12    6.5660E-05    9.9993E-01
    5.322738E+03    1.0000E-99    2.4858E-28    1.4871E-19    1.3939E-11    8.0175E-05    9.9992E-01
    5.636785E+03    1.0000E-99    3.9318E-28    2.3125E-19    2.0194E-11    9.9786E-05    9.9990E-01
    5.969249E+03    1.0000E-99    6.5012E-28    3.7529E-19    3.0328E-11    1.2686E-04    9.9987E-01
