#NTIMES: 50
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL: 81
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
30250.00 1.5848e+04 1.6314e-20 8.9620e+02 3.2163e+02
30750.00 1.6878e+04 1.3726e-20 7.5990e+02 2.7066e+02
31250.00 1.7866e+04 1.1549e-20 6.4334e+02 2.2769e+02
31750.00 1.8937e+04 9.7169e-21 5.4488e+02 1.9157e+02
32250.00 2.0067e+04 8.1755e-21 4.6126e+02 1.6118e+02
32750.00 2.1260e+04 6.8787e-21 3.9067e+02 1.3562e+02
33250.00 2.2444e+04 5.7875e-21 3.3061e+02 1.1411e+02
33750.00 2.3720e+04 4.8694e-21 2.7936e+02 9.6003e+01
34250.00 2.5024e+04 4.0970e-21 2.3585e+02 8.0774e+01
34750.00 2.6371e+04 3.4471e-21 1.9912e+02 6.7957e+01
35250.00 2.7755e+04 2.9003e-21 1.6800e+02 5.7177e+01
35750.00 2.9186e+04 2.4403e-21 1.4176e+02 4.8109e+01
36250.00 3.0000e+04 2.0532e-21 1.1959e+02 4.0479e+01
36750.00 3.0000e+04 1.7275e-21 1.0080e+02 3.4057e+01
37250.00 3.0000e+04 1.4534e-21 8.4949e+01 2.8659e+01
37750.00 3.0000e+04 1.2229e-21 7.1579e+01 2.4105e+01
38250.00 3.0000e+04 1.0289e-21 6.0300e+01 2.0287e+01
38750.00 3.0000e+04 8.6568e-22 5.0796e+01 1.7068e+01
39250.00 3.0000e+04 7.2837e-22 4.2783e+01 1.4360e+01
39750.00 3.0000e+04 6.1282e-22 3.6028e+01 1.2081e+01
40250.00 3.0000e+04 5.1561e-22 3.0337e+01 1.0165e+01
#TIME: 210.86
#NVEL: 81
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
250.00 5.9772e+03 4.7427e-16 1.1267e+07 5.0298e+06
750.00 6.1718e+03 4.0923e-16 1.0120e+07 4.3397e+06
1250.00 6.4427e+03 3.4680e-16 8.9265e+06 3.6781e+06
1750.00 6.7278e+03 2.9273e-16 7.8260e+06 3.1048e+06
2250.00 6.9765e+03 2.4674e-16 6.7868e+06 2.6165e+06
2750.00 7.2009e+03 2.0784e-16 5.8613e+06 2.2042e+06
3250.00 7.4136e+03 1.7501e-16 5.0269e+06 1.8560e+06
3750.00 7.6599e+03 1.4733e-16 4.3167e+06 1.5624e+06
4250.00 7.9305e+03 1.2402e-16 3.7051e+06 1.3152e+06
