#NTIMES:     39
#TIMES[d]:     2.000    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   38.000   41.000   45.100   49.610   54.570
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    3.735790E+04    3.0166E+04    5.4173E-19    3.2974E+04    1.0760E+04
    3.808620E+04    3.3395E+04    4.2123E-19    2.6012E+04    8.3663E+03
    3.882090E+04    3.7404E+04    3.2682E-19    2.0458E+04    6.4911E+03
    3.956460E+04    4.2570E+04    2.5276E-19    1.6030E+04    5.0203E+03
    3.985650E+04    4.5001E+04    2.2852E-19    1.4564E+04    4.5387E+03
    4.005110E+04    4.6775E+04    2.1366E-19    1.3660E+04    4.2436E+03
    4.018081E+04    4.8033E+04    2.0430E-19    1.3089E+04    4.0577E+03
    4.026730E+04    4.8908E+04    1.9828E-19    1.2721E+04    3.9382E+03
    4.032440E+04    4.9502E+04    1.9441E-19    1.2485E+04    3.8613E+03
    4.032500E+04    4.9514E+04    1.9437E-19    1.2482E+04    3.8605E+03
#TIME:    31.370
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    1.2702E+04    1.1499E-13    2.6684E+09    1.2383E+09
    1.037980E+03    1.2706E+04    1.1447E-13    2.6606E+09    1.2327E+09
    1.063930E+03    1.2710E+04    1.1345E-13    2.6393E+09    1.2217E+09
    1.115840E+03    1.2716E+04    1.1144E-13    2.5962E+09    1.2000E+09
    1.200830E+03    1.2708E+04    1.0822E-13    2.5220E+09    1.1653E+09
    1.292300E+03    1.2703E+04    1.0485E-13    2.4460E+09    1.1291E+09
    1.390740E+03    1.2688E+04    1.0135E-13    2.3648E+09    1.0913E+09
    1.496680E+03    1.2664E+04    9.7703E-14    2.2786E+09    1.0521E+09
    1.610680E+03    1.2639E+04    9.3930E-14    2.1900E+09    1.0115E+09
    1.733370E+03    1.2608E+04    9.0033E-14    2.0978E+09    9.6952E+08
    1.865410E+03    1.2570E+04    8.6018E-14    2.0023E+09    9.2629E+08
    2.007500E+03    1.2530E+04    8.1899E-14    1.9048E+09    8.8193E+08
    2.160420E+03    1.2478E+04    7.7686E-14    1.8040E+09    8.3656E+08
    2.324980E+03    1.2433E+04    7.3394E-14    1.7034E+09    7.9035E+08
    2.502080E+03    1.2381E+04    6.9039E-14    1.6009E+09    7.4345E+08
    2.692670E+03    1.2342E+04    6.4639E-14    1.5000E+09    6.9607E+08
    2.897780E+03    1.2304E+04    6.0217E-14    1.3986E+09    6.4845E+08
    3.118510E+03    1.2265E+04    5.5796E-14    1.2972E+09    6.0084E+08
    3.356060E+03    1.2236E+04    5.1400E-14    1.1973E+09    5.5350E+08
    3.611690E+03    1.2202E+04    4.7056E-14    1.0980E+09    5.0672E+08
    3.886810E+03    1.2176E+04    4.2790E-14    1.0009E+09    4.6078E+08
    4.182880E+03    1.2167E+04    3.8630E-14    9.0687E+08    4.1599E+08
    4.501500E+03    1.2149E+04    3.4604E-14    8.1494E+08    3.7263E+08
    4.844390E+03    1.2133E+04    3.0738E-14    7.2655E+08    3.3101E+08
    5.213400E+03    1.2118E+04    2.7060E-14    6.4219E+08    2.9139E+08
    5.610510E+03    1.2088E+04    2.3591E-14    5.6207E+08    2.5404E+08
    6.037880E+03    1.2039E+04    2.0353E-14    4.8721E+08    2.1932E+08
    6.497800E+03    1.1924E+04    1.7363E-14    4.1890E+08    1.8819E+08
    6.992760E+03    1.1657E+04    1.4634E-14    3.6020E+08    1.6233E+08
    7.470370E+03    1.1057E+04    1.2408E-14    3.1759E+08    1.4502E+08
    7.926120E+03    1.0277E+04    1.0601E-14    2.8527E+08    1.3351E+08
    8.327220E+03    9.8695E+03    9.2290E-15    2.5890E+08    1.2520E+08
    8.702980E+03    9.6833E+03    8.1055E-15    2.3622E+08    1.1799E+08
    9.042660E+03    9.5340E+03    7.2081E-15    2.1663E+08    1.1142E+08
    9.369910E+03    9.4370E+03    6.4377E-15    1.9893E+08    1.0487E+08
    9.651600E+03    9.3364E+03    5.8408E-15    1.8408E+08    9.9056E+07
    9.900590E+03    9.2285E+03    5.3593E-15    1.7114E+08    9.3793E+07
    1.013220E+04    9.1191E+03    4.9471E-15    1.5927E+08    8.8833E+07
    1.033760E+04    9.0059E+03    4.6083E-15    1.4877E+08    8.4412E+07
    1.054540E+04    8.9404E+03    4.2891E-15    1.3856E+08    7.9960E+07
    1.075490E+04    8.8382E+03    3.9897E-15    1.2813E+08    7.5524E+07
    1.096070E+04    8.7026E+03    3.7159E-15    1.1773E+08    7.1232E+07
    1.115930E+04    8.6853E+03    3.4695E-15    1.0885E+08    6.7175E+07
    1.134100E+04    8.6136E+03    3.2583E-15    1.0087E+08    6.3561E+07
    1.153460E+04    8.5958E+03    3.0476E-15    9.3772E+07    5.9828E+07
    1.172390E+04    8.7982E+03    2.8547E-15    8.9787E+07    5.6307E+07
    1.192870E+04    9.1023E+03    2.6597E-15    8.6782E+07    5.2651E+07
    1.212840E+04    9.4066E+03    2.4824E-15    8.3514E+07    4.9249E+07
    1.235380E+04    9.6624E+03    2.2964E-15    7.8705E+07    4.5604E+07
    1.261000E+04    9.7617E+03    2.1020E-15    7.2620E+07    4.1747E+07
    1.287280E+04    9.7530E+03    1.9195E-15    6.6458E+07    3.8124E+07
    1.318720E+04    9.7370E+03    1.7219E-15    5.9741E+07    3.4200E+07
    1.351440E+04    9.6387E+03    1.5380E-15    5.3265E+07    3.0546E+07
    1.386900E+04    9.6743E+03    1.3606E-15    4.7287E+07    2.7024E+07
    1.423600E+04    9.5633E+03    1.1985E-15    4.1543E+07    2.3805E+07
    1.460290E+04    9.5655E+03    1.0559E-15    3.6658E+07    2.0972E+07
    1.497210E+04    9.5273E+03    9.2948E-16    3.2264E+07    1.8461E+07
    1.532030E+04    9.4770E+03    8.2410E-16    2.8581E+07    1.6368E+07
    1.571760E+04    9.4732E+03    7.1841E-16    2.4950E+07    1.4269E+07
    1.613100E+04    9.4994E+03    6.2281E-16    2.1702E+07    1.2370E+07
    1.660090E+04    9.5183E+03    5.2949E-16    1.8524E+07    1.0516E+07
    1.713150E+04    9.6226E+03    4.4081E-16    1.5572E+07    8.7551E+06
    1.767900E+04    9.7628E+03    3.6484E-16    1.3050E+07    7.2463E+06
    1.826410E+04    9.9202E+03    2.9809E-16    1.0831E+07    5.9205E+06
    1.889030E+04    1.0065E+04    2.4010E-16    8.8672E+06    4.7687E+06
    1.955040E+04    1.0214E+04    1.9114E-16    7.1932E+06    3.7963E+06
    2.023310E+04    1.0511E+04    1.5098E-16    5.8387E+06    2.9988E+06
    2.092810E+04    1.1055E+04    1.1876E-16    4.7586E+06    2.3587E+06
    2.162970E+04    1.1184E+04    9.3195E-17    3.8118E+06    1.8510E+06
    2.233490E+04    1.1290E+04    7.3045E-17    3.0442E+06    1.4508E+06
    2.304210E+04    1.1883E+04    5.7214E-17    2.4681E+06    1.1364E+06
    2.375060E+04    1.2185E+04    4.4793E-17    1.9742E+06    8.8966E+05
    2.446000E+04    1.2256E+04    3.5057E-17    1.5688E+06    6.9628E+05
    2.517030E+04    1.2376E+04    2.7428E-17    1.2482E+06    5.4477E+05
    2.588140E+04    1.2581E+04    2.1454E-17    9.9261E+05    4.2612E+05
    2.659350E+04    1.2886E+04    1.6776E-17    7.9057E+05    3.3319E+05
    2.730680E+04    1.3306E+04    1.3112E-17    6.2893E+05    2.6042E+05
    2.802140E+04    1.3844E+04    1.0244E-17    5.0032E+05    2.0345E+05
    2.873710E+04    1.4502E+04    7.9996E-18    3.9900E+05    1.5888E+05
    2.945390E+04    1.5274E+04    6.2449E-18    3.1820E+05    1.2403E+05
    3.017130E+04    1.6155E+04    4.8742E-18    2.5385E+05    9.6809E+04
    3.088880E+04    1.7138E+04    3.8042E-18    2.0253E+05    7.5556E+04
    3.160630E+04    1.8226E+04    2.9690E-18    1.6155E+05    5.8969E+04
    3.232350E+04    1.9429E+04    2.3174E-18    1.2882E+05    4.6028E+04
    3.304060E+04    2.0765E+04    1.8089E-18    1.0265E+05    3.5928E+04
    3.375770E+04    2.2262E+04    1.4120E-18    8.1726E+04    2.8045E+04
    3.447520E+04    2.3963E+04    1.1020E-18    6.4997E+04    2.1888E+04
    3.519340E+04    2.5926E+04    8.5988E-19    5.1626E+04    1.7078E+04
    3.591270E+04    2.8232E+04    6.7069E-19    4.0948E+04    1.3321E+04
    3.663380E+04    3.0993E+04    5.2279E-19    3.2423E+04    1.0383E+04
    3.735790E+04    3.4349E+04    4.0709E-19    2.5622E+04    8.0853E+03
    3.808620E+04    3.8527E+04    3.1654E-19    2.0202E+04    6.2870E+03
    3.882090E+04    4.3909E+04    2.4559E-19    1.5881E+04    4.8778E+03
    3.956460E+04    5.1078E+04    1.8994E-19    1.2438E+04    3.7725E+03
    3.985650E+04    5.4537E+04    1.7172E-19    1.1299E+04    3.4106E+03
    4.005110E+04    5.7096E+04    1.6056E-19    1.0597E+04    3.1889E+03
    4.018080E+04    5.8929E+04    1.5352E-19    1.0153E+04    3.0492E+03
    4.026730E+04    6.0215E+04    1.4900E-19    9.8678E+03    2.9594E+03
    4.032440E+04    6.1096E+04    1.4609E-19    9.6838E+03    2.9016E+03
    4.032500E+04    6.1115E+04    1.4606E-19    9.6822E+03    2.9010E+03
#TIME:    34.510
#NVEL: 114
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    1.1886E+04    8.6370E-14    1.9479E+09    9.3008E+08
    1.037980E+03    1.1887E+04    8.5984E-14    1.9397E+09    9.2592E+08
    1.063930E+03    1.1891E+04    8.5216E-14    1.9232E+09    9.1765E+08
    1.115840E+03    1.1900E+04    8.3703E-14    1.8906E+09    9.0136E+08
    1.200830E+03    1.1914E+04    8.1283E-14    1.8383E+09    8.7529E+08
    1.292300E+03    1.1927E+04    7.8755E-14    1.7835E+09    8.4807E+08
    1.390740E+03    1.1936E+04    7.6122E-14    1.7261E+09    8.1972E+08
    1.496680E+03    1.1942E+04    7.3386E-14    1.6663E+09    7.9026E+08
    1.610680E+03    1.1946E+04    7.0553E-14    1.6042E+09    7.5975E+08
    1.733370E+03    1.1947E+04    6.7626E-14    1.5399E+09    7.2823E+08
    1.865410E+03    1.1947E+04    6.4610E-14    1.4735E+09    6.9576E+08
    2.007500E+03    1.1944E+04    6.1516E-14    1.4052E+09    6.6244E+08
    2.160420E+03    1.1941E+04    5.8351E-14    1.3352E+09    6.2836E+08
    2.324980E+03    1.1936E+04    5.5128E-14    1.2638E+09    5.9364E+08
    2.502080E+03    1.1932E+04    5.1856E-14    1.1912E+09    5.5842E+08
    2.692670E+03    1.1927E+04    4.8552E-14    1.1178E+09    5.2283E+08
    2.897780E+03    1.1923E+04    4.5230E-14    1.0438E+09    4.8706E+08
    3.118510E+03    1.1918E+04    4.1909E-14    9.6966E+08    4.5130E+08
    3.356060E+03    1.1914E+04    3.8607E-14    8.9578E+08    4.1575E+08
    3.611690E+03    1.1910E+04    3.5345E-14    8.2257E+08    3.8061E+08
    3.886810E+03    1.1905E+04    3.2140E-14    7.5046E+08    3.4610E+08
    4.182880E+03    1.1897E+04    2.9016E-14    6.7989E+08    3.1246E+08
    4.501500E+03    1.1883E+04    2.5991E-14    6.1130E+08    2.7989E+08
    4.844390E+03    1.1858E+04    2.3088E-14    5.4516E+08    2.4863E+08
    5.213400E+03    1.1817E+04    2.0325E-14    4.8189E+08    2.1887E+08
    5.610510E+03    1.1731E+04    1.7719E-14    4.2185E+08    1.9081E+08
    5.656489E+03    1.1720E+04    1.7440E-14    4.1537E+08    1.8780E+08
    5.702823E+03    1.1708E+04    1.7163E-14    4.0895E+08    1.8481E+08
    5.749520E+03    1.1698E+04    1.6888E-14    4.0258E+08    1.8185E+08
    5.796591E+03    1.1688E+04    1.6616E-14    3.9625E+08    1.7890E+08
    5.844045E+03    1.1679E+04    1.6346E-14    3.8997E+08    1.7598E+08
    5.891892E+03    1.1669E+04    1.6078E-14    3.8373E+08    1.7308E+08
    5.940140E+03    1.1657E+04    1.5813E-14    3.7754E+08    1.7021E+08
    5.988800E+03    1.1640E+04    1.5549E-14    3.7151E+08    1.6742E+08
    6.037880E+03    1.1614E+04    1.5287E-14    3.6565E+08    1.6474E+08
    6.497800E+03    1.1316E+04    1.3041E-14    3.1443E+08    1.4135E+08
    6.992760E+03    1.0662E+04    1.0992E-14    2.7015E+08    1.2193E+08
    7.470370E+03    9.9325E+03    9.3199E-15    2.3738E+08    1.0893E+08
    7.926120E+03    9.5774E+03    7.9623E-15    2.1232E+08    1.0028E+08
    8.327220E+03    9.3650E+03    6.9321E-15    1.9278E+08    9.4043E+07
    8.702980E+03    9.1829E+03    6.0882E-15    1.7581E+08    8.8627E+07
    9.042660E+03    9.0392E+03    5.4141E-15    1.6117E+08    8.3686E+07
    9.369910E+03    8.9391E+03    4.8354E-15    1.4762E+08    7.8770E+07
    9.651600E+03    8.8946E+03    4.3871E-15    1.3645E+08    7.4403E+07
    9.900590E+03    8.8817E+03    4.0255E-15    1.2691E+08    7.0449E+07
    1.013220E+04    8.8833E+03    3.7159E-15    1.1831E+08    6.6724E+07
    1.033760E+04    8.8834E+03    3.4614E-15    1.1083E+08    6.3403E+07
    1.054540E+04    8.8733E+03    3.2216E-15    1.0336E+08    6.0059E+07
    1.075490E+04    8.8560E+03    2.9967E-15    9.5971E+07    5.6727E+07
    1.096070E+04    8.8372E+03    2.7911E-15    8.8943E+07    5.3504E+07
    1.115930E+04    8.8293E+03    2.6060E-15    8.2578E+07    5.0456E+07
    1.134100E+04    8.8459E+03    2.4474E-15    7.7344E+07    4.7742E+07
    1.153460E+04    8.9050E+03    2.2891E-15    7.2632E+07    4.4938E+07
    1.172390E+04    9.0437E+03    2.1442E-15    6.9163E+07    4.2293E+07
    1.192870E+04    9.3295E+03    1.9977E-15    6.6503E+07    3.9547E+07
    1.212840E+04    9.6455E+03    1.8646E-15    6.3777E+07    3.6992E+07
    1.235380E+04    9.8286E+03    1.7249E-15    5.9842E+07    3.4254E+07
    1.243668E+04    9.8525E+03    1.6762E-15    5.8293E+07    3.3290E+07
    1.252297E+04    9.8689E+03    1.6270E-15    5.6686E+07    3.2313E+07
    1.261000E+04    9.8791E+03    1.5788E-15    5.5088E+07    3.1357E+07
    1.269520E+04    9.8840E+03    1.5330E-15    5.3551E+07    3.0448E+07
    1.278114E+04    9.8860E+03    1.4882E-15    5.2034E+07    2.9557E+07
    1.287280E+04    9.8856E+03    1.4418E-15    5.0454E+07    2.8635E+07
    1.297331E+04    9.8826E+03    1.3926E-15    4.8769E+07    2.7658E+07
    1.307954E+04    9.8781E+03    1.3424E-15    4.7045E+07    2.6662E+07
    1.318720E+04    9.8718E+03    1.2934E-15    4.5354E+07    2.5688E+07
    1.351440E+04    9.8455E+03    1.1552E-15    4.0563E+07    2.2944E+07
    1.386900E+04    9.8173E+03    1.0220E-15    3.5930E+07    2.0298E+07
    1.423600E+04    9.7928E+03    9.0024E-16    3.1683E+07    1.7880E+07
    1.460290E+04    9.7782E+03    7.9310E-16    2.7954E+07    1.5752E+07
    1.497210E+04    9.7765E+03    6.9815E-16    2.4658E+07    1.3866E+07
    1.532030E+04    9.7871E+03    6.1900E-16    2.1920E+07    1.2294E+07
    1.571760E+04    9.8162E+03    5.3961E-16    1.9189E+07    1.0718E+07
    1.613100E+04    9.8665E+03    4.6781E-16    1.6734E+07    9.2914E+06
    1.660090E+04    9.9472E+03    3.9771E-16    1.4347E+07    7.8991E+06
    1.713150E+04    1.0068E+04    3.3110E-16    1.2090E+07    6.5762E+06
    1.767900E+04    1.0226E+04    2.7404E-16    1.0158E+07    5.4429E+06
    1.826410E+04    1.0424E+04    2.2390E-16    8.4524E+06    4.4470E+06
    1.889030E+04    1.0661E+04    1.8034E-16    6.9522E+06    3.5819E+06
    1.955040E+04    1.0923E+04    1.4357E-16    5.6621E+06    2.8515E+06
    2.023310E+04    1.1187E+04    1.1341E-16    4.5817E+06    2.2524E+06
    2.092810E+04    1.1428E+04    8.9201E-17    3.6944E+06    1.7717E+06
    2.162970E+04    1.1644E+04    7.0001E-17    2.9629E+06    1.3903E+06
    2.233490E+04    1.1851E+04    5.4865E-17    2.3708E+06    1.0897E+06
    2.304210E+04    1.2055E+04    4.2974E-17    1.9023E+06    8.5353E+05
    2.375060E+04    1.2306E+04    3.3645E-17    1.5219E+06    6.6824E+05
    2.446000E+04    1.2617E+04    2.6332E-17    1.2149E+06    5.2299E+05
    2.517030E+04    1.3001E+04    2.0602E-17    9.6954E+05    4.0919E+05
    2.588140E+04    1.3459E+04    1.6115E-17    7.7345E+05    3.2006E+05
    2.659350E+04    1.3994E+04    1.2601E-17    6.1738E+05    2.5027E+05
    2.730680E+04    1.4607E+04    9.8486E-18    4.9241E+05    1.9561E+05
    2.802140E+04    1.5300E+04    7.6941E-18    3.9251E+05    1.5282E+05
    2.873710E+04    1.6072E+04    6.0087E-18    3.1313E+05    1.1934E+05
    2.945390E+04    1.6919E+04    4.6907E-18    2.4965E+05    9.3164E+04
    3.017130E+04    1.7845E+04    3.6611E-18    1.9896E+05    7.2715E+04
    3.088880E+04    1.8852E+04    2.8574E-18    1.5849E+05    5.6752E+04
    3.160630E+04    1.9947E+04    2.2301E-18    1.2617E+05    4.4293E+04
    3.232350E+04    2.1142E+04    1.7407E-18    1.0038E+05    3.4572E+04
    3.304060E+04    2.2454E+04    1.3587E-18    7.9793E+04    2.6986E+04
    3.375770E+04    2.3905E+04    1.0606E-18    6.3373E+04    2.1065E+04
    3.447520E+04    2.5527E+04    8.2775E-19    5.0280E+04    1.6440E+04
    3.519340E+04    2.7361E+04    6.4587E-19    3.9846E+04    1.2828E+04
    3.591270E+04    2.9459E+04    5.0376E-19    3.1538E+04    1.0006E+04
    3.663380E+04    3.1896E+04    3.9268E-19    2.4924E+04    7.7992E+03
    3.735790E+04    3.4735E+04    3.0577E-19    1.9661E+04    6.0731E+03
    3.808620E+04    3.8123E+04    2.3776E-19    1.5477E+04    4.7222E+03
    3.882090E+04    4.2259E+04    1.8447E-19    1.2149E+04    3.6638E+03
    3.956460E+04    4.7449E+04    1.4267E-19    9.5022E+03    2.8336E+03
    3.985650E+04    4.9836E+04    1.2898E-19    8.6267E+03    2.5618E+03
    4.005110E+04    5.1563E+04    1.2060E-19    8.0883E+03    2.3952E+03
    4.018080E+04    5.2777E+04    1.1531E-19    7.7479E+03    2.2903E+03
    4.026730E+04    5.3620E+04    1.1192E-19    7.5290E+03    2.2229E+03
    4.032440E+04    5.4192E+04    1.0973E-19    7.3880E+03    2.1795E+03
    4.032500E+04    5.4201E+04    1.0971E-19    7.3867E+03    2.1790E+03
#TIME:    38.000
#NVEL: 114
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    1.1373E+04    6.4692E-14    1.4630E+09    6.9663E+08
    1.037980E+03    1.1374E+04    6.4402E-14    1.4568E+09    6.9352E+08
    1.063930E+03    1.1381E+04    6.3827E-14    1.4444E+09    6.8733E+08
    1.115840E+03    1.1404E+04    6.2694E-14    1.4199E+09    6.7512E+08
    1.200830E+03    1.1443E+04    6.0881E-14    1.3807E+09    6.5560E+08
    1.292300E+03    1.1479E+04    5.8988E-14    1.3395E+09    6.3521E+08
    1.390740E+03    1.1510E+04    5.7016E-14    1.2966E+09    6.1398E+08
    1.496680E+03    1.1538E+04    5.4967E-14    1.2518E+09    5.9191E+08
    1.610680E+03    1.1563E+04    5.2844E-14    1.2053E+09    5.6905E+08
    1.733370E+03    1.1584E+04    5.0652E-14    1.1572E+09    5.4545E+08
    1.865410E+03    1.1603E+04    4.8393E-14    1.1075E+09    5.2112E+08
    2.007500E+03    1.1619E+04    4.6076E-14    1.0565E+09    4.9617E+08
    2.160420E+03    1.1634E+04    4.3705E-14    1.0041E+09    4.7064E+08
    2.324980E+03    1.1647E+04    4.1291E-14    9.5066E+08    4.4464E+08
    2.502080E+03    1.1658E+04    3.8841E-14    8.9628E+08    4.1826E+08
    2.692670E+03    1.1668E+04    3.6365E-14    8.4120E+08    3.9160E+08
    2.897780E+03    1.1675E+04    3.3877E-14    7.8569E+08    3.6481E+08
    3.118510E+03    1.1678E+04    3.1390E-14    7.3003E+08    3.3803E+08
    3.356060E+03    1.1677E+04    2.8917E-14    6.7450E+08    3.1140E+08
    3.611690E+03    1.1670E+04    2.6473E-14    6.1942E+08    2.8508E+08
    3.886810E+03    1.1652E+04    2.4073E-14    5.6512E+08    2.5923E+08
    4.182880E+03    1.1618E+04    2.1733E-14    5.1195E+08    2.3403E+08
    4.501500E+03    1.1557E+04    1.9468E-14    4.6024E+08    2.0964E+08
    4.844390E+03    1.1450E+04    1.7293E-14    4.1034E+08    1.8622E+08
    5.213400E+03    1.1262E+04    1.5224E-14    3.6256E+08    1.6394E+08
    5.610510E+03    1.0946E+04    1.3272E-14    3.1735E+08    1.4292E+08
    5.656489E+03    1.0900E+04    1.3063E-14    3.1247E+08    1.4066E+08
    5.702823E+03    1.0852E+04    1.2855E-14    3.0763E+08    1.3843E+08
    5.749520E+03    1.0801E+04    1.2649E-14    3.0281E+08    1.3620E+08
    5.796591E+03    1.0748E+04    1.2446E-14    2.9803E+08    1.3400E+08
    5.844045E+03    1.0693E+04    1.2243E-14    2.9328E+08    1.3181E+08
    5.891892E+03    1.0637E+04    1.2043E-14    2.8856E+08    1.2964E+08
    5.940140E+03    1.0579E+04    1.1844E-14    2.8388E+08    1.2749E+08
    5.988800E+03    1.0520E+04    1.1646E-14    2.7933E+08    1.2540E+08
    6.037880E+03    1.0458E+04    1.1450E-14    2.7488E+08    1.2339E+08
    6.497800E+03    9.9482E+03    9.7681E-15    2.3611E+08    1.0587E+08
    6.992760E+03    9.5925E+03    8.2329E-15    2.0245E+08    9.1327E+07
    7.470370E+03    9.2647E+03    6.9806E-15    1.7711E+08    8.1589E+07
    7.926120E+03    8.8735E+03    5.9638E-15    1.5703E+08    7.5113E+07
    8.327220E+03    8.5456E+03    5.1921E-15    1.4095E+08    7.0438E+07
    8.702980E+03    8.3306E+03    4.5601E-15    1.2695E+08    6.6382E+07
    9.042660E+03    8.2190E+03    4.0552E-15    1.1513E+08    6.2681E+07
    9.369910E+03    8.1749E+03    3.6218E-15    1.0452E+08    5.8999E+07
    9.651600E+03    8.1755E+03    3.2860E-15    9.5962E+07    5.5728E+07
    9.900590E+03    8.2003E+03    3.0151E-15    8.8828E+07    5.2767E+07
    1.013220E+04    8.2393E+03    2.7832E-15    8.2548E+07    4.9976E+07
    1.033760E+04    8.2832E+03    2.5926E-15    7.7268E+07    4.7489E+07
    1.054540E+04    8.3358E+03    2.4130E-15    7.2225E+07    4.4985E+07
    1.075490E+04    8.3948E+03    2.2446E-15    6.7457E+07    4.2489E+07
    1.096070E+04    8.4577E+03    2.0906E-15    6.3096E+07    4.0075E+07
    1.115930E+04    8.5219E+03    1.9519E-15    5.9204E+07    3.7792E+07
    1.134100E+04    8.5867E+03    1.8331E-15    5.5949E+07    3.5759E+07
    1.153460E+04    8.6633E+03    1.7146E-15    5.2835E+07    3.3659E+07
    1.172390E+04    8.7632E+03    1.6060E-15    5.0262E+07    3.1678E+07
    1.192870E+04    8.9280E+03    1.4963E-15    4.8077E+07    2.9621E+07
