#NTIMES:     39
#TIMES[d]:     2.000    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   38.000   41.000   45.100   49.610   54.570
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    6.037881E+03    3.3862E+04    1.1149E-12    5.1186E+10    1.2014E+10
    6.497801E+03    3.2669E+04    9.5109E-13    4.2532E+10    1.0308E+10
    6.992759E+03    3.1014E+04    8.0161E-13    3.5834E+10    8.8921E+09
    7.470371E+03    2.9169E+04    6.7968E-13    3.1732E+10    7.9437E+09
    7.926120E+03    2.7163E+04    5.8067E-13    2.8985E+10    7.3132E+09
    8.327219E+03    2.5310E+04    5.0554E-13    2.6797E+10    6.8582E+09
    8.702979E+03    2.3575E+04    4.4400E-13    2.4384E+10    6.4632E+09
    9.042661E+03    2.1945E+04    3.9484E-13    2.1788E+10    6.1030E+09
    9.369911E+03    2.0452E+04    3.5264E-13    1.9245E+10    5.7445E+09
    9.651601E+03    1.9332E+04    3.1994E-13    1.7059E+10    5.4260E+09
    9.900591E+03    1.8456E+04    2.9357E-13    1.5491E+10    5.1377E+09
    1.013221E+04    1.7704E+04    2.7099E-13    1.4378E+10    4.8660E+09
    1.033760E+04    1.7057E+04    2.5243E-13    1.3522E+10    4.6239E+09
    1.054539E+04    1.6395E+04    2.3495E-13    1.2661E+10    4.3800E+09
    1.075489E+04    1.5692E+04    2.1855E-13    1.1675E+10    4.1370E+09
    1.096069E+04    1.4942E+04    2.0355E-13    1.0452E+10    3.9019E+09
    1.115931E+04    1.4176E+04    1.9005E-13    9.0410E+09    3.6797E+09
    1.134098E+04    1.3479E+04    1.7848E-13    7.7450E+09    3.4817E+09
    1.153459E+04    1.2808E+04    1.6694E-13    6.7812E+09    3.2773E+09
    1.172389E+04    1.2252E+04    1.5637E-13    6.2251E+09    3.0844E+09
    1.192869E+04    1.1782E+04    1.4569E-13    5.7789E+09    2.8841E+09
    1.212842E+04    1.1454E+04    1.3598E-13    5.3910E+09    2.6977E+09
    1.235380E+04    1.1198E+04    1.2579E-13    4.9813E+09    2.4981E+09
    1.261002E+04    1.0921E+04    1.1514E-13    4.5479E+09    2.2868E+09
    1.287281E+04    1.0670E+04    1.0514E-13    4.1392E+09    2.0883E+09
    1.318721E+04    1.0416E+04    9.4322E-14    3.6937E+09    1.8734E+09
    1.351441E+04    1.0177E+04    8.4245E-14    3.2738E+09    1.6732E+09
    1.386900E+04    9.9412E+03    7.4532E-14    2.8633E+09    1.4803E+09
    1.423600E+04    9.7069E+03    6.5653E-14    2.4829E+09    1.3040E+09
    1.460292E+04    9.4929E+03    5.7839E-14    2.1476E+09    1.1488E+09
    1.497210E+04    9.2905E+03    5.0915E-14    1.8544E+09    1.0112E+09
    1.532032E+04    9.1202E+03    4.5142E-14    1.6162E+09    8.9660E+08
    1.571760E+04    8.9647E+03    3.9353E-14    1.3853E+09    7.8161E+08
    1.613099E+04    8.8002E+03    3.4116E-14    1.1836E+09    6.7760E+08
    1.660089E+04    8.6474E+03    2.9004E-14    9.9381E+08    5.7607E+08
    1.713149E+04    8.4856E+03    2.4147E-14    8.1911E+08    4.7959E+08
    1.767899E+04    8.3186E+03    1.9985E-14    6.7311E+08    3.9694E+08
    1.826411E+04    8.1550E+03    1.6328E-14    5.4717E+08    3.2431E+08
    1.889028E+04    7.9849E+03    1.3152E-14    4.3915E+08    2.6122E+08
    1.955040E+04    7.8127E+03    1.0470E-14    3.4871E+08    2.0795E+08
    2.023308E+04    7.6723E+03    8.2706E-15    2.7506E+08    1.6427E+08
    2.092811E+04    7.4785E+03    6.5052E-15    2.1602E+08    1.2920E+08
    2.162971E+04    7.3517E+03    5.1050E-15    1.6943E+08    1.0139E+08
    2.233490E+04    7.2761E+03    4.0012E-15    1.3281E+08    7.9471E+07
    2.304210E+04    7.1884E+03    3.1340E-15    1.0400E+08    6.2247E+07
    2.375060E+04    7.0523E+03    2.4536E-15    8.1346E+07    4.8733E+07
    2.446002E+04    6.9699E+03    1.9203E-15    6.3640E+07    3.8140E+07
    2.517029E+04    6.9408E+03    1.5025E-15    4.9811E+07    2.9841E+07
    2.588139E+04    6.9095E+03    1.1752E-15    3.8980E+07    2.3342E+07
    2.659349E+04    6.7831E+03    9.1894E-16    3.0444E+07    1.8252E+07
    2.730679E+04    6.7355E+03    7.1824E-16    2.3807E+07    1.4265E+07
    2.802138E+04    6.6650E+03    5.6112E-16    1.8605E+07    1.1145E+07
    2.873712E+04    6.5874E+03    4.3820E-16    1.4536E+07    8.7033E+06
    2.945390E+04    6.5018E+03    3.4208E-16    1.1355E+07    6.7943E+06
    3.017128E+04    6.4120E+03    2.6700E-16    8.8691E+06    5.3030E+06
    3.088881E+04    6.3259E+03    2.0838E-16    6.9273E+06    4.1388E+06
    3.160628E+04    6.2538E+03    1.6264E-16    5.4111E+06    3.2302E+06
    3.232349E+04    6.1973E+03    1.2694E-16    4.2273E+06    2.5213E+06
    3.304059E+04    6.1514E+03    9.9089E-17    3.3027E+06    1.9681E+06
    3.375770E+04    6.1166E+03    7.7346E-17    2.5805E+06    1.5362E+06
    3.447519E+04    6.0990E+03    6.0366E-17    2.0162E+06    1.1990E+06
    3.519338E+04    6.1063E+03    4.7102E-17    1.5751E+06    9.3552E+05
    3.591269E+04    6.1462E+03    3.6739E-17    1.2303E+06    7.2969E+05
    3.663381E+04    6.2255E+03    2.8637E-17    9.6056E+05    5.6878E+05
    3.735788E+04    6.3491E+03    2.2299E-17    7.4931E+05    4.4290E+05
    3.808621E+04    6.5223E+03    1.7339E-17    5.8375E+05    3.4438E+05
    3.882089E+04    6.7538E+03    1.3453E-17    4.5380E+05    2.6720E+05
    3.956460E+04    7.0584E+03    1.0405E-17    3.5159E+05    2.0665E+05
    3.985650E+04    7.1984E+03    9.4064E-18    3.1807E+05    1.8683E+05
    4.005111E+04    7.2962E+03    8.7949E-18    2.9753E+05    1.7468E+05
    4.018082E+04    7.3634E+03    8.4095E-18    2.8457E+05    1.6703E+05
    4.026732E+04    7.4122E+03    8.1620E-18    2.7623E+05    1.6211E+05
    4.032441E+04    7.4465E+03    8.0026E-18    2.7080E+05    1.5894E+05
    4.032500E+04    7.4471E+03    8.0010E-18    2.7075E+05    1.5891E+05
#TIME:     9.090
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    4.2729E+04    4.7261E-12    2.5231E+11    5.0894E+10
    1.037979E+03    4.2731E+04    4.7050E-12    2.5118E+11    5.0666E+10
    1.063930E+03    4.2752E+04    4.6630E-12    2.4898E+11    5.0214E+10
    1.115838E+03    4.2772E+04    4.5802E-12    2.4460E+11    4.9322E+10
    1.200830E+03    4.2760E+04    4.4477E-12    2.3756E+11    4.7896E+10
    1.292301E+03    4.2704E+04    4.3094E-12    2.3016E+11    4.6406E+10
    1.390740E+03    4.2606E+04    4.1654E-12    2.2243E+11    4.4855E+10
    1.496679E+03    4.2467E+04    4.0157E-12    2.1437E+11    4.3243E+10
    1.610681E+03    4.2286E+04    3.8606E-12    2.0600E+11    4.1573E+10
    1.733371E+03    4.2063E+04    3.7005E-12    1.9732E+11    3.9848E+10
    1.865409E+03    4.1797E+04    3.5354E-12    1.8835E+11    3.8071E+10
    2.007500E+03    4.1486E+04    3.3661E-12    1.7911E+11    3.6248E+10
    2.160419E+03    4.1132E+04    3.1930E-12    1.6962E+11    3.4384E+10
    2.324980E+03    4.0732E+04    3.0166E-12    1.5991E+11    3.2484E+10
    2.502080E+03    4.0287E+04    2.8376E-12    1.5000E+11    3.0556E+10
    2.692670E+03    3.9797E+04    2.6567E-12    1.3991E+11    2.8609E+10
    2.897780E+03    3.9264E+04    2.4750E-12    1.2968E+11    2.6652E+10
    3.118510E+03    3.8691E+04    2.2933E-12    1.1936E+11    2.4695E+10
    3.356058E+03    3.8077E+04    2.1126E-12    1.0898E+11    2.2749E+10
    3.611692E+03    3.7427E+04    1.9340E-12    9.8602E+10    2.0827E+10
    3.886809E+03    3.6761E+04    1.7587E-12    8.8351E+10    1.8939E+10
    4.182878E+03    3.6070E+04    1.5877E-12    7.8327E+10    1.7098E+10
    4.501499E+03    3.5364E+04    1.4222E-12    6.8687E+10    1.5315E+10
    4.844389E+03    3.4643E+04    1.2634E-12    5.9602E+10    1.3605E+10
    5.213399E+03    3.3911E+04    1.1122E-12    5.1234E+10    1.1977E+10
    5.610511E+03    3.3162E+04    9.6959E-13    4.3690E+10    1.0441E+10
    6.037881E+03    3.2300E+04    8.3652E-13    3.6978E+10    9.0143E+09
    6.497801E+03    3.1105E+04    7.1362E-13    3.1219E+10    7.7345E+09
    6.992759E+03    2.9399E+04    6.0147E-13    2.6693E+10    6.6719E+09
    7.470371E+03    2.7341E+04    5.0998E-13    2.3679E+10    5.9604E+09
    7.926120E+03    2.5151E+04    4.3569E-13    2.1414E+10    5.4873E+09
    8.327219E+03    2.3260E+04    3.7932E-13    1.9141E+10    5.1458E+09
    8.702979E+03    2.1516E+04    3.3315E-13    1.6859E+10    4.8495E+09
    9.042661E+03    2.0076E+04    2.9626E-13    1.5002E+10    4.5792E+09
    9.369911E+03    1.8905E+04    2.6459E-13    1.3298E+10    4.3102E+09
    9.651601E+03    1.8010E+04    2.4006E-13    1.2152E+10    4.0712E+09
    9.900591E+03    1.7266E+04    2.2027E-13    1.1341E+10    3.8549E+09
    1.013221E+04    1.6582E+04    2.0333E-13    1.0630E+10    3.6511E+09
    1.033760E+04    1.5948E+04    1.8940E-13    9.9491E+09    3.4694E+09
    1.054539E+04    1.5260E+04    1.7629E-13    9.1105E+09    3.2864E+09
    1.075489E+04    1.4508E+04    1.6398E-13    8.0389E+09    3.1041E+09
    1.096069E+04    1.3753E+04    1.5273E-13    6.8565E+09    2.9277E+09
    1.115931E+04    1.3073E+04    1.4260E-13    5.8865E+09    2.7609E+09
    1.134098E+04    1.2521E+04    1.3392E-13    5.3329E+09    2.6124E+09
    1.153459E+04    1.2010E+04    1.2526E-13    4.9445E+09    2.4590E+09
    1.172389E+04    1.1586E+04    1.1733E-13    4.6322E+09    2.3143E+09
    1.192869E+04    1.1227E+04    1.0932E-13    4.3192E+09    2.1640E+09
    1.212842E+04    1.0968E+04    1.0203E-13    4.0267E+09    2.0242E+09
    1.235380E+04    1.0744E+04    9.4386E-14    3.7120E+09    1.8744E+09
    1.261002E+04    1.0493E+04    8.6392E-14    3.3774E+09    1.7158E+09
    1.287281E+04    1.0278E+04    7.8893E-14    3.0612E+09    1.5669E+09
    1.318721E+04    1.0051E+04    7.0772E-14    2.7153E+09    1.4056E+09
    1.351441E+04    9.8403E+03    6.3211E-14    2.3894E+09    1.2555E+09
    1.386900E+04    9.6219E+03    5.5923E-14    2.0742E+09    1.1107E+09
    1.423600E+04    9.4223E+03    4.9261E-14    1.7897E+09    9.7840E+08
    1.460292E+04    9.2408E+03    4.3398E-14    1.5466E+09    8.6195E+08
    1.497210E+04    9.0898E+03    3.8202E-14    1.3398E+09    7.5876E+08
    1.532031E+04    8.9586E+03    3.3871E-14    1.1734E+09    6.7274E+08
    1.571760E+04    8.8219E+03    2.9527E-14    1.0117E+09    5.8646E+08
    1.613099E+04    8.6752E+03    2.5598E-14    8.6948E+08    5.0842E+08
    1.660089E+04    8.5072E+03    2.1763E-14    7.3382E+08    4.3224E+08
    1.713149E+04    8.3633E+03    1.8118E-14    6.0767E+08    3.5985E+08
    1.767899E+04    8.2124E+03    1.4995E-14    5.0104E+08    2.9783E+08
    1.826411E+04    8.0680E+03    1.2252E-14    4.0828E+08    2.4334E+08
    1.889028E+04    7.9017E+03    9.8683E-15    3.2818E+08    1.9600E+08
    1.955040E+04    7.7805E+03    7.8560E-15    2.6100E+08    1.5603E+08
    2.023309E+04    7.5956E+03    6.2056E-15    2.0593E+08    1.2325E+08
    2.092811E+04    7.4699E+03    4.8810E-15    1.6193E+08    9.6945E+07
    2.162971E+04    7.3495E+03    3.8304E-15    1.2707E+08    7.6078E+07
    2.233490E+04    7.2098E+03    3.0022E-15    9.9554E+07    5.9629E+07
    2.304210E+04    7.1568E+03    2.3515E-15    7.8027E+07    4.6705E+07
    2.375060E+04    7.0631E+03    1.8410E-15    6.1080E+07    3.6566E+07
    2.446001E+04    7.0101E+03    1.4409E-15    4.7823E+07    2.8618E+07
    2.517029E+04    6.9427E+03    1.1273E-15    3.7425E+07    2.2391E+07
    2.588139E+04    6.8821E+03    8.8180E-16    2.9287E+07    1.7514E+07
    2.659349E+04    6.8258E+03    6.8950E-16    2.2910E+07    1.3695E+07
    2.730679E+04    6.7730E+03    5.3892E-16    1.7925E+07    1.0704E+07
    2.802138E+04    6.7185E+03    4.2102E-16    1.4022E+07    8.3621E+06
    2.873712E+04    6.6552E+03    3.2879E-16    1.0968E+07    6.5303E+06
    2.945390E+04    6.5840E+03    2.5667E-16    8.5775E+06    5.0979E+06
    3.017128E+04    6.5164E+03    2.0033E-16    6.7081E+06    3.9789E+06
    3.088881E+04    6.4644E+03    1.5635E-16    5.2467E+06    3.1054E+06
    3.160629E+04    6.4326E+03    1.2203E-16    4.1044E+06    2.4237E+06
    3.232349E+04    6.4161E+03    9.5249E-17    3.2115E+06    1.8918E+06
    3.304059E+04    6.4094E+03    7.4349E-17    2.5134E+06    1.4767E+06
    3.375770E+04    6.4154E+03    5.8035E-17    1.9674E+06    1.1527E+06
    3.447520E+04    6.4444E+03    4.5294E-17    1.5401E+06    8.9961E+05
    3.519338E+04    6.5080E+03    3.5342E-17    1.2056E+06    7.0194E+05
    3.591269E+04    6.6159E+03    2.7566E-17    9.4351E+05    5.4750E+05
    3.663381E+04    6.7758E+03    2.1487E-17    7.3805E+05    4.2677E+05
    3.735789E+04    6.9960E+03    1.6732E-17    5.7680E+05    3.3232E+05
    3.808621E+04    7.2894E+03    1.3010E-17    4.5016E+05    2.5840E+05
    3.882089E+04    7.6769E+03    1.0094E-17    3.5055E+05    2.0048E+05
    3.956460E+04    8.1846E+03    7.8068E-18    2.7209E+05    1.5506E+05
    3.985650E+04    8.4234E+03    7.0579E-18    2.4632E+05    1.4018E+05
    4.005110E+04    8.5941E+03    6.5990E-18    2.3051E+05    1.3107E+05
    4.018082E+04    8.7130E+03    6.3098E-18    2.2053E+05    1.2532E+05
    4.026731E+04    8.7980E+03    6.1241E-18    2.1410E+05    1.2163E+05
    4.032441E+04    8.8573E+03    6.0046E-18    2.0994E+05    1.1926E+05
    4.032500E+04    8.8585E+03    6.0033E-18    2.0990E+05    1.1924E+05
#TIME:    10.000
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    3.9766E+04    3.5498E-12    1.8623E+11    3.8226E+10
    1.037979E+03    3.9767E+04    3.5339E-12    1.8541E+11    3.8055E+10
    1.063930E+03    3.9782E+04    3.5023E-12    1.8382E+11    3.7715E+10
    1.115838E+03    3.9793E+04    3.4401E-12    1.8064E+11    3.7045E+10
    1.200830E+03    3.9778E+04    3.3407E-12    1.7547E+11    3.5974E+10
    1.292301E+03    3.9724E+04    3.2368E-12    1.7000E+11    3.4855E+10
    1.390740E+03    3.9635E+04    3.1286E-12    1.6423E+11    3.3690E+10
    1.496679E+03    3.9511E+04    3.0161E-12    1.5819E+11    3.2479E+10
    1.610681E+03    3.9351E+04    2.8997E-12    1.5188E+11    3.1225E+10
    1.733371E+03    3.9157E+04    2.7794E-12    1.4532E+11    2.9930E+10
    1.865409E+03    3.8927E+04    2.6554E-12    1.3850E+11    2.8595E+10
    2.007500E+03    3.8661E+04    2.5283E-12    1.3146E+11    2.7226E+10
    2.160419E+03    3.8358E+04    2.3982E-12    1.2420E+11    2.5825E+10
    2.324980E+03    3.8020E+04    2.2657E-12    1.1675E+11    2.4398E+10
    2.502080E+03    3.7645E+04    2.1313E-12    1.0913E+11    2.2951E+10
    2.692670E+03    3.7234E+04    1.9954E-12    1.0137E+11    2.1488E+10
    2.897780E+03    3.6789E+04    1.8589E-12    9.3516E+10    2.0018E+10
    3.118510E+03    3.6302E+04    1.7224E-12    8.5614E+10    1.8548E+10
    3.356059E+03    3.5805E+04    1.5867E-12    7.7785E+10    1.7087E+10
    3.611692E+03    3.5261E+04    1.4526E-12    7.0052E+10    1.5643E+10
    3.886809E+03    3.4706E+04    1.3209E-12    6.2575E+10    1.4225E+10
    4.182879E+03    3.4134E+04    1.1925E-12    5.5445E+10    1.2842E+10
    4.501499E+03    3.3533E+04    1.0682E-12    4.8745E+10    1.1503E+10
    4.844389E+03    3.2927E+04    9.4891E-13    4.2573E+10    1.0218E+10
    5.213399E+03    3.2282E+04    8.3535E-13    3.6937E+10    8.9955E+09
    5.610511E+03    3.1602E+04    7.2825E-13    3.1845E+10    7.8422E+09
    6.037881E+03    3.0751E+04    6.2830E-13    2.7264E+10    6.7706E+09
    6.497801E+03    2.9496E+04    5.3600E-13    2.3259E+10    5.8093E+09
    6.992759E+03    2.7552E+04    4.5176E-13    1.9947E+10    5.0112E+09
    7.470371E+03    2.5127E+04    3.8304E-13    1.7471E+10    4.4768E+09
    7.926120E+03    2.2916E+04    3.2724E-13    1.5011E+10    4.1214E+09
    8.327219E+03    2.1113E+04    2.8490E-13    1.3027E+10    3.8650E+09
    8.702979E+03    1.9656E+04    2.5022E-13    1.1636E+10    3.6424E+09
    9.042661E+03    1.8554E+04    2.2252E-13    1.0480E+10    3.4394E+09
    9.369911E+03    1.7609E+04    1.9873E-13    9.6096E+09    3.2374E+09
    9.651601E+03    1.6829E+04    1.8031E-13    8.9680E+09    3.0579E+09
    9.900590E+03    1.6125E+04    1.6544E-13    8.3847E+09    2.8954E+09
    1.013221E+04    1.5423E+04    1.5272E-13    7.7367E+09    2.7423E+09
    1.033760E+04    1.4740E+04    1.4226E-13    6.9879E+09    2.6058E+09
    1.054539E+04    1.4014E+04    1.3241E-13    6.0757E+09    2.4684E+09
    1.075489E+04    1.3313E+04    1.2316E-13    5.1714E+09    2.3315E+09
    1.096069E+04    1.2711E+04    1.1471E-13    4.5564E+09    2.1990E+09
    1.115931E+04    1.2205E+04    1.0711E-13    4.1917E+09    2.0737E+09
    1.134098E+04    1.1786E+04    1.0059E-13    3.9370E+09    1.9622E+09
    1.153459E+04    1.1387E+04    9.4082E-14    3.6935E+09    1.8469E+09
    1.172389E+04    1.1066E+04    8.8125E-14    3.4662E+09    1.7382E+09
    1.192869E+04    1.0790E+04    8.2105E-14    3.2247E+09    1.6254E+09
    1.212841E+04    1.0592E+04    7.6632E-14    2.9925E+09    1.5203E+09
    1.235380E+04    1.0410E+04    7.0892E-14    2.7430E+09    1.4078E+09
    1.261001E+04    1.0204E+04    6.4888E-14    2.4802E+09    1.2887E+09
    1.287281E+04    1.0003E+04    5.9255E-14    2.2334E+09    1.1769E+09
    1.318721E+04    9.8106E+03    5.3156E-14    1.9680E+09    1.0558E+09
    1.351441E+04    9.6269E+03    4.7477E-14    1.7238E+09    9.4297E+08
    1.386900E+04    9.4539E+03    4.2003E-14    1.4953E+09    8.3425E+08
    1.423600E+04    9.3187E+03    3.6999E-14    1.2951E+09    7.3487E+08
    1.460292E+04    9.1454E+03    3.2596E-14    1.1252E+09    6.4740E+08
    1.497210E+04    9.0067E+03    2.8693E-14    9.8071E+08    5.6990E+08
    1.532031E+04    8.9182E+03    2.5440E-14    8.6381E+08    5.0529E+08
    1.571760E+04    8.7895E+03    2.2178E-14    7.4851E+08    4.4048E+08
    1.613099E+04    8.6373E+03    1.9227E-14    6.4574E+08    3.8187E+08
    1.660089E+04    8.5057E+03    1.6346E-14    5.4694E+08    3.2465E+08
    1.713149E+04    8.2945E+03    1.3608E-14    4.5367E+08    2.7028E+08
    1.767899E+04    8.2343E+03    1.1263E-14    3.7499E+08    2.2370E+08
    1.826411E+04    8.0916E+03    9.2021E-15    3.0590E+08    1.8277E+08
    1.889028E+04    7.8364E+03    7.4120E-15    2.4582E+08    1.4721E+08
    1.955040E+04    7.7376E+03    5.9005E-15    1.9567E+08    1.1719E+08
    2.023309E+04    7.7519E+03    4.6610E-15    1.5482E+08    9.2574E+07
    2.092811E+04    7.5703E+03    3.6661E-15    1.2171E+08    7.2814E+07
    2.162971E+04    7.3437E+03    2.8770E-15    9.5400E+07    5.7141E+07
    2.233490E+04    7.1715E+03    2.2549E-15    7.4723E+07    4.4786E+07
    2.304210E+04    7.1748E+03    1.7662E-15    5.8639E+07    3.5080E+07
    2.375060E+04    7.1419E+03    1.3828E-15    4.5966E+07    2.7464E+07
    2.446001E+04    7.0733E+03    1.0822E-15    3.5993E+07    2.1494E+07
    2.517029E+04    7.0161E+03    8.4673E-16    2.8180E+07    1.6817E+07
    2.588139E+04    6.9679E+03    6.6231E-16    2.2066E+07    1.3154E+07
    2.659349E+04    6.9301E+03    5.1788E-16    1.7280E+07    1.0286E+07
    2.730679E+04    6.8995E+03    4.0477E-16    1.3535E+07    8.0394E+06
    2.802139E+04    6.8662E+03    3.1623E-16    1.0601E+07    6.2807E+06
    2.873711E+04    6.8230E+03    2.4695E-16    8.3034E+06    4.9048E+06
    2.945390E+04    6.7756E+03    1.9278E-16    6.5035E+06    3.8290E+06
    3.017129E+04    6.7408E+03    1.5047E-16    5.0944E+06    2.9885E+06
    3.088881E+04    6.7314E+03    1.1744E-16    3.9917E+06    2.3325E+06
    3.160629E+04    6.7458E+03    9.1655E-17    3.1288E+06    1.8204E+06
    3.232349E+04    6.7742E+03    7.1540E-17    2.4534E+06    1.4209E+06
    3.304059E+04    6.8131E+03    5.5843E-17    1.9245E+06    1.1091E+06
    3.375770E+04    6.8718E+03    4.3589E-17    1.5101E+06    8.6575E+05
    3.447520E+04    6.9670E+03    3.4020E-17    1.1851E+06    6.7569E+05
    3.519338E+04    7.1140E+03    2.6545E-17    9.3007E+05    5.2722E+05
    3.591269E+04    7.3242E+03    2.0704E-17    7.2972E+05    4.1122E+05
    3.663381E+04    7.6091E+03    1.6139E-17    5.7219E+05    3.2054E+05
    3.735789E+04    7.9873E+03    1.2567E-17    4.4819E+05    2.4960E+05
    3.808620E+04    8.4868E+03    9.7717E-18    3.5052E+05    1.9408E+05
    3.882089E+04    9.1513E+03    7.5815E-18    2.7349E+05    1.5058E+05
    3.956460E+04    1.0031E+04    5.8636E-18    2.1266E+05    1.1646E+05
    3.985650E+04    1.0443E+04    5.3011E-18    1.9265E+05    1.0529E+05
    4.005110E+04    1.0739E+04    4.9564E-18    1.8036E+05    9.8442E+04
    4.018082E+04    1.0945E+04    4.7393E-18    1.7259E+05    9.4129E+04
    4.026731E+04    1.1089E+04    4.5998E-18    1.6758E+05    9.1359E+04
    4.032441E+04    1.1189E+04    4.5100E-18    1.6435E+05    8.9575E+04
    4.032500E+04    1.1191E+04    4.5090E-18    1.6432E+05    8.9556E+04
#TIME:    11.000
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    3.7190E+04    2.6670E-12    1.3437E+11    2.8720E+10
    1.037979E+03    3.7191E+04    2.6551E-12    1.3378E+11    2.8591E+10
    1.063930E+03    3.7202E+04    2.6314E-12    1.3268E+11    2.8336E+10
    1.115839E+03    3.7209E+04    2.5846E-12    1.3043E+11    2.7833E+10
    1.200830E+03    3.7193E+04    2.5099E-12    1.2674E+11    2.7028E+10
    1.292301E+03    3.7145E+04    2.4318E-12    1.2277E+11    2.6187E+10
    1.390740E+03    3.7065E+04    2.3505E-12    1.1854E+11    2.5312E+10
    1.496679E+03    3.6956E+04    2.2661E-12    1.1407E+11    2.4402E+10
    1.610681E+03    3.6817E+04    2.1786E-12    1.0938E+11    2.3460E+10
    1.733370E+03    3.6649E+04    2.0882E-12    1.0448E+11    2.2487E+10
    1.865409E+03    3.6452E+04    1.9951E-12    9.9377E+10    2.1484E+10
    2.007500E+03    3.6224E+04    1.8995E-12    9.4100E+10    2.0455E+10
    2.160419E+03    3.5967E+04    1.8018E-12    8.8669E+10    1.9403E+10
    2.324980E+03    3.5679E+04    1.7023E-12    8.3110E+10    1.8331E+10
    2.502080E+03    3.5362E+04    1.6013E-12    7.7459E+10    1.7243E+10
    2.692670E+03    3.5014E+04    1.4992E-12    7.1756E+10    1.6144E+10
    2.897780E+03    3.4636E+04    1.3966E-12    6.6056E+10    1.5040E+10
    3.118510E+03    3.4225E+04    1.2941E-12    6.0412E+10    1.3936E+10
    3.356059E+03    3.3790E+04    1.1921E-12    5.4900E+10    1.2838E+10
    3.611691E+03    3.3329E+04    1.0914E-12    4.9578E+10    1.1753E+10
    3.886809E+03    3.2836E+04    9.9245E-13    4.4497E+10    1.0687E+10
    4.182879E+03    3.2319E+04    8.9596E-13    3.9706E+10    9.6482E+09
    4.501499E+03    3.1792E+04    8.0258E-13    3.5231E+10    8.6426E+09
    4.844389E+03    3.1216E+04    7.1293E-13    3.1063E+10    7.6772E+09
    5.213399E+03    3.0575E+04    6.2761E-13    2.7198E+10    6.7584E+09
    5.610511E+03    2.9908E+04    5.4715E-13    2.3629E+10    5.8920E+09
    6.037881E+03    2.8992E+04    4.7205E-13    2.0343E+10    5.0868E+09
    6.497801E+03    2.7528E+04    4.0270E-13    1.7383E+10    4.3646E+09
    6.992759E+03    2.5098E+04    3.3941E-13    1.4687E+10    3.7650E+09
    7.470371E+03    2.2695E+04    2.8778E-13    1.1994E+10    3.3635E+09
    7.926120E+03    2.0715E+04    2.4586E-13    1.0086E+10    3.0965E+09
    8.327219E+03    1.9276E+04    2.1405E-13    9.0718E+09    2.9038E+09
    8.702979E+03    1.8176E+04    1.8800E-13    8.2545E+09    2.7366E+09
    9.042661E+03    1.7274E+04    1.6718E-13    7.6548E+09    2.5841E+09
    9.369910E+03    1.6425E+04    1.4931E-13    7.1179E+09    2.4323E+09
    9.651601E+03    1.5648E+04    1.3547E-13    6.5934E+09    2.2974E+09
    9.900590E+03    1.4892E+04    1.2430E-13    5.9731E+09    2.1754E+09
    1.013221E+04    1.4133E+04    1.1474E-13    5.2144E+09    2.0603E+09
    1.033760E+04    1.3470E+04    1.0688E-13    4.4925E+09    1.9578E+09
    1.054539E+04    1.2881E+04    9.9479E-14    3.9226E+09    1.8545E+09
    1.075489E+04    1.2373E+04    9.2535E-14    3.5684E+09    1.7517E+09
    1.096069E+04    1.1927E+04    8.6186E-14    3.3243E+09    1.6521E+09
    1.115931E+04    1.1532E+04    8.0471E-14    3.1215E+09    1.5580E+09
    1.134099E+04    1.1205E+04    7.5571E-14    2.9462E+09    1.4742E+09
    1.153459E+04    1.0904E+04    7.0686E-14    2.7634E+09    1.3876E+09
    1.172389E+04    1.0657E+04    6.6210E-14    2.5843E+09    1.3060E+09
    1.192869E+04    1.0469E+04    6.1687E-14    2.3870E+09    1.2212E+09
    1.212841E+04    1.0287E+04    5.7574E-14    2.1930E+09    1.1423E+09
    1.235380E+04    1.0152E+04    5.3262E-14    1.9941E+09    1.0577E+09
    1.261001E+04    9.9970E+03    4.8751E-14    1.7934E+09    9.6825E+08
    1.287280E+04    9.8470E+03    4.4520E-14    1.6108E+09    8.8422E+08
    1.318721E+04    9.6913E+03    3.9937E-14    1.4195E+09    7.9321E+08
    1.351441E+04    9.5856E+03    3.5670E-14    1.2487E+09    7.0847E+08
    1.386900E+04    9.4336E+03    3.1558E-14    1.0895E+09    6.2679E+08
    1.423600E+04    9.2631E+03    2.7798E-14    9.4919E+08    5.5212E+08
    1.460291E+04    9.1334E+03    2.4490E-14    8.3012E+08    4.8640E+08
